id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/17/value
2457864309,1,34,16,0,0,drnln5nhp7dqype6j3upkoiqp,1,0,0,2022-09-10T11:51:49.415Z,2022-09-10T12:29:11Z,3768873783,130,4,3768873787,194,jbxmumw5e6sad0zo1hljqnl5,3768873777,30,"3h1cw632st7suexo3fo6aremt, 7gisthugglsa8l3wah7gw2klx, 9i6rsrclokuoxbbepiw0xehre, 5d6w6h4s9rfioy07y1rqrmgyy, c6wlz59l4w2pe0o5xj6nbks4q, eafhhlki76tgbbrwgeof4spyi, 85cmw667ykiku1pzcj07jreg9, 3vpsxb6kzdffwgumf9mfcmms5, jbxmumw5e6sad0zo1hljqnl5, 2k7qjez21ghq91378ecc585w5, 5vvgnuyaxp4x7hvzmgkku3pm2, 7alrgsdv6ycykqgigqizax39x, 24w5egwdnqme3z091t0e71c2y, c59ms3k7ezd0x0qgmmq734lqs, 3nahmpoi0glxeu95ip8hx8odm, 1eo54huy053pgofiws2n36s16, bskf1il58p43z2gv68wwtmivo, 7oqvkyby3x041hlfoxo5bkxlg",3768873791,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3768873779,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3768873781,59,"1, 8, 15, 17, 6, 19, 10, 7, 9, 20, 14, 25, 13, 5, 11, 23, 30, 22",3768873785,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3768873789,197,13556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457868909,1,34,16,0,0,97jxqfbi28yoeedjbbw5xqhyi,1,0,0,2022-09-10T12:04:19.689Z,2022-09-10T12:29:08Z,3768899845,59,"1, 20, 7, 5, 29, 25, 10, 14, 13, 8, 21, 19, 18, 27, 30, 2, 15",3768899855,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3768899841,30,"7ei82jx0voz3m7g64d9ewmggl, 552lzdgzrbb27bech7ow3v9hx, ejzz3wi6gxujl6idun7k9wmvp, 7nogrzsn8zm4vsomb6ontb4k5, 9k44thez31exd8pbq7i5wdbs9, 3taxlkn9lb7otwvgbx9gyo82x, akldj20vfqfopuvurujsgtsd1, coj9nvuorcm7rvvotheguc5hx, 1jlc387u7fdpnnus9nlsb179w, 3o1we6pb4axflmhkn1r0b01xx, 8lqbmqjrc7ikjm0me2fsdej11, et3yygjf96h7sgd43lb5t1yj8, 11249ix42zyb89ipxrymbb2tw, 996uvthtn0ho4doic5mcty6z9, 2zxnm6bkhkjolx1esz593wk45, arw9e50in9zw8e9eoul9x8rje, ctcrlz7c9s8wibhvt47dy6hw4",3768899851,194,akldj20vfqfopuvurujsgtsd1,3768899849,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",3768899853,197,8452,3768899843,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5",3768899847,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457886091,2,32,1,0,0,97jxqfbi28yoeedjbbw5xqhyi,1,0,0,2022-09-10T12:30:17.454Z,2022-09-10T12:30:17Z,3768991413,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457886105,2,32,1,0,0,drnln5nhp7dqype6j3upkoiqp,1,0,0,2022-09-10T12:30:17.454Z,2022-09-10T12:30:20Z,3768991453,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457886199,3,1,1,0,0,drnln5nhp7dqype6j3upkoiqp,1,50,50,2022-09-10T12:30:17.554Z,2022-09-10T12:30:24Z,3768991939,141,50.1,3768991935,56,Back,3768991945,279,S,3768991941,212,18.3,3768991943,213,3.1,3768991937,140,32.6,,,,,,,jbxmumw5e6sad0zo1hljqnl5,S. Cambot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457886225,4,1,1,0,7,drnln5nhp7dqype6j3upkoiqp,1,32.2,49.7,2022-09-10T12:30:24.776Z,2022-09-10T12:30:26Z,3768992043,212,14.7,3768992037,56,Back,3768992039,140,21.5,3768992041,141,63.6,3768992045,213,2.4,,,,,,,,,,5vvgnuyaxp4x7hvzmgkku3pm2,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457886249,5,1,1,0,9,drnln5nhp7dqype6j3upkoiqp,1,21.5,62.9,2022-09-10T12:30:26.488Z,2022-09-10T12:30:28Z,3768992167,56,Back,3768992173,212,18.4,3768992175,213,3.6,3768992171,141,51.0,3768992169,140,5.8,,,,,,,,,,eafhhlki76tgbbrwgeof4spyi,E. Jézéquel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457886331,6,1,1,0,11,drnln5nhp7dqype6j3upkoiqp,1,7,50.9,2022-09-10T12:30:28.536Z,2022-09-10T12:30:33Z,3768992535,213,5.1,3768992531,141,19.4,3768992527,56,Back,3768992529,140,16.2,3768992533,212,23.5,,,,,,,,,,3h1cw632st7suexo3fo6aremt,C. Perrault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457886369,7,1,1,0,15,drnln5nhp7dqype6j3upkoiqp,0,19.7,7.3,2022-09-10T12:30:33.273Z,2022-09-10T12:30:36Z,3768992779,141,5.2,3768992775,56,Right,3768992783,213,6.3,3768992781,212,49.1,3768992773,155,,3768992777,140,66.4,3768992785,1,,,,,c6wlz59l4w2pe0o5xj6nbks4q,S. Julini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457886395,3,8,1,0,19,97jxqfbi28yoeedjbbw5xqhyi,1,38.2,89.7,2022-09-10T12:30:36.881Z,2022-09-10T12:37:54Z,3768992917,56,Back,,,,,,,,,,,,,,,,,,,,,,3taxlkn9lb7otwvgbx9gyo82x,J. Piga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457886413,4,5,1,0,19,97jxqfbi28yoeedjbbw5xqhyi,0,48.6,101.6,2022-09-10T12:30:37.081Z,2022-09-10T12:32:26Z,3768993011,56,Back,3768993013,347,,3768993057,233,8,,,,,,,,,,,,,,,,3taxlkn9lb7otwvgbx9gyo82x,J. Piga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457886385,8,5,1,0,19,drnln5nhp7dqype6j3upkoiqp,1,51.4,-1.6,2022-09-10T12:30:37.081Z,2022-09-10T12:30:39Z,3768993047,233,4,3768992869,347,,3768992867,56,Right,,,,,,,,,,,,,,,,c6wlz59l4w2pe0o5xj6nbks4q,S. Julini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457886605,9,1,1,0,28,drnln5nhp7dqype6j3upkoiqp,1,53.1,0,2022-09-10T12:30:46.424Z,2022-09-10T12:30:50Z,3768994061,212,19.0,3768994053,107,,3768994057,140,35.6,3768994055,56,Back,3768994059,141,5.3,3768994063,213,2.9,,,,,,,7gisthugglsa8l3wah7gw2klx,H. Mansuy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457886679,10,1,1,0,32,drnln5nhp7dqype6j3upkoiqp,1,34.4,7.1,2022-09-10T12:30:49.977Z,2022-09-10T12:30:55Z,3768994459,212,17.6,3768994465,213,1.7,3768994451,56,Back,3768994455,141,32.8,3768994453,140,32.6,,,,,,,,,,c6wlz59l4w2pe0o5xj6nbks4q,S. Julini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457886709,11,1,1,0,37,drnln5nhp7dqype6j3upkoiqp,1,41.1,47.9,2022-09-10T12:30:55.096Z,2022-09-10T12:30:57Z,3768994667,213,2.0,3768994663,141,81.7,3768994661,140,30.9,3768994659,56,Back,3768994665,212,25.4,,,,,,,,,,eafhhlki76tgbbrwgeof4spyi,E. Jézéquel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457886733,12,1,1,0,39,drnln5nhp7dqype6j3upkoiqp,1,31.5,86.2,2022-09-10T12:30:57.256Z,2022-09-10T12:30:59Z,3768994809,56,Left,3768994817,213,0.3,3768994813,141,95.9,3768994815,212,25.6,3768994811,140,55.1,,,,,,,,,,9i6rsrclokuoxbbepiw0xehre,M. Perea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457886771,13,1,1,0,41,drnln5nhp7dqype6j3upkoiqp,1,58.3,96,2022-09-10T12:30:58.952Z,2022-09-10T12:31:02Z,3768995077,213,4.0,3768995069,56,Left,3768995073,141,83.6,3768995071,140,52.0,3768995075,212,10.7,,,,,,,,,,5vvgnuyaxp4x7hvzmgkku3pm2,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457886839,14,1,1,0,44,drnln5nhp7dqype6j3upkoiqp,1,49,81.7,2022-09-10T12:31:02.152Z,2022-09-10T12:31:05Z,3768995441,56,Back,3768995445,141,43.3,3768995449,213,4.4,3768995443,140,42.2,3768995447,212,27.1,,,,,,,,,,3vpsxb6kzdffwgumf9mfcmms5,A. Lahmari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457886901,15,1,1,0,48,drnln5nhp7dqype6j3upkoiqp,1,46.4,37.7,2022-09-10T12:31:05.673Z,2022-09-10T12:31:09Z,3768995783,213,5.4,3768995775,56,Right,3768995779,141,4.6,3768995781,212,30.0,3768995777,140,65.3,,,,,,,,,,c6wlz59l4w2pe0o5xj6nbks4q,S. Julini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457886959,16,1,1,0,52,drnln5nhp7dqype6j3upkoiqp,1,66.6,2.2,2022-09-10T12:31:09.640Z,2022-09-10T12:31:15Z,3768996173,140,91.2,3768996177,212,25.8,3768996181,213,0.0,3768996171,56,Right,3768996175,141,3.5,,,,,,,,,,7gisthugglsa8l3wah7gw2klx,H. Mansuy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457886983,17,1,1,0,57,drnln5nhp7dqype6j3upkoiqp,0,96.7,2.9,2022-09-10T12:31:15.416Z,2022-09-10T12:31:16Z,3768996309,213,1.9,3768996305,141,22.5,3768996301,56,Center,3768996303,140,92.7,3768996307,212,14.0,,,,,,,,,,2k7qjez21ghq91378ecc585w5,L. Teinturier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457887011,5,49,1,1,1,97jxqfbi28yoeedjbbw5xqhyi,1,16.5,73.9,2022-09-10T12:31:18.533Z,2022-09-10T12:31:18Z,,,,,,,,,,,,,,,,,,,,,,,,,7nogrzsn8zm4vsomb6ontb4k5,J. Yango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457887031,6,1,1,1,1,97jxqfbi28yoeedjbbw5xqhyi,1,16.5,73.9,2022-09-10T12:31:18.933Z,2022-09-10T12:31:20Z,3768996577,212,8.1,3768996573,140,20.5,3768996579,213,1.0,3768996575,141,84.1,3768996571,56,Back,,,,,,,,,,7nogrzsn8zm4vsomb6ontb4k5,J. Yango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457887063,7,1,1,1,2,97jxqfbi28yoeedjbbw5xqhyi,1,20.5,84.1,2022-09-10T12:31:20.069Z,2022-09-10T12:38:34Z,3768996785,213,5.6,3768996781,141,80.0,3768996779,140,24.1,3768996777,56,Back,3768996783,212,4.7,,,,,,,,,,8lqbmqjrc7ikjm0me2fsdej11,M. Dafeur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457887045,18,43,1,1,3,drnln5nhp7dqype6j3upkoiqp,1,0,0,2022-09-10T12:31:20.874Z,2022-09-10T12:38:31Z,3769030609,144,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457887079,8,1,1,1,5,97jxqfbi28yoeedjbbw5xqhyi,0,24.3,78.2,2022-09-10T12:31:23.013Z,2022-09-10T12:38:33Z,3768996903,213,0.2,3768996897,140,42.4,3768996899,141,84.2,3768996891,155,,3768996901,212,19.4,3768996895,56,Back,,,,,,,coj9nvuorcm7rvvotheguc5hx,D. Grabowska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457887083,19,61,1,1,8,drnln5nhp7dqype6j3upkoiqp,0,49,14.3,2022-09-10T12:31:25.656Z,2022-09-10T12:31:25Z,3768996919,56,Back,,,,,,,,,,,,,,,,,,,,,,c6wlz59l4w2pe0o5xj6nbks4q,S. Julini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457887105,20,61,1,1,9,drnln5nhp7dqype6j3upkoiqp,1,46.3,15.3,2022-09-10T12:31:26.775Z,2022-09-10T12:31:26Z,3768997023,56,Back,,,,,,,,,,,,,,,,,,,,,,c6wlz59l4w2pe0o5xj6nbks4q,S. Julini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457887115,9,1,1,1,9,97jxqfbi28yoeedjbbw5xqhyi,0,46.5,84.7,2022-09-10T12:31:27.334Z,2022-09-10T12:38:36Z,3768997083,140,70.6,3768997087,212,33.5,3768997091,1,,3768997079,155,,3768997089,213,5.6,3768997085,141,52.5,3768997081,56,Center,,,,1jlc387u7fdpnnus9nlsb179w,R. Kouassi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
