id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,assist,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value
2471918985,1,34,16,0,0,dgpni8xwxjhgekjmg0m8bb6nv,1,0,0,2022-10-15T11:43:11.033Z,2022-10-15T12:56:30Z,3843686323,130,8,3843686313,30,"7iuwrwcupehj978vpf8sep591, 3w9nqzmvm6df5becqtvypo5w5, 3edubak34lsocvkirgryo8vd, q195fj3dlx9i3r0zno98nhuc, 9r0t3f2nw0d1a17c9onvjgd05, 2to7qgaomc72knk6y1689ihka, b062pdmskviwqwzf5dckoffmd, ero1axtkr33y6yetn4uti2oyx, 58zv1pd350niecmu275p4xyqc, 3o5f01ay5uqzeb3xunhguvsyy, aeoazf90glk79a2puhpm06pyh, a52izyii7s44qihbp4upbukiy, 24ptrmidgqdyq5sryicc2g9hw, c99gqg4cu9eqy5yu8fga71vit, ds4tjev271co53fycw64y4kfe, 6oxe2vmgkxzl4dfz5cdqbajmd, e9e2sdrwd5g6m8kfpxpe8ml79, a36nwipwjfluk0rjfjzdiflk9",3843686327,194,9r0t3f2nw0d1a17c9onvjgd05,3843686331,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3843686315,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3843686329,197,8429,3843686319,59,"30, 14, 5, 15, 22, 4, 17, 3, 13, 11, 26, 12, 1, 6, 8, 9, 10, 24",3843686325,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471934113,1,34,16,0,0,2gmv49xieg3zee2hx0lhcp17u,1,0,0,2022-10-15T12:04:19.494Z,2022-10-17T13:07:37Z,3843761747,130,4,3843761753,197,9443,3843761743,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3843761755,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3843761741,30,"dwjgtp47ky7v5as2a2jradihh, 6rcnj96do9ermnza1covi9ujt, 5kg2obqjcypb3d2yt4d4xoo2x, 5x0qvm5o4qbijkh8r8vs2ys45, 2mo6msido3zv2vk24hed9rs9h, eblfqwhpxhw6775m134ov2e0a, cjgr7t23bk1l43hegrkmtslih, ik5uqc55sdiwjjzh28c21byt, 2pd1juglwcvhspyva4soomyy2, 88n7oswbclrfxt277vp6vpgd0, ah7sbrjt4lz1t4zww2l4sf1ex, eihtktc0tfia1tsqydg7pvil1, 664ior41q0qf71vnhq0tp1j9x, bly2raemyl0xp39jiktm4u5sl, 30w3iibq6nd3ocidgfkdqv190, 87fq93e9x1yy4thmeituciycq, 79u53wc88br80qmqpdumqlct0, 7l4fyb3w7g20sgwi4v1ie9b10",3843761745,59,"16, 18, 14, 10, 27, 29, 22, 7, 19, 9, 20, 2, 3, 6, 15, 23, 26, 30",3843761749,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3843761751,194,eblfqwhpxhw6775m134ov2e0a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471967651,2,32,1,0,0,2gmv49xieg3zee2hx0lhcp17u,1,0,0,2022-10-15T12:30:36.039Z,2022-10-15T12:47:19Z,3843930331,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471967637,3,32,1,0,0,dgpni8xwxjhgekjmg0m8bb6nv,1,0,0,2022-10-15T12:30:36.039Z,2022-10-17T13:12:26Z,3843930251,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471967699,4,1,1,0,0,dgpni8xwxjhgekjmg0m8bb6nv,1,50,49.9,2022-10-15T12:30:36.139Z,2022-10-17T13:14:21Z,3843930631,141,62.5,3843930627,56,Back,3843930635,213,2.8,3843930637,279,S,3852248743,189,,3843930633,212,23.6,3843930629,140,29.1,,,,58zv1pd350niecmu275p4xyqc,S. Tapé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473546959,705,43,1,0,0,dgpni8xwxjhgekjmg0m8bb6nv,1,0,0,2022-10-15T12:30:36.878Z,2022-10-17T13:14:18Z,3852247571,213,2.7,3852247565,140,29.3,3852247569,212,24.3,3852247563,56,Back,3852248635,144,1,3852247567,141,66.0,,,,,,,58zv1pd350niecmu275p4xyqc,S. Tapé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473547031,706,1,1,0,2,dgpni8xwxjhgekjmg0m8bb6nv,1,29.3,66,2022-10-15T12:30:38.127Z,2022-10-17T13:13:36Z,3852247979,56,Back,3852247985,212,17.3,3852247983,141,40.6,3852247987,213,4.7,3852247981,140,28.9,,,,,,,,,,3edubak34lsocvkirgryo8vd,İ. Kaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471967705,5,43,1,0,2,dgpni8xwxjhgekjmg0m8bb6nv,1,0,0,2022-10-15T12:30:38.909Z,2022-10-17T13:14:25Z,3852248795,144,79,3843930665,344,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473547039,707,1,1,0,5,dgpni8xwxjhgekjmg0m8bb6nv,0,28.9,40.6,2022-10-15T12:30:41.139Z,2022-10-17T13:13:40Z,3852248041,140,47.4,3852248047,213,6.2,3852248043,141,38.9,3852248039,56,Back,3852248045,212,19.5,,,,,,,,,,9r0t3f2nw0d1a17c9onvjgd05,S. Tandia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473547233,624,1,1,0,7,2gmv49xieg3zee2hx0lhcp17u,0,52.2,57.6,2022-10-15T12:30:43.085Z,2022-10-17T13:14:57Z,3852249247,140,53.8,3852249253,213,1.5,3852249255,1,,3852249243,157,,3852249251,212,20.9,3852249249,141,88.2,3852249245,56,Left,,,,5x0qvm5o4qbijkh8r8vs2ys45,E. Sumo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473547409,708,1,1,0,11,dgpni8xwxjhgekjmg0m8bb6nv,1,55.4,22.2,2022-10-15T12:30:47.741Z,2022-10-17T13:15:54Z,3852250315,140,62.0,3852250313,56,Center,3852250319,212,10.0,3852250321,213,0.8,3852250317,141,32.9,,,,,,,,,,ero1axtkr33y6yetn4uti2oyx,M. Belkhiter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473547411,709,61,1,0,12,dgpni8xwxjhgekjmg0m8bb6nv,0,62.4,34.6,2022-10-15T12:30:48.737Z,2022-10-17T13:15:55Z,3852250331,56,Center,,,,,,,,,,,,,,,,,,,,,,58zv1pd350niecmu275p4xyqc,S. Tapé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473547495,625,1,1,0,14,2gmv49xieg3zee2hx0lhcp17u,1,44,65.7,2022-10-15T12:30:50.241Z,2022-10-17T13:16:20Z,3852250809,140,56.0,3852250813,212,14.8,3852250811,141,77.2,3852250815,213,0.6,3852250807,56,Center,,,,,,,,,,2mo6msido3zv2vk24hed9rs9h,K. Gadéa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473547501,626,49,1,0,16,2gmv49xieg3zee2hx0lhcp17u,1,56,77.2,2022-10-15T12:30:52.491Z,2022-10-17T13:16:20Z,,,,,,,,,,,,,,,,,,,,,,,,,ah7sbrjt4lz1t4zww2l4sf1ex,L. Rueda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473547571,627,1,1,0,17,2gmv49xieg3zee2hx0lhcp17u,1,53.8,72,2022-10-15T12:30:53.488Z,2022-10-17T13:16:42Z,3852251267,56,Back,3852251275,213,3.9,3852251271,141,59.1,3852251273,212,12.1,3852251269,140,45.8,,,,,,,,,,ah7sbrjt4lz1t4zww2l4sf1ex,L. Rueda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473547583,628,1,1,0,20,2gmv49xieg3zee2hx0lhcp17u,0,46.4,54.5,2022-10-15T12:30:56.590Z,2022-10-17T13:16:48Z,3852251355,141,11.3,3852251359,213,5.8,3852251353,140,100.0,3852251361,1,,3852251357,212,65.2,3852251349,155,,3852251351,56,Right,,,,5x0qvm5o4qbijkh8r8vs2ys45,E. Sumo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473547585,629,5,1,0,25,2gmv49xieg3zee2hx0lhcp17u,0,101.3,12.3,2022-10-15T12:31:01.489Z,2022-10-17T15:15:05Z,3852385619,233,710,3852251365,346,,3852251363,56,Right,,,,,,,,,,,,,,,,5x0qvm5o4qbijkh8r8vs2ys45,E. Sumo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
