id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,assist,qualifier/12/value,qualifier/14/value,qualifier/15/value
2518179821,1,34,16,0,0,2gmv49xieg3zee2hx0lhcp17u,1,0,0,2023-03-11T12:13:31.643Z,2023-03-11T13:20:32Z,4087525811,194,eblfqwhpxhw6775m134ov2e0a,4087525805,130,2,4087525799,30,"dwjgtp47ky7v5as2a2jradihh, 6rcnj96do9ermnza1covi9ujt, 5kg2obqjcypb3d2yt4d4xoo2x, 5x0qvm5o4qbijkh8r8vs2ys45, 2mo6msido3zv2vk24hed9rs9h, eblfqwhpxhw6775m134ov2e0a, 7h91cdyjl0cpxj5lpzdsto3it, cjgr7t23bk1l43hegrkmtslih, 2pd1juglwcvhspyva4soomyy2, 87fq93e9x1yy4thmeituciycq, bly2raemyl0xp39jiktm4u5sl, 9214qm6nuq4zwnnvzmugrfutx, 664ior41q0qf71vnhq0tp1j9x, ik5uqc55sdiwjjzh28c21byt, 88n7oswbclrfxt277vp6vpgd0, e3i1n2mnbwqi33q2t541fjy1g, 55m2s1hr0yoxyec1lqooi03ys, vbbjswuih75z7771voxd7bbo",4087525803,59,"16, 18, 14, 10, 27, 29, 8, 22, 19, 23, 6, 1, 3, 7, 9, 11, 12, 21",4087525817,197,9552,4087525823,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4087525809,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4087525801,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518181313,1,34,16,0,0,9s9jvki6htleffykj88qcpwpy,1,0,0,2023-03-11T12:15:55.593Z,2023-03-11T12:54:58Z,4087533245,194,2cp4j91pqwjvy7as74ckhc4wl,4087533239,59,"30, 21, 11, 26, 22, 4, 6, 15, 8, 10, 12, 1, 7, 14, 18, 23, 24, 19",4087533247,197,14734,4087533243,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4087533249,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4087533235,30,"dtl2shnzdg739pkag6fplb42y, 6xu7shoi00qiogo7akqo1xsrt, 50ph0tkxvrb3syo76y5bjbcut, 50k8dmb17hvqbq37ae3p90aju, 9mq9unf2aecualxxm9gvnppl, 5es3kc7x38rotmzzcs46kb3hm, bgdtaffohtcawxastd6cy5g16, 9rab5estxnvvhj8evql7j68rt, 56n1erg5gb7fq7ab8hz42bug9, 2cp4j91pqwjvy7as74ckhc4wl, b0a55g6cu6u3fl9vbuvynx05, a27580ah1idvwqjbscx0l4x78, dsm8r3i2k45d7vlqkmzaog9w4, 8ra0s724ht9u3luvku2ytnrze, 1fcucvr07kupgc9ivux6cf76c, 5orsug2d4b7zzjat6eh9ks2qd, 2avvvwtcdl6hmzxei5qhjo4ph, zzdeso5dawmdmq4u5vishhck",4087533237,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4087533241,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518201427,2,32,1,0,0,9s9jvki6htleffykj88qcpwpy,1,0,0,2023-03-11T12:45:49.766Z,2023-03-11T12:45:49Z,4087628803,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518201431,2,32,1,0,0,2gmv49xieg3zee2hx0lhcp17u,1,0,0,2023-03-11T12:45:49.766Z,2023-03-11T12:45:51Z,4087628815,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518201461,3,1,1,0,0,9s9jvki6htleffykj88qcpwpy,1,50.1,50.3,2023-03-11T12:45:49.866Z,2023-03-11T12:47:18Z,4087628921,213,3.1,4087628919,212,8.5,4087628923,279,S,4087628917,141,50.7,4087628913,56,Back,4087628915,140,42.0,,,,,,,56n1erg5gb7fq7ab8hz42bug9,A. Lamontagne,,,,,,,,,,,,,,,,,,,,,,,,,,
2518201477,4,1,1,0,2,9s9jvki6htleffykj88qcpwpy,0,41.9,50.4,2023-03-11T12:45:52.080Z,2023-03-11T12:45:53Z,4087629019,141,78.2,4087629021,212,34.9,4087629015,56,Center,4087629025,1,,4087629013,155,,4087629023,213,0.6,4087629017,140,69.8,,,,2cp4j91pqwjvy7as74ckhc4wl,L. Cance,,,,,,,,,,,,,,,,,,,,,,,,,,
2518201481,3,49,1,0,3,2gmv49xieg3zee2hx0lhcp17u,1,21.5,16.8,2023-03-11T12:45:53.429Z,2023-03-11T12:45:53Z,,,,,,,,,,,,,,,,,,,,,,,,,6rcnj96do9ermnza1covi9ujt,E. Kouache,,,,,,,,,,,,,,,,,,,,,,,,,,
2518201511,4,1,1,0,3,2gmv49xieg3zee2hx0lhcp17u,1,21.5,16.8,2023-03-11T12:45:53.754Z,2023-03-11T12:45:55Z,4087629175,141,27.9,4087629173,140,31.2,4087629177,212,12.7,4087629179,213,0.6,4087629171,56,Back,,,,,,,,,,6rcnj96do9ermnza1covi9ujt,E. Kouache,,,,,,,,,,,,,,,,,,,,,,,,,,
2518201535,5,1,1,0,6,2gmv49xieg3zee2hx0lhcp17u,1,30,20.4,2023-03-11T12:45:55.771Z,2023-03-11T12:45:57Z,4087629319,212,10.8,4087629321,213,5.1,4087629315,140,33.6,4087629313,56,Back,4087629317,141,5.5,,,,,,,,,,cjgr7t23bk1l43hegrkmtslih,C. Gavory,,,,,,,,,,,,,,,,,,,,,,,,,,
2518201563,6,1,1,0,7,2gmv49xieg3zee2hx0lhcp17u,0,33.6,5.5,2023-03-11T12:45:57.291Z,2023-03-11T12:45:59Z,4087629471,213,3.3,4087629467,141,2.0,4087629463,56,Back,4087629465,140,22.7,4087629469,212,11.7,,,,,,,,,,87fq93e9x1yy4thmeituciycq,S. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
