id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,assist,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,keyPass,qualifier/9/value,qualifier/10/value,qualifier/13/value,qualifier/12/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/14/value,qualifier/17/value
2524397767,1,34,16,0,0,drnln5nhp7dqype6j3upkoiqp,1,0,0,2023-03-25T13:07:42.649Z,2023-03-25T14:06:43Z,4122651451,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4122651453,194,jbxmumw5e6sad0zo1hljqnl5,4122651455,197,13556,4122651447,59,"16, 13, 15, 7, 8, 19, 20, 23, 11, 9, 14, 1, 5, 18, 22, 25, 33, 26",4122651445,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4122651457,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4122651443,30,"3dfjmvoka2j9pw4s7z7vac0r9, 24w5egwdnqme3z091t0e71c2y, 9i6rsrclokuoxbbepiw0xehre, 3vpsxb6kzdffwgumf9mfcmms5, 7gisthugglsa8l3wah7gw2klx, eafhhlki76tgbbrwgeof4spyi, 2k7qjez21ghq91378ecc585w5, 1eo54huy053pgofiws2n36s16, 3nahmpoi0glxeu95ip8hx8odm, jbxmumw5e6sad0zo1hljqnl5, 5vvgnuyaxp4x7hvzmgkku3pm2, 3h1cw632st7suexo3fo6aremt, c59ms3k7ezd0x0qgmmq734lqs, ev3mgnq60hfy9raxynpjhj3mc, 7oqvkyby3x041hlfoxo5bkxlg, 7alrgsdv6ycykqgigqizax39x, 69myhtj81ne76e2j247op1qms, osvwpq7pwiy2ixjqcpkp3rbo",4122651449,130,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524397947,1,34,16,0,0,e5hsx8fzufp57tv4oehbz0qht,1,0,0,2023-03-25T13:08:28.423Z,2023-03-25T13:59:52Z,4122652457,59,"1, 18, 4, 11, 21, 3, 17, 7, 24, 27, 28, 5, 9, 10, 14, 23, 26, 50",4122652467,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4122652459,130,4,4122652463,194,3bo8lbyohd3djey9pbd08fvf9,4122652465,197,4764,4122652453,30,"8f25wup5nyqxwx27pmtxth51x, el2jrhon9i915qbjdgi96uru2, f30p9xqwupzhhiitqubpi79bd, 1loi315glota15qd57q6e0xrd, cma46vvprpduachdlb2ruakx6, 3bo8lbyohd3djey9pbd08fvf9, 28yvc8jmyyfavb0hetafjdadx, pugk29yysi9369f969l2o1qt, 2fg7mgljmrqedc61uiff36ytx, 41gek0vcr4hcrc5hg6zk4am3u, ct4fyrkcvk3i01xiz1wpsyuw9, 3x6baiktcpcjxxh258a5uebpx, 7jux9gpb11yfbl8jj32n0zil1, b9mxbxkxacng270g0cs3w1jh1, 9q17y46tt61m27cpvaxuhknp, 15ueea8j21zale5d23rifkct1, 6ywkny98b9qzuvhqxwn9l0ogl, dbcmdwdf4iu39ztbwcxkbff9w",4122652455,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4122652461,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524410429,2,32,1,0,0,e5hsx8fzufp57tv4oehbz0qht,1,0,0,2023-03-25T14:00:42.718Z,2023-03-25T14:00:43Z,4122715927,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524410427,2,32,1,0,0,drnln5nhp7dqype6j3upkoiqp,1,0,0,2023-03-25T14:00:42.718Z,2023-03-25T14:00:42Z,4122715921,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524410441,3,1,1,0,0,drnln5nhp7dqype6j3upkoiqp,1,49.9,50.3,2023-03-25T14:00:42.818Z,2023-03-25T14:00:45Z,4122715995,279,S,4122715993,213,3.2,4122715989,141,48.5,4122715991,212,21.5,4122715985,56,Back,4122715987,140,29.5,,,,,,,3nahmpoi0glxeu95ip8hx8odm,A. Péniguel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524410463,4,1,1,0,2,drnln5nhp7dqype6j3upkoiqp,1,30.1,40.1,2023-03-25T14:00:45.610Z,2023-03-25T14:00:51Z,4122716069,140,26.2,4122716071,141,11.3,4122716073,212,20.0,4122716075,213,4.5,4122716067,56,Back,,,,,,,,,,1eo54huy053pgofiws2n36s16,N. Richard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524410477,5,1,1,0,9,drnln5nhp7dqype6j3upkoiqp,1,18,15.9,2023-03-25T14:00:51.794Z,2023-03-25T14:00:54Z,4122716111,140,11.1,4122716115,212,15.9,4122716109,56,Back,4122716113,141,36.7,4122716117,213,2.0,,,,,,,,,,24w5egwdnqme3z091t0e71c2y,M. Revelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524410487,6,1,1,0,11,drnln5nhp7dqype6j3upkoiqp,1,11.6,41.8,2023-03-25T14:00:54.386Z,2023-03-25T14:00:56Z,4122716161,212,28.1,4122716163,213,1.5,4122716155,56,Back,4122716159,141,83.0,4122716157,140,13.2,,,,,,,,,,7gisthugglsa8l3wah7gw2klx,H. Mansuy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524410517,7,1,1,0,13,drnln5nhp7dqype6j3upkoiqp,0,14.4,87.5,2023-03-25T14:00:55.995Z,2023-03-25T14:01:01Z,4122716229,213,0.3,4122716221,56,Back,4122716231,1,,4122716223,140,45.3,4122716225,141,100.0,4122716227,212,33.7,,,,,,,eafhhlki76tgbbrwgeof4spyi,E. Jézéquel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524410533,3,5,1,0,16,e5hsx8fzufp57tv4oehbz0qht,1,53.4,-1.6,2023-03-25T14:00:59.388Z,2023-03-25T14:02:31Z,4122716277,56,Right,4122716285,233,8,4122716279,347,,,,,,,,,,,,,,,,,41gek0vcr4hcrc5hg6zk4am3u,V. Becho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
