id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/13/value,qualifier/14/value
2499068587,1,34,16,0,0,drnln5nhp7dqype6j3upkoiqp,1,0,0,2023-01-21T12:00:33.754Z,2023-01-21T14:26:04Z,3986850869,194,3h1cw632st7suexo3fo6aremt,3986850865,130,2,3986850873,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3986850871,197,8471,3986850859,30,"3h1cw632st7suexo3fo6aremt, 5d6w6h4s9rfioy07y1rqrmgyy, 24w5egwdnqme3z091t0e71c2y, 85cmw667ykiku1pzcj07jreg9, c6wlz59l4w2pe0o5xj6nbks4q, eafhhlki76tgbbrwgeof4spyi, 2k7qjez21ghq91378ecc585w5, 1eo54huy053pgofiws2n36s16, 5vvgnuyaxp4x7hvzmgkku3pm2, jbxmumw5e6sad0zo1hljqnl5, 7alrgsdv6ycykqgigqizax39x, 3dfjmvoka2j9pw4s7z7vac0r9, 3vpsxb6kzdffwgumf9mfcmms5, 7gisthugglsa8l3wah7gw2klx, 3nahmpoi0glxeu95ip8hx8odm, 7oqvkyby3x041hlfoxo5bkxlg, osvwpq7pwiy2ixjqcpkp3rbo",3986850861,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5",3986850867,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",3986850863,59,"1, 17, 13, 10, 6, 19, 20, 23, 14, 9, 25, 16, 7, 8, 11, 22, 26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499070019,1,34,16,0,0,axvm5zg0mk4bp06wpec9vw27e,1,0,0,2023-01-21T12:07:07.067Z,2023-01-21T12:47:26Z,3986858529,194,7lqdu42zczlrnowx70hu12sb9,3986858519,30,"dfcxvz3flh0w54vhso9xpk1d5, 2iu88022lwj2uxr1hn0og7qax, e5b9w1hq610saxvevecb6zzl5, 7lqdu42zczlrnowx70hu12sb9, 8jc8ndxlodfrhxxao3k1fknbo, eaxf4zra7v3sknq7wrdlk7g0l, 9k4n3testzamjmqoda5g4k3x1, 792nmu21pzzd6eak34jk1qlwq, 3ck9n7pb3d1dc8qcdgkxm5m, 4x3fxr67fofstbqjpkoxra7rp, desenv3bwtw96iiwqb1gnvth, f3thho84or4rhnubxrhit9zhl, dz7lkt8gh069vrkmoflcm0fkl, 3yjqr9srzz3p1xjgdgckqvtre, cc9j8gbv04g55nbv83rgckf84, ujjsxo0eqoad5gi3q52ohogk, 5rk18n26jpnvcmaavaz2uw7x0, jzfnrsd8aixhycspwias4tii",3986858525,130,7,3986858521,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3986858531,197,12664,3986858527,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3986858523,59,"1, 4, 25, 8, 21, 3, 7, 10, 23, 22, 17, 5, 9, 13, 16, 19, 32, 24",3986858533,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499080845,2,32,1,0,0,drnln5nhp7dqype6j3upkoiqp,1,0,0,2023-01-21T12:45:15.282Z,2023-01-21T12:45:15Z,3986915533,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499080853,2,32,1,0,0,axvm5zg0mk4bp06wpec9vw27e,1,0,0,2023-01-21T12:45:15.282Z,2023-01-21T12:45:17Z,3986915563,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499080855,3,1,1,0,0,axvm5zg0mk4bp06wpec9vw27e,1,50.3,49.1,2023-01-21T12:45:15.382Z,2023-01-21T12:53:03Z,3986915567,140,42.6,3986915575,279,S,3986915569,141,49.3,3986915565,56,Back,3986915573,213,3.1,3986915571,212,8.1,,,,,,,3ck9n7pb3d1dc8qcdgkxm5m,J. Hellstrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499080905,4,1,1,0,5,axvm5zg0mk4bp06wpec9vw27e,0,32.1,46.9,2023-01-21T12:45:20.354Z,2023-01-21T12:45:22Z,3986915829,212,43.0,3986915825,140,62.6,3986915831,213,5.6,3986915827,141,4.7,3986915821,155,,3986915823,56,Right,3986915833,1,,,,,4x3fxr67fofstbqjpkoxra7rp,E. Tyryshkina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499080909,3,8,1,0,6,drnln5nhp7dqype6j3upkoiqp,1,36.2,94.8,2023-01-21T12:45:22.187Z,2023-01-21T12:45:22Z,3986915847,56,Back,3986915865,15,,,,,,,,,,,,,,,,,,,,7alrgsdv6ycykqgigqizax39x,M. Léger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499080929,4,5,1,0,8,drnln5nhp7dqype6j3upkoiqp,0,35.5,102,2023-01-21T12:45:24.066Z,2023-01-21T13:06:58Z,3986916177,233,5,3986915945,347,,3986915943,56,Back,,,,,,,,,,,,,,,,7alrgsdv6ycykqgigqizax39x,M. Léger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499080963,5,5,1,0,8,axvm5zg0mk4bp06wpec9vw27e,1,64.5,-2,2023-01-21T12:45:24.066Z,2023-01-21T12:45:32Z,3986916161,233,4,3986916157,56,Right,3986916159,347,,,,,,,,,,,,,,,,,4x3fxr67fofstbqjpkoxra7rp,E. Tyryshkina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499080983,6,1,1,0,16,axvm5zg0mk4bp06wpec9vw27e,0,61.2,0,2023-01-21T12:45:32.113Z,2023-01-21T12:45:35Z,3986916271,140,70.9,3986916277,213,0.7,3986916273,141,11.6,3986916269,56,Right,3986916275,212,13.6,3986916267,107,,,,,,,,desenv3bwtw96iiwqb1gnvth,R. Lavaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499081231,14,1,1,0,20,axvm5zg0mk4bp06wpec9vw27e,0,81.5,8.1,2023-01-21T12:45:35.773Z,2023-01-21T12:49:39Z,3986926955,233,5,3986926753,56,Right,3986926757,141,6.6,3986926761,213,3.7,3986926755,140,79.9,3986926951,236,,3986926759,212,2.0,3986926963,286,,3ck9n7pb3d1dc8qcdgkxm5m,J. Hellstrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499080999,5,74,1,0,20,drnln5nhp7dqype6j3upkoiqp,1,23,94.7,2023-01-21T12:45:35.774Z,2023-01-21T13:05:55Z,3986926797,233,14,3986916367,56,Back,3986916633,285,,,,,,,,,,,,,,,,,7alrgsdv6ycykqgigqizax39x,M. Léger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499081017,6,5,1,0,26,drnln5nhp7dqype6j3upkoiqp,0,27.4,101.6,2023-01-21T12:45:41.864Z,2023-01-21T12:45:43Z,3986916563,233,7,3986916481,347,,3986916479,56,Back,,,,,,,,,,,,,,,,7alrgsdv6ycykqgigqizax39x,M. Léger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499081033,7,5,1,0,26,axvm5zg0mk4bp06wpec9vw27e,1,72.6,-1.6,2023-01-21T12:45:41.864Z,2023-01-21T13:06:58Z,3986916553,56,Right,3986916559,233,6,3986916557,347,,,,,,,,,,,,,,,,,desenv3bwtw96iiwqb1gnvth,R. Lavaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499081059,8,1,1,0,30,axvm5zg0mk4bp06wpec9vw27e,1,70.1,0,2023-01-21T12:45:46.177Z,2023-01-21T12:45:47Z,3986916709,141,16.4,3986916713,213,0.6,3986916711,212,21.0,3986916705,56,Right,3986916707,140,86.2,3986916703,107,,,,,,,,desenv3bwtw96iiwqb1gnvth,R. Lavaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
