id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,assist,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2486900221,9,4,1,0,11,ad9ip2f3tijbv4nqaayyqqkee,1,62.6,68.8,2022-11-20T13:01:03.186Z,2022-11-20T13:01:10Z,3922500099,233,5,3922499899,286,,3922499893,56,Center,3922499897,265,,3922499895,152,,3922499891,13,,,,,,,,c7yhj2xdx8l773wfswykl9hat,R. Bachmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486900263,5,4,1,0,11,114h4h9ekimxmk95iypp478kk,0,37.4,31.2,2022-11-20T13:01:03.187Z,2022-11-20T13:01:10Z,3922500083,285,,3922500111,233,9,3922500075,13,,3922500077,56,Back,3922500079,152,,3922500081,265,,,,,,,,9gugnyggxqnc9fijivw8fvq39,M. Garbino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486900305,10,1,1,0,21,ad9ip2f3tijbv4nqaayyqqkee,1,58.2,73.3,2022-11-20T13:01:13.143Z,2022-11-20T13:01:15Z,3922500325,212,19.1,3922500327,213,3.2,3922500317,152,,3922500315,5,,3922500321,140,40.1,3922500323,141,70.8,3922500319,56,Back,3922500343,189,,c7yhj2xdx8l773wfswykl9hat,R. Bachmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486900335,11,1,1,0,23,ad9ip2f3tijbv4nqaayyqqkee,1,38.4,70.3,2022-11-20T13:01:15.414Z,2022-11-20T13:01:17Z,3922500445,212,17.1,3922500447,213,3.8,3922500441,140,25.7,3922500443,141,54.6,3922500439,56,Back,,,,,,,,,,7eq281s0sa083qvx8tfwp7pat,E. Cascarino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486900355,12,1,1,0,25,ad9ip2f3tijbv4nqaayyqqkee,1,22.3,51,2022-11-20T13:01:17.753Z,2022-11-20T13:10:17Z,3922500565,212,22.4,3922500567,213,5.2,3922500561,140,32.0,3922500559,56,Back,3922500563,141,21.6,,,,,,,,,,77eg5tabeeeyays2pilyq5jo5,S. Bouhaddi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486900397,13,1,1,0,29,ad9ip2f3tijbv4nqaayyqqkee,1,34.7,24.3,2022-11-20T13:01:20.888Z,2022-11-20T13:01:28Z,3922500791,213,6.1,3922500789,212,59.6,3922500783,56,Right,3922500781,155,,3922500787,141,5.8,3922500785,140,90.2,3922500793,1,,,,,7eq281s0sa083qvx8tfwp7pat,E. Cascarino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486900403,14,1,1,0,36,ad9ip2f3tijbv4nqaayyqqkee,0,97.7,23.3,2022-11-20T13:01:28.564Z,2022-11-20T13:01:30Z,3922500827,141,25.9,3922500825,140,97.3,3922500831,213,1.8,3922500873,233,6,3922500829,212,1.8,3922500871,236,,3922500823,56,Center,3922500877,286,,dp5zny5ls8ys3ml75himru4et,K. Diani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486900405,6,74,1,0,36,114h4h9ekimxmk95iypp478kk,1,13.9,53,2022-11-20T13:01:28.565Z,2022-11-20T13:03:57Z,3922500835,285,,3922500907,233,14,3922500833,56,Back,,,,,,,,,,,,,,,,b0badx1gx15s9wo6ly8z1rl61,A. Lardez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486900423,15,1,1,0,39,ad9ip2f3tijbv4nqaayyqqkee,0,93.1,25,2022-11-20T13:01:31.445Z,2022-11-20T13:01:31Z,3922500943,141,31.0,3922500939,56,Center,3922500945,212,4.1,3922500947,213,1.7,3922500941,140,92.5,,,,,,,,,,eihksc6tdooqw7ref4nt520a,O. Jean-François,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486900599,7,12,1,0,41,114h4h9ekimxmk95iypp478kk,1,12.4,55.1,2022-11-20T13:01:33.193Z,2022-11-20T13:01:55Z,3922501917,141,85.1,3922501921,213,0.8,3922501915,140,33.2,3922501919,212,29.9,3922501913,56,Back,,,,,,,,,,elbn5tbmbvbk8x7oxl2maia6s,M. Haelewyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486900473,16,1,1,0,44,ad9ip2f3tijbv4nqaayyqqkee,1,71.9,11.1,2022-11-20T13:01:35.987Z,2022-11-20T13:01:39Z,3922501241,141,26.4,3922501245,213,1.9,3922501237,56,Center,3922501243,212,11.0,3922501239,140,68.5,,,,,,,,,,ehmzgi988h8g6rgekp3qivkr9,A. Lawrence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486900493,17,1,1,0,47,ad9ip2f3tijbv4nqaayyqqkee,1,67.8,31.2,2022-11-20T13:01:39.506Z,2022-11-20T13:01:59Z,3922501337,213,1.8,3922501335,212,13.6,3922501331,140,64.3,3922501329,56,Center,3922501333,141,50.4,,,,,,,,,,1j5u2majmm2vnsgxscl9kjzyt,G. Geyoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486900507,18,1,1,0,49,ad9ip2f3tijbv4nqaayyqqkee,1,63,53.6,2022-11-20T13:01:41.677Z,2022-11-20T13:02:02Z,3922501399,141,66.6,3922501403,213,1.3,3922501397,140,65.0,3922501395,56,Center,3922501401,212,9.1,,,,,,,,,,eihksc6tdooqw7ref4nt520a,O. Jean-François,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486900541,19,1,1,0,51,ad9ip2f3tijbv4nqaayyqqkee,1,62.9,72.4,2022-11-20T13:01:43.494Z,2022-11-20T13:01:48Z,3922501593,213,4.5,3922501585,140,60.7,3922501583,56,Center,3922501589,141,59.4,3922501591,212,9.1,,,,,,,,,,7add1fkvvxb1v573fobgh1ryt,S. Karchaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486900549,20,1,1,0,56,ad9ip2f3tijbv4nqaayyqqkee,1,57,51,2022-11-20T13:01:48.361Z,2022-11-20T13:01:49Z,3922501629,56,Center,3922501633,141,31.2,3922501631,140,50.1,3922501635,212,15.3,3922501637,213,4.2,,,,,,,,,,eihksc6tdooqw7ref4nt520a,O. Jean-François,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486900561,21,1,1,0,57,ad9ip2f3tijbv4nqaayyqqkee,1,49.3,27.9,2022-11-20T13:01:49.369Z,2022-11-20T13:01:51Z,3922501717,141,23.7,3922501721,213,6.0,3922501715,140,58.6,3922501719,212,10.2,3922501713,56,Center,,,,,,,,,,dz2s92nqmnrw691jia8e6phw5,A. Ilestedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486900567,22,1,1,0,59,ad9ip2f3tijbv4nqaayyqqkee,1,64.6,23.9,2022-11-20T13:01:51.220Z,2022-11-20T13:01:52Z,3922501745,56,Center,3922501747,140,55.1,3922501753,213,3.0,3922501749,141,25.5,3922501751,212,10.0,,,,,,,,,,1j5u2majmm2vnsgxscl9kjzyt,G. Geyoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486900593,23,1,1,1,0,ad9ip2f3tijbv4nqaayyqqkee,1,54.4,26.1,2022-11-20T13:01:52.061Z,2022-11-20T13:01:55Z,3922501891,212,5.3,3922501889,141,31.0,3922501893,213,0.7,3922501887,140,58.3,3922501885,56,Center,,,,,,,,,,dz2s92nqmnrw691jia8e6phw5,A. Ilestedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486900595,24,4,1,1,2,ad9ip2f3tijbv4nqaayyqqkee,1,61.6,26.1,2022-11-20T13:01:53.927Z,2022-11-20T13:01:56Z,3922501897,13,,3922501903,265,,3922501963,233,8,3922501899,56,Center,3922501901,152,,3922501905,286,,,,,,,,eihksc6tdooqw7ref4nt520a,O. Jean-François,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486900601,8,4,1,1,2,114h4h9ekimxmk95iypp478kk,0,38.4,73.9,2022-11-20T13:01:53.928Z,2022-11-20T13:01:56Z,3922501967,233,24,3922501929,265,,3922501923,13,,3922501925,56,Back,3922501927,152,,3922501931,285,,,,,,,,bc1b4tkrsx8xsdqtoj198tg16,Amanda Gutierres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486900707,25,1,1,1,16,ad9ip2f3tijbv4nqaayyqqkee,1,55.5,24,2022-11-20T13:02:08.231Z,2022-11-20T13:02:11Z,3922502557,56,Right,3922502555,152,,3922502561,141,12.8,3922502565,213,5.6,3922502563,212,12.6,3922502559,140,65.0,3922502553,5,,,,,eihksc6tdooqw7ref4nt520a,O. Jean-François,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486900713,26,1,1,1,19,ad9ip2f3tijbv4nqaayyqqkee,1,65.6,15.2,2022-11-20T13:02:11.269Z,2022-11-20T13:02:12Z,3922502607,213,2.0,3922502605,212,15.9,3922502601,140,59.2,3922502603,141,36.4,3922502599,56,Center,,,,,,,,,,ehmzgi988h8g6rgekp3qivkr9,A. Lawrence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486900739,27,1,1,1,20,ad9ip2f3tijbv4nqaayyqqkee,1,58.4,38.5,2022-11-20T13:02:12.310Z,2022-11-20T13:02:15Z,3922502737,212,17.0,3922502735,141,62.7,3922502731,56,Center,3922502739,213,1.3,3922502733,140,62.6,,,,,,,,,,eihksc6tdooqw7ref4nt520a,O. Jean-François,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486900747,28,1,1,1,23,ad9ip2f3tijbv4nqaayyqqkee,1,60.4,65.8,2022-11-20T13:02:14.949Z,2022-11-20T13:02:15Z,3922502773,56,Center,3922502779,212,7.4,3922502775,140,67.4,3922502777,141,64.5,3922502781,213,6.2,,,,,,,,,,dl1znxod6ohbi1zwq4iiu4qfp,J. Groenen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486900757,29,1,1,1,23,ad9ip2f3tijbv4nqaayyqqkee,1,67,66.6,2022-11-20T13:02:15.736Z,2022-11-20T13:02:16Z,3922502823,212,7.1,3922502819,140,60.8,3922502825,213,2.7,3922502821,141,70.9,3922502817,56,Center,,,,,,,,,,c7yhj2xdx8l773wfswykl9hat,R. Bachmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486900771,30,1,1,1,24,ad9ip2f3tijbv4nqaayyqqkee,1,59.5,70.8,2022-11-20T13:02:16.622Z,2022-11-20T13:02:18Z,3922502883,141,67.6,3922502879,56,Back,3922502881,140,42.2,3922502887,213,3.3,3922502885,212,18.3,,,,,,,,,,dl1znxod6ohbi1zwq4iiu4qfp,J. Groenen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486900789,31,1,1,1,26,ad9ip2f3tijbv4nqaayyqqkee,1,43,68.5,2022-11-20T13:02:18.572Z,2022-11-20T13:02:21Z,3922502985,56,Center,3922502987,140,53.6,3922502993,213,5.6,3922502989,141,54.5,3922502991,212,14.6,,,,,,,,,,7eq281s0sa083qvx8tfwp7pat,E. Cascarino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486900815,32,1,1,1,29,ad9ip2f3tijbv4nqaayyqqkee,1,53.8,55.5,2022-11-20T13:02:21.424Z,2022-11-20T13:02:25Z,3922503123,141,39.4,3922503121,140,45.5,3922503127,213,4.0,3922503119,56,Back,3922503125,212,14.0,,,,,,,,,,eihksc6tdooqw7ref4nt520a,O. Jean-François,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486900849,33,1,1,1,33,ad9ip2f3tijbv4nqaayyqqkee,1,50.1,40,2022-11-20T13:02:25.648Z,2022-11-20T13:02:30Z,3922503311,213,6.0,3922503303,56,Center,3922503309,212,12.4,3922503307,141,35.7,3922503305,140,61.6,,,,,,,,,,dz2s92nqmnrw691jia8e6phw5,A. Ilestedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486900869,34,1,1,1,38,ad9ip2f3tijbv4nqaayyqqkee,1,61.1,35.5,2022-11-20T13:02:29.954Z,2022-11-20T13:02:32Z,3922503425,212,17.1,3922503419,56,Back,3922503427,213,3.1,3922503421,140,44.8,3922503423,141,35.4,,,,,,,,,,1j5u2majmm2vnsgxscl9kjzyt,G. Geyoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486900903,35,1,1,1,40,ad9ip2f3tijbv4nqaayyqqkee,1,44.1,34,2022-11-20T13:02:32.130Z,2022-11-20T13:02:37Z,3922503621,141,64.2,3922503617,56,Back,3922503625,213,1.5,3922503623,212,20.6,3922503619,140,46.0,,,,,,,,,,dz2s92nqmnrw691jia8e6phw5,A. Ilestedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486900911,36,1,1,1,45,ad9ip2f3tijbv4nqaayyqqkee,1,46.2,68.4,2022-11-20T13:02:37.496Z,2022-11-20T13:02:39Z,3922503671,212,24.7,3922503669,141,74.8,3922503673,213,0.2,3922503667,140,69.4,3922503665,56,Center,,,,,,,,,,7eq281s0sa083qvx8tfwp7pat,E. Cascarino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486900917,37,1,1,1,47,ad9ip2f3tijbv4nqaayyqqkee,1,71,75.4,2022-11-20T13:02:38.928Z,2022-11-20T13:02:39Z,3922503691,56,Left,3922503699,213,2.5,3922503697,212,10.6,3922503695,141,85.0,3922503693,140,63.1,,,,,,,,,,c7yhj2xdx8l773wfswykl9hat,R. Bachmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486900933,38,1,1,1,47,ad9ip2f3tijbv4nqaayyqqkee,1,61.7,86.8,2022-11-20T13:02:39.645Z,2022-11-20T13:02:40Z,3922503763,140,61.0,3922503765,141,76.4,3922503767,212,7.1,3922503769,213,4.6,3922503761,56,Center,,,,,,,,,,7add1fkvvxb1v573fobgh1ryt,S. Karchaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486900961,39,1,1,1,48,ad9ip2f3tijbv4nqaayyqqkee,1,60.1,77.8,2022-11-20T13:02:40.532Z,2022-11-20T13:02:44Z,3922503909,213,6.1,3922503901,56,Center,3922503905,141,75.0,3922503907,212,8.7,3922503903,140,68.2,,,,,,,,,,dl1znxod6ohbi1zwq4iiu4qfp,J. Groenen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486901011,40,1,1,1,52,ad9ip2f3tijbv4nqaayyqqkee,1,67.6,84.7,2022-11-20T13:02:44.316Z,2022-11-20T13:02:48Z,3922504187,56,Left,3922504193,212,17.7,3922504189,140,84.4,3922504191,141,86.0,3922504195,213,0.1,,,,,,,,,,c7yhj2xdx8l773wfswykl9hat,R. Bachmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486901029,41,1,1,1,56,ad9ip2f3tijbv4nqaayyqqkee,1,78.4,76.1,2022-11-20T13:02:48.706Z,2022-11-20T13:02:51Z,3922504313,56,Center,3922504319,212,16.0,3922504321,213,4.9,3922504315,140,80.6,3922504317,141,52.8,,,,,,,,,,7add1fkvvxb1v573fobgh1ryt,S. Karchaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486901041,42,2,1,1,59,ad9ip2f3tijbv4nqaayyqqkee,1,80.1,49.5,2022-11-20T13:02:51.663Z,2022-11-20T13:10:50Z,3922504395,141,69.9,3922504391,56,Center,3922504393,140,94.6,3922504679,7,1j5u2majmm2vnsgxscl9kjzyt,,,,,,,,,,,,,dm9vc2mqtbb982sx6kkd992ax,S. Baltimore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486901139,9,55,1,1,59,114h4h9ekimxmk95iypp478kk,1,9,52.1,2022-11-20T13:02:51.664Z,2022-11-20T13:03:57Z,,,,,,,,,,,,,,,,,,,,,,,,,ae68tqogc2yplitpd1yixky22,J. Karličić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486901311,10,1,1,2,29,114h4h9ekimxmk95iypp478kk,0,8.2,43.4,2022-11-20T13:03:21.073Z,2022-11-20T13:03:22Z,3922505763,56,Back,3922505759,157,,3922505769,212,19.5,3922505773,1,,3922505757,5,,3922505771,213,6.2,3922505761,241,,3922505765,140,26.7,alr6k5xokhqe1xi6a5kdyj7x1,M. Chavas,3922505767,141,41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486901329,43,61,1,2,32,ad9ip2f3tijbv4nqaayyqqkee,1,71.5,52.4,2022-11-20T13:03:23.999Z,2022-11-20T13:03:24Z,3922505851,56,Center,,,,,,,,,,,,,,,,,,,,,,dp5zny5ls8ys3ml75himru4et,K. Diani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486901333,11,61,1,2,33,114h4h9ekimxmk95iypp478kk,1,26.4,42.1,2022-11-20T13:03:25.193Z,2022-11-20T13:03:25Z,3922505869,56,Back,,,,,,,,,,,,,,,,,,,,,,elbn5tbmbvbk8x7oxl2maia6s,M. Haelewyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486901387,12,43,1,2,43,114h4h9ekimxmk95iypp478kk,1,0,0,2022-11-20T13:03:35.042Z,2022-11-20T13:03:50Z,3922506875,144,50,3922506203,285,0,3922506201,56,Back,,,,,,,,,,,,,,,,9gugnyggxqnc9fijivw8fvq39,M. Garbino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486901437,44,43,1,2,43,ad9ip2f3tijbv4nqaayyqqkee,1,0,0,2022-11-20T13:03:35.043Z,2022-11-20T13:03:42Z,3922506517,233,12,3922506565,144,7,3922506471,56,Left,3922506475,286,0,,,,,,,,,,,,,c7yhj2xdx8l773wfswykl9hat,R. Bachmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486901493,13,4,1,2,48,114h4h9ekimxmk95iypp478kk,1,8,3.4,2022-11-20T13:03:40.237Z,2022-11-20T13:03:56Z,3922506775,265,,3922507137,233,45,3922506777,285,,3922506771,56,Back,3922506769,13,,3922506773,152,,,,,,,,9gugnyggxqnc9fijivw8fvq39,M. Garbino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486901441,45,4,1,2,48,ad9ip2f3tijbv4nqaayyqqkee,0,92,96.6,2022-11-20T13:03:40.238Z,2022-11-20T13:03:57Z,3922506483,152,,3922507147,233,13,3922506479,13,,3922506481,56,Left,3922506485,265,,3922506487,286,,,,,,,,c7yhj2xdx8l773wfswykl9hat,R. Bachmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486901817,14,1,1,3,30,114h4h9ekimxmk95iypp478kk,0,7.3,2,2022-11-20T13:04:22.113Z,2022-11-20T13:07:14Z,3922508477,1,,3922508475,213,0.2,3922508471,141,13.5,3922508461,5,,3922508467,56,Right,3922508465,152,,3922508463,157,,3922508473,212,46.1,elbn5tbmbvbk8x7oxl2maia6s,M. Haelewyn,3922508469,140,50.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
