id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,assist
2503633947,7,1,1,0,26,bdfjkux9o0vtsdig5zsbhtysq,1,89.3,0,2023-02-04T12:47:00.965Z,2023-02-04T12:47:02Z,4010766703,56,Right,4010766711,213,1.4,4010766707,141,12.2,4010766705,140,90.4,4010766709,212,9.3,4010766701,107,,,,,,,,dx5okwmzef2p09vgp02i1ucph,J. Soyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503633971,8,1,1,0,28,bdfjkux9o0vtsdig5zsbhtysq,1,90.4,12.2,2023-02-04T12:47:02.854Z,2023-02-04T12:47:05Z,4010766859,140,89.0,4010766863,212,5.0,4010766861,141,5.2,4010766865,213,4.4,4010766857,56,Right,,,,,,,,,,1ck8f8510t6ei80haqe2vqbpx,G. Thiney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503633979,5,45,1,0,30,axvm5zg0mk4bp06wpec9vw27e,0,8.9,95.4,2023-02-04T12:47:05.078Z,2023-02-04T12:47:08Z,4010766913,285,,4010767209,233,9,4010766911,56,Back,,,,,,,,,,,,,,,,3ck9n7pb3d1dc8qcdgkxm5m,J. Hellstrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503634017,9,3,1,0,30,bdfjkux9o0vtsdig5zsbhtysq,1,91.1,4.6,2023-02-04T12:47:05.078Z,2023-02-04T12:47:08Z,4010767143,233,5,4010767099,286,,4010767097,56,Right,,,,,,,,,,,,,,,,dx5okwmzef2p09vgp02i1ucph,J. Soyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503634043,10,1,1,0,32,bdfjkux9o0vtsdig5zsbhtysq,0,83.8,5.6,2023-02-04T12:47:07.494Z,2023-02-04T12:47:08Z,4010767215,140,86.4,4010767221,212,7.3,4010767217,141,15.5,4010767227,213,1.2,4010767213,56,Right,,,,,,,,,,dx5okwmzef2p09vgp02i1ucph,J. Soyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503634039,6,8,1,0,33,axvm5zg0mk4bp06wpec9vw27e,1,11.2,83.2,2023-02-04T12:47:08.369Z,2023-02-04T12:47:22Z,4010767211,56,Back,,,,,,,,,,,,,,,,,,,,,,eko9p1p9gjg7gxjla6chb6i95,H. Fercocq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503634077,7,49,1,0,35,axvm5zg0mk4bp06wpec9vw27e,1,8.4,54.6,2023-02-04T12:47:09.898Z,2023-02-04T12:47:10Z,,,,,,,,,,,,,,,,,,,,,,,,,f3thho84or4rhnubxrhit9zhl,M. Grec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503634093,8,1,1,0,35,axvm5zg0mk4bp06wpec9vw27e,0,8.4,54.6,2023-02-04T12:47:10.140Z,2023-02-04T12:47:10Z,4010767421,157,,4010767427,140,31.1,4010767439,213,0.7,4010767431,141,86.6,4010767435,212,32.3,4010767441,1,,4010767423,56,Back,,,,f3thho84or4rhnubxrhit9zhl,M. Grec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503634105,11,49,1,0,36,bdfjkux9o0vtsdig5zsbhtysq,1,73.5,11.4,2023-02-04T12:47:11.309Z,2023-02-04T12:47:11Z,,,,,,,,,,,,,,,,,,,,,,,,,dx5okwmzef2p09vgp02i1ucph,J. Soyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503634181,12,1,1,0,37,bdfjkux9o0vtsdig5zsbhtysq,1,73.2,11.4,2023-02-04T12:47:11.616Z,2023-02-04T12:47:16Z,4010767833,141,21.2,4010767829,56,Center,4010767837,213,2.2,4010767831,140,68.8,4010767835,212,8.1,,,,,,,,,,dx5okwmzef2p09vgp02i1ucph,J. Soyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503634193,13,1,1,0,41,bdfjkux9o0vtsdig5zsbhtysq,1,69.6,23.7,2023-02-04T12:47:16.337Z,2023-02-04T12:48:41Z,4010767907,141,15.6,4010767901,56,Back,4010767909,212,25.9,4010767903,140,45.5,4010767911,213,3.4,,,,,,,,,,7l931hwm1tajvf6r717biyw2d,S. Vaysse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503634239,14,1,1,0,45,bdfjkux9o0vtsdig5zsbhtysq,1,51.2,20.9,2023-02-04T12:47:19.816Z,2023-02-04T12:47:20Z,4010768157,56,Back,4010768161,140,46.9,4010768169,213,1.9,4010768165,141,42.7,4010768167,212,15.5,,,,,,,,,,8iblvy7aw7kdghvke6s5gisid,A. Butel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503634255,15,1,1,0,46,bdfjkux9o0vtsdig5zsbhtysq,1,46.9,42.7,2023-02-04T12:47:20.838Z,2023-02-04T12:47:22Z,4010768259,140,43.1,4010768263,212,17.5,4010768257,56,Back,4010768261,141,17.6,4010768265,213,4.5,,,,,,,,,,1mhjq24kq1fapaoib7lzb6b4l,T. Greboval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503634327,16,1,1,0,47,bdfjkux9o0vtsdig5zsbhtysq,1,43.1,17.6,2023-02-04T12:47:22.007Z,2023-02-04T12:47:27Z,4010768633,141,36.1,4010768629,56,Back,4010768637,213,1.8,4010768635,212,12.9,4010768631,140,40.4,,,,,,,,,,8iblvy7aw7kdghvke6s5gisid,A. Butel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503634413,17,1,1,0,52,bdfjkux9o0vtsdig5zsbhtysq,1,45.1,50.3,2023-02-04T12:47:27.550Z,2023-02-04T12:47:33Z,4010769077,212,27.2,4010769071,141,85.6,4010769081,213,1.1,4010769059,56,Left,4010769063,140,57.2,,,,,,,,,,1mhjq24kq1fapaoib7lzb6b4l,T. Greboval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503634469,18,1,1,0,58,bdfjkux9o0vtsdig5zsbhtysq,1,66.5,80.2,2023-02-04T12:47:33.078Z,2023-02-04T12:47:37Z,4010769355,141,84.8,4010769359,213,0.2,4010769351,56,Left,4010769357,212,16.8,4010769353,140,82.2,,,,,,,,,,ehchjemv9fwcnwomosua92qqd,E. Aigbogun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503634477,9,45,1,1,2,axvm5zg0mk4bp06wpec9vw27e,0,9.9,13,2023-02-04T12:47:36.950Z,2023-02-04T12:47:39Z,4010769393,285,,4010769477,233,19,4010769391,56,Back,,,,,,,,,,,,,,,,2iu88022lwj2uxr1hn0og7qax,L. Goetsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503634491,19,3,1,1,2,bdfjkux9o0vtsdig5zsbhtysq,1,90.1,87,2023-02-04T12:47:36.950Z,2023-02-04T12:47:39Z,4010769451,56,Left,4010769453,286,,4010769465,233,9,,,,,,,,,,,,,,,,cg4yqx0lth6d27oxlgwcuvdn9,L. Fleury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503634501,20,1,1,1,4,bdfjkux9o0vtsdig5zsbhtysq,0,86.6,82.6,2023-02-04T12:47:38.805Z,2023-02-04T12:47:40Z,4010769497,213,4.9,4010769493,141,61.8,4010769491,140,89.3,4010769495,212,14.4,4010769489,56,Center,,,,,,,,,,cg4yqx0lth6d27oxlgwcuvdn9,L. Fleury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503634513,10,1,1,1,5,axvm5zg0mk4bp06wpec9vw27e,0,8.3,33.7,2023-02-04T12:47:40.171Z,2023-02-04T12:47:40Z,4010769567,157,,4010769575,212,30.1,4010769579,1,,4010769571,140,36.7,4010769569,56,Back,4010769577,213,6.1,4010769573,141,27.3,,,,f3thho84or4rhnubxrhit9zhl,M. Grec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503638837,84,44,1,1,7,bdfjkux9o0vtsdig5zsbhtysq,1,58.5,79.4,2023-02-04T12:47:41.614Z,2023-02-04T12:54:05Z,4010793855,56,Left,4010793857,286,,4010796623,233,53,,,,,,,,,,,,,,,,1mhjq24kq1fapaoib7lzb6b4l,T. Greboval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503638915,53,44,1,1,7,axvm5zg0mk4bp06wpec9vw27e,0,41.5,20.6,2023-02-04T12:47:41.615Z,2023-02-04T12:54:09Z,4010796643,233,84,4010796583,56,Back,4010796585,285,,,,,,,,,,,,,,,,,792nmu21pzzd6eak34jk1qlwq,M. Roth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503634565,21,1,1,1,7,bdfjkux9o0vtsdig5zsbhtysq,1,61.5,69.4,2023-02-04T12:47:41.942Z,2023-02-04T12:47:45Z,4010769891,213,0.9,4010769881,3,,4010769889,212,14.2,4010769885,140,69.8,4010769883,56,Left,4010769887,141,85.9,,,,,,,1mhjq24kq1fapaoib7lzb6b4l,T. Greboval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503634609,22,61,1,1,10,bdfjkux9o0vtsdig5zsbhtysq,0,69.5,86,2023-02-04T12:47:45.357Z,2023-02-04T12:55:39Z,4010770137,56,Left,,,,,,,,,,,,,,,,,,,,,,ehchjemv9fwcnwomosua92qqd,E. Aigbogun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503640361,73,1,1,1,13,axvm5zg0mk4bp06wpec9vw27e,1,27.2,18.2,2023-02-04T12:47:48.008Z,2023-02-04T12:56:11Z,4010804375,213,0.3,4010804371,141,25.4,4010804367,56,Back,4010804373,212,15.0,4010804369,140,40.7,,,,,,,,,,9k4n3testzamjmqoda5g4k3x1,María Díaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503634619,23,4,1,1,13,bdfjkux9o0vtsdig5zsbhtysq,1,56,72.7,2023-02-04T12:47:48.416Z,2023-02-04T12:47:53Z,4010770173,152,,4010770419,233,11,4010770177,286,,4010770169,13,,4010770175,265,,4010770171,56,Center,,,,,,,1mhjq24kq1fapaoib7lzb6b4l,T. Greboval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503634655,11,4,1,1,13,axvm5zg0mk4bp06wpec9vw27e,0,44,27.3,2023-02-04T12:47:48.417Z,2023-02-04T12:47:53Z,4010770375,56,Back,4010770381,285,,4010770379,265,,4010770377,152,,4010770425,233,23,4010770373,13,,,,,,,,792nmu21pzzd6eak34jk1qlwq,M. Roth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503634887,24,1,1,1,35,bdfjkux9o0vtsdig5zsbhtysq,1,60.2,73.3,2023-02-04T12:48:09.767Z,2023-02-04T12:48:11Z,4010771627,141,62.9,4010771633,213,5.1,4010771625,140,63.1,4010771621,152,,4010771623,56,Center,4010771631,212,7.7,4010771619,5,,,,,1mhjq24kq1fapaoib7lzb6b4l,T. Greboval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503634899,25,1,1,1,36,bdfjkux9o0vtsdig5zsbhtysq,1,63.1,62.9,2023-02-04T12:48:11.374Z,2023-02-04T12:48:12Z,4010771693,56,Center,4010771695,140,53.3,4010771699,212,12.1,4010771701,213,2.6,4010771697,141,72.4,4010771727,156,,,,,,,,7d4y77nkrn4w4dht1c4vr28yx,D. Corboz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503634961,26,1,1,1,40,bdfjkux9o0vtsdig5zsbhtysq,1,46.1,76.1,2023-02-04T12:48:14.897Z,2023-02-04T12:48:17Z,4010772069,140,27.7,4010772073,212,24.7,4010772075,213,3.8,4010772071,141,53.4,4010772067,56,Back,,,,,,,,,,1mhjq24kq1fapaoib7lzb6b4l,T. Greboval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503634985,27,1,1,1,42,bdfjkux9o0vtsdig5zsbhtysq,1,31.3,41.2,2023-02-04T12:48:16.910Z,2023-02-04T12:48:18Z,4010772227,213,4.9,4010772225,212,11.7,4010772221,140,33.6,4010772223,141,24.4,4010772219,56,Back,,,,,,,,,,2f1e295qn6s9l5d6v1degrizt,C. Nnadozie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503635089,28,1,1,1,46,bdfjkux9o0vtsdig5zsbhtysq,1,36.5,30.3,2023-02-04T12:48:21.216Z,2023-02-04T12:48:23Z,4010772833,141,52.1,4010772829,56,Back,4010772837,213,1.7,4010772835,212,14.9,4010772831,140,35.0,,,,,,,,,,8iblvy7aw7kdghvke6s5gisid,A. Butel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503635137,29,1,1,1,49,bdfjkux9o0vtsdig5zsbhtysq,1,35.1,58.1,2023-02-04T12:48:23.829Z,2023-02-04T12:48:28Z,4010773073,140,71.3,4010773077,212,38.1,4010773069,155,,4010773075,141,55.2,4010773081,1,,4010773079,213,6.2,4010773071,56,Center,,,,1mhjq24kq1fapaoib7lzb6b4l,T. Greboval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503635185,30,1,1,1,53,bdfjkux9o0vtsdig5zsbhtysq,1,70.7,54.8,2023-02-04T12:48:27.977Z,2023-02-04T12:48:31Z,4010773337,141,92.1,4010773327,56,Left,4010773349,213,1.3,4010773343,212,26.2,4010773325,155,,4010773331,140,77.1,,,,,,,2n3sv3vt7ano86i5j9j3f8a95,M. Bourdieu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503635221,31,1,1,1,56,bdfjkux9o0vtsdig5zsbhtysq,1,78.6,97.5,2023-02-04T12:48:31.517Z,2023-02-04T12:48:34Z,4010773563,141,92.4,4010773561,140,69.5,4010773565,212,10.2,4010773567,213,3.5,4010773559,56,Left,,,,,,,,,,ehchjemv9fwcnwomosua92qqd,E. Aigbogun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503635259,32,1,1,1,59,bdfjkux9o0vtsdig5zsbhtysq,0,77.7,88.9,2023-02-04T12:48:34.416Z,2023-02-04T12:48:36Z,4010773737,2,,4010773749,212,24.4,4010773741,56,Center,4010773745,140,85.7,4010773739,155,,4010773751,213,5.1,4010773747,141,55.2,,,,cg4yqx0lth6d27oxlgwcuvdn9,L. Fleury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503635265,12,12,1,2,2,axvm5zg0mk4bp06wpec9vw27e,1,13.1,46,2023-02-04T12:48:36.714Z,2023-02-04T12:57:05Z,4010808309,141,22.7,4010808311,212,18.9,4010808307,140,22.9,4010773775,56,Back,4010808313,213,5.3,,,,,,,,,,eko9p1p9gjg7gxjla6chb6i95,H. Fercocq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503635279,13,49,1,2,3,axvm5zg0mk4bp06wpec9vw27e,1,21.9,31.5,2023-02-04T12:48:37.834Z,2023-02-04T12:48:37Z,,,,,,,,,,,,,,,,,,,,,,,,,desenv3bwtw96iiwqb1gnvth,R. Lavaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503635317,14,1,1,2,5,axvm5zg0mk4bp06wpec9vw27e,0,19.8,32.2,2023-02-04T12:48:39.658Z,2023-02-04T12:48:40Z,4010774015,213,0.6,4010774009,140,27.8,4010774011,141,40.9,4010774007,56,Back,4010774013,212,10.3,,,,,,,,,,desenv3bwtw96iiwqb1gnvth,R. Lavaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503635389,33,49,1,2,9,bdfjkux9o0vtsdig5zsbhtysq,1,64.7,59.1,2023-02-04T12:48:44.100Z,2023-02-04T12:51:45Z,,,,,,,,,,,,,,,,,,,,,,,,,7l931hwm1tajvf6r717biyw2d,S. Vaysse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503635439,34,1,1,2,10,bdfjkux9o0vtsdig5zsbhtysq,1,64.7,59.1,2023-02-04T12:48:45.318Z,2023-02-04T12:48:46Z,4010774639,56,Center,4010774653,212,14.8,4010774649,141,75.4,4010774645,140,55.4,4010774657,213,2.3,,,,,,,,,,7l931hwm1tajvf6r717biyw2d,S. Vaysse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503635485,35,1,1,2,12,bdfjkux9o0vtsdig5zsbhtysq,1,54.5,73.2,2023-02-04T12:48:46.622Z,2023-02-04T12:48:49Z,4010774859,140,49.6,4010774867,213,4.5,4010774857,56,Back,4010774865,212,22.7,4010774863,141,40.7,,,,,,,,,,1mhjq24kq1fapaoib7lzb6b4l,T. Greboval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503635539,36,1,1,2,14,bdfjkux9o0vtsdig5zsbhtysq,1,53.5,32.7,2023-02-04T12:48:49.166Z,2023-02-04T12:48:52Z,4010775071,141,7.9,4010775075,213,5.0,4010775067,56,Right,4010775069,140,58.8,4010775073,212,17.8,,,,,,,,,,8iblvy7aw7kdghvke6s5gisid,A. Butel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503635567,37,1,1,2,17,bdfjkux9o0vtsdig5zsbhtysq,0,59,7.3,2023-02-04T12:48:52.182Z,2023-02-04T12:48:54Z,4010775211,140,76.8,4010775209,56,Right,4010775221,213,0.3,4010775217,212,19.6,4010775207,155,,4010775213,141,15.8,,,,,,,dx5okwmzef2p09vgp02i1ucph,J. Soyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503635589,15,61,1,2,21,axvm5zg0mk4bp06wpec9vw27e,0,20.4,75.7,2023-02-04T12:48:55.834Z,2023-02-04T12:48:55Z,4010775353,56,Back,,,,,,,,,,,,,,,,,,,,,,8jc8ndxlodfrhxxao3k1fknbo,K. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503635599,38,8,1,2,22,bdfjkux9o0vtsdig5zsbhtysq,1,65.9,21.2,2023-02-04T12:48:56.694Z,2023-02-04T12:48:56Z,4010775403,56,Center,,,,,,,,,,,,,,,,,,,,,,7l931hwm1tajvf6r717biyw2d,S. Vaysse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503635637,39,49,1,2,24,bdfjkux9o0vtsdig5zsbhtysq,1,67.3,9.7,2023-02-04T12:48:59.254Z,2023-02-04T12:48:59Z,,,,,,,,,,,,,,,,,,,,,,,,,3uxijnhp1ibbqm6e4lfivq8k5,C. Matéo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503635659,40,1,1,2,24,bdfjkux9o0vtsdig5zsbhtysq,1,67.3,9.7,2023-02-04T12:48:59.357Z,2023-02-04T12:49:00Z,4010775777,212,10.6,4010775775,141,17.0,4010775779,213,2.7,4010775771,56,Right,4010775773,140,58.4,,,,,,,,,,3uxijnhp1ibbqm6e4lfivq8k5,C. Matéo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
