id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,keyPass,qualifier/8/value,qualifier/11/value,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value
2497102819,1,34,16,0,0,114h4h9ekimxmk95iypp478kk,1,0,0,2023-01-14T11:59:46.674Z,2023-01-14T12:44:38Z,3976453845,194,b0badx1gx15s9wo6ly8z1rl61,3976453849,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3976453847,197,8449,3976453835,30,"alr6k5xokhqe1xi6a5kdyj7x1, b0badx1gx15s9wo6ly8z1rl61, bgywqsemj5lsfro2hc77q532t, 9gugnyggxqnc9fijivw8fvq39, elbn5tbmbvbk8x7oxl2maia6s, 5mcszf3yuxwxcggl8ds2v1a7d, 80dr0hzhre13aaavd0r4udpl, 84qomd74wlfrd9lpost35p4wk, en70ces933pdy4dbgq0lgjhsl, 4y78x1atris45m06oqr7axbzd, 9mo419gtk6dy5lhcvatcllkyy, 3semwmw78lk7vz6ieaxy486w9, dq9w87alliunnaoezwtvn9hp1, 1ekzotehyunn1wrvfrwckrr4k, aqmo5o52e5mhbbzgdquivsm50, 38jzj5l4s56u8pbiutq2qa7f8, cz9o6yad9c8s2potdvqau5slw, 25ji5fjrro34qq0xwvmm4h2vp",3976453839,59,"1, 23, 17, 10, 5, 3, 6, 14, 9, 12, 29, 4, 7, 13, 15, 25, 26, 30",3976453837,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3976453843,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3976453841,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497103725,1,34,16,0,0,axvm5zg0mk4bp06wpec9vw27e,1,0,0,2023-01-14T12:02:15.004Z,2023-01-14T12:48:46Z,3976458755,30,"dfcxvz3flh0w54vhso9xpk1d5, jzfnrsd8aixhycspwias4tii, e5b9w1hq610saxvevecb6zzl5, 7lqdu42zczlrnowx70hu12sb9, f3thho84or4rhnubxrhit9zhl, eaxf4zra7v3sknq7wrdlk7g0l, desenv3bwtw96iiwqb1gnvth, epgsg9k2x61xgkksj1kzdum6t, 3ck9n7pb3d1dc8qcdgkxm5m, 792nmu21pzzd6eak34jk1qlwq, 9k4n3testzamjmqoda5g4k3x1, 2iu88022lwj2uxr1hn0og7qax, dz7lkt8gh069vrkmoflcm0fkl, 7ouo3qztrs5lytmtji95oesph, 3yjqr9srzz3p1xjgdgckqvtre, cc9j8gbv04g55nbv83rgckf84, 4x3fxr67fofstbqjpkoxra7rp, 5rk18n26jpnvcmaavaz2uw7x0",3976458765,194,7lqdu42zczlrnowx70hu12sb9,3976458757,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3976458759,59,"1, 24, 25, 8, 5, 3, 17, 14, 23, 10, 7, 4, 9, 11, 13, 16, 22, 32",3976458769,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3976458767,197,9974,3976458763,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3976458761,130,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497120941,2,32,1,0,0,axvm5zg0mk4bp06wpec9vw27e,1,0,0,2023-01-14T12:46:13.068Z,2023-01-14T12:46:14Z,3976549987,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497120933,2,32,1,0,0,114h4h9ekimxmk95iypp478kk,1,0,0,2023-01-14T12:46:13.068Z,2023-01-14T12:46:13Z,3976549953,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497120993,3,1,1,0,0,114h4h9ekimxmk95iypp478kk,1,50,50,2023-01-14T12:46:13.168Z,2023-01-14T12:46:18Z,3976550217,212,18.4,3976550219,213,3.3,3976550211,56,Back,3976550213,140,32.8,3976550215,141,45.2,3976550221,279,S,,,,,,,en70ces933pdy4dbgq0lgjhsl,Mélissa Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497121037,4,1,1,0,5,114h4h9ekimxmk95iypp478kk,0,32.8,47.6,2023-01-14T12:46:18.815Z,2023-01-14T12:46:28Z,3976550411,141,100.0,3976550407,56,Back,3976550413,212,37.3,3976550409,140,39.5,3976550669,1,,3976550415,213,1.4,,,,,,,80dr0hzhre13aaavd0r4udpl,E. Palis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497121043,5,5,1,0,9,114h4h9ekimxmk95iypp478kk,0,41,101.8,2023-01-14T12:46:22.338Z,2023-01-14T13:02:10Z,3976557819,233,16,3976550429,56,Back,3976559747,347,,,,,,,,,,,,,,,,,80dr0hzhre13aaavd0r4udpl,E. Palis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497122395,16,5,1,0,9,axvm5zg0mk4bp06wpec9vw27e,1,59,-1.8,2023-01-14T12:46:22.338Z,2023-01-14T12:49:47Z,3976559761,347,,3976557813,56,Right,3976557815,233,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497121109,3,1,1,0,14,axvm5zg0mk4bp06wpec9vw27e,1,66.5,0,2023-01-14T12:46:27.819Z,2023-01-14T12:49:39Z,3976550755,212,7.3,3976550757,213,2.1,3976550749,56,Right,3976550753,141,7.1,3976550751,140,62.8,3976558515,107,,,,,,,,e5b9w1hq610saxvevecb6zzl5,Morgane Martins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497121131,4,1,1,0,16,axvm5zg0mk4bp06wpec9vw27e,0,61.6,6.5,2023-01-14T12:46:30.010Z,2023-01-14T12:46:31Z,3976550849,140,82.4,3976550847,56,Right,3976550851,141,7.6,3976550845,155,,3976550853,212,21.9,3976550855,213,0.0,,,,,,,7lqdu42zczlrnowx70hu12sb9,L. Declercq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
