id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/13/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/16/value
2512742915,1,34,16,0,0,114h4h9ekimxmk95iypp478kk,1,0,0,2023-02-26T13:03:37.315Z,2023-02-26T13:53:13Z,4058747797,30,"alr6k5xokhqe1xi6a5kdyj7x1, ae68tqogc2yplitpd1yixky22, bgywqsemj5lsfro2hc77q532t, 38jzj5l4s56u8pbiutq2qa7f8, b0badx1gx15s9wo6ly8z1rl61, 5mcszf3yuxwxcggl8ds2v1a7d, 4y78x1atris45m06oqr7axbzd, jpx6k0db4qnb9akskhcwco2d, en70ces933pdy4dbgq0lgjhsl, 80dr0hzhre13aaavd0r4udpl, 9mo419gtk6dy5lhcvatcllkyy, 3semwmw78lk7vz6ieaxy486w9, dq9w87alliunnaoezwtvn9hp1, 84qomd74wlfrd9lpost35p4wk, aqmo5o52e5mhbbzgdquivsm50, c03fkophg1op7oov8hj7egx78, cz9o6yad9c8s2potdvqau5slw, 25ji5fjrro34qq0xwvmm4h2vp",4058747803,130,11,4058747811,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4058747799,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4058747805,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4058747801,59,"1, 19, 17, 25, 23, 3, 12, 8, 9, 6, 29, 4, 7, 14, 15, 21, 26, 30",4058747807,194,b0badx1gx15s9wo6ly8z1rl61,4058747809,197,8449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512754721,1,34,16,0,0,e5hsx8fzufp57tv4oehbz0qht,1,0,0,2023-02-26T13:18:20.836Z,2023-02-26T13:50:41Z,4058808427,197,4764,4058808429,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4058808417,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4058808419,59,"1, 12, 5, 11, 18, 3, 6, 8, 10, 20, 27, 7, 9, 17, 21, 24, 26, 50",4058808423,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4058808415,30,"8f25wup5nyqxwx27pmtxth51x, 8dfe78e3mslilgxw4efeu295, 3x6baiktcpcjxxh258a5uebpx, 1loi315glota15qd57q6e0xrd, el2jrhon9i915qbjdgi96uru2, 3bo8lbyohd3djey9pbd08fvf9, 3c765kc3b4cmgie0qf84jh1hx, 407696aey55f3v0iy9xcr9plh, b9mxbxkxacng270g0cs3w1jh1, 3gu9gaz6w7eq79qnaqj3b7jdh, 41gek0vcr4hcrc5hg6zk4am3u, pugk29yysi9369f969l2o1qt, 7jux9gpb11yfbl8jj32n0zil1, 28yvc8jmyyfavb0hetafjdadx, cma46vvprpduachdlb2ruakx6, 2fg7mgljmrqedc61uiff36ytx, 6ywkny98b9qzuvhqxwn9l0ogl, dbcmdwdf4iu39ztbwcxkbff9w",4058808421,130,4,4058808425,194,3bo8lbyohd3djey9pbd08fvf9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512777287,2,32,1,0,0,114h4h9ekimxmk95iypp478kk,1,0,0,2023-02-26T13:45:18.376Z,2023-02-26T13:45:18Z,4058920817,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512777295,2,32,1,0,0,e5hsx8fzufp57tv4oehbz0qht,1,0,0,2023-02-26T13:45:18.376Z,2023-02-26T13:45:20Z,4058920847,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512777351,3,1,1,0,0,114h4h9ekimxmk95iypp478kk,1,50,50,2023-02-26T13:45:18.476Z,2023-02-26T13:49:22Z,4058921135,56,Back,4058921145,279,S,4058921137,140,42.5,4058921141,212,8.9,4058921143,213,2.7,4058921139,141,56.0,,,,,,,en70ces933pdy4dbgq0lgjhsl,Mélissa Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512777367,4,1,1,0,3,114h4h9ekimxmk95iypp478kk,1,41,49.3,2023-02-26T13:45:22.252Z,2023-02-26T13:51:23Z,4058921245,56,Back,4058921253,213,4.0,4058921251,212,7.7,4058921249,141,40.4,4058921247,140,36.4,,,,,,,,,,80dr0hzhre13aaavd0r4udpl,E. Palis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512777373,5,61,1,0,4,114h4h9ekimxmk95iypp478kk,0,36.4,40.4,2023-02-26T13:45:23.229Z,2023-02-26T13:52:12Z,4058921275,56,Back,,,,,,,,,,,,,,,,,,,,,,jpx6k0db4qnb9akskhcwco2d,S. Folkertsma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512777399,3,49,1,0,6,e5hsx8fzufp57tv4oehbz0qht,1,65.7,53.6,2023-02-26T13:45:24.693Z,2023-02-26T13:45:24Z,,,,,,,,,,,,,,,,,,,,,,,,,b9mxbxkxacng270g0cs3w1jh1,D. Marozsán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512777465,4,1,1,0,6,e5hsx8fzufp57tv4oehbz0qht,1,65.6,51.6,2023-02-26T13:45:25.172Z,2023-02-26T13:45:28Z,4058921647,213,5.2,4058921645,212,11.5,4058921641,140,70.3,4058921639,56,Center,4058921643,141,36.4,,,,,,,,,,b9mxbxkxacng270g0cs3w1jh1,D. Marozsán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512777475,5,3,1,0,9,e5hsx8fzufp57tv4oehbz0qht,0,73.1,41.4,2023-02-26T13:45:28.293Z,2023-02-26T13:45:31Z,4058921685,286,,4058921969,233,6,4058921683,56,Center,,,,,,,,,,,,,,,,3c765kc3b4cmgie0qf84jh1hx,A. Henry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
