id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value
2518172615,1,34,16,0,0,114h4h9ekimxmk95iypp478kk,1,0,0,2023-03-11T12:01:18.444Z,2023-03-11T12:54:07Z,4087491995,194,b0badx1gx15s9wo6ly8z1rl61,4087491985,30,"alr6k5xokhqe1xi6a5kdyj7x1, b0badx1gx15s9wo6ly8z1rl61, cz9o6yad9c8s2potdvqau5slw, 84qomd74wlfrd9lpost35p4wk, elbn5tbmbvbk8x7oxl2maia6s, 5mcszf3yuxwxcggl8ds2v1a7d, dq9w87alliunnaoezwtvn9hp1, 80dr0hzhre13aaavd0r4udpl, 9gugnyggxqnc9fijivw8fvq39, en70ces933pdy4dbgq0lgjhsl, 4y78x1atris45m06oqr7axbzd, 3semwmw78lk7vz6ieaxy486w9, 1ekzotehyunn1wrvfrwckrr4k, aqmo5o52e5mhbbzgdquivsm50, af7iolqb3r12ybufawf0mjnys, ae68tqogc2yplitpd1yixky22, 9mo419gtk6dy5lhcvatcllkyy, 25ji5fjrro34qq0xwvmm4h2vp",4087491991,130,2,4087491987,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4087491997,197,9264,4087491993,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4087491999,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4087491989,59,"1, 23, 26, 14, 5, 3, 7, 6, 10, 9, 12, 4, 13, 15, 18, 19, 29, 30",,,,,,,,,,,,,,,,,,,,,,,,,,,
2518181173,1,34,16,0,0,drnln5nhp7dqype6j3upkoiqp,1,0,0,2023-03-11T12:15:40.296Z,2023-03-11T12:49:24Z,4087532529,130,2,4087532533,194,jbxmumw5e6sad0zo1hljqnl5,4087532523,30,"3dfjmvoka2j9pw4s7z7vac0r9, 5d6w6h4s9rfioy07y1rqrmgyy, 24w5egwdnqme3z091t0e71c2y, jbxmumw5e6sad0zo1hljqnl5, 7gisthugglsa8l3wah7gw2klx, eafhhlki76tgbbrwgeof4spyi, 2k7qjez21ghq91378ecc585w5, 1eo54huy053pgofiws2n36s16, 3nahmpoi0glxeu95ip8hx8odm, 3vpsxb6kzdffwgumf9mfcmms5, 5vvgnuyaxp4x7hvzmgkku3pm2, 3h1cw632st7suexo3fo6aremt, c59ms3k7ezd0x0qgmmq734lqs, 9i6rsrclokuoxbbepiw0xehre, ev3mgnq60hfy9raxynpjhj3mc, 7oqvkyby3x041hlfoxo5bkxlg, 7alrgsdv6ycykqgigqizax39x, osvwpq7pwiy2ixjqcpkp3rbo",4087532527,59,"16, 17, 13, 9, 8, 19, 20, 23, 11, 7, 14, 1, 5, 15, 18, 22, 25, 26",4087532537,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4087532531,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4087532535,197,13556,4087532525,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,
2518200999,2,32,1,0,0,114h4h9ekimxmk95iypp478kk,1,0,0,2023-03-11T12:45:13.274Z,2023-03-11T12:45:15Z,4087626567,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518200991,2,32,1,0,0,drnln5nhp7dqype6j3upkoiqp,1,0,0,2023-03-11T12:45:13.274Z,2023-03-11T12:45:13Z,4087626551,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518201033,3,1,1,0,0,drnln5nhp7dqype6j3upkoiqp,1,50.2,50,2023-03-11T12:45:13.374Z,2023-03-11T12:45:16Z,4087626747,140,33.6,4087626753,213,2.7,4087626745,56,Back,4087626751,212,19.4,4087626755,279,S,4087626749,141,62.4,,,,,,,3nahmpoi0glxeu95ip8hx8odm,A. Péniguel,,,,,,,,,,,,,,,,,,,,,,,,,
2518201065,4,1,1,0,2,drnln5nhp7dqype6j3upkoiqp,1,33.8,63.3,2023-03-11T12:45:16.089Z,2023-03-11T12:45:19Z,4087626931,56,Back,4087626943,213,4.3,4087626939,212,18.9,4087626935,141,37.7,4087626933,140,26.9,,,,,,,,,,1eo54huy053pgofiws2n36s16,N. Richard,,,,,,,,,,,,,,,,,,,,,,,,,
2518201089,5,1,1,0,5,drnln5nhp7dqype6j3upkoiqp,1,23.3,31.5,2023-03-11T12:45:18.767Z,2023-03-11T12:45:20Z,4087627063,212,13.7,4087627065,213,4.9,4087627059,140,25.1,4087627057,56,Back,4087627061,141,11.6,,,,,,,,,,7gisthugglsa8l3wah7gw2klx,H. Mansuy,,,,,,,,,,,,,,,,,,,,,,,,,
2518201115,6,1,1,0,7,drnln5nhp7dqype6j3upkoiqp,1,25.2,11.4,2023-03-11T12:45:20.473Z,2023-03-11T12:45:24Z,4087627195,213,6.1,4087627193,212,8.9,4087627189,140,33.5,4087627187,56,Back,4087627191,141,8.8,,,,,,,,,,5d6w6h4s9rfioy07y1rqrmgyy,G. Kazadi,,,,,,,,,,,,,,,,,,,,,,,,,
2518201127,7,1,1,0,11,drnln5nhp7dqype6j3upkoiqp,0,22.2,6.1,2023-03-11T12:45:24.607Z,2023-03-11T12:45:27Z,4087627253,212,4.6,4087627247,56,Back,4087627295,233,3,4087627255,213,2.9,4087627249,140,18.0,4087627251,141,7.9,4087627299,286,,4087627293,236,,2k7qjez21ghq91378ecc585w5,L. Teinturier,,,,,,,,,,,,,,,,,,,,,,,,,
2518201131,3,74,1,0,11,114h4h9ekimxmk95iypp478kk,1,79.6,93.5,2023-03-11T12:45:24.608Z,2023-03-11T12:53:50Z,4087627277,56,Left,4087627323,233,7,4087627279,285,,,,,,,,,,,,,,,,,9gugnyggxqnc9fijivw8fvq39,M. Garbino,,,,,,,,,,,,,,,,,,,,,,,,,
