id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/16/id,qualifier/16/qualifierId
2483512723,6,1,1,0,9,axvm5zg0mk4bp06wpec9vw27e,0,23.6,25.9,2022-11-09T06:50:22.665Z,2022-11-09T06:50:26Z,3904827629,140,63.0,3904827637,1,,3904827627,56,Center,3904827633,212,42.2,3904827625,155,,3904827631,141,37.9,3904827635,213,0.2,,,,4x3fxr67fofstbqjpkoxra7rp,E. Tyryshkina,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483512725,6,49,1,0,13,9s9jvki6htleffykj88qcpwpy,1,27,60.9,2022-11-09T06:50:26.433Z,2022-11-09T06:50:26Z,,,,,,,,,,,,,,,,,,,,,,,,,8ra0s724ht9u3luvku2ytnrze,F. Bogi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483512743,7,1,1,0,16,9s9jvki6htleffykj88qcpwpy,1,32.8,36,2022-11-09T06:50:29.096Z,2022-11-09T06:50:32Z,3904827715,213,5.1,3904827713,212,11.3,3904827709,140,37.1,3904827711,141,20.7,3904827707,56,Back,,,,,,,,,,8ra0s724ht9u3luvku2ytnrze,F. Bogi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483512749,8,1,1,0,19,9s9jvki6htleffykj88qcpwpy,1,32.4,25.9,2022-11-09T06:50:32.537Z,2022-11-09T06:50:34Z,3904827735,141,43.1,3904827731,56,Back,3904827733,140,26.6,3904827739,213,2.1,3904827737,212,13.2,,,,,,,,,,9mq9unf2aecualxxm9gvnppl,S. Guellati,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483512759,9,1,1,0,21,9s9jvki6htleffykj88qcpwpy,1,26.6,43.4,2022-11-09T06:50:34.393Z,2022-11-09T06:50:36Z,3904827779,213,1.6,3904827773,140,26.9,3904827775,141,73.3,3904827777,212,20.3,3904827771,56,Back,,,,,,,,,,8ra0s724ht9u3luvku2ytnrze,F. Bogi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483512771,10,1,1,0,23,9s9jvki6htleffykj88qcpwpy,1,26.9,75.3,2022-11-09T06:50:36.624Z,2022-11-09T06:50:40Z,3904827823,213,0.6,3904827819,141,96.8,3904827817,140,49.1,3904827815,56,Back,3904827821,212,27.5,,,,,,,,,,5es3kc7x38rotmzzcs46kb3hm,É. Sévenne,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483512783,11,1,1,0,28,9s9jvki6htleffykj88qcpwpy,1,45.3,82.4,2022-11-09T06:50:40.776Z,2022-11-09T06:50:44Z,3904827861,56,Back,3904827867,212,20.1,3904827865,141,58.1,3904827863,140,34.4,3904827869,213,4.1,,,,,,,,,,5orsug2d4b7zzjat6eh9ks2qd,C. Bornes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483512793,12,1,1,0,31,9s9jvki6htleffykj88qcpwpy,1,36.2,58.8,2022-11-09T06:50:44.201Z,2022-11-09T06:50:49Z,3904827921,212,24.2,3904827915,56,Back,3904827917,140,43.4,3904827923,213,5.0,3904827919,141,25.0,,,,,,,,,,8ra0s724ht9u3luvku2ytnrze,F. Bogi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483512801,13,1,1,0,36,9s9jvki6htleffykj88qcpwpy,0,52.3,25.9,2022-11-09T06:50:49.297Z,2022-11-09T06:50:52Z,3904827953,141,0.0,3904827955,212,24.8,3904827957,213,5.4,3904827951,140,67.5,3904827949,56,Right,,,,,,,,,,9mq9unf2aecualxxm9gvnppl,S. Guellati,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483512811,7,5,1,0,39,axvm5zg0mk4bp06wpec9vw27e,1,32.4,102,2022-11-09T06:50:52.355Z,2022-11-09T07:54:02Z,3904827983,56,Back,3904827985,347,,3904827987,233,14,,,,,,,,,,,,,,,,e5b9w1hq610saxvevecb6zzl5,Morgane Martins,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483512805,14,5,1,0,39,9s9jvki6htleffykj88qcpwpy,0,67.6,-2,2022-11-09T06:50:52.355Z,2022-11-09T06:50:54Z,3904827963,56,Right,3904827991,233,7,3904827965,347,,,,,,,,,,,,,,,,,9mq9unf2aecualxxm9gvnppl,S. Guellati,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483512817,8,1,1,0,44,axvm5zg0mk4bp06wpec9vw27e,1,32.3,100,2022-11-09T06:50:57.015Z,2022-11-09T06:51:00Z,3904828041,140,37.2,3904828039,56,Back,3904828047,213,5.2,3904828045,212,11.4,3904828043,141,87.1,3904828037,107,,,,,,,,e5b9w1hq610saxvevecb6zzl5,Morgane Martins,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483512825,9,1,1,0,47,axvm5zg0mk4bp06wpec9vw27e,1,34.8,85.6,2022-11-09T06:51:00.393Z,2022-11-09T06:51:04Z,3904828089,141,93.6,3904828087,140,41.9,3904828093,213,0.6,3904828091,212,9.2,3904828085,56,Back,,,,,,,,,,dvd7yfrkq6wl6de389go6r7ro,O. Hurtré,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483512827,10,61,1,0,51,axvm5zg0mk4bp06wpec9vw27e,0,39.7,89.3,2022-11-09T06:51:03.960Z,2022-11-09T06:51:04Z,3904828103,56,Back,,,,,,,,,,,,,,,,,,,,,,desenv3bwtw96iiwqb1gnvth,R. Lavaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483512829,15,8,1,0,52,9s9jvki6htleffykj88qcpwpy,1,64.1,25.9,2022-11-09T06:51:05.029Z,2022-11-09T07:39:04Z,3904828105,56,Center,,,,,,,,,,,,,,,,,,,,,,2cp4j91pqwjvy7as74ckhc4wl,L. Cance,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483512841,16,49,1,0,56,9s9jvki6htleffykj88qcpwpy,1,64.8,25,2022-11-09T06:51:08.825Z,2022-11-09T06:51:08Z,,,,,,,,,,,,,,,,,,,,,,,,,2cp4j91pqwjvy7as74ckhc4wl,L. Cance,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483512857,17,1,1,0,56,9s9jvki6htleffykj88qcpwpy,1,64.8,25,2022-11-09T06:51:09.200Z,2022-11-09T06:51:13Z,3904828203,56,Right,3904828205,140,60.3,3904828209,212,9.9,3904828211,213,4.2,3904828207,141,12.2,,,,,,,,,,2cp4j91pqwjvy7as74ckhc4wl,L. Cance,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483512859,18,1,1,1,0,9s9jvki6htleffykj88qcpwpy,0,60.3,12.2,2022-11-09T06:51:13.544Z,2022-11-09T06:51:15Z,3904828219,141,11.1,3904828245,236,,3904828223,213,6.0,3904828251,286,,3904828217,140,62.5,3904828215,56,Right,3904828221,212,2.4,3904828247,233,11,9mq9unf2aecualxxm9gvnppl,S. Guellati,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483512865,11,74,1,1,0,axvm5zg0mk4bp06wpec9vw27e,1,37.5,95.3,2022-11-09T06:51:13.545Z,2022-11-09T07:54:14Z,3904828243,285,,3904828241,56,Back,3904828263,233,18,,,,,,,,,,,,,,,,e5b9w1hq610saxvevecb6zzl5,Morgane Martins,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483512869,12,5,1,1,3,axvm5zg0mk4bp06wpec9vw27e,0,39.8,101.4,2022-11-09T06:51:16.154Z,2022-11-09T07:54:02Z,3904828269,56,Back,3904828283,233,19,3904828271,347,,,,,,,,,,,,,,,,,e5b9w1hq610saxvevecb6zzl5,Morgane Martins,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483512871,19,5,1,1,3,9s9jvki6htleffykj88qcpwpy,1,60.2,-1.4,2022-11-09T06:51:16.154Z,2022-11-09T06:51:17Z,3904828273,56,Right,3904828275,347,,3904828277,233,12,,,,,,,,,,,,,,,,9mq9unf2aecualxxm9gvnppl,S. Guellati,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483512879,20,1,1,1,8,9s9jvki6htleffykj88qcpwpy,1,59.3,0,2022-11-09T06:51:21.016Z,2022-11-09T06:51:23Z,3904828327,212,11.1,3904828329,213,0.7,3904828319,107,,3904828323,140,67.1,3904828321,56,Right,3904828325,141,10.4,,,,,,,6xu7shoi00qiogo7akqo1xsrt,C. Canon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483512881,21,1,1,1,10,9s9jvki6htleffykj88qcpwpy,1,66.7,10.7,2022-11-09T06:51:23.033Z,2022-11-09T06:51:24Z,3904828351,213,3.8,3904828345,140,60.8,3904828347,141,3.2,3904828349,212,8.0,3904828343,56,Right,,,,,,,,,,2cp4j91pqwjvy7as74ckhc4wl,L. Cance,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483512895,22,1,1,1,11,9s9jvki6htleffykj88qcpwpy,1,60.8,3.2,2022-11-09T06:51:24.105Z,2022-11-09T06:51:29Z,3904828407,213,1.8,3904828399,140,57.4,3904828395,56,Center,3904828403,141,29.4,3904828405,212,18.2,,,,,,,,,,6xu7shoi00qiogo7akqo1xsrt,C. Canon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483512897,23,61,1,1,16,9s9jvki6htleffykj88qcpwpy,0,57.4,29.4,2022-11-09T06:51:29.025Z,2022-11-09T07:39:06Z,3904828411,56,Center,,,,,,,,,,,,,,,,,,,,,,2cp4j91pqwjvy7as74ckhc4wl,L. Cance,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483512899,13,49,1,1,17,axvm5zg0mk4bp06wpec9vw27e,1,44.4,65.8,2022-11-09T06:51:29.753Z,2022-11-09T06:51:29Z,,,,,,,,,,,,,,,,,,,,,,,,,dvd7yfrkq6wl6de389go6r7ro,O. Hurtré,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483512917,14,1,1,1,19,axvm5zg0mk4bp06wpec9vw27e,1,63.3,62.1,2022-11-09T06:51:32.040Z,2022-11-09T06:51:51Z,3904828481,213,5.5,3904828705,210,15,3904828475,140,79.1,3904828477,141,38.0,3904828707,154,,3904828479,212,23.3,3904828473,56,Center,,,,dvd7yfrkq6wl6de389go6r7ro,O. Hurtré,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483512919,15,15,1,1,23,axvm5zg0mk4bp06wpec9vw27e,1,87.7,35.2,2022-11-09T06:51:36.696Z,2022-11-09T06:51:51Z,3904828739,233,24,3904828721,55,14,3904828715,81,,3904828549,20,,3904828725,102,48.1,3904828727,103,20.9,3904828491,56,Center,3904828717,29,,dz7lkt8gh069vrkmoflcm0fkl,R. Borgella,,3904828729,146,98.2,3904828719,154,3904828489,63,3904828731,147,46.0,3904828487,22,,,,,,,,,,,,,,,
2483512931,24,10,1,1,24,9s9jvki6htleffykj88qcpwpy,1,5.2,56.5,2022-11-09T06:51:36.796Z,2022-11-09T06:51:51Z,3904828565,56,Back,3904828561,178,,3904828587,233,15,3904828559,173,,3904828563,182,,,,,,,,,,,dtl2shnzdg739pkag6fplb42y,M. Sieber,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483512927,16,6,1,1,25,axvm5zg0mk4bp06wpec9vw27e,1,94.1,37.4,2022-11-09T06:51:38.233Z,2022-11-09T06:52:34Z,3904828511,56,Center,3904829597,233,25,3904828513,75,,,,,,,,,,,,,,,,,dz7lkt8gh069vrkmoflcm0fkl,R. Borgella,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483512941,25,6,1,1,25,9s9jvki6htleffykj88qcpwpy,0,5.9,62.6,2022-11-09T06:51:38.233Z,2022-11-09T07:02:43Z,3904828621,73,,3904829617,233,16,3904828619,56,Back,,,,,,,,,,,,,,,,dtl2shnzdg739pkag6fplb42y,M. Sieber,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483513003,17,1,1,1,58,axvm5zg0mk4bp06wpec9vw27e,0,99.5,0.5,2022-11-09T06:52:10.923Z,2022-11-09T06:52:14Z,3904829227,141,52.8,3904829217,6,,3904829233,1,,3904829229,212,35.9,3904829219,155,,3904829223,56,Center,3904829221,223,,3904829215,2,,dvd7yfrkq6wl6de389go6r7ro,O. Hurtré,,3904829225,140,95.0,3904829231,213,,,,,,,,1.7,,,,,,,,,,,,,,
2483513001,26,61,1,2,0,9s9jvki6htleffykj88qcpwpy,1,6.8,42.1,2022-11-09T06:52:13.668Z,2022-11-09T06:52:13Z,3904829197,56,Back,,,,,,,,,,,,,,,,,,,,,,2avvvwtcdl6hmzxei5qhjo4ph,S. Barbance,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483513021,27,12,1,2,3,9s9jvki6htleffykj88qcpwpy,1,10.9,54,2022-11-09T06:52:16.545Z,2022-11-09T06:52:19Z,3904829343,213,5.3,3904829335,56,Back,3904829337,140,35.8,3904829361,167,,3904829339,141,0.0,3904829341,212,46.2,,,,,,,56n1erg5gb7fq7ab8hz42bug9,A. Lamontagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483513027,18,5,1,2,6,axvm5zg0mk4bp06wpec9vw27e,1,70.6,102,2022-11-09T06:52:18.761Z,2022-11-09T07:54:02Z,3904829371,56,Left,3904829379,233,28,3904829373,347,,,,,,,,,,,,,,,,,dvd7yfrkq6wl6de389go6r7ro,O. Hurtré,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483513023,28,5,1,2,6,9s9jvki6htleffykj88qcpwpy,0,29.4,-2,2022-11-09T06:52:18.761Z,2022-11-09T06:52:20Z,3904829359,347,,3904829393,233,18,3904829357,56,Back,,,,,,,,,,,,,,,,56n1erg5gb7fq7ab8hz42bug9,A. Lamontagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483513087,19,1,1,2,24,axvm5zg0mk4bp06wpec9vw27e,1,73.9,100,2022-11-09T06:52:37.496Z,2022-11-09T06:52:40Z,3904829689,212,11.4,3904829683,56,Left,3904829687,141,85.0,3904829691,213,4.7,3904829685,140,73.8,3904829681,107,,,,,,,,e5b9w1hq610saxvevecb6zzl5,Morgane Martins,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483513089,20,1,1,2,27,axvm5zg0mk4bp06wpec9vw27e,0,74.5,92.9,2022-11-09T06:52:40.617Z,2022-11-09T06:52:41Z,3904829709,141,92.7,3904829713,213,3.2,3904829705,56,Left,3904829707,140,59.6,3904829711,212,15.6,,,,,,,,,,dvd7yfrkq6wl6de389go6r7ro,O. Hurtré,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483513091,29,49,1,2,29,9s9jvki6htleffykj88qcpwpy,1,46.9,11.7,2022-11-09T06:52:42.306Z,2022-11-09T06:52:42Z,,,,,,,,,,,,,,,,,,,,,,,,,dsm8r3i2k45d7vlqkmzaog9w4,Z. Stiévenart,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483513105,30,1,1,2,35,9s9jvki6htleffykj88qcpwpy,0,76.8,11.7,2022-11-09T06:52:48.368Z,2022-11-09T06:52:50Z,3904829793,56,Center,3904829801,213,1.2,3904829799,212,26.0,3904829789,2,,3904829797,141,47.5,3904829795,140,85.5,,,,,,,dsm8r3i2k45d7vlqkmzaog9w4,Z. Stiévenart,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483513113,21,12,1,2,38,axvm5zg0mk4bp06wpec9vw27e,1,17.4,64.2,2022-11-09T06:52:51.656Z,2022-11-09T06:53:26Z,3904829845,56,Back,3904829849,141,54.8,3904829851,212,10.7,3904829853,213,5.6,3904829847,140,25.6,,,,,,,,,,3yjqr9srzz3p1xjgdgckqvtre,A. Soleilhet,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483513117,22,49,1,2,40,axvm5zg0mk4bp06wpec9vw27e,1,25.6,54.8,2022-11-09T06:52:53.418Z,2022-11-09T06:52:53Z,,,,,,,,,,,,,,,,,,,,,,,,,4x3fxr67fofstbqjpkoxra7rp,E. Tyryshkina,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483513131,23,1,1,2,41,axvm5zg0mk4bp06wpec9vw27e,0,25.6,54.8,2022-11-09T06:52:53.753Z,2022-11-09T06:52:55Z,3904829911,213,0.9,3904829907,141,59.4,3904829903,56,Back,3904829905,140,27.9,3904829909,212,4.0,,,,,,,,,,4x3fxr67fofstbqjpkoxra7rp,E. Tyryshkina,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483513137,31,61,1,2,45,9s9jvki6htleffykj88qcpwpy,1,74.9,46.9,2022-11-09T06:52:57.768Z,2022-11-09T07:39:08Z,3904829931,56,Center,,,,,,,,,,,,,,,,,,,,,,2avvvwtcdl6hmzxei5qhjo4ph,S. Barbance,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483513143,24,1,1,2,45,axvm5zg0mk4bp06wpec9vw27e,1,25.6,36.3,2022-11-09T06:52:58.217Z,2022-11-09T06:53:00Z,3904829961,213,2.6,3904829957,141,55.8,3904829953,56,Back,3904829955,140,4.2,3904829959,212,26.1,,,,,,,,,,dz7lkt8gh069vrkmoflcm0fkl,R. Borgella,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483513147,25,1,1,2,47,axvm5zg0mk4bp06wpec9vw27e,0,5,53.6,2022-11-09T06:53:00.201Z,2022-11-09T06:53:01Z,3904829971,157,,3904829981,213,5.8,3904829977,141,28.9,3904829983,1,,3904829973,56,Back,3904829975,140,39.4,3904829979,212,39.8,,,,dfcxvz3flh0w54vhso9xpk1d5,L. Lichtfus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483513151,32,1,1,2,50,9s9jvki6htleffykj88qcpwpy,1,63.1,69.7,2022-11-09T06:53:02.874Z,2022-11-09T06:53:03Z,3904830017,213,5.8,3904830007,3,,3904830011,140,69.2,3904830009,56,Center,3904830013,141,64.3,3904830015,212,7.4,,,,,,,5orsug2d4b7zzjat6eh9ks2qd,C. Bornes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483513153,33,49,1,2,50,9s9jvki6htleffykj88qcpwpy,1,69.2,64.3,2022-11-09T06:53:03.674Z,2022-11-09T06:53:04Z,,,,,,,,,,,,,,,,,,,,,,,,,2cp4j91pqwjvy7as74ckhc4wl,L. Cance,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483513157,34,49,1,2,51,9s9jvki6htleffykj88qcpwpy,1,69.2,64.3,2022-11-09T06:53:04.201Z,2022-11-09T06:53:04Z,,,,,,,,,,,,,,,,,,,,,,,,,2cp4j91pqwjvy7as74ckhc4wl,L. Cance,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483513161,35,1,1,2,51,9s9jvki6htleffykj88qcpwpy,1,69.2,64.3,2022-11-09T06:53:04.562Z,2022-11-09T06:53:05Z,3904830055,212,7.4,3904830053,141,70.5,3904830051,140,63.4,3904830049,56,Center,3904830057,213,2.5,,,,,,,,,,2cp4j91pqwjvy7as74ckhc4wl,L. Cance,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483513165,36,1,1,2,52,9s9jvki6htleffykj88qcpwpy,1,63.4,70.5,2022-11-09T06:53:05.384Z,2022-11-09T06:53:06Z,3904830079,212,6.0,3904830075,140,68.5,3904830073,56,Center,3904830077,141,66.4,3904830081,213,5.8,,,,,,,,,,2avvvwtcdl6hmzxei5qhjo4ph,S. Barbance,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483513167,37,50,1,2,53,9s9jvki6htleffykj88qcpwpy,1,71.2,62.8,2022-11-09T06:53:06.625Z,2022-11-09T06:53:15Z,3904830089,56,Center,3904830091,286,,3904830171,233,26,,,,,,,,,,,,,,,,56n1erg5gb7fq7ab8hz42bug9,A. Lamontagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,
