id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/13/value,qualifier/14/value,qualifier/16/value
2524381613,1,34,16,0,0,bdfjkux9o0vtsdig5zsbhtysq,1,0,0,2023-03-25T11:57:20.420Z,2023-03-25T11:58:37Z,4122578463,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4122578455,30,"2f1e295qn6s9l5d6v1degrizt, 94pv0j29t5jrfdc36o6791wp, dx5okwmzef2p09vgp02i1ucph, 7d4y77nkrn4w4dht1c4vr28yx, 8iblvy7aw7kdghvke6s5gisid, 1mhjq24kq1fapaoib7lzb6b4l, 3uxijnhp1ibbqm6e4lfivq8k5, 7l931hwm1tajvf6r717biyw2d, 2n3sv3vt7ano86i5j9j3f8a95, 1ck8f8510t6ei80haqe2vqbpx, 1rsg1y7lx0ruqcwgj6c6oovdh, 8yebzwn5wynngu33kqcsh1fbp, byu5qg9zlu5w1e234xl2058iy, ocdptd87q86ed74lanyfdij8, aos03ja9xr5jr2w3e6t20p94a, 9qidpdp5vlw8ma2z9synky6ms, cg4yqx0lth6d27oxlgwcuvdn9, 2q1tt2u2h3q1hb3uz28rofzmc",4122578467,197,9145,4122578459,59,"16, 7, 27, 8, 10, 19, 11, 22, 9, 17, 21, 1, 2, 3, 15, 20, 28, 31",4122578469,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4122578461,130,8,4122578465,194,1ck8f8510t6ei80haqe2vqbpx,4122578457,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524383011,1,34,16,0,0,114h4h9ekimxmk95iypp478kk,1,0,0,2023-03-25T12:02:31.488Z,2023-03-25T13:33:37Z,4122584383,30,"alr6k5xokhqe1xi6a5kdyj7x1, cz9o6yad9c8s2potdvqau5slw, bgywqsemj5lsfro2hc77q532t, 38jzj5l4s56u8pbiutq2qa7f8, elbn5tbmbvbk8x7oxl2maia6s, 5mcszf3yuxwxcggl8ds2v1a7d, dq9w87alliunnaoezwtvn9hp1, b0badx1gx15s9wo6ly8z1rl61, 9gugnyggxqnc9fijivw8fvq39, 9mo419gtk6dy5lhcvatcllkyy, taoqfaiovyoabnm8an0388o9, 3semwmw78lk7vz6ieaxy486w9, jpx6k0db4qnb9akskhcwco2d, en70ces933pdy4dbgq0lgjhsl, 1ekzotehyunn1wrvfrwckrr4k, 84qomd74wlfrd9lpost35p4wk, aqmo5o52e5mhbbzgdquivsm50, ae68tqogc2yplitpd1yixky22",4122584395,197,8449,4122584391,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4122584387,59,"1, 26, 17, 25, 5, 3, 7, 23, 10, 29, 11, 4, 8, 9, 13, 14, 15, 19",4122584393,194,b0badx1gx15s9wo6ly8z1rl61,4122584385,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4122584397,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4122584389,130,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524392449,2,32,1,0,0,114h4h9ekimxmk95iypp478kk,1,0,0,2023-03-25T12:44:47.476Z,2023-03-25T12:44:47Z,4122625595,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524392453,2,32,1,0,0,bdfjkux9o0vtsdig5zsbhtysq,1,0,0,2023-03-25T12:44:47.476Z,2023-03-25T12:44:49Z,4122625613,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524392457,3,1,1,0,0,bdfjkux9o0vtsdig5zsbhtysq,1,50.7,49.7,2023-03-25T12:44:47.576Z,2023-03-25T13:38:45Z,4122625645,279,S,4122625637,140,39.2,4122625641,212,12.5,4122625639,141,54.4,4122625635,56,Back,4122625643,213,2.9,,,,,,,2n3sv3vt7ano86i5j9j3f8a95,M. Bourdieu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524392471,4,1,1,0,2,bdfjkux9o0vtsdig5zsbhtysq,0,40.6,49.9,2023-03-25T12:44:50.279Z,2023-03-25T12:49:14Z,4122625727,155,,4122625735,212,39.2,4122625731,140,66.8,4122625739,1,,4122625729,56,Right,4122625733,141,8.8,4122625737,213,5.5,,,,1mhjq24kq1fapaoib7lzb6b4l,T. Greboval,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524392479,3,1,1,0,4,114h4h9ekimxmk95iypp478kk,1,22,88.4,2023-03-25T12:44:52.352Z,2023-03-25T12:54:49Z,4122625803,141,87.4,4122625807,213,6.2,4122625797,3,,4122625805,212,7.7,4122625801,140,29.3,4122625799,56,Back,,,,,,,bgywqsemj5lsfro2hc77q532t,D. Chatelin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524392497,4,1,1,0,7,114h4h9ekimxmk95iypp478kk,0,29.3,87.4,2023-03-25T12:44:54.824Z,2023-03-25T13:38:50Z,4122625963,140,31.5,4122625967,212,4.2,4122638573,168,,4122625959,3,,4122625969,213,5.3,4122625961,56,Back,4122625965,141,82.3,,,,9mo419gtk6dy5lhcvatcllkyy,J. Dufour,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524392491,5,1,1,0,9,bdfjkux9o0vtsdig5zsbhtysq,1,66.5,27.9,2023-03-25T12:44:57.455Z,2023-03-25T12:44:59Z,4122625923,212,6.3,4122625917,56,Right,4122625921,141,20.7,4122625919,140,62.7,4122625925,213,4.0,,,,,,,,,,7d4y77nkrn4w4dht1c4vr28yx,D. Corboz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524392493,6,1,1,0,12,bdfjkux9o0vtsdig5zsbhtysq,0,53.7,16.3,2023-03-25T12:44:59.486Z,2023-03-25T12:56:20Z,4122625933,56,Right,4122626011,233,5,4122626015,286,,4122625941,213,0.2,4122625937,141,16.7,4122626009,236,,4122625935,140,55.4,4122625939,212,1.8,8iblvy7aw7kdghvke6s5gisid,A. Butel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524392499,5,74,1,0,12,114h4h9ekimxmk95iypp478kk,1,34.9,87.2,2023-03-25T12:44:59.487Z,2023-03-25T13:39:38Z,4122625983,285,,4122626021,233,6,4122625981,56,Back,,,,,,,,,,,,,,,,9mo419gtk6dy5lhcvatcllkyy,J. Dufour,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524392507,6,5,1,0,14,114h4h9ekimxmk95iypp478kk,0,40.7,101.6,2023-03-25T12:45:01.967Z,2023-03-25T13:39:45Z,4122626073,233,7,4122626047,347,,4122626045,56,Back,,,,,,,,,,,,,,,,cz9o6yad9c8s2potdvqau5slw,F. Liaigre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524392505,7,5,1,0,14,bdfjkux9o0vtsdig5zsbhtysq,1,59.3,-1.6,2023-03-25T12:45:01.967Z,2023-03-25T12:45:04Z,4122626029,56,Right,4122626065,233,6,4122626031,347,,,,,,,,,,,,,,,,,94pv0j29t5jrfdc36o6791wp,T. Laplacette,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524392527,8,1,1,0,19,bdfjkux9o0vtsdig5zsbhtysq,1,55.4,0,2023-03-25T12:45:06.791Z,2023-03-25T12:45:12Z,4122626203,107,,4122626211,212,14.3,4122626207,140,42.9,4122626213,213,2.7,4122626209,141,7.3,4122626205,56,Back,,,,,,,94pv0j29t5jrfdc36o6791wp,T. Laplacette,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524392535,9,1,1,0,25,bdfjkux9o0vtsdig5zsbhtysq,1,41.3,13.8,2023-03-25T12:45:12.647Z,2023-03-25T12:45:16Z,4122626233,140,29.5,4122626237,212,23.2,4122626239,213,2.1,4122626231,56,Back,4122626235,141,42.7,,,,,,,,,,8iblvy7aw7kdghvke6s5gisid,A. Butel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524392537,10,1,1,0,28,bdfjkux9o0vtsdig5zsbhtysq,1,32.1,46.1,2023-03-25T12:45:16.054Z,2023-03-25T12:45:17Z,4122626253,140,36.2,4122626251,56,Back,4122626259,213,6.2,4122626257,212,4.3,4122626255,141,45.5,,,,,,,,,,1mhjq24kq1fapaoib7lzb6b4l,T. Greboval,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524392543,11,1,1,0,30,bdfjkux9o0vtsdig5zsbhtysq,1,39.6,40.6,2023-03-25T12:45:17.551Z,2023-03-25T12:45:20Z,4122626279,140,34.9,4122626283,212,13.3,4122626281,141,22.4,4122626277,56,Back,4122626285,213,4.3,,,,,,,,,,7d4y77nkrn4w4dht1c4vr28yx,D. Corboz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524392553,12,1,1,0,32,bdfjkux9o0vtsdig5zsbhtysq,1,38,4.9,2023-03-25T12:45:20.424Z,2023-03-25T12:45:23Z,4122626335,141,1.6,4122626339,213,5.8,4122626331,56,Back,4122626337,212,5.0,4122626333,140,42.3,,,,,,,,,,8iblvy7aw7kdghvke6s5gisid,A. Butel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524392561,13,1,1,0,35,bdfjkux9o0vtsdig5zsbhtysq,1,40.1,4.6,2023-03-25T12:45:23.070Z,2023-03-25T12:45:26Z,4122626371,140,31.0,4122626375,212,10.1,4122626373,141,9.5,4122626369,56,Back,4122626377,213,2.8,,,,,,,,,,94pv0j29t5jrfdc36o6791wp,T. Laplacette,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524392591,14,1,1,0,38,bdfjkux9o0vtsdig5zsbhtysq,1,31.2,21,2023-03-25T12:45:26.334Z,2023-03-25T12:45:32Z,4122626481,140,27.7,4122626485,212,26.9,4122626483,141,60.2,4122626487,213,1.7,4122626479,56,Back,,,,,,,,,,8iblvy7aw7kdghvke6s5gisid,A. Butel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524392595,15,1,1,0,44,bdfjkux9o0vtsdig5zsbhtysq,0,37.2,75.1,2023-03-25T12:45:32.095Z,2023-03-25T12:45:33Z,4122626495,56,Left,4122626503,213,0.4,4122626499,141,100.0,4122626493,155,,4122626501,212,45.4,4122626505,1,,4122626497,140,76.8,,,,1mhjq24kq1fapaoib7lzb6b4l,T. Greboval,,,,,,,,,,,,,,,,,,,,,,,,,,,,
