id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,assist
2552276877,120,1,1,10,45,2w4xxgpg4t4h5b3yl74egastz,1,70.3,11.7,2023-05-21T10:41:05.242Z,2023-05-21T10:41:09Z,4296520483,212,28.5,4296520481,141,17.7,4296520485,213,0.1,4296520479,140,97.2,4296520477,56,Right,,,,,,,,,,1n48nxf4v6reoxuyai88haw6i,M. Mpomé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552276891,121,1,1,10,49,2w4xxgpg4t4h5b3yl74egastz,0,97.2,17.7,2023-05-21T10:41:09.626Z,2023-05-21T10:41:12Z,4296520567,56,Center,4296520563,2,,4296520573,212,19.9,4296520577,213,1.8,4296520571,141,46.0,4296520569,140,92.3,,,,,,,9gk2t1276n9yt0nvgakzr82c5,L. Petermann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552276911,94,12,1,10,52,2gmv49xieg3zee2hx0lhcp17u,1,9.4,55.7,2023-05-21T10:41:12.305Z,2023-05-21T10:41:13Z,4296520657,140,8.2,4296520663,213,1.6,4296520661,212,19.8,4296520659,141,84.7,4296520655,56,Back,,,,,,,,,,2mo6msido3zv2vk24hed9rs9h,K. Gadéa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552276913,95,49,1,10,54,2gmv49xieg3zee2hx0lhcp17u,1,9.4,87.8,2023-05-21T10:41:13.777Z,2023-05-21T10:41:14Z,,,,,,,,,,,,,,,,,,,,,,,,,664ior41q0qf71vnhq0tp1j9x,F. Hoarau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552276969,96,1,1,10,54,2gmv49xieg3zee2hx0lhcp17u,1,9.7,88.1,2023-05-21T10:41:13.976Z,2023-05-21T10:41:19Z,4296520963,56,Back,4296520967,141,85.4,4296520965,140,29.6,4296520971,213,6.2,4296520969,212,21.0,,,,,,,,,,664ior41q0qf71vnhq0tp1j9x,F. Hoarau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552276993,97,1,1,10,59,2gmv49xieg3zee2hx0lhcp17u,0,29.6,72.1,2023-05-21T10:41:19.415Z,2023-05-21T10:41:21Z,4296521095,141,48.7,4296521099,213,4.8,4296521091,56,Back,4296521097,212,16.0,4296521093,140,31.3,,,,,,,,,,2pd1juglwcvhspyva4soomyy2,N. Ali Nadjim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552277005,123,8,1,11,2,2w4xxgpg4t4h5b3yl74egastz,1,65.8,63.3,2023-05-21T10:41:22.585Z,2023-05-21T10:41:22Z,4296521149,56,Center,,,,,,,,,,,,,,,,,,,,,,6yh4l888isxggjgd4a6p4ss0l,M. Torrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552277013,124,49,1,11,3,2w4xxgpg4t4h5b3yl74egastz,1,64.9,62.4,2023-05-21T10:41:23.209Z,2023-05-21T10:41:23Z,,,,,,,,,,,,,,,,,,,,,,,,,6yh4l888isxggjgd4a6p4ss0l,M. Torrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552277075,125,1,1,11,5,2w4xxgpg4t4h5b3yl74egastz,1,57.1,66.4,2023-05-21T10:41:24.794Z,2023-05-21T10:41:28Z,4296521365,140,48.5,4296521363,56,Back,4296521367,141,67.6,4296521369,212,9.1,4296521371,213,3.1,,,,,,,,,,6yh4l888isxggjgd4a6p4ss0l,M. Torrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552277103,126,1,1,11,8,2w4xxgpg4t4h5b3yl74egastz,1,48.5,67.6,2023-05-21T10:41:28.560Z,2023-05-21T10:41:31Z,4296521495,212,11.9,4296521491,140,45.5,4296521493,141,50.7,4296521489,56,Back,4296521499,213,4.4,,,,,,,,,,19awb0feelm6k12ooavqb5621,O. Deslandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552277157,127,1,1,11,12,2w4xxgpg4t4h5b3yl74egastz,1,45.5,50.7,2023-05-21T10:41:31.850Z,2023-05-21T10:41:38Z,4296521775,140,61.2,4296521777,141,20.9,4296521773,56,Right,4296521779,212,26.1,4296521783,213,5.4,,,,,,,,,,757os3ykn2cuocj7tr4dqnw89,M. Lakrar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552277163,98,45,1,11,18,2gmv49xieg3zee2hx0lhcp17u,0,25.6,96.8,2023-05-21T10:41:37.882Z,2023-05-21T10:41:39Z,4296521799,56,Back,4296521865,233,128,4296521801,285,,,,,,,,,,,,,,,,,bly2raemyl0xp39jiktm4u5sl,S. Demeyere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552277171,128,3,1,11,18,2w4xxgpg4t4h5b3yl74egastz,1,74.4,3.2,2023-05-21T10:41:37.882Z,2023-05-21T10:41:39Z,4296521823,56,Right,4296521847,233,98,4296521825,286,,,,,,,,,,,,,,,,,1n48nxf4v6reoxuyai88haw6i,M. Mpomé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552277215,129,1,1,11,19,2w4xxgpg4t4h5b3yl74egastz,1,69.8,8,2023-05-21T10:41:39.145Z,2023-05-21T10:41:44Z,4296522057,213,2.5,4296522053,141,14.3,4296522051,140,64.0,4296522049,56,Right,4296522055,212,7.4,,,,,,,,,,1n48nxf4v6reoxuyai88haw6i,M. Mpomé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552277245,130,1,1,11,24,2w4xxgpg4t4h5b3yl74egastz,1,67.2,17.6,2023-05-21T10:41:44.737Z,2023-05-21T10:41:48Z,4296522191,213,2.1,4296522189,212,31.9,4296522185,140,51.3,4296522183,56,Center,4296522187,141,57.6,,,,,,,,,,1iy47sqcjh4x0w7bvvno90xxx,F. Robert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552277299,131,1,1,11,28,2w4xxgpg4t4h5b3yl74egastz,1,65.1,65.4,2023-05-21T10:41:48.233Z,2023-05-21T10:41:55Z,4296522473,213,0.9,4296522471,212,18.5,4296522469,141,86.5,4296522467,140,76.2,4296522465,56,Left,,,,,,,,,,757os3ykn2cuocj7tr4dqnw89,M. Lakrar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552277303,132,1,1,11,35,2w4xxgpg4t4h5b3yl74egastz,0,72.9,76,2023-05-21T10:41:54.905Z,2023-05-21T10:41:55Z,4296522483,140,90.3,4296522487,212,28.9,4296522481,56,Center,4296522485,141,43.0,4296522489,213,5.4,,,,,,,,,,7xb0niqg08hrxk8i2nq8zvfth,N. Mondésir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552277311,99,49,1,11,36,2gmv49xieg3zee2hx0lhcp17u,1,10.8,65.5,2023-05-21T10:41:56.632Z,2023-05-21T10:41:56Z,,,,,,,,,,,,,,,,,,,,,,,,,664ior41q0qf71vnhq0tp1j9x,F. Hoarau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552277325,100,1,1,11,37,2gmv49xieg3zee2hx0lhcp17u,1,10.8,65.5,2023-05-21T10:41:56.880Z,2023-05-21T10:41:58Z,4296522605,212,13.2,4296522607,213,6.0,4296522603,141,59.6,4296522601,140,22.8,4296522599,56,Back,,,,,,,,,,664ior41q0qf71vnhq0tp1j9x,F. Hoarau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552277373,101,1,1,11,38,2gmv49xieg3zee2hx0lhcp17u,1,23.1,59.4,2023-05-21T10:41:58.519Z,2023-05-21T10:42:05Z,4296522855,141,83.3,4296522853,140,24.3,4296522849,56,Back,4296522859,212,16.3,4296522861,213,1.5,,,,,,,,,,7h91cdyjl0cpxj5lpzdsto3it,S. Elisor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552277385,102,1,1,11,45,2gmv49xieg3zee2hx0lhcp17u,0,53,93.9,2023-05-21T10:42:05.568Z,2023-05-21T10:42:06Z,4296522937,212,15.6,4296522931,56,Left,4296522933,140,67.8,4296522935,141,95.4,4296522939,213,0.1,,,,,,,,,,bly2raemyl0xp39jiktm4u5sl,S. Demeyere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552277393,133,8,1,11,47,2w4xxgpg4t4h5b3yl74egastz,1,32.6,14.1,2023-05-21T10:42:07.625Z,2023-05-21T10:42:07Z,4296522977,56,Back,,,,,,,,,,,,,,,,,,,,,,1n48nxf4v6reoxuyai88haw6i,M. Mpomé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552277401,134,49,1,11,48,2w4xxgpg4t4h5b3yl74egastz,1,35.4,11.9,2023-05-21T10:42:08.114Z,2023-05-21T10:42:08Z,,,,,,,,,,,,,,,,,,,,,,,,,1n48nxf4v6reoxuyai88haw6i,M. Mpomé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552277437,135,1,1,11,48,2w4xxgpg4t4h5b3yl74egastz,1,38.2,10.4,2023-05-21T10:42:08.529Z,2023-05-21T10:42:12Z,4296523137,141,26.5,4296523133,56,Back,4296523135,140,45.3,4296523141,213,1.0,4296523139,212,13.2,,,,,,,,,,1n48nxf4v6reoxuyai88haw6i,M. Mpomé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552277429,103,45,1,11,51,2gmv49xieg3zee2hx0lhcp17u,0,53.4,76.9,2023-05-21T10:42:11.591Z,2023-05-21T10:42:15Z,4296523199,233,136,4296523115,56,Center,4296523117,285,,,,,,,,,,,,,,,,,7h91cdyjl0cpxj5lpzdsto3it,S. Elisor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552277447,136,3,1,11,51,2w4xxgpg4t4h5b3yl74egastz,1,46.6,23.1,2023-05-21T10:42:11.591Z,2023-05-21T10:42:14Z,4296523183,286,,4296523181,56,Back,4296523189,233,103,,,,,,,,,,,,,,,,dll89ri6yl7ufipj37pyfmzmd,C. Bilbault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552277467,137,1,1,11,54,2w4xxgpg4t4h5b3yl74egastz,1,62.7,24.9,2023-05-21T10:42:13.929Z,2023-05-21T10:42:16Z,4296523279,56,Right,4296523285,212,26.2,4296523281,140,87.5,4296523287,213,6.2,4296523283,141,20.1,,,,,,,,,,dll89ri6yl7ufipj37pyfmzmd,C. Bilbault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552277471,138,61,1,11,57,2w4xxgpg4t4h5b3yl74egastz,0,87.5,20.1,2023-05-21T10:42:16.763Z,2023-05-21T10:42:17Z,4296523291,56,Right,,,,,,,,,,,,,,,,,,,,,,1iy47sqcjh4x0w7bvvno90xxx,F. Robert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552277475,139,43,1,11,57,2w4xxgpg4t4h5b3yl74egastz,1,0,0,2023-05-21T10:42:16.774Z,2023-05-21T10:42:19Z,4296523337,144,8,4296523297,56,Right,,,,,,,,,,,,,,,,,,,1iy47sqcjh4x0w7bvvno90xxx,F. Robert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552277485,104,49,1,11,58,2gmv49xieg3zee2hx0lhcp17u,1,2.7,75.3,2023-05-21T10:42:18.392Z,2023-05-21T10:42:18Z,,,,,,,,,,,,,,,,,,,,,,,,,664ior41q0qf71vnhq0tp1j9x,F. Hoarau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552277517,105,1,1,12,0,2gmv49xieg3zee2hx0lhcp17u,0,3,83.3,2023-05-21T10:42:20.120Z,2023-05-21T10:42:22Z,4296523493,56,Back,4296523501,213,1.1,4296523497,141,100.0,4296523495,140,8.7,4296523499,212,13.9,,,,,,,,,,664ior41q0qf71vnhq0tp1j9x,F. Hoarau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552277521,106,5,1,12,2,2gmv49xieg3zee2hx0lhcp17u,0,9.7,101.8,2023-05-21T10:42:21.996Z,2023-05-21T10:42:24Z,4296523531,347,,4296523527,56,Back,4296523595,233,140,,,,,,,,,,,,,,,,664ior41q0qf71vnhq0tp1j9x,F. Hoarau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552277533,140,5,1,12,2,2w4xxgpg4t4h5b3yl74egastz,1,90.3,-1.8,2023-05-21T10:42:21.996Z,2023-05-21T10:44:47Z,4296523583,347,,4296523587,233,106,4296523579,56,Right,,,,,,,,,,,,,,,,1iy47sqcjh4x0w7bvvno90xxx,F. Robert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552277721,141,1,1,12,23,2w4xxgpg4t4h5b3yl74egastz,1,80.7,0,2023-05-21T10:42:43.082Z,2023-05-21T10:42:47Z,4296524377,56,Center,4296524375,107,,4296524383,212,19.0,4296524381,141,23.0,4296524385,213,1.1,4296524379,140,88.8,,,,,,,1n48nxf4v6reoxuyai88haw6i,M. Mpomé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552277747,142,1,1,12,27,2w4xxgpg4t4h5b3yl74egastz,1,81.1,23.6,2023-05-21T10:42:47.009Z,2023-05-21T10:42:49Z,4296524505,141,19.1,4296524507,212,3.5,4296524501,56,Right,4296524503,140,79.5,4296524509,213,4.2,,,,,,,,,,9gk2t1276n9yt0nvgakzr82c5,L. Petermann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552277749,143,1,1,12,29,2w4xxgpg4t4h5b3yl74egastz,0,79.5,19.1,2023-05-21T10:42:49.162Z,2023-05-21T10:43:02Z,4296524519,141,57.8,4296524521,212,27.9,4296524523,213,1.2,4296524515,56,Center,4296524513,155,,4296524517,140,88.4,,,,,,,6yh4l888isxggjgd4a6p4ss0l,M. Torrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552277761,107,12,1,12,30,2gmv49xieg3zee2hx0lhcp17u,1,9.1,40.9,2023-05-21T10:42:49.832Z,2023-05-21T10:42:52Z,4296524579,140,14.5,4296524585,213,5.0,4296524583,212,18.0,4296524581,141,15.8,4296524591,15,,4296524577,56,Back,,,,,,,5kg2obqjcypb3d2yt4d4xoo2x,R. Enguehard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552277797,108,45,1,12,35,2gmv49xieg3zee2hx0lhcp17u,0,7.4,23.4,2023-05-21T10:42:55.601Z,2023-05-21T10:42:59Z,4296524845,233,144,4296524709,56,Back,4296524711,285,,,,,,,,,,,,,,,,,5kg2obqjcypb3d2yt4d4xoo2x,R. Enguehard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552277809,144,3,1,12,35,2w4xxgpg4t4h5b3yl74egastz,1,92.6,76.6,2023-05-21T10:42:55.601Z,2023-05-21T10:42:58Z,4296524773,56,Center,4296524775,286,,4296524825,233,108,,,,,,,,,,,,,,,,7xb0niqg08hrxk8i2nq8zvfth,N. Mondésir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552277817,145,1,1,12,37,2w4xxgpg4t4h5b3yl74egastz,0,97.9,70.9,2023-05-21T10:42:57.337Z,2023-05-21T10:43:00Z,4296524799,212,1.5,4296524949,236,,4296524795,140,97.0,4296524951,233,109,4296524793,56,Center,4296524797,141,69.1,4296524801,213,4.1,4296524955,286,,7xb0niqg08hrxk8i2nq8zvfth,N. Mondésir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552277843,109,74,1,12,37,2gmv49xieg3zee2hx0lhcp17u,1,2.5,28.2,2023-05-21T10:42:57.338Z,2023-05-21T10:50:15Z,4296524929,56,Back,4296524957,233,145,4296524931,285,,,,,,,,,,,,,,,,,5x0qvm5o4qbijkh8r8vs2ys45,E. Sumo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552277851,110,6,1,12,39,2gmv49xieg3zee2hx0lhcp17u,0,1,28.5,2023-05-21T10:42:58.873Z,2023-05-21T10:50:17Z,4296524973,56,Back,4296525019,233,146,4296524975,73,,,,,,,,,,,,,,,,,5x0qvm5o4qbijkh8r8vs2ys45,E. Sumo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552277835,146,6,1,12,39,2w4xxgpg4t4h5b3yl74egastz,1,99,71.5,2023-05-21T10:42:58.873Z,2023-05-21T10:43:01Z,4296524993,233,110,4296524901,56,Center,4296524903,73,,,,,,,,,,,,,,,,,7xb0niqg08hrxk8i2nq8zvfth,N. Mondésir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552278127,149,1,1,13,12,2w4xxgpg4t4h5b3yl74egastz,0,99.5,99.5,2023-05-21T10:43:32.042Z,2023-05-21T10:43:37Z,4296526215,223,,4296526217,56,Center,4296526213,155,,4296526211,6,,4296526209,2,,4296526225,213,4.6,4296526219,140,97.0,4296526227,1,,1iy47sqcjh4x0w7bvvno90xxx,F. Robert,,4296526223,212,4296526221,141,50.1,,,,,,33.7,,,,,,,,,,,,,,,,,
2552278153,113,52,1,13,16,2gmv49xieg3zee2hx0lhcp17u,1,2.4,45.4,2023-05-21T10:43:36.096Z,2023-05-21T10:43:36Z,,,,,,,,,,,,,,,,,,,,,,,,,dwjgtp47ky7v5as2a2jradihh,L. Philippe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552278209,114,1,1,13,19,2gmv49xieg3zee2hx0lhcp17u,0,14.1,41.8,2023-05-21T10:43:38.976Z,2023-05-21T10:43:41Z,4296526579,213,5.9,4296526581,1,,4296526575,141,12.5,4296526577,212,48.3,4296526571,56,Right,4296526573,140,56.0,4296526569,199,,,,,dwjgtp47ky7v5as2a2jradihh,L. Philippe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552278307,150,1,1,13,20,2w4xxgpg4t4h5b3yl74egastz,0,46.7,93.6,2023-05-21T10:43:39.834Z,2023-05-21T10:43:55Z,4296527029,141,100.0,4296527033,213,0.4,4296527031,212,15.3,4296527025,56,Left,4296527023,3,,4296527027,140,60.3,,,,,,,19awb0feelm6k12ooavqb5621,O. Deslandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552278319,115,5,1,13,21,2gmv49xieg3zee2hx0lhcp17u,1,39.4,-1.6,2023-05-21T10:43:41.418Z,2023-05-21T10:44:47Z,4296527141,233,151,4296527113,347,,4296527111,56,Back,,,,,,,,,,,,,,,,dwjgtp47ky7v5as2a2jradihh,L. Philippe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552278315,151,5,1,13,21,2w4xxgpg4t4h5b3yl74egastz,0,60.6,101.6,2023-05-21T10:43:41.418Z,2023-05-21T10:43:57Z,4296527081,347,,4296527079,56,Left,4296527167,233,115,,,,,,,,,,,,,,,,19awb0feelm6k12ooavqb5621,O. Deslandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552278413,116,1,1,13,42,2gmv49xieg3zee2hx0lhcp17u,1,34.8,0,2023-05-21T10:44:02.257Z,2023-05-21T10:44:05Z,4296527811,56,Right,4296527817,212,17.3,4296527813,140,50.1,4296527809,107,,4296527815,141,7.6,4296527819,213,0.4,,,,,,,5kg2obqjcypb3d2yt4d4xoo2x,R. Enguehard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552278417,117,1,1,13,46,2gmv49xieg3zee2hx0lhcp17u,0,48.3,8.9,2023-05-21T10:44:05.840Z,2023-05-21T10:44:22Z,4296527843,56,Right,4296527847,141,12.6,4296527851,213,0.4,4296527849,212,7.0,4296527845,140,54.5,,,,,,,,,,87fq93e9x1yy4thmeituciycq,S. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552278419,152,49,1,13,46,2w4xxgpg4t4h5b3yl74egastz,1,41.8,75,2023-05-21T10:44:06.585Z,2023-05-21T10:44:06Z,,,,,,,,,,,,,,,,,,,,,,,,,6yh4l888isxggjgd4a6p4ss0l,M. Torrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552278427,153,1,1,13,46,2w4xxgpg4t4h5b3yl74egastz,0,41.8,75,2023-05-21T10:44:06.738Z,2023-05-21T10:44:07Z,4296527899,56,Center,4296527911,213,6.2,4296527905,141,72.0,4296527907,212,16.2,4296527901,140,57.1,,,,,,,,,,6yh4l888isxggjgd4a6p4ss0l,M. Torrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552278481,119,49,1,13,50,2gmv49xieg3zee2hx0lhcp17u,1,47.4,17.6,2023-05-21T10:44:09.777Z,2023-05-21T10:44:16Z,,,,,,,,,,,,,,,,,,,,,,,,,cjgr7t23bk1l43hegrkmtslih,C. Gavory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552278487,154,4,1,13,52,2w4xxgpg4t4h5b3yl74egastz,1,50,76,2023-05-21T10:44:11.815Z,2023-05-21T10:44:49Z,4296528383,233,118,4296528347,56,Center,4296528351,265,,4296528353,286,,4296528349,152,,4296528345,13,,,,,,,,dll89ri6yl7ufipj37pyfmzmd,C. Bilbault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552278475,118,4,1,13,52,2gmv49xieg3zee2hx0lhcp17u,0,50,24,2023-05-21T10:44:11.816Z,2023-05-21T10:44:14Z,4296528265,265,,4296528259,13,,4296528261,56,Center,4296528263,152,,4296528403,233,154,4296528269,285,,,,,,,,cjgr7t23bk1l43hegrkmtslih,C. Gavory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552278551,155,1,1,13,57,2w4xxgpg4t4h5b3yl74egastz,1,45.7,64,2023-05-21T10:44:17.298Z,2023-05-21T10:44:20Z,4296528789,212,15.6,4296528791,213,4.2,4296528775,5,,4296528787,141,44.2,4296528781,152,,4296528783,56,Back,4296528785,140,38.2,,,,6yh4l888isxggjgd4a6p4ss0l,M. Torrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552278605,156,1,1,14,0,2w4xxgpg4t4h5b3yl74egastz,1,53.9,45.2,2023-05-21T10:44:20.393Z,2023-05-21T10:44:26Z,4296529229,141,47.5,4296529233,213,0.1,4296529231,212,13.0,4296529225,56,Center,4296529227,140,66.2,,,,,,,,,,7n7ebty9p63lyd49l0jcs1z9x,L. Gevitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552278611,157,4,1,14,6,2w4xxgpg4t4h5b3yl74egastz,1,68.2,49.8,2023-05-21T10:44:26.098Z,2023-05-21T10:44:29Z,4296529265,56,Center,4296529267,152,,4296529263,13,,4296529271,286,,4296529269,265,,4296529415,233,120,,,,,,,1iy47sqcjh4x0w7bvvno90xxx,F. Robert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552278627,120,4,1,14,6,2gmv49xieg3zee2hx0lhcp17u,0,31.8,50.2,2023-05-21T10:44:26.099Z,2023-05-21T10:44:30Z,4296529395,265,,4296529389,13,,4296529397,285,,4296529393,152,,4296529391,56,Back,4296529429,233,157,,,,,,,2mo6msido3zv2vk24hed9rs9h,K. Gadéa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552279197,158,15,1,15,20,2w4xxgpg4t4h5b3yl74egastz,1,73.1,49.3,2023-05-21T10:45:39.762Z,2023-05-21T10:46:02Z,4296532559,20,,4296532945,146,98.9,4296532947,147,50.4,4296532939,103,13.9,4296532937,102,49.4,4296532575,233,122,4296532935,78,,4296532943,458,,1iy47sqcjh4x0w7bvvno90xxx,F. Robert,,4296532429,26,4296532433,56,Center,4296532431,18,,,,,,,,,,,,,,,,,,,,,
2552279215,122,10,1,15,20,2gmv49xieg3zee2hx0lhcp17u,1,1.1,50.6,2023-05-21T10:45:39.862Z,2023-05-21T10:45:43Z,4296532499,177,,4296532597,233,158,4296532505,56,Back,4296532503,182,,4296532501,178,,,,,,,,,,,dwjgtp47ky7v5as2a2jradihh,L. Philippe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552279211,121,52,1,15,20,2gmv49xieg3zee2hx0lhcp17u,1,1.1,50.6,2023-05-21T10:45:40.076Z,2023-05-21T10:45:41Z,,,,,,,,,,,,,,,,,,,,,,,,,dwjgtp47ky7v5as2a2jradihh,L. Philippe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552279353,123,1,1,15,34,2gmv49xieg3zee2hx0lhcp17u,1,11.6,44.6,2023-05-21T10:45:54.234Z,2023-05-21T10:45:56Z,4296533225,140,18.4,4296533221,123,,4296533227,141,27.9,4296533223,56,Back,4296533229,212,13.4,4296533231,213,5.3,,,,,,,dwjgtp47ky7v5as2a2jradihh,L. Philippe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552279381,124,1,1,15,36,2gmv49xieg3zee2hx0lhcp17u,1,18.5,27.9,2023-05-21T10:45:56.472Z,2023-05-21T10:46:00Z,4296533359,213,2.2,4296533355,141,49.6,4296533353,140,7.8,4296533351,56,Back,4296533357,212,18.5,,,,,,,,,,2mo6msido3zv2vk24hed9rs9h,K. Gadéa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552279415,125,1,1,15,40,2gmv49xieg3zee2hx0lhcp17u,1,13.8,56.4,2023-05-21T10:46:00.274Z,2023-05-21T10:46:02Z,4296533501,213,1.2,4296533499,212,27.6,4296533497,141,94.5,4296533493,56,Back,4296533491,155,,4296533495,140,22.8,,,,,,,dwjgtp47ky7v5as2a2jradihh,L. Philippe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552279435,126,1,1,15,42,2gmv49xieg3zee2hx0lhcp17u,0,22.6,94.5,2023-05-21T10:46:02.265Z,2023-05-21T10:46:04Z,4296533583,141,90.2,4296533581,140,34.8,4296533585,212,13.1,4296533579,56,Back,4296533577,155,,4296533589,213,6.1,,,,,,,664ior41q0qf71vnhq0tp1j9x,F. Hoarau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552279453,159,1,1,15,44,2w4xxgpg4t4h5b3yl74egastz,0,60,12.5,2023-05-21T10:46:04.646Z,2023-05-21T10:46:20Z,4296533679,3,,4296533685,141,11.1,4296533687,212,5.7,4296533683,140,65.4,4296533681,56,Right,4296533689,213,6.1,,,,,,,1n48nxf4v6reoxuyai88haw6i,M. Mpomé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552279503,127,50,1,15,50,2gmv49xieg3zee2hx0lhcp17u,1,35.9,96.6,2023-05-21T10:46:10.184Z,2023-05-21T10:46:12Z,4296534029,233,160,4296534035,286,,4296533917,56,Back,,,,,,,,,,,,,,,,bly2raemyl0xp39jiktm4u5sl,S. Demeyere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552279513,160,7,1,15,50,2w4xxgpg4t4h5b3yl74egastz,1,64.1,3.4,2023-05-21T10:46:10.185Z,2023-05-21T10:46:11Z,4296533957,167,,4296534009,233,127,4296533961,285,,4296533959,56,Right,,,,,,,,,,,,,1n48nxf4v6reoxuyai88haw6i,M. Mpomé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
