id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,assist,qualifier/10/value,qualifier/11/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId
2488755541,1,34,16,0,0,dgpni8xwxjhgekjmg0m8bb6nv,1,0,0,2022-12-03T12:50:56.279Z,2022-12-03T13:37:10Z,3932304301,130,8,3932304303,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",3932304299,59,"30, 3, 4, 10, 22, 5, 12, 6, 8, 17, 26, 13, 1, 9, 14, 19, 24",3932304309,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3932304307,197,8688,3932304297,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5",3932304295,30,"7iuwrwcupehj978vpf8sep591, ero1axtkr33y6yetn4uti2oyx, 2to7qgaomc72knk6y1689ihka, e9e2sdrwd5g6m8kfpxpe8ml79, 9r0t3f2nw0d1a17c9onvjgd05, 3edubak34lsocvkirgryo8vd, a52izyii7s44qihbp4upbukiy, c99gqg4cu9eqy5yu8fga71vit, ds4tjev271co53fycw64y4kfe, b062pdmskviwqwzf5dckoffmd, aeoazf90glk79a2puhpm06pyh, 58zv1pd350niecmu275p4xyqc, 24ptrmidgqdyq5sryicc2g9hw, 6oxe2vmgkxzl4dfz5cdqbajmd, 3w9nqzmvm6df5becqtvypo5w5, 5b3esi4e6l86aqvprt9l16uqc, a36nwipwjfluk0rjfjzdiflk9",3932304305,194,9r0t3f2nw0d1a17c9onvjgd05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488757025,1,34,16,0,0,drnln5nhp7dqype6j3upkoiqp,1,0,0,2022-12-03T12:53:13.528Z,2022-12-03T14:34:24Z,3932311971,194,jbxmumw5e6sad0zo1hljqnl5,3932311957,30,"3h1cw632st7suexo3fo6aremt, 5d6w6h4s9rfioy07y1rqrmgyy, 24w5egwdnqme3z091t0e71c2y, jbxmumw5e6sad0zo1hljqnl5, 7gisthugglsa8l3wah7gw2klx, eafhhlki76tgbbrwgeof4spyi, 2k7qjez21ghq91378ecc585w5, 85cmw667ykiku1pzcj07jreg9, 7alrgsdv6ycykqgigqizax39x, 1eo54huy053pgofiws2n36s16, 5vvgnuyaxp4x7hvzmgkku3pm2, c59ms3k7ezd0x0qgmmq734lqs, c6wlz59l4w2pe0o5xj6nbks4q, 3vpsxb6kzdffwgumf9mfcmms5, 3nahmpoi0glxeu95ip8hx8odm, 9i6rsrclokuoxbbepiw0xehre, 7oqvkyby3x041hlfoxo5bkxlg, bskf1il58p43z2gv68wwtmivo",3932311973,197,13555,3932311967,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3932311963,130,4,3932311959,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3932311961,59,"1, 17, 13, 9, 8, 19, 20, 10, 25, 23, 14, 5, 6, 7, 11, 15, 22, 30",3932311975,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488779217,2,32,1,0,0,drnln5nhp7dqype6j3upkoiqp,1,0,0,2022-12-03T13:30:15.882Z,2022-12-03T13:30:16Z,3932431735,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488779219,2,32,1,0,0,dgpni8xwxjhgekjmg0m8bb6nv,1,0,0,2022-12-03T13:30:15.882Z,2022-12-03T13:30:17Z,3932431737,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488779245,3,1,1,0,0,dgpni8xwxjhgekjmg0m8bb6nv,1,50,50,2022-12-03T13:30:15.982Z,2022-12-03T13:30:18Z,3932431853,212,17.5,3932431849,140,36.5,3932431851,141,65.1,3932431855,213,2.5,3932431857,279,S,3932431847,56,Back,,,,,,,ds4tjev271co53fycw64y4kfe,F. Komé,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488779259,4,1,1,0,2,dgpni8xwxjhgekjmg0m8bb6nv,0,36.5,65.1,2022-12-03T13:30:18.854Z,2022-12-03T13:30:20Z,3932431975,1,,3932431963,56,Left,3932431959,157,,3932431969,141,85.7,3932431973,213,0.3,3932431967,140,73.6,3932431971,212,41.4,,,,b062pdmskviwqwzf5dckoffmd,L. Bourgouin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488779277,3,49,1,0,5,drnln5nhp7dqype6j3upkoiqp,1,28,21.2,2022-12-03T13:30:21.505Z,2022-12-03T13:30:21Z,,,,,,,,,,,,,,,,,,,,,,,,,5d6w6h4s9rfioy07y1rqrmgyy,G. Kazadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488779279,4,1,1,0,6,drnln5nhp7dqype6j3upkoiqp,0,28,21.2,2022-12-03T13:30:21.920Z,2022-12-03T13:30:22Z,3932432085,212,7.7,3932432079,56,Back,3932432083,141,22.5,3932432081,140,35.3,3932432087,213,0.1,,,,,,,,,,5d6w6h4s9rfioy07y1rqrmgyy,G. Kazadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488779301,5,49,1,0,8,dgpni8xwxjhgekjmg0m8bb6nv,1,61.1,73.2,2022-12-03T13:30:24.455Z,2022-12-03T13:30:24Z,,,,,,,,,,,,,,,,,,,,,,,,,b062pdmskviwqwzf5dckoffmd,L. Bourgouin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488779313,6,1,1,0,8,dgpni8xwxjhgekjmg0m8bb6nv,1,61.1,73.2,2022-12-03T13:30:24.534Z,2022-12-03T13:30:25Z,3932432261,212,11.5,3932432257,140,64.4,3932432255,56,Center,3932432259,141,57.0,3932432263,213,5.0,,,,,,,,,,b062pdmskviwqwzf5dckoffmd,L. Bourgouin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488779345,7,1,1,0,9,dgpni8xwxjhgekjmg0m8bb6nv,1,64.4,57,2022-12-03T13:30:25.638Z,2022-12-03T13:30:29Z,3932432465,140,58.4,3932432471,213,3.6,3932432467,141,52.4,3932432463,56,Center,3932432469,212,7.0,,,,,,,,,,e9e2sdrwd5g6m8kfpxpe8ml79,E. Kaabachi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488779347,8,1,1,0,13,dgpni8xwxjhgekjmg0m8bb6nv,0,59.9,45.4,2022-12-03T13:30:29.254Z,2022-12-03T13:30:29Z,3932432479,140,84.4,3932432485,213,5.7,3932432475,155,,3932432483,212,31.3,3932432481,141,19.2,3932432477,56,Right,,,,,,,a52izyii7s44qihbp4upbukiy,J. Jinantuya,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488779355,5,8,1,0,14,drnln5nhp7dqype6j3upkoiqp,1,15.7,86.8,2022-12-03T13:30:30.656Z,2022-12-03T13:30:30Z,3932432535,56,Back,,,,,,,,,,,,,,,,,,,,,,24w5egwdnqme3z091t0e71c2y,M. Revelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488779379,6,49,1,0,17,drnln5nhp7dqype6j3upkoiqp,1,29.3,90.9,2022-12-03T13:30:33.344Z,2022-12-03T13:30:33Z,,,,,,,,,,,,,,,,,,,,,,,,,7alrgsdv6ycykqgigqizax39x,M. Léger,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488779399,7,4,1,0,18,drnln5nhp7dqype6j3upkoiqp,1,28.6,87.4,2022-12-03T13:30:34.654Z,2022-12-03T13:32:24Z,3932432735,265,,3932432737,285,,3932432733,152,,3932434639,233,9,3932432729,13,,3932432731,56,Back,,,,,,,7alrgsdv6ycykqgigqizax39x,M. Léger,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488779409,9,4,1,0,18,dgpni8xwxjhgekjmg0m8bb6nv,0,71.4,12.6,2022-12-03T13:30:34.655Z,2022-12-03T13:31:21Z,3932432769,152,,3932432775,286,,3932434633,233,7,3932432761,13,,3932432771,265,,3932432765,56,Right,,,,,,,e9e2sdrwd5g6m8kfpxpe8ml79,E. Kaabachi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488779479,8,1,1,0,23,drnln5nhp7dqype6j3upkoiqp,1,31.8,92.6,2022-12-03T13:30:38.960Z,2022-12-03T13:30:43Z,3932433137,56,Back,3932433135,152,,3932433145,213,4.0,3932433131,5,,3932433141,141,77.8,3932433143,212,13.8,3932433139,140,22.8,,,,24w5egwdnqme3z091t0e71c2y,M. Revelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,
