id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/9/value,keyPass,qualifier/10/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,assist,qualifier/14/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2534534647,5,1,1,0,10,e5hsx8fzufp57tv4oehbz0qht,0,40,47,2023-04-16T13:00:30.509Z,2023-04-16T13:00:32Z,4195084741,140,63.4,4195084743,141,28.9,4195084745,212,27.5,4195084739,56,Center,4195084747,213,5.8,,,,,,,,,,28yvc8jmyyfavb0hetafjdadx,D. van de Donk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534534661,6,49,1,0,13,bdfjkux9o0vtsdig5zsbhtysq,1,41.1,82.3,2023-04-16T13:00:33.211Z,2023-04-16T13:11:51Z,,,,,,,,,,,,,,,,,,,,,,,,,ehchjemv9fwcnwomosua92qqd,E. Aigbogun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534534691,7,1,1,0,13,bdfjkux9o0vtsdig5zsbhtysq,0,41.1,82.3,2023-04-16T13:00:33.466Z,2023-04-16T13:11:54Z,4195084913,213,0.1,4195084907,140,62.5,4195084905,56,Left,4195084909,141,85.6,4195084911,212,22.6,,,,,,,,,,ehchjemv9fwcnwomosua92qqd,E. Aigbogun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534534723,6,49,1,0,15,e5hsx8fzufp57tv4oehbz0qht,1,37.6,11.7,2023-04-16T13:00:35.374Z,2023-04-16T13:00:35Z,,,,,,,,,,,,,,,,,,,,,,,,,8dfe78e3mslilgxw4efeu295,E. Carpenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534534759,7,1,1,0,15,e5hsx8fzufp57tv4oehbz0qht,1,37.6,11.7,2023-04-16T13:00:35.597Z,2023-04-16T13:00:37Z,4195085271,56,Back,4195085279,213,2.5,4195085273,140,25.9,4195085275,141,24.7,4195085277,212,15.1,,,,,,,,,,8dfe78e3mslilgxw4efeu295,E. Carpenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534534861,8,1,1,0,17,e5hsx8fzufp57tv4oehbz0qht,1,23.5,26.8,2023-04-16T13:00:37.437Z,2023-04-16T13:00:41Z,4195085751,140,9.7,4195085753,141,51.3,4195085749,56,Back,4195085755,212,22.1,4195085757,213,2.3,,,,,,,,,,cma46vvprpduachdlb2ruakx6,V. Gilles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534534971,9,1,1,0,21,e5hsx8fzufp57tv4oehbz0qht,1,14.4,50,2023-04-16T13:00:41.501Z,2023-04-16T13:00:47Z,4195086293,140,20.2,4195086297,212,15.6,4195086295,141,28.8,4195086291,56,Back,4195086299,213,5.1,,,,,,,,,,8f25wup5nyqxwx27pmtxth51x,C. Endler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535125,10,1,1,0,27,e5hsx8fzufp57tv4oehbz0qht,1,27.6,30,2023-04-16T13:00:47.246Z,2023-04-16T13:00:54Z,4195087043,213,1.5,4195087039,141,67.3,4195087041,212,25.5,4195087037,140,30.4,4195087035,56,Back,,,,,,,,,,cma46vvprpduachdlb2ruakx6,V. Gilles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535185,11,1,1,0,34,e5hsx8fzufp57tv4oehbz0qht,1,33.9,67,2023-04-16T13:00:54.621Z,2023-04-16T13:00:56Z,4195087317,212,9.8,4195087305,56,Back,4195087313,141,75.6,4195087309,140,41.4,4195087321,213,0.6,,,,,,,,,,3bo8lbyohd3djey9pbd08fvf9,W. Renard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535221,12,1,1,0,37,e5hsx8fzufp57tv4oehbz0qht,1,41.8,77.5,2023-04-16T13:00:56.813Z,2023-04-16T13:00:59Z,4195087505,141,79.6,4195087501,56,Back,4195087509,213,3.1,4195087503,140,22.7,4195087507,212,20.1,,,,,,,,,,pugk29yysi9369f969l2o1qt,A. Majri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535285,13,1,1,0,39,e5hsx8fzufp57tv4oehbz0qht,1,22.7,79.6,2023-04-16T13:00:59.405Z,2023-04-16T13:01:02Z,4195087823,213,4.4,4195087819,141,47.8,4195087817,140,15.1,4195087821,212,23.0,4195087815,56,Back,,,,,,,,,,3bo8lbyohd3djey9pbd08fvf9,W. Renard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535387,14,1,1,0,42,e5hsx8fzufp57tv4oehbz0qht,1,15.1,47.8,2023-04-16T13:01:02.270Z,2023-04-16T13:01:07Z,4195088313,56,Back,4195088315,140,21.5,4195088317,141,25.0,4195088323,213,5.1,4195088319,212,16.9,,,,,,,,,,8f25wup5nyqxwx27pmtxth51x,C. Endler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535457,15,1,1,0,47,e5hsx8fzufp57tv4oehbz0qht,0,26.2,13.5,2023-04-16T13:01:07.053Z,2023-04-16T13:01:09Z,4195088651,155,,4195088659,212,44.5,4195088661,213,6.2,4195088655,140,68.5,4195088663,1,,4195088653,56,Right,4195088657,141,10.3,,,,cma46vvprpduachdlb2ruakx6,V. Gilles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535501,8,49,1,0,51,bdfjkux9o0vtsdig5zsbhtysq,1,38.2,94.7,2023-04-16T13:01:11.291Z,2023-04-16T13:01:11Z,,,,,,,,,,,,,,,,,,,,,,,,,ehchjemv9fwcnwomosua92qqd,E. Aigbogun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535557,9,1,1,0,51,bdfjkux9o0vtsdig5zsbhtysq,1,38.2,94.7,2023-04-16T13:01:11.532Z,2023-04-16T13:01:14Z,4195089163,212,28.0,4195089167,1,,4195089157,56,Left,4195089165,213,6.2,4195089159,140,64.8,4195089161,141,92.0,4195089155,157,,,,,ehchjemv9fwcnwomosua92qqd,E. Aigbogun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535569,10,50,1,0,54,bdfjkux9o0vtsdig5zsbhtysq,1,55.9,90.4,2023-04-16T13:01:14.045Z,2023-04-16T13:01:17Z,4195089223,286,,4195089497,233,16,4195089221,56,Left,,,,,,,,,,,,,,,,2n3sv3vt7ano86i5j9j3f8a95,M. Bourdieu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535605,16,7,1,0,54,e5hsx8fzufp57tv4oehbz0qht,1,44.1,9.6,2023-04-16T13:01:14.046Z,2023-04-16T13:01:16Z,4195089367,285,,4195089365,56,Back,4195089455,233,10,,,,,,,,,,,,,,,,8dfe78e3mslilgxw4efeu295,E. Carpenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535615,17,61,1,0,56,e5hsx8fzufp57tv4oehbz0qht,1,34.1,15.2,2023-04-16T13:01:15.951Z,2023-04-16T13:01:16Z,4195089415,56,Back,,,,,,,,,,,,,,,,,,,,,,cma46vvprpduachdlb2ruakx6,V. Gilles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535637,18,49,1,0,57,e5hsx8fzufp57tv4oehbz0qht,1,32.7,24.9,2023-04-16T13:01:17.102Z,2023-04-16T13:01:17Z,,,,,,,,,,,,,,,,,,,,,,,,,8dfe78e3mslilgxw4efeu295,E. Carpenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535781,19,1,1,0,57,e5hsx8fzufp57tv4oehbz0qht,1,32.7,24.9,2023-04-16T13:01:17.341Z,2023-04-16T13:01:23Z,4195090205,56,Back,4195090207,140,15.0,4195090213,213,2.6,4195090211,212,21.2,4195090209,141,40.0,,,,,,,,,,8dfe78e3mslilgxw4efeu295,E. Carpenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535805,20,1,1,1,3,e5hsx8fzufp57tv4oehbz0qht,1,19.4,49,2023-04-16T13:01:22.973Z,2023-04-16T13:01:24Z,4195090327,141,28.8,4195090323,56,Back,4195090325,140,21.6,4195090331,213,4.9,4195090329,212,13.9,,,,,,,,,,8f25wup5nyqxwx27pmtxth51x,C. Endler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535927,21,1,1,1,6,e5hsx8fzufp57tv4oehbz0qht,1,24.2,25.8,2023-04-16T13:01:26.702Z,2023-04-16T13:01:29Z,4195090803,56,Back,4195090807,141,5.6,4195090811,213,4.9,4195090805,140,26.9,4195090809,212,14.0,,,,,,,,,,cma46vvprpduachdlb2ruakx6,V. Gilles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536019,22,1,1,1,9,e5hsx8fzufp57tv4oehbz0qht,1,26.9,5.6,2023-04-16T13:01:29.373Z,2023-04-16T13:01:33Z,4195091279,213,1.8,4195091271,56,Back,4195091275,141,26.2,4195091277,212,14.4,4195091273,140,23.6,,,,,,,,,,8dfe78e3mslilgxw4efeu295,E. Carpenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536109,23,1,1,1,16,e5hsx8fzufp57tv4oehbz0qht,1,30.2,38.6,2023-04-16T13:01:35.805Z,2023-04-16T13:13:56Z,4195091727,141,61.7,4195091723,56,Back,4195091731,213,1.5,4195091729,212,15.7,4195091725,140,30.9,,,,,,,,,,cma46vvprpduachdlb2ruakx6,V. Gilles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536201,24,1,1,1,18,e5hsx8fzufp57tv4oehbz0qht,1,31.2,59.6,2023-04-16T13:01:38.717Z,2023-04-16T13:01:43Z,4195092199,141,33.6,4195092203,213,4.9,4195092201,212,18.0,4195092197,140,34.4,4195092195,56,Back,,,,,,,,,,3bo8lbyohd3djey9pbd08fvf9,W. Renard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536261,25,1,1,1,23,e5hsx8fzufp57tv4oehbz0qht,1,44.8,29.4,2023-04-16T13:01:42.957Z,2023-04-16T13:13:58Z,4195092491,213,0.1,4195092479,56,Center,4195092489,212,19.4,4195092483,140,63.2,4195092487,141,32.7,,,,,,,,,,cma46vvprpduachdlb2ruakx6,V. Gilles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536275,26,61,1,1,26,e5hsx8fzufp57tv4oehbz0qht,0,63.2,32.7,2023-04-16T13:01:45.885Z,2023-04-16T13:14:01Z,4195092549,56,Center,,,,,,,,,,,,,,,,,,,,,,7jux9gpb11yfbl8jj32n0zil1,E. Le Sommer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536327,11,50,1,1,29,bdfjkux9o0vtsdig5zsbhtysq,1,51.1,65.3,2023-04-16T13:01:48.988Z,2023-04-16T13:17:35Z,4195209619,233,182,4195092845,56,Center,4195185459,286,,,,,,,,,,,,,,,,,7l931hwm1tajvf6r717biyw2d,S. Vaysse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534557307,182,7,1,1,29,e5hsx8fzufp57tv4oehbz0qht,1,48.9,34.7,2023-04-16T13:01:48.989Z,2023-04-16T13:17:36Z,4195209559,56,Back,4195209601,233,11,4195209561,285,,,,,,,,,,,,,,,,,7jux9gpb11yfbl8jj32n0zil1,E. Le Sommer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536345,27,49,1,1,29,e5hsx8fzufp57tv4oehbz0qht,1,47.9,32.1,2023-04-16T13:01:49.661Z,2023-04-16T13:17:45Z,,,,,,,,,,,,,,,,,,,,,,,,,7jux9gpb11yfbl8jj32n0zil1,E. Le Sommer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536361,28,1,1,1,30,e5hsx8fzufp57tv4oehbz0qht,1,47.9,32.1,2023-04-16T13:01:49.950Z,2023-04-16T13:17:48Z,4195093001,141,29.7,4195092999,140,39.4,4195093003,212,9.1,4195092997,56,Back,4195093005,213,3.3,,,,,,,,,,7jux9gpb11yfbl8jj32n0zil1,E. Le Sommer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536375,29,1,1,1,30,e5hsx8fzufp57tv4oehbz0qht,0,39.4,29.7,2023-04-16T13:01:50.686Z,2023-04-16T13:01:51Z,4195093085,141,14.7,4195093087,212,19.9,4195093083,140,55.7,4195093089,213,5.7,4195093081,56,Right,,,,,,,,,,cma46vvprpduachdlb2ruakx6,V. Gilles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536421,12,1,1,1,34,bdfjkux9o0vtsdig5zsbhtysq,0,46,83.3,2023-04-16T13:01:53.798Z,2023-04-16T13:01:54Z,4195093349,212,12.3,4195093347,141,80.3,4195093351,213,6.1,4195093345,140,57.6,4195093343,56,Left,,,,,,,,,,cg4yqx0lth6d27oxlgwcuvdn9,L. Fleury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536471,30,1,1,1,34,e5hsx8fzufp57tv4oehbz0qht,1,39,13.7,2023-04-16T13:01:54.477Z,2023-04-16T13:01:56Z,4195093621,56,Back,4195093629,213,1.4,4195093625,141,32.8,4195093623,140,40.7,4195093627,212,13.1,,,,,,,,,,8dfe78e3mslilgxw4efeu295,E. Carpenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536541,31,1,1,1,36,e5hsx8fzufp57tv4oehbz0qht,1,40.5,32.8,2023-04-16T13:01:56.493Z,2023-04-16T13:18:43Z,4195093957,141,58.5,4195093955,140,33.4,4195093961,212,19.0,4195093953,56,Back,4195093965,213,2.0,,,,,,,,,,28yvc8jmyyfavb0hetafjdadx,D. van de Donk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536589,32,1,1,1,38,e5hsx8fzufp57tv4oehbz0qht,0,34.8,63,2023-04-16T13:01:58.525Z,2023-04-16T13:02:00Z,4195094241,213,1.2,4195094233,56,Back,4195094235,140,44.1,4195094237,141,100.0,4195094239,212,27.7,,,,,,,,,,3bo8lbyohd3djey9pbd08fvf9,W. Renard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536645,13,5,1,1,41,bdfjkux9o0vtsdig5zsbhtysq,1,57.6,-1.6,2023-04-16T13:02:00.778Z,2023-04-16T13:23:30Z,4195094499,347,,4195094539,233,33,4195094497,56,Right,,,,,,,,,,,,,,,,8iblvy7aw7kdghvke6s5gisid,A. Butel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536593,33,5,1,1,41,e5hsx8fzufp57tv4oehbz0qht,0,42.4,101.6,2023-04-16T13:02:00.778Z,2023-04-16T13:02:04Z,4195094567,233,13,4195094261,347,,4195094259,56,Back,,,,,,,,,,,,,,,,3bo8lbyohd3djey9pbd08fvf9,W. Renard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536791,14,1,1,1,46,bdfjkux9o0vtsdig5zsbhtysq,1,59.4,0,2023-04-16T13:02:06.727Z,2023-04-16T13:02:11Z,4195095215,107,,4195095217,56,Back,4195095221,141,9.5,4195095225,213,2.6,4195095219,140,46.2,4195095223,212,15.9,,,,,,,dx5okwmzef2p09vgp02i1ucph,J. Soyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536833,15,1,1,1,51,bdfjkux9o0vtsdig5zsbhtysq,1,49.3,7,2023-04-16T13:02:11.484Z,2023-04-16T13:19:55Z,4195095375,213,4.5,4195095367,56,Back,4195095373,212,3.3,4195095369,140,48.6,4195095371,141,2.3,,,,,,,,,,8iblvy7aw7kdghvke6s5gisid,A. Butel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536839,16,1,1,1,53,bdfjkux9o0vtsdig5zsbhtysq,0,48.7,2.2,2023-04-16T13:02:13.035Z,2023-04-16T13:02:14Z,4195095423,213,0.3,4195095541,286,,4195095533,233,34,4195095417,140,50.1,4195095529,236,,4195095419,141,2.8,4195095421,212,1.5,4195095415,56,Right,dx5okwmzef2p09vgp02i1ucph,J. Soyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536853,34,74,1,1,53,e5hsx8fzufp57tv4oehbz0qht,1,52.8,97.2,2023-04-16T13:02:13.036Z,2023-04-16T13:23:37Z,4195095499,56,Left,4195095587,233,16,4195095503,285,,,,,,,,,,,,,,,,,f30p9xqwupzhhiitqubpi79bd,S. Bacha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536875,17,5,1,1,54,bdfjkux9o0vtsdig5zsbhtysq,1,47.8,-1.5,2023-04-16T13:02:14.411Z,2023-04-16T13:02:15Z,4195095621,56,Back,4195095623,347,,4195095723,233,35,,,,,,,,,,,,,,,,dx5okwmzef2p09vgp02i1ucph,J. Soyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536887,35,5,1,1,54,e5hsx8fzufp57tv4oehbz0qht,0,52.2,101.5,2023-04-16T13:02:14.411Z,2023-04-16T13:23:31Z,4195095665,56,Left,4195095667,347,,4195095769,233,17,,,,,,,,,,,,,,,,f30p9xqwupzhhiitqubpi79bd,S. Bacha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534537097,18,1,1,2,3,bdfjkux9o0vtsdig5zsbhtysq,1,52.9,0,2023-04-16T13:02:23.098Z,2023-04-16T13:02:25Z,4195096747,140,55.5,4195096745,56,Right,4195096751,212,6.5,4195096743,107,,4195096749,141,7.6,4195096753,213,1.1,,,,,,,dx5okwmzef2p09vgp02i1ucph,J. Soyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534537119,19,1,1,2,5,bdfjkux9o0vtsdig5zsbhtysq,1,55.5,7.6,2023-04-16T13:02:24.860Z,2023-04-16T13:02:26Z,4195096885,56,Right,4195096893,213,3.7,4195096889,141,3.7,4195096887,140,51.8,4195096891,212,4.7,,,,,,,,,,1ck8f8510t6ei80haqe2vqbpx,G. Thiney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534537129,20,1,1,2,6,bdfjkux9o0vtsdig5zsbhtysq,0,51.8,3.7,2023-04-16T13:02:26.220Z,2023-04-16T13:02:26Z,4195096937,155,,4195096941,140,61.5,4195096945,212,11.9,4195096939,56,Right,4195096947,213,0.5,4195096943,141,12.8,,,,,,,dx5okwmzef2p09vgp02i1ucph,J. Soyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534537197,36,1,1,2,7,e5hsx8fzufp57tv4oehbz0qht,1,39.2,77.6,2023-04-16T13:02:27.325Z,2023-04-16T13:02:29Z,4195097255,213,4.9,4195097243,56,Back,4195097247,140,40.5,4195097241,3,,4195097253,212,6.4,4195097249,141,68.4,,,,,,,pugk29yysi9369f969l2o1qt,A. Majri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534537277,37,1,1,2,9,e5hsx8fzufp57tv4oehbz0qht,1,40.4,68.1,2023-04-16T13:02:29.485Z,2023-04-16T13:02:33Z,4195097589,213,3.4,4195097577,140,33.6,4195097585,212,7.4,4195097573,3,,4195097579,141,65.1,4195097575,56,Back,,,,,,,b9mxbxkxacng270g0cs3w1jh1,D. Marozsán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
