id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,keyPass,qualifier/8/value,qualifier/11/value,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/12/value
2488756137,1,34,16,0,0,86c88s72zckr0kdwv0mu7kn3d,1,0,0,2022-12-03T12:51:50.202Z,2022-12-03T14:08:04Z,3932307413,194,dpyv59tmgrenfals4e16d5lre,3932307405,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3932307415,197,12241,3932307403,30,"1tvu4rv4o96wqjzk836y9bp3p, dpyv59tmgrenfals4e16d5lre, c7ybrnt131jx4z31cfo6bx4a, uspe8sp6q4a5o6kc9n6rnyp6, dvyjggz5eiinhhozhb17s707p, dq65c3jm6mlu3mzug9b0z3ytw, ezhkluh7xo0zv6t8zf5oab0q2, 4rdywd4n4j0cdzfoifpd35ujt, 4jxsimbrhvzfwfc3krnld59wq, aga4leu1tmnv7kibufwr119be, cuy5d1nzj2yd36g3fydirt562, wibn2uli25nw0w4ddbohhnje, 4p2fapncvvibg0l9ungou0tbe, ehxz768zrgon8drwzlso5k0t0, ccz23lbc4iuxsq4tcplzv37ys, 38gaf1qjazayc2lo9wvly9tzo, 2o9qsqvvvl3x6oeacd8iugbv8, dxojafbkfxjskl0ek4nucrnpx",3932307409,130,8,3932307417,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3932307411,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3932307407,59,"1, 22, 3, 15, 5, 4, 7, 8, 6, 10, 19, 9, 13, 14, 17, 18, 21, 30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488756605,1,34,16,0,0,2gmv49xieg3zee2hx0lhcp17u,1,0,0,2022-12-03T12:52:35.451Z,2022-12-03T14:06:36Z,3932309921,59,"16, 14, 3, 10, 27, 29, 23, 8, 7, 6, 9, 1, 2, 11, 18, 20, 22, 26",3932309931,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3932309929,197,9443,3932309927,194,eblfqwhpxhw6775m134ov2e0a,3932309925,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3932309919,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3932309917,30,"dwjgtp47ky7v5as2a2jradihh, 5kg2obqjcypb3d2yt4d4xoo2x, 664ior41q0qf71vnhq0tp1j9x, 5x0qvm5o4qbijkh8r8vs2ys45, 2mo6msido3zv2vk24hed9rs9h, eblfqwhpxhw6775m134ov2e0a, 87fq93e9x1yy4thmeituciycq, 7h91cdyjl0cpxj5lpzdsto3it, ik5uqc55sdiwjjzh28c21byt, bly2raemyl0xp39jiktm4u5sl, 88n7oswbclrfxt277vp6vpgd0, 9214qm6nuq4zwnnvzmugrfutx, eihtktc0tfia1tsqydg7pvil1, e3i1n2mnbwqi33q2t541fjy1g, 6rcnj96do9ermnza1covi9ujt, ah7sbrjt4lz1t4zww2l4sf1ex, cjgr7t23bk1l43hegrkmtslih, 79u53wc88br80qmqpdumqlct0",3932309923,130,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488779489,2,32,1,0,0,86c88s72zckr0kdwv0mu7kn3d,1,0,0,2022-12-03T13:30:43.682Z,2022-12-03T13:30:46Z,3932433179,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488779483,2,32,1,0,0,2gmv49xieg3zee2hx0lhcp17u,1,0,0,2022-12-03T13:30:43.682Z,2022-12-03T13:30:43Z,3932433151,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488779519,3,1,1,0,0,2gmv49xieg3zee2hx0lhcp17u,1,49.9,50,2022-12-03T13:30:43.782Z,2022-12-03T13:30:46Z,3932433363,140,38.1,3932433359,56,Back,3932433373,213,2.9,3932433365,141,54.0,3932433377,279,S,3932433369,212,12.7,,,,,,,88n7oswbclrfxt277vp6vpgd0,Kelsey Araújo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488779527,4,1,1,0,2,2gmv49xieg3zee2hx0lhcp17u,0,39.9,52.4,2022-12-03T13:30:46.311Z,2022-12-03T13:30:47Z,3932433419,141,82.9,3932433423,213,0.8,3932433417,140,60.5,3932433415,56,Left,3932433421,212,30.0,3932433413,155,,,,,,,,7h91cdyjl0cpxj5lpzdsto3it,S. Elisor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488779573,3,8,1,0,5,86c88s72zckr0kdwv0mu7kn3d,1,35.9,8.6,2022-12-03T13:30:48.716Z,2022-12-03T13:30:55Z,3932433613,56,Back,3932433867,15,,,,,,,,,,,,,,,,,,,,dpyv59tmgrenfals4e16d5lre,M. Doucouré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488779619,5,1,1,0,10,2gmv49xieg3zee2hx0lhcp17u,0,31.8,91.4,2022-12-03T13:30:54.294Z,2022-12-03T13:30:55Z,3932433907,213,0.2,3932433899,56,Left,3932433903,141,100.0,3932433905,212,32.2,3932433901,140,61.7,3932433897,155,,3932433909,1,,,,,664ior41q0qf71vnhq0tp1j9x,F. Hoarau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488779625,4,5,1,0,11,86c88s72zckr0kdwv0mu7kn3d,1,41,-1.6,2022-12-03T13:30:55.659Z,2022-12-03T13:38:14Z,3932433941,233,6,3932433927,56,Back,3932433929,347,,,,,,,,,,,,,,,,,dpyv59tmgrenfals4e16d5lre,M. Doucouré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488779621,6,5,1,0,11,2gmv49xieg3zee2hx0lhcp17u,0,59,101.6,2022-12-03T13:30:55.659Z,2022-12-03T13:30:57Z,3932433911,56,Left,3932433913,347,,3932433957,233,4,,,,,,,,,,,,,,,,664ior41q0qf71vnhq0tp1j9x,F. Hoarau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
