id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/15/value,assist
2479315665,1,34,16,0,0,e5hsx8fzufp57tv4oehbz0qht,1,0,0,2022-10-30T11:01:48.200Z,2022-10-30T11:36:16Z,3882855193,59,"1, 18, 5, 6, 21, 3, 17, 26, 24, 20, 28, 23, 25, 27, 31, 19, 33, 40",3882855203,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3882855197,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3882855195,130,4,3882855191,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3882855201,197,4764,3882855199,194,3bo8lbyohd3djey9pbd08fvf9,3882855189,30,"8f25wup5nyqxwx27pmtxth51x, el2jrhon9i915qbjdgi96uru2, 3x6baiktcpcjxxh258a5uebpx, 3c765kc3b4cmgie0qf84jh1hx, cma46vvprpduachdlb2ruakx6, 3bo8lbyohd3djey9pbd08fvf9, 28yvc8jmyyfavb0hetafjdadx, 6ywkny98b9qzuvhqxwn9l0ogl, 2fg7mgljmrqedc61uiff36ytx, 3gu9gaz6w7eq79qnaqj3b7jdh, ct4fyrkcvk3i01xiz1wpsyuw9, 15ueea8j21zale5d23rifkct1, e92r83de4v94lcbngexwe2oes, 41gek0vcr4hcrc5hg6zk4am3u, eps1e3sedewu4dfqnpbrpyuxg, 8jc8ndxlodfrhxxao3k1fknbo, m96c1byb0kjy9fpom49bvdp0, 2mgpfhn8c4e7gt4oce452j7x1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479316883,1,34,16,0,0,97jxqfbi28yoeedjbbw5xqhyi,1,0,0,2022-10-30T11:04:10.558Z,2022-10-30T12:01:22Z,3882860945,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3882860943,197,10999,3882860941,194,akldj20vfqfopuvurujsgtsd1,3882860937,130,8,3882860935,59,"1, 12, 7, 10, 25, 4, 13, 21, 22, 8, 27, 2, 9, 15, 16, 18, 19, 29",3882860933,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3882860939,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3882860931,30,"7ei82jx0voz3m7g64d9ewmggl, 7mehuya25b282lf1aqllzc3px, ejzz3wi6gxujl6idun7k9wmvp, akldj20vfqfopuvurujsgtsd1, 3taxlkn9lb7otwvgbx9gyo82x, cf88cbpwlbfw6ampeklh3kcbu, 1jlc387u7fdpnnus9nlsb179w, 8lqbmqjrc7ikjm0me2fsdej11, 63atfboq056luh7gzplxooyui, 3o1we6pb4axflmhkn1r0b01xx, 996uvthtn0ho4doic5mcty6z9, arw9e50in9zw8e9eoul9x8rje, 8ls23zdsn7vn3bsx8o3gzwrh0, ctcrlz7c9s8wibhvt47dy6hw4, 6lv8fv1zdz9wt9l485nmz9otl, 11249ix42zyb89ipxrymbb2tw, et3yygjf96h7sgd43lb5t1yj8, 9k44thez31exd8pbq7i5wdbs9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479340867,2,32,1,0,0,97jxqfbi28yoeedjbbw5xqhyi,1,0,0,2022-10-30T11:45:20.393Z,2022-10-30T11:45:20Z,3882981319,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479340879,2,32,1,0,0,e5hsx8fzufp57tv4oehbz0qht,1,0,0,2022-10-30T11:45:20.393Z,2022-10-30T11:45:22Z,3882981357,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479340887,3,1,1,0,0,e5hsx8fzufp57tv4oehbz0qht,1,49.7,50.5,2022-10-30T11:45:20.493Z,2022-10-30T11:46:01Z,3882981395,140,43.0,3882981397,141,56.3,3882981393,56,Back,3882981401,213,2.6,3882981399,212,8.1,3882981403,279,S,,,,,,,2fg7mgljmrqedc61uiff36ytx,S. Bruun,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479340965,4,1,1,0,2,e5hsx8fzufp57tv4oehbz0qht,1,43.4,52.4,2022-10-30T11:45:23.264Z,2022-10-30T11:45:27Z,3882981763,213,4.3,3882981761,212,31.7,3882981759,141,10.3,3882981757,140,30.4,3882981755,56,Back,,,,,,,,,,3c765kc3b4cmgie0qf84jh1hx,A. Henry,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479341023,5,1,1,0,7,e5hsx8fzufp57tv4oehbz0qht,1,32.8,9.7,2022-10-30T11:45:27.496Z,2022-10-30T11:45:31Z,3882982005,56,Back,3882982007,140,21.5,3882982013,212,17.6,3882982017,213,2.3,3882982009,141,28.9,,,,,,,,,,el2jrhon9i915qbjdgi96uru2,A. Sombath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479341065,6,1,1,0,10,e5hsx8fzufp57tv4oehbz0qht,1,22.8,32.5,2022-10-30T11:45:31.353Z,2022-10-30T11:45:34Z,3882982243,140,24.4,3882982251,212,25.6,3882982247,141,70.0,3882982241,56,Back,3882982255,213,1.5,,,,,,,,,,cma46vvprpduachdlb2ruakx6,V. Gilles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479341111,7,1,1,0,14,e5hsx8fzufp57tv4oehbz0qht,1,36.2,80.2,2022-10-30T11:45:34.760Z,2022-10-30T11:45:37Z,3882982469,141,97.7,3882982465,56,Left,3882982467,140,53.3,3882982475,213,0.6,3882982471,212,21.5,,,,,,,,,,3bo8lbyohd3djey9pbd08fvf9,W. Renard,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479341127,8,1,1,0,17,e5hsx8fzufp57tv4oehbz0qht,0,53.3,97.7,2022-10-30T11:45:37.609Z,2022-10-30T11:45:39Z,3882982541,141,95.4,3882982539,140,64.1,3882982537,56,Left,3882982545,213,6.1,3882982543,212,11.4,,,,,,,,,,3x6baiktcpcjxxh258a5uebpx,P. Morroni,,,,,,,,,,,,,,,,,,,,,,,,,,,,
