id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist
2487633855,1,34,16,0,0,97jxqfbi28yoeedjbbw5xqhyi,1,0,0,2022-11-25T19:25:35.963Z,2022-11-25T20:02:05Z,3926372041,59,"1, 12, 7, 10, 25, 4, 27, 21, 22, 8, 9, 2, 17, 19, 20, 30, 29, 13",3926372049,197,8452,3926372039,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3926372043,130,5,3926372045,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3926372051,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3926372047,194,akldj20vfqfopuvurujsgtsd1,3926372037,30,"7ei82jx0voz3m7g64d9ewmggl, 7mehuya25b282lf1aqllzc3px, ejzz3wi6gxujl6idun7k9wmvp, akldj20vfqfopuvurujsgtsd1, 3taxlkn9lb7otwvgbx9gyo82x, cf88cbpwlbfw6ampeklh3kcbu, 996uvthtn0ho4doic5mcty6z9, 8lqbmqjrc7ikjm0me2fsdej11, 63atfboq056luh7gzplxooyui, 3o1we6pb4axflmhkn1r0b01xx, 8ls23zdsn7vn3bsx8o3gzwrh0, arw9e50in9zw8e9eoul9x8rje, 53h7svpak7gxkotf27l15ibpx, et3yygjf96h7sgd43lb5t1yj8, 552lzdgzrbb27bech7ow3v9hx, 2zxnm6bkhkjolx1esz593wk45, 9k44thez31exd8pbq7i5wdbs9, 1jlc387u7fdpnnus9nlsb179w",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487634977,1,34,16,0,0,86c88s72zckr0kdwv0mu7kn3d,1,0,0,2022-11-25T19:32:30.640Z,2022-11-25T21:03:40Z,3926378525,194,dpyv59tmgrenfals4e16d5lre,3926378523,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3926378529,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3926378521,130,8,3926378517,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3926378519,59,"1, 22, 3, 14, 5, 4, 13, 9, 19, 6, 7, 8, 10, 11, 15, 17, 21, 30",3926378527,197,8447,3926378515,30,"1tvu4rv4o96wqjzk836y9bp3p, dpyv59tmgrenfals4e16d5lre, c7ybrnt131jx4z31cfo6bx4a, ehxz768zrgon8drwzlso5k0t0, dvyjggz5eiinhhozhb17s707p, dq65c3jm6mlu3mzug9b0z3ytw, 4p2fapncvvibg0l9ungou0tbe, wibn2uli25nw0w4ddbohhnje, cuy5d1nzj2yd36g3fydirt562, 4jxsimbrhvzfwfc3krnld59wq, ezhkluh7xo0zv6t8zf5oab0q2, 4rdywd4n4j0cdzfoifpd35ujt, aga4leu1tmnv7kibufwr119be, aezrukbmz28x3b11eq9c5m0ru, uspe8sp6q4a5o6kc9n6rnyp6, ccz23lbc4iuxsq4tcplzv37ys, 2o9qsqvvvl3x6oeacd8iugbv8, dxojafbkfxjskl0ek4nucrnpx",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487638683,2,32,1,0,0,86c88s72zckr0kdwv0mu7kn3d,1,0,0,2022-11-25T20:00:20.842Z,2022-11-25T20:03:10Z,3926396515,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487638673,2,32,1,0,0,97jxqfbi28yoeedjbbw5xqhyi,1,0,0,2022-11-25T20:00:20.842Z,2022-11-25T20:02:57Z,3926396469,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487647403,383,1,1,0,0,97jxqfbi28yoeedjbbw5xqhyi,1,50.1,50,2022-11-25T20:00:20.942Z,2022-11-25T20:51:36Z,3926443917,212,16.2,3926443921,279,S,3926443915,141,43.1,3926443913,140,35.3,3926443919,213,3.4,3926443911,56,Back,,,,,,,63atfboq056luh7gzplxooyui,O. Fulutudilu,,,,,,,,,,,,,,,,,,,,,,,,,,
2487647423,384,1,1,0,2,97jxqfbi28yoeedjbbw5xqhyi,1,36.2,39.8,2022-11-25T20:00:22.842Z,2022-11-25T20:51:59Z,3926444029,212,21.4,3926444031,213,4.5,3926444025,140,32.5,3926444027,141,8.8,3926444023,56,Back,,,,,,,,,,akldj20vfqfopuvurujsgtsd1,L. Le Garrec,,,,,,,,,,,,,,,,,,,,,,,,,,
2487647437,385,1,1,0,5,97jxqfbi28yoeedjbbw5xqhyi,1,33,11.4,2022-11-25T20:00:25.842Z,2022-11-25T20:52:14Z,3926444121,140,20.6,3926444125,212,19.2,3926444123,141,32.1,3926444119,56,Back,3926444127,213,2.3,,,,,,,,,,7mehuya25b282lf1aqllzc3px,C. Meffometou,,,,,,,,,,,,,,,,,,,,,,,,,,
2487647441,386,1,1,0,8,97jxqfbi28yoeedjbbw5xqhyi,1,24.6,38,2022-11-25T20:00:28.842Z,2022-11-25T20:52:26Z,3926444157,56,Back,3926444161,141,71.8,3926444163,212,23.1,3926444159,140,22.7,3926444165,213,1.7,,,,,,,,,,3taxlkn9lb7otwvgbx9gyo82x,J. Piga,,,,,,,,,,,,,,,,,,,,,,,,,,
2487647445,387,1,1,0,10,97jxqfbi28yoeedjbbw5xqhyi,1,27.6,73.3,2022-11-25T20:00:30.842Z,2022-11-25T20:52:36Z,3926444203,212,21.4,3926444205,213,4.9,3926444197,56,Back,3926444201,141,42.1,3926444199,140,30.6,,,,,,,,,,cf88cbpwlbfw6ampeklh3kcbu,C. Swaby,,,,,,,,,,,,,,,,,,,,,,,,,,
2487647447,388,1,1,0,13,97jxqfbi28yoeedjbbw5xqhyi,1,33.6,40.9,2022-11-25T20:00:33.842Z,2022-11-25T20:52:46Z,3926444227,140,37.0,3926444225,56,Back,3926444231,212,22.9,3926444229,141,74.1,3926444233,213,1.4,,,,,,,,,,3taxlkn9lb7otwvgbx9gyo82x,J. Piga,,,,,,,,,,,,,,,,,,,,,,,,,,
