id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/14/value
2481628137,6,49,1,0,52,ad9ip2f3tijbv4nqaayyqqkee,1,13.5,86.2,2022-11-05T12:31:09.211Z,2022-11-05T12:32:37Z,,,,,,,,,,,,,,,,,,,,,,,,,77eg5tabeeeyays2pilyq5jo5,S. Bouhaddi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481628191,7,1,1,0,54,ad9ip2f3tijbv4nqaayyqqkee,1,14.6,88.7,2022-11-05T12:31:11.290Z,2022-11-05T12:32:38Z,3894969609,140,21.2,3894969615,213,5.6,3894969611,141,80.8,3894969613,212,8.8,3894969607,56,Back,,,,,,,,,,77eg5tabeeeyays2pilyq5jo5,S. Bouhaddi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481628253,8,1,1,0,57,ad9ip2f3tijbv4nqaayyqqkee,1,23.1,77.5,2022-11-05T12:31:13.834Z,2022-11-05T12:31:19Z,3894969967,56,Back,3894969981,213,5.0,3894969973,141,42.4,3894969977,212,24.6,3894969969,140,28.8,,,,,,,,,,d7ajth6q3ebg8yrf65uqc8xrd,É. De Almeida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481628265,9,1,1,1,3,ad9ip2f3tijbv4nqaayyqqkee,1,33.8,35.8,2022-11-05T12:31:19.834Z,2022-11-05T12:31:20Z,3894970027,141,18.0,3894970023,56,Back,3894970031,213,4.4,3894970025,140,30.2,3894970029,212,12.7,,,,,,,,,,ehmzgi988h8g6rgekp3qivkr9,A. Lawrence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481628295,10,1,1,1,4,ad9ip2f3tijbv4nqaayyqqkee,1,31.2,18.5,2022-11-05T12:31:20.811Z,2022-11-05T12:31:22Z,3894970185,140,49.5,3894970189,212,19.6,3894970191,213,6.1,3894970183,56,Back,3894970187,141,12.5,,,,,,,,,,dz2s92nqmnrw691jia8e6phw5,A. Ilestedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481628303,11,1,1,1,6,ad9ip2f3tijbv4nqaayyqqkee,1,50.2,12.8,2022-11-05T12:31:22.571Z,2022-11-05T12:31:23Z,3894970237,212,6.9,3894970233,140,48.2,3894970235,141,22.5,3894970231,56,Back,3894970239,213,1.9,,,,,,,,,,ehmzgi988h8g6rgekp3qivkr9,A. Lawrence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481628309,12,50,1,1,7,ad9ip2f3tijbv4nqaayyqqkee,1,43.8,20.6,2022-11-05T12:31:23.723Z,2022-11-05T12:31:26Z,3894970275,56,Back,3894970381,233,6,3894970277,286,,,,,,,,,,,,,,,,,1j5u2majmm2vnsgxscl9kjzyt,G. Geyoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481628329,6,7,1,1,7,2w4xxgpg4t4h5b3yl74egastz,0,56.2,79.4,2022-11-05T12:31:23.724Z,2022-11-05T12:31:25Z,3894970375,233,12,3894970365,56,Left,3894970367,285,,,,,,,,,,,,,,,,,ao9cgwud5le6r07itko3j4y51,C. Boureille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481628367,13,1,1,1,11,ad9ip2f3tijbv4nqaayyqqkee,1,39.2,20.4,2022-11-05T12:31:27.387Z,2022-11-05T12:31:29Z,3894970543,141,25.6,3894970547,213,2.9,3894970545,212,15.0,3894970539,56,Back,3894970541,140,25.3,,,,,,,,,,1j5u2majmm2vnsgxscl9kjzyt,G. Geyoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481628397,14,1,1,1,12,ad9ip2f3tijbv4nqaayyqqkee,1,25.3,25.8,2022-11-05T12:31:29.051Z,2022-11-05T12:31:32Z,3894970663,213,1.7,3894970661,212,10.7,3894970657,140,24.3,3894970655,56,Back,3894970659,141,41.5,,,,,,,,,,dz2s92nqmnrw691jia8e6phw5,A. Ilestedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481628451,15,1,1,1,15,ad9ip2f3tijbv4nqaayyqqkee,1,27.2,48.5,2022-11-05T12:31:32.314Z,2022-11-05T12:32:40Z,3894970871,212,16.7,3894970873,213,5.0,3894970867,140,31.5,3894970865,56,Back,3894970869,141,24.9,,,,,,,,,,77eg5tabeeeyays2pilyq5jo5,S. Bouhaddi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481628529,16,1,1,1,20,ad9ip2f3tijbv4nqaayyqqkee,1,39.4,12.2,2022-11-05T12:31:36.571Z,2022-11-05T12:31:42Z,3894971295,212,29.3,3894971291,140,67.3,3894971293,141,13.4,3894971297,213,0.0,3894971289,56,Right,,,,,,,,,,eihksc6tdooqw7ref4nt520a,O. Jean-François,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481628619,18,1,1,1,23,ad9ip2f3tijbv4nqaayyqqkee,1,68.4,12.9,2022-11-05T12:31:40.019Z,2022-11-05T12:31:50Z,3894971663,212,11.3,3894971665,213,3.1,3894971661,141,12.9,3894971657,56,Right,3894971659,140,57.6,,,,,,,,,,dm9vc2mqtbb982sx6kkd992ax,S. Baltimore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481628531,17,50,1,1,25,ad9ip2f3tijbv4nqaayyqqkee,1,56.6,9.9,2022-11-05T12:31:41.714Z,2022-11-05T12:31:47Z,3894971301,56,Right,3894971305,286,,3894971507,233,7,,,,,,,,,,,,,,,,ehmzgi988h8g6rgekp3qivkr9,A. Lawrence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481628569,7,7,1,1,25,2w4xxgpg4t4h5b3yl74egastz,1,43.4,90.1,2022-11-05T12:31:41.715Z,2022-11-05T12:31:46Z,3894971481,233,17,3894971459,285,,3894971457,56,Back,,,,,,,,,,,,,,,,ao9cgwud5le6r07itko3j4y51,C. Boureille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481628577,8,49,1,1,29,2w4xxgpg4t4h5b3yl74egastz,1,62.9,91.8,2022-11-05T12:31:46.114Z,2022-11-05T12:31:46Z,,,,,,,,,,,,,,,,,,,,,,,,,2by52fw1zojghjkbe3cj1yjmd,D. Škorvánková,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481628587,9,1,1,1,30,2w4xxgpg4t4h5b3yl74egastz,0,62.9,91.8,2022-11-05T12:31:46.419Z,2022-11-05T12:31:47Z,3894971519,141,61.2,3894971515,56,Center,3894971521,212,22.5,3894971517,140,71.1,3894971523,213,5.1,,,,,,,,,,2by52fw1zojghjkbe3cj1yjmd,D. Škorvánková,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481628645,19,49,1,1,35,ad9ip2f3tijbv4nqaayyqqkee,1,41.4,47.2,2022-11-05T12:31:51.435Z,2022-11-05T12:31:51Z,,,,,,,,,,,,,,,,,,,,,,,,,eihksc6tdooqw7ref4nt520a,O. Jean-François,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481628723,20,1,1,1,35,ad9ip2f3tijbv4nqaayyqqkee,1,39.6,47.2,2022-11-05T12:31:51.676Z,2022-11-05T12:31:57Z,3894972167,212,15.9,3894972163,140,50.2,3894972169,213,0.8,3894972165,141,64.0,3894972161,56,Center,,,,,,,,,,eihksc6tdooqw7ref4nt520a,O. Jean-François,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481628735,21,1,1,1,41,ad9ip2f3tijbv4nqaayyqqkee,1,51.6,62.6,2022-11-05T12:31:57.563Z,2022-11-05T12:31:58Z,3894972245,213,3.4,3894972239,140,42.0,3894972241,141,59.1,3894972237,56,Back,3894972243,212,10.4,,,,,,,,,,c7yhj2xdx8l773wfswykl9hat,R. Bachmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481628733,10,43,1,1,41,2w4xxgpg4t4h5b3yl74egastz,1,0,0,2022-11-05T12:31:57.794Z,2022-11-05T12:33:00Z,3894972227,56,Center,3894972233,212,3.0,3894976123,144,1,3894972229,140,51.2,3894972235,213,3.6,3894972231,141,32.7,,,,,,,4lj04oct1utmn4skdpqmnfn8q,C. Blanc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481628753,22,1,1,1,42,ad9ip2f3tijbv4nqaayyqqkee,1,39.3,63.3,2022-11-05T12:31:58.539Z,2022-11-05T12:31:59Z,3894972333,212,13.4,3894972335,213,1.2,3894972331,141,81.8,3894972329,140,43.8,3894972327,56,Back,,,,,,,,,,eihksc6tdooqw7ref4nt520a,O. Jean-François,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481628783,23,1,1,1,43,ad9ip2f3tijbv4nqaayyqqkee,1,43.9,84.1,2022-11-05T12:31:59.754Z,2022-11-05T12:32:02Z,3894972509,212,8.8,3894972511,213,1.3,3894972505,140,46.2,3894972503,56,Back,3894972507,141,96.5,,,,,,,,,,53okfybfibe34k6hm6qzm9591,K. Hamraoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481628803,24,1,1,1,45,ad9ip2f3tijbv4nqaayyqqkee,1,44.2,95.3,2022-11-05T12:32:02.203Z,2022-11-05T12:32:03Z,3894972569,56,Back,3894972571,140,36.1,3894972575,212,9.6,3894972577,213,3.6,3894972573,141,88.6,,,,,,,,,,7add1fkvvxb1v573fobgh1ryt,S. Karchaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481628843,25,1,1,1,46,ad9ip2f3tijbv4nqaayyqqkee,1,36.6,89.1,2022-11-05T12:32:02.971Z,2022-11-05T12:32:06Z,3894972813,212,4.4,3894972807,56,Back,3894972811,141,93.0,3894972815,213,0.6,3894972809,140,40.0,,,,,,,,,,53okfybfibe34k6hm6qzm9591,K. Hamraoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481628895,26,1,1,1,49,ad9ip2f3tijbv4nqaayyqqkee,1,36.6,88.7,2022-11-05T12:32:06.106Z,2022-11-05T12:32:10Z,3894973081,212,14.9,3894973083,213,3.7,3894973075,56,Back,3894973079,141,77.5,3894973077,140,24.4,,,,,,,,,,7add1fkvvxb1v573fobgh1ryt,S. Karchaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481628945,27,1,1,1,53,ad9ip2f3tijbv4nqaayyqqkee,1,22.5,69.3,2022-11-05T12:32:09.915Z,2022-11-05T12:32:12Z,3894973301,140,24.3,3894973305,212,22.0,3894973303,141,37.0,3894973307,213,4.8,3894973299,56,Back,,,,,,,,,,d7ajth6q3ebg8yrf65uqc8xrd,É. De Almeida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481628999,28,1,1,1,56,ad9ip2f3tijbv4nqaayyqqkee,1,26.9,30.3,2022-11-05T12:32:12.587Z,2022-11-05T12:32:15Z,3894973619,212,16.9,3894973611,56,Back,3894973621,213,5.9,3894973615,140,41.5,3894973617,141,20.0,,,,,,,,,,dz2s92nqmnrw691jia8e6phw5,A. Ilestedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481629033,29,1,1,1,59,ad9ip2f3tijbv4nqaayyqqkee,1,42.2,23.3,2022-11-05T12:32:15.819Z,2022-11-05T12:32:18Z,3894973757,212,7.6,3894973761,213,1.8,3894973747,56,Back,3894973749,140,40.8,3894973753,141,34.2,,,,,,,,,,dm9vc2mqtbb982sx6kkd992ax,S. Baltimore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481629037,30,1,1,2,1,ad9ip2f3tijbv4nqaayyqqkee,0,42.3,31.8,2022-11-05T12:32:18.315Z,2022-11-05T12:32:18Z,3894973789,213,6.0,3894973785,212,14.9,3894973781,141,26.7,3894973777,56,Center,3894973779,140,56.1,,,,,,,,,,eihksc6tdooqw7ref4nt520a,O. Jean-François,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481629053,11,61,1,2,3,2w4xxgpg4t4h5b3yl74egastz,1,40,67.5,2022-11-05T12:32:19.459Z,2022-11-05T12:32:19Z,3894973831,56,Back,,,,,,,,,,,,,,,,,,,,,,ao9cgwud5le6r07itko3j4y51,C. Boureille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481629083,12,49,1,2,5,2w4xxgpg4t4h5b3yl74egastz,1,45.4,72,2022-11-05T12:32:22.051Z,2022-11-05T12:32:22Z,,,,,,,,,,,,,,,,,,,,,,,,,2by52fw1zojghjkbe3cj1yjmd,D. Škorvánková,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481629091,13,1,1,2,5,2w4xxgpg4t4h5b3yl74egastz,1,45.4,72,2022-11-05T12:32:22.226Z,2022-11-05T12:32:23Z,3894973991,141,64.3,3894973995,213,4.2,3894973987,56,Back,3894973989,140,42.3,3894973993,212,6.2,,,,,,,,,,2by52fw1zojghjkbe3cj1yjmd,D. Škorvánková,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481629109,14,1,1,2,6,2w4xxgpg4t4h5b3yl74egastz,1,42.3,64.3,2022-11-05T12:32:23.138Z,2022-11-05T12:32:24Z,3894974075,212,15.3,3894974071,140,29.6,3894974069,56,Back,3894974073,141,75.4,3894974077,213,2.6,,,,,,,,,,ao9cgwud5le6r07itko3j4y51,C. Boureille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481629139,15,1,1,2,7,2w4xxgpg4t4h5b3yl74egastz,1,29.6,75.7,2022-11-05T12:32:24.018Z,2022-11-05T12:32:27Z,3894974277,140,31.7,3894974275,56,Back,3894974279,141,23.1,3894974283,213,4.8,3894974281,212,35.8,3894974285,1,,,,,,,,cwudro7behcx3pta4l4na4a5m,I. Belloumou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481629237,16,1,1,2,11,2w4xxgpg4t4h5b3yl74egastz,1,32.2,18.8,2022-11-05T12:32:27.810Z,2022-11-05T12:32:35Z,3894974713,213,0.3,3894974707,140,43.8,3894974711,212,13.0,3894974709,141,25.3,3894974705,56,Back,,,,,,,,,,1iy47sqcjh4x0w7bvvno90xxx,F. Robert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481629243,17,1,1,2,19,2w4xxgpg4t4h5b3yl74egastz,0,39.7,17.7,2022-11-05T12:32:35.730Z,2022-11-05T12:32:36Z,3894974739,213,4.6,3894974731,56,Back,3894974735,141,0.0,3894974737,212,13.4,3894974733,140,38.7,,,,,,,,,,ao9cgwud5le6r07itko3j4y51,C. Boureille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481629245,18,5,1,2,19,2w4xxgpg4t4h5b3yl74egastz,0,39,-1.7,2022-11-05T12:32:35.733Z,2022-11-05T12:39:01Z,3894974809,233,31,3894974743,347,,3894974741,56,Back,,,,,,,,,,,,,,,,ao9cgwud5le6r07itko3j4y51,C. Boureille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481629197,31,5,1,2,19,ad9ip2f3tijbv4nqaayyqqkee,1,61,101.7,2022-11-05T12:32:35.733Z,2022-11-05T12:32:48Z,3894974757,233,18,3894974555,56,Left,3894974557,347,,,,,,,,,,,,,,,,,7add1fkvvxb1v573fobgh1ryt,S. Karchaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481629307,32,1,1,2,21,ad9ip2f3tijbv4nqaayyqqkee,1,60.6,100,2022-11-05T12:32:38.108Z,2022-11-05T12:32:40Z,3894975035,107,,3894975039,140,37.1,3894975047,1,,3894975045,213,3.4,3894975041,141,91.4,3894975043,212,25.6,3894975037,56,Back,,,,7add1fkvvxb1v573fobgh1ryt,S. Karchaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481629373,33,1,1,2,24,ad9ip2f3tijbv4nqaayyqqkee,1,36.6,90.9,2022-11-05T12:32:40.459Z,2022-11-05T12:32:45Z,3894975291,140,35.9,3894975295,212,17.3,3894975289,56,Back,3894975293,141,65.5,3894975297,213,4.7,,,,,,,,,,d7ajth6q3ebg8yrf65uqc8xrd,É. De Almeida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481629393,34,1,1,2,29,ad9ip2f3tijbv4nqaayyqqkee,1,41.1,53.7,2022-11-05T12:32:45.355Z,2022-11-05T12:32:47Z,3894975379,212,14.6,3894975375,140,55.0,3894975377,141,53.6,3894975373,56,Center,3894975381,213,6.3,,,,,,,,,,dz2s92nqmnrw691jia8e6phw5,A. Ilestedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481629439,35,1,1,2,31,ad9ip2f3tijbv4nqaayyqqkee,1,55,53.6,2022-11-05T12:32:47.484Z,2022-11-05T12:32:52Z,3894975629,140,50.9,3894975631,141,24.3,3894975635,213,4.5,3894975633,212,20.4,3894975627,56,Center,,,,,,,,,,dp5zny5ls8ys3ml75himru4et,K. Diani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481629465,36,1,1,2,36,ad9ip2f3tijbv4nqaayyqqkee,1,51.9,25.3,2022-11-05T12:32:52.459Z,2022-11-05T12:32:54Z,3894975727,56,Back,3894975733,212,19.1,3894975729,140,35.4,3894975731,141,37.0,3894975735,213,2.7,,,,,,,,,,ehmzgi988h8g6rgekp3qivkr9,A. Lawrence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481629493,37,1,1,2,38,ad9ip2f3tijbv4nqaayyqqkee,1,32.7,36.6,2022-11-05T12:32:54.635Z,2022-11-05T12:32:56Z,3894975837,56,Back,3894975843,212,10.2,3894975845,213,0.4,3894975839,140,41.7,3894975841,141,42.4,,,,,,,,,,dz2s92nqmnrw691jia8e6phw5,A. Ilestedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481629525,38,1,1,2,40,ad9ip2f3tijbv4nqaayyqqkee,1,42.5,41.2,2022-11-05T12:32:56.827Z,2022-11-05T12:32:59Z,3894976081,213,3.4,3894976073,56,Back,3894976077,141,37.0,3894976075,140,31.7,3894976079,212,11.7,,,,,,,,,,eihksc6tdooqw7ref4nt520a,O. Jean-François,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481629565,39,1,1,2,42,ad9ip2f3tijbv4nqaayyqqkee,1,37,39.1,2022-11-05T12:32:58.925Z,2022-11-05T12:33:04Z,3894976307,56,Back,3894976313,212,20.2,3894976315,213,1.5,3894976309,140,38.6,3894976311,141,68.7,,,,,,,,,,dz2s92nqmnrw691jia8e6phw5,A. Ilestedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481629579,40,1,1,2,47,ad9ip2f3tijbv4nqaayyqqkee,1,52.5,77.2,2022-11-05T12:33:03.963Z,2022-11-05T12:33:05Z,3894976389,141,79.6,3894976385,56,Left,3894976387,140,60.2,3894976391,212,8.2,3894976393,213,0.2,,,,,,,,,,d7ajth6q3ebg8yrf65uqc8xrd,É. De Almeida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
