id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/12/value,qualifier/14/value,qualifier/16/value,qualifier/17/value
2534401749,1,34,16,0,0,ad9ip2f3tijbv4nqaayyqqkee,1,0,0,2023-04-16T10:12:19.396Z,2023-04-16T10:31:24Z,4194417027,30,"e7y7c4srymaidxozrurjct71l, ehmzgi988h8g6rgekp3qivkr9, 7add1fkvvxb1v573fobgh1ryt, 53okfybfibe34k6hm6qzm9591, eihksc6tdooqw7ref4nt520a, d7ajth6q3ebg8yrf65uqc8xrd, i7sspvpbb1b1ioeijx1wcx04, 1j5u2majmm2vnsgxscl9kjzyt, 3jdjaxxmie7gxyn1lhkh9p2ad, dm9vc2mqtbb982sx6kkd992ax, c7yhj2xdx8l773wfswykl9hat, 1gnms5n3jetky1njccmauh785, 1s08dn7n3b5ctyion3u61hisq, ayu3raszdeuo9vif7i2nfl7md, 7oxif0j9hg9lpvrmqj8ocdnmd, 1ps0l5kcm7pfv34szf08j9h7u, cbof4imvfsi6vgd0zpq7ynx90, 77eg5tabeeeyays2pilyq5jo5",4194417039,197,14711,4194417033,130,4,4194417041,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4194417035,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4194417031,59,"16, 12, 7, 14, 6, 5, 2, 8, 20, 21, 10, 17, 18, 22, 26, 29, 34, 50",4194417029,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4194417037,194,1j5u2majmm2vnsgxscl9kjzyt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534409579,1,34,16,0,0,drnln5nhp7dqype6j3upkoiqp,1,0,0,2023-04-16T10:25:04.459Z,2023-04-16T12:17:32Z,4194450751,197,9258,4194450747,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4194450741,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4194450749,194,jbxmumw5e6sad0zo1hljqnl5,4194450753,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4194450739,30,"3dfjmvoka2j9pw4s7z7vac0r9, 5d6w6h4s9rfioy07y1rqrmgyy, 24w5egwdnqme3z091t0e71c2y, 3vpsxb6kzdffwgumf9mfcmms5, 7gisthugglsa8l3wah7gw2klx, eafhhlki76tgbbrwgeof4spyi, 2k7qjez21ghq91378ecc585w5, 1eo54huy053pgofiws2n36s16, 3nahmpoi0glxeu95ip8hx8odm, jbxmumw5e6sad0zo1hljqnl5, 5vvgnuyaxp4x7hvzmgkku3pm2, 3h1cw632st7suexo3fo6aremt, c59ms3k7ezd0x0qgmmq734lqs, 7alrgsdv6ycykqgigqizax39x, 69myhtj81ne76e2j247op1qms, 5689ghiqnts8d1mvwr6unjm6s, cnlp3hbnk2m2e8hizbniyc6j8, osvwpq7pwiy2ixjqcpkp3rbo",4194450745,130,5,4194450743,59,"16, 17, 13, 7, 8, 19, 20, 23, 11, 9, 14, 1, 5, 25, 33, 34, 35, 26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534412863,2,32,1,0,0,drnln5nhp7dqype6j3upkoiqp,1,0,0,2023-04-16T10:30:18.405Z,2023-04-16T10:30:19Z,4194465559,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534412849,2,32,1,0,0,ad9ip2f3tijbv4nqaayyqqkee,1,0,0,2023-04-16T10:30:18.405Z,2023-04-16T10:30:18Z,4194465491,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534412879,3,1,1,0,0,ad9ip2f3tijbv4nqaayyqqkee,1,49.8,50,2023-04-16T10:30:18.505Z,2023-04-16T10:30:22Z,4194465613,56,Back,4194465619,212,18.7,4194465621,213,2.5,4194465615,140,35.6,4194465623,279,S,4194465617,141,66.7,,,,,,,3jdjaxxmie7gxyn1lhkh9p2ad,A. Vangsgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534412901,4,1,1,0,3,ad9ip2f3tijbv4nqaayyqqkee,1,35.9,73.2,2023-04-16T10:30:22.073Z,2023-04-16T10:30:23Z,4194465721,212,11.8,4194465719,141,90.5,4194465717,140,36.3,4194465723,213,1.5,4194465715,56,Back,,,,,,,,,,53okfybfibe34k6hm6qzm9591,K. Hamraoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534412929,5,1,1,0,5,ad9ip2f3tijbv4nqaayyqqkee,1,36.3,90.5,2023-04-16T10:30:23.465Z,2023-04-16T10:38:37Z,4194465883,140,27.7,4194465889,213,4.0,4194465887,212,14.0,4194465881,56,Back,4194465885,141,74.8,,,,,,,,,,7add1fkvvxb1v573fobgh1ryt,S. Karchaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534413007,6,1,1,0,8,ad9ip2f3tijbv4nqaayyqqkee,1,27.1,63.1,2023-04-16T10:30:26.568Z,2023-04-16T10:39:01Z,4194466275,141,27.7,4194466271,56,Back,4194466277,212,25.6,4194466273,140,35.3,4194466279,213,5.1,,,,,,,,,,d7ajth6q3ebg8yrf65uqc8xrd,É. de Almeida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534413051,7,1,1,0,16,ad9ip2f3tijbv4nqaayyqqkee,1,37.2,29.1,2023-04-16T10:30:34.665Z,2023-04-16T10:39:17Z,4194466487,212,10.2,4194466481,56,Back,4194466485,141,33.2,4194466489,213,2.9,4194466483,140,27.9,,,,,,,,,,1j5u2majmm2vnsgxscl9kjzyt,G. Geyoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534413065,8,1,1,0,22,ad9ip2f3tijbv4nqaayyqqkee,1,26.1,42.5,2023-04-16T10:30:40.617Z,2023-04-16T10:39:25Z,4194466563,141,66.4,4194466565,212,16.3,4194466559,56,Back,4194466567,213,1.5,4194466561,140,27.6,,,,,,,,,,eihksc6tdooqw7ref4nt520a,O. Jean-François,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534413081,9,1,1,0,23,ad9ip2f3tijbv4nqaayyqqkee,1,30.2,61.4,2023-04-16T10:30:41.641Z,2023-04-16T10:39:38Z,4194466631,213,4.4,4194466629,212,13.9,4194466623,56,Back,4194466625,140,26.1,4194466627,141,41.9,,,,,,,,,,d7ajth6q3ebg8yrf65uqc8xrd,É. de Almeida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534419461,105,1,1,0,24,ad9ip2f3tijbv4nqaayyqqkee,1,25.8,41.5,2023-04-16T10:30:42.929Z,2023-04-16T10:40:03Z,4194500577,140,27.3,4194500575,56,Back,4194500583,212,21.8,4194500585,213,4.8,4194500579,141,9.5,,,,,,,,,,eihksc6tdooqw7ref4nt520a,O. Jean-François,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534413105,10,1,1,0,25,ad9ip2f3tijbv4nqaayyqqkee,1,37.6,11.3,2023-04-16T10:30:43.641Z,2023-04-16T10:39:32Z,4194466773,141,31.5,4194466775,212,16.4,4194466769,56,Back,4194466771,140,46.2,4194466777,213,1.0,,,,,,,,,,ehmzgi988h8g6rgekp3qivkr9,A. Lawrence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534413137,11,1,1,0,28,ad9ip2f3tijbv4nqaayyqqkee,1,42.3,35.3,2023-04-16T10:30:46.569Z,2023-04-16T10:40:18Z,4194466941,213,6.0,4194466931,56,Center,4194466937,212,20.6,4194466933,140,61.3,4194466935,141,27.7,,,,,,,,,,53okfybfibe34k6hm6qzm9591,K. Hamraoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534419957,108,61,1,0,29,ad9ip2f3tijbv4nqaayyqqkee,1,52.6,28.1,2023-04-16T10:30:48.218Z,2023-04-16T10:40:34Z,4194502473,56,Center,,,,,,,,,,,,,,,,,,,,,,dm9vc2mqtbb982sx6kkd992ax,S. Baltimore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534413173,4,49,1,0,31,drnln5nhp7dqype6j3upkoiqp,1,25.8,74.6,2023-04-16T10:30:49.454Z,2023-04-16T10:44:38Z,,,,,,,,,,,,,,,,,,,,,,,,,24w5egwdnqme3z091t0e71c2y,M. Revelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534413169,3,1,1,0,32,drnln5nhp7dqype6j3upkoiqp,1,29.8,78.7,2023-04-16T10:30:50.468Z,2023-04-16T10:30:52Z,4194467123,212,23.9,4194467125,213,3.4,4194467119,140,7.8,4194467117,56,Back,4194467121,141,69.6,,,,,,,,,,24w5egwdnqme3z091t0e71c2y,M. Revelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534413207,5,1,1,0,34,drnln5nhp7dqype6j3upkoiqp,1,6.3,68.8,2023-04-16T10:30:52.548Z,2023-04-16T10:44:54Z,4194467309,56,Back,4194519513,155,,4194467319,1,,4194467313,141,86.5,4194467311,140,44.8,4194467317,213,0.3,4194467315,212,42.2,,,,3dfjmvoka2j9pw4s7z7vac0r9,S. Durand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534413213,6,44,1,0,36,drnln5nhp7dqype6j3upkoiqp,1,44.7,88.5,2023-04-16T10:30:55.029Z,2023-04-16T10:30:57Z,4194467443,233,12,4194467339,56,Back,4194467341,285,,,,,,,,,,,,,,,,,5vvgnuyaxp4x7hvzmgkku3pm2,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534413227,12,44,1,0,36,ad9ip2f3tijbv4nqaayyqqkee,0,55.3,11.5,2023-04-16T10:30:55.030Z,2023-04-16T10:30:57Z,4194467407,56,Right,4194467455,233,6,4194467409,286,,,,,,,,,,,,,,,,,ehmzgi988h8g6rgekp3qivkr9,A. Lawrence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534413221,7,1,1,0,36,drnln5nhp7dqype6j3upkoiqp,0,42.7,89.4,2023-04-16T10:30:55.124Z,2023-04-16T10:45:15Z,4194467393,141,74.0,4194467389,56,Back,4194467387,168,,4194467395,212,11.3,4194467385,3,,4194467397,213,5.1,4194467391,140,46.7,,,,5vvgnuyaxp4x7hvzmgkku3pm2,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534413253,13,49,1,0,37,ad9ip2f3tijbv4nqaayyqqkee,1,51.6,24.2,2023-04-16T10:30:55.881Z,2023-04-16T10:47:03Z,,,,,,,,,,,,,,,,,,,,,,,,,53okfybfibe34k6hm6qzm9591,K. Hamraoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534423903,183,1,1,0,38,ad9ip2f3tijbv4nqaayyqqkee,1,52.1,21.7,2023-04-16T10:30:56.587Z,2023-04-16T10:47:32Z,4194529381,212,16.0,4194529377,140,36.9,4194529375,56,Back,4194529383,213,3.1,4194529379,141,23.5,,,,,,,,,,53okfybfibe34k6hm6qzm9591,K. Hamraoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534413285,14,1,1,0,39,ad9ip2f3tijbv4nqaayyqqkee,1,36.5,23.6,2023-04-16T10:30:58.329Z,2023-04-16T10:45:27Z,4194467691,140,36.1,4194467689,56,Back,4194467697,213,1.6,4194467695,212,18.0,4194467693,141,50.1,,,,,,,,,,eihksc6tdooqw7ref4nt520a,O. Jean-François,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534413339,15,1,1,0,41,ad9ip2f3tijbv4nqaayyqqkee,1,34.6,53.9,2023-04-16T10:31:00.153Z,2023-04-16T10:31:04Z,4194467915,213,1.3,4194467907,141,83.2,4194467905,140,38.9,4194467911,212,20.4,4194467903,56,Back,,,,,,,,,,d7ajth6q3ebg8yrf65uqc8xrd,É. de Almeida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534413377,16,1,1,0,45,ad9ip2f3tijbv4nqaayyqqkee,1,39.1,88,2023-04-16T10:31:03.897Z,2023-04-16T10:31:06Z,4194468073,140,34.7,4194468079,213,4.3,4194468075,141,70.6,4194468071,56,Back,4194468077,212,12.7,,,,,,,,,,7add1fkvvxb1v573fobgh1ryt,S. Karchaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534413409,17,1,1,0,47,ad9ip2f3tijbv4nqaayyqqkee,1,33.3,69,2023-04-16T10:31:06.329Z,2023-04-16T10:31:09Z,4194468215,56,Back,4194468219,140,34.3,4194468225,212,14.4,4194468227,213,4.8,4194468221,141,47.9,,,,,,,,,,d7ajth6q3ebg8yrf65uqc8xrd,É. de Almeida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534413449,18,1,1,0,50,ad9ip2f3tijbv4nqaayyqqkee,1,33.6,36.7,2023-04-16T10:31:09.305Z,2023-04-16T10:31:14Z,4194468397,212,12.5,4194468391,56,Back,4194468393,140,44.8,4194468395,141,30.4,4194468399,213,5.9,,,,,,,,,,eihksc6tdooqw7ref4nt520a,O. Jean-François,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534413463,19,1,1,0,55,ad9ip2f3tijbv4nqaayyqqkee,1,45.5,31.9,2023-04-16T10:31:14.345Z,2023-04-16T10:47:44Z,4194468477,213,3.2,4194468471,140,34.1,4194468469,56,Back,4194468473,141,31.3,4194468475,212,12.0,,,,,,,,,,1j5u2majmm2vnsgxscl9kjzyt,G. Geyoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534413475,20,1,1,0,56,ad9ip2f3tijbv4nqaayyqqkee,1,34.1,31.3,2023-04-16T10:31:15.017Z,2023-04-16T10:31:16Z,4194468527,141,38.5,4194468531,213,0.3,4194468529,212,19.7,4194468523,56,Center,4194468525,140,52.3,,,,,,,,,,eihksc6tdooqw7ref4nt520a,O. Jean-François,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534413483,21,1,1,0,57,ad9ip2f3tijbv4nqaayyqqkee,1,52.3,38.5,2023-04-16T10:31:16.120Z,2023-04-16T10:31:16Z,4194468609,213,4.8,4194468603,140,52.8,4194468601,56,Center,4194468607,212,4.3,4194468605,141,32.2,,,,,,,,,,53okfybfibe34k6hm6qzm9591,K. Hamraoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534413499,22,1,1,0,58,ad9ip2f3tijbv4nqaayyqqkee,1,53,25.8,2023-04-16T10:31:16.793Z,2023-04-16T10:47:56Z,4194468681,141,37.1,4194468677,56,Center,4194468679,140,62.4,4194468683,212,12.5,4194468685,213,0.7,,,,,,,,,,1j5u2majmm2vnsgxscl9kjzyt,G. Geyoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534425745,209,1,1,0,59,ad9ip2f3tijbv4nqaayyqqkee,0,55,32.2,2023-04-16T10:31:17.906Z,2023-04-16T10:48:14Z,4194532799,140,73.4,4194532801,141,40.4,4194532797,56,Center,4194532803,212,20.1,4194532805,213,0.3,,,,,,,,,,53okfybfibe34k6hm6qzm9591,K. Hamraoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534413519,8,49,1,1,1,drnln5nhp7dqype6j3upkoiqp,1,21.5,71.7,2023-04-16T10:31:20.100Z,2023-04-16T10:31:20Z,,,,,,,,,,,,,,,,,,,,,,,,,eafhhlki76tgbbrwgeof4spyi,E. Jézéquel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534413529,9,1,1,1,1,drnln5nhp7dqype6j3upkoiqp,0,21.5,71.7,2023-04-16T10:31:20.229Z,2023-04-16T10:48:24Z,4194468803,212,2.9,4194468797,56,Back,4194498171,236,,4194498177,286,,4194468801,141,67.5,4194498173,233,23,4194468799,140,21.6,4194468805,213,4.7,eafhhlki76tgbbrwgeof4spyi,E. Jézéquel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534413591,23,74,1,1,1,ad9ip2f3tijbv4nqaayyqqkee,1,78.2,27.7,2023-04-16T10:31:20.230Z,2023-04-16T10:53:32Z,4194498213,233,9,4194469145,56,Center,4194469147,285,,,,,,,,,,,,,,,,,3jdjaxxmie7gxyn1lhkh9p2ad,A. Vangsgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534413595,10,1,1,1,5,drnln5nhp7dqype6j3upkoiqp,1,11.5,84.2,2023-04-16T10:31:24.069Z,2023-04-16T10:48:48Z,4194469167,140,3.3,4194469171,212,21.5,4194469165,56,Back,4194469173,213,4.3,4194469169,141,55.2,,,,,,,,,,eafhhlki76tgbbrwgeof4spyi,E. Jézéquel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534413601,11,1,1,1,7,drnln5nhp7dqype6j3upkoiqp,0,5.2,53.7,2023-04-16T10:31:26.309Z,2023-04-16T10:48:50Z,4194469201,56,Back,4194469207,212,43.9,4194469205,141,54.6,4194469211,1,,4194469199,157,,4194469203,140,47.0,4194469209,213,0.0,,,,3dfjmvoka2j9pw4s7z7vac0r9,S. Durand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534413661,12,4,1,1,13,drnln5nhp7dqype6j3upkoiqp,1,47.1,54.9,2023-04-16T10:31:31.768Z,2023-04-16T10:49:05Z,4194469519,152,,4194469523,286,,4194469541,233,24,4194469515,13,,4194535953,294,,4194469517,56,Back,,,,,,,3nahmpoi0glxeu95ip8hx8odm,A. Péniguel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534413645,24,4,1,1,13,ad9ip2f3tijbv4nqaayyqqkee,0,52.9,45.1,2023-04-16T10:31:31.769Z,2023-04-16T10:49:02Z,4194469453,285,,4194469449,152,,4194469445,13,,4194535837,294,,4194469581,233,12,4194469447,56,Center,,,,,,,d7ajth6q3ebg8yrf65uqc8xrd,É. de Almeida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
