id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,qualifier/13/value,assist,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId
2490087549,97,4,1,9,32,86c88s72zckr0kdwv0mu7kn3d,1,37.7,50,2022-12-10T13:40:22.159Z,2022-12-10T13:40:29Z,3939360021,13,,3939360027,265,,3939360029,286,,3939360077,233,85,3939360023,56,Back,3939360025,152,,,,,,,,dvyjggz5eiinhhozhb17s707p,J. Pasquereau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490087533,85,4,1,9,32,axvm5zg0mk4bp06wpec9vw27e,0,62.3,50,2022-12-10T13:40:22.160Z,2022-12-10T13:40:25Z,3939359929,152,,3939359931,265,,3939359925,13,,3939360097,233,97,3939359933,285,,3939359927,56,Center,,,,,,,7ouo3qztrs5lytmtji95oesph,M. Terchoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490087613,98,1,1,9,40,86c88s72zckr0kdwv0mu7kn3d,1,37.6,47,2022-12-10T13:40:29.849Z,2022-12-10T13:40:30Z,3939360441,140,34.1,3939360437,152,,3939360447,213,1.8,3939360439,56,Back,3939360443,141,72.3,3939360445,212,17.6,3939360435,5,,,,,dvyjggz5eiinhhozhb17s707p,J. Pasquereau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490087649,99,1,1,9,41,86c88s72zckr0kdwv0mu7kn3d,1,34.1,72.3,2022-12-10T13:40:30.553Z,2022-12-10T13:40:33Z,3939360621,56,Back,3939360629,213,1.5,3939360625,141,88.7,3939360623,140,34.8,3939360627,212,11.2,,,,,,,,,,dq65c3jm6mlu3mzug9b0z3ytw,B. Demehin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490087693,100,1,1,9,44,86c88s72zckr0kdwv0mu7kn3d,1,40.6,94.8,2022-12-10T13:40:33.289Z,2022-12-10T13:40:40Z,3939360859,213,4.3,3939360853,140,31.3,3939360855,141,62.0,3939360851,56,Back,3939360857,212,24.3,,,,,,,,,,2o9qsqvvvl3x6oeacd8iugbv8,L. Notel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490087743,101,1,1,9,50,86c88s72zckr0kdwv0mu7kn3d,1,33.7,50.4,2022-12-10T13:40:40.025Z,2022-12-10T13:40:45Z,3939361099,212,26.3,3939361093,56,Back,3939361095,140,28.3,3939361097,141,88.1,3939361101,213,1.8,,,,,,,,,,dvyjggz5eiinhhozhb17s707p,J. Pasquereau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490087757,102,1,1,9,56,86c88s72zckr0kdwv0mu7kn3d,1,34.6,91.5,2022-12-10T13:40:45.833Z,2022-12-10T13:40:47Z,3939361151,56,Left,3939361157,212,19.4,3939361159,213,0.2,3939361153,140,52.6,3939361155,141,97.7,,,,,,,,,,2o9qsqvvvl3x6oeacd8iugbv8,L. Notel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490087761,103,1,1,9,58,86c88s72zckr0kdwv0mu7kn3d,0,52.6,97.7,2022-12-10T13:40:47.449Z,2022-12-10T13:40:48Z,3939361181,141,93.5,3939361177,56,Left,3939361185,213,5.5,3939361179,140,55.1,3939361183,212,3.9,,,,,,,,,,cuy5d1nzj2yd36g3fydirt562,K. Bussy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490087765,86,61,1,9,59,axvm5zg0mk4bp06wpec9vw27e,1,42.4,8.8,2022-12-10T13:40:48.313Z,2022-12-10T13:40:48Z,3939361201,56,Back,,,,,,,,,,,,,,,,,,,,,,4x3fxr67fofstbqjpkoxra7rp,E. Tyryshkina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490087779,87,49,1,10,0,axvm5zg0mk4bp06wpec9vw27e,1,45.7,13.2,2022-12-10T13:40:49.984Z,2022-12-10T13:40:50Z,,,,,,,,,,,,,,,,,,,,,,,,,desenv3bwtw96iiwqb1gnvth,R. Lavaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490087811,88,1,1,10,1,axvm5zg0mk4bp06wpec9vw27e,1,44.3,16.7,2022-12-10T13:40:50.639Z,2022-12-10T13:40:53Z,3939361467,212,12.6,3939361461,56,Center,3939361463,140,53.0,3939361465,141,29.4,3939361469,213,0.8,,,,,,,,,,desenv3bwtw96iiwqb1gnvth,R. Lavaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490087815,89,3,1,10,4,axvm5zg0mk4bp06wpec9vw27e,0,52.6,24.8,2022-12-10T13:40:53.551Z,2022-12-10T13:40:58Z,3939361495,286,,3939361711,233,104,3939361493,56,Center,,,,,,,,,,,,,,,,792nmu21pzzd6eak34jk1qlwq,M. Roth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490087855,104,7,1,10,4,86c88s72zckr0kdwv0mu7kn3d,1,47.4,75.2,2022-12-10T13:40:53.552Z,2022-12-10T13:40:57Z,3939361671,56,Back,3939361673,285,,3939361701,233,89,,,,,,,,,,,,,,,,uspe8sp6q4a5o6kc9n6rnyp6,L. Joly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490087847,90,3,1,10,6,axvm5zg0mk4bp06wpec9vw27e,0,57.2,23.2,2022-12-10T13:40:55.488Z,2022-12-10T13:40:59Z,3939361639,56,Center,3939361825,233,105,3939361641,286,,,,,,,,,,,,,,,,,7ouo3qztrs5lytmtji95oesph,M. Terchoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490087875,105,7,1,10,6,86c88s72zckr0kdwv0mu7kn3d,1,42.8,76.8,2022-12-10T13:40:55.489Z,2022-12-10T13:40:59Z,3939361803,233,90,3939361773,56,Back,3939361775,285,,,,,,,,,,,,,,,,,cuy5d1nzj2yd36g3fydirt562,K. Bussy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490087879,106,49,1,10,9,86c88s72zckr0kdwv0mu7kn3d,1,39.3,80.6,2022-12-10T13:40:58.521Z,2022-12-10T13:40:58Z,,,,,,,,,,,,,,,,,,,,,,,,,cuy5d1nzj2yd36g3fydirt562,K. Bussy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490087891,107,1,1,10,9,86c88s72zckr0kdwv0mu7kn3d,1,39.3,80.6,2022-12-10T13:40:58.649Z,2022-12-10T13:41:00Z,3939361855,140,30.1,3939361859,212,10.4,3939361857,141,75.0,3939361851,56,Back,3939361861,213,3.5,,,,,,,,,,cuy5d1nzj2yd36g3fydirt562,K. Bussy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490087907,108,1,1,10,10,86c88s72zckr0kdwv0mu7kn3d,1,30.1,75,2022-12-10T13:40:59.961Z,2022-12-10T13:41:01Z,3939361977,212,16.2,3939361971,56,Back,3939361975,141,54.5,3939361973,140,38.0,3939361979,213,5.2,,,,,,,,,,dvyjggz5eiinhhozhb17s707p,J. Pasquereau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490087917,109,1,1,10,12,86c88s72zckr0kdwv0mu7kn3d,1,38,54.5,2022-12-10T13:41:01.417Z,2022-12-10T13:41:03Z,3939362039,212,34.5,3939362035,140,51.1,3939362033,56,Right,3939362043,1,,3939362041,213,5.1,3939362037,141,8.0,,,,,,,aga4leu1tmnv7kibufwr119be,R. Corboz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490087931,110,1,1,10,14,86c88s72zckr0kdwv0mu7kn3d,1,51.1,8,2022-12-10T13:41:03.434Z,2022-12-10T13:41:04Z,3939362109,212,17.5,3939362111,213,1.2,3939362103,56,Center,3939362105,140,56.5,3939362107,141,32.4,,,,,,,,,,dpyv59tmgrenfals4e16d5lre,M. Doucouré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490087943,111,1,1,10,15,86c88s72zckr0kdwv0mu7kn3d,1,56.5,32.4,2022-12-10T13:41:04.825Z,2022-12-10T13:41:06Z,3939362167,141,41.0,3939362165,140,52.3,3939362163,56,Center,3939362171,213,2.2,3939362169,212,7.3,,,,,,,,,,ezhkluh7xo0zv6t8zf5oab0q2,T. Eninger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490087957,112,1,1,10,17,86c88s72zckr0kdwv0mu7kn3d,1,52.3,41,2022-12-10T13:41:06.809Z,2022-12-10T13:41:19Z,3939362253,141,20.7,3939362255,212,14.0,3939362257,213,4.9,3939362249,56,Right,3939362251,140,54.5,,,,,,,,,,4rdywd4n4j0cdzfoifpd35ujt,S. Ouchène,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490087985,113,1,1,10,19,86c88s72zckr0kdwv0mu7kn3d,1,55.4,25.2,2022-12-10T13:41:08.712Z,2022-12-10T13:41:11Z,3939362381,141,39.2,3939362377,56,Center,3939362383,212,14.7,3939362385,213,0.7,3939362379,140,66.1,,,,,,,,,,ezhkluh7xo0zv6t8zf5oab0q2,T. Eninger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490087989,114,1,1,10,22,86c88s72zckr0kdwv0mu7kn3d,0,66.1,39.2,2022-12-10T13:41:11.369Z,2022-12-10T13:41:18Z,3939362411,140,70.0,3939362409,56,Right,3939362417,213,4.9,3939362415,212,22.7,3939362413,141,6.4,,,,,,,,,,4jxsimbrhvzfwfc3krnld59wq,M. Dumornay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490087993,91,49,1,10,23,axvm5zg0mk4bp06wpec9vw27e,1,20.8,93.6,2022-12-10T13:41:12.384Z,2022-12-10T13:41:12Z,,,,,,,,,,,,,,,,,,,,,,,,,e5b9w1hq610saxvevecb6zzl5,Morgane Martins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490088025,92,1,1,10,23,axvm5zg0mk4bp06wpec9vw27e,1,22.1,93.2,2022-12-10T13:41:13.040Z,2022-12-10T13:41:17Z,3939362581,140,11.4,3939362585,212,25.4,3939362579,56,Back,3939362583,141,59.7,3939362587,213,4.3,,,,,,,,,,e5b9w1hq610saxvevecb6zzl5,Morgane Martins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490088065,93,1,1,10,28,axvm5zg0mk4bp06wpec9vw27e,1,11.4,59.1,2022-12-10T13:41:17.599Z,2022-12-10T13:41:25Z,3939362759,56,Back,3939362765,212,21.9,3939362763,141,30.1,3939362761,140,20.5,3939362767,213,5.2,,,,,,,,,,dfcxvz3flh0w54vhso9xpk1d5,L. Lichtfus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490088125,94,1,1,10,36,axvm5zg0mk4bp06wpec9vw27e,1,25.2,26.4,2022-12-10T13:41:25.359Z,2022-12-10T13:41:30Z,3939363109,141,66.7,3939363105,56,Back,3939363117,213,1.7,3939363107,140,22.3,3939363113,212,27.6,,,,,,,,,,f3thho84or4rhnubxrhit9zhl,M. Grec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490088149,95,1,1,10,41,axvm5zg0mk4bp06wpec9vw27e,1,26.2,78.5,2022-12-10T13:41:30.704Z,2022-12-10T13:41:33Z,3939363259,141,93.3,3939363263,213,1.4,3939363255,56,Back,3939363261,212,10.3,3939363257,140,28.3,,,,,,,,,,eaxf4zra7v3sknq7wrdlk7g0l,C. Sandvej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490088165,96,1,1,10,43,axvm5zg0mk4bp06wpec9vw27e,1,28.8,93.3,2022-12-10T13:41:33.087Z,2022-12-10T13:41:35Z,3939363351,140,30.5,3939363353,141,69.7,3939363355,212,16.1,3939363349,56,Back,3939363357,213,4.8,,,,,,,,,,e5b9w1hq610saxvevecb6zzl5,Morgane Martins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490088187,97,1,1,10,45,axvm5zg0mk4bp06wpec9vw27e,0,30.5,69.7,2022-12-10T13:41:34.912Z,2022-12-10T13:41:37Z,3939363461,140,70.4,3939363473,213,0.2,3939363475,1,,3939363457,56,Left,3939363469,212,42.4,3939363465,141,79.7,3939363453,155,,,,,eko9p1p9gjg7gxjla6chb6i95,H. Fercocq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490088209,115,1,1,10,48,86c88s72zckr0kdwv0mu7kn3d,1,27.9,28.3,2022-12-10T13:41:37.657Z,2022-12-10T13:41:40Z,3939363611,213,5.1,3939363609,212,13.0,3939363605,140,32.2,3939363601,56,Back,3939363607,141,10.4,,,,,,,,,,dvyjggz5eiinhhozhb17s707p,J. Pasquereau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490088215,116,49,1,10,50,86c88s72zckr0kdwv0mu7kn3d,1,32.2,10.4,2022-12-10T13:41:39.913Z,2022-12-10T13:41:40Z,,,,,,,,,,,,,,,,,,,,,,,,,dpyv59tmgrenfals4e16d5lre,M. Doucouré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490088223,117,1,1,10,51,86c88s72zckr0kdwv0mu7kn3d,0,32.2,10.4,2022-12-10T13:41:40.553Z,2022-12-10T13:41:42Z,3939363657,212,3.5,3939363767,233,98,3939363651,56,Back,3939363771,286,,3939363653,140,32.1,3939363655,141,15.6,3939363659,213,1.6,3939363765,236,,dpyv59tmgrenfals4e16d5lre,M. Doucouré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490088235,98,74,1,10,51,axvm5zg0mk4bp06wpec9vw27e,1,65.4,91.2,2022-12-10T13:41:40.554Z,2022-12-10T13:44:23Z,3939363785,233,117,3939363719,56,Left,3939363721,285,,,,,,,,,,,,,,,,,dvd7yfrkq6wl6de389go6r7ro,O. Hurtré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490088261,118,1,1,10,53,86c88s72zckr0kdwv0mu7kn3d,0,23.9,18,2022-12-10T13:41:42.714Z,2022-12-10T13:41:43Z,3939363883,213,0.2,3939363877,140,48.3,3939363879,141,26.8,3939363881,212,26.3,3939363875,56,Back,3939363873,155,,,,,,,,dvyjggz5eiinhhozhb17s707p,J. Pasquereau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490088263,99,8,1,10,54,axvm5zg0mk4bp06wpec9vw27e,1,42.2,77.6,2022-12-10T13:41:44.048Z,2022-12-10T13:53:17Z,3939363887,56,Back,,,,,,,,,,,,,,,,,,,,,,eaxf4zra7v3sknq7wrdlk7g0l,C. Sandvej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490088283,100,61,1,10,56,axvm5zg0mk4bp06wpec9vw27e,0,58.3,71.2,2022-12-10T13:41:45.767Z,2022-12-10T13:53:21Z,3939363979,56,Center,,,,,,,,,,,,,,,,,,,,,,792nmu21pzzd6eak34jk1qlwq,M. Roth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490088309,119,1,1,10,57,86c88s72zckr0kdwv0mu7kn3d,1,46.5,37.4,2022-12-10T13:41:46.665Z,2022-12-10T13:53:18Z,3939364131,213,2.1,3939364123,56,Back,3939364125,140,41.8,3939364127,141,50.1,3939364129,212,9.9,,,,,,,,,,4rdywd4n4j0cdzfoifpd35ujt,S. Ouchène,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490088315,120,1,1,11,0,86c88s72zckr0kdwv0mu7kn3d,0,40.6,51.5,2022-12-10T13:41:49.674Z,2022-12-10T13:41:50Z,3939364161,213,0.5,3939364159,212,9.2,3939364153,56,Back,3939364155,140,48.1,3939364157,141,58.4,,,,,,,,,,uspe8sp6q4a5o6kc9n6rnyp6,L. Joly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490088349,121,4,1,11,4,86c88s72zckr0kdwv0mu7kn3d,1,48.1,54.3,2022-12-10T13:41:53.689Z,2022-12-10T13:42:00Z,3939364373,286,,3939364593,233,101,3939364367,10,,3939364371,152,,3939364369,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490088381,101,4,1,11,4,axvm5zg0mk4bp06wpec9vw27e,0,51.9,45.7,2022-12-10T13:41:53.690Z,2022-12-10T13:42:00Z,3939364579,56,Center,3939364581,152,,3939364583,285,,3939364601,233,121,3939364577,10,,,,,,,,,,,4x3fxr67fofstbqjpkoxra7rp,E. Tyryshkina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490088427,122,40,1,11,17,86c88s72zckr0kdwv0mu7kn3d,1,0,0,2022-12-10T13:42:06.800Z,2022-12-10T13:42:06Z,3939364847,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3939364845,130,7,3939364843,59,"1, 22, 21, 10, 5, 4, 7, 8, 6, 15, 19, 9, 11, 13, 14, 17, 25, 30",3939364839,30,"1tvu4rv4o96wqjzk836y9bp3p, dpyv59tmgrenfals4e16d5lre, 2o9qsqvvvl3x6oeacd8iugbv8, aga4leu1tmnv7kibufwr119be, dvyjggz5eiinhhozhb17s707p, dq65c3jm6mlu3mzug9b0z3ytw, ezhkluh7xo0zv6t8zf5oab0q2, 4rdywd4n4j0cdzfoifpd35ujt, 4jxsimbrhvzfwfc3krnld59wq, uspe8sp6q4a5o6kc9n6rnyp6, cuy5d1nzj2yd36g3fydirt562, wibn2uli25nw0w4ddbohhnje, aezrukbmz28x3b11eq9c5m0ru, 4p2fapncvvibg0l9ungou0tbe, ehxz768zrgon8drwzlso5k0t0, ccz23lbc4iuxsq4tcplzv37ys, 4tsbzybsipqmnahwgm19uyivo, dxojafbkfxjskl0ek4nucrnpx",3939364849,194,dpyv59tmgrenfals4e16d5lre,3939364841,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490088465,123,1,1,11,20,86c88s72zckr0kdwv0mu7kn3d,1,56.9,77.5,2022-12-10T13:42:09.657Z,2022-12-10T13:42:10Z,3939365047,152,,3939365053,141,92.0,3939365055,212,21.8,3939365051,140,38.4,3939365045,5,,3939365057,213,2.7,3939365049,56,Back,,,,uspe8sp6q4a5o6kc9n6rnyp6,L. Joly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490088481,124,1,1,11,21,86c88s72zckr0kdwv0mu7kn3d,1,38.4,92,2022-12-10T13:42:10.473Z,2022-12-10T13:42:12Z,3939365147,141,75.1,3939365145,140,28.3,3939365151,213,4.0,3939365143,56,Back,3939365149,212,15.6,,,,,,,,,,2o9qsqvvvl3x6oeacd8iugbv8,L. Notel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490088529,125,1,1,11,23,86c88s72zckr0kdwv0mu7kn3d,1,28.3,75.1,2022-12-10T13:42:12.201Z,2022-12-10T13:42:18Z,3939365389,141,44.6,3939365391,212,20.7,3939365385,56,Back,3939365393,213,4.7,3939365387,140,28.6,,,,,,,,,,dq65c3jm6mlu3mzug9b0z3ytw,B. Demehin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490088553,126,1,1,11,28,86c88s72zckr0kdwv0mu7kn3d,1,54.4,23,2022-12-10T13:42:18.185Z,2022-12-10T13:42:20Z,3939365481,56,Center,3939365487,212,15.9,3939365489,213,0.4,3939365485,141,32.8,3939365483,140,68.1,,,,,,,,,,dvyjggz5eiinhhozhb17s707p,J. Pasquereau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490088629,127,1,1,11,31,86c88s72zckr0kdwv0mu7kn3d,1,69.8,36.9,2022-12-10T13:42:20.618Z,2022-12-10T13:56:44Z,3939365861,140,96.2,3939365867,212,27.8,3939398001,210,15,3939365857,56,Center,3939365871,213,0.1,3939398003,154,,3939365863,141,40.0,,,,ezhkluh7xo0zv6t8zf5oab0q2,T. Eninger,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2490088635,128,15,1,11,33,86c88s72zckr0kdwv0mu7kn3d,1,97.6,34.6,2022-12-10T13:42:22.234Z,2022-12-10T13:56:44Z,3939393485,147,45.5,3939393483,146,99.5,3939393479,103,3.8,3939398007,29,,3939365899,56,Center,3939365895,22,,3939393285,62,,3939393475,80,,4jxsimbrhvzfwfc3krnld59wq,M. Dumornay,3939393283,20,3939393477,102,,,3939398011,55,127,3939398009,154,,3939393639,233,47.7,,,,,,,,,,,102,,,,,
2490088657,102,10,1,11,33,axvm5zg0mk4bp06wpec9vw27e,1,0.2,54.6,2022-12-10T13:42:22.334Z,2022-12-10T13:54:35Z,3939393637,174,,3939365983,56,Back,3939365981,182,,3939366977,179,,3939393643,233,128,,,,,,,,,,dfcxvz3flh0w54vhso9xpk1d5,L. Lichtfus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490088661,129,1,1,11,36,86c88s72zckr0kdwv0mu7kn3d,1,99,65.1,2022-12-10T13:42:26.081Z,2022-12-10T13:55:04Z,3939365989,140,89.6,3939365991,141,45.8,3939365993,212,16.4,3939365995,213,4.1,3939394445,154,,3939394443,210,15,3939365987,56,Center,,,,uspe8sp6q4a5o6kc9n6rnyp6,L. Joly,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2490088665,130,15,1,11,38,86c88s72zckr0kdwv0mu7kn3d,1,92.7,43.3,2022-12-10T13:42:27.324Z,2022-12-10T13:55:04Z,3939394479,81,,3939394481,29,,3939366011,56,Center,3939366009,17,,3939394483,154,,3939394485,55,129,3939394091,20,,3939394497,147,49.5,ezhkluh7xo0zv6t8zf5oab0q2,T. Eninger,3939394489,102,3939394493,328,48.0,,3939394495,146,99.1,3939366007,22,,3939395281,233,,3939394491,103,,,,,,,,,196,31.6,,,,
2490093979,196,10,1,11,38,axvm5zg0mk4bp06wpec9vw27e,1,2,51.9,2022-12-10T13:42:27.424Z,2022-12-10T13:55:04Z,3939395239,179,,3939395025,56,Back,3939395285,233,130,3939395237,174,,,,,,,,,,,,,,dfcxvz3flh0w54vhso9xpk1d5,L. Lichtfus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490088685,103,12,1,11,44,axvm5zg0mk4bp06wpec9vw27e,1,2.9,54.3,2022-12-10T13:42:33.455Z,2022-12-10T13:54:34Z,3939366119,140,26.4,3939366121,141,67.2,3939366117,56,Back,3939366125,213,0.3,3939366123,212,26.2,,,,,,,,,,eaxf4zra7v3sknq7wrdlk7g0l,C. Sandvej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490088689,104,49,1,11,47,axvm5zg0mk4bp06wpec9vw27e,1,27.3,59.1,2022-12-10T13:42:36.464Z,2022-12-10T13:42:36Z,,,,,,,,,,,,,,,,,,,,,,,,,792nmu21pzzd6eak34jk1qlwq,M. Roth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490088703,105,1,1,11,48,axvm5zg0mk4bp06wpec9vw27e,0,28.4,50,2022-12-10T13:42:37.423Z,2022-12-10T13:42:38Z,3939366221,212,19.5,3939366219,141,24.9,3939366223,213,5.2,3939366215,56,Back,3939366217,140,37.4,,,,,,,,,,792nmu21pzzd6eak34jk1qlwq,M. Roth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490088707,131,1,1,11,49,86c88s72zckr0kdwv0mu7kn3d,0,57.8,80.2,2022-12-10T13:42:39.033Z,2022-12-10T13:42:39Z,3939366239,141,83.3,3939366241,212,6.3,3939366237,140,63.5,3939366235,56,Left,3939366243,213,0.3,,,,,,,,,,2o9qsqvvvl3x6oeacd8iugbv8,L. Notel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490088731,106,61,1,11,54,axvm5zg0mk4bp06wpec9vw27e,1,35.8,21,2022-12-10T13:42:43.374Z,2022-12-10T13:42:43Z,3939366383,56,Back,,,,,,,,,,,,,,,,,,,,,,desenv3bwtw96iiwqb1gnvth,R. Lavaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490088743,132,1,1,11,55,86c88s72zckr0kdwv0mu7kn3d,1,35.1,78.1,2022-12-10T13:42:44.298Z,2022-12-10T13:42:45Z,3939366451,141,85.0,3939366445,56,Back,3939366457,213,0.4,3939366447,140,45.3,3939366453,212,11.7,,,,,,,,,,dq65c3jm6mlu3mzug9b0z3ytw,B. Demehin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490088753,133,49,1,11,56,86c88s72zckr0kdwv0mu7kn3d,1,45.3,85,2022-12-10T13:42:45.529Z,2022-12-10T13:42:45Z,,,,,,,,,,,,,,,,,,,,,,,,,uspe8sp6q4a5o6kc9n6rnyp6,L. Joly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490088797,134,1,1,11,56,86c88s72zckr0kdwv0mu7kn3d,1,45.3,85,2022-12-10T13:42:45.706Z,2022-12-10T13:42:50Z,3939366735,56,Back,3939366743,213,4.1,3939366739,141,63.6,3939366737,140,35.7,3939366741,212,17.7,,,,,,,,,,uspe8sp6q4a5o6kc9n6rnyp6,L. Joly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490088829,135,1,1,12,0,86c88s72zckr0kdwv0mu7kn3d,1,38,68.5,2022-12-10T13:42:50.058Z,2022-12-10T13:42:52Z,3939366899,140,44.1,3939366901,141,22.1,3939366897,56,Back,3939366905,213,4.9,3939366903,212,32.2,3939366907,1,,,,,,,,dvyjggz5eiinhhozhb17s707p,J. Pasquereau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490088853,136,1,1,12,3,86c88s72zckr0kdwv0mu7kn3d,1,44.9,21.9,2022-12-10T13:42:52.313Z,2022-12-10T13:42:55Z,3939367047,141,40.1,3939367051,213,2.3,3939367045,140,34.5,3939367043,56,Back,3939367049,212,16.5,,,,,,,,,,dpyv59tmgrenfals4e16d5lre,M. Doucouré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490088889,137,1,1,12,6,86c88s72zckr0kdwv0mu7kn3d,1,37.7,50.7,2022-12-10T13:42:55.369Z,2022-12-10T13:42:59Z,3939367231,140,35.3,3939367237,213,1.7,3939367229,56,Back,3939367233,141,93.8,3939367235,212,29.4,,,,,,,,,,dvyjggz5eiinhhozhb17s707p,J. Pasquereau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490088915,138,1,1,12,9,86c88s72zckr0kdwv0mu7kn3d,1,35.3,93.8,2022-12-10T13:42:58.906Z,2022-12-10T13:43:01Z,3939367359,56,Left,3939367365,212,30.4,3939367363,141,81.5,3939367361,140,63.1,3939367367,213,6.0,,,,,,,,,,2o9qsqvvvl3x6oeacd8iugbv8,L. Notel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
