id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/14/value,assist,qualifier/16/value
2533468597,1,34,16,0,0,2gmv49xieg3zee2hx0lhcp17u,1,0,0,2023-04-15T10:50:53.015Z,2023-04-15T12:08:28Z,4189456993,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4189456997,130,4,4189457003,197,9443,4189456991,30,"dwjgtp47ky7v5as2a2jradihh, 6rcnj96do9ermnza1covi9ujt, 5kg2obqjcypb3d2yt4d4xoo2x, 5x0qvm5o4qbijkh8r8vs2ys45, eblfqwhpxhw6775m134ov2e0a, 2mo6msido3zv2vk24hed9rs9h, bly2raemyl0xp39jiktm4u5sl, 7h91cdyjl0cpxj5lpzdsto3it, 2pd1juglwcvhspyva4soomyy2, 87fq93e9x1yy4thmeituciycq, 88n7oswbclrfxt277vp6vpgd0, 9214qm6nuq4zwnnvzmugrfutx, 664ior41q0qf71vnhq0tp1j9x, ik5uqc55sdiwjjzh28c21byt, e3i1n2mnbwqi33q2t541fjy1g, 55m2s1hr0yoxyec1lqooi03ys, 30w3iibq6nd3ocidgfkdqv190, cjgr7t23bk1l43hegrkmtslih",4189456999,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4189457001,194,eblfqwhpxhw6775m134ov2e0a,4189457005,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4189456995,59,"16, 18, 14, 10, 29, 27, 6, 8, 19, 23, 9, 1, 3, 7, 11, 12, 15, 22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533469571,1,34,16,0,0,axvm5zg0mk4bp06wpec9vw27e,1,0,0,2023-04-15T10:54:05.885Z,2023-04-15T12:07:01Z,4189461283,194,7lqdu42zczlrnowx70hu12sb9,4189461287,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4189461273,30,"dfcxvz3flh0w54vhso9xpk1d5, 2iu88022lwj2uxr1hn0og7qax, eaxf4zra7v3sknq7wrdlk7g0l, 792nmu21pzzd6eak34jk1qlwq, f3thho84or4rhnubxrhit9zhl, eko9p1p9gjg7gxjla6chb6i95, desenv3bwtw96iiwqb1gnvth, 7lqdu42zczlrnowx70hu12sb9, 9k4n3testzamjmqoda5g4k3x1, epgsg9k2x61xgkksj1kzdum6t, 7ouo3qztrs5lytmtji95oesph, dz7lkt8gh069vrkmoflcm0fkl, 3yjqr9srzz3p1xjgdgckqvtre, cc9j8gbv04g55nbv83rgckf84, ujjsxo0eqoad5gi3q52ohogk, 4x3fxr67fofstbqjpkoxra7rp, jzfnrsd8aixhycspwias4tii, 5rk18n26jpnvcmaavaz2uw7x0",4189461277,59,"1, 4, 3, 10, 5, 6, 17, 8, 7, 14, 11, 9, 13, 16, 19, 22, 24, 32",4189461279,130,2,4189461281,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4189461275,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4189461285,197,12664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533504715,2,32,1,0,0,axvm5zg0mk4bp06wpec9vw27e,1,0,0,2023-04-15T11:45:44.947Z,2023-04-15T11:45:47Z,4189631283,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533504697,2,32,1,0,0,2gmv49xieg3zee2hx0lhcp17u,1,0,0,2023-04-15T11:45:44.947Z,2023-04-15T11:45:45Z,4189631195,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533504761,3,1,1,0,0,axvm5zg0mk4bp06wpec9vw27e,1,49.8,50,2023-04-15T11:45:45.047Z,2023-04-15T11:45:48Z,4189631519,141,52.1,4189631523,213,3.1,4189631515,56,Back,4189631521,212,18.1,4189631525,279,S,4189631517,140,32.6,,,,,,,epgsg9k2x61xgkksj1kzdum6t,J. Dear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533504775,4,1,1,0,3,axvm5zg0mk4bp06wpec9vw27e,0,34.1,48.8,2023-04-15T11:45:48.545Z,2023-04-15T11:45:49Z,4189631581,213,5.8,4189631579,212,41.5,4189631575,140,69.4,4189631583,1,,4189631577,141,21.2,4189631573,56,Center,,,,,,,7lqdu42zczlrnowx70hu12sb9,L. Declercq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533504789,3,49,1,0,4,2gmv49xieg3zee2hx0lhcp17u,1,30.2,84.7,2023-04-15T11:45:49.022Z,2023-04-15T11:48:50Z,,,,,,,,,,,,,,,,,,,,,,,,,5kg2obqjcypb3d2yt4d4xoo2x,R. Enguehard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533504809,4,1,1,0,4,2gmv49xieg3zee2hx0lhcp17u,1,30.2,84.7,2023-04-15T11:45:49.230Z,2023-04-15T11:48:53Z,4189631733,212,22.6,4189631727,56,Back,4189631735,213,5.9,4189631729,140,49.8,4189631731,141,71.1,,,,,,,,,,5kg2obqjcypb3d2yt4d4xoo2x,R. Enguehard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533506901,38,1,1,0,5,2gmv49xieg3zee2hx0lhcp17u,0,46.9,81.8,2023-04-15T11:45:50.448Z,2023-04-15T11:50:08Z,4189644681,141,71.7,4189644679,140,54.1,4189644677,56,Center,4189644685,213,5.5,4189644683,212,10.2,,,,,,,,,,88n7oswbclrfxt277vp6vpgd0,Kelsey Araújo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533504843,5,1,1,0,6,axvm5zg0mk4bp06wpec9vw27e,0,45.4,18.6,2023-04-15T11:45:51.570Z,2023-04-15T11:45:52Z,4189631885,212,13.7,4189631877,3,,4189631887,213,1.2,4189631883,141,37.4,4189631881,140,50.2,4189631879,56,Center,,,,,,,2iu88022lwj2uxr1hn0og7qax,L. Goetsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
