id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2461777279,1,34,16,0,0,drnln5nhp7dqype6j3upkoiqp,1,0,0,2022-09-18T09:58:59.165Z,2022-09-18T10:57:59Z,3789683873,59,"1, 13, 15, 17, 8, 19, 20, 10, 9, 14, 25, 5, 6, 11, 18, 22, 23, 30",3789683881,197,8471,3789683879,194,jbxmumw5e6sad0zo1hljqnl5,3789683877,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3789683875,130,2,3789683883,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3789683871,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3789683869,30,"3h1cw632st7suexo3fo6aremt, 24w5egwdnqme3z091t0e71c2y, 9i6rsrclokuoxbbepiw0xehre, 5d6w6h4s9rfioy07y1rqrmgyy, 7gisthugglsa8l3wah7gw2klx, eafhhlki76tgbbrwgeof4spyi, 2k7qjez21ghq91378ecc585w5, 85cmw667ykiku1pzcj07jreg9, jbxmumw5e6sad0zo1hljqnl5, 5vvgnuyaxp4x7hvzmgkku3pm2, 7alrgsdv6ycykqgigqizax39x, c59ms3k7ezd0x0qgmmq734lqs, c6wlz59l4w2pe0o5xj6nbks4q, 3nahmpoi0glxeu95ip8hx8odm, ev3mgnq60hfy9raxynpjhj3mc, 7oqvkyby3x041hlfoxo5bkxlg, 1eo54huy053pgofiws2n36s16, bskf1il58p43z2gv68wwtmivo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461781621,1,34,16,0,0,2gmv49xieg3zee2hx0lhcp17u,1,0,0,2022-09-18T10:09:44.775Z,2022-09-18T10:58:42Z,3789705839,130,4,3789705833,30,"dwjgtp47ky7v5as2a2jradihh, 6rcnj96do9ermnza1covi9ujt, 5kg2obqjcypb3d2yt4d4xoo2x, 5x0qvm5o4qbijkh8r8vs2ys45, 2mo6msido3zv2vk24hed9rs9h, eblfqwhpxhw6775m134ov2e0a, 7h91cdyjl0cpxj5lpzdsto3it, ah7sbrjt4lz1t4zww2l4sf1ex, 2pd1juglwcvhspyva4soomyy2, 88n7oswbclrfxt277vp6vpgd0, e3i1n2mnbwqi33q2t541fjy1g, 9214qm6nuq4zwnnvzmugrfutx, 664ior41q0qf71vnhq0tp1j9x, ik5uqc55sdiwjjzh28c21byt, 30w3iibq6nd3ocidgfkdqv190, vbbjswuih75z7771voxd7bbo, cjgr7t23bk1l43hegrkmtslih, bdy7qt72his7vubbamqgultec",3789705847,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3789705845,197,9552,3789705841,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3789705835,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3789705837,59,"16, 18, 14, 10, 27, 29, 8, 20, 19, 9, 11, 1, 3, 7, 15, 21, 22, 31",3789705843,194,eblfqwhpxhw6775m134ov2e0a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461801755,2,32,1,0,0,2gmv49xieg3zee2hx0lhcp17u,1,0,0,2022-09-18T10:46:37.557Z,2022-09-18T10:46:39Z,3789803935,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461801753,2,32,1,0,0,drnln5nhp7dqype6j3upkoiqp,1,0,0,2022-09-18T10:46:37.557Z,2022-09-18T10:46:37Z,3789803933,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461801775,3,1,1,0,0,drnln5nhp7dqype6j3upkoiqp,1,50,50,2022-09-18T10:46:38.005Z,2022-09-18T10:46:40Z,3789804019,140,39.8,3789804023,212,10.9,3789804017,56,Back,3789804021,141,47.3,3789804027,279,S,3789804025,213,3.3,,,,,,,jbxmumw5e6sad0zo1hljqnl5,S. Cambot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461801789,4,1,1,0,2,drnln5nhp7dqype6j3upkoiqp,1,39.8,47.3,2022-09-18T10:46:40.465Z,2022-09-18T10:46:42Z,3789804117,56,Back,3789804121,141,45.4,3789804125,213,6.1,3789804119,140,48.8,3789804123,212,9.5,,,,,,,,,,5d6w6h4s9rfioy07y1rqrmgyy,G. Kazadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461801791,5,1,1,0,4,drnln5nhp7dqype6j3upkoiqp,0,48.8,45.4,2022-09-18T10:46:42.353Z,2022-09-18T10:46:43Z,3789804141,140,46.8,3789804145,212,5.8,3789804143,141,53.4,3789804147,213,1.9,3789804139,56,Back,,,,,,,,,,jbxmumw5e6sad0zo1hljqnl5,S. Cambot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461801819,3,3,1,0,7,2gmv49xieg3zee2hx0lhcp17u,0,65.6,54.7,2022-09-18T10:46:45.455Z,2022-09-18T10:46:47Z,3789804289,286,,3789804287,56,Center,3789804371,233,6,,,,,,,,,,,,,,,,88n7oswbclrfxt277vp6vpgd0,Kelsey Araújo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461801829,6,7,1,0,7,drnln5nhp7dqype6j3upkoiqp,0,34.4,45.3,2022-09-18T10:46:45.456Z,2022-09-18T10:46:47Z,3789804319,285,,3789804317,56,Back,3789804361,233,3,,,,,,,,,,,,,,,,7gisthugglsa8l3wah7gw2klx,H. Mansuy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461801839,4,49,1,0,10,2gmv49xieg3zee2hx0lhcp17u,1,60.4,34.2,2022-09-18T10:46:47.559Z,2022-09-18T10:46:47Z,,,,,,,,,,,,,,,,,,,,,,,,,5x0qvm5o4qbijkh8r8vs2ys45,E. Sumo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
