id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value
2512740813,1,34,16,0,0,ad9ip2f3tijbv4nqaayyqqkee,1,0,0,2023-02-26T13:00:57.934Z,2023-02-26T13:45:49Z,4058737079,130,4,4058737087,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4058737077,59,"50, 29, 26, 6, 23, 8, 10, 24, 11, 21, 22, 2, 5, 16, 18, 20, 33, 34",4058737073,30,"77eg5tabeeeyays2pilyq5jo5, 1ps0l5kcm7pfv34szf08j9h7u, 7oxif0j9hg9lpvrmqj8ocdnmd, eihksc6tdooqw7ref4nt520a, 1cboloxf323a7iw605eq4yjth, 1j5u2majmm2vnsgxscl9kjzyt, c7yhj2xdx8l773wfswykl9hat, dl1znxod6ohbi1zwq4iiu4qfp, dp5zny5ls8ys3ml75himru4et, dm9vc2mqtbb982sx6kkd992ax, ayu3raszdeuo9vif7i2nfl7md, i7sspvpbb1b1ioeijx1wcx04, d7ajth6q3ebg8yrf65uqc8xrd, e7y7c4srymaidxozrurjct71l, 1s08dn7n3b5ctyion3u61hisq, 3jdjaxxmie7gxyn1lhkh9p2ad, 9k5ln72wy90g6txqb61jd40t0, cbof4imvfsi6vgd0zpq7ynx90",4058737075,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4058737081,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4058737083,194,dp5zny5ls8ys3ml75himru4et,4058737085,197,8738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512741967,1,34,16,0,0,axvm5zg0mk4bp06wpec9vw27e,1,0,0,2023-02-26T13:02:33.802Z,2023-02-26T13:56:29Z,4058743035,197,12664,4058743033,194,7lqdu42zczlrnowx70hu12sb9,4058743025,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4058743031,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4058743023,30,"dfcxvz3flh0w54vhso9xpk1d5, 2iu88022lwj2uxr1hn0og7qax, e5b9w1hq610saxvevecb6zzl5, eko9p1p9gjg7gxjla6chb6i95, f3thho84or4rhnubxrhit9zhl, eaxf4zra7v3sknq7wrdlk7g0l, desenv3bwtw96iiwqb1gnvth, 4x3fxr67fofstbqjpkoxra7rp, 792nmu21pzzd6eak34jk1qlwq, 7lqdu42zczlrnowx70hu12sb9, 9k4n3testzamjmqoda5g4k3x1, dz7lkt8gh069vrkmoflcm0fkl, 3yjqr9srzz3p1xjgdgckqvtre, cc9j8gbv04g55nbv83rgckf84, ujjsxo0eqoad5gi3q52ohogk, 8jc8ndxlodfrhxxao3k1fknbo, jzfnrsd8aixhycspwias4tii, 5rk18n26jpnvcmaavaz2uw7x0",4058743027,59,"1, 4, 25, 6, 5, 3, 17, 22, 10, 8, 7, 9, 13, 16, 19, 21, 24, 32",4058743037,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4058743029,130,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512778105,2,32,1,0,0,axvm5zg0mk4bp06wpec9vw27e,1,0,0,2023-02-26T13:46:00.335Z,2023-02-26T13:46:02Z,4058924573,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512778077,2,32,1,0,0,ad9ip2f3tijbv4nqaayyqqkee,1,0,0,2023-02-26T13:46:00.335Z,2023-02-26T13:46:00Z,4058924419,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512778131,3,1,1,0,0,ad9ip2f3tijbv4nqaayyqqkee,1,50.1,50,2023-02-26T13:46:00.435Z,2023-02-26T13:46:03Z,4058924695,279,S,4058924683,140,35.0,4058924681,56,Back,4058924691,212,15.9,4058924693,213,3.2,4058924687,141,48.1,,,,,,,dp5zny5ls8ys3ml75himru4et,K. Diani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512778203,4,1,1,0,2,ad9ip2f3tijbv4nqaayyqqkee,1,35,48.1,2023-02-26T13:46:02.970Z,2023-02-26T13:46:05Z,4058924995,140,22.4,4058925001,213,2.5,4058924993,56,Back,4058924997,141,62.0,4058924999,212,16.3,,,,,,,,,,eihksc6tdooqw7ref4nt520a,O. Jean-François,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512778245,5,1,1,0,4,ad9ip2f3tijbv4nqaayyqqkee,1,24,65.4,2023-02-26T13:46:05.291Z,2023-02-26T13:46:07Z,4058925235,141,93.9,4058925231,56,Back,4058925233,140,30.4,4058925237,212,20.5,4058925239,213,1.2,,,,,,,,,,1j5u2majmm2vnsgxscl9kjzyt,G. Geyoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512778333,6,1,1,0,7,ad9ip2f3tijbv4nqaayyqqkee,1,29.1,93.9,2023-02-26T13:46:07.706Z,2023-02-26T13:46:12Z,4058925637,140,32.8,4058925639,141,75.6,4058925643,213,5.0,4058925635,56,Back,4058925641,212,13.0,,,,,,,,,,1ps0l5kcm7pfv34szf08j9h7u,M. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512778421,7,1,1,0,11,ad9ip2f3tijbv4nqaayyqqkee,1,20,85.7,2023-02-26T13:46:12.219Z,2023-02-26T13:46:17Z,4058926089,140,5.1,4058926091,141,66.7,4058926093,212,20.3,4058926095,213,3.8,4058926087,56,Back,,,,,,,,,,dl1znxod6ohbi1zwq4iiu4qfp,J. Groenen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512778455,8,1,1,0,16,ad9ip2f3tijbv4nqaayyqqkee,1,5.8,68.4,2023-02-26T13:46:16.908Z,2023-02-26T13:46:19Z,4058926267,212,20.1,4058926269,213,0.1,4058926261,56,Back,4058926259,157,,4058926271,1,,4058926263,140,24.8,4058926265,141,71.7,,,,77eg5tabeeeyays2pilyq5jo5,S. Bouhaddi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
