id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2463579937,1,34,16,0,0,e5hsx8fzufp57tv4oehbz0qht,1,0,0,2022-09-23T18:28:46.564Z,2022-09-23T18:59:19Z,3799236017,130,4,3799236015,59,"1, 23, 5, 6, 18, 3, 17, 26, 28, 20, 4, 2, 9, 11, 24, 25, 27, 40",3799236025,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3799236011,30,"8f25wup5nyqxwx27pmtxth51x, 15ueea8j21zale5d23rifkct1, 3x6baiktcpcjxxh258a5uebpx, 3c765kc3b4cmgie0qf84jh1hx, el2jrhon9i915qbjdgi96uru2, 3bo8lbyohd3djey9pbd08fvf9, 28yvc8jmyyfavb0hetafjdadx, 6ywkny98b9qzuvhqxwn9l0ogl, ct4fyrkcvk3i01xiz1wpsyuw9, 3gu9gaz6w7eq79qnaqj3b7jdh, f30p9xqwupzhhiitqubpi79bd, d8ypulxmosy9ulp0imw6avo5, 7jux9gpb11yfbl8jj32n0zil1, 1loi315glota15qd57q6e0xrd, 2fg7mgljmrqedc61uiff36ytx, e92r83de4v94lcbngexwe2oes, 41gek0vcr4hcrc5hg6zk4am3u, 2mgpfhn8c4e7gt4oce452j7x1",3799236021,194,3bo8lbyohd3djey9pbd08fvf9,3799236019,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3799236023,197,4764,3799236013,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463580511,1,34,16,0,0,2w4xxgpg4t4h5b3yl74egastz,1,0,0,2022-09-23T18:33:42.143Z,2022-09-23T18:58:56Z,3799239149,59,"1, 25, 18, 24, 2, 20, 4, 13, 11, 10, 6, 3, 12, 15, 30, 33, 34, 17",3799239145,30,"eysw04bv1brzlph7v3w06sm39, 1iy47sqcjh4x0w7bvvno90xxx, 2by52fw1zojghjkbe3cj1yjmd, 19awb0feelm6k12ooavqb5621, 7n7ebty9p63lyd49l0jcs1z9x, 757os3ykn2cuocj7tr4dqnw89, 6yh4l888isxggjgd4a6p4ss0l, ao9cgwud5le6r07itko3j4y51, 7xb0niqg08hrxk8i2nq8zvfth, bff3wb6l4epccig9p8zxewx9m, dll89ri6yl7ufipj37pyfmzmd, cwudro7behcx3pta4l4na4a5m, 1n48nxf4v6reoxuyai88haw6i, 4lj04oct1utmn4skdpqmnfn8q, a6x0w263q3g772n9qk4u22rc9, cyobo9opjbd532a2wx1di9aay, eh2jgxy3h28cs4cjv0urp41lg, 6o0xf7vl4enney4rtwerkb5k9",3799239153,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3799239159,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3799239151,130,12,3799239155,194,6yh4l888isxggjgd4a6p4ss0l,3799239157,197,9452,3799239147,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463587277,2,32,1,0,0,e5hsx8fzufp57tv4oehbz0qht,1,0,0,2022-09-23T19:00:45.386Z,2022-09-23T19:00:45Z,3799276863,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463587281,2,32,1,0,0,2w4xxgpg4t4h5b3yl74egastz,1,0,0,2022-09-23T19:00:45.386Z,2022-09-23T19:00:47Z,3799276877,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463587289,3,1,1,0,0,2w4xxgpg4t4h5b3yl74egastz,1,50,50.1,2022-09-23T19:00:45.486Z,2022-09-23T19:04:07Z,3799276917,56,Back,3799276927,279,S,3799276921,141,48.7,3799276925,213,3.2,3799276919,140,39.9,3799276923,212,10.6,,,,,,,bff3wb6l4epccig9p8zxewx9m,E. Mbakem-Niaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463587323,4,1,1,0,4,2w4xxgpg4t4h5b3yl74egastz,1,32.8,52.4,2022-09-23T19:00:50.297Z,2022-09-23T19:04:04Z,3799277117,56,Back,3799277123,212,12.2,3799277119,140,44.4,3799277125,213,6.2,3799277121,141,51.6,,,,,,,,,,dll89ri6yl7ufipj37pyfmzmd,C. Bilbault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463587347,5,1,1,0,5,2w4xxgpg4t4h5b3yl74egastz,1,44.4,51.6,2022-09-23T19:00:51.090Z,2022-09-23T19:00:53Z,3799277253,56,Back,3799277259,212,14.0,3799277255,140,31.6,3799277257,141,45.7,3799277261,213,3.4,,,,,,,,,,bff3wb6l4epccig9p8zxewx9m,E. Mbakem-Niaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463587363,6,1,1,0,8,2w4xxgpg4t4h5b3yl74egastz,1,31.4,45.5,2022-09-23T19:00:53.457Z,2022-09-23T19:00:55Z,3799277357,213,4.4,3799277353,141,25.8,3799277349,56,Back,3799277355,212,14.3,3799277351,140,26.7,,,,,,,,,,7n7ebty9p63lyd49l0jcs1z9x,L. Gevitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463587391,7,1,1,0,9,2w4xxgpg4t4h5b3yl74egastz,0,26.3,18.9,2022-09-23T19:00:55.322Z,2022-09-23T19:01:00Z,3799277535,212,59.8,3799277531,140,81.6,3799277529,56,Right,3799277539,1,,3799277533,141,0.0,3799277527,155,,3799277537,213,6.0,,,,757os3ykn2cuocj7tr4dqnw89,M. Lakrar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463587401,3,5,1,0,14,e5hsx8fzufp57tv4oehbz0qht,1,15.4,101.6,2022-09-23T19:01:00.027Z,2022-09-23T19:06:51Z,3799277573,347,,3799277587,233,8,3799277571,56,Back,,,,,,,,,,,,,,,,3x6baiktcpcjxxh258a5uebpx,P. Morroni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
