id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/8/value,qualifier/13/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2511833685,1,34,16,0,0,97jxqfbi28yoeedjbbw5xqhyi,1,0,0,2023-02-25T12:02:30.771Z,2023-02-25T12:44:08Z,4053951215,197,8452,4053951197,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4053951195,30,"7ei82jx0voz3m7g64d9ewmggl, 552lzdgzrbb27bech7ow3v9hx, ejzz3wi6gxujl6idun7k9wmvp, 8lqbmqjrc7ikjm0me2fsdej11, 9k44thez31exd8pbq7i5wdbs9, 3taxlkn9lb7otwvgbx9gyo82x, et3yygjf96h7sgd43lb5t1yj8, akldj20vfqfopuvurujsgtsd1, 1jlc387u7fdpnnus9nlsb179w, 3o1we6pb4axflmhkn1r0b01xx, 8ls23zdsn7vn3bsx8o3gzwrh0, aeflx5i3gxg18wch6cjj7nw9g, arw9e50in9zw8e9eoul9x8rje, cf88cbpwlbfw6ampeklh3kcbu, 7g2yfrxvbhrvf8wgdkyu989ud, 7mehuya25b282lf1aqllzc3px, 996uvthtn0ho4doic5mcty6z9, 2zxnm6bkhkjolx1esz593wk45",4053951205,130,8,4053951201,59,"1, 20, 7, 21, 29, 25, 19, 10, 13, 8, 9, 6, 2, 4, 11, 12, 27, 30",4053951211,194,akldj20vfqfopuvurujsgtsd1,4053951209,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4053951219,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511834285,1,34,16,0,0,9s9jvki6htleffykj88qcpwpy,1,0,0,2023-02-25T12:03:37.403Z,2023-02-25T12:47:06Z,4053953805,194,2cp4j91pqwjvy7as74ckhc4wl,4053953807,197,17016,4053953795,30,"dtl2shnzdg739pkag6fplb42y, 5orsug2d4b7zzjat6eh9ks2qd, 50ph0tkxvrb3syo76y5bjbcut, 8ra0s724ht9u3luvku2ytnrze, 5es3kc7x38rotmzzcs46kb3hm, 1fcucvr07kupgc9ivux6cf76c, 2avvvwtcdl6hmzxei5qhjo4ph, 2cp4j91pqwjvy7as74ckhc4wl, b0a55g6cu6u3fl9vbuvynx05, dsm8r3i2k45d7vlqkmzaog9w4, 9rab5estxnvvhj8evql7j68rt, bgdtaffohtcawxastd6cy5g16, a27580ah1idvwqjbscx0l4x78, ewogcy2itdu7e8vujgkitc0h6, 6xu7shoi00qiogo7akqo1xsrt, 9mq9unf2aecualxxm9gvnppl, 50k8dmb17hvqbq37ae3p90aju, zzdeso5dawmdmq4u5vishhck",4053953797,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4053953809,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4053953801,130,10,4053953799,59,"30, 23, 11, 14, 4, 18, 24, 10, 12, 7, 15, 6, 1, 9, 21, 22, 26, 19",4053953803,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511859135,2,32,1,0,0,9s9jvki6htleffykj88qcpwpy,1,0,0,2023-02-25T12:45:21.403Z,2023-02-25T12:45:21Z,4054075119,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511859141,2,32,1,0,0,97jxqfbi28yoeedjbbw5xqhyi,1,0,0,2023-02-25T12:45:21.403Z,2023-02-25T12:45:23Z,4054075141,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511859155,3,1,1,0,0,9s9jvki6htleffykj88qcpwpy,1,50,50,2023-02-25T12:45:21.503Z,2023-02-25T12:52:29Z,4054075231,141,51.8,4054075233,212,8.1,4054075237,279,S,4054075229,140,42.4,4054075235,213,3.0,4054075227,56,Back,,,,,,,dsm8r3i2k45d7vlqkmzaog9w4,Z. Stiévenart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511859177,4,1,1,0,2,9s9jvki6htleffykj88qcpwpy,0,43.2,50,2023-02-25T12:45:23.983Z,2023-02-25T12:45:25Z,4054075365,140,77.7,4054075369,212,43.0,4054075367,141,84.1,4054075371,213,0.6,4054075361,155,,4054075373,1,,4054075363,56,Left,,,,2cp4j91pqwjvy7as74ckhc4wl,L. Cance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511859187,3,49,1,0,5,97jxqfbi28yoeedjbbw5xqhyi,1,26.5,15.9,2023-02-25T12:45:26.908Z,2023-02-25T12:45:27Z,,,,,,,,,,,,,,,,,,,,,,,,,552lzdgzrbb27bech7ow3v9hx,C. Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511859201,4,1,1,0,5,97jxqfbi28yoeedjbbw5xqhyi,1,26.5,15.9,2023-02-25T12:45:27.276Z,2023-02-25T12:45:28Z,4054075481,140,20.3,4054075483,141,37.0,4054075485,212,15.8,4054075487,213,2.0,4054075479,56,Back,,,,,,,,,,552lzdgzrbb27bech7ow3v9hx,C. Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511859209,5,1,1,0,7,97jxqfbi28yoeedjbbw5xqhyi,1,20.3,37.1,2023-02-25T12:45:28.732Z,2023-02-25T12:45:29Z,4054075535,56,Back,4054075539,141,30.9,4054075543,213,6.0,4054075537,140,33.2,4054075541,212,14.2,,,,,,,,,,9k44thez31exd8pbq7i5wdbs9,M. Diakité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511859227,6,1,1,0,8,97jxqfbi28yoeedjbbw5xqhyi,1,33.4,31.2,2023-02-25T12:45:29.580Z,2023-02-25T12:45:31Z,4054075625,56,Back,4054075635,213,3.8,4054075629,140,16.8,4054075633,212,21.8,4054075631,141,12.0,,,,,,,,,,3o1we6pb4axflmhkn1r0b01xx,E. Kamczyk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
