id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/8/value,assist,qualifier/10/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,keyPass,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId
2486637131,1,34,16,0,0,axvm5zg0mk4bp06wpec9vw27e,1,0,0,2022-11-19T12:50:53.247Z,2022-11-19T13:28:20Z,3921116269,130,8,3921116271,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3921116267,59,"1, 24, 25, 9, 5, 3, 14, 22, 10, 27, 17, 4, 11, 13, 16, 32, 33, 34",3921116265,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3921116273,194,eaxf4zra7v3sknq7wrdlk7g0l,3921116277,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3921116275,197,12664,3921116263,30,"dfcxvz3flh0w54vhso9xpk1d5, jzfnrsd8aixhycspwias4tii, e5b9w1hq610saxvevecb6zzl5, dz7lkt8gh069vrkmoflcm0fkl, f3thho84or4rhnubxrhit9zhl, eaxf4zra7v3sknq7wrdlk7g0l, epgsg9k2x61xgkksj1kzdum6t, 4x3fxr67fofstbqjpkoxra7rp, 792nmu21pzzd6eak34jk1qlwq, dvd7yfrkq6wl6de389go6r7ro, desenv3bwtw96iiwqb1gnvth, 2iu88022lwj2uxr1hn0og7qax, 7ouo3qztrs5lytmtji95oesph, 3yjqr9srzz3p1xjgdgckqvtre, cc9j8gbv04g55nbv83rgckf84, 5rk18n26jpnvcmaavaz2uw7x0, 1z1h7y606nt8pofw0tbupkx78, 79y80xxga3tl4fmfrzt0xu51w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486637227,1,34,16,0,0,97jxqfbi28yoeedjbbw5xqhyi,1,0,0,2022-11-19T12:51:19.586Z,2022-11-19T13:42:33Z,3921116869,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3921116855,30,"7ei82jx0voz3m7g64d9ewmggl, 7mehuya25b282lf1aqllzc3px, ejzz3wi6gxujl6idun7k9wmvp, akldj20vfqfopuvurujsgtsd1, 3taxlkn9lb7otwvgbx9gyo82x, cf88cbpwlbfw6ampeklh3kcbu, 996uvthtn0ho4doic5mcty6z9, 8lqbmqjrc7ikjm0me2fsdej11, 63atfboq056luh7gzplxooyui, 3o1we6pb4axflmhkn1r0b01xx, 8ls23zdsn7vn3bsx8o3gzwrh0, arw9e50in9zw8e9eoul9x8rje, 7nogrzsn8zm4vsomb6ontb4k5, 53h7svpak7gxkotf27l15ibpx, 552lzdgzrbb27bech7ow3v9hx, 2zxnm6bkhkjolx1esz593wk45, 9k44thez31exd8pbq7i5wdbs9, 1jlc387u7fdpnnus9nlsb179w",3921116857,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3921116865,194,akldj20vfqfopuvurujsgtsd1,3921116867,197,8452,3921116859,59,"1, 12, 7, 10, 25, 4, 27, 21, 22, 8, 9, 2, 5, 17, 20, 30, 29, 13",3921116861,130,5,3921116863,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486645331,2,32,1,0,0,axvm5zg0mk4bp06wpec9vw27e,1,0,0,2022-11-19T13:31:20.940Z,2022-11-19T13:31:23Z,3921161185,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486645329,2,32,1,0,0,97jxqfbi28yoeedjbbw5xqhyi,1,0,0,2022-11-19T13:31:20.940Z,2022-11-19T13:31:21Z,3921161173,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486645335,3,1,1,0,0,axvm5zg0mk4bp06wpec9vw27e,1,49.7,49.9,2022-11-19T13:31:21.040Z,2022-11-19T13:31:54Z,3921161203,141,44.1,3921161201,140,54.0,3921161199,56,Center,3921161209,279,S,3921161205,212,6.0,3921161207,213,5.6,,,,,,,792nmu21pzzd6eak34jk1qlwq,M. Roth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486645351,4,1,1,0,4,axvm5zg0mk4bp06wpec9vw27e,1,34.8,36.1,2022-11-19T13:31:25.133Z,2022-11-19T13:31:27Z,3921161271,56,Back,3921161273,140,32.0,3921161279,213,4.6,3921161275,141,7.3,3921161277,212,19.8,,,,,,,,,,dz7lkt8gh069vrkmoflcm0fkl,R. Borgella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486645363,5,1,1,0,6,axvm5zg0mk4bp06wpec9vw27e,1,32.7,4.9,2022-11-19T13:31:27.389Z,2022-11-19T13:31:31Z,3921161333,141,11.0,3921161331,140,36.6,3921161335,212,5.8,3921161337,213,0.8,3921161329,56,Back,,,,,,,,,,jzfnrsd8aixhycspwias4tii,M. Vairon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486645365,6,1,1,0,10,axvm5zg0mk4bp06wpec9vw27e,1,36.4,17.6,2022-11-19T13:31:30.998Z,2022-11-19T13:31:33Z,3921161351,213,2.0,3921161349,212,31.3,3921161343,56,Back,3921161345,140,23.8,3921161347,141,59.3,,,,,,,,,,epgsg9k2x61xgkksj1kzdum6t,J. Dear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486645379,7,1,1,0,12,axvm5zg0mk4bp06wpec9vw27e,1,22.8,69.6,2022-11-19T13:31:33.757Z,2022-11-19T13:31:36Z,3921161417,212,18.6,3921161415,141,46.4,3921161411,56,Back,3921161413,140,13.5,3921161419,213,4.2,,,,,,,,,,eaxf4zra7v3sknq7wrdlk7g0l,C. Sandvej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486645393,8,1,1,0,14,axvm5zg0mk4bp06wpec9vw27e,1,13.4,43.4,2022-11-19T13:31:35.893Z,2022-11-19T13:31:38Z,3921161493,213,5.2,3921161491,212,16.9,3921161485,56,Back,3921161487,140,20.7,3921161489,141,21.2,,,,,,,,,,dfcxvz3flh0w54vhso9xpk1d5,L. Lichtfus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
