id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/8/value,qualifier/15/id,qualifier/15/qualifierId,assist,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2487743489,7,28,1,5,46,axvm5zg0mk4bp06wpec9vw27e,1,0,0,2022-11-26T13:36:26.307Z,2022-11-26T13:36:27Z,3926948661,233,4,3926948625,55,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487743681,5,1,1,5,53,2gmv49xieg3zee2hx0lhcp17u,0,55.4,82.7,2022-11-26T13:36:33.044Z,2022-11-26T13:39:14Z,3926949639,140,65.0,3926949643,212,12.4,3926949637,56,Center,3926949645,213,5.7,3926949641,141,72.0,,,,,,,,,,ik5uqc55sdiwjjzh28c21byt,N. Coton-Pélagie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487743733,6,5,1,6,28,2gmv49xieg3zee2hx0lhcp17u,1,87.6,101.4,2022-11-26T13:37:08.919Z,2022-11-26T13:37:12Z,3926949857,233,8,3926949851,347,,3926949849,56,Left,,,,,,,,,,,,,,,,bly2raemyl0xp39jiktm4u5sl,S. Demeyere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487743731,8,5,1,6,28,axvm5zg0mk4bp06wpec9vw27e,0,12.4,-1.4,2022-11-26T13:37:08.919Z,2022-11-26T13:48:05Z,3926949845,56,Back,3926949847,347,,3926949891,233,6,,,,,,,,,,,,,,,,2iu88022lwj2uxr1hn0og7qax,L. Goetsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487743741,7,1,1,6,32,2gmv49xieg3zee2hx0lhcp17u,1,87,100,2022-11-26T13:37:12.163Z,2022-11-26T13:37:15Z,3926949923,107,,3926949927,140,88.5,3926949925,56,Left,3926949933,213,4.8,3926949929,141,82.0,3926949931,212,12.7,,,,,,,664ior41q0qf71vnhq0tp1j9x,F. Hoarau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487743757,8,1,1,6,35,2gmv49xieg3zee2hx0lhcp17u,0,91.4,90,2022-11-26T13:37:15.747Z,2022-11-26T13:37:43Z,3926949987,212,7.4,3926949983,140,85.1,3926949989,213,2.7,3926949985,141,94.8,3926949981,56,Left,,,,,,,,,,cjgr7t23bk1l43hegrkmtslih,C. Gavory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487743759,9,61,1,6,39,axvm5zg0mk4bp06wpec9vw27e,1,14.5,6.4,2022-11-26T13:37:19.989Z,2022-11-26T13:37:20Z,3926949991,56,Back,,,,,,,,,,,,,,,,,,,,,,2iu88022lwj2uxr1hn0og7qax,L. Goetsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487743769,9,5,1,6,40,2gmv49xieg3zee2hx0lhcp17u,1,87.2,101.2,2022-11-26T13:37:20.852Z,2022-11-26T13:37:23Z,3926950031,347,,3926950029,56,Left,3926950079,233,10,,,,,,,,,,,,,,,,664ior41q0qf71vnhq0tp1j9x,F. Hoarau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487743777,10,5,1,6,40,axvm5zg0mk4bp06wpec9vw27e,0,12.8,-1.2,2022-11-26T13:37:20.852Z,2022-11-26T13:48:06Z,3926950059,56,Back,3926950083,233,9,3926950061,347,,,,,,,,,,,,,,,,,2iu88022lwj2uxr1hn0og7qax,L. Goetsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487743797,10,1,1,6,42,2gmv49xieg3zee2hx0lhcp17u,1,86.5,100,2022-11-26T13:37:22.676Z,2022-11-26T13:37:26Z,3926950205,213,5.0,3926950199,140,90.4,3926950195,107,,3926950201,141,82.1,3926950197,56,Left,3926950203,212,13.6,,,,,,,664ior41q0qf71vnhq0tp1j9x,F. Hoarau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487743799,11,61,1,6,46,2gmv49xieg3zee2hx0lhcp17u,0,92.5,82.6,2022-11-26T13:37:26.147Z,2022-11-26T13:37:35Z,3926950209,56,Left,,,,,,,,,,,,,,,,,,,,,,cjgr7t23bk1l43hegrkmtslih,C. Gavory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487743803,11,5,1,6,47,axvm5zg0mk4bp06wpec9vw27e,1,-1,16.9,2022-11-26T13:37:27.593Z,2022-11-26T13:37:28Z,3926950223,56,Back,3926950225,346,,3926950249,233,12,,,,,,,,,,,,,,,,2iu88022lwj2uxr1hn0og7qax,L. Goetsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487743807,12,5,1,6,47,2gmv49xieg3zee2hx0lhcp17u,0,101,83.1,2022-11-26T13:37:27.593Z,2022-11-26T13:48:06Z,3926950247,346,,3926950277,233,11,3926950245,56,Left,,,,,,,,,,,,,,,,bly2raemyl0xp39jiktm4u5sl,S. Demeyere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487743931,12,1,1,7,5,axvm5zg0mk4bp06wpec9vw27e,1,5,37,2022-11-26T13:37:45.258Z,2022-11-26T13:37:49Z,3926950937,212,20.8,3926950929,124,,3926950933,140,7.9,3926950935,141,67.2,3926950939,213,1.4,3926950931,56,Back,3926950943,237,,,,,dfcxvz3flh0w54vhso9xpk1d5,L. Lichtfus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487743937,13,1,1,7,9,axvm5zg0mk4bp06wpec9vw27e,0,11.5,72.6,2022-11-26T13:37:49.514Z,2022-11-26T13:37:52Z,3926950977,140,41.9,3926950973,155,,3926950985,1,,3926950979,141,76.3,3926950983,213,0.1,3926950975,56,Back,3926950981,212,32.0,,,,eaxf4zra7v3sknq7wrdlk7g0l,C. Sandvej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487743941,13,49,1,7,13,2gmv49xieg3zee2hx0lhcp17u,1,55.6,20.6,2022-11-26T13:37:53.476Z,2022-11-26T13:37:53Z,,,,,,,,,,,,,,,,,,,,,,,,,2mo6msido3zv2vk24hed9rs9h,K. Gadéa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487743945,14,1,1,7,15,2gmv49xieg3zee2hx0lhcp17u,0,58.8,6.2,2022-11-26T13:37:55.624Z,2022-11-26T13:38:05Z,3926951259,140,63.4,3926951265,213,5.8,3926951261,141,2.7,3926951031,56,Right,3926951263,212,5.4,,,,,,,,,,2mo6msido3zv2vk24hed9rs9h,K. Gadéa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487743961,14,61,1,7,19,axvm5zg0mk4bp06wpec9vw27e,1,30.3,92.9,2022-11-26T13:37:59.753Z,2022-11-26T13:38:06Z,3926951107,56,Back,,,,,,,,,,,,,,,,,,,,,,7ouo3qztrs5lytmtji95oesph,M. Terchoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487743979,15,5,1,7,20,axvm5zg0mk4bp06wpec9vw27e,0,31.6,101.1,2022-11-26T13:38:00.340Z,2022-11-26T13:48:06Z,3926951203,56,Back,3926951205,347,,3926951371,233,15,,,,,,,,,,,,,,,,7ouo3qztrs5lytmtji95oesph,M. Terchoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487743947,15,5,1,7,20,2gmv49xieg3zee2hx0lhcp17u,1,68.4,-1.1,2022-11-26T13:38:00.340Z,2022-11-26T13:38:08Z,3926951035,56,Right,3926951037,347,,3926951363,233,15,,,,,,,,,,,,,,,,2mo6msido3zv2vk24hed9rs9h,K. Gadéa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487744045,16,1,1,7,27,2gmv49xieg3zee2hx0lhcp17u,1,66.2,0,2022-11-26T13:38:07.668Z,2022-11-26T13:38:13Z,3926951621,141,8.9,3926951623,212,13.7,3926951617,56,Right,3926951625,213,0.5,3926951615,107,,3926951619,140,77.4,,,,,,,2mo6msido3zv2vk24hed9rs9h,K. Gadéa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487744049,17,1,1,7,33,2gmv49xieg3zee2hx0lhcp17u,0,61.5,4.2,2022-11-26T13:38:13.731Z,2022-11-26T13:38:28Z,3926951651,212,9.7,3926951649,141,0.0,3926951645,56,Right,3926951653,213,5.9,3926951647,140,70.2,,,,,,,,,,6rcnj96do9ermnza1covi9ujt,E. Kouache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487744165,17,5,1,7,34,axvm5zg0mk4bp06wpec9vw27e,1,31.4,101.6,2022-11-26T13:38:14.727Z,2022-11-26T13:48:07Z,3926952293,347,,3926953845,233,18,3926952291,56,Back,,,,,,,,,,,,,,,,7ouo3qztrs5lytmtji95oesph,M. Terchoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487744053,18,5,1,7,34,2gmv49xieg3zee2hx0lhcp17u,0,68.6,-1.6,2022-11-26T13:38:14.727Z,2022-11-26T13:39:11Z,3926951669,56,Right,3926952131,347,,3926953849,233,17,,,,,,,,,,,,,,,,6rcnj96do9ermnza1covi9ujt,E. Kouache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487744059,16,43,1,7,35,axvm5zg0mk4bp06wpec9vw27e,1,0,0,2022-11-26T13:38:15.673Z,2022-11-26T13:38:21Z,3926951699,56,Back,3926951701,346,0,3926951731,233,18,3926951941,144,5,,,,,,,,,,,,,7ouo3qztrs5lytmtji95oesph,M. Terchoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487744185,18,1,1,7,50,axvm5zg0mk4bp06wpec9vw27e,1,27.9,100,2022-11-26T13:38:30.185Z,2022-11-26T13:38:32Z,3926952385,212,18.3,3926952381,140,30.4,3926952377,107,,3926952387,213,4.9,3926952383,141,75.3,3926952379,56,Back,,,,,,,e5b9w1hq610saxvevecb6zzl5,Morgane Martins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487744195,19,1,1,7,52,axvm5zg0mk4bp06wpec9vw27e,1,29.1,76.3,2022-11-26T13:38:32.345Z,2022-11-26T13:38:35Z,3926952451,56,Back,3926952457,212,24.9,3926952453,140,16.5,3926952455,141,45.2,3926952459,213,4.2,,,,,,,,,,2iu88022lwj2uxr1hn0og7qax,L. Goetsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487744229,20,1,1,7,55,axvm5zg0mk4bp06wpec9vw27e,0,15.7,44.5,2022-11-26T13:38:35.705Z,2022-11-26T13:38:40Z,3926952607,1,,3926952603,212,47.5,3926952599,140,56.8,3926952605,213,5.9,3926952597,56,Right,3926952601,141,15.3,,,,,,,eaxf4zra7v3sknq7wrdlk7g0l,C. Sandvej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487744253,19,12,1,8,4,2gmv49xieg3zee2hx0lhcp17u,1,44,83.8,2022-11-26T13:38:44.052Z,2022-11-26T13:38:45Z,3926952741,213,1.1,3926952735,140,49.7,3926952739,212,13.4,3926952737,141,100.0,3926952761,167,,3926952733,56,Back,,,,,,,eblfqwhpxhw6775m134ov2e0a,D. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487744257,20,5,1,8,4,2gmv49xieg3zee2hx0lhcp17u,0,49,101.5,2022-11-26T13:38:44.599Z,2022-11-26T13:38:49Z,3926952759,347,,3926952757,56,Back,3926953061,233,21,,,,,,,,,,,,,,,,eblfqwhpxhw6775m134ov2e0a,D. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487744299,21,5,1,8,4,axvm5zg0mk4bp06wpec9vw27e,1,51,-1.5,2022-11-26T13:38:44.599Z,2022-11-26T13:48:07Z,3926952995,347,,3926952993,56,Right,3926953035,233,20,,,,,,,,,,,,,,,,eaxf4zra7v3sknq7wrdlk7g0l,C. Sandvej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487744311,22,1,1,8,8,axvm5zg0mk4bp06wpec9vw27e,0,51.7,0,2022-11-26T13:38:48.649Z,2022-11-26T13:38:49Z,3926953067,56,Back,3926953065,107,,3926953069,140,36.4,3926953071,141,5.2,3926953073,212,16.7,3926953075,213,2.9,,,,,,,eko9p1p9gjg7gxjla6chb6i95,H. Fercocq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487744325,21,8,1,8,11,2gmv49xieg3zee2hx0lhcp17u,1,60.8,95.7,2022-11-26T13:38:51.748Z,2022-11-26T13:38:51Z,3926953135,56,Left,,,,,,,,,,,,,,,,,,,,,,ik5uqc55sdiwjjzh28c21byt,N. Coton-Pélagie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487744329,22,5,1,8,12,2gmv49xieg3zee2hx0lhcp17u,0,64,101.7,2022-11-26T13:38:52.276Z,2022-11-26T13:39:00Z,3926953149,56,Left,3926953151,347,,3926953451,233,23,,,,,,,,,,,,,,,,ik5uqc55sdiwjjzh28c21byt,N. Coton-Pélagie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487744385,23,5,1,8,12,axvm5zg0mk4bp06wpec9vw27e,1,36,-1.7,2022-11-26T13:38:52.276Z,2022-11-26T13:48:07Z,3926953407,56,Back,3926953409,347,,3926953439,233,22,,,,,,,,,,,,,,,,eko9p1p9gjg7gxjla6chb6i95,H. Fercocq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487744419,24,1,1,8,19,axvm5zg0mk4bp06wpec9vw27e,1,37,0,2022-11-26T13:38:59.498Z,2022-11-26T13:39:04Z,3926953589,141,3.2,3926953585,56,Right,3926953583,107,,3926953593,213,0.2,3926953587,140,53.4,3926953591,212,17.5,,,,,,,epgsg9k2x61xgkksj1kzdum6t,J. Dear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487744423,25,61,1,8,24,axvm5zg0mk4bp06wpec9vw27e,0,53.4,3.2,2022-11-26T13:39:04.729Z,2022-11-26T13:39:05Z,3926953607,56,Right,,,,,,,,,,,,,,,,,,,,,,eko9p1p9gjg7gxjla6chb6i95,H. Fercocq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487744427,23,5,1,8,24,2gmv49xieg3zee2hx0lhcp17u,1,44.4,101.6,2022-11-26T13:39:05.011Z,2022-11-26T13:39:06Z,3926953623,56,Back,3926953625,347,,3926953651,233,26,,,,,,,,,,,,,,,,ik5uqc55sdiwjjzh28c21byt,N. Coton-Pélagie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487744433,26,5,1,8,24,axvm5zg0mk4bp06wpec9vw27e,0,55.6,-1.6,2022-11-26T13:39:05.011Z,2022-11-26T13:48:07Z,3926953643,56,Right,3926953645,347,,3926953659,233,23,,,,,,,,,,,,,,,,eko9p1p9gjg7gxjla6chb6i95,H. Fercocq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487744533,24,1,1,8,42,2gmv49xieg3zee2hx0lhcp17u,1,43,100,2022-11-26T13:39:22.580Z,2022-11-26T13:39:25Z,3926954191,140,50.3,3926954197,213,5.8,3926954187,107,,3926954193,141,95.7,3926954195,212,8.5,3926954189,56,Left,,,,,,,664ior41q0qf71vnhq0tp1j9x,F. Hoarau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487744541,25,1,1,8,45,2gmv49xieg3zee2hx0lhcp17u,0,50.3,95.7,2022-11-26T13:39:25.876Z,2022-11-26T13:39:26Z,3926954233,140,42.9,3926954229,3,,3926954237,212,8.2,3926954231,56,Back,3926954239,213,3.5,3926954235,141,91.8,,,,,,,cjgr7t23bk1l43hegrkmtslih,C. Gavory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487744545,27,8,1,8,46,axvm5zg0mk4bp06wpec9vw27e,1,63.2,13.1,2022-11-26T13:39:26.793Z,2022-11-26T13:39:26Z,3926954255,56,Right,,,,,,,,,,,,,,,,,,,,,,2iu88022lwj2uxr1hn0og7qax,L. Goetsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487744563,28,49,1,8,48,axvm5zg0mk4bp06wpec9vw27e,1,58.6,4.4,2022-11-26T13:39:28.906Z,2022-11-26T13:39:29Z,,,,,,,,,,,,,,,,,,,,,,,,,jzfnrsd8aixhycspwias4tii,M. Vairon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487744569,29,43,1,8,49,axvm5zg0mk4bp06wpec9vw27e,1,0,0,2022-11-26T13:39:29.114Z,2022-11-26T13:39:31Z,3926954337,56,Right,3926954437,144,50,3926954339,286,0,,,,,,,,,,,,,,,,jzfnrsd8aixhycspwias4tii,M. Vairon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487744579,30,1,1,8,49,axvm5zg0mk4bp06wpec9vw27e,0,58.6,4.4,2022-11-26T13:39:29.145Z,2022-11-26T13:39:30Z,3926954385,213,0.5,3926954381,141,14.7,3926954377,56,Right,3926954375,155,,3926954379,140,69.6,3926954383,212,13.5,,,,,,,jzfnrsd8aixhycspwias4tii,M. Vairon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487744587,26,1,1,8,50,2gmv49xieg3zee2hx0lhcp17u,1,36.4,88.3,2022-11-26T13:39:30.403Z,2022-11-26T13:39:31Z,3926954447,141,98.1,3926954443,56,Back,3926954445,140,36.8,3926954449,212,6.7,3926954441,3,,3926954451,213,1.5,,,,,,,cjgr7t23bk1l43hegrkmtslih,C. Gavory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487744591,27,49,1,8,51,2gmv49xieg3zee2hx0lhcp17u,1,36.6,98.1,2022-11-26T13:39:31.763Z,2022-11-26T13:39:32Z,,,,,,,,,,,,,,,,,,,,,,,,,664ior41q0qf71vnhq0tp1j9x,F. Hoarau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487744597,28,61,1,8,52,2gmv49xieg3zee2hx0lhcp17u,0,36.6,98.1,2022-11-26T13:39:32.404Z,2022-11-26T13:39:32Z,3926954523,56,Back,,,,,,,,,,,,,,,,,,,,,,664ior41q0qf71vnhq0tp1j9x,F. Hoarau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487744627,31,43,1,8,53,axvm5zg0mk4bp06wpec9vw27e,1,0,0,2022-11-26T13:39:33.401Z,2022-11-26T14:24:32Z,3927048059,144,1,3926954709,212,5.4,3926954705,140,62.7,3926954703,56,Right,3926954707,141,0.8,3926954711,213,4.9,,,,,,,2iu88022lwj2uxr1hn0og7qax,L. Goetsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487744629,32,4,1,8,58,axvm5zg0mk4bp06wpec9vw27e,1,60.6,7.5,2022-11-26T13:39:38.074Z,2022-11-26T14:21:27Z,3926954723,286,,3926954717,56,Right,3926954715,13,,3926954719,152,,3926954721,265,,3926954873,233,29,,,,,,,2iu88022lwj2uxr1hn0og7qax,L. Goetsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487744651,29,4,1,8,58,2gmv49xieg3zee2hx0lhcp17u,0,39.4,92.5,2022-11-26T13:39:38.075Z,2022-11-26T14:21:30Z,3926954825,285,,3926954819,56,Back,3926954817,13,,3926954823,265,,3926954821,152,,3926954881,233,32,,,,,,,bly2raemyl0xp39jiktm4u5sl,S. Demeyere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487744861,33,1,1,9,25,axvm5zg0mk4bp06wpec9vw27e,1,64.3,4.9,2022-11-26T13:40:05.914Z,2022-11-26T13:40:12Z,3926955909,213,1.0,3926955891,5,,3926955897,155,,3926955905,141,51.0,3926955903,140,83.3,3926955907,212,37.2,3926955911,1,,3926955901,56,Center,jzfnrsd8aixhycspwias4tii,M. Vairon,3926955899,152,3926955889,2,,,,,,,,,,,,,,,,,,,,,,,,,
2487744867,34,61,1,9,32,axvm5zg0mk4bp06wpec9vw27e,0,82.9,49,2022-11-26T13:40:12.602Z,2022-11-26T13:40:13Z,3926955923,56,Center,,,,,,,,,,,,,,,,,,,,,,epgsg9k2x61xgkksj1kzdum6t,J. Dear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487744871,30,49,1,9,33,2gmv49xieg3zee2hx0lhcp17u,1,6.9,70.9,2022-11-26T13:40:13.459Z,2022-11-26T13:40:13Z,,,,,,,,,,,,,,,,,,,,,,,,,664ior41q0qf71vnhq0tp1j9x,F. Hoarau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
