id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,keyPass,assist,qualifier/15/value,qualifier/17/value,qualifier/16/value
2486646765,4,5,1,3,28,2w4xxgpg4t4h5b3yl74egastz,1,37.9,-2,2022-11-19T13:35:42.484Z,2022-11-19T13:42:32Z,3921168443,347,,3921168445,233,8,3921168441,56,Back,,,,,,,,,,,,,,,,1iy47sqcjh4x0w7bvvno90xxx,F. Robert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486646693,8,5,1,3,28,dgpni8xwxjhgekjmg0m8bb6nv,0,62.1,102,2022-11-19T13:35:42.484Z,2022-11-19T13:35:56Z,3921168091,56,Left,3921168093,347,,3921168449,233,4,,,,,,,,,,,,,,,,a52izyii7s44qihbp4upbukiy,J. Jinantuya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486646789,5,1,1,3,41,2w4xxgpg4t4h5b3yl74egastz,1,42.1,0,2022-11-19T13:35:55.896Z,2022-11-19T13:35:59Z,3921168569,140,46.5,3921168567,56,Back,3921168575,213,1.1,3921168573,212,10.0,3921168571,141,11.0,3921168565,107,,,,,,,,757os3ykn2cuocj7tr4dqnw89,M. Lakrar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486646797,6,1,1,3,45,2w4xxgpg4t4h5b3yl74egastz,0,46.1,10.1,2022-11-19T13:35:59.505Z,2022-11-19T13:36:00Z,3921168621,141,4.7,3921168625,213,5.8,3921168623,212,7.8,3921168619,140,52.6,3921168617,56,Right,,,,,,,,,,eku11vja5c7dk4ijb1kzjjeuh,L. Khelifi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486646803,9,49,1,3,47,dgpni8xwxjhgekjmg0m8bb6nv,1,52.2,94.7,2022-11-19T13:36:01.427Z,2022-11-19T13:36:01Z,,,,,,,,,,,,,,,,,,,,,,,,,2to7qgaomc72knk6y1689ihka,C. Collin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486646815,10,1,1,3,47,dgpni8xwxjhgekjmg0m8bb6nv,1,52.2,94.7,2022-11-19T13:36:02.003Z,2022-11-19T13:36:04Z,3921168723,213,6.2,3921168717,140,71.7,3921168715,56,Left,3921168719,141,92.1,3921168721,212,20.6,,,,,,,,,,2to7qgaomc72knk6y1689ihka,C. Collin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486646825,11,1,1,3,49,dgpni8xwxjhgekjmg0m8bb6nv,1,71.7,92.1,2022-11-19T13:36:04.195Z,2022-11-19T13:36:05Z,3921168783,213,3.6,3921168779,141,82.4,3921168777,140,60.4,3921168775,56,Left,3921168781,212,13.6,,,,,,,,,,aeoazf90glk79a2puhpm06pyh,D. Roux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486646827,12,3,1,3,51,dgpni8xwxjhgekjmg0m8bb6nv,0,59.8,78.6,2022-11-19T13:36:05.539Z,2022-11-19T13:36:07Z,3921168865,233,7,3921168787,56,Center,3921168789,286,,,,,,,,,,,,,,,,,a52izyii7s44qihbp4upbukiy,J. Jinantuya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486646833,7,7,1,3,51,2w4xxgpg4t4h5b3yl74egastz,0,40.2,21.4,2022-11-19T13:36:05.540Z,2022-11-19T13:36:06Z,3921168823,285,,3921168857,233,12,3921168821,56,Back,,,,,,,,,,,,,,,,eku11vja5c7dk4ijb1kzjjeuh,L. Khelifi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486646887,13,1,1,3,52,dgpni8xwxjhgekjmg0m8bb6nv,0,63.1,77.9,2022-11-19T13:36:07.218Z,2022-11-19T13:36:14Z,3921169103,213,0.2,3921169099,141,87.2,3921169095,56,Left,3921169097,140,100.0,3921169101,212,40.4,3921169105,1,,,,,,,,a52izyii7s44qihbp4upbukiy,J. Jinantuya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486646875,8,5,1,3,58,2w4xxgpg4t4h5b3yl74egastz,1,-1.6,34,2022-11-19T13:36:12.809Z,2022-11-19T13:36:17Z,3921169065,346,,3921169171,233,14,3921169063,56,Back,,,,,,,,,,,,,,,,eku11vja5c7dk4ijb1kzjjeuh,L. Khelifi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486646913,14,5,1,3,58,dgpni8xwxjhgekjmg0m8bb6nv,0,101.6,66,2022-11-19T13:36:12.809Z,2022-11-19T13:42:32Z,3921169187,233,8,3921169165,346,,3921169163,56,Center,,,,,,,,,,,,,,,,a52izyii7s44qihbp4upbukiy,J. Jinantuya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486646959,9,1,1,4,5,2w4xxgpg4t4h5b3yl74egastz,1,4.2,41.3,2022-11-19T13:36:20.017Z,2022-11-19T13:36:25Z,3921169405,141,33.1,3921169403,140,13.0,3921169407,212,10.8,3921169399,124,,3921169409,213,5.7,3921169413,237,,3921169401,56,Back,,,,eysw04bv1brzlph7v3w06sm39,L. Schmitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486646995,10,1,1,4,10,2w4xxgpg4t4h5b3yl74egastz,1,24.1,47,2022-11-19T13:36:24.984Z,2022-11-19T13:36:31Z,3921169599,212,17.0,3921169601,213,1.4,3921169597,141,71.7,3921169595,140,26.8,3921169593,56,Back,,,,,,,,,,6yh4l888isxggjgd4a6p4ss0l,M. Torrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486647011,11,1,1,4,16,2w4xxgpg4t4h5b3yl74egastz,0,29,78.1,2022-11-19T13:36:31.233Z,2022-11-19T13:36:33Z,3921169721,140,76.1,3921169727,212,49.5,3921169725,141,82.6,3921169729,213,0.1,3921169733,1,,3921169717,56,Left,3921169715,155,,,,,19awb0feelm6k12ooavqb5621,O. Deslandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486647039,15,1,1,4,22,dgpni8xwxjhgekjmg0m8bb6nv,1,21.5,27.6,2022-11-19T13:36:36.923Z,2022-11-19T13:36:39Z,3921169893,212,17.9,3921169885,3,,3921169895,213,5.3,3921169887,56,Back,3921169889,140,31.3,3921169891,141,6.1,,,,,,,3edubak34lsocvkirgryo8vd,İ. Kaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486647043,16,49,1,4,23,dgpni8xwxjhgekjmg0m8bb6nv,1,30.1,6.4,2022-11-19T13:36:38.210Z,2022-11-19T14:06:48Z,,,,,,,,,,,,,,,,,,,,,,,,,a52izyii7s44qihbp4upbukiy,J. Jinantuya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486647047,17,1,1,4,24,dgpni8xwxjhgekjmg0m8bb6nv,1,30.1,6.4,2022-11-19T13:36:38.410Z,2022-11-19T14:06:49Z,3921169911,213,2.7,3921169903,56,Back,3921169907,141,13.8,3921169905,140,20.7,3921169909,212,11.1,,,,,,,,,,a52izyii7s44qihbp4upbukiy,J. Jinantuya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486647051,18,1,1,4,25,dgpni8xwxjhgekjmg0m8bb6nv,0,20.7,13.8,2022-11-19T13:36:40.280Z,2022-11-19T14:06:32Z,3921169933,213,5.5,3921169927,140,24.2,3921169929,141,8.3,3921169925,56,Back,3921169937,233,12,3921169931,212,5.2,,,,,,,3edubak34lsocvkirgryo8vd,İ. Kaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486647111,20,4,1,4,26,dgpni8xwxjhgekjmg0m8bb6nv,1,27,4.4,2022-11-19T13:36:40.380Z,2022-11-19T14:06:43Z,3921212209,10,,3921170261,152,,3921181317,233,12,3921170259,56,Back,3921170265,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486647045,12,4,1,4,26,2w4xxgpg4t4h5b3yl74egastz,0,73,95.6,2022-11-19T13:36:40.381Z,2022-11-19T14:06:45Z,3921170427,152,,3921181323,233,20,3921170431,286,,3921171315,10,,3921169899,56,Left,,,,,,,,,,cwudro7behcx3pta4l4na4a5m,I. Belloumou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486647053,13,43,1,4,27,2w4xxgpg4t4h5b3yl74egastz,1,0,0,2022-11-19T13:36:41.432Z,2022-11-19T13:36:54Z,3921170035,233,19,3921169943,56,Left,3921170271,144,5,3921169945,347,0,,,,,,,,,,,,,cwudro7behcx3pta4l4na4a5m,I. Belloumou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486647059,19,43,1,4,27,dgpni8xwxjhgekjmg0m8bb6nv,1,0,0,2022-11-19T13:36:42.045Z,2022-11-19T13:38:21Z,3921169985,347,0,3921173173,144,5,3921169983,56,Back,,,,,,,,,,,,,,,,3edubak34lsocvkirgryo8vd,İ. Kaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486647261,21,1,1,5,2,dgpni8xwxjhgekjmg0m8bb6nv,0,22.6,6.4,2022-11-19T13:37:16.755Z,2022-11-19T13:38:09Z,3921171093,212,84.3,3921171085,152,,3921171095,213,0.2,3921171083,157,,3921171081,5,,3921171089,140,100.0,3921171087,56,Center,3921171097,1,,7iuwrwcupehj978vpf8sep591,R. Munich,3921171091,141,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486647271,14,5,1,5,7,2w4xxgpg4t4h5b3yl74egastz,1,-0.8,68.4,2022-11-19T13:37:21.918Z,2022-11-19T13:42:32Z,3921171151,233,22,3921171143,56,Back,3921171145,346,,,,,,,,,,,,,,,,,cwudro7behcx3pta4l4na4a5m,I. Belloumou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486647267,22,5,1,5,7,dgpni8xwxjhgekjmg0m8bb6nv,0,100.8,31.6,2022-11-19T13:37:21.918Z,2022-11-19T13:37:23Z,3921171161,233,14,3921171127,56,Center,3921171129,346,,,,,,,,,,,,,,,,,7iuwrwcupehj978vpf8sep591,R. Munich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486647339,15,1,1,5,14,2w4xxgpg4t4h5b3yl74egastz,1,5,63,2022-11-19T13:37:29.058Z,2022-11-19T13:37:31Z,3921171453,124,,3921171461,212,14.9,3921171467,237,,3921171455,56,Back,3921171463,213,5.1,3921171457,140,9.9,3921171459,141,42.4,,,,eysw04bv1brzlph7v3w06sm39,L. Schmitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486647361,16,1,1,5,17,2w4xxgpg4t4h5b3yl74egastz,1,11.8,44.6,2022-11-19T13:37:31.713Z,2022-11-19T13:37:36Z,3921171595,213,1.3,3921171593,212,25.9,3921171591,141,81.5,3921171587,56,Back,3921171589,140,18.0,,,,,,,,,,6yh4l888isxggjgd4a6p4ss0l,M. Torrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486647387,17,1,1,5,21,2w4xxgpg4t4h5b3yl74egastz,1,25.9,80.8,2022-11-19T13:37:36.064Z,2022-11-19T13:37:40Z,3921171733,212,14.4,3921171727,56,Back,3921171735,213,0.9,3921171729,140,34.1,3921171731,141,97.8,,,,,,,,,,19awb0feelm6k12ooavqb5621,O. Deslandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486647423,18,1,1,5,25,2w4xxgpg4t4h5b3yl74egastz,1,34.1,97.4,2022-11-19T13:37:40.153Z,2022-11-19T13:37:46Z,3921171935,213,4.3,3921171927,56,Back,3921171929,140,25.1,3921171933,212,25.0,3921171931,141,63.3,,,,,,,,,,cwudro7behcx3pta4l4na4a5m,I. Belloumou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486647447,19,1,1,5,32,2w4xxgpg4t4h5b3yl74egastz,1,25.1,63.3,2022-11-19T13:37:46.665Z,2022-11-19T13:37:49Z,3921172129,213,4.8,3921172127,212,21.7,3921172121,56,Back,3921172125,141,31.5,3921172123,140,26.8,,,,,,,,,,eku11vja5c7dk4ijb1kzjjeuh,L. Khelifi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486647463,20,1,1,5,35,2w4xxgpg4t4h5b3yl74egastz,1,26.8,31.5,2022-11-19T13:37:49.857Z,2022-11-19T13:37:52Z,3921172205,213,6.2,3921172203,212,31.3,3921172201,141,26.2,3921172199,140,56.4,3921172197,56,Center,,,,,,,,,,4lj04oct1utmn4skdpqmnfn8q,C. Blanc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486647479,21,1,1,5,37,2w4xxgpg4t4h5b3yl74egastz,1,59.9,24.6,2022-11-19T13:37:52.281Z,2022-11-19T13:37:55Z,3921172299,141,6.4,3921172297,140,72.9,3921172303,213,5.5,3921172295,56,Right,3921172301,212,18.4,,,,,,,,,,eku11vja5c7dk4ijb1kzjjeuh,L. Khelifi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486647487,22,1,1,5,40,2w4xxgpg4t4h5b3yl74egastz,0,84.9,13.7,2022-11-19T13:37:54.961Z,2022-11-19T13:37:56Z,3921172353,140,81.7,3921172355,141,49.6,3921172357,212,24.6,3921172359,213,1.7,3921172351,56,Center,,,,,,,,,,757os3ykn2cuocj7tr4dqnw89,M. Lakrar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486647491,23,49,1,5,42,dgpni8xwxjhgekjmg0m8bb6nv,1,19.6,53.6,2022-11-19T13:37:56.746Z,2022-11-19T13:37:56Z,,,,,,,,,,,,,,,,,,,,,,,,,e9e2sdrwd5g6m8kfpxpe8ml79,E. Kaabachi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486647511,24,1,1,5,43,dgpni8xwxjhgekjmg0m8bb6nv,0,19.6,53.6,2022-11-19T13:37:57.987Z,2022-11-19T13:38:00Z,3921172459,56,Back,3921172457,157,,3921172465,212,38.1,3921172463,141,98.1,3921172461,140,41.7,3921172469,1,,3921172467,213,0.9,,,,e9e2sdrwd5g6m8kfpxpe8ml79,E. Kaabachi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486647515,23,49,1,5,45,2w4xxgpg4t4h5b3yl74egastz,1,59.8,0.4,2022-11-19T13:38:00.218Z,2022-11-19T13:38:00Z,,,,,,,,,,,,,,,,,,,,,,,,,757os3ykn2cuocj7tr4dqnw89,M. Lakrar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486647537,24,3,1,5,49,2w4xxgpg4t4h5b3yl74egastz,0,73.6,3.6,2022-11-19T13:38:03.577Z,2022-11-19T13:38:07Z,3921172679,233,25,3921172565,56,Right,3921172567,286,,,,,,,,,,,,,,,,,757os3ykn2cuocj7tr4dqnw89,M. Lakrar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486647551,25,7,1,5,49,dgpni8xwxjhgekjmg0m8bb6nv,1,26.4,96.4,2022-11-19T13:38:03.578Z,2022-11-19T13:38:06Z,3921172621,56,Back,3921172627,233,24,3921172623,285,,3921172619,167,,,,,,,,,,,,,,a52izyii7s44qihbp4upbukiy,J. Jinantuya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486647559,25,5,1,5,51,2w4xxgpg4t4h5b3yl74egastz,1,69.8,-2,2022-11-19T13:38:05.681Z,2022-11-19T13:38:07Z,3921172663,56,Right,3921172665,347,,3921172711,233,26,,,,,,,,,,,,,,,,757os3ykn2cuocj7tr4dqnw89,M. Lakrar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486647563,26,5,1,5,51,dgpni8xwxjhgekjmg0m8bb6nv,0,30.2,102,2022-11-19T13:38:05.681Z,2022-11-19T13:42:33Z,3921172683,347,,3921172681,56,Back,3921172719,233,25,,,,,,,,,,,,,,,,a52izyii7s44qihbp4upbukiy,J. Jinantuya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486647633,26,1,1,6,1,2w4xxgpg4t4h5b3yl74egastz,1,67,0,2022-11-19T13:38:15.977Z,2022-11-19T13:38:18Z,3921173051,141,11.3,3921173045,107,,3921173055,213,1.4,3921173049,140,68.6,3921173053,212,9.2,3921173047,56,Right,,,,,,,1iy47sqcjh4x0w7bvvno90xxx,F. Robert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486647647,27,1,1,6,4,2w4xxgpg4t4h5b3yl74egastz,1,68.6,11.1,2022-11-19T13:38:18.610Z,2022-11-19T13:38:20Z,3921173115,140,70.2,3921173117,141,1.4,3921173119,212,6.8,3921173121,213,5.0,3921173113,56,Right,,,,,,,,,,eku11vja5c7dk4ijb1kzjjeuh,L. Khelifi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486647663,28,1,1,6,5,2w4xxgpg4t4h5b3yl74egastz,0,70.2,1.4,2022-11-19T13:38:19.929Z,2022-11-19T13:38:22Z,3921173195,213,6.1,3921173191,141,0.0,3921173189,140,82.1,3921173187,56,Right,3921173193,212,12.7,,,,,,,,,,1iy47sqcjh4x0w7bvvno90xxx,F. Robert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486647727,27,5,1,6,7,dgpni8xwxjhgekjmg0m8bb6nv,1,19.3,101.8,2022-11-19T13:38:21.323Z,2022-11-19T13:38:51Z,3921174231,233,29,3921173573,56,Back,3921173575,347,,,,,,,,,,,,,,,,,a52izyii7s44qihbp4upbukiy,J. Jinantuya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486647667,29,5,1,6,7,2w4xxgpg4t4h5b3yl74egastz,0,80.7,-1.8,2022-11-19T13:38:21.323Z,2022-11-19T13:42:33Z,3921173211,347,,3921173209,56,Right,3921174235,233,27,,,,,,,,,,,,,,,,1iy47sqcjh4x0w7bvvno90xxx,F. Robert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486647729,28,1,1,6,21,dgpni8xwxjhgekjmg0m8bb6nv,1,20.9,100,2022-11-19T13:38:36.059Z,2022-11-19T14:04:52Z,3921174259,213,5.5,3921174257,212,9.0,3921174251,56,Back,3921174249,107,,3921174253,140,26.9,3921174255,141,91.5,,,,,,,3edubak34lsocvkirgryo8vd,İ. Kaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486647755,29,1,1,6,22,dgpni8xwxjhgekjmg0m8bb6nv,1,23.6,96.9,2022-11-19T13:38:37.234Z,2022-11-19T14:05:04Z,3921173761,140,39.7,3921173767,213,6.2,3921173763,141,93.6,3921173765,212,17.1,3921173759,56,Back,,,,,,,,,,c99gqg4cu9eqy5yu8fga71vit,L. Condon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486647757,30,50,1,6,27,dgpni8xwxjhgekjmg0m8bb6nv,1,38.6,94.2,2022-11-19T13:38:41.547Z,2022-11-19T14:04:49Z,3921173773,286,,3921173771,56,Back,3921173855,233,30,,,,,,,,,,,,,,,,aeoazf90glk79a2puhpm06pyh,D. Roux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486647765,30,7,1,6,27,2w4xxgpg4t4h5b3yl74egastz,0,61.4,5.8,2022-11-19T13:38:41.548Z,2022-11-19T13:40:27Z,3921173805,285,,3921173843,233,30,3921173803,56,Right,,,,,,,,,,,,,,,,eku11vja5c7dk4ijb1kzjjeuh,L. Khelifi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
