id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/16/value,qualifier/14/value,qualifier/12/value
2478383779,363,1,1,40,31,2w4xxgpg4t4h5b3yl74egastz,1,24.4,41,2022-10-28T19:40:52.415Z,2022-10-28T19:40:56Z,3877879735,56,Back,3877879739,141,10.1,3877879741,212,21.9,3877879737,140,30.4,3877879743,213,5.0,,,,,,,,,,7n7ebty9p63lyd49l0jcs1z9x,L. Gevitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478383783,364,1,1,40,35,2w4xxgpg4t4h5b3yl74egastz,0,30.5,4,2022-10-28T19:40:56.320Z,2022-10-28T19:40:59Z,3877880063,286,,3877879759,56,Back,3877880057,236,,3877879761,140,32.6,3877879757,155,,3877879767,213,0.2,3877879763,141,4.6,3877880059,233,352,757os3ykn2cuocj7tr4dqnw89,M. Lakrar,3877879765,212,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,
2478383823,352,74,1,40,35,bdfjkux9o0vtsdig5zsbhtysq,1,60.3,93.2,2022-10-28T19:40:56.321Z,2022-10-28T19:46:28Z,3877879983,285,,3877879981,56,Left,3877880109,233,364,,,,,,,,,,,,,,,,1rsg1y7lx0ruqcwgj6c6oovdh,O. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478383801,351,43,1,40,37,bdfjkux9o0vtsdig5zsbhtysq,1,0,0,2022-10-28T19:40:57.671Z,2022-10-28T19:41:01Z,3877880257,144,61,3877879851,56,Left,,,,,,,,,,,,,,,,,,,1rsg1y7lx0ruqcwgj6c6oovdh,O. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478383843,353,5,1,40,37,bdfjkux9o0vtsdig5zsbhtysq,0,65,101.5,2022-10-28T19:40:58.208Z,2022-10-28T19:42:20Z,3877880083,347,,3877880081,56,Left,3877880171,233,365,,,,,,,,,,,,,,,,1rsg1y7lx0ruqcwgj6c6oovdh,O. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478383817,365,5,1,40,37,2w4xxgpg4t4h5b3yl74egastz,1,35,-1.5,2022-10-28T19:40:58.208Z,2022-10-28T19:41:00Z,3877879941,347,,3877879939,56,Back,3877880137,233,353,,,,,,,,,,,,,,,,757os3ykn2cuocj7tr4dqnw89,M. Lakrar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478383993,366,1,1,40,47,2w4xxgpg4t4h5b3yl74egastz,1,46.3,0,2022-10-28T19:41:07.822Z,2022-10-28T19:41:09Z,3877880893,213,0.8,3877880889,141,16.8,3877880885,56,Right,3877880891,212,18.2,3877880883,107,,3877880887,140,58.9,,,,,,,1iy47sqcjh4x0w7bvvno90xxx,F. Robert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478384013,367,1,1,40,48,2w4xxgpg4t4h5b3yl74egastz,1,58.8,17.3,2022-10-28T19:41:09.103Z,2022-10-28T19:41:10Z,3877880991,213,4.4,3877880985,140,56.3,3877880983,56,Right,3877880987,141,6.5,3877880989,212,7.8,,,,,,,,,,eku11vja5c7dk4ijb1kzjjeuh,L. Khelifi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478384021,368,1,1,40,49,2w4xxgpg4t4h5b3yl74egastz,0,56.3,6.4,2022-10-28T19:41:10.127Z,2022-10-28T19:41:10Z,3877881037,212,3.5,3877881039,213,0.4,3877881035,141,8.3,3877881033,140,59.4,3877881031,56,Right,,,,,,,,,,1iy47sqcjh4x0w7bvvno90xxx,F. Robert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478384031,354,61,1,40,50,bdfjkux9o0vtsdig5zsbhtysq,1,42.5,93.3,2022-10-28T19:41:11.185Z,2022-10-28T19:41:11Z,3877881093,56,Back,,,,,,,,,,,,,,,,,,,,,,7ak0q2t9ex8rcov81012amuad,C. Sow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478384141,369,1,1,40,55,2w4xxgpg4t4h5b3yl74egastz,1,53.2,53.9,2022-10-28T19:41:15.519Z,2022-10-28T19:41:21Z,3877881797,213,1.3,3877881789,56,Left,3877881791,140,61.2,3877881793,141,94.7,3877881795,212,29.0,,,,,,,,,,bff3wb6l4epccig9p8zxewx9m,E. Mbakem-Niaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478384265,370,1,1,41,0,2w4xxgpg4t4h5b3yl74egastz,1,71.4,68.5,2022-10-28T19:41:21.391Z,2022-10-28T19:41:29Z,3877882463,213,0.8,3877882455,56,Left,3877882461,212,23.2,3877882457,140,87.4,3877882459,141,92.1,,,,,,,,,,2by52fw1zojghjkbe3cj1yjmd,D. Škorvánková,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478384321,371,1,1,41,9,2w4xxgpg4t4h5b3yl74egastz,1,90.2,98.1,2022-10-28T19:41:29.583Z,2022-10-28T19:41:33Z,3877882749,141,94.8,3877882753,212,17.6,3877882757,213,3.3,3877882747,140,73.6,3877882745,56,Left,,,,,,,,,,6yh4l888isxggjgd4a6p4ss0l,M. Torrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478384327,372,1,1,41,12,2w4xxgpg4t4h5b3yl74egastz,0,72.9,94.5,2022-10-28T19:41:33.182Z,2022-10-28T19:41:33Z,3877882775,141,69.9,3877882767,2,,3877882769,155,,3877882773,140,88.6,3877882771,56,Center,3877882777,212,23.5,3877882779,213,5.5,,,,ao9cgwud5le6r07itko3j4y51,C. Boureille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478384365,355,12,1,41,16,bdfjkux9o0vtsdig5zsbhtysq,1,14.7,32.7,2022-10-28T19:41:36.711Z,2022-10-28T19:41:37Z,3877882977,141,44.3,3877882981,213,0.5,3877882979,212,17.9,3877883025,15,,3877882975,140,30.0,3877882971,56,Back,,,,,,,8iblvy7aw7kdghvke6s5gisid,A. Butel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478384417,356,49,1,41,19,bdfjkux9o0vtsdig5zsbhtysq,1,40.1,53.6,2022-10-28T19:41:39.961Z,2022-10-28T19:41:40Z,,,,,,,,,,,,,,,,,,,,,,,,,1ck8f8510t6ei80haqe2vqbpx,G. Thiney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478384497,357,1,1,41,19,bdfjkux9o0vtsdig5zsbhtysq,1,40.1,53.6,2022-10-28T19:41:40.071Z,2022-10-28T19:41:45Z,3877883695,140,65.1,3877883701,213,0.7,3877883693,56,Left,3877883703,1,,3877883697,141,89.1,3877883699,212,35.7,,,,,,,1ck8f8510t6ei80haqe2vqbpx,G. Thiney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478384501,358,3,1,41,25,bdfjkux9o0vtsdig5zsbhtysq,0,80.5,69,2022-10-28T19:41:45.526Z,2022-10-28T19:41:46Z,3877883755,211,,3877883721,286,,3877883719,56,Center,,,,,,,,,,,,,,,,1rsg1y7lx0ruqcwgj6c6oovdh,O. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478384529,373,12,1,41,26,2w4xxgpg4t4h5b3yl74egastz,1,6.9,34.5,2022-10-28T19:41:47.424Z,2022-10-28T19:41:48Z,3877883875,140,0.0,3877883873,56,Back,3877883877,141,18.9,3877883881,213,4.0,3877883949,167,,3877883879,212,13.7,,,,,,,1iy47sqcjh4x0w7bvvno90xxx,F. Robert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478384589,359,5,1,41,27,bdfjkux9o0vtsdig5zsbhtysq,1,93.2,101,2022-10-28T19:41:48.232Z,2022-10-28T19:46:20Z,3877885749,233,374,3877884209,56,Left,3877903745,347,,,,,,,,,,,,,,,,,1rsg1y7lx0ruqcwgj6c6oovdh,O. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478384535,374,5,1,41,27,2w4xxgpg4t4h5b3yl74egastz,0,6.8,-1,2022-10-28T19:41:48.232Z,2022-10-28T19:46:20Z,3877903725,347,,3877885817,233,359,3877883913,56,Back,,,,,,,,,,,,,,,,1iy47sqcjh4x0w7bvvno90xxx,F. Robert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478385037,362,1,1,42,0,bdfjkux9o0vtsdig5zsbhtysq,1,96.6,100,2022-10-28T19:42:21.126Z,2022-10-28T19:46:18Z,3877887949,107,,3877886551,140,91.9,3877886557,213,4.2,3877886555,212,10.2,3877886549,56,Left,3877886553,141,87.4,,,,,,,ehchjemv9fwcnwomosua92qqd,E. Aigbogun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478385081,363,2,1,42,2,bdfjkux9o0vtsdig5zsbhtysq,1,91.8,87.4,2022-10-28T19:42:23.207Z,2022-10-28T19:42:29Z,3877886797,56,Left,3877886801,141,91.4,3877886799,140,96.3,3877887265,7,ehchjemv9fwcnwomosua92qqd,,,,,,,,,,,,,1rsg1y7lx0ruqcwgj6c6oovdh,O. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478385259,377,55,1,42,2,2w4xxgpg4t4h5b3yl74egastz,1,8.4,9.8,2022-10-28T19:42:23.208Z,2022-10-28T20:04:57Z,,,,,,,,,,,,,,,,,,,,,,,,,7n7ebty9p63lyd49l0jcs1z9x,L. Gevitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478385371,378,1,1,42,26,2w4xxgpg4t4h5b3yl74egastz,0,8.2,9.4,2022-10-28T19:42:46.767Z,2022-10-28T19:42:47Z,3877888461,1,,3877888409,212,45.3,3877888399,155,,3877888401,241,,3877888407,141,31.9,3877888431,189,,3877888411,213,0.3,3877888405,140,48.8,757os3ykn2cuocj7tr4dqnw89,M. Lakrar,3877888397,5,3877888403,56,,,,,Back,,,,,,,,,,,,,,,,,,,,
2478385399,364,8,1,42,28,bdfjkux9o0vtsdig5zsbhtysq,1,55.4,67.8,2022-10-28T19:42:49.367Z,2022-10-28T19:42:49Z,3877888565,56,Center,,,,,,,,,,,,,,,,,,,,,,1ck8f8510t6ei80haqe2vqbpx,G. Thiney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478385437,379,1,1,42,31,2w4xxgpg4t4h5b3yl74egastz,1,36.8,30,2022-10-28T19:42:51.599Z,2022-10-28T19:42:52Z,3877888799,213,3.9,3877888791,56,Back,3877888797,212,17.3,3877888795,141,12.8,3877888793,140,24.7,,,,,,,,,,ao9cgwud5le6r07itko3j4y51,C. Boureille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478385497,380,1,1,42,31,2w4xxgpg4t4h5b3yl74egastz,1,24.7,12.8,2022-10-28T19:42:52.383Z,2022-10-28T19:42:57Z,3877889155,140,22.9,3877889153,56,Back,3877889157,141,43.1,3877889161,213,1.7,3877889159,212,20.7,,,,,,,,,,757os3ykn2cuocj7tr4dqnw89,M. Lakrar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478385533,381,1,1,42,36,2w4xxgpg4t4h5b3yl74egastz,1,27.2,47.8,2022-10-28T19:42:57.168Z,2022-10-28T19:42:59Z,3877889365,155,,3877889373,212,31.1,3877889375,213,1.0,3877889367,56,Back,3877889369,140,42.3,3877889371,141,87.1,,,,,,,7n7ebty9p63lyd49l0jcs1z9x,L. Gevitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478385611,382,1,1,42,38,2w4xxgpg4t4h5b3yl74egastz,1,38.8,95.1,2022-10-28T19:42:59.023Z,2022-10-28T19:43:03Z,3877889735,212,22.5,3877889733,141,82.6,3877889737,213,3.5,3877889731,140,19.0,3877889729,56,Back,,,,,,,,,,6yh4l888isxggjgd4a6p4ss0l,M. Torrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478385671,383,1,1,42,43,2w4xxgpg4t4h5b3yl74egastz,1,11.2,80.8,2022-10-28T19:43:03.727Z,2022-10-28T19:43:07Z,3877890019,213,4.0,3877890007,56,Back,3877890011,140,2.5,3877890017,212,14.4,3877890015,141,64.5,,,,,,,,,,19awb0feelm6k12ooavqb5621,O. Deslandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478385699,384,1,1,42,46,2w4xxgpg4t4h5b3yl74egastz,0,2.4,72.3,2022-10-28T19:43:07.440Z,2022-10-28T19:43:09Z,3877890175,1,,3877890167,140,35.0,3877890173,213,6.1,3877890165,56,Back,3877890163,155,,3877890171,212,34.8,3877890169,141,63.0,,,,eysw04bv1brzlph7v3w06sm39,L. Schmitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478385721,365,8,1,42,49,bdfjkux9o0vtsdig5zsbhtysq,1,61.4,28.3,2022-10-28T19:43:10.424Z,2022-10-28T19:43:10Z,3877890317,56,Center,,,,,,,,,,,,,,,,,,,,,,1ck8f8510t6ei80haqe2vqbpx,G. Thiney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478386077,385,43,1,42,50,2w4xxgpg4t4h5b3yl74egastz,1,0,0,2022-10-28T19:43:10.687Z,2022-10-28T19:46:10Z,3877892145,170,0,3877902989,144,51,,,,,,,,,,,,,,,,,,,eysw04bv1brzlph7v3w06sm39,L. Schmitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478385831,366,1,1,42,54,bdfjkux9o0vtsdig5zsbhtysq,1,89.5,53.1,2022-10-28T19:43:14.632Z,2022-10-28T19:46:45Z,3877894467,154,,3877890927,212,5.5,3877894465,210,16,3877890925,141,60.5,3877890923,140,91.6,3877894469,22,,3877890929,213,1.2,3877890921,56,Center,2n3sv3vt7ano86i5j9j3f8a95,M. Bourdieu,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
2478385837,367,16,1,42,55,bdfjkux9o0vtsdig5zsbhtysq,1,91.2,61.5,2022-10-28T19:43:15.824Z,2022-10-28T19:46:46Z,3877894531,328,,3877894519,154,,3877894529,214,,3877890971,17,,3877890969,22,,3877894535,231,52.7,3877891113,72,,3877894521,55,366,1rsg1y7lx0ruqcwgj6c6oovdh,O. Sarr,3877891121,375,3877894533,230,3877891117,374,2022-10-28 20:43:15.098,42:54.594,98.9,3877894525,102,54.1,,3877894515,77,3877894527,103,25.9,3877890973,56,3877894517,29,,,,,,Center,
2478404017,547,17,1,43,50,2w4xxgpg4t4h5b3yl74egastz,1,0,0,2022-10-28T19:44:11.154Z,2022-10-28T20:16:39Z,3877986231,184,,3877986229,31,,,,,,,,,,,,,,,,,,,,eysw04bv1brzlph7v3w06sm39,L. Schmitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478386741,386,1,1,44,2,2w4xxgpg4t4h5b3yl74egastz,1,49.7,50.1,2022-10-28T19:44:22.512Z,2022-10-28T19:45:07Z,3877895821,212,15.5,3877895819,141,34.2,3877895823,213,3.9,3877895825,279,G,3877895815,56,Back,3877895843,189,,3877895817,140,39.1,,,,bff3wb6l4epccig9p8zxewx9m,E. Mbakem-Niaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478386785,387,1,1,44,4,2w4xxgpg4t4h5b3yl74egastz,1,38.5,34.3,2022-10-28T19:44:24.831Z,2022-10-28T19:45:01Z,3877896077,213,6.1,3877896073,141,30.0,3877896069,56,Center,3877896071,140,58.0,3877896075,212,20.7,,,,,,,,,,757os3ykn2cuocj7tr4dqnw89,M. Lakrar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478386791,388,1,1,44,6,2w4xxgpg4t4h5b3yl74egastz,1,64.1,32.2,2022-10-28T19:44:26.511Z,2022-10-28T19:45:02Z,3877896127,212,25.9,3877896125,141,35.5,3877896123,140,39.5,3877896129,213,3.1,3877896177,156,,3877896121,56,Back,,,,,,,eku11vja5c7dk4ijb1kzjjeuh,L. Khelifi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478386875,389,1,1,44,8,2w4xxgpg4t4h5b3yl74egastz,1,65,49.6,2022-10-28T19:44:28.767Z,2022-10-28T19:44:40Z,3877896559,212,34.3,3877896561,213,5.4,3877896557,141,11.7,3877896563,1,,3877896555,140,86.6,3877896553,56,Right,,,,,,,ao9cgwud5le6r07itko3j4y51,C. Boureille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478386883,390,1,1,44,14,2w4xxgpg4t4h5b3yl74egastz,0,78.8,23.9,2022-10-28T19:44:34.640Z,2022-10-28T19:44:35Z,3877896585,155,,3877896591,141,27.1,3877896583,2,,3877896587,56,Center,3877896593,212,2.7,3877896595,213,0.9,3877896589,140,80.4,,,,1iy47sqcjh4x0w7bvvno90xxx,F. Robert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478386897,368,61,1,44,16,bdfjkux9o0vtsdig5zsbhtysq,1,17.5,68.7,2022-10-28T19:44:36.644Z,2022-10-28T19:44:36Z,3877896681,56,Back,,,,,,,,,,,,,,,,,,,,,,7ak0q2t9ex8rcov81012amuad,C. Sow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478386927,369,1,1,44,17,bdfjkux9o0vtsdig5zsbhtysq,0,25.1,61.5,2022-10-28T19:44:38.312Z,2022-10-28T19:44:39Z,3877896861,141,75.7,3877896855,3,,3877896863,212,11.3,3877896865,213,2.1,3877896857,56,Back,3877896859,140,19.5,,,,,,,1ck8f8510t6ei80haqe2vqbpx,G. Thiney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478386953,391,4,1,44,21,2w4xxgpg4t4h5b3yl74egastz,1,76.7,24.6,2022-10-28T19:44:42.063Z,2022-10-28T19:44:45Z,3877897059,265,,3877897061,286,,3877897057,152,,3877897055,56,Center,3877897053,13,,3877897205,233,370,,,,,,,1iy47sqcjh4x0w7bvvno90xxx,F. Robert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478386973,370,4,1,44,21,bdfjkux9o0vtsdig5zsbhtysq,0,23.3,75.4,2022-10-28T19:44:42.064Z,2022-10-28T19:44:45Z,3877897151,152,,3877897147,13,,3877897153,265,,3877897149,56,Back,3877897155,285,,3877897217,233,391,,,,,,,7ak0q2t9ex8rcov81012amuad,C. Sow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478387677,392,1,1,45,9,2w4xxgpg4t4h5b3yl74egastz,0,75.6,26.1,2022-10-28T19:45:29.552Z,2022-10-28T19:45:30Z,3877900799,155,,3877900801,152,,3877900803,56,Center,3877900797,5,,3877900805,140,90.5,3877900811,213,0.8,3877900809,212,23.0,3877900795,2,,1iy47sqcjh4x0w7bvvno90xxx,F. Robert,3877900807,141,,,,,,50.9,,,,,,,,,,,,,,,,,,,,,
2478387691,371,12,1,45,10,bdfjkux9o0vtsdig5zsbhtysq,1,9.6,52.1,2022-10-28T19:45:30.824Z,2022-10-28T19:45:31Z,3877900895,212,16.6,3877900897,213,0.2,3877900885,56,Back,3877900891,141,57.5,3877900899,15,,3877900887,140,25.0,,,,,,,8iblvy7aw7kdghvke6s5gisid,A. Butel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478387721,393,1,1,45,12,2w4xxgpg4t4h5b3yl74egastz,0,71.3,42.7,2022-10-28T19:45:33.215Z,2022-10-28T19:47:11Z,3877901067,213,0.2,3877901057,157,,3877901065,212,15.9,3877901063,141,48.1,3877901059,56,Center,3877901069,1,,3877901061,140,86.0,,,,2by52fw1zojghjkbe3cj1yjmd,D. Škorvánková,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478387843,394,13,1,45,26,2w4xxgpg4t4h5b3yl74egastz,1,85.6,56.7,2022-10-28T19:45:46.673Z,2022-10-28T19:47:02Z,3877906417,230,98.0,3877906033,24,,3877906415,458,,3877906405,83,,3877906411,215,,3877906407,102,58.5,3877906035,20,,3877906413,328,,ao9cgwud5le6r07itko3j4y51,C. Boureille,3877906409,103,3877906419,231,3877901801,56,Center,16.7,51.1,3877901799,17,,,,,,,,,,,,,,,,,,
2478387759,372,5,1,45,29,bdfjkux9o0vtsdig5zsbhtysq,1,-1,42.4,2022-10-28T19:45:49.648Z,2022-10-28T20:09:26Z,3877901327,56,Back,3877906199,233,395,3877901329,346,,,,,,,,,,,,,,,,,8iblvy7aw7kdghvke6s5gisid,A. Butel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478387855,395,5,1,45,29,2w4xxgpg4t4h5b3yl74egastz,0,101,57.6,2022-10-28T19:45:49.648Z,2022-10-28T19:46:59Z,3877901879,346,,3877901877,56,Center,3877906131,233,372,,,,,,,,,,,,,,,,eku11vja5c7dk4ijb1kzjjeuh,L. Khelifi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478387877,373,30,1,45,32,bdfjkux9o0vtsdig5zsbhtysq,1,0,0,2022-10-28T19:45:52.984Z,2022-10-28T20:40:01Z,3877902021,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478387873,396,30,1,45,32,2w4xxgpg4t4h5b3yl74egastz,1,0,0,2022-10-28T19:45:52.984Z,2022-10-28T19:57:03Z,3877902009,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478395605,397,18,2,45,0,2w4xxgpg4t4h5b3yl74egastz,1,0,0,2022-10-28T20:00:51.874Z,2022-10-28T20:01:54Z,3877941517,59,18,3877941595,55,398,3877941515,44,Midfielder,3877941513,42,,,,,,,,,,,,,,2by52fw1zojghjkbe3cj1yjmd,D. Škorvánková,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478395617,398,19,2,45,0,2w4xxgpg4t4h5b3yl74egastz,1,0,0,2022-10-28T20:00:51.875Z,2022-10-28T20:01:54Z,3877941559,145,3,3877941571,55,397,3877941569,44,Midfielder,3877941567,293,1,3877941565,292,7,3877941553,42,,3877941563,59,3,,,,cwudro7behcx3pta4l4na4a5m,I. Belloumou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478395595,374,32,2,45,0,bdfjkux9o0vtsdig5zsbhtysq,1,0,0,2022-10-28T20:01:01.874Z,2022-10-28T20:01:02Z,3877941471,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478395635,399,32,2,45,0,2w4xxgpg4t4h5b3yl74egastz,1,0,0,2022-10-28T20:01:01.874Z,2022-10-28T20:03:58Z,3877941679,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478395643,375,1,2,45,0,bdfjkux9o0vtsdig5zsbhtysq,1,49.9,50.3,2022-10-28T20:01:01.974Z,2022-10-28T20:01:05Z,3877941717,140,29.0,3877941723,213,3.3,3877941715,56,Back,3877941725,279,S,3877941719,141,46.6,3877941721,212,22.1,,,,,,,2n3sv3vt7ano86i5j9j3f8a95,M. Bourdieu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478395679,376,1,2,45,3,bdfjkux9o0vtsdig5zsbhtysq,1,29,46.6,2022-10-28T20:01:05.418Z,2022-10-28T20:01:09Z,3877941901,140,32.3,3877941903,141,82.6,3877941905,212,24.7,3877941899,56,Back,3877941907,213,1.4,,,,,,,,,,8iblvy7aw7kdghvke6s5gisid,A. Butel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478395693,377,1,2,45,7,bdfjkux9o0vtsdig5zsbhtysq,1,32.3,82.6,2022-10-28T20:01:09.738Z,2022-10-28T20:01:12Z,3877941967,213,5.3,3877941959,56,Back,3877941965,212,25.3,3877941961,140,46.6,3877941963,141,52.7,,,,,,,,,,ehchjemv9fwcnwomosua92qqd,E. Aigbogun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478395711,378,1,2,45,10,bdfjkux9o0vtsdig5zsbhtysq,1,46.6,52.7,2022-10-28T20:01:12.394Z,2022-10-28T20:01:14Z,3877942053,213,4.6,3877942047,140,44.5,3877942051,212,19.7,3877942049,141,23.9,3877942045,56,Back,,,,,,,,,,1ck8f8510t6ei80haqe2vqbpx,G. Thiney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478395725,379,1,2,45,12,bdfjkux9o0vtsdig5zsbhtysq,1,57.5,24.3,2022-10-28T20:01:13.946Z,2022-10-28T20:01:16Z,3877942123,212,15.9,3877942113,56,Right,3877942125,213,5.3,3877942115,140,65.4,3877942119,141,4.4,,,,,,,,,,dx5okwmzef2p09vgp02i1ucph,J. Soyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478395755,380,1,2,45,14,bdfjkux9o0vtsdig5zsbhtysq,1,71.2,4.4,2022-10-28T20:01:16.426Z,2022-10-28T20:01:19Z,3877942207,140,83.8,3877942211,212,31.4,3877942205,56,Center,3877942213,213,1.1,3877942209,141,46.3,3877942201,155,,,,,,,,3uxijnhp1ibbqm6e4lfivq8k5,C. Matéo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478395757,381,1,2,45,17,bdfjkux9o0vtsdig5zsbhtysq,0,83.8,46.3,2022-10-28T20:01:19.818Z,2022-10-28T20:01:20Z,3877942219,56,Center,3877942221,140,84.0,3877942227,213,1.6,3877942217,3,,3877942223,141,63.0,3877942225,212,11.4,,,,,,,1ck8f8510t6ei80haqe2vqbpx,G. Thiney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478395759,400,49,2,45,19,2w4xxgpg4t4h5b3yl74egastz,1,14.2,33.9,2022-10-28T20:01:21.348Z,2022-10-28T20:01:21Z,,,,,,,,,,,,,,,,,,,,,,,,,757os3ykn2cuocj7tr4dqnw89,M. Lakrar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478395769,401,1,2,45,19,2w4xxgpg4t4h5b3yl74egastz,0,14.2,33.9,2022-10-28T20:01:21.619Z,2022-10-28T20:03:57Z,3877942293,213,0.7,3877942295,1,,3877942289,141,66.3,3877942285,56,Back,3877942291,212,33.7,3877942283,157,,3877942287,140,38.5,,,,757os3ykn2cuocj7tr4dqnw89,M. Lakrar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478395787,382,1,2,45,21,bdfjkux9o0vtsdig5zsbhtysq,1,65.9,25.8,2022-10-28T20:01:23.403Z,2022-10-28T20:01:25Z,3877942399,213,5.3,3877942397,212,16.0,3877942389,3,,3877942393,140,74.9,3877942391,56,Right,3877942395,141,6.8,,,,,,,dx5okwmzef2p09vgp02i1ucph,J. Soyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478395789,383,49,2,45,23,bdfjkux9o0vtsdig5zsbhtysq,1,74.9,6.8,2022-10-28T20:01:25.115Z,2022-10-28T20:01:25Z,,,,,,,,,,,,,,,,,,,,,,,,,3uxijnhp1ibbqm6e4lfivq8k5,C. Matéo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
