id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,assist,qualifier/11/value,qualifier/13/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2503599779,1,34,16,0,0,e5hsx8fzufp57tv4oehbz0qht,1,0,0,2023-02-04T11:55:12.986Z,2023-02-04T12:44:06Z,4010599153,194,3bo8lbyohd3djey9pbd08fvf9,4010599147,59,"1, 18, 5, 11, 21, 3, 26, 8, 10, 27, 20, 7, 12, 17, 23, 24, 25, 40",4010599145,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4010599155,197,4764,4010599143,30,"8f25wup5nyqxwx27pmtxth51x, el2jrhon9i915qbjdgi96uru2, 3x6baiktcpcjxxh258a5uebpx, 1loi315glota15qd57q6e0xrd, cma46vvprpduachdlb2ruakx6, 3bo8lbyohd3djey9pbd08fvf9, 6ywkny98b9qzuvhqxwn9l0ogl, 407696aey55f3v0iy9xcr9plh, b9mxbxkxacng270g0cs3w1jh1, 41gek0vcr4hcrc5hg6zk4am3u, 3gu9gaz6w7eq79qnaqj3b7jdh, pugk29yysi9369f969l2o1qt, 8dfe78e3mslilgxw4efeu295, 28yvc8jmyyfavb0hetafjdadx, 15ueea8j21zale5d23rifkct1, 2fg7mgljmrqedc61uiff36ytx, e92r83de4v94lcbngexwe2oes, 2mgpfhn8c4e7gt4oce452j7x1",4010599157,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4010599151,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4010599149,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503601805,1,34,16,0,0,9s9jvki6htleffykj88qcpwpy,1,0,0,2023-02-04T12:01:07.424Z,2023-02-04T12:49:40Z,4010609397,194,2cp4j91pqwjvy7as74ckhc4wl,4010609395,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4010609389,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4010609393,130,4,4010609387,30,"dtl2shnzdg739pkag6fplb42y, 6xu7shoi00qiogo7akqo1xsrt, 50ph0tkxvrb3syo76y5bjbcut, 50k8dmb17hvqbq37ae3p90aju, 9mq9unf2aecualxxm9gvnppl, 8ra0s724ht9u3luvku2ytnrze, 2avvvwtcdl6hmzxei5qhjo4ph, 2cp4j91pqwjvy7as74ckhc4wl, ewogcy2itdu7e8vujgkitc0h6, b0a55g6cu6u3fl9vbuvynx05, dsm8r3i2k45d7vlqkmzaog9w4, bgdtaffohtcawxastd6cy5g16, a27580ah1idvwqjbscx0l4x78, 5es3kc7x38rotmzzcs46kb3hm, 1fcucvr07kupgc9ivux6cf76c, 5orsug2d4b7zzjat6eh9ks2qd, zzdeso5dawmdmq4u5vishhck, 1r6uy09tb387hz5fr5z4gztyi",4010609401,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4010609391,59,"30, 21, 11, 26, 22, 14, 24, 10, 9, 12, 7, 33, 1, 4, 18, 23, 19, 34",4010609399,197,14734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503632171,2,32,1,0,0,9s9jvki6htleffykj88qcpwpy,1,0,0,2023-02-04T12:45:08.954Z,2023-02-04T12:45:09Z,4010757419,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503632177,2,32,1,0,0,e5hsx8fzufp57tv4oehbz0qht,1,0,0,2023-02-04T12:45:08.954Z,2023-02-04T12:45:10Z,4010757451,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503680289,361,43,1,0,0,9s9jvki6htleffykj88qcpwpy,1,0,0,2023-02-04T12:45:08.954Z,2023-02-04T13:33:59Z,4011005503,213,0,4011005499,141,36.9,4011005911,144,1,4011005501,212,0,4011005493,155,0,4011005497,140,10.9,4011005495,56,Back,,,,dtl2shnzdg739pkag6fplb42y,M. Sieber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503632217,3,1,1,0,0,9s9jvki6htleffykj88qcpwpy,1,49.9,50,2023-02-04T12:45:09.054Z,2023-02-04T12:48:12Z,4010757623,140,41.0,4010757629,212,9.4,4010757627,141,50.6,4010757631,213,3.1,4010757619,56,Back,4010757633,279,S,,,,,,,ewogcy2itdu7e8vujgkitc0h6,I. Barrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503632231,4,1,1,0,2,9s9jvki6htleffykj88qcpwpy,0,41,50.6,2023-02-04T12:45:11.791Z,2023-02-04T12:45:12Z,4010757695,212,38.7,4010757697,213,0.7,4010757689,56,Left,4010757693,141,85.7,4010757687,155,,4010757691,140,70.0,4010757699,1,,,,,2cp4j91pqwjvy7as74ckhc4wl,L. Cance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503632301,3,1,1,0,3,e5hsx8fzufp57tv4oehbz0qht,1,26.1,8,2023-02-04T12:45:12.627Z,2023-02-04T12:45:16Z,4010758085,213,0.2,4010758077,56,Back,4010758081,141,14.7,4010758083,212,20.9,4010758073,3,,4010758079,140,45.5,,,,,,,el2jrhon9i915qbjdgi96uru2,A. Sombath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503632303,4,49,1,0,7,e5hsx8fzufp57tv4oehbz0qht,1,45.5,14.7,2023-02-04T12:45:16.775Z,2023-02-04T12:45:17Z,,,,,,,,,,,,,,,,,,,,,,,,,41gek0vcr4hcrc5hg6zk4am3u,V. Becho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503632319,5,1,1,0,8,e5hsx8fzufp57tv4oehbz0qht,1,45.5,14.7,2023-02-04T12:45:17.032Z,2023-02-04T12:45:18Z,4010758167,140,35.9,4010758171,212,11.1,4010758173,213,2.7,4010758165,56,Back,4010758169,141,21.6,,,,,,,,,,41gek0vcr4hcrc5hg6zk4am3u,V. Becho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503632343,6,1,1,0,9,e5hsx8fzufp57tv4oehbz0qht,1,35.9,21.6,2023-02-04T12:45:18.664Z,2023-02-04T12:45:19Z,4010758295,141,13.4,4010758303,213,5.8,4010758289,56,Back,4010758293,140,45.4,4010758299,212,11.4,,,,,,,,,,6ywkny98b9qzuvhqxwn9l0ogl,L. Horan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503632373,7,1,1,0,10,e5hsx8fzufp57tv4oehbz0qht,1,45.4,13.4,2023-02-04T12:45:19.800Z,2023-02-04T12:45:21Z,4010758469,212,13.6,4010758463,56,Center,4010758467,141,25.0,4010758471,213,0.6,4010758465,140,55.9,,,,,,,,,,41gek0vcr4hcrc5hg6zk4am3u,V. Becho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503632375,8,61,1,0,12,e5hsx8fzufp57tv4oehbz0qht,0,55.5,25,2023-02-04T12:45:21.503Z,2023-02-04T12:45:21Z,4010758485,56,Center,,,,,,,,,,,,,,,,,,,,,,6ywkny98b9qzuvhqxwn9l0ogl,L. Horan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503632401,5,49,1,0,15,9s9jvki6htleffykj88qcpwpy,1,41.9,75.3,2023-02-04T12:45:23.999Z,2023-02-04T12:45:24Z,,,,,,,,,,,,,,,,,,,,,,,,,2avvvwtcdl6hmzxei5qhjo4ph,S. Barbance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503632435,6,1,1,0,15,9s9jvki6htleffykj88qcpwpy,1,41.9,75.3,2023-02-04T12:45:24.270Z,2023-02-04T12:45:25Z,4010758801,140,35.2,4010758803,141,73.5,4010758799,56,Back,4010758807,213,3.3,4010758805,212,7.1,,,,,,,,,,2avvvwtcdl6hmzxei5qhjo4ph,S. Barbance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
