id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/16/value
2463781237,114,49,1,14,27,drnln5nhp7dqype6j3upkoiqp,1,40.5,67.9,2022-09-24T12:44:50.275Z,2022-09-24T12:48:36Z,,,,,,,,,,,,,,,,,,,,,,,,,5d6w6h4s9rfioy07y1rqrmgyy,G. Kazadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463781235,113,1,1,14,28,drnln5nhp7dqype6j3upkoiqp,1,34.5,63.9,2022-09-24T12:44:51.262Z,2022-09-24T12:48:44Z,3800285851,213,3.9,3800285845,140,24.6,3800285849,212,13.9,3800285843,56,Back,3800285847,141,50.3,,,,,,,,,,5d6w6h4s9rfioy07y1rqrmgyy,G. Kazadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463781289,115,1,1,14,30,drnln5nhp7dqype6j3upkoiqp,1,25.7,51.2,2022-09-24T12:44:53.079Z,2022-09-24T12:48:38Z,3800286093,155,,3800286097,140,63.5,3800286105,1,,3800286101,212,40.9,3800286103,213,6.0,3800286099,141,36.7,3800286095,56,Center,,,,eafhhlki76tgbbrwgeof4spyi,E. Jézéquel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463781297,116,44,1,14,31,drnln5nhp7dqype6j3upkoiqp,1,64.4,36.8,2022-09-24T12:44:55.039Z,2022-09-24T12:44:59Z,3800286137,56,Center,3800286139,286,,3800286173,233,118,,,,,,,,,,,,,,,,5vvgnuyaxp4x7hvzmgkku3pm2,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463781271,118,44,1,14,31,axvm5zg0mk4bp06wpec9vw27e,0,35.6,63.2,2022-09-24T12:44:55.040Z,2022-09-24T12:44:59Z,3800286043,285,,3800286207,233,116,3800286041,56,Back,,,,,,,,,,,,,,,,eaxf4zra7v3sknq7wrdlk7g0l,C. Sandvej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463781299,117,1,1,14,32,drnln5nhp7dqype6j3upkoiqp,0,65.2,34.9,2022-09-24T12:44:55.190Z,2022-09-24T13:05:14Z,3800286153,140,63.3,3800286149,3,,3800286151,56,Center,3800286155,141,36.1,3800286159,213,2.8,3800286157,212,2.2,,,,,,,5vvgnuyaxp4x7hvzmgkku3pm2,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463781275,119,49,1,14,33,axvm5zg0mk4bp06wpec9vw27e,1,35.1,51.3,2022-09-24T12:44:56.351Z,2022-09-24T12:44:56Z,,,,,,,,,,,,,,,,,,,,,,,,,eko9p1p9gjg7gxjla6chb6i95,H. Fercocq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463781327,120,1,1,14,36,axvm5zg0mk4bp06wpec9vw27e,1,35.1,51.3,2022-09-24T12:44:59.687Z,2022-09-24T12:48:56Z,3800286329,212,33.6,3800286325,140,3.9,3800286331,213,2.9,3800286333,1,,3800286327,141,62.6,3800286323,56,Back,,,,,,,eko9p1p9gjg7gxjla6chb6i95,H. Fercocq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463781411,121,1,1,14,38,axvm5zg0mk4bp06wpec9vw27e,1,0.8,82.9,2022-09-24T12:45:01.888Z,2022-09-24T12:45:28Z,3800286737,141,95.1,3800286743,1,,3800286733,56,Back,3800286739,212,38.4,3800286735,140,36.5,3800286741,213,0.2,3800286731,155,,,,,dfcxvz3flh0w54vhso9xpk1d5,L. Lichtfus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463781413,122,50,1,14,46,axvm5zg0mk4bp06wpec9vw27e,1,32.8,92.8,2022-09-24T12:45:09.752Z,2022-09-24T12:45:11Z,3800286747,56,Back,3800286749,285,,3800286807,233,118,,,,,,,,,,,,,,,,792nmu21pzzd6eak34jk1qlwq,M. Roth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463781419,118,7,1,14,46,drnln5nhp7dqype6j3upkoiqp,0,67.2,7.2,2022-09-24T12:45:09.753Z,2022-09-24T12:45:11Z,3800286801,233,122,3800286777,286,,3800286773,56,Right,,,,,,,,,,,,,,,,2k7qjez21ghq91378ecc585w5,L. Teinturier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463781441,123,1,1,14,47,axvm5zg0mk4bp06wpec9vw27e,1,35,96.2,2022-09-24T12:45:11.015Z,2022-09-24T12:45:12Z,3800286865,213,5.5,3800286861,141,83.3,3800286859,140,43.4,3800286863,212,12.4,3800286857,56,Back,,,,,,,,,,792nmu21pzzd6eak34jk1qlwq,M. Roth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463781461,124,1,1,14,49,axvm5zg0mk4bp06wpec9vw27e,1,43.4,83.3,2022-09-24T12:45:12.247Z,2022-09-24T12:45:14Z,3800286983,213,4.4,3800286979,141,66.9,3800286975,56,Back,3800286977,140,39.9,3800286981,212,11.7,,,,,,,,,,7ouo3qztrs5lytmtji95oesph,M. Terchoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463781509,125,1,1,14,50,axvm5zg0mk4bp06wpec9vw27e,1,39.8,66,2022-09-24T12:45:14Z,2022-09-24T12:45:18Z,3800287207,56,Back,3800287213,212,6.6,3800287209,140,38.4,3800287211,141,56.6,3800287215,213,4.5,,,,,,,,,,eko9p1p9gjg7gxjla6chb6i95,H. Fercocq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463781583,126,1,1,14,55,axvm5zg0mk4bp06wpec9vw27e,1,40.2,57.6,2022-09-24T12:45:18.111Z,2022-09-24T12:48:05Z,3800287583,212,48.0,3800287587,1,,3800287875,210,15,3800287579,140,77.3,3800287575,155,,3800287577,56,Right,3800287581,141,16.4,3800287585,213,5.7,dvd7yfrkq6wl6de389go6r7ro,O. Hurtré,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463781587,127,15,1,15,2,axvm5zg0mk4bp06wpec9vw27e,1,75.9,31.3,2022-09-24T12:45:25.585Z,2022-09-24T12:48:05Z,3800287885,102,52.6,3800287897,146,99.7,3800287695,72,,3800287899,147,50,3800287889,215,,3800287881,55,126,3800287609,18,,3800287877,76,,3ck9n7pb3d1dc8qcdgkxm5m,J. Hellstrom,3800287611,56,Center,,3800293091,233,3800287879,29,3800287887,103,3800287607,22,,,,,119,8.9,,,,,,,,,,,,,,,,,,,,,,,,
2463781591,119,10,1,15,2,drnln5nhp7dqype6j3upkoiqp,1,0.8,51.7,2022-09-24T12:45:25.685Z,2022-09-24T12:49:05Z,3800293099,233,127,3800293049,180,,3800287635,182,,3800293047,177,,3800287637,56,Back,,,,,,,,,,3h1cw632st7suexo3fo6aremt,C. Perrault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463781597,120,52,1,15,5,drnln5nhp7dqype6j3upkoiqp,1,3.1,46,2022-09-24T12:45:28.303Z,2022-09-24T12:45:28Z,,,,,,,,,,,,,,,,,,,,,,,,,3h1cw632st7suexo3fo6aremt,C. Perrault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463781605,121,1,1,15,6,drnln5nhp7dqype6j3upkoiqp,1,3.4,43.9,2022-09-24T12:45:30.046Z,2022-09-24T12:49:18Z,3800287739,287,,3800287703,123,,3800295299,1,,3800287711,212,41.2,3800287707,140,40.3,3800287705,56,Back,3800287709,141,23.3,3800287713,213,5.9,3h1cw632st7suexo3fo6aremt,C. Perrault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463781655,122,1,1,15,11,drnln5nhp7dqype6j3upkoiqp,1,38.3,18.2,2022-09-24T12:45:34.702Z,2022-09-24T12:49:16Z,3800287979,56,Back,3800287989,212,13.1,3800287981,140,44.5,3800287985,141,34.9,3800287993,213,1.1,,,,,,,,,,2k7qjez21ghq91378ecc585w5,L. Teinturier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463781661,123,1,1,15,14,drnln5nhp7dqype6j3upkoiqp,1,46.9,35.4,2022-09-24T12:45:37.358Z,2022-09-24T12:45:38Z,3800288015,213,0.1,3800288011,141,36.7,3800288009,140,58.4,3800288007,56,Center,3800288013,212,12.1,,,,,,,,,,85cmw667ykiku1pzcj07jreg9,S. Daoudi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463781675,124,1,1,15,15,drnln5nhp7dqype6j3upkoiqp,1,58.4,36.7,2022-09-24T12:45:38.647Z,2022-09-24T12:45:39Z,3800288065,213,4.8,3800288061,141,28.5,3800288063,212,5.6,3800288059,140,58.9,3800288057,56,Center,,,,,,,,,,jbxmumw5e6sad0zo1hljqnl5,S. Cambot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463781735,125,1,1,15,16,drnln5nhp7dqype6j3upkoiqp,1,59,28.3,2022-09-24T12:45:39.647Z,2022-09-24T12:45:48Z,3800288365,213,5.7,3800288361,141,8.2,3800288363,212,26.2,3800288359,140,80.3,3800288357,56,Right,,,,,,,,,,85cmw667ykiku1pzcj07jreg9,S. Daoudi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463781743,126,1,1,15,24,drnln5nhp7dqype6j3upkoiqp,0,77.7,26.2,2022-09-24T12:45:47.894Z,2022-09-24T12:45:48Z,3800288399,212,0.6,3800288395,140,78.3,3800288391,3,,3800288397,141,26.4,3800288401,213,0.2,3800288393,56,Center,,,,,,,5vvgnuyaxp4x7hvzmgkku3pm2,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463781739,128,43,1,15,24,axvm5zg0mk4bp06wpec9vw27e,1,0,0,2022-09-24T12:45:47.896Z,2022-09-24T12:48:27Z,3800288383,285,0,3800293757,144,74,3800288381,56,Back,,,,,,,,,,,,,,,,e5b9w1hq610saxvevecb6zzl5,Morgane Martins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463781759,129,49,1,15,27,axvm5zg0mk4bp06wpec9vw27e,1,29.4,42.8,2022-09-24T12:45:50.568Z,2022-09-24T12:45:50Z,,,,,,,,,,,,,,,,,,,,,,,,,7lqdu42zczlrnowx70hu12sb9,L. Declercq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463781811,130,1,1,15,29,axvm5zg0mk4bp06wpec9vw27e,1,29.5,41.8,2022-09-24T12:45:52.480Z,2022-09-24T12:45:58Z,3800288753,140,31.4,3800288757,212,9.0,3800288759,213,4.9,3800288751,56,Back,3800288755,141,28.9,,,,,,,,,,7lqdu42zczlrnowx70hu12sb9,L. Declercq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463781819,131,1,1,15,35,axvm5zg0mk4bp06wpec9vw27e,1,30.8,27.9,2022-09-24T12:45:58.344Z,2022-09-24T12:45:59Z,3800288793,140,27.0,3800288797,212,16.3,3800288791,56,Back,3800288795,141,4.7,3800288799,213,4.5,,,,,,,,,,dvd7yfrkq6wl6de389go6r7ro,O. Hurtré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463781827,132,1,1,15,36,axvm5zg0mk4bp06wpec9vw27e,1,27,4.7,2022-09-24T12:45:59.543Z,2022-09-24T12:46:01Z,3800288819,56,Back,3800288823,141,13.4,3800288827,213,2.6,3800288821,140,16.9,3800288825,212,12.1,,,,,,,,,,2iu88022lwj2uxr1hn0og7qax,L. Goetsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463781837,133,1,1,15,38,axvm5zg0mk4bp06wpec9vw27e,1,16.7,14,2022-09-24T12:46:01.160Z,2022-09-24T12:46:03Z,3800288873,56,Back,3800288875,140,26.8,3800288881,213,0.6,3800288879,212,13.3,3800288877,141,25.8,,,,,,,,,,dvd7yfrkq6wl6de389go6r7ro,O. Hurtré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463781847,134,1,1,15,39,axvm5zg0mk4bp06wpec9vw27e,1,27.9,26.2,2022-09-24T12:46:03.032Z,2022-09-24T12:46:04Z,3800288931,212,13.4,3800288925,56,Back,3800288929,141,35.4,3800288927,140,39.2,3800288933,213,0.5,,,,,,,,,,eko9p1p9gjg7gxjla6chb6i95,H. Fercocq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463781875,135,1,1,15,41,axvm5zg0mk4bp06wpec9vw27e,1,39.2,35.4,2022-09-24T12:46:04.296Z,2022-09-24T12:46:07Z,3800289079,212,9.8,3800289081,213,4.1,3800289075,140,33.9,3800289077,141,23.6,3800289073,56,Back,,,,,,,,,,7lqdu42zczlrnowx70hu12sb9,L. Declercq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463781887,136,1,1,15,44,axvm5zg0mk4bp06wpec9vw27e,1,37.2,25.3,2022-09-24T12:46:07.287Z,2022-09-24T12:46:10Z,3800289133,141,79.9,3800289127,155,,3800289137,213,0.8,3800289129,56,Left,3800289131,140,68.8,3800289135,212,49.8,3800289139,1,,,,,eko9p1p9gjg7gxjla6chb6i95,H. Fercocq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463781897,137,44,1,15,46,axvm5zg0mk4bp06wpec9vw27e,1,69.8,80.2,2022-09-24T12:46:09.888Z,2022-09-24T12:46:12Z,3800289229,233,127,3800289189,286,,3800289187,56,Left,,,,,,,,,,,,,,,,7ouo3qztrs5lytmtji95oesph,M. Terchoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463781901,127,44,1,15,46,drnln5nhp7dqype6j3upkoiqp,0,30.2,19.8,2022-09-24T12:46:09.889Z,2022-09-24T12:46:12Z,3800289237,233,137,3800289207,285,,3800289205,56,Back,,,,,,,,,,,,,,,,24w5egwdnqme3z091t0e71c2y,M. Revelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463781917,138,1,1,15,47,axvm5zg0mk4bp06wpec9vw27e,1,68.8,79.9,2022-09-24T12:46:10.847Z,2022-09-24T12:46:13Z,3800289297,141,93.8,3800289293,56,Left,3800289291,3,,3800289295,140,68.9,3800289299,212,9.5,3800289301,213,1.6,,,,,,,7ouo3qztrs5lytmtji95oesph,M. Terchoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463781921,139,1,1,15,50,axvm5zg0mk4bp06wpec9vw27e,0,69.6,94.2,2022-09-24T12:46:13.808Z,2022-09-24T12:46:14Z,3800289325,213,5.8,3800289321,141,85.1,3800289317,56,Left,3800289319,140,80.3,3800289323,212,12.8,,,,,,,,,,e5b9w1hq610saxvevecb6zzl5,Morgane Martins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463781929,128,8,1,15,51,drnln5nhp7dqype6j3upkoiqp,1,17.2,8.6,2022-09-24T12:46:14.919Z,2022-09-24T12:46:15Z,3800289343,56,Back,,,,,,,,,,,,,,,,,,,,,,24w5egwdnqme3z091t0e71c2y,M. Revelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463781933,129,5,1,15,52,drnln5nhp7dqype6j3upkoiqp,0,15.4,-1.6,2022-09-24T12:46:15.552Z,2022-09-24T12:48:01Z,3800289349,56,Back,3800289405,233,140,3800289351,347,,,,,,,,,,,,,,,,,24w5egwdnqme3z091t0e71c2y,M. Revelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463781939,140,5,1,15,52,axvm5zg0mk4bp06wpec9vw27e,1,84.6,101.6,2022-09-24T12:46:15.552Z,2022-09-24T12:46:16Z,3800289395,233,129,3800289367,56,Left,3800289369,347,,,,,,,,,,,,,,,,,e5b9w1hq610saxvevecb6zzl5,Morgane Martins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463782007,141,1,1,16,0,axvm5zg0mk4bp06wpec9vw27e,1,82.6,100,2022-09-24T12:46:23.680Z,2022-09-24T12:46:28Z,3800289777,212,11.2,3800289773,140,72.8,3800289779,213,3.5,3800289769,107,,3800289775,141,95.0,3800289771,56,Left,,,,,,,e5b9w1hq610saxvevecb6zzl5,Morgane Martins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463782037,142,1,1,16,5,axvm5zg0mk4bp06wpec9vw27e,1,77.2,85.7,2022-09-24T12:46:28.737Z,2022-09-24T12:46:31Z,3800289925,56,Left,3800289929,141,81.8,3800289931,212,5.8,3800289933,213,5.8,3800289927,140,82.1,,,,,,,,,,dvd7yfrkq6wl6de389go6r7ro,O. Hurtré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463782039,143,1,1,16,7,axvm5zg0mk4bp06wpec9vw27e,0,78.8,78.9,2022-09-24T12:46:30.952Z,2022-09-24T12:50:16Z,3800296867,141,73.6,3800297063,236,,3800297065,233,130,3800296869,212,4.2,3800296871,213,5.2,3800297069,286,,3800296865,140,80.8,3800289943,56,Center,7ouo3qztrs5lytmtji95oesph,M. Terchoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463782045,130,74,1,16,7,drnln5nhp7dqype6j3upkoiqp,1,19.5,25.6,2022-09-24T12:46:30.953Z,2022-09-24T12:50:29Z,3800297023,285,,3800297075,233,143,3800289959,56,Back,,,,,,,,,,,,,,,,24w5egwdnqme3z091t0e71c2y,M. Revelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463782077,131,1,1,16,11,drnln5nhp7dqype6j3upkoiqp,0,33.8,31.2,2022-09-24T12:46:34.118Z,2022-09-24T12:47:57Z,3800290181,56,Back,3800290775,286,,3800290771,233,144,3800290769,236,,3800290749,140,35.6,3800290755,213,0,3800290751,141,31.2,3800290753,212,1.9,7alrgsdv6ycykqgigqizax39x,M. Léger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463782061,144,74,1,16,11,axvm5zg0mk4bp06wpec9vw27e,1,62.9,45.1,2022-09-24T12:46:34.119Z,2022-09-24T12:50:30Z,3800290085,285,,3800290789,233,131,3800290083,56,Center,,,,,,,,,,,,,,,,7lqdu42zczlrnowx70hu12sb9,L. Declercq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463782113,145,1,1,16,16,axvm5zg0mk4bp06wpec9vw27e,1,51.5,52.8,2022-09-24T12:46:39.680Z,2022-09-24T12:46:42Z,3800290315,140,44.0,3800290319,212,13.7,3800290321,213,2.2,3800290317,141,69.3,3800290313,56,Back,,,,,,,,,,7lqdu42zczlrnowx70hu12sb9,L. Declercq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463782121,146,1,1,16,19,axvm5zg0mk4bp06wpec9vw27e,1,44,69.3,2022-09-24T12:46:42.168Z,2022-09-24T12:46:43Z,3800290355,140,60.2,3800290359,212,17.0,3800290361,213,6.3,3800290357,141,68.8,3800290353,56,Center,,,,,,,,,,eaxf4zra7v3sknq7wrdlk7g0l,C. Sandvej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463782151,147,1,1,16,20,axvm5zg0mk4bp06wpec9vw27e,1,60.2,68.8,2022-09-24T12:46:43.665Z,2022-09-24T12:46:47Z,3800290499,141,70.5,3800290495,56,Back,3800290503,213,3.1,3800290497,140,40.2,3800290501,212,21.0,,,,,,,,,,792nmu21pzzd6eak34jk1qlwq,M. Roth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463782171,148,1,1,16,24,axvm5zg0mk4bp06wpec9vw27e,1,40.8,61.5,2022-09-24T12:46:47.200Z,2022-09-24T12:46:51Z,3800290605,213,4.5,3800290601,141,38.8,3800290597,56,Back,3800290599,140,37.3,3800290603,212,15.9,,,,,,,,,,eaxf4zra7v3sknq7wrdlk7g0l,C. Sandvej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463782175,149,1,1,16,27,axvm5zg0mk4bp06wpec9vw27e,1,35.7,34,2022-09-24T12:46:50.872Z,2022-09-24T12:46:52Z,3800290637,140,19.6,3800290643,213,2.8,3800290639,141,43.4,3800290641,212,18.1,3800290635,56,Back,,,,,,,,,,f3thho84or4rhnubxrhit9zhl,M. Grec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463782191,150,1,1,16,29,axvm5zg0mk4bp06wpec9vw27e,1,19.6,43.4,2022-09-24T12:46:52.431Z,2022-09-24T12:46:57Z,3800290733,213,1.1,3800290731,212,12.8,3800290721,56,Back,3800290725,140,24.6,3800290729,141,60.5,,,,,,,,,,dfcxvz3flh0w54vhso9xpk1d5,L. Lichtfus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463782251,151,1,1,16,36,axvm5zg0mk4bp06wpec9vw27e,1,26.3,60.9,2022-09-24T12:46:59.504Z,2022-09-24T12:47:04Z,3800291127,212,22.7,3800291125,141,27.6,3800291121,56,Back,3800291129,213,4.6,3800291123,140,24.5,,,,,,,,,,eaxf4zra7v3sknq7wrdlk7g0l,C. Sandvej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463782263,152,1,1,16,41,axvm5zg0mk4bp06wpec9vw27e,1,26.6,27.4,2022-09-24T12:47:04.239Z,2022-09-24T12:47:05Z,3800291193,56,Back,3800291197,141,55.1,3800291201,213,1.7,3800291195,140,24.8,3800291199,212,18.9,,,,,,,,,,f3thho84or4rhnubxrhit9zhl,M. Grec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463782279,153,1,1,16,42,axvm5zg0mk4bp06wpec9vw27e,1,24.8,55.1,2022-09-24T12:47:05.592Z,2022-09-24T12:47:07Z,3800291279,56,Back,3800291285,212,21.6,3800291281,140,43.9,3800291287,213,0.4,3800291283,141,66.9,,,,,,,,,,eaxf4zra7v3sknq7wrdlk7g0l,C. Sandvej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463782289,154,1,1,16,43,axvm5zg0mk4bp06wpec9vw27e,1,44.2,69.6,2022-09-24T12:47:07.002Z,2022-09-24T12:47:08Z,3800291333,56,Back,3800291337,141,93.5,3800291339,212,19.2,3800291335,140,34.4,3800291341,213,2.1,,,,,,,,,,dvd7yfrkq6wl6de389go6r7ro,O. Hurtré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463782331,155,1,1,16,45,axvm5zg0mk4bp06wpec9vw27e,1,34.2,93.5,2022-09-24T12:47:08.776Z,2022-09-24T12:47:12Z,3800291513,140,21.9,3800291515,141,69.3,3800291511,56,Back,3800291519,213,4.0,3800291517,212,20.9,,,,,,,,,,e5b9w1hq610saxvevecb6zzl5,Morgane Martins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463782355,156,1,1,16,49,axvm5zg0mk4bp06wpec9vw27e,1,24.1,63.9,2022-09-24T12:47:12.648Z,2022-09-24T12:47:15Z,3800291615,212,22.8,3800291611,140,23.7,3800291617,213,4.7,3800291613,141,30.4,3800291609,56,Back,,,,,,,,,,eaxf4zra7v3sknq7wrdlk7g0l,C. Sandvej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463782393,157,1,1,16,52,axvm5zg0mk4bp06wpec9vw27e,1,25.2,26.1,2022-09-24T12:47:15.736Z,2022-09-24T12:47:19Z,3800291779,56,Back,3800291785,212,17.5,3800291781,140,32.7,3800291787,213,5.2,3800291783,141,3.1,,,,,,,,,,f3thho84or4rhnubxrhit9zhl,M. Grec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463782419,158,1,1,16,56,axvm5zg0mk4bp06wpec9vw27e,1,32.7,3.7,2022-09-24T12:47:19.625Z,2022-09-24T12:47:22Z,3800291857,213,1.4,3800291853,212,14.7,3800291847,140,35.2,3800291849,141,25.0,3800291845,56,Back,,,,,,,,,,2iu88022lwj2uxr1hn0og7qax,L. Goetsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463782463,159,1,1,16,59,axvm5zg0mk4bp06wpec9vw27e,1,42.8,33.4,2022-09-24T12:47:22.074Z,2022-09-24T12:47:29Z,3800292053,213,0.7,3800292037,155,,3800292057,1,,3800292039,56,Center,3800292049,212,45.7,3800292041,140,76.8,3800292045,141,75.3,,,,eko9p1p9gjg7gxjla6chb6i95,H. Fercocq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463782469,160,1,1,17,6,axvm5zg0mk4bp06wpec9vw27e,0,94.2,72.1,2022-09-24T12:47:29.449Z,2022-09-24T12:47:33Z,3800292079,140,94.1,3800292085,213,4.7,3800292081,141,60.8,3800292077,56,Center,3800292083,212,7.7,,,,,,,,,,7ouo3qztrs5lytmtji95oesph,M. Terchoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463782475,132,8,1,17,8,drnln5nhp7dqype6j3upkoiqp,1,5.8,36.9,2022-09-24T12:47:31.439Z,2022-09-24T12:47:31Z,3800292111,56,Back,,,,,,,,,,,,,,,,,,,,,,7gisthugglsa8l3wah7gw2klx,H. Mansuy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
