id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/15/value,qualifier/16/value
2552281751,199,1,1,19,51,drnln5nhp7dqype6j3upkoiqp,1,85.1,5.9,2023-05-21T10:50:43.967Z,2023-05-21T10:50:48Z,4296545081,213,2.7,4296545079,212,17.8,4296545075,140,69.6,4296545077,141,16.4,4296545073,56,Right,,,,,,,,,,5d6w6h4s9rfioy07y1rqrmgyy,G. Kazadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552281781,200,1,1,19,56,drnln5nhp7dqype6j3upkoiqp,0,67.8,7.6,2023-05-21T10:50:48.649Z,2023-05-21T10:50:51Z,4296545247,1,,4296545241,141,62.9,4296545243,212,44.5,4296545245,213,1.0,4296545239,140,90.4,4296545237,56,Center,4296545235,155,,,,,7gisthugglsa8l3wah7gw2klx,H. Mansuy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552281797,176,43,1,20,2,9s9jvki6htleffykj88qcpwpy,1,0,0,2023-05-21T10:50:54.340Z,2023-05-21T10:50:59Z,4296545495,144,49,,,,,,,,,,,,,,,,,,,,,,6xu7shoi00qiogo7akqo1xsrt,C. Canon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552281861,177,4,1,20,8,9s9jvki6htleffykj88qcpwpy,1,10.4,39.8,2023-05-21T10:51:00.567Z,2023-05-21T10:53:11Z,4296545631,285,,4296545623,13,,4296545627,152,,4296545689,233,201,4296550725,294,,4296545625,56,Back,,,,,,,9mq9unf2aecualxxm9gvnppl,S. Guellati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552281849,201,4,1,20,8,drnln5nhp7dqype6j3upkoiqp,0,89.6,60.2,2023-05-21T10:51:00.568Z,2023-05-21T10:53:07Z,4296550511,294,,4296545823,233,177,4296545575,286,,4296545571,152,,4296545567,13,,4296545569,56,Center,,,,,,,3nahmpoi0glxeu95ip8hx8odm,A. Péniguel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552282007,178,1,1,20,27,9s9jvki6htleffykj88qcpwpy,1,14.5,45.8,2023-05-21T10:51:19.764Z,2023-05-21T10:51:22Z,4296546457,140,55.1,4296546461,212,43.8,4296546463,213,6.1,4296546453,152,,4296546451,157,,4296546455,56,Center,4296546465,1,,4296546459,141,31.3,dtl2shnzdg739pkag6fplb42y,M. Sieber,4296546449,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552282059,179,1,1,20,30,9s9jvki6htleffykj88qcpwpy,1,55.1,31.3,2023-05-21T10:51:22.692Z,2023-05-21T10:51:27Z,4296546703,213,0.0,4296546701,212,9.7,4296546693,168,,4296546691,3,,4296546697,140,64.3,4296546695,56,Center,4296546699,141,31.8,,,,9rab5estxnvvhj8evql7j68rt,O. Saunier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552282061,180,3,1,20,35,9s9jvki6htleffykj88qcpwpy,0,73.4,32.8,2023-05-21T10:51:27.524Z,2023-05-21T10:51:30Z,4296546805,233,202,4296546707,56,Center,4296546709,286,,,,,,,,,,,,,,,,,b0a55g6cu6u3fl9vbuvynx05,M. Tarrieu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552282071,202,7,1,20,35,drnln5nhp7dqype6j3upkoiqp,1,26.6,67.2,2023-05-21T10:51:27.525Z,2023-05-21T10:51:30Z,4296546795,233,180,4296546761,56,Back,4296546763,285,,,,,,,,,,,,,,,,,24w5egwdnqme3z091t0e71c2y,M. Revelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552282081,203,1,1,20,37,drnln5nhp7dqype6j3upkoiqp,0,26.7,67.3,2023-05-21T10:51:29.727Z,2023-05-21T10:51:31Z,4296546857,233,181,4296546817,212,3.0,4296546861,286,,4296546811,56,Back,4296546813,140,29.5,4296546815,141,67.9,4296546855,236,,4296546819,213,0.1,24w5egwdnqme3z091t0e71c2y,M. Revelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552282079,181,74,1,20,37,9s9jvki6htleffykj88qcpwpy,1,71.3,26.5,2023-05-21T10:51:29.728Z,2023-05-21T11:12:01Z,4296546807,56,Center,4296546865,233,203,4296546809,285,,,,,,,,,,,,,,,,,2avvvwtcdl6hmzxei5qhjo4ph,S. Barbance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552282103,204,1,1,20,41,drnln5nhp7dqype6j3upkoiqp,0,21.9,62.9,2023-05-21T10:51:33.287Z,2023-05-21T10:51:33Z,4296546945,1,,4296546939,141,71.8,4296546941,212,25.7,4296546943,213,0.2,4296546935,56,Back,4296546937,140,45.7,4296546933,157,,,,,eafhhlki76tgbbrwgeof4spyi,E. Jézéquel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552282105,182,49,1,20,41,9s9jvki6htleffykj88qcpwpy,1,55.3,22.2,2023-05-21T10:51:33.860Z,2023-05-21T10:51:33Z,,,,,,,,,,,,,,,,,,,,,,,,,9mq9unf2aecualxxm9gvnppl,S. Guellati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552282117,183,1,1,20,42,9s9jvki6htleffykj88qcpwpy,1,55.3,22.2,2023-05-21T10:51:34.148Z,2023-05-21T10:51:35Z,4296547005,140,65.8,4296547003,56,Center,4296547007,141,28.8,4296547009,212,11.9,4296547011,213,0.4,,,,,,,,,,9mq9unf2aecualxxm9gvnppl,S. Guellati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552282137,184,1,1,20,43,9s9jvki6htleffykj88qcpwpy,1,63.6,24.6,2023-05-21T10:51:35.268Z,2023-05-21T10:51:40Z,4296547107,56,Right,4296547115,213,5.2,4296547109,140,70.6,4296547113,212,14.7,4296547111,141,5.9,,,,,,,,,,2cp4j91pqwjvy7as74ckhc4wl,L. Cance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552282143,185,1,1,20,47,9s9jvki6htleffykj88qcpwpy,0,74.4,6.7,2023-05-21T10:51:39.940Z,2023-05-21T10:51:41Z,4296547141,141,58.4,4296547143,212,35.7,4296547147,1,,4296547139,140,80.2,4296547145,213,1.4,4296547137,56,Center,4296547135,155,,,,,6xu7shoi00qiogo7akqo1xsrt,C. Canon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552282149,205,61,1,20,50,drnln5nhp7dqype6j3upkoiqp,1,20.1,38.6,2023-05-21T10:51:42.311Z,2023-05-21T10:51:42Z,4296547167,56,Back,,,,,,,,,,,,,,,,,,,,,,5d6w6h4s9rfioy07y1rqrmgyy,G. Kazadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552282189,206,1,1,20,54,drnln5nhp7dqype6j3upkoiqp,1,40.6,37.1,2023-05-21T10:51:46.447Z,2023-05-21T10:51:48Z,4296547369,213,1.1,4296547365,141,58.1,4296547363,140,46.7,4296547361,56,Back,4296547367,212,15.7,,,,,,,,,,1eo54huy053pgofiws2n36s16,N. Richard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552282221,207,1,1,20,56,drnln5nhp7dqype6j3upkoiqp,0,46.7,58.1,2023-05-21T10:51:48.175Z,2023-05-21T10:51:51Z,4296547489,140,90.9,4296547497,1,,4296547487,56,Center,4296547493,212,47.8,4296547491,141,75.1,4296547495,213,0.2,,,,,,,3vpsxb6kzdffwgumf9mfcmms5,A. Lahmari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552282239,186,59,1,21,0,9s9jvki6htleffykj88qcpwpy,1,0,0,2023-05-21T10:51:52.692Z,2023-05-21T10:51:53Z,4296547567,56,Back,,,,,,,,,,,,,,,,,,,,,,dtl2shnzdg739pkag6fplb42y,M. Sieber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552282243,187,12,1,21,1,9s9jvki6htleffykj88qcpwpy,1,11.6,24,2023-05-21T10:51:53.348Z,2023-05-21T10:51:54Z,4296547589,141,0.0,4296547585,56,Back,4296547591,212,18.4,4296547587,140,17.7,4296547593,213,5.1,4296547627,167,,,,,,,,dtl2shnzdg739pkag6fplb42y,M. Sieber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552282249,188,5,1,21,1,9s9jvki6htleffykj88qcpwpy,0,16.4,-1.2,2023-05-21T10:51:53.869Z,2023-05-21T10:51:56Z,4296547613,347,,4296547611,56,Back,4296547691,233,208,,,,,,,,,,,,,,,,dtl2shnzdg739pkag6fplb42y,M. Sieber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552282261,208,5,1,21,1,drnln5nhp7dqype6j3upkoiqp,1,83.6,101.2,2023-05-21T10:51:53.869Z,2023-05-21T10:56:34Z,4296547665,56,Left,4296547673,233,188,4296547667,347,,,,,,,,,,,,,,,,,3vpsxb6kzdffwgumf9mfcmms5,A. Lahmari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552282405,209,1,1,21,17,drnln5nhp7dqype6j3upkoiqp,1,84.8,100,2023-05-21T10:52:09.767Z,2023-05-21T10:52:12Z,4296548383,1,,4296548381,213,4.0,4296548379,212,33.7,4296548377,141,62.3,4296548367,107,,4296548371,56,Center,4296548375,140,64.7,,,,24w5egwdnqme3z091t0e71c2y,M. Revelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552282421,210,1,1,21,19,drnln5nhp7dqype6j3upkoiqp,1,63.2,63.3,2023-05-21T10:52:11.958Z,2023-05-21T10:52:14Z,4296548483,141,32.8,4296548479,56,Center,4296548481,140,76.5,4296548487,213,5.3,4296548485,212,25.0,,,,,,,,,,jbxmumw5e6sad0zo1hljqnl5,S. Cambot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552282441,211,1,1,21,22,drnln5nhp7dqype6j3upkoiqp,1,76.9,33.6,2023-05-21T10:52:14.711Z,2023-05-21T10:52:17Z,4296548587,212,20.4,4296548583,140,90.9,4296548585,141,12.9,4296548577,56,Right,4296548589,213,5.5,,,,,,,,,,5vvgnuyaxp4x7hvzmgkku3pm2,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552282463,212,1,1,21,24,drnln5nhp7dqype6j3upkoiqp,1,91.7,12.8,2023-05-21T10:52:16.863Z,2023-05-21T10:54:23Z,4296549991,154,,4296548689,141,43.9,4296548683,155,,4296548681,2,,4296548691,212,21.2,4296548693,213,1.5,4296548687,140,93.4,4296549989,210,13,5d6w6h4s9rfioy07y1rqrmgyy,G. Kazadi,4296548685,56,,,,1,Center,,,,,,,,,,,,,,,,,,,,,,,,,
2552282471,213,13,1,21,28,drnln5nhp7dqype6j3upkoiqp,1,93.4,43.9,2023-05-21T10:52:20.471Z,2023-05-21T10:54:21Z,4296549999,29,,4296550011,215,,4296550017,230,98.8,4296550015,328,,4296550009,103,22.2,4296550007,102,40.2,4296550001,154,,4296550019,231,50,3nahmpoi0glxeu95ip8hx8odm,A. Péniguel,4296548735,17,4296548737,56,Center,,,4296548731,22,4296550013,108,,4296553265,75,4296550003,55,,,212,4296549803,20,,,,,,,,,,,
2552282487,189,5,1,21,30,9s9jvki6htleffykj88qcpwpy,1,-1.2,51.2,2023-05-21T10:52:22.335Z,2023-05-21T10:56:34Z,4296548803,56,Back,4296548819,233,214,4296548805,346,,,,,,,,,,,,,,,,,9mq9unf2aecualxxm9gvnppl,S. Guellati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552282479,214,5,1,21,30,drnln5nhp7dqype6j3upkoiqp,0,101.2,48.8,2023-05-21T10:52:22.335Z,2023-05-21T10:52:24Z,4296548783,346,,4296548781,56,Center,4296548841,233,189,,,,,,,,,,,,,,,,3nahmpoi0glxeu95ip8hx8odm,A. Péniguel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552282585,190,1,1,21,41,9s9jvki6htleffykj88qcpwpy,1,3.1,53.3,2023-05-21T10:52:34.020Z,2023-05-21T10:52:34Z,4296549275,140,10.4,4296549271,124,,4296549273,56,Back,4296549277,141,63.7,4296549279,212,10.4,4296549281,213,0.7,4296549285,237,,,,,dtl2shnzdg739pkag6fplb42y,M. Sieber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552282597,191,1,1,21,42,9s9jvki6htleffykj88qcpwpy,1,10.2,60.6,2023-05-21T10:52:34.788Z,2023-05-21T10:52:36Z,4296549329,212,17.6,4296549327,141,69.7,4296549321,56,Back,4296549325,140,25.9,4296549331,213,0.4,,,,,,,,,,5es3kc7x38rotmzzcs46kb3hm,É. Sévenne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552282617,192,1,1,21,43,9s9jvki6htleffykj88qcpwpy,1,28.6,73.6,2023-05-21T10:52:35.892Z,2023-05-21T10:52:37Z,4296549409,212,14.9,4296549413,213,1.7,4296549405,141,95.3,4296549401,56,Back,4296549403,140,26.5,,,,,,,,,,2cp4j91pqwjvy7as74ckhc4wl,L. Cance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552282639,193,1,1,21,45,9s9jvki6htleffykj88qcpwpy,1,26.5,95.3,2023-05-21T10:52:37.844Z,2023-05-21T10:52:41Z,4296549527,213,3.6,4296549521,141,83.9,4296549523,212,18.1,4296549513,56,Back,4296549517,140,10.9,,,,,,,,,,50ph0tkxvrb3syo76y5bjbcut,A. Pierre-Louis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552282673,194,1,1,21,49,9s9jvki6htleffykj88qcpwpy,1,12.1,80.6,2023-05-21T10:52:41.716Z,2023-05-21T10:52:45Z,4296549699,212,20.7,4296549695,140,4.6,4296549693,56,Back,4296549697,141,52.4,4296549701,213,4.3,,,,,,,,,,5es3kc7x38rotmzzcs46kb3hm,É. Sévenne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552282711,195,1,1,21,52,9s9jvki6htleffykj88qcpwpy,1,7.9,41.9,2023-05-21T10:52:44.996Z,2023-05-21T10:52:52Z,4296549881,212,25.8,4296549883,213,5.4,4296549879,141,12.9,4296549877,140,23.8,4296549875,56,Back,,,,,,,,,,dtl2shnzdg739pkag6fplb42y,M. Sieber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552282733,196,1,1,22,0,9s9jvki6htleffykj88qcpwpy,1,34.9,12,2023-05-21T10:52:52.116Z,2023-05-21T10:52:54Z,4296549983,212,11.3,4296549979,140,43.3,4296549981,141,1.6,4296549985,213,5.6,4296549977,56,Back,,,,,,,,,,9mq9unf2aecualxxm9gvnppl,S. Guellati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552282739,197,1,1,22,2,9s9jvki6htleffykj88qcpwpy,1,40,6.2,2023-05-21T10:52:54.836Z,2023-05-21T10:52:56Z,4296550037,56,Back,4296550039,140,34.0,4296550045,213,3.3,4296550041,141,4.6,4296550043,212,6.4,,,,,,,,,,6xu7shoi00qiogo7akqo1xsrt,C. Canon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552282765,198,1,1,22,4,9s9jvki6htleffykj88qcpwpy,0,34,4.6,2023-05-21T10:52:56.165Z,2023-05-21T10:52:59Z,4296550183,213,0.5,4296550181,212,41.4,4296550179,141,34.5,4296550185,1,,4296550175,56,Center,4296550173,155,,4296550177,140,68.3,,,,9mq9unf2aecualxxm9gvnppl,S. Guellati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552282783,215,49,1,22,8,drnln5nhp7dqype6j3upkoiqp,1,27.9,55.2,2023-05-21T10:53:00.832Z,2023-05-21T10:53:00Z,,,,,,,,,,,,,,,,,,,,,,,,,eafhhlki76tgbbrwgeof4spyi,E. Jézéquel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552282795,216,1,1,22,9,drnln5nhp7dqype6j3upkoiqp,1,28,51.9,2023-05-21T10:53:01.702Z,2023-05-21T10:53:03Z,4296550381,140,44.6,4296550383,141,51.2,4296550379,56,Back,4296550387,213,6.3,4296550385,212,17.4,,,,,,,,,,eafhhlki76tgbbrwgeof4spyi,E. Jézéquel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552282809,217,1,1,22,11,drnln5nhp7dqype6j3upkoiqp,1,45.3,50.4,2023-05-21T10:53:03.390Z,2023-05-21T10:53:05Z,4296550459,212,17.1,4296550455,140,61.1,4296550457,141,56.6,4296550453,56,Center,4296550461,213,0.2,,,,,,,,,,1eo54huy053pgofiws2n36s16,N. Richard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552282877,218,1,1,22,13,drnln5nhp7dqype6j3upkoiqp,1,61.1,56.6,2023-05-21T10:53:05.743Z,2023-05-21T10:53:12Z,4296550797,140,47.0,4296550801,141,49.3,4296550793,56,Back,4296550805,212,15.6,4296550809,213,3.5,,,,,,,,,,jbxmumw5e6sad0zo1hljqnl5,S. Cambot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552282895,219,1,1,22,20,drnln5nhp7dqype6j3upkoiqp,1,44.6,45.7,2023-05-21T10:53:12.607Z,2023-05-21T10:53:13Z,4296550889,212,22.2,4296550883,56,Right,4296550887,141,19.1,4296550891,213,5.3,4296550885,140,56.9,,,,,,,,,,1eo54huy053pgofiws2n36s16,N. Richard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552282923,220,1,1,22,21,drnln5nhp7dqype6j3upkoiqp,1,56.9,19.1,2023-05-21T10:53:13.695Z,2023-05-21T10:53:17Z,4296551013,141,8.0,4296551011,140,69.8,4296551017,213,5.8,4296551015,212,15.5,4296551009,56,Right,,,,,,,,,,7gisthugglsa8l3wah7gw2klx,H. Mansuy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552282939,221,1,1,22,25,drnln5nhp7dqype6j3upkoiqp,1,70.6,9.5,2023-05-21T10:53:17.144Z,2023-05-21T10:53:21Z,4296551105,155,,4296551103,2,,4296551107,56,Center,4296551109,140,86.0,4296551115,213,1.0,4296551113,212,30.7,4296551111,141,47.8,,,,3vpsxb6kzdffwgumf9mfcmms5,A. Lahmari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552282955,222,1,1,22,29,drnln5nhp7dqype6j3upkoiqp,1,86,47.8,2023-05-21T10:53:21.254Z,2023-05-21T10:55:14Z,4296551189,56,Center,4296554975,210,15,4296551193,141,46.0,4296551191,140,80.1,4296551197,213,3.3,4296554979,154,,4296551195,212,6.3,,,,3nahmpoi0glxeu95ip8hx8odm,A. Péniguel,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2552282957,223,15,1,22,31,drnln5nhp7dqype6j3upkoiqp,1,80.4,46.9,2023-05-21T10:53:23.663Z,2023-05-21T10:55:14Z,4296555037,233,199,4296551203,22,,4296554989,55,222,4296555003,147,47.7,4296554999,328,,4296554995,103,19,4296554985,29,,4296554997,215,,jbxmumw5e6sad0zo1hljqnl5,S. Cambot,4296554987,154,4296551205,18,,,,4296551207,56,4296555007,231,48.9,4296555001,146,4296554589,82,Center,82.9,,4296555005,230,99.5,4296554585,20,4296554983,76,4296554993,102,52.8,,,
2552282963,199,10,1,22,31,9s9jvki6htleffykj88qcpwpy,1,18.4,51.5,2023-05-21T10:53:23.763Z,2023-05-21T11:20:55Z,4296551267,94,,4296554615,233,223,4296551269,56,Back,,,,,,,,,,,,,,,,9mq9unf2aecualxxm9gvnppl,S. Guellati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552282979,200,49,1,22,36,9s9jvki6htleffykj88qcpwpy,1,46.7,33.6,2023-05-21T10:53:28.901Z,2023-05-21T10:53:29Z,,,,,,,,,,,,,,,,,,,,,,,,,2avvvwtcdl6hmzxei5qhjo4ph,S. Barbance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552282991,201,1,1,22,37,9s9jvki6htleffykj88qcpwpy,1,44.3,34.2,2023-05-21T10:53:29.333Z,2023-05-21T10:53:33Z,4296551461,141,48.2,4296551463,212,13.4,4296551457,56,Center,4296551465,213,0.8,4296551459,140,53.3,,,,,,,,,,2avvvwtcdl6hmzxei5qhjo4ph,S. Barbance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552283009,202,1,1,22,41,9s9jvki6htleffykj88qcpwpy,1,53.5,40.6,2023-05-21T10:53:33.140Z,2023-05-21T10:53:35Z,4296551549,212,19.9,4296551547,141,18.0,4296551543,56,Right,4296551545,140,65.6,4296551551,213,5.4,,,,,,,,,,2cp4j91pqwjvy7as74ckhc4wl,L. Cance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552283011,203,43,1,22,43,9s9jvki6htleffykj88qcpwpy,1,0,0,2023-05-21T10:53:35.701Z,2023-05-21T10:53:39Z,4296551557,286,0,4296551555,56,Center,4296551671,144,45,,,,,,,,,,,,,,,,6xu7shoi00qiogo7akqo1xsrt,C. Canon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552283071,204,3,1,22,44,9s9jvki6htleffykj88qcpwpy,1,65.2,29.9,2023-05-21T10:53:36.773Z,2023-05-21T10:53:53Z,4296551901,56,Center,4296551903,286,,4296551935,233,224,,,,,,,,,,,,,,,,2avvvwtcdl6hmzxei5qhjo4ph,S. Barbance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552283037,224,45,1,22,44,drnln5nhp7dqype6j3upkoiqp,0,34.8,70.1,2023-05-21T10:53:36.773Z,2023-05-21T10:53:46Z,4296551947,233,204,4296551673,56,Back,4296551675,285,,,,,,,,,,,,,,,,,3vpsxb6kzdffwgumf9mfcmms5,A. Lahmari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552283073,205,4,1,22,52,9s9jvki6htleffykj88qcpwpy,1,67.2,33.6,2023-05-21T10:53:44.709Z,2023-05-21T10:54:10Z,4296552931,233,225,4296552309,294,,4296551913,286,,4296551909,152,,4296551907,56,Center,4296551905,13,,,,,,,,2avvvwtcdl6hmzxei5qhjo4ph,S. Barbance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552283213,225,4,1,22,52,drnln5nhp7dqype6j3upkoiqp,0,32.8,66.4,2023-05-21T10:53:44.710Z,2023-05-21T10:54:11Z,4296552667,152,,4296552673,285,,4296552663,13,,4296552665,56,Back,4296552907,294,,4296552965,233,205,,,,,,,1eo54huy053pgofiws2n36s16,N. Richard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552283399,206,15,1,23,40,9s9jvki6htleffykj88qcpwpy,1,73.5,36.1,2023-05-21T10:54:32.534Z,2023-05-21T10:54:39Z,4296553659,26,,4296553663,56,Center,4296553931,233,227,4296553921,146,99.9,4296553913,78,,4296553771,20,,4296553661,18,,4296553923,147,50.2,50k8dmb17hvqbq37ae3p90aju,S. Champagnac,4296553915,102,4296553917,103,13.9,,51.7,4296553919,458,,,,,,,,,,,,,,,,,,,,,,,
2552283421,227,10,1,23,40,drnln5nhp7dqype6j3upkoiqp,1,1.3,48.7,2023-05-21T10:54:32.634Z,2023-05-21T10:54:37Z,4296553785,177,,4296553791,56,Back,4296553787,178,,4296553789,182,,4296553823,233,206,,,,,,,,,,3dfjmvoka2j9pw4s7z7vac0r9,S. Durand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552283417,226,52,1,23,41,drnln5nhp7dqype6j3upkoiqp,1,1.3,48.7,2023-05-21T10:54:33.721Z,2023-05-21T10:54:36Z,,,,,,,,,,,,,,,,,,,,,,,,,3dfjmvoka2j9pw4s7z7vac0r9,S. Durand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552283461,228,1,1,23,45,drnln5nhp7dqype6j3upkoiqp,1,1.3,48.7,2023-05-21T10:54:37.312Z,2023-05-21T10:54:41Z,4296554029,213,5.6,4296554019,123,,4296554025,141,10.1,4296554021,56,Back,4296554023,140,30.5,4296554027,212,40.4,4296554031,1,,,,,3dfjmvoka2j9pw4s7z7vac0r9,S. Durand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552283487,229,1,1,23,49,drnln5nhp7dqype6j3upkoiqp,1,58.2,20.6,2023-05-21T10:54:41.535Z,2023-05-21T10:54:45Z,4296554167,56,Center,4296554177,213,0.4,4296554173,141,27.0,4296554175,212,10.4,4296554169,140,67.2,,,,,,,,,,5vvgnuyaxp4x7hvzmgkku3pm2,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552283489,230,3,1,23,53,drnln5nhp7dqype6j3upkoiqp,0,59.6,28.8,2023-05-21T10:54:45.720Z,2023-05-21T10:54:48Z,4296554263,233,207,4296554183,56,Center,4296554185,286,,,,,,,,,,,,,,,,,2k7qjez21ghq91378ecc585w5,L. Teinturier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552283495,207,7,1,23,53,9s9jvki6htleffykj88qcpwpy,0,40.4,71.2,2023-05-21T10:54:45.721Z,2023-05-21T10:54:48Z,4296554229,285,,4296554257,233,230,4296554227,56,Back,,,,,,,,,,,,,,,,2cp4j91pqwjvy7as74ckhc4wl,L. Cance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552283523,231,1,1,23,55,drnln5nhp7dqype6j3upkoiqp,1,60.1,42.1,2023-05-21T10:54:47.719Z,2023-05-21T10:54:51Z,4296554349,141,53.6,4296554347,140,72.9,4296554353,213,0.5,4296554351,212,15.5,4296554345,56,Center,,,,,,,,,,2k7qjez21ghq91378ecc585w5,L. Teinturier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552283551,232,2,1,23,59,drnln5nhp7dqype6j3upkoiqp,1,68.8,48.1,2023-05-21T10:54:51.791Z,2023-05-21T10:55:23Z,4296554469,7,5vvgnuyaxp4x7hvzmgkku3pm2,4296554475,141,30.4,4296554471,56,Center,4296554473,140,88.6,,,,,,,,,,,,,3vpsxb6kzdffwgumf9mfcmms5,A. Lahmari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552283541,208,55,1,23,59,9s9jvki6htleffykj88qcpwpy,1,21.9,70.9,2023-05-21T10:54:51.792Z,2023-05-21T11:12:42Z,,,,,,,,,,,,,,,,,,,,,,,,,50ph0tkxvrb3syo76y5bjbcut,A. Pierre-Louis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
