id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2526098115,5,5,1,0,6,drnln5nhp7dqype6j3upkoiqp,0,39.6,100.8,2023-03-31T19:01:29.786Z,2023-03-31T19:01:33Z,4150259289,233,7,4150258985,56,Back,4150258987,347,,,,,,,,,,,,,,,,,5vvgnuyaxp4x7hvzmgkku3pm2,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526098157,7,5,1,0,6,bdfjkux9o0vtsdig5zsbhtysq,1,60.4,-0.8,2023-03-31T19:01:29.786Z,2023-03-31T19:49:39Z,4150259209,347,,4150259207,56,Right,4150259263,233,5,,,,,,,,,,,,,,,,9qidpdp5vlw8ma2z9synky6ms,L. Ribadeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526098243,8,1,1,0,11,bdfjkux9o0vtsdig5zsbhtysq,1,58.6,0,2023-03-31T19:01:34.292Z,2023-03-31T19:01:36Z,4150259613,213,2.4,4150259605,56,Right,4150259611,212,6.5,4150259609,141,5.3,4150259607,140,54.1,4150259603,107,,,,,,,,ocdptd87q86ed74lanyfdij8,L. Bogaert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526098297,9,1,1,0,13,bdfjkux9o0vtsdig5zsbhtysq,1,53.6,4.3,2023-03-31T19:01:36.684Z,2023-03-31T19:01:40Z,4150259895,212,20.6,4150259891,140,36.4,4150259897,213,2.6,4150259893,141,18.9,4150259889,56,Back,,,,,,,,,,byu5qg9zlu5w1e234xl2058iy,C. Ould Hocine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526098333,10,43,1,0,17,bdfjkux9o0vtsdig5zsbhtysq,1,0,0,2023-03-31T19:01:40.228Z,2023-03-31T19:03:56Z,4150260039,285,0,4150269415,144,7,4150260037,56,Back,,,,,,,,,,,,,,,,1mhjq24kq1fapaoib7lzb6b4l,T. Greboval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526098351,11,1,1,0,18,bdfjkux9o0vtsdig5zsbhtysq,1,35.1,25.3,2023-03-31T19:01:42.020Z,2023-03-31T19:01:43Z,4150260105,213,5.3,4150260099,140,38.5,4150260101,141,17.4,4150260097,56,Back,4150260103,212,6.5,,,,,,,,,,1mhjq24kq1fapaoib7lzb6b4l,T. Greboval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526098383,12,1,1,0,19,bdfjkux9o0vtsdig5zsbhtysq,1,38.5,17.4,2023-03-31T19:01:42.989Z,2023-03-31T19:01:44Z,4150260265,212,7.6,4150260263,141,28.0,4150260267,213,1.3,4150260261,140,40.7,4150260259,56,Back,,,,,,,,,,byu5qg9zlu5w1e234xl2058iy,C. Ould Hocine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526098423,13,1,1,0,21,bdfjkux9o0vtsdig5zsbhtysq,1,40.7,28,2023-03-31T19:01:44.420Z,2023-03-31T19:02:22Z,4150260487,141,15.8,4150260483,56,Back,4150260485,140,37.6,4150260489,212,8.9,4150260491,213,4.3,,,,,,,,,,7l931hwm1tajvf6r717biyw2d,S. Vaysse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526098459,14,1,1,0,23,bdfjkux9o0vtsdig5zsbhtysq,1,37.6,15.9,2023-03-31T19:01:47.140Z,2023-03-31T19:04:07Z,4150260659,140,31.3,4150260657,56,Back,4150260665,212,28.3,4150260663,141,56.4,4150260667,213,1.8,,,,,,,,,,byu5qg9zlu5w1e234xl2058iy,C. Ould Hocine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526098555,15,1,1,0,26,bdfjkux9o0vtsdig5zsbhtysq,1,31.1,58.5,2023-03-31T19:01:49.916Z,2023-03-31T19:04:10Z,4150261115,56,Back,4150261119,141,85.9,4150261123,213,1.5,4150261117,140,32.1,4150261121,212,18.7,,,,,,,,,,1mhjq24kq1fapaoib7lzb6b4l,T. Greboval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526098643,16,1,1,0,32,bdfjkux9o0vtsdig5zsbhtysq,1,42.1,90.8,2023-03-31T19:01:55.436Z,2023-03-31T19:04:13Z,4150261557,141,84.7,4150261553,56,Left,4150261555,140,63.4,4150261559,212,22.7,4150261561,213,6.1,,,,,,,,,,7d4y77nkrn4w4dht1c4vr28yx,D. Corboz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526098653,17,1,1,0,38,bdfjkux9o0vtsdig5zsbhtysq,1,63.9,87.1,2023-03-31T19:02:01.356Z,2023-03-31T19:04:45Z,4150261619,56,Left,4150261625,212,6.1,4150261621,140,58.1,4150261627,213,3.3,4150261623,141,85.9,,,,,,,,,,9qidpdp5vlw8ma2z9synky6ms,L. Ribadeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526098663,18,1,1,0,39,bdfjkux9o0vtsdig5zsbhtysq,1,58.1,85.9,2023-03-31T19:02:02.484Z,2023-03-31T19:04:59Z,4150261669,56,Left,4150261671,140,67.2,4150261677,213,0.4,4150261673,141,92.3,4150261675,212,10.5,,,,,,,,,,7d4y77nkrn4w4dht1c4vr28yx,D. Corboz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526098673,19,1,1,0,40,bdfjkux9o0vtsdig5zsbhtysq,1,68.2,91.7,2023-03-31T19:02:03.611Z,2023-03-31T19:05:09Z,4150261711,140,63.4,4150261709,56,Left,4150261713,141,94.4,4150261717,213,2.8,4150261715,212,5.4,,,,,,,,,,3uxijnhp1ibbqm6e4lfivq8k5,C. Matéo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526098757,20,1,1,0,41,bdfjkux9o0vtsdig5zsbhtysq,1,63.4,94.4,2023-03-31T19:02:04.692Z,2023-03-31T19:05:14Z,4150262201,212,6.6,4150262199,141,86.2,4150262203,213,5.3,4150262195,56,Left,4150262197,140,66.8,,,,,,,,,,ocdptd87q86ed74lanyfdij8,L. Bogaert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526101579,45,61,1,0,42,bdfjkux9o0vtsdig5zsbhtysq,0,69.1,83.3,2023-03-31T19:02:05.462Z,2023-03-31T19:06:58Z,4150281195,56,Left,,,,,,,,,,,,,,,,,,,,,,9qidpdp5vlw8ma2z9synky6ms,L. Ribadeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526098697,6,1,1,0,42,drnln5nhp7dqype6j3upkoiqp,0,36.1,24.7,2023-03-31T19:02:05.625Z,2023-03-31T19:02:06Z,4150261855,212,9.6,4150261849,56,Back,4150261857,213,3.3,4150261853,141,22.5,4150261851,140,27.1,,,,,,,,,,1eo54huy053pgofiws2n36s16,N. Richard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526102705,55,8,1,0,43,bdfjkux9o0vtsdig5zsbhtysq,1,79.5,83.1,2023-03-31T19:02:07.089Z,2023-03-31T19:07:35Z,4150286163,56,Left,,,,,,,,,,,,,,,,,,,,,,3uxijnhp1ibbqm6e4lfivq8k5,C. Matéo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526103003,58,1,1,0,44,bdfjkux9o0vtsdig5zsbhtysq,1,80.1,78.7,2023-03-31T19:02:07.436Z,2023-03-31T19:08:10Z,4150291831,210,15,4150287839,140,74.9,4150287837,56,Center,4150287843,212,14.5,4150287841,141,59.0,4150287845,213,4.3,,,,,,,3uxijnhp1ibbqm6e4lfivq8k5,C. Matéo,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526098765,21,15,1,0,47,bdfjkux9o0vtsdig5zsbhtysq,1,78,56.9,2023-03-31T19:02:11.013Z,2023-03-31T19:08:10Z,4150262233,18,,4150291865,29,,4150291871,102,50.9,4150291933,233,8,4150291873,103,18.4,4150262229,22,,4150291863,78,,4150291867,55,58,1rsg1y7lx0ruqcwgj6c6oovdh,O. Sarr,,4150289629,20,4150262235,56,Center,4150291881,147,49.5,4150291879,146,98.0,4150291875,215,,,,,,,,,,,,,,,,,,
2526098827,8,10,1,0,47,drnln5nhp7dqype6j3upkoiqp,1,2.5,50.4,2023-03-31T19:02:11.113Z,2023-03-31T19:07:45Z,4150262619,56,Back,4150289811,233,21,4150262615,179,,4150262617,182,,4150262613,177,,,,,,,,,,,3dfjmvoka2j9pw4s7z7vac0r9,S. Durand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526098823,7,52,1,0,49,drnln5nhp7dqype6j3upkoiqp,1,2.5,50.4,2023-03-31T19:02:12.603Z,2023-03-31T19:02:15Z,,,,,,,,,,,,,,,,,,,,,,,,,3dfjmvoka2j9pw4s7z7vac0r9,S. Durand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526099095,9,1,1,1,13,drnln5nhp7dqype6j3upkoiqp,0,11.6,46.9,2023-03-31T19:02:36.720Z,2023-03-31T19:02:38Z,4150264069,140,56.9,4150264065,199,,4150264075,213,6.1,4150264067,56,Center,4150264073,212,48.8,4150264077,1,,4150264071,141,30.6,,,,3dfjmvoka2j9pw4s7z7vac0r9,S. Durand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526099135,10,4,1,1,16,drnln5nhp7dqype6j3upkoiqp,1,60.4,26.8,2023-03-31T19:02:39.906Z,2023-03-31T19:02:45Z,4150264515,189,,4150264325,13,,4150264329,152,,4150264345,233,22,4150264327,56,Center,4150264333,286,,4150264331,265,,,,,3nahmpoi0glxeu95ip8hx8odm,A. Péniguel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526099125,22,4,1,1,16,bdfjkux9o0vtsdig5zsbhtysq,0,39.6,73.2,2023-03-31T19:02:39.907Z,2023-03-31T19:02:46Z,4150264263,13,,4150264267,152,,4150264265,56,Back,4150264269,265,,4150264595,189,,4150264353,233,10,4150264271,285,,,,,1mhjq24kq1fapaoib7lzb6b4l,T. Greboval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526099365,11,1,1,1,35,drnln5nhp7dqype6j3upkoiqp,1,58.4,24.9,2023-03-31T19:02:58.433Z,2023-03-31T19:02:59Z,4150265597,152,,4150265599,56,Right,4150265595,5,,4150265607,213,5.4,4150265603,141,12.8,4150265601,140,64.8,4150265605,212,10.6,,,,7gisthugglsa8l3wah7gw2klx,H. Mansuy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526099387,12,1,1,1,36,drnln5nhp7dqype6j3upkoiqp,1,64.8,12.8,2023-03-31T19:02:59.761Z,2023-03-31T19:03:01Z,4150265729,213,2.4,4150265725,141,23.3,4150265723,140,56.9,4150265727,212,10.9,4150265721,56,Center,,,,,,,,,,1eo54huy053pgofiws2n36s16,N. Richard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526099397,13,1,1,1,37,drnln5nhp7dqype6j3upkoiqp,0,56.9,23.3,2023-03-31T19:03:01.041Z,2023-03-31T19:03:01Z,4150265781,212,2.8,4150265777,140,57.8,4150265783,213,5.1,4150265779,141,19.4,4150265775,56,Right,,,,,,,,,,7gisthugglsa8l3wah7gw2klx,H. Mansuy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526099417,23,8,1,1,39,bdfjkux9o0vtsdig5zsbhtysq,1,40,87.4,2023-03-31T19:03:02.924Z,2023-03-31T19:03:05Z,4150265877,56,Back,,,,,,,,,,,,,,,,,,,,,,7d4y77nkrn4w4dht1c4vr28yx,D. Corboz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526099453,14,1,1,1,39,drnln5nhp7dqype6j3upkoiqp,1,55.9,12.8,2023-03-31T19:03:03.113Z,2023-03-31T19:03:06Z,4150266071,56,Back,4150266073,140,31.4,4150266077,212,29.3,4150266075,141,33.4,4150266079,213,2.6,,,,,,,,,,1eo54huy053pgofiws2n36s16,N. Richard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526099473,15,1,1,1,43,drnln5nhp7dqype6j3upkoiqp,1,31.6,34,2023-03-31T19:03:06.530Z,2023-03-31T19:08:19Z,4150266207,141,73.2,4150266203,56,Back,4150266209,212,26.8,4150266211,213,1.5,4150266205,140,34.5,,,,,,,,,,3dfjmvoka2j9pw4s7z7vac0r9,S. Durand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526099527,16,1,1,1,48,drnln5nhp7dqype6j3upkoiqp,1,36.2,66.6,2023-03-31T19:03:11.281Z,2023-03-31T19:03:13Z,4150266471,212,20.9,4150266467,140,40.8,4150266473,213,1.3,4150266469,141,96.5,4150266465,56,Back,,,,,,,,,,eafhhlki76tgbbrwgeof4spyi,E. Jézéquel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526099575,17,1,1,1,49,drnln5nhp7dqype6j3upkoiqp,1,40.8,96.5,2023-03-31T19:03:12.937Z,2023-03-31T19:03:18Z,4150266833,56,Left,4150266837,141,96.8,4150266843,1,,4150266841,213,0.0,4150266839,212,39.9,4150266835,140,78.8,,,,,,,24w5egwdnqme3z091t0e71c2y,M. Revelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526099581,18,1,1,1,54,drnln5nhp7dqype6j3upkoiqp,0,85,96.6,2023-03-31T19:03:17.945Z,2023-03-31T19:03:19Z,4150266905,212,24.3,4150266901,140,89.2,4150266899,56,Center,4150266907,213,4.9,4150266895,2,,4150266903,141,61.5,,,,,,,5vvgnuyaxp4x7hvzmgkku3pm2,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526099597,24,12,1,1,55,bdfjkux9o0vtsdig5zsbhtysq,1,11.9,39.1,2023-03-31T19:03:18.804Z,2023-03-31T19:03:20Z,4150266981,56,Back,4150266991,213,4.5,4150266983,140,9.6,4150266985,141,24.0,4150266989,212,10.5,,,,,,,,,,1mhjq24kq1fapaoib7lzb6b4l,T. Greboval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526099599,25,49,1,1,57,bdfjkux9o0vtsdig5zsbhtysq,1,9.6,22.5,2023-03-31T19:03:20.453Z,2023-03-31T19:03:20Z,,,,,,,,,,,,,,,,,,,,,,,,,byu5qg9zlu5w1e234xl2058iy,C. Ould Hocine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526099709,26,1,1,1,59,bdfjkux9o0vtsdig5zsbhtysq,1,10.7,20.1,2023-03-31T19:03:23.156Z,2023-03-31T19:03:30Z,4150267719,212,46.8,4150267715,140,55.3,4150267713,56,Right,4150267717,141,18.9,4150267721,213,6.3,4150267711,155,,4150267723,1,,,,,byu5qg9zlu5w1e234xl2058iy,C. Ould Hocine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526099747,27,1,1,2,7,bdfjkux9o0vtsdig5zsbhtysq,0,69.1,38.3,2023-03-31T19:03:30.788Z,2023-03-31T19:03:33Z,4150267923,212,15.0,4150267921,141,43.9,4150267917,56,Center,4150267925,213,0.3,4150267919,140,82.9,,,,,,,,,,9qidpdp5vlw8ma2z9synky6ms,L. Ribadeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526099741,19,8,1,2,10,drnln5nhp7dqype6j3upkoiqp,1,17.8,58.2,2023-03-31T19:03:33.418Z,2023-03-31T19:03:33Z,4150267893,56,Back,,,,,,,,,,,,,,,,,,,,,,eafhhlki76tgbbrwgeof4spyi,E. Jézéquel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526099755,20,49,1,2,11,drnln5nhp7dqype6j3upkoiqp,1,20.9,54.2,2023-03-31T19:03:34.713Z,2023-03-31T19:03:34Z,,,,,,,,,,,,,,,,,,,,,,,,,7gisthugglsa8l3wah7gw2klx,H. Mansuy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526099791,21,1,1,2,11,drnln5nhp7dqype6j3upkoiqp,1,20.9,54.2,2023-03-31T19:03:35.073Z,2023-03-31T19:03:37Z,4150268115,56,Back,4150268119,141,73.0,4150268123,213,1.6,4150268117,140,20.6,4150268121,212,12.8,,,,,,,,,,7gisthugglsa8l3wah7gw2klx,H. Mansuy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526099825,22,1,1,2,13,drnln5nhp7dqype6j3upkoiqp,0,20.7,80.6,2023-03-31T19:03:37.161Z,2023-03-31T19:03:39Z,4150268287,213,0.5,4150268283,141,96.8,4150268281,140,38.3,4150268285,212,21.5,4150268279,56,Back,,,,,,,,,,24w5egwdnqme3z091t0e71c2y,M. Revelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526099883,23,4,1,2,19,drnln5nhp7dqype6j3upkoiqp,1,40.4,97.6,2023-03-31T19:03:42.698Z,2023-03-31T19:10:23Z,4150268575,286,,4150268801,233,28,4150303363,295,,4150268571,152,,4150268569,56,Back,4150268567,13,,,,,,,,5vvgnuyaxp4x7hvzmgkku3pm2,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526099921,28,4,1,2,19,bdfjkux9o0vtsdig5zsbhtysq,0,59.6,2.4,2023-03-31T19:03:42.699Z,2023-03-31T19:55:01Z,4150268765,56,Right,4150268767,152,,4150268763,13,,4150303089,295,,4150268829,233,23,4150268771,285,,,,,,,,dx5okwmzef2p09vgp02i1ucph,J. Soyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526100019,24,1,1,2,27,drnln5nhp7dqype6j3upkoiqp,1,40.1,97.2,2023-03-31T19:03:50.985Z,2023-03-31T19:03:56Z,4150269369,5,,4150269375,140,28.8,4150269379,212,11.9,4150269371,152,,4150269377,141,97.1,4150269381,213,3.1,4150269373,56,Back,,,,jbxmumw5e6sad0zo1hljqnl5,S. Cambot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526100085,25,1,1,2,32,drnln5nhp7dqype6j3upkoiqp,1,28.8,97.1,2023-03-31T19:03:56.113Z,2023-03-31T19:03:59Z,4150269673,56,Back,4150269681,213,4.5,4150269677,141,70.3,4150269679,212,18.6,4150269675,140,25.5,,,,,,,,,,24w5egwdnqme3z091t0e71c2y,M. Revelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526100107,26,1,1,2,36,drnln5nhp7dqype6j3upkoiqp,1,24.6,65.8,2023-03-31T19:03:59.353Z,2023-03-31T19:04:01Z,4150269785,140,26.4,4150269789,212,16.8,4150269783,56,Back,4150269787,141,41.2,4150269791,213,4.8,,,,,,,,,,eafhhlki76tgbbrwgeof4spyi,E. Jézéquel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526100149,27,1,1,2,37,drnln5nhp7dqype6j3upkoiqp,1,26.4,41.2,2023-03-31T19:04:00.954Z,2023-03-31T19:04:03Z,4150269973,141,62.7,4150269977,213,1.6,4150269971,140,25.3,4150269975,212,14.7,4150269969,56,Back,,,,,,,,,,7gisthugglsa8l3wah7gw2klx,H. Mansuy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
