id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2544225867,1,34,16,0,0,drnln5nhp7dqype6j3upkoiqp,1,0,0,2023-05-06T10:44:09.850Z,2023-05-06T12:12:18Z,4253661195,197,10230,4253661185,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4253661197,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4253661183,30,"3dfjmvoka2j9pw4s7z7vac0r9, 5d6w6h4s9rfioy07y1rqrmgyy, 24w5egwdnqme3z091t0e71c2y, 1eo54huy053pgofiws2n36s16, 7gisthugglsa8l3wah7gw2klx, eafhhlki76tgbbrwgeof4spyi, 2k7qjez21ghq91378ecc585w5, 3vpsxb6kzdffwgumf9mfcmms5, 7alrgsdv6ycykqgigqizax39x, jbxmumw5e6sad0zo1hljqnl5, 5vvgnuyaxp4x7hvzmgkku3pm2, 3h1cw632st7suexo3fo6aremt, 3nahmpoi0glxeu95ip8hx8odm, 7oqvkyby3x041hlfoxo5bkxlg, 69myhtj81ne76e2j247op1qms, 5689ghiqnts8d1mvwr6unjm6s, cnlp3hbnk2m2e8hizbniyc6j8, osvwpq7pwiy2ixjqcpkp3rbo",4253661191,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4253661193,194,jbxmumw5e6sad0zo1hljqnl5,4253661187,59,"16, 17, 13, 23, 8, 19, 20, 7, 25, 9, 14, 1, 11, 22, 33, 34, 35, 26",4253661189,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544227029,1,34,16,0,0,dgpni8xwxjhgekjmg0m8bb6nv,1,0,0,2023-05-06T10:47:17.053Z,2023-05-06T11:56:14Z,4253667259,59,"30, 14, 24, 10, 22, 4, 3, 7, 19, 17, 26, 1, 5, 8, 9, 11, 13, 15",4253667269,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4253667263,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4253667261,130,6,4253667267,197,9975,4253667257,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4253667265,194,9r0t3f2nw0d1a17c9onvjgd05,4253667255,30,"7iuwrwcupehj978vpf8sep591, 3w9nqzmvm6df5becqtvypo5w5, a36nwipwjfluk0rjfjzdiflk9, e9e2sdrwd5g6m8kfpxpe8ml79, 9r0t3f2nw0d1a17c9onvjgd05, 2to7qgaomc72knk6y1689ihka, ero1axtkr33y6yetn4uti2oyx, 1vj4sunehr71tbbpu6zsp6dw5, 5b3esi4e6l86aqvprt9l16uqc, b062pdmskviwqwzf5dckoffmd, aeoazf90glk79a2puhpm06pyh, 24ptrmidgqdyq5sryicc2g9hw, 3edubak34lsocvkirgryo8vd, ds4tjev271co53fycw64y4kfe, 6oxe2vmgkxzl4dfz5cdqbajmd, 3o5f01ay5uqzeb3xunhguvsyy, 58zv1pd350niecmu275p4xyqc, q195fj3dlx9i3r0zno98nhuc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544252343,2,32,1,0,0,dgpni8xwxjhgekjmg0m8bb6nv,1,0,0,2023-05-06T11:30:37.631Z,2023-05-06T11:30:39Z,4253801299,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544252335,2,32,1,0,0,drnln5nhp7dqype6j3upkoiqp,1,0,0,2023-05-06T11:30:37.631Z,2023-05-06T11:30:37Z,4253801271,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544252395,3,1,1,0,0,dgpni8xwxjhgekjmg0m8bb6nv,1,50.1,50.1,2023-05-06T11:30:37.731Z,2023-05-06T11:39:01Z,4253801569,141,43.0,4253801571,212,11.7,4253801573,213,3.6,4253801567,140,39.9,4253801575,279,S,4253801565,56,Back,,,,,,,5b3esi4e6l86aqvprt9l16uqc,C. Cosme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544252419,4,1,1,0,4,dgpni8xwxjhgekjmg0m8bb6nv,1,39.9,40.3,2023-05-06T11:30:42.310Z,2023-05-06T11:39:13Z,4253801689,213,4.8,4253801687,212,23.3,4253801681,56,Back,4253801683,140,40.8,4253801685,141,6.1,,,,,,,,,,e9e2sdrwd5g6m8kfpxpe8ml79,E. Kaabachi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544252421,5,1,1,0,5,dgpni8xwxjhgekjmg0m8bb6nv,1,18.4,6,2023-05-06T11:30:43.334Z,2023-05-06T11:41:30Z,4253856267,1,,4253801735,212,37.8,4253801737,213,0.1,4253801733,141,14.3,4253801731,140,54.0,4253801729,56,Right,,,,,,,ero1axtkr33y6yetn4uti2oyx,M. Belkhiter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544262023,67,1,1,0,6,dgpni8xwxjhgekjmg0m8bb6nv,0,52.1,11.2,2023-05-06T11:30:44.325Z,2023-05-06T11:41:46Z,4253856959,141,27.0,4253856963,213,1.6,4253856961,212,10.7,4253856951,56,Center,4253856955,140,51.9,,,,,,,,,,b062pdmskviwqwzf5dckoffmd,L. Bourgouin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544252447,3,8,1,0,7,drnln5nhp7dqype6j3upkoiqp,1,47.9,80,2023-05-06T11:30:45.054Z,2023-05-06T11:42:54Z,4253801881,56,Back,,,,,,,,,,,,,,,,,,,,,,1eo54huy053pgofiws2n36s16,N. Richard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544252455,4,49,1,0,10,drnln5nhp7dqype6j3upkoiqp,1,49.8,81.4,2023-05-06T11:30:48.251Z,2023-05-06T11:42:59Z,,,,,,,,,,,,,,,,,,,,,,,,,1eo54huy053pgofiws2n36s16,N. Richard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
