id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,assist,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/8/value,qualifier/14/value,qualifier/10/value,qualifier/12/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2544253367,6,1,1,0,22,e5hsx8fzufp57tv4oehbz0qht,1,26.9,3.8,2023-05-06T11:31:57.662Z,2023-05-06T11:31:58Z,4253806679,141,31.8,4253806683,213,1.9,4253806677,140,21.1,4253806681,212,20.0,4253806675,56,Back,,,,,,,,,,8dfe78e3mslilgxw4efeu295,E. Carpenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544253439,7,1,1,0,23,e5hsx8fzufp57tv4oehbz0qht,1,22.7,34,2023-05-06T11:31:58.767Z,2023-05-06T11:32:03Z,4253807057,140,23.0,4253807067,212,23.8,4253807055,56,Back,4253807073,213,1.6,4253807061,141,69.0,,,,,,,,,,cma46vvprpduachdlb2ruakx6,V. Gilles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544253523,8,1,1,0,28,e5hsx8fzufp57tv4oehbz0qht,1,26.6,68.8,2023-05-06T11:32:03.503Z,2023-05-06T11:32:07Z,4253807489,212,24.4,4253807481,140,31.3,4253807485,141,33.6,4253807493,213,4.9,4253807475,56,Back,,,,,,,,,,3bo8lbyohd3djey9pbd08fvf9,W. Renard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544253549,9,1,1,0,32,e5hsx8fzufp57tv4oehbz0qht,1,34.5,28.5,2023-05-06T11:32:07.663Z,2023-05-06T11:32:09Z,4253807581,212,17.3,4253807573,56,Center,4253807577,141,27.6,4253807575,140,51.0,4253807583,213,6.2,,,,,,,,,,cma46vvprpduachdlb2ruakx6,V. Gilles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544253567,10,1,1,0,34,e5hsx8fzufp57tv4oehbz0qht,1,44.5,25.5,2023-05-06T11:32:09.486Z,2023-05-06T11:32:10Z,4253807667,56,Back,4253807671,141,2.0,4253807675,213,4.5,4253807673,212,16.5,4253807669,140,40.6,,,,,,,,,,28yvc8jmyyfavb0hetafjdadx,D. van de Donk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544253595,11,1,1,0,35,e5hsx8fzufp57tv4oehbz0qht,0,39.8,2.9,2023-05-06T11:32:10.734Z,2023-05-06T11:32:12Z,4253807835,213,0.1,4253807827,56,Right,4253807833,212,17.9,4253807829,140,56.8,4253807831,141,5.0,,,,,,,,,,8dfe78e3mslilgxw4efeu295,E. Carpenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544253593,6,8,1,0,37,axvm5zg0mk4bp06wpec9vw27e,1,35.1,93.2,2023-05-06T11:32:12.318Z,2023-05-06T11:32:12Z,4253807825,56,Back,,,,,,,,,,,,,,,,,,,,,,e5b9w1hq610saxvevecb6zzl5,Morgane Martins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544253623,7,49,1,0,38,axvm5zg0mk4bp06wpec9vw27e,1,44.7,95.9,2023-05-06T11:32:13.819Z,2023-05-06T11:32:14Z,,,,,,,,,,,,,,,,,,,,,,,,,792nmu21pzzd6eak34jk1qlwq,M. Roth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544253669,8,1,1,0,39,axvm5zg0mk4bp06wpec9vw27e,1,45.1,95.6,2023-05-06T11:32:14.378Z,2023-05-06T11:32:17Z,4253808195,212,12.7,4253808197,213,5.9,4253808193,141,88.3,4253808191,140,56.2,4253808187,56,Left,,,,,,,,,,792nmu21pzzd6eak34jk1qlwq,M. Roth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544253687,9,1,1,0,42,axvm5zg0mk4bp06wpec9vw27e,0,68.1,88,2023-05-06T11:32:17.674Z,2023-05-06T11:32:18Z,4253808311,140,74.9,4253808309,56,Center,4253808313,141,75.1,4253808317,213,5.4,4253808315,212,11.3,,,,,,,,,,e5b9w1hq610saxvevecb6zzl5,Morgane Martins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544253705,12,1,1,0,44,e5hsx8fzufp57tv4oehbz0qht,1,22.5,27.3,2023-05-06T11:32:19.423Z,2023-05-06T11:32:20Z,4253808425,56,Back,4253808427,140,25.7,4253808433,213,5.6,4253808431,212,4.2,4253808429,141,23.6,,,,,,,,,,3bo8lbyohd3djey9pbd08fvf9,W. Renard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544253713,13,49,1,0,45,e5hsx8fzufp57tv4oehbz0qht,1,25.7,23.6,2023-05-06T11:32:20.559Z,2023-05-06T11:32:21Z,,,,,,,,,,,,,,,,,,,,,,,,,b9mxbxkxacng270g0cs3w1jh1,D. Marozsán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544253751,14,1,1,0,45,e5hsx8fzufp57tv4oehbz0qht,1,25.7,23.6,2023-05-06T11:32:20.863Z,2023-05-06T11:32:24Z,4253808613,140,39.7,4253808615,141,37.1,4253808619,213,0.6,4253808611,56,Back,4253808617,212,17.3,,,,,,,,,,b9mxbxkxacng270g0cs3w1jh1,D. Marozsán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544253761,15,1,1,0,49,e5hsx8fzufp57tv4oehbz0qht,0,39.7,38.2,2023-05-06T11:32:24.079Z,2023-05-06T11:32:25Z,4253808685,213,5.3,4253808683,212,12.6,4253808679,140,46.6,4253808681,141,23.0,4253808677,56,Back,,,,,,,,,,407696aey55f3v0iy9xcr9plh,S. Däbritz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544253767,10,49,1,0,50,axvm5zg0mk4bp06wpec9vw27e,1,56.8,81.4,2023-05-06T11:32:25.131Z,2023-05-06T11:32:25Z,,,,,,,,,,,,,,,,,,,,,,,,,eko9p1p9gjg7gxjla6chb6i95,H. Fercocq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544253787,11,1,1,0,51,axvm5zg0mk4bp06wpec9vw27e,0,56.7,77.8,2023-05-06T11:32:26.458Z,2023-05-06T11:32:27Z,4253808817,56,Center,4253808827,213,5.4,4253808823,141,38.5,4253808825,212,33.6,4253808829,1,,4253808821,140,76.1,,,,,,,eko9p1p9gjg7gxjla6chb6i95,H. Fercocq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544253797,16,49,1,0,53,e5hsx8fzufp57tv4oehbz0qht,1,23.2,70.5,2023-05-06T11:32:27.983Z,2023-05-06T11:32:28Z,,,,,,,,,,,,,,,,,,,,,,,,,f30p9xqwupzhhiitqubpi79bd,S. Bacha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544253881,17,1,1,0,55,e5hsx8fzufp57tv4oehbz0qht,1,25.2,66,2023-05-06T11:32:30.799Z,2023-05-06T11:32:35Z,4253809303,212,8.2,4253809299,140,24.2,4253809305,213,4.6,4253809301,141,54.0,4253809297,56,Back,,,,,,,,,,f30p9xqwupzhhiitqubpi79bd,S. Bacha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544253917,18,1,1,1,0,e5hsx8fzufp57tv4oehbz0qht,1,27.2,47,2023-05-06T11:32:35.327Z,2023-05-06T11:32:37Z,4253809489,212,6.6,4253809485,140,30.9,4253809491,213,0.9,4253809483,56,Back,4253809487,141,54.8,,,,,,,,,,3bo8lbyohd3djey9pbd08fvf9,W. Renard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544253965,19,1,1,1,2,e5hsx8fzufp57tv4oehbz0qht,1,30.1,49.4,2023-05-06T11:32:37.551Z,2023-05-06T11:32:42Z,4253809719,141,26.5,4253809723,213,4.3,4253809717,140,24.0,4253809721,212,16.8,4253809715,56,Back,,,,,,,,,,407696aey55f3v0iy9xcr9plh,S. Däbritz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544253935,12,40,1,1,3,axvm5zg0mk4bp06wpec9vw27e,1,0,0,2023-05-06T11:32:38.437Z,2023-05-06T11:32:38Z,4253809591,59,"1, 4, 25, 10, 5, 6, 17, 8, 7, 9, 32, 13, 16, 22, 24, 27, 33, 34",4253809587,30,"dfcxvz3flh0w54vhso9xpk1d5, 2iu88022lwj2uxr1hn0og7qax, e5b9w1hq610saxvevecb6zzl5, 792nmu21pzzd6eak34jk1qlwq, f3thho84or4rhnubxrhit9zhl, eko9p1p9gjg7gxjla6chb6i95, desenv3bwtw96iiwqb1gnvth, 7lqdu42zczlrnowx70hu12sb9, 9k4n3testzamjmqoda5g4k3x1, dz7lkt8gh069vrkmoflcm0fkl, 5rk18n26jpnvcmaavaz2uw7x0, 3yjqr9srzz3p1xjgdgckqvtre, cc9j8gbv04g55nbv83rgckf84, 4x3fxr67fofstbqjpkoxra7rp, jzfnrsd8aixhycspwias4tii, dvd7yfrkq6wl6de389go6r7ro, d5qej6x33742typay1d4o5p1w, 44hh7bsdxtdgehzen3r9i39w",4253809589,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4253809595,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4253809593,130,2,4253809597,194,7lqdu42zczlrnowx70hu12sb9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544253987,20,1,1,1,7,e5hsx8fzufp57tv4oehbz0qht,0,31.5,32.2,2023-05-06T11:32:41.935Z,2023-05-06T11:32:44Z,4253809849,56,Left,4253809851,140,56.7,4253809859,213,1.1,4253809855,212,53.9,4253809845,155,,4253809847,196,,4253809853,141,100.0,4253809863,1,,cma46vvprpduachdlb2ruakx6,V. Gilles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544254031,13,5,1,1,8,axvm5zg0mk4bp06wpec9vw27e,1,39.3,-1.6,2023-05-06T11:32:43.825Z,2023-05-06T11:41:53Z,4253810049,347,,4253810071,233,21,4253810045,56,Back,,,,,,,,,,,,,,,,9k4n3testzamjmqoda5g4k3x1,María Díaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544253997,21,5,1,1,8,e5hsx8fzufp57tv4oehbz0qht,0,60.7,101.6,2023-05-06T11:32:43.825Z,2023-05-06T11:32:48Z,4253809903,56,Left,4253810083,233,13,4253809905,347,,,,,,,,,,,,,,,,,cma46vvprpduachdlb2ruakx6,V. Gilles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544254295,14,57,1,1,31,axvm5zg0mk4bp06wpec9vw27e,0,0,0,2023-05-06T11:33:05.930Z,2023-05-06T11:33:09Z,4253811513,56,Back,,,,,,,,,,,,,,,,,,,,,,2iu88022lwj2uxr1hn0og7qax,L. Goetsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544254327,22,57,1,1,31,e5hsx8fzufp57tv4oehbz0qht,1,0,0,2023-05-06T11:33:05.930Z,2023-05-06T12:04:03Z,4253811655,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544254369,23,1,1,1,36,e5hsx8fzufp57tv4oehbz0qht,1,54.5,100,2023-05-06T11:33:11.551Z,2023-05-06T11:33:13Z,4253811937,1,,4253811933,212,21.7,4253811927,56,Center,4253811925,107,,4253811935,213,4.8,4253811929,140,57.2,4253811931,141,69.4,,,,f30p9xqwupzhhiitqubpi79bd,S. Bacha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544254401,24,1,1,1,38,e5hsx8fzufp57tv4oehbz0qht,1,54.6,75.1,2023-05-06T11:33:13.791Z,2023-05-06T11:33:16Z,4253812113,141,95.9,4253812115,212,16.9,4253812109,56,Back,4253812117,213,2.1,4253812111,140,45.8,,,,,,,,,,pugk29yysi9369f969l2o1qt,A. Majri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544254425,25,1,1,1,41,e5hsx8fzufp57tv4oehbz0qht,1,47,94.2,2023-05-06T11:33:16.399Z,2023-05-06T11:33:19Z,4253812241,56,Back,4253812255,213,4.1,4253812259,1,,4253812251,212,35.5,4253812245,141,50.1,4253812243,140,28.9,,,,,,,f30p9xqwupzhhiitqubpi79bd,S. Bacha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544254467,26,1,1,1,44,e5hsx8fzufp57tv4oehbz0qht,1,28.7,48.4,2023-05-06T11:33:19.567Z,2023-05-06T11:33:23Z,4253812489,213,1.2,4253812481,56,Back,4253812485,141,66.4,4253812487,212,13.0,4253812483,140,33.0,,,,,,,,,,cma46vvprpduachdlb2ruakx6,V. Gilles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544254547,27,1,1,1,48,e5hsx8fzufp57tv4oehbz0qht,1,37.1,66.3,2023-05-06T11:33:23.199Z,2023-05-06T11:33:28Z,4253812911,140,42.6,4253812917,213,4.9,4253812909,56,Back,4253812913,141,24.7,4253812915,212,28.9,,,,,,,,,,3bo8lbyohd3djey9pbd08fvf9,W. Renard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544254579,28,1,1,1,53,e5hsx8fzufp57tv4oehbz0qht,0,42,19.1,2023-05-06T11:33:27.968Z,2023-05-06T11:33:30Z,4253813139,1,,4253813131,140,77.9,4253813129,56,Center,4253813135,212,38.4,4253813137,213,0.2,4253813127,155,,4253813133,141,29.5,,,,cma46vvprpduachdlb2ruakx6,V. Gilles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544254597,15,1,1,1,56,axvm5zg0mk4bp06wpec9vw27e,0,23.3,71.8,2023-05-06T11:33:31.642Z,2023-05-06T11:33:45Z,4253813269,212,12.8,4253813261,3,,4253813267,141,68.8,4253813265,140,35.3,4253813271,213,6.1,4253813263,56,Back,,,,,,,eko9p1p9gjg7gxjla6chb6i95,H. Fercocq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544254661,29,1,1,1,58,e5hsx8fzufp57tv4oehbz0qht,1,73,33.7,2023-05-06T11:33:33.648Z,2023-05-06T11:33:37Z,4253813561,141,30.7,4253813559,140,67.3,4253813557,56,Center,4253813563,212,6.3,4253813565,213,3.5,,,,,,,,,,41gek0vcr4hcrc5hg6zk4am3u,V. Becho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544254679,30,1,1,2,2,e5hsx8fzufp57tv4oehbz0qht,1,67.6,28.8,2023-05-06T11:33:37.265Z,2023-05-06T11:33:39Z,4253813685,212,19.1,4253813683,141,12.2,4253813687,213,5.7,4253813679,56,Right,4253813681,140,82.3,4253813677,155,,,,,,,,28yvc8jmyyfavb0hetafjdadx,D. van de Donk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544254687,31,61,1,2,4,e5hsx8fzufp57tv4oehbz0qht,0,82.2,7.9,2023-05-06T11:33:39.360Z,2023-05-06T11:33:39Z,4253813707,56,Right,,,,,,,,,,,,,,,,,,,,,,8dfe78e3mslilgxw4efeu295,E. Carpenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544254761,16,5,1,2,6,axvm5zg0mk4bp06wpec9vw27e,1,10.4,101.8,2023-05-06T11:33:41.138Z,2023-05-06T11:41:53Z,4253814109,347,,4253814107,56,Back,4253814183,233,32,,,,,,,,,,,,,,,,e5b9w1hq610saxvevecb6zzl5,Morgane Martins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544254711,32,5,1,2,6,e5hsx8fzufp57tv4oehbz0qht,0,89.6,-1.8,2023-05-06T11:33:41.138Z,2023-05-06T11:33:46Z,4253813831,347,,4253814199,233,16,4253813827,56,Right,,,,,,,,,,,,,,,,8dfe78e3mslilgxw4efeu295,E. Carpenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544255053,17,1,1,2,20,axvm5zg0mk4bp06wpec9vw27e,1,15.2,100,2023-05-06T11:33:54.922Z,2023-05-06T11:34:04Z,4253815705,213,6.0,4253815699,140,36.9,4253815703,212,23.5,4253815707,1,,4253815701,141,93.3,4253815695,107,,4253815697,56,Back,,,,e5b9w1hq610saxvevecb6zzl5,Morgane Martins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544255067,18,50,1,2,27,axvm5zg0mk4bp06wpec9vw27e,1,32.3,96.7,2023-05-06T11:34:02.014Z,2023-05-06T11:34:07Z,4253815763,56,Back,4253815765,285,,4253815899,233,33,,,,,,,,,,,,,,,,792nmu21pzzd6eak34jk1qlwq,M. Roth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544255081,33,7,1,2,27,e5hsx8fzufp57tv4oehbz0qht,1,67.7,3.3,2023-05-06T11:34:02.015Z,2023-05-06T11:34:06Z,4253815879,286,,4253815807,167,,4253815875,233,18,4253815809,56,Right,,,,,,,,,,,,,41gek0vcr4hcrc5hg6zk4am3u,V. Becho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544255085,19,5,1,2,30,axvm5zg0mk4bp06wpec9vw27e,1,31.5,101.4,2023-05-06T11:34:04.969Z,2023-05-06T11:34:06Z,4253815885,233,34,4253815827,347,,4253815825,56,Back,,,,,,,,,,,,,,,,792nmu21pzzd6eak34jk1qlwq,M. Roth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544255093,34,5,1,2,30,e5hsx8fzufp57tv4oehbz0qht,0,68.5,-1.4,2023-05-06T11:34:04.969Z,2023-05-06T11:41:53Z,4253815849,347,,4253815847,56,Right,4253815907,233,19,,,,,,,,,,,,,,,,41gek0vcr4hcrc5hg6zk4am3u,V. Becho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544255177,20,1,1,2,32,axvm5zg0mk4bp06wpec9vw27e,1,29.3,100,2023-05-06T11:34:07.787Z,2023-05-06T11:34:11Z,4253816325,56,Back,4253816333,213,4.8,4253816323,107,,4253816327,140,30.2,4253816329,141,91.5,4253816331,212,6.9,,,,,,,e5b9w1hq610saxvevecb6zzl5,Morgane Martins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544255229,21,1,1,2,36,axvm5zg0mk4bp06wpec9vw27e,1,24.3,79.4,2023-05-06T11:34:11.259Z,2023-05-06T11:34:15Z,4253816643,56,Back,4253816645,140,14.8,4253816651,213,4.3,4253816647,141,42.5,4253816649,212,27.0,,,,,,,,,,7lqdu42zczlrnowx70hu12sb9,L. Declercq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544255325,22,1,1,2,40,axvm5zg0mk4bp06wpec9vw27e,1,14.7,38.2,2023-05-06T11:34:15.114Z,2023-05-06T11:34:20Z,4253817065,212,23.6,4253817057,140,27.4,4253817063,141,9.5,4253817067,213,5.3,4253817053,56,Back,,,,,,,,,,f3thho84or4rhnubxrhit9zhl,M. Grec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
