id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/14/value
2552263153,1,34,16,0,0,97jxqfbi28yoeedjbbw5xqhyi,1,0,0,2023-05-21T09:46:42.485Z,2023-05-21T10:29:25Z,4296445065,194,akldj20vfqfopuvurujsgtsd1,4296445067,197,8452,4296445061,130,4,4296445059,59,"1, 12, 7, 14, 25, 4, 10, 21, 8, 13, 9, 11, 17, 18, 19, 27, 29, 30",4296445063,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4296445069,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4296445055,30,"7ei82jx0voz3m7g64d9ewmggl, 7mehuya25b282lf1aqllzc3px, ejzz3wi6gxujl6idun7k9wmvp, coj9nvuorcm7rvvotheguc5hx, 3taxlkn9lb7otwvgbx9gyo82x, cf88cbpwlbfw6ampeklh3kcbu, akldj20vfqfopuvurujsgtsd1, 8lqbmqjrc7ikjm0me2fsdej11, 3o1we6pb4axflmhkn1r0b01xx, 1jlc387u7fdpnnus9nlsb179w, 8ls23zdsn7vn3bsx8o3gzwrh0, 7g2yfrxvbhrvf8wgdkyu989ud, 53h7svpak7gxkotf27l15ibpx, 11249ix42zyb89ipxrymbb2tw, et3yygjf96h7sgd43lb5t1yj8, 996uvthtn0ho4doic5mcty6z9, 9k44thez31exd8pbq7i5wdbs9, 2zxnm6bkhkjolx1esz593wk45",4296445057,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552265955,1,34,16,0,0,114h4h9ekimxmk95iypp478kk,1,0,0,2023-05-21T10:05:04.015Z,2023-05-21T10:28:51Z,4296464367,194,b0badx1gx15s9wo6ly8z1rl61,4296464365,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4296464361,59,"1, 33, 26, 23, 3, 25, 6, 10, 9, 7, 29, 4, 12, 15, 18, 19, 30, 34",4296464359,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4296464363,130,4,4296464369,197,8449,4296464371,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4296464357,30,"alr6k5xokhqe1xi6a5kdyj7x1, 9gni8lmabmsj3d8y8934eqn84, cz9o6yad9c8s2potdvqau5slw, b0badx1gx15s9wo6ly8z1rl61, 5mcszf3yuxwxcggl8ds2v1a7d, 38jzj5l4s56u8pbiutq2qa7f8, 80dr0hzhre13aaavd0r4udpl, 9gugnyggxqnc9fijivw8fvq39, en70ces933pdy4dbgq0lgjhsl, dq9w87alliunnaoezwtvn9hp1, 9mo419gtk6dy5lhcvatcllkyy, 3semwmw78lk7vz6ieaxy486w9, 4y78x1atris45m06oqr7axbzd, aqmo5o52e5mhbbzgdquivsm50, af7iolqb3r12ybufawf0mjnys, ae68tqogc2yplitpd1yixky22, 25ji5fjrro34qq0xwvmm4h2vp, 44bvs5waxxwanr95onh25bzmc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552271777,2,32,1,0,0,97jxqfbi28yoeedjbbw5xqhyi,1,0,0,2023-05-21T10:30:21.837Z,2023-05-21T10:30:24Z,4296494033,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552271769,2,32,1,0,0,114h4h9ekimxmk95iypp478kk,1,0,0,2023-05-21T10:30:21.837Z,2023-05-21T10:30:22Z,4296494003,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552271781,3,1,1,0,0,97jxqfbi28yoeedjbbw5xqhyi,1,50.1,49.1,2023-05-21T10:30:21.937Z,2023-05-21T10:34:00Z,4296494067,56,Back,4296494075,213,2.8,4296494077,279,S,4296494071,141,60.0,4296494069,140,31.6,4296494073,212,20.8,,,,,,,3o1we6pb4axflmhkn1r0b01xx,E. Kamczyk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552271821,4,1,1,0,3,97jxqfbi28yoeedjbbw5xqhyi,1,32.1,58.7,2023-05-21T10:30:25.179Z,2023-05-21T10:30:29Z,4296494249,141,15.0,4296494253,213,4.6,4296494251,212,30.1,4296494245,56,Back,4296494247,140,27.5,,,,,,,,,,8lqbmqjrc7ikjm0me2fsdej11,M. Dafeur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552271831,5,1,1,0,7,97jxqfbi28yoeedjbbw5xqhyi,1,29.9,17.1,2023-05-21T10:30:29.155Z,2023-05-21T10:30:31Z,4296494317,213,1.6,4296494315,212,21.4,4296494311,140,28.3,4296494313,141,48.5,4296494309,56,Back,,,,,,,,,,3taxlkn9lb7otwvgbx9gyo82x,J. Piga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552271849,6,1,1,0,9,97jxqfbi28yoeedjbbw5xqhyi,1,29.4,54.9,2023-05-21T10:30:31.770Z,2023-05-21T10:30:35Z,4296494469,56,Back,4296494471,140,29.4,4296494475,212,21.6,4296494477,213,4.7,4296494473,141,23.1,,,,,,,,,,cf88cbpwlbfw6ampeklh3kcbu,C. Swaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552271865,7,1,1,0,13,97jxqfbi28yoeedjbbw5xqhyi,1,31.1,24.6,2023-05-21T10:30:35.827Z,2023-05-21T10:30:39Z,4296494553,140,29.3,4296494561,213,1.6,4296494551,56,Back,4296494555,141,63.6,4296494557,212,26.6,,,,,,,,,,3taxlkn9lb7otwvgbx9gyo82x,J. Piga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552271871,8,1,1,0,17,97jxqfbi28yoeedjbbw5xqhyi,1,28.4,69,2023-05-21T10:30:39.091Z,2023-05-21T10:30:40Z,4296494601,141,92.6,4296494599,140,32.5,4296494605,213,1.3,4296494603,212,16.6,4296494597,56,Back,,,,,,,,,,cf88cbpwlbfw6ampeklh3kcbu,C. Swaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552271911,9,1,1,0,18,97jxqfbi28yoeedjbbw5xqhyi,1,33.9,93.3,2023-05-21T10:30:40.586Z,2023-05-21T10:30:47Z,4296494811,213,4.3,4296494807,141,73.0,4296494805,140,27.7,4296494803,56,Back,4296494809,212,15.3,,,,,,,,,,ejzz3wi6gxujl6idun7k9wmvp,M. Levasseur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552271915,10,1,1,0,25,97jxqfbi28yoeedjbbw5xqhyi,1,29.2,67,2023-05-21T10:30:47.099Z,2023-05-21T10:30:47Z,4296494817,3,,4296494819,56,Back,4296494823,141,51.2,4296494825,212,21.7,4296494827,213,3.7,4296494821,140,11.2,,,,,,,cf88cbpwlbfw6ampeklh3kcbu,C. Swaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
