id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/12/value,qualifier/16/value,assist,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2544252831,8,43,1,0,10,86c88s72zckr0kdwv0mu7kn3d,1,0,0,2023-05-06T11:31:19.055Z,2023-05-06T12:14:59Z,4253803799,286,0,4254005619,144,50,4253803795,56,Back,,,,,,,,,,,,,,,,uspe8sp6q4a5o6kc9n6rnyp6,L. Joly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544252825,4,8,1,0,10,2gmv49xieg3zee2hx0lhcp17u,1,62.5,36.6,2023-05-06T11:31:19.104Z,2023-05-06T12:19:10Z,4253803777,56,Center,,,,,,,,,,,,,,,,,,,,,,2pd1juglwcvhspyva4soomyy2,N. Ali Nadjim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544252837,5,49,1,0,10,2gmv49xieg3zee2hx0lhcp17u,1,63.7,34.9,2023-05-06T11:31:19.617Z,2023-05-06T12:19:13Z,,,,,,,,,,,,,,,,,,,,,,,,,2pd1juglwcvhspyva4soomyy2,N. Ali Nadjim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544297797,444,45,1,0,12,86c88s72zckr0kdwv0mu7kn3d,0,36,65,2023-05-06T11:31:20.659Z,2023-05-06T12:19:52Z,4254033439,285,,4254033433,56,Back,4254033545,233,482,,,,,,,,,,,,,,,,uspe8sp6q4a5o6kc9n6rnyp6,L. Joly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544297627,482,3,1,0,12,2gmv49xieg3zee2hx0lhcp17u,1,64,35,2023-05-06T11:31:20.659Z,2023-05-06T12:19:52Z,4254032567,56,Center,4254033481,233,444,4254032569,286,,,,,,,,,,,,,,,,,2pd1juglwcvhspyva4soomyy2,N. Ali Nadjim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544252879,6,3,1,0,14,2gmv49xieg3zee2hx0lhcp17u,0,68,43.6,2023-05-06T11:31:23.096Z,2023-05-06T12:19:16Z,4253804065,211,,4253804015,286,,4253804013,56,Center,,,,,,,,,,,,,,,,2pd1juglwcvhspyva4soomyy2,N. Ali Nadjim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544252915,9,49,1,0,17,86c88s72zckr0kdwv0mu7kn3d,1,30.3,55.4,2023-05-06T11:31:26.510Z,2023-05-06T12:16:19Z,,,,,,,,,,,,,,,,,,,,,,,,,ccz23lbc4iuxsq4tcplzv37ys,J. Rastocle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544252927,10,1,1,0,18,86c88s72zckr0kdwv0mu7kn3d,1,29.3,43.3,2023-05-06T11:31:26.751Z,2023-05-06T12:16:41Z,4253804315,141,38.6,4253804317,212,11.2,4253804311,56,Back,4253804319,213,6.0,4253804313,140,39.5,,,,,,,,,,ccz23lbc4iuxsq4tcplzv37ys,J. Rastocle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544294397,434,1,1,0,19,86c88s72zckr0kdwv0mu7kn3d,1,32,30.7,2023-05-06T11:31:28.549Z,2023-05-06T12:18:05Z,4254019545,140,35.5,4254019547,141,11.8,4254019549,212,13.4,4254019551,213,5.0,4254019543,56,Back,,,,,,,,,,4rdywd4n4j0cdzfoifpd35ujt,S. Ouchène,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544252943,11,1,1,0,20,86c88s72zckr0kdwv0mu7kn3d,0,36.1,7.9,2023-05-06T11:31:28.767Z,2023-05-06T12:16:30Z,4253804425,56,Right,4253804433,213,0.3,4253804427,140,57.4,4253804431,212,23.3,4253804429,141,17.4,,,,,,,,,,dpyv59tmgrenfals4e16d5lre,M. Doucouré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544252937,7,61,1,0,21,2gmv49xieg3zee2hx0lhcp17u,1,59.8,90.9,2023-05-06T11:31:29.809Z,2023-05-06T11:31:30Z,4253804385,56,Left,,,,,,,,,,,,,,,,,,,,,,bly2raemyl0xp39jiktm4u5sl,S. Demeyere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544253049,8,1,1,0,25,2gmv49xieg3zee2hx0lhcp17u,1,36.1,82.9,2023-05-06T11:31:34.033Z,2023-05-06T11:31:38Z,4253804945,213,3.6,4253804935,140,22.3,4253804939,141,72.4,4253804943,212,16.2,4253804933,56,Back,,,,,,,,,,7h91cdyjl0cpxj5lpzdsto3it,S. Elisor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544253059,9,49,1,0,29,2gmv49xieg3zee2hx0lhcp17u,1,20.9,71.1,2023-05-06T11:31:38.033Z,2023-05-06T11:31:38Z,,,,,,,,,,,,,,,,,,,,,,,,,eblfqwhpxhw6775m134ov2e0a,D. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544253117,10,1,1,0,29,2gmv49xieg3zee2hx0lhcp17u,1,20.9,71.1,2023-05-06T11:31:38.441Z,2023-05-06T11:38:58Z,4253805257,213,3.6,4253805245,140,5.2,4253805237,56,Back,4253805253,212,18.7,4253805251,141,58.2,,,,,,,,,,eblfqwhpxhw6775m134ov2e0a,D. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544253129,11,1,1,0,33,2gmv49xieg3zee2hx0lhcp17u,1,7,60.6,2023-05-06T11:31:42.409Z,2023-05-06T11:31:54Z,4253805317,141,89.7,4253805315,140,32.8,4253805321,213,0.6,4253805319,212,33.5,4253805323,1,,4253805313,56,Back,4253805309,155,,,,,dwjgtp47ky7v5as2a2jradihh,L. Philippe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544253139,12,1,1,0,34,2gmv49xieg3zee2hx0lhcp17u,1,34,89,2023-05-06T11:31:43.168Z,2023-05-06T11:31:43Z,4253805383,141,76.3,4253805379,56,Back,4253805381,140,31.6,4253805387,213,4.4,4253805385,212,9.0,,,,,,,,,,bly2raemyl0xp39jiktm4u5sl,S. Demeyere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544253147,13,1,1,0,35,2gmv49xieg3zee2hx0lhcp17u,1,31.6,76.3,2023-05-06T11:31:43.801Z,2023-05-06T11:31:45Z,4253805443,141,89.9,4253805439,56,Back,4253805441,140,35.1,4253805445,212,10.0,4253805447,213,1.2,,,,,,,,,,7h91cdyjl0cpxj5lpzdsto3it,S. Elisor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544253163,14,1,1,0,36,2gmv49xieg3zee2hx0lhcp17u,1,34,89.1,2023-05-06T11:31:44.808Z,2023-05-06T11:31:46Z,4253805553,212,10.3,4253805549,140,24.8,4253805551,141,94.5,4253805555,213,2.8,4253805547,56,Back,,,,,,,,,,bly2raemyl0xp39jiktm4u5sl,S. Demeyere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544253169,15,1,1,0,37,2gmv49xieg3zee2hx0lhcp17u,0,24.8,94.5,2023-05-06T11:31:46.121Z,2023-05-06T11:31:46Z,4253805581,56,Back,4253805589,213,0.4,4253805583,140,37.3,4253805585,141,100.0,4253805587,212,14.0,,,,,,,,,,5kg2obqjcypb3d2yt4d4xoo2x,R. Enguehard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544253185,12,5,1,0,37,86c88s72zckr0kdwv0mu7kn3d,1,67.6,-1.5,2023-05-06T11:31:46.523Z,2023-05-06T13:25:44Z,4253805661,56,Right,4253805663,347,,4253805685,233,16,,,,,,,,,,,,,,,,4jxsimbrhvzfwfc3krnld59wq,M. Dumornay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544253177,16,5,1,0,37,2gmv49xieg3zee2hx0lhcp17u,0,32.4,101.5,2023-05-06T11:31:46.523Z,2023-05-06T11:31:49Z,4253805609,347,,4253805733,233,12,4253805607,56,Back,,,,,,,,,,,,,,,,5kg2obqjcypb3d2yt4d4xoo2x,R. Enguehard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544253467,13,1,1,0,53,86c88s72zckr0kdwv0mu7kn3d,1,63.9,0,2023-05-06T11:32:02.575Z,2023-05-06T11:32:05Z,4253807229,140,69.0,4253807235,213,1.2,4253807225,107,,4253807231,141,19.8,4253807227,56,Right,4253807233,212,15.2,,,,,,,dpyv59tmgrenfals4e16d5lre,M. Doucouré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544253485,14,1,1,0,56,86c88s72zckr0kdwv0mu7kn3d,0,64,22.5,2023-05-06T11:32:05.152Z,2023-05-06T11:32:06Z,4253807309,212,16.7,4253807311,213,2.0,4253807301,56,Center,4253807307,141,44.8,4253807305,140,57.4,,,,,,,,,,4jxsimbrhvzfwfc3krnld59wq,M. Dumornay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544253509,17,49,1,0,58,2gmv49xieg3zee2hx0lhcp17u,1,39.4,64.2,2023-05-06T11:32:07.209Z,2023-05-06T11:39:01Z,,,,,,,,,,,,,,,,,,,,,,,,,eblfqwhpxhw6775m134ov2e0a,D. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544253541,18,61,1,1,0,2gmv49xieg3zee2hx0lhcp17u,1,38.8,61.1,2023-05-06T11:32:08.857Z,2023-05-06T12:18:35Z,4253807527,56,Back,,,,,,,,,,,,,,,,,,,,,,eblfqwhpxhw6775m134ov2e0a,D. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544253599,19,1,1,1,2,2gmv49xieg3zee2hx0lhcp17u,1,38.1,69.3,2023-05-06T11:32:10.803Z,2023-05-06T11:32:12Z,4253807849,213,4.2,4253807841,56,Back,4253807845,141,54.6,4253807847,212,11.5,4253807843,140,32.6,,,,,,,,,,cjgr7t23bk1l43hegrkmtslih,C. Gavory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544253657,20,1,1,1,4,2gmv49xieg3zee2hx0lhcp17u,1,32.4,54.5,2023-05-06T11:32:12.738Z,2023-05-06T11:32:16Z,4253808135,140,24.6,4253808137,141,67.5,4253808141,213,2.3,4253808139,212,12.1,4253808133,56,Back,,,,,,,,,,5x0qvm5o4qbijkh8r8vs2ys45,E. Sumo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544253703,21,1,1,1,8,2gmv49xieg3zee2hx0lhcp17u,1,28.7,59.4,2023-05-06T11:32:16.665Z,2023-05-06T11:37:21Z,4253808415,212,17.6,4253808413,141,34.3,4253808419,213,4.5,4253808411,140,24.7,4253808409,56,Back,,,,,,,,,,eblfqwhpxhw6775m134ov2e0a,D. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544253721,22,1,1,1,11,2gmv49xieg3zee2hx0lhcp17u,1,23.6,39.1,2023-05-06T11:32:20.450Z,2023-05-06T11:32:21Z,4253808497,212,18.8,4253808495,141,65.5,4253808491,56,Back,4253808499,213,1.3,4253808493,140,28.8,,,,,,,,,,2mo6msido3zv2vk24hed9rs9h,K. Gadéa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544253795,23,1,1,1,13,2gmv49xieg3zee2hx0lhcp17u,1,29.1,68.4,2023-05-06T11:32:21.738Z,2023-05-06T11:39:03Z,4253808861,140,33.2,4253808865,212,12.7,4253808867,213,1.2,4253808863,141,85.9,4253808859,56,Back,,,,,,,,,,eblfqwhpxhw6775m134ov2e0a,D. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544253837,24,1,1,1,19,2gmv49xieg3zee2hx0lhcp17u,1,36.5,80.5,2023-05-06T11:32:27.810Z,2023-05-06T11:32:32Z,4253809083,140,35.2,4253809085,141,38.3,4253809087,212,28.7,4253809089,213,4.7,4253809081,56,Back,,,,,,,,,,7h91cdyjl0cpxj5lpzdsto3it,S. Elisor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544253865,25,1,1,1,23,2gmv49xieg3zee2hx0lhcp17u,1,41.6,35.8,2023-05-06T11:32:31.993Z,2023-05-06T11:32:34Z,4253809233,140,64.0,4253809231,56,Center,4253809239,213,0.4,4253809235,141,51.6,4253809237,212,25.9,4253809229,155,,,,,,,,2mo6msido3zv2vk24hed9rs9h,K. Gadéa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544253869,26,1,1,1,25,2gmv49xieg3zee2hx0lhcp17u,1,65.3,50.3,2023-05-06T11:32:34.065Z,2023-05-06T11:32:35Z,4253809259,213,4.1,4253809251,56,Center,4253809257,212,6.5,4253809255,141,42.7,4253809253,140,61.6,4253809269,156,,,,,,,,2pd1juglwcvhspyva4soomyy2,N. Ali Nadjim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544253911,27,1,1,1,26,2gmv49xieg3zee2hx0lhcp17u,1,61.5,42.7,2023-05-06T11:32:35.537Z,2023-05-06T11:32:37Z,4253809439,140,67.4,4253809443,141,44.3,4253809445,212,6.3,4253809447,213,0.2,4253809437,56,Center,,,,,,,,,,5x0qvm5o4qbijkh8r8vs2ys45,E. Sumo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544253913,28,61,1,1,28,2gmv49xieg3zee2hx0lhcp17u,1,67.4,44.3,2023-05-06T11:32:37.010Z,2023-05-06T12:21:04Z,4253809465,56,Center,,,,,,,,,,,,,,,,,,,,,,2pd1juglwcvhspyva4soomyy2,N. Ali Nadjim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544253937,15,61,1,1,28,86c88s72zckr0kdwv0mu7kn3d,0,31.5,66.3,2023-05-06T11:32:37.624Z,2023-05-06T12:28:16Z,4253809599,56,Back,,,,,,,,,,,,,,,,,,,,,,4tsbzybsipqmnahwgm19uyivo,R. Imuran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544253927,29,1,1,1,29,2gmv49xieg3zee2hx0lhcp17u,0,61.9,42.8,2023-05-06T11:32:37.857Z,2023-05-06T12:28:48Z,4253809567,1,,4253809565,213,0.1,4253809555,157,,4253809557,56,Center,4253809559,140,66.7,4254071691,286,,4254071687,233,448,4253809561,141,43.4,5x0qvm5o4qbijkh8r8vs2ys45,E. Sumo,4254071685,236,4253809563,212,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544305113,448,74,1,1,29,86c88s72zckr0kdwv0mu7kn3d,1,43.6,59.6,2023-05-06T11:32:37.858Z,2023-05-06T13:25:03Z,4254071597,56,Back,4254071711,233,29,4254071599,285,,,,,,,,,,,,,,,,,4tsbzybsipqmnahwgm19uyivo,R. Imuran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544254001,30,1,1,1,33,2gmv49xieg3zee2hx0lhcp17u,1,54.6,33.9,2023-05-06T11:32:42.066Z,2023-05-06T11:32:45Z,4253809917,212,36.2,4253809915,141,83.5,4253809921,1,,4253809919,213,1.2,4253809911,56,Left,4253809913,140,67.1,4253809909,155,,,,,2mo6msido3zv2vk24hed9rs9h,K. Gadéa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544254015,31,1,1,1,36,2gmv49xieg3zee2hx0lhcp17u,0,69.9,77.8,2023-05-06T11:32:44.930Z,2023-05-06T11:32:46Z,4253809989,141,74.2,4253809987,140,76.2,4253809991,212,7.1,4253809993,213,5.9,4253809985,56,Center,,,,,,,,,,5kg2obqjcypb3d2yt4d4xoo2x,R. Enguehard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544254035,16,52,1,1,39,86c88s72zckr0kdwv0mu7kn3d,1,3.8,41.5,2023-05-06T11:32:47.776Z,2023-05-06T11:32:47Z,,,,,,,,,,,,,,,,,,,,,,,,,dxojafbkfxjskl0ek4nucrnpx,K. Szemik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544254201,17,1,1,1,45,86c88s72zckr0kdwv0mu7kn3d,1,9.2,42.7,2023-05-06T11:32:53.776Z,2023-05-06T11:33:00Z,4253810989,123,,4253810993,140,11.1,4253810995,141,28.0,4253810997,212,10.2,4253810999,213,4.9,4253810991,56,Back,,,,,,,dxojafbkfxjskl0ek4nucrnpx,K. Szemik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544254219,18,1,1,1,51,86c88s72zckr0kdwv0mu7kn3d,1,16.2,24.7,2023-05-06T11:32:59.999Z,2023-05-06T11:33:01Z,4253811113,56,Back,4253811115,140,24.0,4253811121,213,5.3,4253811117,141,4.9,4253811119,212,15.8,,,,,,,,,,dvyjggz5eiinhhozhb17s707p,J. Pasquereau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544254265,19,1,1,1,53,86c88s72zckr0kdwv0mu7kn3d,1,23.1,4,2023-05-06T11:33:01.792Z,2023-05-06T11:33:04Z,4253811323,56,Back,4253811339,213,2.4,4253811331,141,16.1,4253811325,140,14.8,4253811335,212,12.0,,,,,,,,,,dpyv59tmgrenfals4e16d5lre,M. Doucouré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544254359,20,1,1,1,55,86c88s72zckr0kdwv0mu7kn3d,1,19.5,21.8,2023-05-06T11:33:04.240Z,2023-05-06T11:33:12Z,4253811839,212,28.9,4253811841,213,1.9,4253811833,56,Back,4253811835,140,11.5,4253811837,141,62.4,,,,,,,,,,dvyjggz5eiinhhozhb17s707p,J. Pasquereau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544254377,21,1,1,2,3,86c88s72zckr0kdwv0mu7kn3d,1,24.6,75.7,2023-05-06T11:33:12.655Z,2023-05-06T11:33:14Z,4253811991,56,Back,4253812003,213,1.4,4253811995,141,95.0,4253811997,212,13.3,4253811993,140,26.6,,,,,,,,,,4tsbzybsipqmnahwgm19uyivo,R. Imuran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544254395,22,1,1,2,5,86c88s72zckr0kdwv0mu7kn3d,1,28.5,95.1,2023-05-06T11:33:14.528Z,2023-05-06T11:33:15Z,4253812083,141,85.6,4253812079,56,Back,4253812081,140,34.9,4253812087,213,5.5,4253812085,212,9.3,,,,,,,,,,ccz23lbc4iuxsq4tcplzv37ys,J. Rastocle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544254403,23,1,1,2,6,86c88s72zckr0kdwv0mu7kn3d,1,34.9,84.8,2023-05-06T11:33:15.439Z,2023-05-06T11:33:16Z,4253812123,140,31.6,4253812121,56,Back,4253812129,213,1.9,4253812127,212,9.7,4253812125,141,98.1,,,,,,,,,,aga4leu1tmnv7kibufwr119be,R. Corboz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544254407,24,1,1,2,8,86c88s72zckr0kdwv0mu7kn3d,0,31,96.5,2023-05-06T11:33:16.767Z,2023-05-06T11:33:17Z,4253812137,56,Back,4253812145,213,6.0,4253812143,212,13.1,4253812139,140,43.0,4253812141,141,91.4,,,,,,,,,,ccz23lbc4iuxsq4tcplzv37ys,J. Rastocle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544254423,32,8,1,2,10,2gmv49xieg3zee2hx0lhcp17u,1,61.4,23.4,2023-05-06T11:33:19.330Z,2023-05-06T11:33:19Z,4253812235,56,Center,,,,,,,,,,,,,,,,,,,,,,2mo6msido3zv2vk24hed9rs9h,K. Gadéa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
