id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/16/value
2488002955,1,34,16,0,0,e5hsx8fzufp57tv4oehbz0qht,1,0,0,2022-11-27T14:12:03.388Z,2022-11-27T15:01:05Z,3928309839,59,"1, 23, 5, 26, 18, 3, 17, 25, 9, 20, 28, 2, 4, 10, 21, 24, 27, 40",3928309841,130,4,3928309845,194,3bo8lbyohd3djey9pbd08fvf9,3928309847,197,4764,3928309833,30,"8f25wup5nyqxwx27pmtxth51x, 15ueea8j21zale5d23rifkct1, 3x6baiktcpcjxxh258a5uebpx, 6ywkny98b9qzuvhqxwn9l0ogl, el2jrhon9i915qbjdgi96uru2, 3bo8lbyohd3djey9pbd08fvf9, 28yvc8jmyyfavb0hetafjdadx, e92r83de4v94lcbngexwe2oes, 7jux9gpb11yfbl8jj32n0zil1, 3gu9gaz6w7eq79qnaqj3b7jdh, ct4fyrkcvk3i01xiz1wpsyuw9, d8ypulxmosy9ulp0imw6avo5, f30p9xqwupzhhiitqubpi79bd, b9mxbxkxacng270g0cs3w1jh1, cma46vvprpduachdlb2ruakx6, 2fg7mgljmrqedc61uiff36ytx, 41gek0vcr4hcrc5hg6zk4am3u, 2mgpfhn8c4e7gt4oce452j7x1",3928309849,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3928309843,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3928309837,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488006991,1,34,16,0,0,bdfjkux9o0vtsdig5zsbhtysq,1,0,0,2022-11-27T14:19:23.618Z,2022-11-27T14:54:57Z,3928331613,130,8,3928331609,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3928331619,197,9441,3928331617,194,1ck8f8510t6ei80haqe2vqbpx,3928331621,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3928331607,30,"2f1e295qn6s9l5d6v1degrizt, dx5okwmzef2p09vgp02i1ucph, ehchjemv9fwcnwomosua92qqd, 7d4y77nkrn4w4dht1c4vr28yx, 8iblvy7aw7kdghvke6s5gisid, 1mhjq24kq1fapaoib7lzb6b4l, 3uxijnhp1ibbqm6e4lfivq8k5, 7l931hwm1tajvf6r717biyw2d, 2n3sv3vt7ano86i5j9j3f8a95, 1ck8f8510t6ei80haqe2vqbpx, 1rsg1y7lx0ruqcwgj6c6oovdh, 8yebzwn5wynngu33kqcsh1fbp, byu5qg9zlu5w1e234xl2058iy, 94pv0j29t5jrfdc36o6791wp, 7ak0q2t9ex8rcov81012amuad, 9qidpdp5vlw8ma2z9synky6ms, 1ph6w6q8t75mov5fnnc8hda8k, cg4yqx0lth6d27oxlgwcuvdn9",3928331611,59,"16, 27, 23, 8, 10, 19, 11, 22, 9, 17, 21, 1, 2, 7, 18, 20, 24, 28",3928331615,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488023193,2,32,1,0,0,bdfjkux9o0vtsdig5zsbhtysq,1,0,0,2022-11-27T15:01:54.934Z,2022-11-27T15:01:55Z,3928421901,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488023189,2,32,1,0,0,e5hsx8fzufp57tv4oehbz0qht,1,0,0,2022-11-27T15:01:54.934Z,2022-11-27T15:01:55Z,3928421883,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488023203,3,1,1,0,0,bdfjkux9o0vtsdig5zsbhtysq,1,49.9,50.3,2022-11-27T15:01:55.034Z,2022-11-27T15:04:23Z,3928422013,213,1.1,3928422009,141,56.3,3928422005,56,Center,3928422015,279,S,3928422011,212,4.6,3928422007,140,52.0,,,,,,,2n3sv3vt7ano86i5j9j3f8a95,M. Bourdieu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488023217,4,1,1,0,2,bdfjkux9o0vtsdig5zsbhtysq,1,53.2,57.5,2022-11-27T15:01:57.813Z,2022-11-27T15:02:00Z,3928422091,141,82.0,3928422095,213,0.9,3928422087,56,Left,3928422093,212,21.6,3928422089,140,66.3,,,,,,,,,,1ck8f8510t6ei80haqe2vqbpx,G. Thiney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488023225,5,1,1,0,5,bdfjkux9o0vtsdig5zsbhtysq,0,67,72.6,2022-11-27T15:02:00.566Z,2022-11-27T15:02:01Z,3928422139,141,60.0,3928422141,212,10.3,3928422135,56,Center,3928422137,140,61.5,3928422143,213,4.1,,,,,,,,,,1rsg1y7lx0ruqcwgj6c6oovdh,O. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488023229,3,49,1,0,7,e5hsx8fzufp57tv4oehbz0qht,1,39.9,39.7,2022-11-27T15:02:02.452Z,2022-11-27T15:02:02Z,,,,,,,,,,,,,,,,,,,,,,,,,7jux9gpb11yfbl8jj32n0zil1,E. Le Sommer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488023243,4,50,1,0,7,e5hsx8fzufp57tv4oehbz0qht,1,39,37,2022-11-27T15:02:02.550Z,2022-11-27T15:02:05Z,3928422243,56,Back,3928422245,286,,3928422277,233,6,,,,,,,,,,,,,,,,7jux9gpb11yfbl8jj32n0zil1,E. Le Sommer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488023235,6,7,1,0,7,bdfjkux9o0vtsdig5zsbhtysq,0,61,63,2022-11-27T15:02:02.551Z,2022-11-27T15:02:05Z,3928422195,285,,3928422271,233,4,3928422193,56,Center,,,,,,,,,,,,,,,,1ck8f8510t6ei80haqe2vqbpx,G. Thiney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
