id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/12/value,qualifier/14/value,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2499066017,1,34,16,0,0,bdfjkux9o0vtsdig5zsbhtysq,1,0,0,2023-01-21T11:50:02.971Z,2023-01-21T12:41:42Z,3986837133,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3986837129,194,1ck8f8510t6ei80haqe2vqbpx,3986837125,130,8,3986837123,59,"16, 27, 3, 8, 2, 19, 11, 22, 9, 17, 21, 1, 7, 15, 23, 24, 28, 31",3986837119,30,"2f1e295qn6s9l5d6v1degrizt, dx5okwmzef2p09vgp02i1ucph, ocdptd87q86ed74lanyfdij8, 7d4y77nkrn4w4dht1c4vr28yx, byu5qg9zlu5w1e234xl2058iy, 1mhjq24kq1fapaoib7lzb6b4l, 3uxijnhp1ibbqm6e4lfivq8k5, 7l931hwm1tajvf6r717biyw2d, 2n3sv3vt7ano86i5j9j3f8a95, 1ck8f8510t6ei80haqe2vqbpx, 1rsg1y7lx0ruqcwgj6c6oovdh, 8yebzwn5wynngu33kqcsh1fbp, 94pv0j29t5jrfdc36o6791wp, aos03ja9xr5jr2w3e6t20p94a, ehchjemv9fwcnwomosua92qqd, 1ph6w6q8t75mov5fnnc8hda8k, cg4yqx0lth6d27oxlgwcuvdn9, 2q1tt2u2h3q1hb3uz28rofzmc",3986837127,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3986837121,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3986837131,197,9145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499066293,1,34,16,0,0,2gmv49xieg3zee2hx0lhcp17u,1,0,0,2023-01-21T11:51:01.512Z,2023-01-21T12:50:43Z,3986838505,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3986838509,130,2,3986838513,194,eblfqwhpxhw6775m134ov2e0a,3986838515,197,9552,3986838503,30,"dwjgtp47ky7v5as2a2jradihh, 6rcnj96do9ermnza1covi9ujt, 5kg2obqjcypb3d2yt4d4xoo2x, 5x0qvm5o4qbijkh8r8vs2ys45, eblfqwhpxhw6775m134ov2e0a, 664ior41q0qf71vnhq0tp1j9x, 87fq93e9x1yy4thmeituciycq, 7h91cdyjl0cpxj5lpzdsto3it, ik5uqc55sdiwjjzh28c21byt, 2pd1juglwcvhspyva4soomyy2, bly2raemyl0xp39jiktm4u5sl, 9214qm6nuq4zwnnvzmugrfutx, 88n7oswbclrfxt277vp6vpgd0, e3i1n2mnbwqi33q2t541fjy1g, vbbjswuih75z7771voxd7bbo, cjgr7t23bk1l43hegrkmtslih, 79u53wc88br80qmqpdumqlct0, 876mjy047keegwdf1ri9a6syc",3986838507,59,"16, 18, 14, 10, 29, 3, 23, 8, 7, 19, 6, 1, 9, 11, 21, 22, 26, 33",3986838511,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3986838517,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499081257,2,32,1,0,0,2gmv49xieg3zee2hx0lhcp17u,1,0,0,2023-01-21T12:46:21.596Z,2023-01-21T12:46:23Z,3986917835,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499081255,2,32,1,0,0,bdfjkux9o0vtsdig5zsbhtysq,1,0,0,2023-01-21T12:46:21.596Z,2023-01-21T12:46:21Z,3986917831,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499081293,3,1,1,0,0,bdfjkux9o0vtsdig5zsbhtysq,1,49.7,49.9,2023-01-21T12:46:21.696Z,2023-01-21T13:39:59Z,3986918047,212,3.0,3986918051,279,S,3986918041,56,Center,3986918043,140,52.0,3986918045,141,52.5,3986918049,213,0.6,,,,,,,2n3sv3vt7ano86i5j9j3f8a95,M. Bourdieu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499081301,4,1,1,0,5,bdfjkux9o0vtsdig5zsbhtysq,0,54.1,53.2,2023-01-21T12:46:26.889Z,2023-01-21T12:47:04Z,3986919563,141,78.3,3986919569,1,,3986919565,212,30.0,3986919567,213,0.6,3986918109,56,Center,3986919559,157,,3986919561,140,77.6,,,,1ck8f8510t6ei80haqe2vqbpx,G. Thiney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499081297,3,49,1,0,5,2gmv49xieg3zee2hx0lhcp17u,1,20.4,24.6,2023-01-21T12:46:27.425Z,2023-01-21T12:46:27Z,,,,,,,,,,,,,,,,,,,,,,,,,6rcnj96do9ermnza1covi9ujt,E. Kouache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499081321,4,1,1,0,5,2gmv49xieg3zee2hx0lhcp17u,1,20.4,24.6,2023-01-21T12:46:27.584Z,2023-01-21T12:46:29Z,3986918235,213,1.7,3986918229,141,34.5,3986918233,212,6.8,3986918225,140,19.8,3986918221,56,Back,,,,,,,,,,6rcnj96do9ermnza1covi9ujt,E. Kouache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499081323,5,1,1,0,7,2gmv49xieg3zee2hx0lhcp17u,0,20.9,34,2023-01-21T12:46:29.552Z,2023-01-21T12:51:56Z,3986918249,140,14.1,3986918251,141,12.2,3986918255,213,4.3,3986918247,56,Back,3986918253,212,16.5,,,,,,,,,,eblfqwhpxhw6775m134ov2e0a,D. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499081335,5,43,1,0,9,bdfjkux9o0vtsdig5zsbhtysq,1,0,0,2023-01-21T12:46:31.027Z,2023-01-21T12:51:44Z,3986918309,56,Center,3986918349,233,5,3986931639,144,74,3986918311,285,0,,,,,,,,,,,,,2n3sv3vt7ano86i5j9j3f8a95,M. Bourdieu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
