id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/9/value,assist
2505874723,2,34,16,0,0,9s9jvki6htleffykj88qcpwpy,1,0,0,2023-02-10T16:46:22.186Z,2023-02-10T17:47:25Z,4022525539,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4022525529,59,"30, 21, 11, 24, 22, 14, 15, 10, 9, 12, 7, 1, 4, 18, 23, 26, 19, 34",4022525527,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4022525537,197,14734,4022525531,130,4,4022525533,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4022525535,194,2cp4j91pqwjvy7as74ckhc4wl,4022525525,30,"dtl2shnzdg739pkag6fplb42y, 6xu7shoi00qiogo7akqo1xsrt, 50ph0tkxvrb3syo76y5bjbcut, 2avvvwtcdl6hmzxei5qhjo4ph, 9mq9unf2aecualxxm9gvnppl, 8ra0s724ht9u3luvku2ytnrze, 9rab5estxnvvhj8evql7j68rt, 2cp4j91pqwjvy7as74ckhc4wl, ewogcy2itdu7e8vujgkitc0h6, b0a55g6cu6u3fl9vbuvynx05, dsm8r3i2k45d7vlqkmzaog9w4, a27580ah1idvwqjbscx0l4x78, 5es3kc7x38rotmzzcs46kb3hm, 1fcucvr07kupgc9ivux6cf76c, 5orsug2d4b7zzjat6eh9ks2qd, 50k8dmb17hvqbq37ae3p90aju, zzdeso5dawmdmq4u5vishhck, 1r6uy09tb387hz5fr5z4gztyi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505878275,1,34,16,0,0,dgpni8xwxjhgekjmg0m8bb6nv,1,0,0,2023-02-10T17:04:26.073Z,2023-02-10T17:28:23Z,4022545413,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4022545415,59,"30, 3, 5, 15, 14, 22, 10, 7, 17, 19, 26, 1, 4, 8, 9, 11, 13, 34",4022545411,30,"7iuwrwcupehj978vpf8sep591, ero1axtkr33y6yetn4uti2oyx, 3edubak34lsocvkirgryo8vd, q195fj3dlx9i3r0zno98nhuc, 3w9nqzmvm6df5becqtvypo5w5, 9r0t3f2nw0d1a17c9onvjgd05, e9e2sdrwd5g6m8kfpxpe8ml79, 1vj4sunehr71tbbpu6zsp6dw5, b062pdmskviwqwzf5dckoffmd, 5b3esi4e6l86aqvprt9l16uqc, aeoazf90glk79a2puhpm06pyh, 24ptrmidgqdyq5sryicc2g9hw, 2to7qgaomc72knk6y1689ihka, ds4tjev271co53fycw64y4kfe, 6oxe2vmgkxzl4dfz5cdqbajmd, 3o5f01ay5uqzeb3xunhguvsyy, 58zv1pd350niecmu275p4xyqc, 12ikbba7ljix94ajt4e137jmc",4022549963,197,8688,4022545421,194,9r0t3f2nw0d1a17c9onvjgd05,4022545423,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4022545419,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4022545417,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505884195,2,32,1,0,0,dgpni8xwxjhgekjmg0m8bb6nv,1,0,0,2023-02-10T17:32:00.953Z,2023-02-10T17:32:02Z,4022578229,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505884199,3,32,1,0,0,9s9jvki6htleffykj88qcpwpy,1,0,0,2023-02-10T17:32:00.953Z,2023-02-10T17:32:01Z,4022578255,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505884223,4,1,1,0,0,9s9jvki6htleffykj88qcpwpy,1,50,50,2023-02-10T17:32:01.053Z,2023-02-10T17:41:21Z,4022578353,212,11.3,4022578355,213,2.6,4022578351,141,58.1,4022578349,140,40.6,4022578357,279,S,4022578347,56,Back,,,,,,,ewogcy2itdu7e8vujgkitc0h6,I. Barrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505884251,5,1,1,0,3,9s9jvki6htleffykj88qcpwpy,0,37.2,59.2,2023-02-10T17:32:03.965Z,2023-02-10T17:41:19Z,4022578485,56,Left,4022578483,155,,4022578487,140,72.1,4022578491,212,46.5,4022578489,141,100.0,4022578493,213,0.7,4022578495,1,,,,,2cp4j91pqwjvy7as74ckhc4wl,L. Cance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505884269,3,5,1,0,5,dgpni8xwxjhgekjmg0m8bb6nv,1,27.5,-1.8,2023-02-10T17:32:06.900Z,2023-02-10T17:44:38Z,4022578611,347,,4022578609,56,Back,4022578621,233,6,,,,,,,,,,,,,,,,ero1axtkr33y6yetn4uti2oyx,M. Belkhiter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505884253,6,5,1,0,5,9s9jvki6htleffykj88qcpwpy,0,72.5,101.8,2023-02-10T17:32:06.900Z,2023-02-10T17:32:08Z,4022578647,233,3,4022578519,56,Left,4022578521,347,,,,,,,,,,,,,,,,,dsm8r3i2k45d7vlqkmzaog9w4,Z. Stiévenart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505884347,4,1,1,0,13,dgpni8xwxjhgekjmg0m8bb6nv,1,28.5,0,2023-02-10T17:32:14.799Z,2023-02-10T17:32:17Z,4022579037,140,41.4,4022579039,141,14.7,4022579041,212,17.2,4022579043,213,0.7,4022579035,56,Back,4022579033,107,,,,,,,,ero1axtkr33y6yetn4uti2oyx,M. Belkhiter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505884349,5,1,1,0,15,dgpni8xwxjhgekjmg0m8bb6nv,0,38.2,14.3,2023-02-10T17:32:16.911Z,2023-02-10T17:48:35Z,4022579127,233,7,4022579055,213,2.9,4022579053,212,3.0,4022579051,141,15.3,4022579131,286,,4022579125,236,,4022579047,56,Back,4022579049,140,35.4,5b3esi4e6l86aqvprt9l16uqc,C. Cosme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505884357,7,74,1,0,15,9s9jvki6htleffykj88qcpwpy,1,60,94.8,2023-02-10T17:32:16.912Z,2023-02-10T17:44:36Z,4022579101,285,,4022579099,56,Left,4022579133,233,5,,,,,,,,,,,,,,,,dsm8r3i2k45d7vlqkmzaog9w4,Z. Stiévenart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505884389,8,50,1,0,20,9s9jvki6htleffykj88qcpwpy,1,59,95.2,2023-02-10T17:32:21.949Z,2023-02-10T17:32:25Z,4022579275,286,,4022579271,56,Left,4022579297,233,6,,,,,,,,,,,,,,,,50ph0tkxvrb3syo76y5bjbcut,A. Pierre-Louis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505884383,6,7,1,0,20,dgpni8xwxjhgekjmg0m8bb6nv,1,41,4.8,2023-02-10T17:32:21.950Z,2023-02-10T17:32:25Z,4022579237,56,Back,4022579277,233,8,4022579239,285,,4022579235,167,,,,,,,,,,,,,,q195fj3dlx9i3r0zno98nhuc,A. Donnary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505884385,7,5,1,0,22,dgpni8xwxjhgekjmg0m8bb6nv,0,40.6,-1,2023-02-10T17:32:23.015Z,2023-02-10T17:33:58Z,4022582901,233,9,4022579251,56,Back,4022579253,347,,,,,,,,,,,,,,,,,q195fj3dlx9i3r0zno98nhuc,A. Donnary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
