id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2467078355,383,12,1,0,27,axvm5zg0mk4bp06wpec9vw27e,1,6.8,54.8,2022-10-03T19:02:14.209Z,2022-10-03T19:49:57Z,3817795073,212,12.8,3817795067,56,Back,3817795075,213,5.1,3817795071,141,37.4,3817795069,140,11.5,,,,,,,,,,f3thho84or4rhnubxrhit9zhl,M. Grec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467078409,384,12,1,0,28,axvm5zg0mk4bp06wpec9vw27e,1,11.9,37.9,2022-10-03T19:02:15.209Z,2022-10-03T19:50:16Z,3817795373,141,35.1,3817795375,212,9.9,3817795371,140,21.2,3817795377,213,6.1,3817795369,56,Back,,,,,,,,,,2iu88022lwj2uxr1hn0og7qax,L. Goetsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467063401,5,1,1,0,30,axvm5zg0mk4bp06wpec9vw27e,0,17.9,42.3,2022-10-03T19:02:17.428Z,2022-10-03T19:50:44Z,3817710691,141,40.8,3817710689,140,27.1,3817710695,213,6.2,3817710693,212,9.7,3817710687,56,Back,,,,,,,,,,eko9p1p9gjg7gxjla6chb6i95,H. Fercocq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467063399,4,43,1,0,30,axvm5zg0mk4bp06wpec9vw27e,1,0,0,2022-10-03T19:02:17.917Z,2022-10-03T19:50:26Z,3817710679,141,33.3,3817710681,212,15.7,3817710671,3,0,3817710683,213,5.2,3817795539,144,1,3817710673,56,Back,3817710677,140,11.9,,,,dvd7yfrkq6wl6de389go6r7ro,O. Hurtré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467063505,6,81,1,0,31,axvm5zg0mk4bp06wpec9vw27e,0,22.1,39.7,2022-10-03T19:02:18.367Z,2022-10-03T19:50:39Z,3817711175,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467063517,7,68,1,0,32,axvm5zg0mk4bp06wpec9vw27e,1,0,0,2022-10-03T19:02:19.344Z,2022-10-03T19:51:41Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467063557,8,1,1,0,45,axvm5zg0mk4bp06wpec9vw27e,1,30.5,35.2,2022-10-03T19:02:32.557Z,2022-10-03T19:51:46Z,3817711475,141,51.3,3817711479,213,2.7,3817711473,140,10.2,3817711471,56,Back,3817711477,212,24.0,,,,,,,,,,3yjqr9srzz3p1xjgdgckqvtre,A. Soleilhet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467063567,9,1,1,0,46,axvm5zg0mk4bp06wpec9vw27e,1,11.1,48.9,2022-10-03T19:02:33.285Z,2022-10-03T19:51:54Z,3817711529,141,72.8,3817711533,213,1.1,3817711525,56,Back,3817711527,140,19.8,3817711531,212,18.6,,,,,,,,,,dfcxvz3flh0w54vhso9xpk1d5,L. Lichtfus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467063499,8,68,1,0,46,bdfjkux9o0vtsdig5zsbhtysq,0,0,0,2022-10-03T19:02:33.416Z,2022-10-03T19:02:34Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467078735,385,1,1,0,48,axvm5zg0mk4bp06wpec9vw27e,1,23.3,69.3,2022-10-03T19:02:35.209Z,2022-10-03T19:51:56Z,3817797143,141,56.0,3817797145,212,14.7,3817797139,56,Back,3817797147,213,3.8,3817797141,140,12.3,,,,,,,,,,f3thho84or4rhnubxrhit9zhl,M. Grec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467078913,386,1,1,0,50,axvm5zg0mk4bp06wpec9vw27e,1,11,48.5,2022-10-03T19:02:37.209Z,2022-10-03T19:52:34Z,3817798253,212,16.2,3817798247,56,Back,3817798255,213,5.4,3817798251,141,29.5,3817798249,140,20.3,,,,,,,,,,dfcxvz3flh0w54vhso9xpk1d5,L. Lichtfus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467063587,10,1,1,0,54,axvm5zg0mk4bp06wpec9vw27e,1,21.6,29.1,2022-10-03T19:02:41.709Z,2022-10-03T19:02:45Z,3817711713,213,6.2,3817711707,140,34.8,3817711711,212,13.9,3817711705,56,Back,3817711709,141,27.6,,,,,,,,,,3yjqr9srzz3p1xjgdgckqvtre,A. Soleilhet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467063589,11,61,1,0,57,axvm5zg0mk4bp06wpec9vw27e,0,33.4,28.6,2022-10-03T19:02:45.117Z,2022-10-03T19:02:45Z,3817711717,56,Back,,,,,,,,,,,,,,,,,,,,,,dvd7yfrkq6wl6de389go6r7ro,O. Hurtré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467063629,12,1,1,0,59,axvm5zg0mk4bp06wpec9vw27e,1,11.5,9.4,2022-10-03T19:02:46.765Z,2022-10-03T19:02:51Z,3817711917,56,Back,3817711923,212,21.5,3817711921,141,39.5,3817711925,213,1.9,3817711919,140,5.1,,,,,,,,,,dvd7yfrkq6wl6de389go6r7ro,O. Hurtré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467063699,13,12,1,1,3,axvm5zg0mk4bp06wpec9vw27e,1,5,39.5,2022-10-03T19:02:50.725Z,2022-10-03T19:03:01Z,3817712357,140,10.6,3817712361,212,6.3,3817712369,233,9,3817712367,397,,3817712359,141,36.0,3817712363,213,5.9,3817712355,56,Back,,,,dfcxvz3flh0w54vhso9xpk1d5,L. Lichtfus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467063627,9,74,1,1,3,bdfjkux9o0vtsdig5zsbhtysq,1,88.2,62.7,2022-10-03T19:02:50.726Z,2022-10-03T19:03:02Z,3817711913,285,,3817712389,233,13,3817712093,397,,3817711911,56,Center,,,,,,,,,,,,,2n3sv3vt7ano86i5j9j3f8a95,M. Bourdieu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467063657,10,43,1,1,6,bdfjkux9o0vtsdig5zsbhtysq,1,0,0,2022-10-03T19:02:53.337Z,2022-10-03T19:03:03Z,3817712069,347,0,3817712421,144,5,3817712067,56,Left,,,,,,,,,,,,,,,,2n3sv3vt7ano86i5j9j3f8a95,M. Bourdieu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467063677,11,49,1,1,10,bdfjkux9o0vtsdig5zsbhtysq,1,94.9,93,2022-10-03T19:02:57.769Z,2022-10-03T19:02:57Z,,,,,,,,,,,,,,,,,,,,,,,,,1ck8f8510t6ei80haqe2vqbpx,G. Thiney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467063689,12,1,1,1,10,bdfjkux9o0vtsdig5zsbhtysq,1,94.9,93,2022-10-03T19:02:58.183Z,2022-10-03T19:02:59Z,3817712299,141,51.5,3817712295,140,84.9,3817712289,56,Center,3817712285,155,,3817712307,213,4.4,3817712283,2,,3817712303,212,30.1,,,,1ck8f8510t6ei80haqe2vqbpx,G. Thiney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467063695,13,1,1,1,12,bdfjkux9o0vtsdig5zsbhtysq,0,84.4,51.8,2022-10-03T19:02:59.849Z,2022-10-03T19:03:00Z,3817712341,213,1.1,3817712337,141,58.2,3817712329,3,,3817712335,140,86.4,3817712339,212,4.8,3817712333,56,Center,,,,,,,2n3sv3vt7ano86i5j9j3f8a95,M. Bourdieu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467063701,14,8,1,1,14,axvm5zg0mk4bp06wpec9vw27e,1,14.7,35.1,2022-10-03T19:03:01.342Z,2022-10-03T19:03:01Z,3817712365,56,Back,,,,,,,,,,,,,,,,,,,,,,3yjqr9srzz3p1xjgdgckqvtre,A. Soleilhet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467063713,15,49,1,1,16,axvm5zg0mk4bp06wpec9vw27e,1,24.1,38.2,2022-10-03T19:03:03.789Z,2022-10-03T19:03:03Z,,,,,,,,,,,,,,,,,,,,,,,,,eko9p1p9gjg7gxjla6chb6i95,H. Fercocq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467063783,16,1,1,1,17,axvm5zg0mk4bp06wpec9vw27e,1,28.5,30.1,2022-10-03T19:03:04.669Z,2022-10-03T19:03:11Z,3817712797,213,6.0,3817712793,141,8.6,3817712789,56,Right,3817712791,140,78.4,3817712799,1,,3817712795,212,54.4,,,,,,,eko9p1p9gjg7gxjla6chb6i95,H. Fercocq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467063825,17,1,1,1,24,axvm5zg0mk4bp06wpec9vw27e,1,73.8,4.7,2022-10-03T19:03:11.806Z,2022-10-03T19:03:17Z,3817713031,141,20.0,3817713027,56,Right,3817713035,213,1.1,3817713033,212,11.9,3817713029,140,79.3,,,,,,,,,,792nmu21pzzd6eak34jk1qlwq,M. Roth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467063835,18,1,1,1,30,axvm5zg0mk4bp06wpec9vw27e,1,79.3,19.1,2022-10-03T19:03:17.758Z,2022-10-03T19:03:19Z,3817713091,56,Right,3817713097,212,10.7,3817713093,140,85.8,3817713099,213,5.4,3817713095,141,7.0,,,,,,,,,,7ouo3qztrs5lytmtji95oesph,M. Terchoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467063845,19,1,1,1,32,axvm5zg0mk4bp06wpec9vw27e,1,86,7.9,2022-10-03T19:03:19.790Z,2022-10-03T19:03:20Z,3817713145,213,2.4,3817713139,140,80.0,3817713141,141,15.9,3817713143,212,8.3,3817713137,56,Right,,,,,,,,,,dz7lkt8gh069vrkmoflcm0fkl,R. Borgella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467063861,20,1,1,1,33,axvm5zg0mk4bp06wpec9vw27e,1,80,16.1,2022-10-03T19:03:20.830Z,2022-10-03T19:04:51Z,3817713235,212,11.8,3817713229,140,72.4,3817713237,213,4.0,3817713231,141,3.4,3817713227,56,Right,,,,,,,,,,epgsg9k2x61xgkksj1kzdum6t,J. Dear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467063887,21,1,1,1,35,axvm5zg0mk4bp06wpec9vw27e,1,68.7,6.1,2022-10-03T19:03:23.023Z,2022-10-03T19:03:26Z,3817713387,212,28.1,3817713383,140,43.0,3817713381,56,Back,3817713385,141,17.4,3817713389,213,2.9,,,,,,,,,,2iu88022lwj2uxr1hn0og7qax,L. Goetsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467063903,22,1,1,1,39,axvm5zg0mk4bp06wpec9vw27e,1,42.4,21.5,2022-10-03T19:03:26.462Z,2022-10-03T19:03:30Z,3817713479,213,1.8,3817713473,140,36.5,3817713475,141,67.3,3817713471,56,Back,3817713477,212,31.8,,,,,,,,,,3yjqr9srzz3p1xjgdgckqvtre,A. Soleilhet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467063937,23,1,1,1,42,axvm5zg0mk4bp06wpec9vw27e,1,37.6,69.1,2022-10-03T19:03:30.111Z,2022-10-03T19:03:36Z,3817713697,212,27.5,3817713693,140,19.8,3817713691,56,Back,3817713699,213,4.0,3817713695,141,39.5,,,,,,,,,,f3thho84or4rhnubxrhit9zhl,M. Grec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467063953,24,1,1,1,49,axvm5zg0mk4bp06wpec9vw27e,1,20.3,37,2022-10-03T19:03:36.559Z,2022-10-03T19:03:41Z,3817713785,212,25.2,3817713779,56,Back,3817713783,141,2.8,3817713781,140,29.6,3817713787,213,5.1,,,,,,,,,,dfcxvz3flh0w54vhso9xpk1d5,L. Lichtfus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467063955,25,61,1,1,50,axvm5zg0mk4bp06wpec9vw27e,0,29.6,2.8,2022-10-03T19:03:38.191Z,2022-10-03T19:03:38Z,3817713801,56,Back,,,,,,,,,,,,,,,,,,,,,,2iu88022lwj2uxr1hn0og7qax,L. Goetsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467064025,14,5,1,1,51,bdfjkux9o0vtsdig5zsbhtysq,1,69.7,101.6,2022-10-03T19:03:38.588Z,2022-10-03T19:03:52Z,3817714229,347,,3817714231,233,26,3817714227,56,Left,,,,,,,,,,,,,,,,cg4yqx0lth6d27oxlgwcuvdn9,L. Fleury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467063959,26,5,1,1,51,axvm5zg0mk4bp06wpec9vw27e,0,30.3,-1.6,2022-10-03T19:03:38.588Z,2022-10-03T19:06:02Z,3817713835,347,,3817714249,233,14,3817713833,56,Back,,,,,,,,,,,,,,,,2iu88022lwj2uxr1hn0og7qax,L. Goetsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467064041,15,1,1,2,4,bdfjkux9o0vtsdig5zsbhtysq,1,67.4,100,2022-10-03T19:03:51.947Z,2022-10-03T19:03:55Z,3817714337,1,,3817714329,140,90.2,3817714325,107,,3817714333,212,24.5,3817714327,56,Left,3817714331,141,93.5,3817714335,213,6.1,,,,dx5okwmzef2p09vgp02i1ucph,J. Soyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467064053,16,1,1,2,8,bdfjkux9o0vtsdig5zsbhtysq,1,86.7,93.5,2022-10-03T19:03:55.787Z,2022-10-03T19:03:56Z,3817714401,156,,3817714389,56,Left,3817714397,213,3.3,3817714391,140,76.1,3817714395,212,11.2,3817714393,141,91.4,,,,,,,cg4yqx0lth6d27oxlgwcuvdn9,L. Fleury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467064083,17,1,1,2,12,bdfjkux9o0vtsdig5zsbhtysq,0,73.3,87.7,2022-10-03T19:03:59.723Z,2022-10-03T19:04:01Z,3817714511,155,,3817714517,141,54.8,3817714521,213,5.4,3817714519,212,29.9,3817714513,56,Center,3817714515,140,92.2,,,,,,,7ak0q2t9ex8rcov81012amuad,C. Sow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467064089,27,52,1,2,14,axvm5zg0mk4bp06wpec9vw27e,1,11.6,48.5,2022-10-03T19:04:01.616Z,2022-10-03T19:04:01Z,,,,,,,,,,,,,,,,,,,,,,,,,dfcxvz3flh0w54vhso9xpk1d5,L. Lichtfus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467064201,28,1,1,2,27,axvm5zg0mk4bp06wpec9vw27e,0,11.6,49.1,2022-10-03T19:04:15.200Z,2022-10-03T19:52:34Z,3817715177,1,,3817715157,199,,3817715173,212,56.3,3817715171,141,19.7,3817715163,56,Right,3817715175,213,5.9,3817715167,140,61.7,,,,dfcxvz3flh0w54vhso9xpk1d5,L. Lichtfus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467064207,18,1,1,2,31,bdfjkux9o0vtsdig5zsbhtysq,0,46.9,69.3,2022-10-03T19:04:19.163Z,2022-10-03T19:04:20Z,3817715219,213,1.3,3817715213,141,100.0,3817715207,3,,3817715215,212,22.0,3817715211,140,52.3,3817715209,56,Left,,,,,,,dx5okwmzef2p09vgp02i1ucph,J. Soyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467064211,19,5,1,2,33,bdfjkux9o0vtsdig5zsbhtysq,0,47.7,101,2022-10-03T19:04:20.728Z,2022-10-03T19:04:36Z,3817715235,347,,3817715233,56,Back,3817715995,233,29,,,,,,,,,,,,,,,,dx5okwmzef2p09vgp02i1ucph,J. Soyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467064333,29,5,1,2,33,axvm5zg0mk4bp06wpec9vw27e,1,52.3,-1,2022-10-03T19:04:20.728Z,2022-10-03T19:06:02Z,3817715943,347,,3817715969,233,19,3817715941,56,Right,,,,,,,,,,,,,,,,dfcxvz3flh0w54vhso9xpk1d5,L. Lichtfus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467064357,30,1,1,2,48,axvm5zg0mk4bp06wpec9vw27e,0,56.9,0,2022-10-03T19:04:35.538Z,2022-10-03T19:04:38Z,3817716065,140,75.4,3817716069,212,21.3,3817716073,1,,3817716061,107,,3817716071,213,0.4,3817716063,56,Right,3817716067,141,11.4,,,,2iu88022lwj2uxr1hn0og7qax,L. Goetsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467064375,20,49,1,2,52,bdfjkux9o0vtsdig5zsbhtysq,1,23.1,92.3,2022-10-03T19:04:39.769Z,2022-10-03T19:04:39Z,,,,,,,,,,,,,,,,,,,,,,,,,dx5okwmzef2p09vgp02i1ucph,J. Soyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467064401,21,1,1,2,52,bdfjkux9o0vtsdig5zsbhtysq,1,23.1,92.3,2022-10-03T19:04:39.944Z,2022-10-03T19:04:43Z,3817716291,56,Back,3817716299,213,3.8,3817716295,141,84.5,3817716297,212,8.3,3817716293,140,17.0,,,,,,,,,,dx5okwmzef2p09vgp02i1ucph,J. Soyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467064421,22,1,1,2,55,bdfjkux9o0vtsdig5zsbhtysq,1,23.2,72.4,2022-10-03T19:04:42.972Z,2022-10-03T19:04:45Z,3817716417,213,4.4,3817716405,56,Back,3817716409,140,17.8,3817716413,141,44.8,3817716415,212,19.6,,,,,,,,,,1mhjq24kq1fapaoib7lzb6b4l,T. Greboval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467064437,23,1,1,2,58,bdfjkux9o0vtsdig5zsbhtysq,1,19.9,39.2,2022-10-03T19:04:45.721Z,2022-10-03T19:04:47Z,3817716519,212,6.2,3817716513,56,Back,3817716515,140,23.8,3817716517,141,46.1,3817716521,213,0.9,,,,,,,,,,byu5qg9zlu5w1e234xl2058iy,C. Ould Hocine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467064459,24,1,1,3,0,bdfjkux9o0vtsdig5zsbhtysq,1,25.1,37.4,2022-10-03T19:04:47.515Z,2022-10-03T19:04:50Z,3817716621,140,20.8,3817716627,213,4.0,3817716625,212,6.9,3817716619,56,Back,3817716623,141,29.8,,,,,,,,,,7l931hwm1tajvf6r717biyw2d,S. Vaysse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467064491,25,1,1,3,2,bdfjkux9o0vtsdig5zsbhtysq,1,21.4,25,2022-10-03T19:04:50.140Z,2022-10-03T19:04:54Z,3817716781,212,19.9,3817716775,56,Back,3817716779,141,7.7,3817716777,140,36.7,3817716783,213,5.7,3817716773,155,,,,,,,,byu5qg9zlu5w1e234xl2058iy,C. Ould Hocine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467064493,26,61,1,3,6,bdfjkux9o0vtsdig5zsbhtysq,0,36.7,7.7,2022-10-03T19:04:53.898Z,2022-10-03T19:05:29Z,3817716797,56,Back,,,,,,,,,,,,,,,,,,,,,,ehchjemv9fwcnwomosua92qqd,E. Aigbogun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
