id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/13/value,qualifier/14/value,assist
2460956729,7,1,1,0,12,86c88s72zckr0kdwv0mu7kn3d,1,12.6,59.3,2022-09-17T12:31:21.215Z,2022-09-17T12:31:27Z,3785315517,213,4.8,3785315511,140,14.9,3785315515,212,18.7,3785315509,56,Back,3785315513,141,32.1,,,,,,,,,,ccz23lbc4iuxsq4tcplzv37ys,J. Rastocle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460956763,8,1,1,0,18,86c88s72zckr0kdwv0mu7kn3d,0,22.8,25.5,2022-09-17T12:31:27.008Z,2022-09-17T12:31:29Z,3785315643,213,6.1,3785315635,56,Right,3785315645,1,,3785315639,141,11.9,3785315633,155,,3785315637,140,69.9,3785315641,212,50.3,,,,dvyjggz5eiinhhozhb17s707p,J. Pasquereau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460956805,5,1,1,0,23,2w4xxgpg4t4h5b3yl74egastz,1,28.9,82.9,2022-09-17T12:31:31.740Z,2022-09-17T12:31:32Z,3785315835,56,Back,3785315843,213,5.3,3785315833,3,,3785315839,141,69.4,3785315841,212,10.9,3785315837,140,34.5,,,,,,,ao9cgwud5le6r07itko3j4y51,C. Boureille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460956815,6,49,1,0,24,2w4xxgpg4t4h5b3yl74egastz,1,34.7,69.4,2022-09-17T12:31:32.845Z,2022-09-17T12:31:33Z,,,,,,,,,,,,,,,,,,,,,,,,,6yh4l888isxggjgd4a6p4ss0l,M. Torrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460956943,7,1,1,0,25,2w4xxgpg4t4h5b3yl74egastz,1,36.5,71.4,2022-09-17T12:31:33.932Z,2022-09-17T12:31:40Z,3785316531,141,69.3,3785316535,213,6.2,3785316529,140,54.0,3785316533,212,18.4,3785316527,56,Center,,,,,,,,,,6yh4l888isxggjgd4a6p4ss0l,M. Torrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460957003,8,1,1,0,31,2w4xxgpg4t4h5b3yl74egastz,1,54.1,65.7,2022-09-17T12:31:40.300Z,2022-09-17T12:31:43Z,3785316851,212,3.4,3785316845,56,Center,3785316847,140,53.3,3785316853,213,1.8,3785316849,141,70.5,,,,,,,,,,2by52fw1zojghjkbe3cj1yjmd,D. Škorvánková,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460957047,9,1,1,0,35,2w4xxgpg4t4h5b3yl74egastz,1,53.5,69.4,2022-09-17T12:31:43.629Z,2022-09-17T12:31:46Z,3785317075,56,Right,3785317083,213,4.8,3785317079,141,17.6,3785317073,155,,3785317081,212,35.3,3785317085,1,,3785317077,140,55.5,,,,ao9cgwud5le6r07itko3j4y51,C. Boureille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460957063,10,1,1,0,37,2w4xxgpg4t4h5b3yl74egastz,1,56.5,14.1,2022-09-17T12:31:45.901Z,2022-09-17T12:31:47Z,3785317121,140,56.0,3785317127,213,1.6,3785317119,56,Center,3785317125,212,10.6,3785317123,141,29.7,,,,,,,,,,1iy47sqcjh4x0w7bvvno90xxx,F. Robert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460957069,11,1,1,0,38,2w4xxgpg4t4h5b3yl74egastz,0,56,29.7,2022-09-17T12:31:46.940Z,2022-09-17T12:31:47Z,3785317167,141,20.0,3785317163,56,Right,3785317165,140,69.2,3785317169,212,15.3,3785317171,213,5.8,,,,,,,,,,6yh4l888isxggjgd4a6p4ss0l,M. Torrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460957111,9,1,1,0,40,86c88s72zckr0kdwv0mu7kn3d,1,24.6,80.6,2022-09-17T12:31:49.151Z,2022-09-17T12:31:50Z,3785317427,213,0.3,3785317421,140,33.0,3785317419,56,Back,3785317425,212,9.2,3785317423,141,84.5,,,,,,,,,,aga4leu1tmnv7kibufwr119be,R. Corboz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460957113,10,49,1,0,42,86c88s72zckr0kdwv0mu7kn3d,1,33,84.5,2022-09-17T12:31:50.593Z,2022-09-17T12:31:50Z,,,,,,,,,,,,,,,,,,,,,,,,,cuy5d1nzj2yd36g3fydirt562,K. Bussy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460957155,11,1,1,0,42,86c88s72zckr0kdwv0mu7kn3d,1,33,84.5,2022-09-17T12:31:50.911Z,2022-09-17T12:31:52Z,3785317605,213,4.6,3785317603,212,18.3,3785317593,56,Back,3785317595,140,31.8,3785317599,141,57.6,,,,,,,,,,cuy5d1nzj2yd36g3fydirt562,K. Bussy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460957167,12,1,1,0,44,86c88s72zckr0kdwv0mu7kn3d,0,31.7,57.3,2022-09-17T12:31:52.544Z,2022-09-17T12:31:53Z,3785317647,155,,3785317653,141,19.5,3785317659,1,,3785317657,213,5.6,3785317649,56,Right,3785317655,212,42.3,3785317651,140,63.7,,,,uspe8sp6q4a5o6kc9n6rnyp6,L. Joly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460957175,12,49,1,0,45,2w4xxgpg4t4h5b3yl74egastz,1,36.6,71.1,2022-09-17T12:31:53.868Z,2022-09-17T12:31:53Z,,,,,,,,,,,,,,,,,,,,,,,,,19awb0feelm6k12ooavqb5621,O. Deslandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460957231,13,1,1,0,48,2w4xxgpg4t4h5b3yl74egastz,1,39,67.9,2022-09-17T12:31:56.668Z,2022-09-17T12:31:59Z,3785318011,140,49.3,3785318017,213,6.2,3785318015,212,10.8,3785318009,56,Back,3785318013,141,66.7,,,,,,,,,,19awb0feelm6k12ooavqb5621,O. Deslandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460957271,14,1,1,0,50,2w4xxgpg4t4h5b3yl74egastz,1,49.3,66.7,2022-09-17T12:31:59.292Z,2022-09-17T12:32:00Z,3785318177,141,72.9,3785318181,213,2.8,3785318175,140,37.1,3785318173,56,Back,3785318179,212,13.5,,,,,,,,,,2by52fw1zojghjkbe3cj1yjmd,D. Škorvánková,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460957297,15,1,1,0,52,2w4xxgpg4t4h5b3yl74egastz,1,37.5,71.2,2022-09-17T12:32:00.828Z,2022-09-17T12:32:02Z,3785318327,213,4.6,3785318321,140,36.1,3785318323,141,56.7,3785318325,212,10.0,3785318319,56,Back,,,,,,,,,,19awb0feelm6k12ooavqb5621,O. Deslandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460957345,16,1,1,0,53,2w4xxgpg4t4h5b3yl74egastz,1,36.1,56.7,2022-09-17T12:32:02.364Z,2022-09-17T12:32:04Z,3785318527,213,5.3,3785318523,141,45.7,3785318525,212,8.9,3785318519,140,40.7,3785318515,56,Back,,,,,,,,,,7n7ebty9p63lyd49l0jcs1z9x,L. Gevitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460957431,17,1,1,0,55,2w4xxgpg4t4h5b3yl74egastz,1,40.6,41.6,2022-09-17T12:32:04.269Z,2022-09-17T12:32:09Z,3785318995,140,53.0,3785318993,56,Center,3785318999,212,16.9,3785318997,141,25.8,3785319001,213,5.6,,,,,,,,,,6yh4l888isxggjgd4a6p4ss0l,M. Torrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460957477,18,1,1,1,0,2w4xxgpg4t4h5b3yl74egastz,1,53,25.8,2022-09-17T12:32:08.940Z,2022-09-17T12:32:12Z,3785319199,141,29.5,3785319201,212,17.6,3785319197,140,36.4,3785319195,56,Back,3785319203,213,3.0,,,,,,,,,,eku11vja5c7dk4ijb1kzjjeuh,L. Khelifi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460957499,19,1,1,1,3,2w4xxgpg4t4h5b3yl74egastz,1,36.4,29.5,2022-09-17T12:32:11.965Z,2022-09-17T12:32:13Z,3785319315,213,1.6,3785319309,141,51.2,3785319313,212,14.8,3785319303,140,36.6,3785319301,56,Back,,,,,,,,,,757os3ykn2cuocj7tr4dqnw89,M. Lakrar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460957511,20,1,1,1,4,2w4xxgpg4t4h5b3yl74egastz,0,36.6,51.2,2022-09-17T12:32:13.420Z,2022-09-17T12:32:14Z,3785319375,140,55.1,3785319373,56,Center,3785319379,212,20.4,3785319381,213,0.3,3785319377,141,60.2,,,,,,,,,,7n7ebty9p63lyd49l0jcs1z9x,L. Gevitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460957551,21,1,1,1,7,2w4xxgpg4t4h5b3yl74egastz,1,56.9,60.6,2022-09-17T12:32:16.076Z,2022-09-17T12:32:17Z,3785319621,56,Back,3785319627,212,22.1,3785319623,140,42.0,3785319625,141,83.5,3785319629,213,2.4,,,,,,,,,,2by52fw1zojghjkbe3cj1yjmd,D. Škorvánková,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460957597,22,1,1,1,9,2w4xxgpg4t4h5b3yl74egastz,1,42,83.5,2022-09-17T12:32:17.613Z,2022-09-17T12:32:20Z,3785319827,212,27.9,3785319821,56,Left,3785319823,140,67.8,3785319825,141,93.5,3785319829,213,0.2,3785319819,155,,,,,,,,19awb0feelm6k12ooavqb5621,O. Deslandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460957679,23,1,1,1,11,2w4xxgpg4t4h5b3yl74egastz,1,68.8,93.3,2022-09-17T12:32:19.901Z,2022-09-17T12:32:24Z,3785320207,56,Left,3785320213,212,13.0,3785320209,140,81.0,3785320211,141,96.8,3785320205,155,,3785320215,213,0.2,,,,,,,ao9cgwud5le6r07itko3j4y51,C. Boureille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460957761,24,1,1,1,15,2w4xxgpg4t4h5b3yl74egastz,1,81,96.8,2022-09-17T12:32:24.157Z,2022-09-17T12:32:27Z,3785320591,213,3.9,3785320587,141,84.2,3785320589,212,11.9,3785320585,140,73.2,3785320583,56,Left,,,,,,,,,,7xb0niqg08hrxk8i2nq8zvfth,N. Mondésir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460957809,25,1,1,1,19,2w4xxgpg4t4h5b3yl74egastz,1,73.9,82.7,2022-09-17T12:32:27.612Z,2022-09-17T12:59:09Z,3785320831,56,Center,3785331253,210,15,3785320835,141,55.5,3785320837,212,23.4,3785331255,154,,3785320829,155,,3785320827,2,,3785320839,213,5.4,6yh4l888isxggjgd4a6p4ss0l,M. Torrent,1,3785320833,140,87.6,,,,,,,,,,,,,,,,,,,,,,,,,
2460958125,26,15,1,1,20,2w4xxgpg4t4h5b3yl74egastz,1,87.8,54,2022-09-17T12:32:29.197Z,2022-09-17T12:59:09Z,3785331283,154,,3785331303,146,97.6,3785331297,108,,3785322301,22,,3785331305,147,50.2,3785433107,233,181,3785331299,328,,3785331295,103,18.1,eku11vja5c7dk4ijb1kzjjeuh,L. Khelifi,,3785331279,78,,3785322305,56,Center,3785331277,114,3785322303,17,3785331281,29,3785331301,391,3785327299,72,3785331293,102,50.8,3785331287,55,25,,,,,,
2460979591,181,10,1,1,20,86c88s72zckr0kdwv0mu7kn3d,1,2.1,51.2,2022-09-17T12:32:29.297Z,2022-09-17T12:59:17Z,3785433037,177,,3785433041,56,Back,3785433329,233,26,3785433039,178,,3785433313,182,,,,,,,,,,,1tvu4rv4o96wqjzk836y9bp3p,E. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460957911,13,52,1,1,28,86c88s72zckr0kdwv0mu7kn3d,1,3.8,49.1,2022-09-17T12:32:36.640Z,2022-09-17T12:32:36Z,,,,,,,,,,,,,,,,,,,,,,,,,1tvu4rv4o96wqjzk836y9bp3p,E. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460958207,14,1,1,1,35,86c88s72zckr0kdwv0mu7kn3d,1,4.8,50.7,2022-09-17T12:32:43.824Z,2022-09-17T12:32:51Z,3785322745,213,1.4,3785322739,140,7.0,3785322737,56,Back,3785322741,141,72.0,3785322743,212,14.7,3785322735,123,,,,,,,,1tvu4rv4o96wqjzk836y9bp3p,E. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460958255,15,1,1,1,42,86c88s72zckr0kdwv0mu7kn3d,1,7,72,2022-09-17T12:32:50.878Z,2022-09-17T12:32:53Z,3785322975,140,11.6,3785322983,1,,3785322973,56,Back,3785322979,212,40.5,3785322981,213,4.8,3785322977,141,12.9,,,,,,,2o9qsqvvvl3x6oeacd8iugbv8,L. Notel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460958307,16,1,1,1,45,86c88s72zckr0kdwv0mu7kn3d,1,11.7,10.7,2022-09-17T12:32:53.664Z,2022-09-17T12:32:57Z,3785323257,141,5.3,3785323251,155,,3785323261,213,6.2,3785323259,212,29.6,3785323255,140,39.7,3785323253,56,Back,,,,,,,dpyv59tmgrenfals4e16d5lre,M. Doucouré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460958457,17,1,1,1,48,86c88s72zckr0kdwv0mu7kn3d,1,39.7,5.3,2022-09-17T12:32:57.423Z,2022-09-17T12:33:06Z,3785324067,140,25.7,3785324071,212,14.7,3785324069,141,3.8,3785324073,213,3.2,3785324065,56,Back,,,,,,,,,,wibn2uli25nw0w4ddbohhnje,C. Meyong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460958465,18,43,1,1,55,86c88s72zckr0kdwv0mu7kn3d,1,0,0,2022-09-17T12:33:04.223Z,2022-09-17T12:33:14Z,3785324101,56,Back,3785324105,265,0,3785324099,13,0,3785324107,285,0,3785324103,152,0,3785324817,144,4,,,,,,,dpyv59tmgrenfals4e16d5lre,M. Doucouré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460958527,19,61,1,2,0,86c88s72zckr0kdwv0mu7kn3d,0,25.7,3.8,2022-09-17T12:33:08.831Z,2022-09-17T12:34:28Z,3785324437,56,Back,,,,,,,,,,,,,,,,,,,,,,dpyv59tmgrenfals4e16d5lre,M. Doucouré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460958545,20,5,1,2,2,86c88s72zckr0kdwv0mu7kn3d,0,27.4,-1.1,2022-09-17T12:33:10.734Z,2022-09-17T12:39:25Z,3785324551,56,Back,3785324665,233,27,3785324553,347,,,,,,,,,,,,,,,,,dpyv59tmgrenfals4e16d5lre,M. Doucouré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460958547,27,5,1,2,2,2w4xxgpg4t4h5b3yl74egastz,1,72.6,101.1,2022-09-17T12:33:10.734Z,2022-09-17T12:33:12Z,3785324555,56,Left,3785324617,233,20,3785324557,347,,,,,,,,,,,,,,,,,ao9cgwud5le6r07itko3j4y51,C. Boureille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460958579,28,1,1,2,3,2w4xxgpg4t4h5b3yl74egastz,1,67.3,100,2022-09-17T12:33:12.349Z,2022-09-17T12:33:14Z,3785324781,213,3.4,3785324765,107,,3785324777,212,17.6,3785324767,56,Left,3785324769,140,51.2,3785324771,141,93.3,,,,,,,ao9cgwud5le6r07itko3j4y51,C. Boureille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460958621,29,1,1,2,5,2w4xxgpg4t4h5b3yl74egastz,1,48.2,91.8,2022-09-17T12:33:14.189Z,2022-09-17T12:33:16Z,3785325015,212,17.4,3785325009,56,Back,3785325013,141,72.0,3785325017,213,4.0,3785325011,140,37.7,,,,,,,,,,19awb0feelm6k12ooavqb5621,O. Deslandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460958649,30,1,1,2,8,2w4xxgpg4t4h5b3yl74egastz,1,38.5,67.9,2022-09-17T12:33:16.685Z,2022-09-17T12:33:20Z,3785325161,140,36.7,3785325167,213,4.6,3785325157,56,Back,3785325163,141,36.7,3785325165,212,21.3,,,,,,,,,,7n7ebty9p63lyd49l0jcs1z9x,L. Gevitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460958735,31,1,1,2,11,2w4xxgpg4t4h5b3yl74egastz,1,37.8,32.2,2022-09-17T12:33:19.981Z,2022-09-17T12:33:26Z,3785325707,141,54.6,3785325697,56,Back,3785325703,140,36.8,3785325711,212,15.3,3785325715,213,1.6,,,,,,,,,,757os3ykn2cuocj7tr4dqnw89,M. Lakrar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460958799,32,1,1,2,18,2w4xxgpg4t4h5b3yl74egastz,1,53.6,61.8,2022-09-17T12:33:26.540Z,2022-09-17T12:33:30Z,3785326011,213,1.5,3785325995,56,Left,3785326007,212,22.3,3785325999,140,54.9,3785326003,141,94.5,,,,,,,,,,7n7ebty9p63lyd49l0jcs1z9x,L. Gevitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460958873,33,1,1,2,21,2w4xxgpg4t4h5b3yl74egastz,1,55.9,95,2022-09-17T12:33:30.476Z,2022-09-17T12:33:33Z,3785326341,56,Left,3785326347,212,14.1,3785326349,213,5.7,3785326343,140,67.4,3785326345,141,84.2,,,,,,,,,,6yh4l888isxggjgd4a6p4ss0l,M. Torrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460958937,34,1,1,2,24,2w4xxgpg4t4h5b3yl74egastz,1,67.4,84.2,2022-09-17T12:33:33.133Z,2022-09-17T12:33:35Z,3785326659,56,Left,3785326663,141,95.3,3785326665,212,8.3,3785326661,140,64.2,3785326667,213,2.0,,,,,,,,,,eku11vja5c7dk4ijb1kzjjeuh,L. Khelifi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460958989,35,1,1,2,27,2w4xxgpg4t4h5b3yl74egastz,1,64.2,95.3,2022-09-17T12:33:35.613Z,2022-09-17T12:33:37Z,3785326919,56,Left,3785326925,212,8.8,3785326923,141,95.3,3785326927,213,0,3785326921,140,72.6,,,,,,,,,,ao9cgwud5le6r07itko3j4y51,C. Boureille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460959017,36,1,1,2,28,2w4xxgpg4t4h5b3yl74egastz,1,72.6,95.3,2022-09-17T12:33:37.485Z,2022-09-17T12:33:39Z,3785327103,212,20.7,3785327097,56,Center,3785327101,141,65.7,3785327099,140,77.2,3785327105,213,4.9,,,,,,,,,,7xb0niqg08hrxk8i2nq8zvfth,N. Mondésir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460959021,37,61,1,2,30,2w4xxgpg4t4h5b3yl74egastz,0,77,65.5,2022-09-17T12:33:39.102Z,2022-09-17T12:33:39Z,3785327117,56,Center,,,,,,,,,,,,,,,,,,,,,,eku11vja5c7dk4ijb1kzjjeuh,L. Khelifi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460959027,21,49,1,2,31,86c88s72zckr0kdwv0mu7kn3d,1,29.5,34,2022-09-17T12:33:40.143Z,2022-09-17T12:33:40Z,,,,,,,,,,,,,,,,,,,,,,,,,uspe8sp6q4a5o6kc9n6rnyp6,L. Joly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
