id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/8/value,qualifier/15/value,assist
2534490597,1,34,16,0,0,2w4xxgpg4t4h5b3yl74egastz,1,0,0,2023-04-16T12:13:29.991Z,2023-04-16T13:07:53Z,4194861895,130,8,4194861901,197,19007,4194861897,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4194861899,194,6yh4l888isxggjgd4a6p4ss0l,4194861891,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4194861893,59,"30, 4, 3, 13, 12, 14, 25, 6, 11, 15, 18, 2, 20, 24, 33, 35, 36, 40",4194861889,30,"a6x0w263q3g772n9qk4u22rc9, 6yh4l888isxggjgd4a6p4ss0l, cwudro7behcx3pta4l4na4a5m, ao9cgwud5le6r07itko3j4y51, 1n48nxf4v6reoxuyai88haw6i, cn165lpk9jgpw5wf40gwquymt, 1iy47sqcjh4x0w7bvvno90xxx, dll89ri6yl7ufipj37pyfmzmd, 7xb0niqg08hrxk8i2nq8zvfth, 4lj04oct1utmn4skdpqmnfn8q, 2by52fw1zojghjkbe3cj1yjmd, 7n7ebty9p63lyd49l0jcs1z9x, 757os3ykn2cuocj7tr4dqnw89, 19awb0feelm6k12ooavqb5621, cyobo9opjbd532a2wx1di9aay, 2wpsh9avzdnm403o0n4gx83ro, 9jsgojivfuxkhspaabplv0pw4, kwlrohrhnn0dwmuxhguh3o5w",4194861903,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534497637,1,34,16,0,0,9s9jvki6htleffykj88qcpwpy,1,0,0,2023-04-16T12:19:53.785Z,2023-04-16T13:23:31Z,4194898181,130,10,4194898193,197,14734,4194898185,194,2cp4j91pqwjvy7as74ckhc4wl,4194898179,59,"30, 21, 11, 4, 26, 22, 24, 15, 8, 7, 10, 6, 1, 20, 9, 18, 23, 19",4194898197,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4194898183,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4194898175,30,"dtl2shnzdg739pkag6fplb42y, 6xu7shoi00qiogo7akqo1xsrt, 50ph0tkxvrb3syo76y5bjbcut, 5es3kc7x38rotmzzcs46kb3hm, 50k8dmb17hvqbq37ae3p90aju, 9mq9unf2aecualxxm9gvnppl, 2avvvwtcdl6hmzxei5qhjo4ph, 9rab5estxnvvhj8evql7j68rt, 56n1erg5gb7fq7ab8hz42bug9, dsm8r3i2k45d7vlqkmzaog9w4, 2cp4j91pqwjvy7as74ckhc4wl, bgdtaffohtcawxastd6cy5g16, a27580ah1idvwqjbscx0l4x78, 1nyb823fkrzfuu4wczhgog7ah, ewogcy2itdu7e8vujgkitc0h6, 1fcucvr07kupgc9ivux6cf76c, 5orsug2d4b7zzjat6eh9ks2qd, zzdeso5dawmdmq4u5vishhck",4194898177,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535293,2,32,1,0,0,2w4xxgpg4t4h5b3yl74egastz,1,0,0,2023-04-16T13:01:02.671Z,2023-04-16T13:01:02Z,4195087873,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535309,2,32,1,0,0,9s9jvki6htleffykj88qcpwpy,1,0,0,2023-04-16T13:01:02.671Z,2023-04-16T13:01:04Z,4195087913,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535337,3,1,1,0,0,9s9jvki6htleffykj88qcpwpy,1,50.1,50.7,2023-04-16T13:01:02.771Z,2023-04-16T13:20:31Z,4195088073,212,6.2,4195088067,56,Back,4195088071,141,50.9,4195088069,140,44.2,4195088077,279,S,4195088075,213,3.1,,,,,,,9rab5estxnvvhj8evql7j68rt,O. Saunier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535375,4,1,1,0,2,9s9jvki6htleffykj88qcpwpy,0,43.8,51.3,2023-04-16T13:01:05.256Z,2023-04-16T13:20:24Z,4195088251,1,,4195088247,212,32.6,4195088243,140,66.8,4195088245,141,83.6,4195088239,155,,4195088249,213,0.7,4195088241,56,Left,,,,2cp4j91pqwjvy7as74ckhc4wl,L. Cance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535393,3,49,1,0,4,2w4xxgpg4t4h5b3yl74egastz,1,30,17.6,2023-04-16T13:01:07.198Z,2023-04-16T13:01:07Z,,,,,,,,,,,,,,,,,,,,,,,,,6yh4l888isxggjgd4a6p4ss0l,M. Torrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535445,4,43,1,0,6,2w4xxgpg4t4h5b3yl74egastz,1,0,0,2023-04-16T13:01:09.149Z,2023-04-16T13:01:13Z,4195089067,144,50,4195088605,56,Back,4195088607,285,0,,,,,,,,,,,,,,,,6yh4l888isxggjgd4a6p4ss0l,M. Torrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535639,5,1,1,0,7,2w4xxgpg4t4h5b3yl74egastz,1,30.4,21.8,2023-04-16T13:01:10.412Z,2023-04-16T13:01:17Z,4195089533,212,7.9,4195089529,140,24.2,4195089527,56,Back,4195089535,213,2.5,4195089531,141,28.3,,,,,,,,,,6yh4l888isxggjgd4a6p4ss0l,M. Torrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535729,6,1,1,0,14,2w4xxgpg4t4h5b3yl74egastz,1,29,26.8,2023-04-16T13:01:17.485Z,2023-04-16T13:08:08Z,4195089943,141,41.5,4195089947,213,2.6,4195089945,212,20.9,4195089939,56,Back,4195089941,140,11.5,,,,,,,,,,1n48nxf4v6reoxuyai88haw6i,M. Mpomé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
