id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,assist
2463545005,1,34,16,0,0,bdfjkux9o0vtsdig5zsbhtysq,1,0,0,2022-09-23T15:41:25.447Z,2022-09-23T15:49:28Z,3799043395,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3799043393,130,4,3799043387,30,"2f1e295qn6s9l5d6v1degrizt, dx5okwmzef2p09vgp02i1ucph, ehchjemv9fwcnwomosua92qqd, 7l931hwm1tajvf6r717biyw2d, 8iblvy7aw7kdghvke6s5gisid, 1mhjq24kq1fapaoib7lzb6b4l, 1ph6w6q8t75mov5fnnc8hda8k, aos03ja9xr5jr2w3e6t20p94a, 3uxijnhp1ibbqm6e4lfivq8k5, 1ck8f8510t6ei80haqe2vqbpx, cg4yqx0lth6d27oxlgwcuvdn9, 8yebzwn5wynngu33kqcsh1fbp, byu5qg9zlu5w1e234xl2058iy, 94pv0j29t5jrfdc36o6791wp, 2n3sv3vt7ano86i5j9j3f8a95, 7ak0q2t9ex8rcov81012amuad, afbretep8sws6f9hrnpghk416, 2q1tt2u2h3q1hb3uz28rofzmc",3799043399,197,13251,3799043389,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3799043401,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3799043391,59,"16, 27, 23, 22, 10, 19, 24, 15, 11, 17, 28, 1, 2, 7, 9, 18, 25, 31",3799043397,194,1ck8f8510t6ei80haqe2vqbpx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463546423,1,34,16,0,0,2gmv49xieg3zee2hx0lhcp17u,1,0,0,2022-09-23T16:01:50.909Z,2022-09-23T17:33:26Z,3799051285,30,"dwjgtp47ky7v5as2a2jradihh, 6rcnj96do9ermnza1covi9ujt, 5kg2obqjcypb3d2yt4d4xoo2x, 5x0qvm5o4qbijkh8r8vs2ys45, 2mo6msido3zv2vk24hed9rs9h, eblfqwhpxhw6775m134ov2e0a, 7h91cdyjl0cpxj5lpzdsto3it, ik5uqc55sdiwjjzh28c21byt, 2pd1juglwcvhspyva4soomyy2, cjgr7t23bk1l43hegrkmtslih, 88n7oswbclrfxt277vp6vpgd0, 9214qm6nuq4zwnnvzmugrfutx, 664ior41q0qf71vnhq0tp1j9x, bly2raemyl0xp39jiktm4u5sl, e3i1n2mnbwqi33q2t541fjy1g, 30w3iibq6nd3ocidgfkdqv190, ah7sbrjt4lz1t4zww2l4sf1ex, 79u53wc88br80qmqpdumqlct0",3799051297,197,8444,3799051291,130,4,3799051289,59,"16, 18, 14, 10, 27, 29, 8, 7, 19, 22, 9, 1, 3, 6, 11, 15, 20, 26",3799051299,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3799051295,194,eblfqwhpxhw6775m134ov2e0a,3799051293,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3799051287,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463551805,2,32,1,0,0,bdfjkux9o0vtsdig5zsbhtysq,1,0,0,2022-09-23T16:30:18.276Z,2022-09-23T16:30:19Z,3799081405,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463551803,2,32,1,0,0,2gmv49xieg3zee2hx0lhcp17u,1,0,0,2022-09-23T16:30:18.276Z,2022-09-23T16:30:18Z,3799081395,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463551817,3,1,1,0,0,bdfjkux9o0vtsdig5zsbhtysq,1,49.9,49.7,2022-09-23T16:30:18.376Z,2022-09-23T16:30:22Z,3799081469,141,43.1,3799081465,56,Back,3799081471,212,20.2,3799081475,279,S,3799081473,213,3.4,3799081467,140,31.1,,,,,,,3uxijnhp1ibbqm6e4lfivq8k5,C. Matéo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463551827,4,1,1,0,3,bdfjkux9o0vtsdig5zsbhtysq,1,28.7,42.1,2022-09-23T16:30:22.062Z,2022-09-23T16:30:24Z,3799081537,213,4.7,3799081531,140,27.8,3799081529,56,Back,3799081535,212,22.1,3799081533,141,9.7,,,,,,,,,,7l931hwm1tajvf6r717biyw2d,S. Vaysse,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463551837,5,1,1,0,6,bdfjkux9o0vtsdig5zsbhtysq,0,27.9,5.8,2022-09-23T16:30:24.566Z,2022-09-23T16:33:46Z,3799081593,56,Back,3799081595,140,42.2,3799086363,236,,3799086365,286,,3799081599,212,15.2,3799081601,213,6.1,3799086367,233,3,3799081597,141,2.7,dx5okwmzef2p09vgp02i1ucph,J. Soyer,3799081591,155,,,,,,,,,,,,,,,,,,,,,,,,,,
2463551841,3,74,1,0,6,2gmv49xieg3zee2hx0lhcp17u,1,65.9,96.8,2022-09-23T16:30:24.567Z,2022-09-23T16:33:46Z,3799081619,285,,3799081617,56,Left,3799086371,233,5,,,,,,,,,,,,,,,,88n7oswbclrfxt277vp6vpgd0,Kelsey Araújo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463551849,4,5,1,0,8,2gmv49xieg3zee2hx0lhcp17u,0,56.8,101.6,2022-09-23T16:30:26.901Z,2022-09-23T16:51:58Z,3799081657,347,,3799081753,233,6,3799081653,56,Left,,,,,,,,,,,,,,,,88n7oswbclrfxt277vp6vpgd0,Kelsey Araújo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463551839,6,5,1,0,8,bdfjkux9o0vtsdig5zsbhtysq,1,43.2,-1.6,2022-09-23T16:30:26.901Z,2022-09-23T16:30:33Z,3799081737,233,4,3799081615,347,,3799081613,56,Back,,,,,,,,,,,,,,,,dx5okwmzef2p09vgp02i1ucph,J. Soyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
