id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/13/value
2463775523,9,1,1,0,20,114h4h9ekimxmk95iypp478kk,1,13.4,48.2,2022-09-24T12:30:40.475Z,2022-09-24T12:30:43Z,3800257537,140,26.9,3800257535,56,Back,3800257539,141,80.2,3800257541,212,26.0,3800257543,213,1.0,,,,,,,,,,3eb2tx4nx4etwvuo3bnnl3lk9,J. Lerond,,,,,,,,,,,,,,,,,,,,,,,,,
2463775531,10,1,1,0,23,114h4h9ekimxmk95iypp478kk,1,27.4,81.2,2022-09-24T12:30:43.420Z,2022-09-24T12:30:47Z,3800257587,213,0.7,3800257583,141,95.3,3800257581,140,38.3,3800257579,56,Back,3800257585,212,14.9,,,,,,,,,,5mcszf3yuxwxcggl8ds2v1a7d,J. Thibaud,,,,,,,,,,,,,,,,,,,,,,,,,
2463775543,11,1,1,0,27,114h4h9ekimxmk95iypp478kk,1,38.2,94.7,2022-09-24T12:30:46.900Z,2022-09-24T12:30:49Z,3800257657,140,48.5,3800257655,56,Back,3800257661,212,10.9,3800257659,141,93.3,3800257663,213,6.2,,,,,,,,,,cz9o6yad9c8s2potdvqau5slw,F. Liaigre,,,,,,,,,,,,,,,,,,,,,,,,,
2463775547,12,1,1,0,29,114h4h9ekimxmk95iypp478kk,0,48.5,93.3,2022-09-24T12:30:49.012Z,2022-09-24T12:30:51Z,3800257759,233,3,3800257677,140,47.8,3800257765,286,,3800257679,141,91.1,3800257675,56,Back,3800257757,236,,3800257681,212,1.7,3800257683,213,4.3,dq9w87alliunnaoezwtvn9hp1,M. Herrera,,,,,,,,,,,,,,,,,,,,,,,,,
2463775561,3,74,1,0,29,86c88s72zckr0kdwv0mu7kn3d,1,46.1,2.6,2022-09-24T12:30:49.013Z,2022-09-24T12:51:25Z,3800257743,56,Back,3800257745,285,,3800257783,233,12,,,,,,,,,,,,,,,,aga4leu1tmnv7kibufwr119be,R. Corboz,,,,,,,,,,,,,,,,,,,,,,,,,
2463775573,4,5,1,0,31,86c88s72zckr0kdwv0mu7kn3d,0,47.2,-1.6,2022-09-24T12:30:50.859Z,2022-09-24T13:04:04Z,3800257803,347,,3800257811,233,13,3800257801,56,Back,,,,,,,,,,,,,,,,aga4leu1tmnv7kibufwr119be,R. Corboz,,,,,,,,,,,,,,,,,,,,,,,,,
2463775563,13,5,1,0,31,114h4h9ekimxmk95iypp478kk,1,52.8,101.6,2022-09-24T12:30:50.859Z,2022-09-24T12:30:53Z,3800257747,56,Left,3800257805,233,4,3800257749,347,,,,,,,,,,,,,,,,,dq9w87alliunnaoezwtvn9hp1,M. Herrera,,,,,,,,,,,,,,,,,,,,,,,,,
2463775593,14,1,1,0,39,114h4h9ekimxmk95iypp478kk,1,52.2,100,2022-09-24T12:30:59.308Z,2022-09-24T12:31:00Z,3800257929,107,,3800257937,212,10.1,3800257935,141,93.6,3800257939,213,5.8,3800257931,56,Left,3800257933,140,60.5,,,,,,,cz9o6yad9c8s2potdvqau5slw,F. Liaigre,,,,,,,,,,,,,,,,,,,,,,,,,
2463775603,15,1,1,0,40,114h4h9ekimxmk95iypp478kk,1,60.5,93.6,2022-09-24T12:31:00.420Z,2022-09-24T12:31:02Z,3800258005,213,3.0,3800258009,156,,3800257999,140,55.1,3800258001,141,94.7,3800258003,212,5.7,3800257997,56,Left,,,,,,,dq9w87alliunnaoezwtvn9hp1,M. Herrera,,,,,,,,,,,,,,,,,,,,,,,,,
2463775605,16,1,1,0,42,114h4h9ekimxmk95iypp478kk,0,55.1,94.7,2022-09-24T12:31:02.692Z,2022-09-24T12:31:03Z,3800258025,140,74.8,3800258029,141,95.6,3800258021,56,Left,3800258033,212,20.7,3800258017,155,,3800258037,213,0.0,,,,,,,cz9o6yad9c8s2potdvqau5slw,F. Liaigre,,,,,,,,,,,,,,,,,,,,,,,,,
2463775613,5,8,1,0,45,86c88s72zckr0kdwv0mu7kn3d,1,27.2,7.6,2022-09-24T12:31:05.025Z,2022-09-24T12:31:05Z,3800258059,56,Back,,,,,,,,,,,,,,,,,,,,,,dvyjggz5eiinhhozhb17s707p,J. Pasquereau,,,,,,,,,,,,,,,,,,,,,,,,,
2463775621,6,12,1,0,46,86c88s72zckr0kdwv0mu7kn3d,1,36,4.4,2022-09-24T12:31:05.794Z,2022-09-24T12:32:58Z,3800258099,141,0.0,3800258095,56,Back,3800258113,167,,3800258097,140,39.5,3800258103,213,5.4,3800258101,212,5.7,,,,,,,dpyv59tmgrenfals4e16d5lre,M. Doucouré,,,,,,,,,,,,,,,,,,,,,,,,,
2463775623,7,5,1,0,47,86c88s72zckr0kdwv0mu7kn3d,0,36.6,-2,2022-09-24T12:31:07.548Z,2022-09-24T13:04:05Z,3800258141,233,17,3800258111,347,,3800258109,56,Back,,,,,,,,,,,,,,,,dpyv59tmgrenfals4e16d5lre,M. Doucouré,,,,,,,,,,,,,,,,,,,,,,,,,
2463775619,17,5,1,0,47,114h4h9ekimxmk95iypp478kk,1,63.4,102,2022-09-24T12:31:07.548Z,2022-09-24T12:31:09Z,3800258115,233,7,3800258093,347,,3800258091,56,Left,,,,,,,,,,,,,,,,cz9o6yad9c8s2potdvqau5slw,F. Liaigre,,,,,,,,,,,,,,,,,,,,,,,,,
2463775675,18,1,1,0,55,114h4h9ekimxmk95iypp478kk,1,66.2,100,2022-09-24T12:31:15.364Z,2022-09-24T12:31:20Z,3800258391,56,Left,3800258393,140,69.4,3800258395,141,90.3,3800258399,213,5.1,3800258389,107,,3800258397,212,8.6,,,,,,,cz9o6yad9c8s2potdvqau5slw,F. Liaigre,,,,,,,,,,,,,,,,,,,,,,,,,
2463775677,19,4,1,0,59,114h4h9ekimxmk95iypp478kk,1,70.1,89.9,2022-09-24T12:31:19.517Z,2022-09-24T12:31:23Z,3800258411,286,,3800258407,152,,3800258409,265,,3800258479,233,8,3800258405,56,Left,3800258403,13,,,,,,,,4y78x1atris45m06oqr7axbzd,M. Cardia,,,,,,,,,,,,,,,,,,,,,,,,,
2463775685,8,4,1,0,59,86c88s72zckr0kdwv0mu7kn3d,0,29.9,10.1,2022-09-24T12:31:19.518Z,2022-09-24T12:31:23Z,3800258467,285,,3800258461,56,Back,3800258459,13,,3800258463,152,,3800258465,265,,3800258483,233,19,,,,,,,ehxz768zrgon8drwzlso5k0t0,M. Ngock,,,,,,,,,,,,,,,,,,,,,,,,,
2463775843,20,1,1,1,28,114h4h9ekimxmk95iypp478kk,1,67.5,90.6,2022-09-24T12:31:48.387Z,2022-09-24T12:31:54Z,3800259093,140,89.7,3800259091,56,Center,3800259087,155,,3800259099,213,5.7,3800259095,141,65.7,3800259089,152,,3800259085,5,,3800259097,212,28.8,9gugnyggxqnc9fijivw8fvq39,M. Garbino,3800259083,2,,,,,,,,,,,,,,,,,,,,,,,
2463775845,21,1,1,1,34,114h4h9ekimxmk95iypp478kk,0,89.7,65.7,2022-09-24T12:31:53.996Z,2022-09-24T12:31:54Z,3800259109,212,7.0,3800259105,140,88.6,3800259103,56,Center,3800259111,213,4.5,3800259107,141,55.5,,,,,,,,,,elbn5tbmbvbk8x7oxl2maia6s,M. Haelewyn,,,,,,,,,,,,,,,,,,,,,,,,,
2463775871,9,12,1,1,34,86c88s72zckr0kdwv0mu7kn3d,1,15.1,49.3,2022-09-24T12:31:54.138Z,2022-09-24T12:31:58Z,3800259237,56,Back,3800259245,213,5.9,3800259239,140,39.8,3800259241,141,33.4,3800259243,212,28.1,,,,,,,,,,ehxz768zrgon8drwzlso5k0t0,M. Ngock,,,,,,,,,,,,,,,,,,,,,,,,,
2463775865,22,44,1,1,37,114h4h9ekimxmk95iypp478kk,1,68.9,58.2,2022-09-24T12:31:57.068Z,2022-09-24T12:31:59Z,3800259277,233,10,3800259221,56,Center,3800259223,286,,,,,,,,,,,,,,,,,80dr0hzhre13aaavd0r4udpl,E. Palis,,,,,,,,,,,,,,,,,,,,,,,,,
2463775877,10,44,1,1,37,86c88s72zckr0kdwv0mu7kn3d,0,31.1,41.8,2022-09-24T12:31:57.069Z,2022-09-24T12:32:21Z,3800259273,285,,3800259271,56,Back,3800259285,233,22,,,,,,,,,,,,,,,,4rdywd4n4j0cdzfoifpd35ujt,S. Ouchène,,,,,,,,,,,,,,,,,,,,,,,,,
2463775885,23,1,1,1,37,114h4h9ekimxmk95iypp478kk,1,72.5,54.2,2022-09-24T12:31:57.508Z,2022-09-24T12:32:00Z,3800259355,213,2.1,3800259351,212,5.5,3800259347,140,69.8,3800259343,3,,3800259345,56,Center,3800259349,141,61.2,,,,,,,80dr0hzhre13aaavd0r4udpl,E. Palis,,,,,,,,,,,,,,,,,,,,,,,,,
2463775889,24,50,1,1,40,114h4h9ekimxmk95iypp478kk,1,69.8,63.6,2022-09-24T12:31:59.933Z,2022-09-24T12:32:04Z,3800259453,233,11,3800259363,286,,3800259361,56,Center,,,,,,,,,,,,,,,,dq9w87alliunnaoezwtvn9hp1,M. Herrera,,,,,,,,,,,,,,,,,,,,,,,,,
2463775903,11,7,1,1,40,86c88s72zckr0kdwv0mu7kn3d,1,30.2,36.4,2022-09-24T12:31:59.934Z,2022-09-24T12:32:11Z,3800259437,56,Back,3800259445,233,24,3800259439,285,,,,,,,,,,,,,,,,,4rdywd4n4j0cdzfoifpd35ujt,S. Ouchène,,,,,,,,,,,,,,,,,,,,,,,,,
2463775907,12,49,1,1,43,86c88s72zckr0kdwv0mu7kn3d,1,30.3,34,2022-09-24T12:32:03.153Z,2022-09-24T12:32:03Z,,,,,,,,,,,,,,,,,,,,,,,,,4rdywd4n4j0cdzfoifpd35ujt,S. Ouchène,,,,,,,,,,,,,,,,,,,,,,,,,
2463775915,13,50,1,1,45,86c88s72zckr0kdwv0mu7kn3d,1,30.3,16.4,2022-09-24T12:32:05.051Z,2022-09-24T12:32:07Z,3800259487,56,Back,3800259489,285,,3800259537,233,25,,,,,,,,,,,,,,,,4rdywd4n4j0cdzfoifpd35ujt,S. Ouchène,,,,,,,,,,,,,,,,,,,,,,,,,
2463775925,25,7,1,1,45,114h4h9ekimxmk95iypp478kk,1,69.7,83.6,2022-09-24T12:32:05.052Z,2022-09-24T12:32:07Z,3800259525,56,Left,3800259527,286,,3800259531,233,13,,,,,,,,,,,,,,,,80dr0hzhre13aaavd0r4udpl,E. Palis,,,,,,,,,,,,,,,,,,,,,,,,,
2463775927,26,49,1,1,46,114h4h9ekimxmk95iypp478kk,1,73.1,89.1,2022-09-24T12:32:06.604Z,2022-09-24T12:32:07Z,,,,,,,,,,,,,,,,,,,,,,,,,80dr0hzhre13aaavd0r4udpl,E. Palis,,,,,,,,,,,,,,,,,,,,,,,,,
2463775943,27,1,1,1,47,114h4h9ekimxmk95iypp478kk,1,73.1,89.1,2022-09-24T12:32:07.029Z,2022-09-24T12:32:09Z,3800259621,213,3.3,3800259613,56,Back,3800259615,140,48.8,3800259619,212,25.7,3800259617,141,84.5,,,,,,,,,,80dr0hzhre13aaavd0r4udpl,E. Palis,,,,,,,,,,,,,,,,,,,,,,,,,
2463775979,28,1,1,1,49,114h4h9ekimxmk95iypp478kk,1,48.7,84.4,2022-09-24T12:32:09.220Z,2022-09-24T12:32:15Z,3800259713,140,37.1,3800259711,56,Back,3800259717,141,62.0,3800259721,212,19.5,3800259723,213,4.0,,,,,,,,,,elbn5tbmbvbk8x7oxl2maia6s,M. Haelewyn,,,,,,,,,,,,,,,,,,,,,,,,,
2463775989,29,1,1,1,56,114h4h9ekimxmk95iypp478kk,1,36.6,61.7,2022-09-24T12:32:15.860Z,2022-09-24T12:32:19Z,3800259797,213,1.2,3800259789,56,Back,3800259795,212,22.8,3800259791,140,43.9,3800259793,141,93.2,,,,,,,,,,5mcszf3yuxwxcggl8ds2v1a7d,J. Thibaud,,,,,,,,,,,,,,,,,,,,,,,,,
2463776017,30,1,1,1,59,114h4h9ekimxmk95iypp478kk,1,43.9,93.2,2022-09-24T12:32:19.644Z,2022-09-24T12:32:25Z,3800259927,56,Left,3800259929,140,76.2,3800259931,141,92.4,3800259933,212,33.9,3800259935,213,6.3,3800259937,1,,,,,,,,cz9o6yad9c8s2potdvqau5slw,F. Liaigre,,,,,,,,,,,,,,,,,,,,,,,,,
2463776019,31,61,1,2,5,114h4h9ekimxmk95iypp478kk,0,72.5,96.2,2022-09-24T12:32:25.116Z,2022-09-24T12:32:25Z,3800259941,56,Left,,,,,,,,,,,,,,,,,,,,,,9gugnyggxqnc9fijivw8fvq39,M. Garbino,,,,,,,,,,,,,,,,,,,,,,,,,
2463776031,14,5,1,2,6,86c88s72zckr0kdwv0mu7kn3d,1,27.1,-1.3,2022-09-24T12:32:25.973Z,2022-09-24T13:04:05Z,3800259977,347,,3800260003,233,32,3800259975,56,Back,,,,,,,,,,,,,,,,ehxz768zrgon8drwzlso5k0t0,M. Ngock,,,,,,,,,,,,,,,,,,,,,,,,,
2463776023,32,5,1,2,6,114h4h9ekimxmk95iypp478kk,0,72.9,101.3,2022-09-24T12:32:25.973Z,2022-09-24T12:32:27Z,3800259947,347,,3800260011,233,14,3800259945,56,Left,,,,,,,,,,,,,,,,9gugnyggxqnc9fijivw8fvq39,M. Garbino,,,,,,,,,,,,,,,,,,,,,,,,,
2463776131,15,1,1,2,23,86c88s72zckr0kdwv0mu7kn3d,1,26.9,0,2022-09-24T12:32:43.585Z,2022-09-24T12:32:45Z,3800260477,56,Back,3800260483,212,14.0,3800260481,141,7.6,3800260475,107,,3800260479,140,38.7,3800260485,213,0.5,,,,,,,dpyv59tmgrenfals4e16d5lre,M. Doucouré,,,,,,,,,,,,,,,,,,,,,,,,,
2463776151,16,1,1,2,25,86c88s72zckr0kdwv0mu7kn3d,1,38.7,7.6,2022-09-24T12:32:44.994Z,2022-09-24T12:32:47Z,3800260577,212,13.1,3800260575,141,3.4,3800260579,213,3.4,3800260571,56,Back,3800260573,140,26.5,,,,,,,,,,wibn2uli25nw0w4ddbohhnje,C. Meyong,,,,,,,,,,,,,,,,,,,,,,,,,
2463776155,17,1,1,2,27,86c88s72zckr0kdwv0mu7kn3d,0,26.5,3.4,2022-09-24T12:32:47.329Z,2022-09-24T12:32:48Z,3800260595,212,16.3,3800260599,1,,3800260593,141,0.0,3800260591,140,41.7,3800260587,157,,3800260597,213,6.1,3800260589,56,Back,,,,dpyv59tmgrenfals4e16d5lre,M. Doucouré,,,,,,,,,,,,,,,,,,,,,,,,,
2463776157,18,5,1,2,27,86c88s72zckr0kdwv0mu7kn3d,0,38.3,-1.4,2022-09-24T12:32:47.564Z,2022-09-24T13:04:05Z,3800260601,56,Back,3800260603,347,,3800260609,233,33,,,,,,,,,,,,,,,,dpyv59tmgrenfals4e16d5lre,M. Doucouré,,,,,,,,,,,,,,,,,,,,,,,,,
2463776153,33,5,1,2,27,114h4h9ekimxmk95iypp478kk,1,61.7,101.4,2022-09-24T12:32:47.564Z,2022-09-24T12:32:48Z,3800260583,56,Left,3800260585,347,,3800260605,233,18,,,,,,,,,,,,,,,,9gugnyggxqnc9fijivw8fvq39,M. Garbino,,,,,,,,,,,,,,,,,,,,,,,,,
2463776195,34,1,1,2,35,114h4h9ekimxmk95iypp478kk,1,65.1,100,2022-09-24T12:32:55.644Z,2022-09-24T12:33:00Z,3800260857,141,85.6,3800260861,213,5.5,3800260855,140,74.7,3800260859,212,14.8,3800260853,56,Left,3800260851,107,,,,,,,,cz9o6yad9c8s2potdvqau5slw,F. Liaigre,,,,,,,,,,,,,,,,,,,,,,,,,
2463776197,35,1,1,2,40,114h4h9ekimxmk95iypp478kk,0,74.7,83.9,2022-09-24T12:33:00.068Z,2022-09-24T12:33:00Z,3800260865,56,Center,3800260869,141,76.3,3800260873,213,5.0,3800260871,212,5.5,3800260867,140,76.4,,,,,,,,,,dq9w87alliunnaoezwtvn9hp1,M. Herrera,,,,,,,,,,,,,,,,,,,,,,,,,
2463776207,19,61,1,2,42,86c88s72zckr0kdwv0mu7kn3d,1,27.4,21.8,2022-09-24T12:33:01.915Z,2022-09-24T12:33:02Z,3800260923,56,Back,,,,,,,,,,,,,,,,,,,,,,wibn2uli25nw0w4ddbohhnje,C. Meyong,,,,,,,,,,,,,,,,,,,,,,,,,
2463776231,36,1,1,2,46,114h4h9ekimxmk95iypp478kk,1,72.1,57,2022-09-24T12:33:05.957Z,2022-09-24T12:33:15Z,3800261057,212,21.0,3800261051,56,Center,3800261053,140,61.8,3800261055,141,30.6,3800261059,213,4.2,,,,,,,,,,dq9w87alliunnaoezwtvn9hp1,M. Herrera,,,,,,,,,,,,,,,,,,,,,,,,,
2463776245,37,1,1,2,47,114h4h9ekimxmk95iypp478kk,1,61.8,30.6,2022-09-24T12:33:07.173Z,2022-09-24T12:33:13Z,3800261111,213,5.5,3800261107,141,11.4,3800261103,56,Right,3800261105,140,75.6,3800261109,212,19.5,,,,,,,,,,b0badx1gx15s9wo6ly8z1rl61,A. Lardez,,,,,,,,,,,,,,,,,,,,,,,,,
2463776257,38,1,1,2,48,114h4h9ekimxmk95iypp478kk,0,75.3,17.6,2022-09-24T12:33:08.077Z,2022-09-24T12:33:29Z,3800261179,2,,3800261189,212,32.1,3800261185,140,92.7,3800261183,56,Center,3800261181,155,,3800261191,213,1.0,3800261187,141,56.4,3800261193,1,,4y78x1atris45m06oqr7axbzd,M. Cardia,,,,,,,,,,,,,,,,,,,,,,,,,
2463776233,20,61,1,2,49,86c88s72zckr0kdwv0mu7kn3d,1,29.4,27.4,2022-09-24T12:33:08.882Z,2022-09-24T12:33:30Z,3800261067,56,Back,,,,,,,,,,,,,,,,,,,,,,4rdywd4n4j0cdzfoifpd35ujt,S. Ouchène,,,,,,,,,,,,,,,,,,,,,,,,,
2463776263,21,52,1,2,53,86c88s72zckr0kdwv0mu7kn3d,1,5.6,48.4,2022-09-24T12:33:13.659Z,2022-09-24T12:33:13Z,,,,,,,,,,,,,,,,,,,,,,,,,1tvu4rv4o96wqjzk836y9bp3p,E. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,
2463776341,22,1,1,3,1,86c88s72zckr0kdwv0mu7kn3d,1,13.2,51.9,2022-09-24T12:33:21.473Z,2022-09-24T12:33:25Z,3800261537,212,13.7,3800261531,56,Back,3800261533,140,13.1,3800261535,141,72.1,3800261539,213,1.6,3800261529,123,,,,,,,,1tvu4rv4o96wqjzk836y9bp3p,E. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,
2463776353,23,1,1,3,6,86c88s72zckr0kdwv0mu7kn3d,1,12.4,65.7,2022-09-24T12:33:25.778Z,2022-09-24T12:33:29Z,3800261597,213,4.6,3800261589,56,Back,3800261595,212,24.8,3800261593,141,29.4,3800261591,140,10.1,,,,,,,,,,ccz23lbc4iuxsq4tcplzv37ys,J. Rastocle,,,,,,,,,,,,,,,,,,,,,,,,,
2463776361,24,1,1,3,10,86c88s72zckr0kdwv0mu7kn3d,0,7.9,21.5,2022-09-24T12:33:29.835Z,2022-09-24T12:33:31Z,3800261631,1,,3800261619,155,,3800261627,212,37.3,3800261625,141,6.7,3800261629,213,6.0,3800261623,140,42.1,3800261621,56,Back,,,,dvyjggz5eiinhhozhb17s707p,J. Pasquereau,,,,,,,,,,,,,,,,,,,,,,,,,
2463776393,39,1,1,3,12,114h4h9ekimxmk95iypp478kk,1,60.2,80,2022-09-24T12:33:32.302Z,2022-09-24T12:33:36Z,3800261799,212,9.9,3800261795,140,66.6,3800261801,213,5.5,3800261793,56,Center,3800261791,3,,3800261797,141,69.3,,,,,,,cz9o6yad9c8s2potdvqau5slw,F. Liaigre,,,,,,,,,,,,,,,,,,,,,,,,,
