id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2504318765,1,34,16,0,0,ad9ip2f3tijbv4nqaayyqqkee,1,0,0,2023-02-05T11:01:48.061Z,2023-02-05T11:52:41Z,4014350623,197,9017,4014350611,30,"e7y7c4srymaidxozrurjct71l, 7oxif0j9hg9lpvrmqj8ocdnmd, ehmzgi988h8g6rgekp3qivkr9, eihksc6tdooqw7ref4nt520a, dz2s92nqmnrw691jia8e6phw5, 1j5u2majmm2vnsgxscl9kjzyt, 1s08dn7n3b5ctyion3u61hisq, dl1znxod6ohbi1zwq4iiu4qfp, dp5zny5ls8ys3ml75himru4et, dm9vc2mqtbb982sx6kkd992ax, ayu3raszdeuo9vif7i2nfl7md, cbof4imvfsi6vgd0zpq7ynx90, c7yhj2xdx8l773wfswykl9hat, 53okfybfibe34k6hm6qzm9591, 3jdjaxxmie7gxyn1lhkh9p2ad, 1cboloxf323a7iw605eq4yjth, 9k5ln72wy90g6txqb61jd40t0, 77eg5tabeeeyays2pilyq5jo5",4014350621,194,dp5zny5ls8ys3ml75himru4et,4014350613,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4014350617,130,4,4014350615,59,"16, 26, 12, 6, 13, 8, 18, 24, 11, 21, 22, 34, 10, 14, 20, 23, 33, 50",4014350619,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4014350625,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504324857,1,34,16,0,0,2gmv49xieg3zee2hx0lhcp17u,1,0,0,2023-02-05T11:18:09.400Z,2023-02-05T11:50:59Z,4014382503,30,"dwjgtp47ky7v5as2a2jradihh, 6rcnj96do9ermnza1covi9ujt, bly2raemyl0xp39jiktm4u5sl, 5kg2obqjcypb3d2yt4d4xoo2x, 2mo6msido3zv2vk24hed9rs9h, eblfqwhpxhw6775m134ov2e0a, ik5uqc55sdiwjjzh28c21byt, 5x0qvm5o4qbijkh8r8vs2ys45, 2pd1juglwcvhspyva4soomyy2, cjgr7t23bk1l43hegrkmtslih, 87fq93e9x1yy4thmeituciycq, 9214qm6nuq4zwnnvzmugrfutx, 664ior41q0qf71vnhq0tp1j9x, 88n7oswbclrfxt277vp6vpgd0, 55m2s1hr0yoxyec1lqooi03ys, 876mjy047keegwdf1ri9a6syc, j3qiu3flky4yxsdphaxbqgpg, 6gyyfjm3qxma4oipps80wcums",4014382507,59,"16, 18, 6, 14, 27, 29, 7, 10, 19, 22, 23, 1, 3, 9, 12, 31, 32, 35",4014382511,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4014382517,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4014382513,194,eblfqwhpxhw6775m134ov2e0a,4014382505,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4014382509,130,11,4014382515,197,9443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504337021,2,32,1,0,0,ad9ip2f3tijbv4nqaayyqqkee,1,0,0,2023-02-05T11:45:18.723Z,2023-02-05T11:45:18Z,4014449171,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504337023,2,32,1,0,0,2gmv49xieg3zee2hx0lhcp17u,1,0,0,2023-02-05T11:45:18.723Z,2023-02-05T11:45:20Z,4014449173,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504337055,3,1,1,0,0,ad9ip2f3tijbv4nqaayyqqkee,1,49.9,50.3,2023-02-05T11:45:18.823Z,2023-02-05T11:45:22Z,4014449319,56,Back,4014449325,212,23.3,4014449329,279,S,4014449323,141,55.1,4014449327,213,3.0,4014449321,140,27.9,,,,,,,dp5zny5ls8ys3ml75himru4et,K. Diani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504337087,4,1,1,0,3,ad9ip2f3tijbv4nqaayyqqkee,1,31.3,66.9,2023-02-05T11:45:22.711Z,2023-02-05T11:45:25Z,4014449471,213,1.4,4014449467,141,95.3,4014449463,56,Back,4014449469,212,19.7,4014449465,140,35.0,,,,,,,,,,eihksc6tdooqw7ref4nt520a,O. Jean-François,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504337115,5,1,1,0,6,ad9ip2f3tijbv4nqaayyqqkee,1,36.4,94.4,2023-02-05T11:45:25.687Z,2023-02-05T11:45:28Z,4014449613,212,7.8,4014449611,141,83.5,4014449607,56,Back,4014449615,213,5.0,4014449609,140,38.7,,,,,,,,,,ehmzgi988h8g6rgekp3qivkr9,A. Lawrence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504337141,6,1,1,0,9,ad9ip2f3tijbv4nqaayyqqkee,1,38.7,83.5,2023-02-05T11:45:28.022Z,2023-02-05T11:45:30Z,4014449759,140,35.8,4014449765,213,1.9,4014449757,56,Back,4014449763,212,9.3,4014449761,141,96.5,,,,,,,,,,1s08dn7n3b5ctyion3u61hisq,L. Fazer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504337157,7,1,1,0,10,ad9ip2f3tijbv4nqaayyqqkee,1,35.3,96.3,2023-02-05T11:45:29.182Z,2023-02-05T11:48:11Z,4014449851,212,11.6,4014449847,140,37.1,4014449853,213,4.9,4014449845,56,Back,4014449849,141,79.4,,,,,,,,,,ehmzgi988h8g6rgekp3qivkr9,A. Lawrence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504337161,8,1,1,0,12,ad9ip2f3tijbv4nqaayyqqkee,0,37.1,79.4,2023-02-05T11:45:31.415Z,2023-02-05T11:52:24Z,4014466211,233,5,4014449885,140,33.4,4014449889,212,4.6,4014449891,213,2.6,4014449887,141,83.0,4014449883,56,Back,,,,,,,eihksc6tdooqw7ref4nt520a,O. Jean-François,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
