id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId
2487747727,149,1,1,17,57,114h4h9ekimxmk95iypp478kk,1,14.9,46.3,2022-11-26T13:48:38.204Z,2022-11-26T13:48:40Z,3926971493,56,Back,3926971495,140,24.4,3926971497,141,19.2,3926971489,5,,3926971491,241,,3926971501,213,5.2,3926971499,212,21.0,,,,alr6k5xokhqe1xi6a5kdyj7x1,M. Chavas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487747743,150,1,1,17,58,114h4h9ekimxmk95iypp478kk,1,24.5,19.2,2022-11-26T13:48:40.044Z,2022-11-26T13:48:42Z,3926971577,141,37.9,3926971581,213,2.3,3926971573,56,Back,3926971575,140,13.9,3926971579,212,16.9,,,,,,,,,,elbn5tbmbvbk8x7oxl2maia6s,M. Haelewyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487747765,151,1,1,18,1,114h4h9ekimxmk95iypp478kk,1,14.5,44,2022-11-26T13:48:42.572Z,2022-11-26T13:48:46Z,3926971677,141,67.2,3926971671,56,Back,3926971685,213,1.1,3926971675,140,22.4,3926971681,212,17.8,,,,,,,,,,alr6k5xokhqe1xi6a5kdyj7x1,M. Chavas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487747775,152,1,1,18,4,114h4h9ekimxmk95iypp478kk,1,22.4,67.2,2022-11-26T13:48:46.108Z,2022-11-26T13:48:47Z,3926971743,140,39.0,3926971745,141,54.9,3926971749,213,5.8,3926971747,212,19.3,3926971741,56,Back,,,,,,,,,,5mcszf3yuxwxcggl8ds2v1a7d,J. Thibaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487747805,153,1,1,18,6,114h4h9ekimxmk95iypp478kk,1,40.8,54.2,2022-11-26T13:48:47.772Z,2022-11-26T13:48:51Z,3926971919,213,0.8,3926971909,56,Back,3926971917,212,12.7,3926971913,140,49.0,3926971915,141,67.9,,,,,,,,,,80dr0hzhre13aaavd0r4udpl,E. Palis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487747809,154,50,1,18,9,114h4h9ekimxmk95iypp478kk,1,53,67.8,2022-11-26T13:48:51.087Z,2022-11-26T13:48:54Z,3926972077,233,143,3926971923,56,Center,3926971925,286,,,,,,,,,,,,,,,,,bc1b4tkrsx8xsdqtoj198tg16,Amanda Gutierres,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487747827,143,7,1,18,9,dgpni8xwxjhgekjmg0m8bb6nv,1,47,32.2,2022-11-26T13:48:51.088Z,2022-11-26T13:48:54Z,3926971999,56,Back,3926972003,285,,3926972039,233,154,,,,,,,,,,,,,,,,a52izyii7s44qihbp4upbukiy,J. Jinantuya,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487747835,144,3,1,18,12,dgpni8xwxjhgekjmg0m8bb6nv,0,40,29,2022-11-26T13:48:53.521Z,2022-11-26T13:48:55Z,3926972103,233,155,3926972033,286,,3926972031,56,Back,,,,,,,,,,,,,,,,ero1axtkr33y6yetn4uti2oyx,M. Belkhiter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487747837,155,7,1,18,12,114h4h9ekimxmk95iypp478kk,0,60,71,2022-11-26T13:48:53.522Z,2022-11-26T13:48:54Z,3926972035,56,Center,3926972059,233,144,3926972037,285,,,,,,,,,,,,,,,,,bc1b4tkrsx8xsdqtoj198tg16,Amanda Gutierres,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487747849,145,49,1,18,13,dgpni8xwxjhgekjmg0m8bb6nv,1,42.8,30,2022-11-26T13:48:54.705Z,2022-11-26T13:48:55Z,,,,,,,,,,,,,,,,,,,,,,,,,ero1axtkr33y6yetn4uti2oyx,M. Belkhiter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487747863,146,1,1,18,15,dgpni8xwxjhgekjmg0m8bb6nv,0,52.2,33.4,2022-11-26T13:48:56.288Z,2022-11-26T13:48:57Z,3926972193,141,39.4,3926972195,212,13.2,3926972189,56,Center,3926972197,213,0.3,3926972191,140,64.2,,,,,,,,,,ero1axtkr33y6yetn4uti2oyx,M. Belkhiter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487747883,156,49,1,18,19,114h4h9ekimxmk95iypp478kk,1,34.3,50.9,2022-11-26T13:49:01.101Z,2022-11-26T13:49:01Z,,,,,,,,,,,,,,,,,,,,,,,,,9mo419gtk6dy5lhcvatcllkyy,J. Dufour,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487747899,157,1,1,18,20,114h4h9ekimxmk95iypp478kk,1,34.3,50.9,2022-11-26T13:49:01.420Z,2022-11-26T13:49:03Z,3926972359,140,14.2,3926972365,213,3.5,3926972363,212,22.6,3926972361,141,39.2,3926972357,56,Back,,,,,,,,,,9mo419gtk6dy5lhcvatcllkyy,J. Dufour,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487747911,158,1,1,18,22,114h4h9ekimxmk95iypp478kk,1,15.6,39.7,2022-11-26T13:49:03.245Z,2022-11-26T13:49:05Z,3926972431,56,Back,3926972439,213,5.4,3926972435,141,24.1,3926972433,140,23.3,3926972437,212,13.3,,,,,,,,,,alr6k5xokhqe1xi6a5kdyj7x1,M. Chavas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487747977,159,1,1,18,24,114h4h9ekimxmk95iypp478kk,1,25.1,24.1,2022-11-26T13:49:05.612Z,2022-11-26T13:49:13Z,3926972725,141,61.2,3926972723,140,25.6,3926972727,212,25.2,3926972721,56,Back,3926972729,213,1.5,,,,,,,,,,elbn5tbmbvbk8x7oxl2maia6s,M. Haelewyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487748003,160,1,1,18,32,114h4h9ekimxmk95iypp478kk,1,35.2,64.9,2022-11-26T13:49:13.533Z,2022-11-26T13:49:18Z,3926972853,141,34.2,3926972855,212,20.9,3926972857,213,4.7,3926972849,56,Back,3926972851,140,34.0,,,,,,,,,,5mcszf3yuxwxcggl8ds2v1a7d,J. Thibaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487748009,161,1,1,18,37,114h4h9ekimxmk95iypp478kk,0,41.4,24.7,2022-11-26T13:49:18.717Z,2022-11-26T13:49:19Z,3926972897,213,6.0,3926972889,56,Right,3926972891,140,70.2,3926972893,141,13.8,3926972895,212,31.1,3926972887,155,,,,,,,,elbn5tbmbvbk8x7oxl2maia6s,M. Haelewyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487748031,147,1,1,18,39,dgpni8xwxjhgekjmg0m8bb6nv,1,31.5,89.6,2022-11-26T13:49:20.202Z,2022-11-26T13:49:22Z,3926973023,141,66.6,3926973025,212,15.8,3926973017,157,,3926973027,213,4.6,3926973021,140,29.2,3926973029,1,,3926973019,56,Back,,,,2to7qgaomc72knk6y1689ihka,C. Collin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487748037,148,44,1,18,40,dgpni8xwxjhgekjmg0m8bb6nv,1,28.9,70,2022-11-26T13:49:22.065Z,2022-11-26T13:49:23Z,3926973065,285,,3926973063,56,Back,3926973113,233,162,,,,,,,,,,,,,,,,3edubak34lsocvkirgryo8vd,İ. Kaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487748043,162,44,1,18,40,114h4h9ekimxmk95iypp478kk,0,71.1,30,2022-11-26T13:49:22.066Z,2022-11-26T13:49:24Z,3926973117,233,148,3926973097,286,,3926973095,56,Center,,,,,,,,,,,,,,,,9gugnyggxqnc9fijivw8fvq39,M. Garbino,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487748051,149,1,1,18,41,dgpni8xwxjhgekjmg0m8bb6nv,1,29.2,66.6,2022-11-26T13:49:22.417Z,2022-11-26T13:49:24Z,3926973157,213,0.1,3926973149,56,Back,3926973151,140,38.6,3926973153,141,68.7,3926973155,212,10.0,3926973147,3,,,,,,,,3edubak34lsocvkirgryo8vd,İ. Kaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487748053,150,49,1,18,43,dgpni8xwxjhgekjmg0m8bb6nv,1,38.7,68.7,2022-11-26T13:49:24.561Z,2022-11-26T13:49:24Z,,,,,,,,,,,,,,,,,,,,,,,,,b062pdmskviwqwzf5dckoffmd,L. Bourgouin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487748075,151,1,1,18,43,dgpni8xwxjhgekjmg0m8bb6nv,1,38.7,68.7,2022-11-26T13:49:24.896Z,2022-11-26T13:49:26Z,3926973267,141,66.7,3926973263,56,Center,3926973265,140,53.3,3926973271,213,6.2,3926973269,212,15.4,,,,,,,,,,b062pdmskviwqwzf5dckoffmd,L. Bourgouin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487748101,152,1,1,18,45,dgpni8xwxjhgekjmg0m8bb6nv,1,53.3,66.7,2022-11-26T13:49:26.544Z,2022-11-26T13:49:30Z,3926973441,213,0.8,3926973439,212,5.1,3926973433,56,Center,3926973435,140,56.5,3926973437,141,72.3,,,,,,,,,,q195fj3dlx9i3r0zno98nhuc,A. Donnary,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487748109,153,1,1,18,49,dgpni8xwxjhgekjmg0m8bb6nv,0,60.4,65.8,2022-11-26T13:49:30.752Z,2022-11-26T13:49:32Z,3926973477,140,90.4,3926973481,212,31.8,3926973475,56,Center,3926973479,141,59.7,3926973483,213,6.2,,,,,,,,,,c99gqg4cu9eqy5yu8fga71vit,L. Condon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487748113,163,52,1,18,51,114h4h9ekimxmk95iypp478kk,1,12.1,39.2,2022-11-26T13:49:32.333Z,2022-11-26T13:49:32Z,,,,,,,,,,,,,,,,,,,,,,,,,alr6k5xokhqe1xi6a5kdyj7x1,M. Chavas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487748133,164,1,1,18,51,114h4h9ekimxmk95iypp478kk,1,12.1,39.2,2022-11-26T13:49:32.684Z,2022-11-26T13:49:36Z,3926973611,140,31.3,3926973609,56,Back,3926973629,287,,3926973619,1,,3926973615,212,38.7,3926973613,141,87.7,3926973607,123,,3926973617,213,1.0,alr6k5xokhqe1xi6a5kdyj7x1,M. Chavas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487748209,165,1,1,19,5,114h4h9ekimxmk95iypp478kk,1,94.9,91.5,2022-11-26T13:49:46.924Z,2022-11-26T13:49:49Z,3926974113,140,87.0,3926974117,141,94.1,3926974109,56,Left,3926974121,213,2.9,3926974119,212,8.5,,,,,,,,,,9mo419gtk6dy5lhcvatcllkyy,J. Dufour,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487748231,166,1,1,19,8,114h4h9ekimxmk95iypp478kk,1,84.5,89.9,2022-11-26T13:49:49.260Z,2022-11-26T13:49:52Z,3926974221,141,69.4,3926974219,140,76.0,3926974225,213,4.1,3926974223,212,16.6,3926974217,56,Center,,,,,,,,,,bc1b4tkrsx8xsdqtoj198tg16,Amanda Gutierres,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487748245,167,1,1,19,10,114h4h9ekimxmk95iypp478kk,1,76,69.4,2022-11-26T13:49:52.093Z,2022-11-26T13:50:46Z,3926976121,210,15,3926974331,140,96.1,3926974333,141,68.2,3926974335,212,21.1,3926976123,154,,3926974329,56,Center,3926974337,213,6.2,,,,b0badx1gx15s9wo6ly8z1rl61,A. Lardez,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487748249,168,15,1,19,12,114h4h9ekimxmk95iypp478kk,1,96.1,68.2,2022-11-26T13:49:54.124Z,2022-11-26T13:50:46Z,3926976137,102,49.5,3926976127,78,,3926976161,233,154,3926976141,328,,3926974371,22,,3926976125,72,,3926976131,154,,3926976129,29,,9gugnyggxqnc9fijivw8fvq39,M. Garbino,,3926976139,103,17.7,3926976133,55,3926976145,147,3926976143,146,99.5,3926974373,65,3926974375,56,167,50.9,,Center,,,,,,,,,
2487748251,154,10,1,19,13,dgpni8xwxjhgekjmg0m8bb6nv,1,1.4,46,2022-11-26T13:49:54.224Z,2022-11-26T13:50:19Z,3926975311,233,168,3926974587,179,,3926974585,174,,3926974391,56,Back,3926974389,182,,,,,,,,,,,7iuwrwcupehj978vpf8sep591,R. Munich,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487748315,169,1,1,19,23,114h4h9ekimxmk95iypp478kk,0,94.7,24.9,2022-11-26T13:50:04.236Z,2022-11-26T13:50:06Z,3926974879,212,2.8,3926974923,286,,3926974913,236,,3926974857,2,,3926974881,213,1.3,3926974875,140,95.5,3926974869,56,Center,3926974877,141,28.9,ae68tqogc2yplitpd1yixky22,J. Karličić,,3926974863,155,,3926974917,233,,,,,,,,,,155,,,,,,,,,,,,
2487748303,155,12,1,19,23,dgpni8xwxjhgekjmg0m8bb6nv,1,2.2,78.2,2022-11-26T13:50:04.336Z,2022-11-26T13:50:06Z,3926974929,233,169,3926974777,56,Back,3926974775,185,,,,,,,,,,,,,,,,,2to7qgaomc72knk6y1689ihka,C. Collin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487748321,156,49,1,19,24,dgpni8xwxjhgekjmg0m8bb6nv,1,3.4,67,2022-11-26T13:50:06.049Z,2022-11-26T13:50:06Z,,,,,,,,,,,,,,,,,,,,,,,,,3edubak34lsocvkirgryo8vd,İ. Kaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487748331,157,1,1,19,25,dgpni8xwxjhgekjmg0m8bb6nv,1,3.4,67,2022-11-26T13:50:06.288Z,2022-11-26T13:50:08Z,3926974949,140,10.9,3926974951,141,90.8,3926974955,213,1.1,3926974953,212,18.0,3926974947,56,Back,,,,,,,,,,3edubak34lsocvkirgryo8vd,İ. Kaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487748335,158,61,1,19,27,dgpni8xwxjhgekjmg0m8bb6nv,0,10.9,90.8,2022-11-26T13:50:08.321Z,2022-11-26T13:50:08Z,3926974963,56,Back,,,,,,,,,,,,,,,,,,,,,,aeoazf90glk79a2puhpm06pyh,D. Roux,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487748337,170,49,1,19,27,114h4h9ekimxmk95iypp478kk,1,89.3,7.4,2022-11-26T13:50:09.021Z,2022-11-26T13:50:09Z,,,,,,,,,,,,,,,,,,,,,,,,,cz9o6yad9c8s2potdvqau5slw,F. Liaigre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487748353,171,1,1,19,28,114h4h9ekimxmk95iypp478kk,1,89.3,7.4,2022-11-26T13:50:09.549Z,2022-11-26T13:50:12Z,3926975077,141,28.6,3926975073,56,Center,3926975075,140,95.5,3926975081,213,1.1,3926975079,212,15.8,,,,,,,,,,cz9o6yad9c8s2potdvqau5slw,F. Liaigre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487748355,172,50,1,19,30,114h4h9ekimxmk95iypp478kk,1,95,28.3,2022-11-26T13:50:11.997Z,2022-11-26T13:50:14Z,3926975089,286,,3926975119,233,159,3926975087,56,Center,,,,,,,,,,,,,,,,ae68tqogc2yplitpd1yixky22,J. Karličić,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487748359,159,7,1,19,30,dgpni8xwxjhgekjmg0m8bb6nv,1,5,71.7,2022-11-26T13:50:11.998Z,2022-11-26T13:50:13Z,3926975107,285,,3926975105,56,Back,3926975111,233,172,,,,,,,,,,,,,,,,aeoazf90glk79a2puhpm06pyh,D. Roux,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487748361,160,49,1,19,31,dgpni8xwxjhgekjmg0m8bb6nv,1,6.1,69.9,2022-11-26T13:50:12.785Z,2022-11-26T13:50:13Z,,,,,,,,,,,,,,,,,,,,,,,,,aeoazf90glk79a2puhpm06pyh,D. Roux,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487748381,161,1,1,19,32,dgpni8xwxjhgekjmg0m8bb6nv,0,6.8,67.9,2022-11-26T13:50:13.587Z,2022-11-26T13:50:17Z,3926975229,56,Left,3926975235,212,58.1,3926975233,141,92.6,3926975239,213,0.3,3926975227,157,,3926975241,1,,3926975231,140,59.8,,,,aeoazf90glk79a2puhpm06pyh,D. Roux,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487748397,173,49,1,19,38,114h4h9ekimxmk95iypp478kk,1,42.9,6.7,2022-11-26T13:50:19.693Z,2022-11-26T13:50:19Z,,,,,,,,,,,,,,,,,,,,,,,,,elbn5tbmbvbk8x7oxl2maia6s,M. Haelewyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487748419,174,1,1,19,38,114h4h9ekimxmk95iypp478kk,1,42.9,6.7,2022-11-26T13:50:20.077Z,2022-11-26T13:50:21Z,3926975465,56,Back,3926975477,213,2.6,3926975469,140,23.6,3926975475,212,24.3,3926975473,141,26.5,,,,,,,,,,elbn5tbmbvbk8x7oxl2maia6s,M. Haelewyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487748437,175,1,1,19,40,114h4h9ekimxmk95iypp478kk,1,23.8,26.8,2022-11-26T13:50:21.836Z,2022-11-26T13:50:23Z,3926975589,213,1.1,3926975583,140,32.3,3926975585,141,52.2,3926975581,56,Back,3926975587,212,19.4,,,,,,,,,,alr6k5xokhqe1xi6a5kdyj7x1,M. Chavas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487748473,176,1,1,19,46,114h4h9ekimxmk95iypp478kk,0,35,61.1,2022-11-26T13:50:27.933Z,2022-11-26T13:50:29Z,3926975723,140,78.4,3926975725,141,71.4,3926975731,1,,3926975727,212,46.1,3926975721,56,Center,3926975729,213,0.2,3926975719,155,,,,,5mcszf3yuxwxcggl8ds2v1a7d,J. Thibaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487748471,162,49,1,19,47,dgpni8xwxjhgekjmg0m8bb6nv,1,20.4,26.8,2022-11-26T13:50:29.153Z,2022-11-26T13:50:29Z,,,,,,,,,,,,,,,,,,,,,,,,,ero1axtkr33y6yetn4uti2oyx,M. Belkhiter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487748487,163,1,1,19,49,dgpni8xwxjhgekjmg0m8bb6nv,1,20.4,15,2022-11-26T13:50:30.833Z,2022-11-26T13:50:34Z,3926975831,212,24.8,3926975823,157,,3926975825,56,Back,3926975829,141,13.1,3926975827,140,44.0,3926975833,213,6.2,3926975835,1,,,,,ero1axtkr33y6yetn4uti2oyx,M. Belkhiter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487748497,164,1,1,19,52,dgpni8xwxjhgekjmg0m8bb6nv,1,42.3,13.1,2022-11-26T13:50:34.049Z,2022-11-26T13:50:37Z,3926975901,212,16.6,3926975899,141,8.5,3926975895,56,Back,3926975897,140,26.8,3926975903,213,3.3,,,,,,,,,,b062pdmskviwqwzf5dckoffmd,L. Bourgouin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487748543,165,1,1,19,55,dgpni8xwxjhgekjmg0m8bb6nv,1,26.2,7,2022-11-26T13:50:37.137Z,2022-11-26T13:50:47Z,3926976219,1,,3926976209,56,Right,3926976211,140,74.3,3926976217,213,0.1,3926976213,141,12.2,3926976215,212,50.6,3926976207,155,,,,,ero1axtkr33y6yetn4uti2oyx,M. Belkhiter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487748569,166,1,1,20,6,dgpni8xwxjhgekjmg0m8bb6nv,1,99,7.6,2022-11-26T13:50:47.729Z,2022-11-26T13:50:51Z,3926976391,56,Center,3926976403,212,20.5,3926976399,141,30.0,3926976407,213,2.3,3926976395,140,85.9,,,,,,,,,,ds4tjev271co53fycw64y4kfe,F. Komé,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487748611,167,1,1,20,10,dgpni8xwxjhgekjmg0m8bb6nv,1,83.5,30.6,2022-11-26T13:50:51.792Z,2022-11-26T13:50:57Z,3926976665,213,2.4,3926976663,212,11.6,3926976659,140,75.4,3926976657,56,Center,3926976661,141,42.1,,,,,,,,,,a52izyii7s44qihbp4upbukiy,J. Jinantuya,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487748623,168,1,1,20,16,dgpni8xwxjhgekjmg0m8bb6nv,0,78.3,43.3,2022-11-26T13:50:57.536Z,2022-11-26T13:50:59Z,3926976713,141,49.7,3926976715,212,6.4,3926976717,213,0.7,3926976709,56,Center,3926976711,140,82.8,,,,,,,,,,c99gqg4cu9eqy5yu8fga71vit,L. Condon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487748985,190,61,1,20,17,114h4h9ekimxmk95iypp478kk,0,12,46,2022-11-26T13:50:58.733Z,2022-11-26T13:53:07Z,3926980617,56,Back,,,,,,,,,,,,,,,,,,,,,,b0badx1gx15s9wo6ly8z1rl61,A. Lardez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487748991,176,43,1,20,18,dgpni8xwxjhgekjmg0m8bb6nv,1,0,0,2022-11-26T13:50:59.825Z,2022-11-26T13:53:57Z,3926982513,144,61,3926981037,56,Center,,,,,,,,,,,,,,,,,,,c99gqg4cu9eqy5yu8fga71vit,L. Condon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487748637,169,15,1,20,20,dgpni8xwxjhgekjmg0m8bb6nv,1,85.9,47.3,2022-11-26T13:51:01.904Z,2022-11-26T13:54:50Z,3926984163,233,177,3926984153,458,,3926984155,146,91.5,3926984147,78,,3926984159,230,98.0,3926983601,20,,3926976847,56,Center,3926983605,82,,q195fj3dlx9i3r0zno98nhuc,A. Donnary,,3926984161,231,50.4,3926984151,103,3926976843,22,3926976845,17,,3926984149,102,3926984157,147,19,,49.6,48.2,,,,,,,,,
2487748655,177,10,1,20,20,114h4h9ekimxmk95iypp478kk,1,16.8,48.1,2022-11-26T13:51:02.004Z,2022-11-26T13:56:15Z,3926976969,56,Back,3926976967,94,,3926983633,233,169,,,,,,,,,,,,,,,,5mcszf3yuxwxcggl8ds2v1a7d,J. Thibaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487748663,170,13,1,20,23,dgpni8xwxjhgekjmg0m8bb6nv,1,77.2,34.5,2022-11-26T13:51:04.641Z,2022-11-26T13:55:56Z,3926986433,146,91.5,3926986435,147,78.0,3926984567,20,,3926986439,231,48.9,3926986429,328,,3926986425,102,96.6,3926986423,73,,3926986431,458,,9r0t3f2nw0d1a17c9onvjgd05,S. Tandia,,3926984571,153,,3926977001,22,3926986427,103,3926986437,230,99.9,3926977003,18,3926977005,56,,38.9,,Center,,,,,,,,,
2487748739,178,49,1,20,43,114h4h9ekimxmk95iypp478kk,1,4.3,27.1,2022-11-26T13:51:24.989Z,2022-11-26T13:51:25Z,,,,,,,,,,,,,,,,,,,,,,,,,alr6k5xokhqe1xi6a5kdyj7x1,M. Chavas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487748751,179,1,1,20,44,114h4h9ekimxmk95iypp478kk,1,4.3,27.1,2022-11-26T13:51:25.517Z,2022-11-26T13:51:27Z,3926977533,141,59.4,3926977535,212,29.0,3926977537,213,0.9,3926977529,56,Back,3926977531,140,22.4,3926977541,189,,,,,,,,alr6k5xokhqe1xi6a5kdyj7x1,M. Chavas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487748777,180,1,1,20,48,114h4h9ekimxmk95iypp478kk,1,23.5,62.6,2022-11-26T13:51:29.884Z,2022-11-26T13:51:33Z,3926977739,212,21.4,3926977741,213,0.1,3926977737,141,66.9,3926977735,140,43.7,3926977733,56,Back,,,,,,,,,,5mcszf3yuxwxcggl8ds2v1a7d,J. Thibaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487748787,181,1,1,20,51,114h4h9ekimxmk95iypp478kk,1,38.8,65.7,2022-11-26T13:51:32.989Z,2022-11-26T13:51:35Z,3926977831,213,2.0,3926977825,140,30.3,3926977823,56,Back,3926977827,141,93.8,3926977829,212,21.1,,,,,,,,,,bc1b4tkrsx8xsdqtoj198tg16,Amanda Gutierres,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487748813,182,1,1,20,53,114h4h9ekimxmk95iypp478kk,1,31.2,89.9,2022-11-26T13:51:34.877Z,2022-11-26T13:51:39Z,3926977955,56,Back,3926977963,213,4.2,3926977959,141,64.9,3926977957,140,22.4,3926977961,212,19.3,,,,,,,,,,bgywqsemj5lsfro2hc77q532t,D. Chatelin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487748855,183,1,1,20,58,114h4h9ekimxmk95iypp478kk,1,24.4,56.9,2022-11-26T13:51:39.421Z,2022-11-26T13:51:43Z,3926978137,141,24.4,3926978133,56,Back,3926978135,140,30.4,3926978139,212,23.0,3926978141,213,5.0,,,,,,,,,,5mcszf3yuxwxcggl8ds2v1a7d,J. Thibaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487748871,184,1,1,21,2,114h4h9ekimxmk95iypp478kk,1,38.5,20.1,2022-11-26T13:51:43.789Z,2022-11-26T13:51:46Z,3926978227,140,47.4,3926978233,213,5.4,3926978231,212,14.9,3926978225,56,Back,3926978229,141,3.1,,,,,,,,,,elbn5tbmbvbk8x7oxl2maia6s,M. Haelewyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487748887,185,1,1,21,5,114h4h9ekimxmk95iypp478kk,1,41.2,9.1,2022-11-26T13:51:46.173Z,2022-11-26T13:51:49Z,3926978321,212,18.5,3926978317,140,58.7,3926978319,141,12.0,3926978323,213,0.1,3926978315,56,Right,,,,,,,,,,cz9o6yad9c8s2potdvqau5slw,F. Liaigre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487748889,186,61,1,21,8,114h4h9ekimxmk95iypp478kk,0,58.7,12,2022-11-26T13:51:49.566Z,2022-11-26T13:51:49Z,3926978327,56,Right,,,,,,,,,,,,,,,,,,,,,,ae68tqogc2yplitpd1yixky22,J. Karličić,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487748905,171,49,1,21,11,dgpni8xwxjhgekjmg0m8bb6nv,1,44.6,96.6,2022-11-26T13:51:53.073Z,2022-11-26T13:51:53Z,,,,,,,,,,,,,,,,,,,,,,,,,2to7qgaomc72knk6y1689ihka,C. Collin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487748915,172,1,1,21,12,dgpni8xwxjhgekjmg0m8bb6nv,0,44.6,96.6,2022-11-26T13:51:53.440Z,2022-11-26T13:58:35Z,3926978433,140,75.2,3926978435,141,97.7,3926978437,212,32.1,3926978441,1,,3926978431,56,Left,3926978439,213,0.0,,,,,,,2to7qgaomc72knk6y1689ihka,C. Collin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
