id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/12/value,qualifier/14/value,qualifier/16/value
2486623611,1,34,16,0,0,9s9jvki6htleffykj88qcpwpy,1,0,0,2022-11-19T12:08:32.178Z,2022-11-19T13:58:03Z,3921042177,197,17016,3921042169,59,"30, 21, 23, 26, 14, 4, 22, 10, 8, 7, 24, 11, 1, 20, 6, 13, 15, 18",3921042171,130,2,3921042179,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3921042167,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3921042173,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3921042175,194,2cp4j91pqwjvy7as74ckhc4wl,3921042165,30,"dtl2shnzdg739pkag6fplb42y, 6xu7shoi00qiogo7akqo1xsrt, 5orsug2d4b7zzjat6eh9ks2qd, 50k8dmb17hvqbq37ae3p90aju, 8ra0s724ht9u3luvku2ytnrze, 5es3kc7x38rotmzzcs46kb3hm, 9mq9unf2aecualxxm9gvnppl, 2cp4j91pqwjvy7as74ckhc4wl, 56n1erg5gb7fq7ab8hz42bug9, dsm8r3i2k45d7vlqkmzaog9w4, 2avvvwtcdl6hmzxei5qhjo4ph, 50ph0tkxvrb3syo76y5bjbcut, a27580ah1idvwqjbscx0l4x78, 1nyb823fkrzfuu4wczhgog7ah, 8q7yvvg7c3uth4j25m162qq5l, dhmjb5r24tlk47urk93o5kj1m, 9rab5estxnvvhj8evql7j68rt, 1fcucvr07kupgc9ivux6cf76c",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486636591,1,34,16,0,0,86c88s72zckr0kdwv0mu7kn3d,1,0,0,2022-11-19T12:48:45.072Z,2022-11-19T13:58:10Z,3921113161,30,"1tvu4rv4o96wqjzk836y9bp3p, c7ybrnt131jx4z31cfo6bx4a, 2o9qsqvvvl3x6oeacd8iugbv8, ehxz768zrgon8drwzlso5k0t0, dvyjggz5eiinhhozhb17s707p, dq65c3jm6mlu3mzug9b0z3ytw, 4p2fapncvvibg0l9ungou0tbe, 4rdywd4n4j0cdzfoifpd35ujt, 4jxsimbrhvzfwfc3krnld59wq, aga4leu1tmnv7kibufwr119be, cuy5d1nzj2yd36g3fydirt562, ezhkluh7xo0zv6t8zf5oab0q2, wibn2uli25nw0w4ddbohhnje, aezrukbmz28x3b11eq9c5m0ru, uspe8sp6q4a5o6kc9n6rnyp6, ccz23lbc4iuxsq4tcplzv37ys, dpyv59tmgrenfals4e16d5lre, dxojafbkfxjskl0ek4nucrnpx",3921113181,197,12241,3921113177,194,aga4leu1tmnv7kibufwr119be,3921113169,130,7,3921113165,59,"1, 3, 21, 14, 5, 4, 13, 8, 6, 10, 19, 7, 9, 11, 15, 17, 22, 30",3921113185,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3921113163,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3921113173,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486645345,2,32,1,0,0,9s9jvki6htleffykj88qcpwpy,1,0,0,2022-11-19T13:31:25.305Z,2022-11-19T13:31:26Z,3921161245,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486645343,2,32,1,0,0,86c88s72zckr0kdwv0mu7kn3d,1,0,0,2022-11-19T13:31:25.305Z,2022-11-19T13:31:25Z,3921161239,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486645375,3,1,1,0,0,9s9jvki6htleffykj88qcpwpy,1,50.1,50.1,2022-11-19T13:31:25.405Z,2022-11-19T13:38:38Z,3921161389,141,75.6,3921161395,279,S,3921161393,213,2.1,3921161387,140,39.6,3921161391,212,20.5,3921161385,56,Back,,,,,,,dsm8r3i2k45d7vlqkmzaog9w4,Z. Stiévenart,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486645391,4,1,1,0,9,9s9jvki6htleffykj88qcpwpy,0,37.4,95.7,2022-11-19T13:31:34.442Z,2022-11-19T13:39:09Z,3921161471,213,0.0,3921161469,212,8.5,3921161465,140,45.5,3921161463,56,Back,3921161467,141,96.0,,,,,,,,,,6xu7shoi00qiogo7akqo1xsrt,C. Canon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486645373,3,61,1,0,9,86c88s72zckr0kdwv0mu7kn3d,1,42.8,3.5,2022-11-19T13:31:35.263Z,2022-11-19T13:39:12Z,3921161383,56,Back,,,,,,,,,,,,,,,,,,,,,,4p2fapncvvibg0l9ungou0tbe,K. Louis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486645381,4,5,1,0,10,86c88s72zckr0kdwv0mu7kn3d,0,50,-1.7,2022-11-19T13:31:35.912Z,2022-11-19T13:31:39Z,3921161551,233,5,3921161425,56,Right,3921161427,347,,,,,,,,,,,,,,,,,4p2fapncvvibg0l9ungou0tbe,K. Louis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486645395,5,5,1,0,10,9s9jvki6htleffykj88qcpwpy,1,50,101.7,2022-11-19T13:31:35.912Z,2022-11-19T13:35:26Z,3921161497,56,Left,3921161521,233,4,3921161499,347,,,,,,,,,,,,,,,,,6xu7shoi00qiogo7akqo1xsrt,C. Canon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486645423,6,1,1,0,15,9s9jvki6htleffykj88qcpwpy,1,44.1,100,2022-11-19T13:31:40.987Z,2022-11-19T13:31:42Z,3921161653,56,Back,3921161657,141,86.0,3921161655,140,26.9,3921161651,107,,3921161661,213,3.7,3921161659,212,21.1,,,,,,,9mq9unf2aecualxxm9gvnppl,S. Guellati,,,,,,,,,,,,,,,,,,,,,,,,,,,,
