id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,assist,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2511833185,1,34,16,0,0,bdfjkux9o0vtsdig5zsbhtysq,1,0,0,2023-02-25T12:01:34.501Z,2023-02-25T12:48:30Z,4053948973,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4053948979,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4053948983,197,13251,4053948977,130,8,4053948971,30,"2f1e295qn6s9l5d6v1degrizt, ehchjemv9fwcnwomosua92qqd, dx5okwmzef2p09vgp02i1ucph, 7l931hwm1tajvf6r717biyw2d, 8iblvy7aw7kdghvke6s5gisid, 1mhjq24kq1fapaoib7lzb6b4l, 1rsg1y7lx0ruqcwgj6c6oovdh, 7d4y77nkrn4w4dht1c4vr28yx, 1ck8f8510t6ei80haqe2vqbpx, 3uxijnhp1ibbqm6e4lfivq8k5, cg4yqx0lth6d27oxlgwcuvdn9, 8yebzwn5wynngu33kqcsh1fbp, byu5qg9zlu5w1e234xl2058iy, 94pv0j29t5jrfdc36o6791wp, 2n3sv3vt7ano86i5j9j3f8a95, aos03ja9xr5jr2w3e6t20p94a, 1ph6w6q8t75mov5fnnc8hda8k, afbretep8sws6f9hrnpghk416",4053948981,194,1ck8f8510t6ei80haqe2vqbpx,4053948975,59,"16, 23, 27, 22, 10, 19, 21, 8, 17, 11, 28, 1, 2, 7, 9, 15, 24, 25",4053948985,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511836745,1,34,16,0,0,86c88s72zckr0kdwv0mu7kn3d,1,0,0,2023-02-25T12:07:51.437Z,2023-02-25T12:42:24Z,4053970421,197,8447,4053965359,194,aga4leu1tmnv7kibufwr119be,4053965353,59,"1, 3, 21, 8, 5, 2, 18, 10, 7, 15, 19, 17, 20, 25, 28, 30, 33, 34",4053965357,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4053965361,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4053965351,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4053965349,30,"1tvu4rv4o96wqjzk836y9bp3p, c7ybrnt131jx4z31cfo6bx4a, 2o9qsqvvvl3x6oeacd8iugbv8, 4rdywd4n4j0cdzfoifpd35ujt, dvyjggz5eiinhhozhb17s707p, 6rlmvqkrg0ulgmu80k21584bt, 38gaf1qjazayc2lo9wvly9tzo, aga4leu1tmnv7kibufwr119be, ezhkluh7xo0zv6t8zf5oab0q2, uspe8sp6q4a5o6kc9n6rnyp6, cuy5d1nzj2yd36g3fydirt562, ccz23lbc4iuxsq4tcplzv37ys, 4bi0bbqibnjbaipy4ud9zlqwa, 4tsbzybsipqmnahwgm19uyivo, 50n0y7qp9ofpbqgjy8odjwavo, dxojafbkfxjskl0ek4nucrnpx, 8u07022ya717vwhyttayv6hp0, 2168n6jdba2sc828wvye3uyok",4053965355,130,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511859387,2,32,1,0,0,86c88s72zckr0kdwv0mu7kn3d,1,0,0,2023-02-25T12:45:47.979Z,2023-02-25T12:45:48Z,4054076441,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511859395,2,32,1,0,0,bdfjkux9o0vtsdig5zsbhtysq,1,0,0,2023-02-25T12:45:47.979Z,2023-02-25T12:45:50Z,4054076471,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511859433,3,1,1,0,0,bdfjkux9o0vtsdig5zsbhtysq,1,50,50,2023-02-25T12:45:48.079Z,2023-02-25T13:32:27Z,4054076677,140,43.2,4054076681,212,7.3,4054076685,279,S,4054076675,56,Back,4054076679,141,48.1,4054076683,213,3.3,,,,,,,1ck8f8510t6ei80haqe2vqbpx,G. Thiney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511859463,4,1,1,0,3,bdfjkux9o0vtsdig5zsbhtysq,0,44.1,48.8,2023-02-25T12:45:51.848Z,2023-02-25T12:45:54Z,4054076823,155,,4054076829,141,0.0,4054076833,213,5.6,4054076825,56,Right,4054076835,1,,4054076831,212,51.7,4054076827,140,80.7,,,,1mhjq24kq1fapaoib7lzb6b4l,T. Greboval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511859501,3,5,1,0,6,86c88s72zckr0kdwv0mu7kn3d,1,19,101.8,2023-02-25T12:45:54.470Z,2023-02-25T13:33:58Z,4054076993,56,Back,4054076995,347,,4054077037,233,5,,,,,,,,,,,,,,,,ezhkluh7xo0zv6t8zf5oab0q2,T. Eninger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511859469,5,5,1,0,6,bdfjkux9o0vtsdig5zsbhtysq,0,81,-1.8,2023-02-25T12:45:54.470Z,2023-02-25T12:45:56Z,4054076861,56,Right,4054077065,233,3,4054076863,347,,,,,,,,,,,,,,,,,1mhjq24kq1fapaoib7lzb6b4l,T. Greboval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511859583,4,1,1,0,10,86c88s72zckr0kdwv0mu7kn3d,1,19.1,100,2023-02-25T12:45:58.136Z,2023-02-25T12:46:02Z,4054077455,140,34.1,4054077457,141,88.4,4054077451,107,,4054077461,213,5.8,4054077453,56,Back,4054077459,212,18.1,,,,,,,2o9qsqvvvl3x6oeacd8iugbv8,L. Notel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511859587,5,61,1,0,14,86c88s72zckr0kdwv0mu7kn3d,0,34.1,88.4,2023-02-25T12:46:02.595Z,2023-02-25T12:46:08Z,4054077467,56,Back,,,,,,,,,,,,,,,,,,,,,,cuy5d1nzj2yd36g3fydirt562,K. Bussy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
