id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,assist,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/13/value,qualifier/15/value
2472783537,165,50,1,22,53,114h4h9ekimxmk95iypp478kk,1,85.2,93.2,2022-10-16T11:07:34.189Z,2022-10-16T11:07:38Z,3848302611,233,263,3848302485,56,Left,3848302487,286,,,,,,,,,,,,,,,,,en70ces933pdy4dbgq0lgjhsl,Mélissa Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472783553,263,7,1,22,53,e5hsx8fzufp57tv4oehbz0qht,1,14.8,6.8,2022-10-16T11:07:34.190Z,2022-10-16T11:07:38Z,3848302559,285,,3848302557,56,Back,3848302583,233,165,,,,,,,,,,,,,,,,d8ypulxmosy9ulp0imw6avo5,I. Jauréna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472783559,264,49,1,22,56,e5hsx8fzufp57tv4oehbz0qht,1,23.2,3.1,2022-10-16T11:07:37.370Z,2022-10-16T11:07:37Z,,,,,,,,,,,,,,,,,,,,,,,,,41gek0vcr4hcrc5hg6zk4am3u,V. Becho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472783579,166,61,1,22,56,114h4h9ekimxmk95iypp478kk,1,77.5,93.5,2022-10-16T11:07:37.479Z,2022-10-16T11:07:39Z,3848302703,56,Left,,,,,,,,,,,,,,,,,,,,,,9mo419gtk6dy5lhcvatcllkyy,J. Dufour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472783571,265,1,1,22,57,e5hsx8fzufp57tv4oehbz0qht,0,23.2,3.1,2022-10-16T11:07:37.856Z,2022-10-16T11:07:38Z,3848302635,155,,3848302639,140,30.6,3848302645,213,0.0,3848302641,141,3.1,3848302637,56,Back,3848302643,212,7.8,,,,,,,41gek0vcr4hcrc5hg6zk4am3u,V. Becho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472783597,266,1,1,22,57,e5hsx8fzufp57tv4oehbz0qht,0,21.3,3.2,2022-10-16T11:07:38.425Z,2022-10-16T11:08:38Z,3848302755,212,13.5,3848302753,141,9.2,3848302749,56,Back,3848302757,213,0.3,3848302751,140,33.6,,,,,,,,,,41gek0vcr4hcrc5hg6zk4am3u,V. Becho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472783603,167,49,1,22,58,114h4h9ekimxmk95iypp478kk,1,66.6,85.7,2022-10-16T11:07:38.817Z,2022-10-16T11:07:40Z,,,,,,,,,,,,,,,,,,,,,,,,,80dr0hzhre13aaavd0r4udpl,E. Palis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472783623,168,1,1,22,58,114h4h9ekimxmk95iypp478kk,1,66.6,85.7,2022-10-16T11:07:39.084Z,2022-10-16T11:07:41Z,3848302899,141,95.4,3848302903,213,1.0,3848302895,56,Left,3848302901,212,7.7,3848302897,140,70.4,,,,,,,,,,80dr0hzhre13aaavd0r4udpl,E. Palis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472783657,169,1,1,22,59,114h4h9ekimxmk95iypp478kk,1,70.3,95.6,2022-10-16T11:07:40.124Z,2022-10-16T11:07:43Z,3848303073,140,63.9,3848303069,56,Left,3848303077,141,95.4,3848303079,212,6.7,3848303081,213,3.2,,,,,,,,,,9mo419gtk6dy5lhcvatcllkyy,J. Dufour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472783729,170,1,1,23,1,114h4h9ekimxmk95iypp478kk,1,63.2,94.7,2022-10-16T11:07:42.252Z,2022-10-16T11:07:47Z,3848303509,213,3.7,3848303505,141,76.6,3848303501,56,Back,3848303507,212,23.9,3848303503,140,43.7,,,,,,,,,,80dr0hzhre13aaavd0r4udpl,E. Palis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472783763,171,1,1,23,5,114h4h9ekimxmk95iypp478kk,1,39.2,71.2,2022-10-16T11:07:46.093Z,2022-10-16T11:07:50Z,3848303691,140,34.5,3848303697,213,4.5,3848303689,56,Back,3848303695,212,23.7,3848303693,141,37.1,,,,,,,,,,c03fkophg1op7oov8hj7egx78,L. Autin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472783819,172,1,1,23,7,114h4h9ekimxmk95iypp478kk,1,32.9,32.8,2022-10-16T11:07:48.556Z,2022-10-16T11:07:54Z,3848304015,212,19.5,3848304013,141,7.7,3848304009,56,Back,3848304017,213,5.2,3848304011,140,41.8,,,,,,,,,,b0badx1gx15s9wo6ly8z1rl61,A. Lardez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472783929,173,1,1,23,12,114h4h9ekimxmk95iypp478kk,1,39.5,9.7,2022-10-16T11:07:52.701Z,2022-10-16T11:08:00Z,3848304597,140,13.4,3848304603,213,2.3,3848304593,155,,3848304601,212,40.4,3848304605,1,,3848304599,141,53.3,3848304595,56,Back,,,,ae68tqogc2yplitpd1yixky22,J. Karličić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472783945,174,1,1,23,18,114h4h9ekimxmk95iypp478kk,0,12.5,58.4,2022-10-16T11:07:59.116Z,2022-10-16T11:08:01Z,3848304675,56,Back,3848304683,213,0.3,3848304681,212,32.7,3848304679,141,73.5,3848304673,157,,3848304685,1,,3848304677,140,42.1,,,,alr6k5xokhqe1xi6a5kdyj7x1,M. Chavas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472783959,267,49,1,23,21,e5hsx8fzufp57tv4oehbz0qht,1,54.3,16.7,2022-10-16T11:08:02.233Z,2022-10-16T11:08:02Z,,,,,,,,,,,,,,,,,,,,,,,,,d8ypulxmosy9ulp0imw6avo5,I. Jauréna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472783989,268,1,1,23,22,e5hsx8fzufp57tv4oehbz0qht,1,55,15.9,2022-10-16T11:08:02.953Z,2022-10-16T11:08:04Z,3848304889,56,Center,3848304897,213,1.9,3848304891,140,50.4,3848304895,212,15.2,3848304893,141,37.1,,,,,,,,,,d8ypulxmosy9ulp0imw6avo5,I. Jauréna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472784023,269,1,1,23,23,e5hsx8fzufp57tv4oehbz0qht,1,50.4,37.1,2022-10-16T11:08:04.313Z,2022-10-16T11:08:06Z,3848305077,213,5.1,3848305071,140,55.4,3848305073,141,17.6,3848305075,212,14.3,3848305069,56,Right,,,,,,,,,,3bo8lbyohd3djey9pbd08fvf9,W. Renard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472784055,270,1,1,23,25,e5hsx8fzufp57tv4oehbz0qht,1,53.6,11.7,2022-10-16T11:08:06.489Z,2022-10-16T11:08:08Z,3848305203,140,64.7,3848305201,56,Right,3848305207,212,13.1,3848305205,141,20.4,3848305209,213,0.5,,,,,,,,,,d8ypulxmosy9ulp0imw6avo5,I. Jauréna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472784077,271,1,1,23,27,e5hsx8fzufp57tv4oehbz0qht,1,64.7,20.4,2022-10-16T11:08:08.105Z,2022-10-16T11:08:09Z,3848305365,212,14.9,3848305357,140,53.3,3848305369,213,3.8,3848305361,141,7.4,3848305355,56,Right,,,,,,,,,,3c765kc3b4cmgie0qf84jh1hx,A. Henry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472784109,272,1,1,23,28,e5hsx8fzufp57tv4oehbz0qht,1,53.3,7.4,2022-10-16T11:08:09.273Z,2022-10-16T11:08:11Z,3848305525,213,1.9,3848305517,56,Back,3848305523,212,18.5,3848305521,141,33.3,3848305519,140,47.8,,,,,,,,,,d8ypulxmosy9ulp0imw6avo5,I. Jauréna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472784175,273,1,1,23,30,e5hsx8fzufp57tv4oehbz0qht,1,55.7,36.7,2022-10-16T11:08:11.369Z,2022-10-16T11:08:17Z,3848305917,1,,3848305911,141,92.1,3848305909,140,63.6,3848305913,212,38.6,3848305907,56,Left,3848305915,213,1.4,,,,,,,3bo8lbyohd3djey9pbd08fvf9,W. Renard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472784213,274,1,1,23,36,e5hsx8fzufp57tv4oehbz0qht,1,71.6,86.6,2022-10-16T11:08:17.105Z,2022-10-16T11:08:20Z,3848306105,212,8.0,3848306103,141,75.0,3848306099,56,Center,3848306107,213,4.5,3848306101,140,70.1,,,,,,,,,,f30p9xqwupzhhiitqubpi79bd,S. Bacha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472784233,275,1,1,23,39,e5hsx8fzufp57tv4oehbz0qht,0,71.5,72,2022-10-16T11:08:20.049Z,2022-10-16T11:08:21Z,3848306187,155,,3848306195,212,28.5,3848306189,56,Center,3848306197,213,6.2,3848306191,140,98.5,3848306193,141,67.9,,,,,,,6ywkny98b9qzuvhqxwn9l0ogl,L. Horan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472784261,175,52,1,23,41,114h4h9ekimxmk95iypp478kk,1,4.5,36.9,2022-10-16T11:08:21.867Z,2022-10-16T11:08:23Z,,,,,,,,,,,,,,,,,,,,,,,,,alr6k5xokhqe1xi6a5kdyj7x1,M. Chavas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472784335,176,1,1,23,44,114h4h9ekimxmk95iypp478kk,1,4.5,39.8,2022-10-16T11:08:25.388Z,2022-10-16T11:08:30Z,3848306717,213,1.2,3848306709,56,Back,3848306711,140,12.3,3848306713,141,69.4,3848306707,123,,3848306715,212,21.7,,,,,,,alr6k5xokhqe1xi6a5kdyj7x1,M. Chavas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472784383,177,1,1,23,48,114h4h9ekimxmk95iypp478kk,1,14.9,72.6,2022-10-16T11:08:29.020Z,2022-10-16T11:08:34Z,3848306957,56,Back,3848306965,213,0.7,3848306961,141,92.1,3848306963,212,20.1,3848306959,140,29.3,,,,,,,,,,5mcszf3yuxwxcggl8ds2v1a7d,J. Thibaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472784391,178,61,1,23,52,114h4h9ekimxmk95iypp478kk,1,31.1,94.7,2022-10-16T11:08:33.132Z,2022-10-16T11:08:35Z,3848306989,56,Back,,,,,,,,,,,,,,,,,,,,,,9mo419gtk6dy5lhcvatcllkyy,J. Dufour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472784451,179,3,1,23,56,114h4h9ekimxmk95iypp478kk,0,39.5,91.4,2022-10-16T11:08:37.112Z,2022-10-16T11:08:39Z,3848307319,233,276,3848307267,56,Back,3848307269,286,,,,,,,,,,,,,,,,,4y78x1atris45m06oqr7axbzd,M. Cardia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472784433,276,7,1,23,56,e5hsx8fzufp57tv4oehbz0qht,1,60.5,8.6,2022-10-16T11:08:37.113Z,2022-10-16T11:08:39Z,3848307201,56,Right,3848307203,285,,3848307283,233,179,3848307195,167,,,,,,,,,,,,,,3c765kc3b4cmgie0qf84jh1hx,A. Henry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472784471,180,5,1,23,57,114h4h9ekimxmk95iypp478kk,1,39.2,101.6,2022-10-16T11:08:38.081Z,2022-10-16T11:11:55Z,3848307373,347,,3848307371,56,Back,3848307407,233,277,,,,,,,,,,,,,,,,4y78x1atris45m06oqr7axbzd,M. Cardia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472784437,277,5,1,23,57,e5hsx8fzufp57tv4oehbz0qht,0,60.8,-1.6,2022-10-16T11:08:38.081Z,2022-10-16T11:08:41Z,3848307205,56,Right,3848307453,233,180,3848307207,347,,,,,,,,,,,,,,,,,3c765kc3b4cmgie0qf84jh1hx,A. Henry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472784567,181,1,1,24,4,114h4h9ekimxmk95iypp478kk,1,39.5,100,2022-10-16T11:08:45.308Z,2022-10-16T11:08:48Z,3848307939,140,51.7,3848307935,56,Left,3848307943,141,91.2,3848307931,107,,3848307951,213,5.8,3848307947,212,14.7,,,,,,,9mo419gtk6dy5lhcvatcllkyy,J. Dufour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472784589,182,1,1,24,6,114h4h9ekimxmk95iypp478kk,1,51.7,91.2,2022-10-16T11:08:47.260Z,2022-10-16T11:08:51Z,3848308061,56,Back,3848308067,212,13.3,3848308069,213,2.9,3848308063,140,39.5,3848308065,141,96.2,,,,,,,,,,en70ces933pdy4dbgq0lgjhsl,Mélissa Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472784633,183,1,1,24,8,114h4h9ekimxmk95iypp478kk,1,38.8,94.8,2022-10-16T11:08:49.324Z,2022-10-16T11:08:55Z,3848308315,56,Back,3848308323,213,3.2,3848308321,212,13.9,3848308319,141,93.2,3848308317,140,25.6,,,,,,,,,,9mo419gtk6dy5lhcvatcllkyy,J. Dufour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472784659,184,1,1,24,13,114h4h9ekimxmk95iypp478kk,1,25.7,77.3,2022-10-16T11:08:53.916Z,2022-10-16T11:08:58Z,3848308441,56,Back,3848308447,212,12.9,3848308449,213,5.6,3848308445,141,65.2,3848308443,140,35.2,,,,,,,,,,5mcszf3yuxwxcggl8ds2v1a7d,J. Thibaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472784695,185,1,1,24,15,114h4h9ekimxmk95iypp478kk,1,34,69.1,2022-10-16T11:08:56.524Z,2022-10-16T11:09:01Z,3848308627,213,3.6,3848308617,140,18.2,3848308621,141,57.0,3848308615,56,Back,3848308625,212,18.5,,,,,,,,,,84qomd74wlfrd9lpost35p4wk,M. Seguin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472784731,186,1,1,24,19,114h4h9ekimxmk95iypp478kk,1,15.3,53.6,2022-10-16T11:08:59.693Z,2022-10-16T11:09:04Z,3848308813,213,4.8,3848308805,56,Back,3848308809,141,11.6,3848308811,212,28.7,3848308807,140,17.8,,,,,,,,,,c03fkophg1op7oov8hj7egx78,L. Autin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472784791,187,1,1,24,22,114h4h9ekimxmk95iypp478kk,1,19.2,10.3,2022-10-16T11:09:02.876Z,2022-10-16T11:09:09Z,3848309149,212,16.6,3848309151,213,0.5,3848309147,141,21.0,3848309145,140,33.4,3848309143,56,Back,,,,,,,,,,b0badx1gx15s9wo6ly8z1rl61,A. Lardez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472784799,188,61,1,24,27,114h4h9ekimxmk95iypp478kk,0,31.2,25.3,2022-10-16T11:09:08.204Z,2022-10-16T11:09:10Z,3848309175,56,Back,,,,,,,,,,,,,,,,,,,,,,4y78x1atris45m06oqr7axbzd,M. Cardia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472784815,278,1,1,24,28,e5hsx8fzufp57tv4oehbz0qht,0,66.1,76.6,2022-10-16T11:09:08.731Z,2022-10-16T11:09:11Z,3848309259,213,1.2,3848309295,286,,3848309255,141,79.9,3848309257,212,2.4,3848309291,233,189,3848309251,56,Left,3848309289,236,,3848309253,140,67.0,ct4fyrkcvk3i01xiz1wpsyuw9,M. Malard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472784807,189,74,1,24,28,114h4h9ekimxmk95iypp478kk,1,31.2,25.3,2022-10-16T11:09:08.732Z,2022-10-16T11:09:11Z,3848309315,233,278,3848309203,56,Back,3848309205,285,,,,,,,,,,,,,,,,,4y78x1atris45m06oqr7axbzd,M. Cardia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472784835,190,1,1,24,29,114h4h9ekimxmk95iypp478kk,1,30.2,27.1,2022-10-16T11:09:10.108Z,2022-10-16T11:09:13Z,3848309375,212,8.3,3848309373,141,21.3,3848309369,56,Back,3848309377,213,3.6,3848309371,140,23.2,,,,,,,,,,4y78x1atris45m06oqr7axbzd,M. Cardia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472784859,191,1,1,24,30,114h4h9ekimxmk95iypp478kk,1,23,25.9,2022-10-16T11:09:11.468Z,2022-10-16T11:09:14Z,3848309489,56,Back,3848309491,140,33.7,3848309497,213,0.7,3848309493,141,40.0,3848309495,212,14.8,,,,,,,,,,b0badx1gx15s9wo6ly8z1rl61,A. Lardez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472784907,192,1,1,24,32,114h4h9ekimxmk95iypp478kk,1,33.6,41.6,2022-10-16T11:09:13.228Z,2022-10-16T11:09:17Z,3848309711,141,59.7,3848309709,140,30.2,3848309713,212,12.8,3848309707,56,Back,3848309715,213,1.9,,,,,,,,,,84qomd74wlfrd9lpost35p4wk,M. Seguin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472784911,193,43,1,24,35,114h4h9ekimxmk95iypp478kk,1,0,0,2022-10-16T11:09:15.773Z,2022-10-16T11:09:20Z,3848309733,56,Back,3848309735,285,0,3848309903,144,50,,,,,,,,,,,,,,,,80dr0hzhre13aaavd0r4udpl,E. Palis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472784959,194,4,1,24,38,114h4h9ekimxmk95iypp478kk,1,29.6,63.4,2022-10-16T11:09:19.024Z,2022-10-16T11:09:22Z,3848309987,265,,3848309981,13,,3848309997,233,279,3848309989,285,,3848309983,56,Back,3848309985,152,,,,,,,,80dr0hzhre13aaavd0r4udpl,E. Palis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472784937,279,4,1,24,38,e5hsx8fzufp57tv4oehbz0qht,0,70.4,36.6,2022-10-16T11:09:19.025Z,2022-10-16T11:09:23Z,3848309859,13,,3848310005,233,194,3848309865,152,,3848309863,56,Center,3848309869,286,,3848309867,265,,,,,,,,41gek0vcr4hcrc5hg6zk4am3u,V. Becho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472785139,280,17,1,24,54,e5hsx8fzufp57tv4oehbz0qht,1,0,0,2022-10-16T11:09:35.473Z,2022-10-16T11:09:35Z,3848310911,13,243,3848310901,31,,3848310905,392,,,,,,,,,,,,,,,,,41gek0vcr4hcrc5hg6zk4am3u,V. Becho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472785649,195,1,1,25,23,114h4h9ekimxmk95iypp478kk,0,28.6,61.2,2022-10-16T11:10:04.524Z,2022-10-16T11:10:19Z,3848313413,140,65.1,3848313405,5,,3848313409,152,,3848313417,212,39.3,3848313411,56,Center,3848313415,141,74.2,3848313421,1,,3848313419,213,0.2,alr6k5xokhqe1xi6a5kdyj7x1,M. Chavas,,3848313407,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472785651,281,44,1,25,28,e5hsx8fzufp57tv4oehbz0qht,1,34,27,2022-10-16T11:10:08.700Z,2022-10-16T11:10:11Z,3848313523,233,196,3848313425,56,Back,3848313427,285,,,,,,,,,,,,,,,,,3bo8lbyohd3djey9pbd08fvf9,W. Renard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472785653,196,44,1,25,28,114h4h9ekimxmk95iypp478kk,0,66,73,2022-10-16T11:10:08.701Z,2022-10-16T11:10:11Z,3848313543,233,281,3848313431,286,,3848313429,56,Center,,,,,,,,,,,,,,,,en70ces933pdy4dbgq0lgjhsl,Mélissa Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472785655,282,1,1,25,28,e5hsx8fzufp57tv4oehbz0qht,0,33,28.2,2022-10-16T11:10:09.410Z,2022-10-16T11:10:53Z,3848313437,140,41.2,3848313443,213,5.9,3848313439,141,23.1,3848313441,212,9.3,3848313433,3,,3848313435,56,Back,,,,,,,3bo8lbyohd3djey9pbd08fvf9,W. Renard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472785693,197,1,1,25,29,114h4h9ekimxmk95iypp478kk,0,58.7,72,2022-10-16T11:10:09.723Z,2022-10-16T11:10:58Z,3848313617,141,93.5,3848313621,213,1.0,3848313619,212,17.7,3848313613,56,Left,3848313615,140,68.2,,,,,,,,,,80dr0hzhre13aaavd0r4udpl,E. Palis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472785695,198,1,1,25,29,114h4h9ekimxmk95iypp478kk,0,68.2,93.5,2022-10-16T11:10:10.132Z,2022-10-16T11:10:58Z,3848313633,141,85.4,3848313635,212,5.9,3848313629,56,Left,3848313637,213,5.1,3848313631,140,70.3,,,,,,,,,,9mo419gtk6dy5lhcvatcllkyy,J. Dufour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472785689,283,8,1,25,32,e5hsx8fzufp57tv4oehbz0qht,1,30.4,5.5,2022-10-16T11:10:12.694Z,2022-10-16T11:10:12Z,3848313609,56,Back,,,,,,,,,,,,,,,,,,,,,,d8ypulxmosy9ulp0imw6avo5,I. Jauréna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472785733,286,3,1,25,32,e5hsx8fzufp57tv4oehbz0qht,0,23.6,5.9,2022-10-16T11:10:13.033Z,2022-10-16T11:11:10Z,3848313777,56,Back,3848313779,285,,3848313785,211,,,,,,,,,,,,,,,,,d8ypulxmosy9ulp0imw6avo5,I. Jauréna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472785703,284,49,1,25,32,e5hsx8fzufp57tv4oehbz0qht,1,34.8,7.9,2022-10-16T11:10:13.554Z,2022-10-16T11:10:13Z,,,,,,,,,,,,,,,,,,,,,,,,,41gek0vcr4hcrc5hg6zk4am3u,V. Becho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472785729,285,1,1,25,33,e5hsx8fzufp57tv4oehbz0qht,0,34.8,7.9,2022-10-16T11:10:13.745Z,2022-10-16T11:11:49Z,3848313755,140,23.6,3848313761,213,3.3,3848313753,56,Back,3848313759,212,11.8,3848313757,141,5.9,,,,,,,,,,41gek0vcr4hcrc5hg6zk4am3u,V. Becho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472785741,199,49,1,25,33,114h4h9ekimxmk95iypp478kk,1,73.9,69.9,2022-10-16T11:10:14.556Z,2022-10-16T11:10:16Z,,,,,,,,,,,,,,,,,,,,,,,,,en70ces933pdy4dbgq0lgjhsl,Mélissa Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472785777,200,1,1,25,34,114h4h9ekimxmk95iypp478kk,1,73.9,69.9,2022-10-16T11:10:14.940Z,2022-10-16T11:10:18Z,3848314001,213,2.0,3848313999,212,11.6,3848313997,141,85.7,3848313993,56,Left,3848313995,140,69.7,,,,,,,,,,en70ces933pdy4dbgq0lgjhsl,Mélissa Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472785803,201,1,1,25,36,114h4h9ekimxmk95iypp478kk,1,69.5,82.7,2022-10-16T11:10:16.732Z,2022-10-16T11:10:20Z,3848314115,140,76.4,3848314121,213,0.7,3848314119,212,9.5,3848314113,56,Left,3848314117,141,91.8,,,,,,,,,,9mo419gtk6dy5lhcvatcllkyy,J. Dufour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472785843,202,1,1,25,37,114h4h9ekimxmk95iypp478kk,0,81.2,91.7,2022-10-16T11:10:18.460Z,2022-10-16T11:10:22Z,3848314331,213,5.2,3848314325,140,94.1,3848314329,212,31.8,3848314323,56,Center,3848314319,2,,3848314321,155,,3848314327,141,49.4,,,,en70ces933pdy4dbgq0lgjhsl,Mélissa Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472785787,287,61,1,25,38,e5hsx8fzufp57tv4oehbz0qht,1,21.5,14.7,2022-10-16T11:10:18.995Z,2022-10-16T11:10:19Z,3848314043,56,Back,,,,,,,,,,,,,,,,,,,,,,d8ypulxmosy9ulp0imw6avo5,I. Jauréna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472785875,288,12,1,25,42,e5hsx8fzufp57tv4oehbz0qht,1,8.1,50.9,2022-10-16T11:10:22.922Z,2022-10-16T11:11:03Z,3848314459,56,Back,3848314463,141,69.3,3848314465,212,18.1,3848317007,15,,3848314467,213,0.8,3848314461,140,20.6,,,,,,,f30p9xqwupzhhiitqubpi79bd,S. Bacha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472785879,289,49,1,25,43,e5hsx8fzufp57tv4oehbz0qht,1,20.6,69.3,2022-10-16T11:10:24.267Z,2022-10-16T11:10:24Z,,,,,,,,,,,,,,,,,,,,,,,,,ct4fyrkcvk3i01xiz1wpsyuw9,M. Malard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472785957,290,1,1,25,46,e5hsx8fzufp57tv4oehbz0qht,1,24.1,67,2022-10-16T11:10:27.249Z,2022-10-16T11:10:29Z,3848314865,212,14.9,3848314863,141,69.4,3848314859,56,Back,3848314861,140,38.2,3848314869,213,0.1,,,,,,,,,,ct4fyrkcvk3i01xiz1wpsyuw9,M. Malard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472785965,291,1,1,25,49,e5hsx8fzufp57tv4oehbz0qht,1,42,72,2022-10-16T11:10:29.849Z,2022-10-16T11:10:30Z,3848314905,140,54.6,3848314903,56,Center,3848314907,141,66.0,3848314911,213,6.0,3848314909,212,13.8,,,,,,,,,,28yvc8jmyyfavb0hetafjdadx,D. van de Donk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472786003,292,1,1,25,49,e5hsx8fzufp57tv4oehbz0qht,1,54.6,66,2022-10-16T11:10:30.625Z,2022-10-16T11:10:33Z,3848315099,212,9.6,3848315089,56,Back,3848315097,141,67.5,3848315093,140,45.5,3848315101,213,3.0,,,,,,,,,,7jux9gpb11yfbl8jj32n0zil1,E. Le Sommer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
