id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/15/value,qualifier/12/value,qualifier/14/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2460548813,1,34,16,0,0,97jxqfbi28yoeedjbbw5xqhyi,1,0,0,2022-09-16T15:39:38.091Z,2022-09-16T16:28:48Z,3783189325,130,8,3783189323,59,"1, 20, 7, 21, 29, 25, 8, 10, 27, 14, 13, 2, 5, 9, 15, 18, 19, 30",3783189321,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3783189319,30,"7ei82jx0voz3m7g64d9ewmggl, 552lzdgzrbb27bech7ow3v9hx, ejzz3wi6gxujl6idun7k9wmvp, 8lqbmqjrc7ikjm0me2fsdej11, 9k44thez31exd8pbq7i5wdbs9, 3taxlkn9lb7otwvgbx9gyo82x, 3o1we6pb4axflmhkn1r0b01xx, akldj20vfqfopuvurujsgtsd1, 996uvthtn0ho4doic5mcty6z9, coj9nvuorcm7rvvotheguc5hx, 1jlc387u7fdpnnus9nlsb179w, arw9e50in9zw8e9eoul9x8rje, 7nogrzsn8zm4vsomb6ontb4k5, 8ls23zdsn7vn3bsx8o3gzwrh0, ctcrlz7c9s8wibhvt47dy6hw4, 11249ix42zyb89ipxrymbb2tw, et3yygjf96h7sgd43lb5t1yj8, 2zxnm6bkhkjolx1esz593wk45",3783189329,194,akldj20vfqfopuvurujsgtsd1,3783189333,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3783189331,197,8452,3783189327,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460549853,1,34,16,0,0,bdfjkux9o0vtsdig5zsbhtysq,1,0,0,2022-09-16T15:44:39.494Z,2022-09-16T16:45:51Z,3783195333,130,4,3783195331,59,"16, 27, 23, 22, 10, 19, 17, 8, 11, 7, 18, 1, 15, 20, 24, 25, 28, 31",3783195335,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3783195329,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3783195327,30,"2f1e295qn6s9l5d6v1degrizt, dx5okwmzef2p09vgp02i1ucph, ehchjemv9fwcnwomosua92qqd, 7l931hwm1tajvf6r717biyw2d, 8iblvy7aw7kdghvke6s5gisid, 1mhjq24kq1fapaoib7lzb6b4l, 1ck8f8510t6ei80haqe2vqbpx, 7d4y77nkrn4w4dht1c4vr28yx, 3uxijnhp1ibbqm6e4lfivq8k5, 94pv0j29t5jrfdc36o6791wp, 7ak0q2t9ex8rcov81012amuad, 8yebzwn5wynngu33kqcsh1fbp, aos03ja9xr5jr2w3e6t20p94a, 9qidpdp5vlw8ma2z9synky6ms, 1ph6w6q8t75mov5fnnc8hda8k, afbretep8sws6f9hrnpghk416, cg4yqx0lth6d27oxlgwcuvdn9, 2q1tt2u2h3q1hb3uz28rofzmc",3783195341,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3783195337,194,1ck8f8510t6ei80haqe2vqbpx,3783195339,197,13251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460558343,2,32,1,0,0,97jxqfbi28yoeedjbbw5xqhyi,1,0,0,2022-09-16T16:30:26.528Z,2022-09-16T16:30:26Z,3783244579,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460558349,2,32,1,0,0,bdfjkux9o0vtsdig5zsbhtysq,1,0,0,2022-09-16T16:30:26.528Z,2022-09-16T16:30:29Z,3783244599,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460558355,3,1,1,0,0,bdfjkux9o0vtsdig5zsbhtysq,1,50.1,50.3,2022-09-16T16:30:26.628Z,2022-09-16T16:39:13Z,3783244617,56,Back,3783244619,140,47.3,3783244627,279,S,3783244621,141,54.5,3783244623,212,4.1,3783244625,213,2.4,,,,,,,1ck8f8510t6ei80haqe2vqbpx,G. Thiney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460558359,4,1,1,0,1,bdfjkux9o0vtsdig5zsbhtysq,0,52,52.2,2022-09-16T16:30:28.428Z,2022-09-16T16:31:40Z,3783244651,212,4.1,3783244653,213,6.1,3783244647,140,55.8,3783244645,56,Center,3783244649,141,51.1,,,,,,,,,,7d4y77nkrn4w4dht1c4vr28yx,D. Corboz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460558699,25,61,1,0,2,97jxqfbi28yoeedjbbw5xqhyi,1,42.9,47.2,2022-09-16T16:30:28.901Z,2022-09-16T16:32:42Z,3783248027,56,Back,,,,,,,,,,,,,,,,,,,,,,akldj20vfqfopuvurujsgtsd1,L. Le Garrec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460558381,5,61,1,0,3,bdfjkux9o0vtsdig5zsbhtysq,1,52.8,52,2022-09-16T16:30:30.431Z,2022-09-16T16:33:09Z,3783245393,56,Center,,,,,,,,,,,,,,,,,,,,,,1ck8f8510t6ei80haqe2vqbpx,G. Thiney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460558365,3,49,1,0,5,97jxqfbi28yoeedjbbw5xqhyi,1,44.3,56,2022-09-16T16:30:32.460Z,2022-09-16T16:30:32Z,,,,,,,,,,,,,,,,,,,,,,,,,8lqbmqjrc7ikjm0me2fsdej11,M. Dafeur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460558371,4,1,1,0,6,97jxqfbi28yoeedjbbw5xqhyi,1,44.3,56,2022-09-16T16:30:32.748Z,2022-09-16T16:30:35Z,3783244707,213,0.7,3783244705,212,15.5,3783244699,56,Center,3783244703,141,70.5,3783244701,140,55.7,,,,,,,,,,8lqbmqjrc7ikjm0me2fsdej11,M. Dafeur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
