id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/15/value
2503605215,1,34,16,0,0,drnln5nhp7dqype6j3upkoiqp,1,0,0,2023-02-04T12:06:25.720Z,2023-02-04T12:50:03Z,4010625861,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4010625857,59,"16, 17, 13, 22, 6, 19, 20, 23, 11, 9, 14, 1, 5, 7, 15, 18, 25, 26",4010625855,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4010625853,30,"3dfjmvoka2j9pw4s7z7vac0r9, 5d6w6h4s9rfioy07y1rqrmgyy, 24w5egwdnqme3z091t0e71c2y, 7oqvkyby3x041hlfoxo5bkxlg, c6wlz59l4w2pe0o5xj6nbks4q, eafhhlki76tgbbrwgeof4spyi, 2k7qjez21ghq91378ecc585w5, 1eo54huy053pgofiws2n36s16, 3nahmpoi0glxeu95ip8hx8odm, jbxmumw5e6sad0zo1hljqnl5, 5vvgnuyaxp4x7hvzmgkku3pm2, 3h1cw632st7suexo3fo6aremt, c59ms3k7ezd0x0qgmmq734lqs, 3vpsxb6kzdffwgumf9mfcmms5, 9i6rsrclokuoxbbepiw0xehre, ev3mgnq60hfy9raxynpjhj3mc, 7alrgsdv6ycykqgigqizax39x, osvwpq7pwiy2ixjqcpkp3rbo",4010625863,194,jbxmumw5e6sad0zo1hljqnl5,4010625865,197,8471,4010625867,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4010625859,130,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503608043,1,34,16,0,0,86c88s72zckr0kdwv0mu7kn3d,1,0,0,2023-02-04T12:10:03.788Z,2023-02-04T12:43:58Z,4010639675,130,8,4010639677,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4010639673,59,"1, 22, 3, 14, 5, 4, 7, 8, 6, 10, 19, 2, 9, 13, 15, 18, 25, 30",4010639683,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4010639669,30,"1tvu4rv4o96wqjzk836y9bp3p, dpyv59tmgrenfals4e16d5lre, c7ybrnt131jx4z31cfo6bx4a, ehxz768zrgon8drwzlso5k0t0, dvyjggz5eiinhhozhb17s707p, dq65c3jm6mlu3mzug9b0z3ytw, ezhkluh7xo0zv6t8zf5oab0q2, 4rdywd4n4j0cdzfoifpd35ujt, 4jxsimbrhvzfwfc3krnld59wq, aga4leu1tmnv7kibufwr119be, cuy5d1nzj2yd36g3fydirt562, 6rlmvqkrg0ulgmu80k21584bt, wibn2uli25nw0w4ddbohhnje, 4p2fapncvvibg0l9ungou0tbe, uspe8sp6q4a5o6kc9n6rnyp6, 38gaf1qjazayc2lo9wvly9tzo, 4tsbzybsipqmnahwgm19uyivo, dxojafbkfxjskl0ek4nucrnpx",4010639671,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4010639679,194,dpyv59tmgrenfals4e16d5lre,4010639681,197,9442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503632507,2,32,1,0,0,86c88s72zckr0kdwv0mu7kn3d,1,0,0,2023-02-04T12:45:09.490Z,2023-02-04T12:45:30Z,4010759141,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503632179,2,32,1,0,0,drnln5nhp7dqype6j3upkoiqp,1,0,0,2023-02-04T12:45:09.490Z,2023-02-04T12:45:09Z,4010757453,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503632247,3,1,1,0,0,drnln5nhp7dqype6j3upkoiqp,1,49.9,50.1,2023-02-04T12:45:09.590Z,2023-02-04T12:45:13Z,4010757773,141,53.0,4010757777,213,3.1,4010757775,212,24.3,4010757771,140,26.8,4010757779,279,S,4010757769,56,Back,,,,,,,3nahmpoi0glxeu95ip8hx8odm,A. Péniguel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503632279,4,1,1,0,3,drnln5nhp7dqype6j3upkoiqp,1,27.3,53.7,2023-02-04T12:45:13.149Z,2023-02-04T13:32:31Z,4010757955,213,4.8,4010757945,56,Back,4010757953,212,11.1,4010757947,140,27.7,4010757951,141,37.4,,,,,,,,,,eafhhlki76tgbbrwgeof4spyi,E. Jézéquel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503632293,5,1,1,0,5,drnln5nhp7dqype6j3upkoiqp,1,28.4,34.2,2023-02-04T12:45:14.870Z,2023-02-04T13:32:31Z,4010758015,56,Back,4010758023,141,13.2,4010758017,140,30.1,4010758029,212,14.4,4010758033,213,4.8,,,,,,,,,,c6wlz59l4w2pe0o5xj6nbks4q,S. Julini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503632357,6,1,1,0,6,drnln5nhp7dqype6j3upkoiqp,1,30.1,13.2,2023-02-04T12:45:16.318Z,2023-02-04T13:32:32Z,4010758369,213,1.9,4010758361,56,Back,4010758365,141,26.8,4010758367,212,9.8,4010758363,140,27.1,,,,,,,,,,5d6w6h4s9rfioy07y1rqrmgyy,G. Kazadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503632367,7,1,1,0,10,drnln5nhp7dqype6j3upkoiqp,0,30.2,21.8,2023-02-04T12:45:20.477Z,2023-02-04T13:32:32Z,4010758423,140,39.9,4010758429,213,6.3,4010758421,56,Back,4010758427,212,10.2,4010758425,141,21.5,,,,,,,,,,c6wlz59l4w2pe0o5xj6nbks4q,S. Julini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503632527,3,8,1,0,11,86c88s72zckr0kdwv0mu7kn3d,1,62,81.2,2023-02-04T12:45:21.047Z,2023-02-04T12:45:36Z,4010759215,56,Left,,,,,,,,,,,,,,,,,,,,,,aga4leu1tmnv7kibufwr119be,R. Corboz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
