id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/15/value
2480190557,11,1,1,0,24,drnln5nhp7dqype6j3upkoiqp,1,31.9,0,2022-11-01T06:35:12.198Z,2022-11-01T06:35:14Z,3887498381,213,1.0,3887498375,141,15.3,3887498377,212,13.9,3887498371,56,Back,3887498373,140,39.3,3887498369,107,,,,,,,,7gisthugglsa8l3wah7gw2klx,H. Mansuy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480190559,12,1,1,0,25,drnln5nhp7dqype6j3upkoiqp,0,39.3,15.3,2022-11-01T06:35:13.989Z,2022-11-01T06:35:15Z,3887498399,213,6.0,3887498393,140,60.2,3887498397,212,23.1,3887498395,141,4.9,3887498391,56,Right,,,,,,,,,,3vpsxb6kzdffwgumf9mfcmms5,A. Lahmari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480190563,8,8,1,0,27,114h4h9ekimxmk95iypp478kk,1,33.2,93.5,2022-11-01T06:35:15.319Z,2022-11-01T06:35:15Z,3887498409,56,Back,,,,,,,,,,,,,,,,,,,,,,cz9o6yad9c8s2potdvqau5slw,F. Liaigre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480190567,9,49,1,0,28,114h4h9ekimxmk95iypp478kk,1,40,92.7,2022-11-01T06:35:16.920Z,2022-11-01T06:35:17Z,,,,,,,,,,,,,,,,,,,,,,,,,9mo419gtk6dy5lhcvatcllkyy,J. Dufour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480190581,10,1,1,0,29,114h4h9ekimxmk95iypp478kk,1,40,92.7,2022-11-01T06:35:17.160Z,2022-11-01T06:35:19Z,3887498499,213,4.6,3887498493,140,39.2,3887498491,56,Back,3887498497,212,6.9,3887498495,141,82.6,,,,,,,,,,9mo419gtk6dy5lhcvatcllkyy,J. Dufour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480190583,11,1,1,0,31,114h4h9ekimxmk95iypp478kk,0,58.1,80.8,2022-11-01T06:35:19.815Z,2022-11-01T06:35:21Z,3887498517,212,26.6,3887498515,141,100.0,3887498511,56,Left,3887498513,140,79.4,3887498519,213,0.6,,,,,,,,,,80dr0hzhre13aaavd0r4udpl,E. Palis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480190585,12,5,1,0,32,114h4h9ekimxmk95iypp478kk,0,80.8,102,2022-11-01T06:35:20.985Z,2022-11-01T06:35:23Z,3887498527,347,,3887498525,56,Left,3887498575,233,13,,,,,,,,,,,,,,,,80dr0hzhre13aaavd0r4udpl,E. Palis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480190591,13,5,1,0,32,drnln5nhp7dqype6j3upkoiqp,1,19.2,-2,2022-11-01T06:35:20.985Z,2022-11-01T06:57:51Z,3887498555,347,,3887498559,233,12,3887498553,56,Back,,,,,,,,,,,,,,,,3vpsxb6kzdffwgumf9mfcmms5,A. Lahmari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480190605,14,1,1,0,39,drnln5nhp7dqype6j3upkoiqp,1,17.8,0,2022-11-01T06:35:27.366Z,2022-11-01T06:35:30Z,3887498649,141,8.0,3887498643,107,,3887498653,213,0.3,3887498647,140,36.1,3887498645,56,Back,3887498651,212,20.4,,,,,,,7gisthugglsa8l3wah7gw2klx,H. Mansuy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480190607,15,50,1,0,42,drnln5nhp7dqype6j3upkoiqp,1,36.4,5.3,2022-11-01T06:35:30.469Z,2022-11-01T06:35:33Z,3887498699,233,13,3887498661,286,,3887498659,56,Back,,,,,,,,,,,,,,,,5vvgnuyaxp4x7hvzmgkku3pm2,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480190611,13,7,1,0,42,114h4h9ekimxmk95iypp478kk,1,63.6,94.7,2022-11-01T06:35:30.470Z,2022-11-01T06:35:33Z,3887498675,56,Left,3887498677,285,,3887498691,233,15,3887498673,167,,,,,,,,,,,,,,cz9o6yad9c8s2potdvqau5slw,F. Liaigre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480190615,14,5,1,0,44,114h4h9ekimxmk95iypp478kk,0,66.6,101.8,2022-11-01T06:35:32.245Z,2022-11-01T06:35:34Z,3887498685,347,,3887498705,233,16,3887498683,56,Left,,,,,,,,,,,,,,,,cz9o6yad9c8s2potdvqau5slw,F. Liaigre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480190617,16,5,1,0,44,drnln5nhp7dqype6j3upkoiqp,1,33.4,-1.8,2022-11-01T06:35:32.245Z,2022-11-01T06:57:51Z,3887498687,56,Back,3887498695,233,14,3887498689,347,,,,,,,,,,,,,,,,,5vvgnuyaxp4x7hvzmgkku3pm2,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480190633,17,1,1,0,50,drnln5nhp7dqype6j3upkoiqp,1,32.5,0,2022-11-01T06:35:38.917Z,2022-11-01T06:35:42Z,3887498797,141,22.5,3887498795,140,34.0,3887498791,107,,3887498801,213,1.5,3887498793,56,Back,3887498799,212,16.7,,,,,,,7gisthugglsa8l3wah7gw2klx,H. Mansuy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480190647,18,1,1,0,54,drnln5nhp7dqype6j3upkoiqp,1,36.3,32.8,2022-11-01T06:35:42.223Z,2022-11-01T06:35:48Z,3887498883,213,2.3,3887498881,212,23.7,3887498875,56,Back,3887498877,140,21.8,3887498879,141,59.6,,,,,,,,,,85cmw667ykiku1pzcj07jreg9,S. Daoudi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480190651,19,1,1,0,59,drnln5nhp7dqype6j3upkoiqp,1,21.2,61.8,2022-11-01T06:35:48.036Z,2022-11-01T06:35:50Z,3887498901,56,Back,3887498905,141,56.0,3887498907,212,17.9,3887498909,213,3.4,3887498903,140,4.6,,,,,,,,,,eafhhlki76tgbbrwgeof4spyi,E. Jézéquel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480190653,20,1,1,1,2,drnln5nhp7dqype6j3upkoiqp,0,4.6,56,2022-11-01T06:35:50.309Z,2022-11-01T06:35:51Z,3887498929,212,42.7,3887498923,56,Back,3887498931,213,0.0,3887498925,140,45.3,3887498927,141,57.0,3887498921,157,,3887498933,1,,,,,3h1cw632st7suexo3fo6aremt,C. Perrault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480190655,15,49,1,1,3,114h4h9ekimxmk95iypp478kk,1,51.2,28,2022-11-01T06:35:51.368Z,2022-11-01T06:35:51Z,,,,,,,,,,,,,,,,,,,,,,,,,elbn5tbmbvbk8x7oxl2maia6s,M. Haelewyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480190661,16,1,1,1,3,114h4h9ekimxmk95iypp478kk,0,51.2,28,2022-11-01T06:35:51.960Z,2022-11-01T06:35:52Z,3887498971,213,6.2,3887498961,3,,3887498963,56,Center,3887498969,212,10.5,3887498965,140,61.2,3887498967,141,27.4,,,,,,,elbn5tbmbvbk8x7oxl2maia6s,M. Haelewyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480190663,21,49,1,1,6,drnln5nhp7dqype6j3upkoiqp,1,37.1,66.7,2022-11-01T06:35:54.918Z,2022-11-01T06:35:55Z,,,,,,,,,,,,,,,,,,,,,,,,,jbxmumw5e6sad0zo1hljqnl5,S. Cambot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480190671,22,1,1,1,8,drnln5nhp7dqype6j3upkoiqp,1,37.1,66.7,2022-11-01T06:35:56.899Z,2022-11-01T06:35:58Z,3887499031,141,14.4,3887499029,140,69.1,3887499027,56,Right,3887499025,157,,3887499037,1,,3887499035,213,5.5,3887499033,212,48.9,,,,jbxmumw5e6sad0zo1hljqnl5,S. Cambot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480190675,23,61,1,1,10,drnln5nhp7dqype6j3upkoiqp,0,69.1,14.4,2022-11-01T06:35:58.452Z,2022-11-01T06:35:58Z,3887499049,56,Right,,,,,,,,,,,,,,,,,,,,,,5vvgnuyaxp4x7hvzmgkku3pm2,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480190677,17,49,1,1,11,114h4h9ekimxmk95iypp478kk,1,26,93.5,2022-11-01T06:35:59.222Z,2022-11-01T06:35:59Z,,,,,,,,,,,,,,,,,,,,,,,,,9mo419gtk6dy5lhcvatcllkyy,J. Dufour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480190685,18,1,1,1,12,114h4h9ekimxmk95iypp478kk,1,35.4,92.7,2022-11-01T06:36:01.029Z,2022-11-01T06:36:03Z,3887499101,140,57.1,3887499099,56,Left,3887499107,213,5.9,3887499105,212,24.4,3887499103,141,79.7,,,,,,,,,,9mo419gtk6dy5lhcvatcllkyy,J. Dufour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480190687,19,61,1,1,15,114h4h9ekimxmk95iypp478kk,0,57,81.1,2022-11-01T06:36:03.382Z,2022-11-01T06:36:03Z,3887499117,56,Left,,,,,,,,,,,,,,,,,,,,,,bc1b4tkrsx8xsdqtoj198tg16,Amanda Gutierres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480190701,24,61,1,1,16,drnln5nhp7dqype6j3upkoiqp,0,45.6,17,2022-11-01T06:36:04.836Z,2022-11-01T06:36:04Z,3887499151,56,Back,,,,,,,,,,,,,,,,,,,,,,3vpsxb6kzdffwgumf9mfcmms5,A. Lahmari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480190719,20,1,1,1,20,114h4h9ekimxmk95iypp478kk,0,53,89.6,2022-11-01T06:36:08.564Z,2022-11-01T06:36:15Z,3887499247,141,78.3,3887499245,140,51.4,3887499265,286,,3887499249,212,7.9,3887499259,236,,3887499253,1,,3887499243,56,Center,3887499241,157,,9mo419gtk6dy5lhcvatcllkyy,J. Dufour,3887499251,213,4.5,3887499261,233,25,,,,,,,,,,,,,,,,,,,,,,,
2480190711,25,74,1,1,20,drnln5nhp7dqype6j3upkoiqp,1,51.8,7.7,2022-11-01T06:36:08.565Z,2022-11-01T06:36:11Z,3887499277,233,20,3887499201,285,,3887499199,56,Right,,,,,,,,,,,,,,,,3vpsxb6kzdffwgumf9mfcmms5,A. Lahmari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480190729,21,5,1,1,21,114h4h9ekimxmk95iypp478kk,1,51.4,100.8,2022-11-01T06:36:09.973Z,2022-11-01T06:57:52Z,3887499659,233,26,3887499287,56,Left,3887499289,347,,,,,,,,,,,,,,,,,9mo419gtk6dy5lhcvatcllkyy,J. Dufour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480190717,26,5,1,1,21,drnln5nhp7dqype6j3upkoiqp,0,48.6,-0.8,2022-11-01T06:36:09.973Z,2022-11-01T06:36:32Z,3887499237,56,Back,3887499669,233,21,3887499239,347,,,,,,,,,,,,,,,,,3vpsxb6kzdffwgumf9mfcmms5,A. Lahmari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480190767,22,1,1,1,29,114h4h9ekimxmk95iypp478kk,1,53.3,100,2022-11-01T06:36:18.070Z,2022-11-01T06:36:36Z,3887499427,140,59.8,3887499425,56,Left,3887499431,212,10.7,3887499429,141,88.7,3887499615,107,,3887499433,213,5.4,,,,,,,cz9o6yad9c8s2potdvqau5slw,F. Liaigre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480190769,23,50,1,1,31,114h4h9ekimxmk95iypp478kk,1,64.6,90,2022-11-01T06:36:19.957Z,2022-11-01T06:36:22Z,3887499443,286,,3887499441,56,Left,3887499489,233,27,,,,,,,,,,,,,,,,9gugnyggxqnc9fijivw8fvq39,M. Garbino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480190775,27,7,1,1,31,drnln5nhp7dqype6j3upkoiqp,1,35.4,10,2022-11-01T06:36:19.958Z,2022-11-01T06:36:22Z,3887499471,56,Back,3887499479,233,23,3887499473,285,,,,,,,,,,,,,,,,,85cmw667ykiku1pzcj07jreg9,S. Daoudi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480190777,28,49,1,1,33,drnln5nhp7dqype6j3upkoiqp,1,30.6,8.6,2022-11-01T06:36:21.653Z,2022-11-01T06:36:22Z,,,,,,,,,,,,,,,,,,,,,,,,,85cmw667ykiku1pzcj07jreg9,S. Daoudi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480190785,29,1,1,1,33,drnln5nhp7dqype6j3upkoiqp,1,30.6,8.6,2022-11-01T06:36:21.828Z,2022-11-01T06:36:23Z,3887499501,140,28.7,3887499499,56,Back,3887499507,213,1.9,3887499505,212,6.8,3887499503,141,18.2,,,,,,,,,,85cmw667ykiku1pzcj07jreg9,S. Daoudi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480190791,30,1,1,1,34,drnln5nhp7dqype6j3upkoiqp,0,28.7,18.2,2022-11-01T06:36:22.709Z,2022-11-01T06:36:23Z,3887499523,141,33.1,3887499527,213,1.0,3887499521,140,35.1,3887499525,212,12.2,3887499519,56,Back,,,,,,,,,,5vvgnuyaxp4x7hvzmgkku3pm2,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480190795,24,8,1,1,35,114h4h9ekimxmk95iypp478kk,1,64.6,61.8,2022-11-01T06:36:24.039Z,2022-11-01T06:36:24Z,3887499541,56,Center,,,,,,,,,,,,,,,,,,,,,,9gugnyggxqnc9fijivw8fvq39,M. Garbino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480190847,31,1,1,1,48,drnln5nhp7dqype6j3upkoiqp,1,3.9,40.7,2022-11-01T06:36:36.708Z,2022-11-01T06:36:41Z,3887499787,213,1.2,3887499785,212,25.7,3887499783,141,76.1,3887499781,140,12.4,3887499779,56,Back,,,,,,,,,,3h1cw632st7suexo3fo6aremt,C. Perrault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480190853,32,1,1,1,53,drnln5nhp7dqype6j3upkoiqp,1,12.4,76.1,2022-11-01T06:36:41.138Z,2022-11-01T06:36:43Z,3887499819,141,54.2,3887499815,56,Back,3887499817,140,2.9,3887499823,213,4.1,3887499821,212,17.9,,,,,,,,,,eafhhlki76tgbbrwgeof4spyi,E. Jézéquel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480190863,33,1,1,1,55,drnln5nhp7dqype6j3upkoiqp,1,2.7,49.9,2022-11-01T06:36:43.349Z,2022-11-01T06:36:46Z,3887499879,141,17.1,3887499875,56,Back,3887499877,140,3.2,3887499881,212,22.3,3887499883,213,4.7,,,,,,,,,,3h1cw632st7suexo3fo6aremt,C. Perrault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480190875,34,1,1,1,57,drnln5nhp7dqype6j3upkoiqp,1,3.9,12.5,2022-11-01T06:36:46.003Z,2022-11-01T06:36:50Z,3887499953,212,9.4,3887499949,140,10.5,3887499955,213,5.5,3887499947,56,Back,3887499951,141,3.1,,,,,,,,,,5d6w6h4s9rfioy07y1rqrmgyy,G. Kazadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480190883,35,1,1,2,2,drnln5nhp7dqype6j3upkoiqp,0,15.6,4,2022-11-01T06:36:50.293Z,2022-11-01T06:36:52Z,3887499993,1,,3887499983,140,49.6,3887499989,213,6.2,3887499987,212,35.9,3887499981,56,Back,3887499985,141,0.0,,,,,,,7gisthugglsa8l3wah7gw2klx,H. Mansuy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480190891,25,5,1,2,4,114h4h9ekimxmk95iypp478kk,1,52,101.6,2022-11-01T06:36:52.766Z,2022-11-01T06:57:52Z,3887500027,233,36,3887500021,347,,3887500019,56,Left,,,,,,,,,,,,,,,,9mo419gtk6dy5lhcvatcllkyy,J. Dufour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480190887,36,5,1,2,4,drnln5nhp7dqype6j3upkoiqp,0,48,-1.6,2022-11-01T06:36:52.766Z,2022-11-01T06:36:55Z,3887500035,233,25,3887499997,56,Back,3887499999,347,,,,,,,,,,,,,,,,,7gisthugglsa8l3wah7gw2klx,H. Mansuy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480190919,26,1,1,2,12,114h4h9ekimxmk95iypp478kk,1,46.8,100,2022-11-01T06:37:00.678Z,2022-11-01T06:37:02Z,3887500161,141,83.3,3887500163,212,15.6,3887500157,56,Left,3887500155,107,,3887500165,213,5.4,3887500159,140,56.4,,,,,,,cz9o6yad9c8s2potdvqau5slw,F. Liaigre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
