id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId
2460972081,201,74,1,16,17,ad9ip2f3tijbv4nqaayyqqkee,1,66.7,50.9,2022-09-17T12:46:35.215Z,2022-09-17T12:53:34Z,3785394173,233,115,3785394105,285,,3785394103,56,Center,,,,,,,,,,,,,,,,eihksc6tdooqw7ref4nt520a,O. Jean-François,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460972183,116,5,1,16,23,9s9jvki6htleffykj88qcpwpy,1,15.4,-1.4,2022-09-17T12:46:41.343Z,2022-09-17T12:46:44Z,3785394665,347,,3785394661,56,Back,3785394809,233,202,,,,,,,,,,,,,,,,2cp4j91pqwjvy7as74ckhc4wl,L. Cance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460972197,202,5,1,16,23,ad9ip2f3tijbv4nqaayyqqkee,0,84.6,101.4,2022-09-17T12:46:41.343Z,2022-09-17T12:53:29Z,3785394767,56,Left,3785394769,347,,3785394815,233,116,,,,,,,,,,,,,,,,eihksc6tdooqw7ref4nt520a,O. Jean-François,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460972473,117,1,1,16,45,9s9jvki6htleffykj88qcpwpy,1,20.9,0,2022-09-17T12:47:03.518Z,2022-09-17T12:47:05Z,3785396199,140,27.3,3785396197,56,Back,3785396195,107,,3785396205,213,0.7,3785396203,212,8.9,3785396201,141,7.0,,,,,,,5orsug2d4b7zzjat6eh9ks2qd,C. Bornes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460972479,118,1,1,16,47,9s9jvki6htleffykj88qcpwpy,1,27.3,7,2022-09-17T12:47:05.326Z,2022-09-17T12:47:06Z,3785396249,141,4.4,3785396245,56,Back,3785396247,140,21.1,3785396253,213,3.4,3785396251,212,6.7,,,,,,,,,,2cp4j91pqwjvy7as74ckhc4wl,L. Cance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460972489,119,1,1,16,48,9s9jvki6htleffykj88qcpwpy,1,21.1,4.4,2022-09-17T12:47:06.557Z,2022-09-17T12:47:08Z,3785396325,56,Back,3785396327,140,24.4,3785396333,213,1.2,3785396331,212,9.9,3785396329,141,18.0,,,,,,,,,,5orsug2d4b7zzjat6eh9ks2qd,C. Bornes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460972529,120,1,1,16,50,9s9jvki6htleffykj88qcpwpy,1,24.6,16.8,2022-09-17T12:47:08.462Z,2022-09-17T12:47:12Z,3785396563,141,30.0,3785396567,212,14.3,3785396559,140,14.0,3785396571,213,2.5,3785396557,56,Back,,,,,,,,,,9rab5estxnvvhj8evql7j68rt,O. Saunier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460972537,121,1,1,16,54,9s9jvki6htleffykj88qcpwpy,0,14,30,2022-09-17T12:47:12.448Z,2022-09-17T12:47:13Z,3785396611,1,,3785396609,213,5.7,3785396603,140,41.5,3785396601,56,Back,3785396605,141,4.4,3785396607,212,33.7,3785396599,157,,,,,8ra0s724ht9u3luvku2ytnrze,F. Bogi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460972569,203,1,1,16,55,ad9ip2f3tijbv4nqaayyqqkee,1,55.8,96.2,2022-09-17T12:47:13.780Z,2022-09-17T12:47:15Z,3785396739,3,,3785396745,141,88.6,3785396743,140,44.0,3785396741,56,Back,3785396749,213,3.5,3785396747,212,13.4,,,,,,,7add1fkvvxb1v573fobgh1ryt,S. Karchaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460972571,204,49,1,16,57,ad9ip2f3tijbv4nqaayyqqkee,1,44,88.6,2022-09-17T12:47:15.317Z,2022-09-17T12:47:15Z,,,,,,,,,,,,,,,,,,,,,,,,,dy5kdca1eobf6mzt3719zfvmd,P. Dudek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460972631,205,1,1,16,59,ad9ip2f3tijbv4nqaayyqqkee,1,44.7,86.8,2022-09-17T12:47:16.803Z,2022-09-17T12:47:20Z,3785397119,56,Back,3785397123,141,54.0,3785397121,140,46.5,3785397125,212,22.4,3785397129,213,4.8,,,,,,,,,,dy5kdca1eobf6mzt3719zfvmd,P. Dudek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460972669,206,1,1,17,2,ad9ip2f3tijbv4nqaayyqqkee,0,52.8,46.3,2022-09-17T12:47:20.532Z,2022-09-17T12:47:22Z,3785397317,1,,3785397305,155,,3785397311,141,71.4,3785397313,212,39.0,3785397315,213,0.5,3785397309,140,86.2,3785397307,56,Center,,,,dz2s92nqmnrw691jia8e6phw5,A. Ilestedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460972689,122,12,1,17,5,9s9jvki6htleffykj88qcpwpy,1,12.9,27.3,2022-09-17T12:47:22.798Z,2022-09-17T12:47:24Z,3785397417,56,Back,3785397451,15,,3785397419,140,27.8,3785397425,213,0.7,3785397421,141,45.4,3785397423,212,19.9,,,,,,,5orsug2d4b7zzjat6eh9ks2qd,C. Bornes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460972731,207,1,1,17,8,ad9ip2f3tijbv4nqaayyqqkee,1,76.9,71.8,2022-09-17T12:47:25.844Z,2022-09-17T12:47:27Z,3785397669,212,8.9,3785397661,56,Left,3785397663,140,82.8,3785397665,141,81.1,3785397673,213,0.8,,,,,,,,,,1s08dn7n3b5ctyion3u61hisq,L. Fazer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460972753,208,1,1,17,9,ad9ip2f3tijbv4nqaayyqqkee,0,82.8,81.1,2022-09-17T12:47:27.252Z,2022-09-17T12:47:28Z,3785397775,141,48.8,3785397771,140,84.7,3785397781,212,22.1,3785397785,213,4.8,3785397767,56,Center,,,,,,,,,,ayu3raszdeuo9vif7i2nfl7md,L. Martens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460973545,123,12,1,17,12,9s9jvki6htleffykj88qcpwpy,1,15.1,39.5,2022-09-17T12:47:30.382Z,2022-09-17T12:48:14Z,3785401605,213,5.6,3785401601,141,13.5,3785401603,212,26.7,3785401597,56,Back,3785401599,140,34.2,,,,,,,,,,8ra0s724ht9u3luvku2ytnrze,F. Bogi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460972857,209,1,1,17,14,ad9ip2f3tijbv4nqaayyqqkee,1,62.8,94.2,2022-09-17T12:47:32.116Z,2022-09-17T12:47:34Z,3785398379,140,54.2,3785398381,141,78.5,3785398383,212,14.0,3785398377,56,Center,3785398387,213,4.0,,,,,,,,,,7add1fkvvxb1v573fobgh1ryt,S. Karchaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460972941,210,1,1,17,16,ad9ip2f3tijbv4nqaayyqqkee,1,54.2,78.5,2022-09-17T12:47:34.018Z,2022-09-17T12:47:40Z,3785398805,56,Back,3785398807,140,48.8,3785398813,213,4.4,3785398811,212,19.2,3785398809,141,51.5,,,,,,,,,,dy5kdca1eobf6mzt3719zfvmd,P. Dudek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460972967,211,1,1,17,22,ad9ip2f3tijbv4nqaayyqqkee,1,63.3,33.3,2022-09-17T12:47:40.068Z,2022-09-17T12:47:42Z,3785398977,213,1.9,3785398975,212,10.9,3785398971,140,60.3,3785398973,141,48.7,3785398969,56,Center,,,,,,,,,,dz2s92nqmnrw691jia8e6phw5,A. Ilestedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460973043,212,1,1,17,24,ad9ip2f3tijbv4nqaayyqqkee,1,60.3,48.7,2022-09-17T12:47:41.924Z,2022-09-17T12:47:45Z,3785399271,212,12.4,3785399273,213,1.7,3785399269,141,66.9,3785399267,140,59.1,3785399265,56,Center,,,,,,,,,,eihksc6tdooqw7ref4nt520a,O. Jean-François,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460973131,213,1,1,17,27,ad9ip2f3tijbv4nqaayyqqkee,1,60.5,70,2022-09-17T12:47:45.380Z,2022-09-17T12:47:49Z,3785399629,213,4.6,3785399625,141,30.1,3785399627,212,27.2,3785399621,56,Center,3785399623,140,58.1,,,,,,,,,,dy5kdca1eobf6mzt3719zfvmd,P. Dudek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460973163,214,1,1,17,31,ad9ip2f3tijbv4nqaayyqqkee,1,62.6,27.7,2022-09-17T12:47:49.460Z,2022-09-17T12:47:51Z,3785399779,213,6.0,3785399777,212,15.7,3785399773,140,77.1,3785399771,56,Center,3785399775,141,21.8,,,,,,,,,,dz2s92nqmnrw691jia8e6phw5,A. Ilestedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460973203,215,1,1,17,33,ad9ip2f3tijbv4nqaayyqqkee,1,77.8,25.2,2022-09-17T12:47:50.964Z,2022-09-17T12:47:52Z,3785399931,56,Center,3785399933,140,74.1,3785399935,141,36.9,3785399937,212,8.9,3785399939,213,2.0,,,,,,,,,,1s08dn7n3b5ctyion3u61hisq,L. Fazer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460973233,216,1,1,17,34,ad9ip2f3tijbv4nqaayyqqkee,1,73.9,36.9,2022-09-17T12:47:52.260Z,2022-09-17T12:47:54Z,3785400061,212,12.4,3785400063,213,3.8,3785400059,141,25.3,3785400057,140,64.8,3785400055,56,Center,,,,,,,,,,ayu3raszdeuo9vif7i2nfl7md,L. Martens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460973245,217,1,1,17,36,ad9ip2f3tijbv4nqaayyqqkee,1,64.8,25.3,2022-09-17T12:47:54.212Z,2022-09-17T12:47:55Z,3785400105,56,Right,3785400109,141,16.5,3785400113,213,4.1,3785400111,212,7.1,3785400107,140,61.1,,,,,,,,,,1j5u2majmm2vnsgxscl9kjzyt,G. Geyoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460973343,218,1,1,17,37,ad9ip2f3tijbv4nqaayyqqkee,1,61.2,20.1,2022-09-17T12:47:55.331Z,2022-09-17T12:48:00Z,3785400635,56,Center,3785400645,213,2.0,3785400643,212,20.8,3785400641,141,48.4,3785400639,140,53.8,,,,,,,,,,dz2s92nqmnrw691jia8e6phw5,A. Ilestedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460973391,219,1,1,17,42,ad9ip2f3tijbv4nqaayyqqkee,1,58.8,63.3,2022-09-17T12:48:00.164Z,2022-09-17T12:48:03Z,3785400909,212,23.8,3785400911,213,4.7,3785400907,141,28.3,3785400905,140,58.9,3785400903,56,Center,,,,,,,,,,dy5kdca1eobf6mzt3719zfvmd,P. Dudek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460973449,220,1,1,17,45,ad9ip2f3tijbv4nqaayyqqkee,1,63.7,27,2022-09-17T12:48:03.604Z,2022-09-17T12:48:08Z,3785401147,141,26.2,3785401149,212,11.8,3785401151,213,6.2,3785401143,56,Center,3785401145,140,74.9,,,,,,,,,,dz2s92nqmnrw691jia8e6phw5,A. Ilestedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460973465,221,1,1,17,50,ad9ip2f3tijbv4nqaayyqqkee,1,74.9,26.2,2022-09-17T12:48:07.876Z,2022-09-17T12:48:09Z,3785401223,212,20.9,3785401221,141,5.2,3785401225,213,5.5,3785401219,140,89.4,3785401217,56,Right,,,,,,,,,,1s08dn7n3b5ctyion3u61hisq,L. Fazer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460973493,222,1,1,17,51,ad9ip2f3tijbv4nqaayyqqkee,1,89.7,8.6,2022-09-17T12:48:08.996Z,2022-09-17T12:48:10Z,3785401371,213,2.4,3785401363,56,Center,3785401365,140,78.1,3785401367,141,25.2,3785401369,212,16.6,,,,,,,,,,dp5zny5ls8ys3ml75himru4et,K. Diani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460973501,223,1,1,17,53,ad9ip2f3tijbv4nqaayyqqkee,0,77.7,27.4,2022-09-17T12:48:10.836Z,2022-09-17T12:48:11Z,3785401421,213,0.1,3785401419,212,10.3,3785401413,56,Center,3785401417,141,29.4,3785401415,140,87.4,,,,,,,,,,1s08dn7n3b5ctyion3u61hisq,L. Fazer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460973553,124,8,1,17,56,9s9jvki6htleffykj88qcpwpy,1,14.9,71.4,2022-09-17T12:48:14.383Z,2022-09-17T12:48:14Z,3785401639,56,Back,,,,,,,,,,,,,,,,,,,,,,8ra0s724ht9u3luvku2ytnrze,F. Bogi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460973589,125,1,1,17,58,9s9jvki6htleffykj88qcpwpy,0,12.8,69.6,2022-09-17T12:48:16.303Z,2022-09-17T12:48:17Z,3785401797,56,Back,3785401799,140,24.4,3785401803,212,18.7,3785401801,141,90.5,3785401805,213,0.9,3785401795,157,,3785401807,1,,,,,8ra0s724ht9u3luvku2ytnrze,F. Bogi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460973617,224,61,1,18,0,ad9ip2f3tijbv4nqaayyqqkee,0,66,11.4,2022-09-17T12:48:18.533Z,2022-09-17T12:48:18Z,3785401905,56,Right,,,,,,,,,,,,,,,,,,,,,,dz2s92nqmnrw691jia8e6phw5,A. Ilestedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460973675,126,49,1,18,4,9s9jvki6htleffykj88qcpwpy,1,21.8,86.8,2022-09-17T12:48:22.671Z,2022-09-17T12:48:22Z,,,,,,,,,,,,,,,,,,,,,,,,,8q7yvvg7c3uth4j25m162qq5l,S. Altunkulak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460973693,127,1,1,18,5,9s9jvki6htleffykj88qcpwpy,1,21.8,86.8,2022-09-17T12:48:22.943Z,2022-09-17T12:48:24Z,3785402359,140,27.3,3785402357,56,Back,3785402361,141,80.8,3785402363,212,7.1,3785402365,213,5.7,,,,,,,,,,8q7yvvg7c3uth4j25m162qq5l,S. Altunkulak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460973791,128,1,1,18,6,9s9jvki6htleffykj88qcpwpy,1,27.3,80.8,2022-09-17T12:48:23.886Z,2022-09-17T12:48:29Z,3785402927,140,20.1,3785402929,141,74.5,3785402933,213,3.7,3785402931,212,8.7,3785402925,56,Back,,,,,,,,,,2cp4j91pqwjvy7as74ckhc4wl,L. Cance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460973819,129,1,1,18,11,9s9jvki6htleffykj88qcpwpy,0,20.1,74.5,2022-09-17T12:48:29.263Z,2022-09-17T12:48:31Z,3785403089,140,46.5,3785403091,141,82.3,3785403093,212,28.2,3785403095,213,0.2,3785403087,56,Back,3785403085,155,,,,,,,,9mq9unf2aecualxxm9gvnppl,S. Guellati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460973843,225,1,1,18,12,ad9ip2f3tijbv4nqaayyqqkee,1,58.6,24.4,2022-09-17T12:48:30.436Z,2022-09-17T12:48:33Z,3785403205,56,Right,3785403203,3,,3785403207,140,69.8,3785403209,141,14.7,3785403211,212,13.5,3785403213,213,5.8,,,,,,,dy5kdca1eobf6mzt3719zfvmd,P. Dudek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460973847,226,49,1,18,15,ad9ip2f3tijbv4nqaayyqqkee,1,68,14.7,2022-09-17T12:48:33.118Z,2022-09-17T12:48:33Z,,,,,,,,,,,,,,,,,,,,,,,,,dp5zny5ls8ys3ml75himru4et,K. Diani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460973897,227,1,1,18,16,ad9ip2f3tijbv4nqaayyqqkee,1,64.3,16.4,2022-09-17T12:48:33.940Z,2022-09-17T12:48:36Z,3785403491,140,35.7,3785403493,141,16.8,3785403495,212,30.0,3785403489,56,Back,3785403497,213,3.1,,,,,,,,,,dp5zny5ls8ys3ml75himru4et,K. Diani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460973977,228,1,1,18,18,ad9ip2f3tijbv4nqaayyqqkee,1,42.4,24.7,2022-09-17T12:48:36.468Z,2022-09-17T12:48:41Z,3785403869,213,1.3,3785403867,212,20.8,3785403865,141,54.3,3785403863,140,47.3,3785403861,56,Back,,,,,,,,,,dz2s92nqmnrw691jia8e6phw5,A. Ilestedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460974057,229,1,1,18,23,ad9ip2f3tijbv4nqaayyqqkee,1,58.6,56.6,2022-09-17T12:48:41.493Z,2022-09-17T12:48:46Z,3785404249,155,,3785404261,1,,3785404253,140,84.1,3785404251,56,Center,3785404255,141,28.0,3785404257,212,33.1,3785404259,213,5.7,,,,dy5kdca1eobf6mzt3719zfvmd,P. Dudek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460974145,230,1,1,18,28,ad9ip2f3tijbv4nqaayyqqkee,1,94.6,33.4,2022-09-17T12:48:46.148Z,2022-09-17T12:49:01Z,3785404715,56,Center,3785405355,154,,3785405353,210,16,3785404723,213,1.7,3785404721,212,13.1,3785404719,141,52.5,3785404717,140,93.2,3785405357,22,,dp5zny5ls8ys3ml75himru4et,K. Diani,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
2460974149,231,16,1,18,32,ad9ip2f3tijbv4nqaayyqqkee,1,93.2,52.5,2022-09-17T12:48:50.196Z,2022-09-17T12:49:02Z,3785405427,214,,3785405429,328,,3785405431,230,98.6,3785405411,72,,3785404763,17,,3785404907,374,2022-09-17 13:48:49.756,3785405419,55,230,3785404911,375,18:31.966,1j5u2majmm2vnsgxscl9kjzyt,G. Geyoro,3785405417,154,,3785404765,56,Center,,3785405415,29,,3785405423,102,51.1,3785405433,231,47.5,3785405413,78,3785405425,103,13.9,3785404761,22,,,,,,,
2460974741,130,1,1,19,18,9s9jvki6htleffykj88qcpwpy,1,49.9,49.6,2022-09-17T12:49:35.951Z,2022-09-17T12:49:37Z,3785407869,212,11.9,3785407867,141,56.7,3785407865,140,39.5,3785407863,56,Back,3785407875,279,G,3785407873,213,2.7,,,,,,,b0a55g6cu6u3fl9vbuvynx05,M. Tarrieu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460974767,131,1,1,19,19,9s9jvki6htleffykj88qcpwpy,1,45.6,60.6,2022-09-17T12:49:37.679Z,2022-09-17T12:50:25Z,3785408015,212,10.1,3785408011,141,72.0,3785408007,140,51.7,3785408017,213,0.9,3785408003,56,Center,,,,,,,,,,8ra0s724ht9u3luvku2ytnrze,F. Bogi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460974803,132,1,1,19,21,9s9jvki6htleffykj88qcpwpy,1,52.6,72.9,2022-09-17T12:49:39.758Z,2022-09-17T12:50:17Z,3785408177,141,53.9,3785408179,212,13.6,3785408181,213,5.0,3785408173,56,Center,3785408175,140,56.6,,,,,,,,,,2cp4j91pqwjvy7as74ckhc4wl,L. Cance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460974853,133,1,1,19,24,9s9jvki6htleffykj88qcpwpy,1,57.5,58.1,2022-09-17T12:49:42.638Z,2022-09-17T12:50:05Z,3785408455,212,26.6,3785408457,213,1.0,3785408453,141,92.0,3785408451,140,70.1,3785408449,56,Left,,,,,,,,,,56n1erg5gb7fq7ab8hz42bug9,A. Lamontagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460974863,134,50,1,19,28,9s9jvki6htleffykj88qcpwpy,1,70.8,72.3,2022-09-17T12:49:46.239Z,2022-09-17T12:49:51Z,3785408491,56,Center,3785408493,286,,3785408817,233,232,,,,,,,,,,,,,,,,2cp4j91pqwjvy7as74ckhc4wl,L. Cance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460974909,232,7,1,19,28,ad9ip2f3tijbv4nqaayyqqkee,1,29.2,27.7,2022-09-17T12:49:46.240Z,2022-09-17T12:49:51Z,3785408729,56,Back,3785408731,285,,3785408781,233,134,,,,,,,,,,,,,,,,ehmzgi988h8g6rgekp3qivkr9,A. Lawrence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460974915,233,49,1,19,33,ad9ip2f3tijbv4nqaayyqqkee,1,31.6,43.4,2022-09-17T12:49:50.949Z,2022-09-17T12:49:51Z,,,,,,,,,,,,,,,,,,,,,,,,,eihksc6tdooqw7ref4nt520a,O. Jean-François,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460974929,234,1,1,19,33,ad9ip2f3tijbv4nqaayyqqkee,1,31.6,43.4,2022-09-17T12:49:51.085Z,2022-09-17T12:49:52Z,3785408859,141,51.2,3785408857,140,21.3,3785408855,56,Back,3785408863,213,2.7,3785408861,212,12.0,,,,,,,,,,eihksc6tdooqw7ref4nt520a,O. Jean-François,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460974935,235,1,1,19,33,ad9ip2f3tijbv4nqaayyqqkee,1,21.3,51.2,2022-09-17T12:49:51.700Z,2022-09-17T12:49:52Z,3785408901,213,4.4,3785408897,212,13.3,3785408895,141,32.5,3785408893,140,17.5,3785408891,56,Back,,,,,,,,,,dy5kdca1eobf6mzt3719zfvmd,P. Dudek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460975037,236,1,1,19,34,ad9ip2f3tijbv4nqaayyqqkee,1,17.5,32.5,2022-09-17T12:49:52.532Z,2022-09-17T12:50:00Z,3785409403,213,1.3,3785409401,212,23.1,3785409399,141,65.4,3785409397,140,22.8,3785409395,56,Back,,,,,,,,,,dz2s92nqmnrw691jia8e6phw5,A. Ilestedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460975065,237,1,1,19,42,ad9ip2f3tijbv4nqaayyqqkee,1,40.6,71.5,2022-09-17T12:50:00.484Z,2022-09-17T12:50:03Z,3785409527,213,0.7,3785409525,212,24.6,3785409521,140,58.2,3785409523,141,95.4,3785409519,56,Left,,,,,,,,,,dy5kdca1eobf6mzt3719zfvmd,P. Dudek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460975119,238,1,1,19,45,ad9ip2f3tijbv4nqaayyqqkee,1,58.2,95.4,2022-09-17T12:50:03.316Z,2022-09-17T12:50:09Z,3785409833,56,Left,3785409835,140,78.3,3785409841,213,6.2,3785409837,141,93.0,3785409839,212,21.2,,,,,,,,,,7add1fkvvxb1v573fobgh1ryt,S. Karchaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460975173,239,1,1,19,51,ad9ip2f3tijbv4nqaayyqqkee,1,85.2,94.8,2022-09-17T12:50:09.700Z,2022-09-17T12:50:47Z,3785410079,141,95.3,3785410083,213,3.1,3785410081,212,12.1,3785410077,140,73.7,3785410075,56,Left,,,,,,,,,,ayu3raszdeuo9vif7i2nfl7md,L. Martens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460975251,240,1,1,19,58,ad9ip2f3tijbv4nqaayyqqkee,1,94.2,76.1,2022-09-17T12:50:16.101Z,2022-09-17T12:50:50Z,3785410465,141,37.4,3785410461,56,Center,3785410463,140,88.9,3785410457,2,,3785410459,155,,3785411223,154,,3785411221,210,13,3785410469,213,4.5,7add1fkvvxb1v573fobgh1ryt,S. Karchaoui,3785410467,212,26.9,,,,1,,,,,,,,,,,,,,,,,,,,,,,
2460975253,241,13,1,20,2,ad9ip2f3tijbv4nqaayyqqkee,1,88.9,37.4,2022-09-17T12:50:19.940Z,2022-09-17T12:50:50Z,3785410477,17,,3785410479,56,Center,3785411227,29,,3785411235,102,47.6,3785411229,154,,3785411055,15,,3785411231,55,240,3785411239,230,99.4,ehmzgi988h8g6rgekp3qivkr9,A. Lawrence,3785411225,74,,3785411059,328,,,3785411237,103,84.7,3785411241,231,48.7,3785410475,22,,,,,,,,,,,,,,,
2460975245,135,5,1,20,2,9s9jvki6htleffykj88qcpwpy,1,-1,53,2022-09-17T12:50:20.432Z,2022-09-17T12:50:22Z,3785410423,346,,3785410421,56,Back,3785410571,233,242,,,,,,,,,,,,,,,,9mq9unf2aecualxxm9gvnppl,S. Guellati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460975259,242,5,1,20,2,ad9ip2f3tijbv4nqaayyqqkee,0,101,47,2022-09-17T12:50:20.432Z,2022-09-17T12:53:29Z,3785410621,233,135,3785410507,346,,3785410505,56,Center,,,,,,,,,,,,,,,,dp5zny5ls8ys3ml75himru4et,K. Diani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460975641,136,1,1,20,35,9s9jvki6htleffykj88qcpwpy,0,4.9,59.4,2022-09-17T12:50:53.088Z,2022-09-17T12:50:58Z,3785412549,213,0.4,3785412547,212,46.7,3785412551,1,,3785412555,74,,3785412539,124,,3785412541,56,Back,3785412543,140,45.7,3785412545,141,86.6,dtl2shnzdg739pkag6fplb42y,M. Sieber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460975639,243,44,1,20,38,ad9ip2f3tijbv4nqaayyqqkee,1,54.4,20.7,2022-09-17T12:50:56.021Z,2022-09-17T12:50:57Z,3785412637,233,137,3785412535,56,Right,3785412537,286,,,,,,,,,,,,,,,,,eihksc6tdooqw7ref4nt520a,O. Jean-François,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460975643,137,44,1,20,38,9s9jvki6htleffykj88qcpwpy,0,45.6,79.3,2022-09-17T12:50:56.022Z,2022-09-17T12:50:58Z,3785412557,56,Back,3785412559,285,,3785412699,233,243,,,,,,,,,,,,,,,,2cp4j91pqwjvy7as74ckhc4wl,L. Cance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460975651,244,1,1,20,38,ad9ip2f3tijbv4nqaayyqqkee,1,54.5,28,2022-09-17T12:50:56.341Z,2022-09-17T12:50:57Z,3785412575,3,,3785412579,140,59.9,3785412583,212,7.1,3785412581,141,34.3,3785412585,213,0.6,3785412577,56,Center,,,,,,,eihksc6tdooqw7ref4nt520a,O. Jean-François,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460975659,245,1,1,20,39,ad9ip2f3tijbv4nqaayyqqkee,0,59.9,34.3,2022-09-17T12:50:57.396Z,2022-09-17T12:50:59Z,3785412667,213,0.5,3785412659,56,Center,3785412657,3,,3785412663,141,42.1,3785412661,140,70.0,3785412665,212,11.9,,,,,,,1j5u2majmm2vnsgxscl9kjzyt,G. Geyoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
