id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,assist,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/12/value,keyPass,qualifier/14/value
2490091041,129,1,1,15,52,9s9jvki6htleffykj88qcpwpy,1,23.1,72.7,2022-12-10T13:47:00.798Z,2022-12-10T13:47:04Z,3939378835,56,Back,3939378843,212,16.0,3939378847,213,4.5,3939378837,140,19.3,3939378839,141,49.9,,,,,,,,,,5es3kc7x38rotmzzcs46kb3hm,É. Sévenne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490091075,130,1,1,15,56,9s9jvki6htleffykj88qcpwpy,1,25.6,47.5,2022-12-10T13:47:04.476Z,2022-12-10T13:47:09Z,3939379033,140,21.3,3939379037,212,14.6,3939379039,213,1.9,3939379035,141,67.9,3939379031,56,Back,,,,,,,,,,8ra0s724ht9u3luvku2ytnrze,F. Bogi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490091143,131,1,1,16,1,9s9jvki6htleffykj88qcpwpy,1,24.7,73.6,2022-12-10T13:47:09.373Z,2022-12-10T13:47:14Z,3939379385,213,3.9,3939379381,141,57.6,3939379383,212,15.5,3939379379,140,14.2,3939379375,56,Back,,,,,,,,,,5es3kc7x38rotmzzcs46kb3hm,É. Sévenne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490091167,132,1,1,16,6,9s9jvki6htleffykj88qcpwpy,1,14.6,52.7,2022-12-10T13:47:14.413Z,2022-12-10T13:47:17Z,3939379529,213,5.4,3939379527,212,10.3,3939379523,140,20.5,3939379521,56,Back,3939379525,141,40.6,,,,,,,,,,dtl2shnzdg739pkag6fplb42y,M. Sieber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490091217,133,1,1,16,8,9s9jvki6htleffykj88qcpwpy,1,21.6,31.9,2022-12-10T13:47:16.942Z,2022-12-10T13:47:22Z,3939379753,140,31.8,3939379751,56,Back,3939379761,212,22.3,3939379765,213,5.2,3939379757,141,3.2,,,,,,,,,,8ra0s724ht9u3luvku2ytnrze,F. Bogi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490091247,134,43,1,16,14,9s9jvki6htleffykj88qcpwpy,1,0,0,2022-12-10T13:47:22.765Z,2022-12-10T13:48:56Z,3939379939,212,23.3,3939383465,144,1,3939379933,56,Right,3939379937,141,7.0,3939379941,213,0.1,3939379931,155,0,3939379935,140,59.5,,,,1fcucvr07kupgc9ivux6cf76c,Y. Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490091253,135,50,1,16,18,9s9jvki6htleffykj88qcpwpy,1,64.2,10.2,2022-12-10T13:47:26.727Z,2022-12-10T13:47:41Z,3939379963,286,,3939379961,56,Right,3939379995,233,113,,,,,,,,,,,,,,,,1fcucvr07kupgc9ivux6cf76c,Y. Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490091245,113,7,1,16,18,drnln5nhp7dqype6j3upkoiqp,0,35.8,89.8,2022-12-10T13:47:26.728Z,2022-12-10T13:47:28Z,3939379929,285,,3939379927,56,Back,3939379983,233,135,,,,,,,,,,,,,,,,24w5egwdnqme3z091t0e71c2y,M. Revelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490091277,136,3,1,16,21,9s9jvki6htleffykj88qcpwpy,0,62.5,7.6,2022-12-10T13:47:29.758Z,2022-12-10T13:47:38Z,3939380077,286,,3939380137,233,114,3939380075,56,Right,,,,,,,,,,,,,,,,1fcucvr07kupgc9ivux6cf76c,Y. Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490091291,114,7,1,16,21,drnln5nhp7dqype6j3upkoiqp,1,37.5,92.4,2022-12-10T13:47:29.759Z,2022-12-10T13:47:33Z,3939380121,233,136,3939380117,285,,3939380115,56,Back,,,,,,,,,,,,,,,,24w5egwdnqme3z091t0e71c2y,M. Revelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490091293,115,49,1,16,24,drnln5nhp7dqype6j3upkoiqp,1,51.6,94.7,2022-12-10T13:47:32.394Z,2022-12-10T13:47:32Z,,,,,,,,,,,,,,,,,,,,,,,,,7alrgsdv6ycykqgigqizax39x,M. Léger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490091303,116,4,1,16,25,drnln5nhp7dqype6j3upkoiqp,1,52,96.2,2022-12-10T13:47:34.056Z,2022-12-10T13:47:36Z,3939380183,13,,3939380189,265,,3939380185,56,Left,3939380239,233,137,3939380191,286,,3939380187,152,,,,,,,,7alrgsdv6ycykqgigqizax39x,M. Léger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490091305,137,4,1,16,25,9s9jvki6htleffykj88qcpwpy,0,48,3.8,2022-12-10T13:47:34.057Z,2022-12-10T13:48:51Z,3939380197,152,,3939380193,13,,3939380249,233,116,3939380199,265,,3939380201,285,,3939380195,56,Back,,,,,,,9mq9unf2aecualxxm9gvnppl,S. Guellati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490091563,117,1,1,16,58,drnln5nhp7dqype6j3upkoiqp,0,50.6,98.3,2022-12-10T13:48:06.505Z,2022-12-10T13:48:10Z,3939381607,212,54.1,3939381599,152,,3939381595,5,,3939381609,213,5.7,3939381611,1,,3939381597,155,,3939381603,140,92.5,3939381601,56,Center,24w5egwdnqme3z091t0e71c2y,M. Revelli,3939381605,141,,,,,,,,,,,,,,,,,,,,,,,,,,,52.1,,,,
2490091567,138,52,1,17,2,9s9jvki6htleffykj88qcpwpy,1,10.2,42.7,2022-12-10T13:48:11.213Z,2022-12-10T13:48:11Z,,,,,,,,,,,,,,,,,,,,,,,,,dtl2shnzdg739pkag6fplb42y,M. Sieber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490091605,139,1,1,17,5,9s9jvki6htleffykj88qcpwpy,1,13.1,46.1,2022-12-10T13:48:13.965Z,2022-12-10T13:48:17Z,3939381859,56,Back,3939381867,213,5.0,3939381857,123,,3939381865,212,9.8,3939381861,140,15.7,3939381863,141,32.2,,,,,,,dtl2shnzdg739pkag6fplb42y,M. Sieber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490091613,140,1,1,17,8,9s9jvki6htleffykj88qcpwpy,1,15.7,30.9,2022-12-10T13:48:16.973Z,2022-12-10T13:48:20Z,3939381943,141,36.6,3939381947,213,0.3,3939381939,56,Back,3939381945,212,14.5,3939381941,140,29.0,,,,,,,,,,8ra0s724ht9u3luvku2ytnrze,F. Bogi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490091629,141,1,1,17,11,9s9jvki6htleffykj88qcpwpy,1,30.6,41.2,2022-12-10T13:48:20.109Z,2022-12-10T13:48:24Z,3939382043,140,23.9,3939382049,213,1.9,3939382045,141,67.8,3939382041,56,Back,3939382047,212,19.4,,,,,,,,,,50k8dmb17hvqbq37ae3p90aju,S. Champagnac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490091653,142,1,1,17,16,9s9jvki6htleffykj88qcpwpy,1,26.1,71.7,2022-12-10T13:48:24.333Z,2022-12-10T13:48:28Z,3939382207,141,85.0,3939382211,212,39.1,3939382203,140,62.3,3939382215,1,,3939382199,155,,3939382201,56,Left,3939382213,213,0.2,,,,5es3kc7x38rotmzzcs46kb3hm,É. Sévenne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490091677,143,1,1,17,20,9s9jvki6htleffykj88qcpwpy,1,63.1,84.8,2022-12-10T13:48:28.477Z,2022-12-10T13:48:31Z,3939382363,213,4.3,3939382357,140,60.0,3939382361,212,8.8,3939382355,56,Center,3939382359,141,72.7,,,,,,,,,,56n1erg5gb7fq7ab8hz42bug9,A. Lamontagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490091679,144,50,1,17,21,9s9jvki6htleffykj88qcpwpy,1,62.1,70.4,2022-12-10T13:48:29.753Z,2022-12-10T13:48:33Z,3939382507,233,118,3939382371,286,,3939382369,56,Center,,,,,,,,,,,,,,,,2cp4j91pqwjvy7as74ckhc4wl,L. Cance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490091699,118,7,1,17,21,drnln5nhp7dqype6j3upkoiqp,1,37.9,29.6,2022-12-10T13:48:29.754Z,2022-12-10T13:48:33Z,3939382435,56,Back,3939382475,233,144,3939382437,285,,,,,,,,,,,,,,,,,85cmw667ykiku1pzcj07jreg9,S. Daoudi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490091703,119,49,1,17,24,drnln5nhp7dqype6j3upkoiqp,1,28,34.6,2022-12-10T13:48:32.777Z,2022-12-10T13:48:33Z,,,,,,,,,,,,,,,,,,,,,,,,,7gisthugglsa8l3wah7gw2klx,H. Mansuy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490091719,120,1,1,17,24,drnln5nhp7dqype6j3upkoiqp,1,28,34.6,2022-12-10T13:48:32.968Z,2022-12-10T13:48:34Z,3939382527,213,0,3939382523,141,34.6,3939382525,212,12.5,3939382521,140,39.9,3939382519,56,Back,,,,,,,,,,7gisthugglsa8l3wah7gw2klx,H. Mansuy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490091725,121,1,1,17,25,drnln5nhp7dqype6j3upkoiqp,1,39.9,34.6,2022-12-10T13:48:33.800Z,2022-12-10T13:48:34Z,3939382557,141,31.3,3939382553,140,27.3,3939382559,212,13.4,3939382561,213,3.3,3939382551,56,Back,,,,,,,,,,1eo54huy053pgofiws2n36s16,N. Richard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490091735,122,1,1,17,26,drnln5nhp7dqype6j3upkoiqp,1,27.3,31.3,2022-12-10T13:48:34.616Z,2022-12-10T13:48:35Z,3939382597,213,1.6,3939382589,56,Back,3939382593,141,62.4,3939382591,140,26.1,3939382595,212,21.2,,,,,,,,,,7gisthugglsa8l3wah7gw2klx,H. Mansuy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490091791,123,1,1,17,27,drnln5nhp7dqype6j3upkoiqp,1,26.1,62.4,2022-12-10T13:48:35.592Z,2022-12-10T13:48:42Z,3939382869,140,34.7,3939382873,212,22.5,3939382871,141,92.7,3939382867,56,Back,3939382875,213,1.2,,,,,,,,,,eafhhlki76tgbbrwgeof4spyi,E. Jézéquel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490091809,124,1,1,17,33,drnln5nhp7dqype6j3upkoiqp,1,54.1,91.7,2022-12-10T13:48:41.912Z,2022-12-10T13:48:44Z,3939382971,140,74.0,3939382975,212,21.2,3939382969,56,Left,3939382977,213,6.1,3939382973,141,86.6,,,,,,,,,,24w5egwdnqme3z091t0e71c2y,M. Revelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490091811,125,3,1,17,35,drnln5nhp7dqype6j3upkoiqp,0,73.4,88.2,2022-12-10T13:48:44.153Z,2022-12-10T13:48:47Z,3939383201,233,145,3939382987,286,,3939382985,56,Left,,,,,,,,,,,,,,,,5vvgnuyaxp4x7hvzmgkku3pm2,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490091837,145,7,1,17,35,9s9jvki6htleffykj88qcpwpy,1,26.6,11.8,2022-12-10T13:48:44.154Z,2022-12-10T13:48:47Z,3939383127,285,,3939383155,233,125,3939383125,56,Back,,,,,,,,,,,,,,,,8ra0s724ht9u3luvku2ytnrze,F. Bogi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490091841,146,49,1,17,38,9s9jvki6htleffykj88qcpwpy,1,27,10.4,2022-12-10T13:48:46.525Z,2022-12-10T13:48:46Z,,,,,,,,,,,,,,,,,,,,,,,,,8ra0s724ht9u3luvku2ytnrze,F. Bogi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490091853,147,1,1,17,38,9s9jvki6htleffykj88qcpwpy,1,27,10.4,2022-12-10T13:48:46.572Z,2022-12-10T13:48:48Z,3939383237,213,5.1,3939383233,141,3.2,3939383229,56,Back,3939383235,212,5.2,3939383231,140,28.8,,,,,,,,,,8ra0s724ht9u3luvku2ytnrze,F. Bogi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490091855,148,49,1,17,40,9s9jvki6htleffykj88qcpwpy,1,28.8,3.2,2022-12-10T13:48:48.783Z,2022-12-10T13:48:49Z,,,,,,,,,,,,,,,,,,,,,,,,,1fcucvr07kupgc9ivux6cf76c,Y. Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490091863,149,4,1,17,43,9s9jvki6htleffykj88qcpwpy,1,29.4,4.4,2022-12-10T13:48:51.790Z,2022-12-10T13:48:53Z,3939383277,13,,3939383285,285,,3939383279,56,Back,3939383281,152,,3939383327,233,126,3939383283,265,,,,,,,,1fcucvr07kupgc9ivux6cf76c,Y. Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490091869,126,4,1,17,43,drnln5nhp7dqype6j3upkoiqp,0,70.6,95.6,2022-12-10T13:48:51.791Z,2022-12-10T13:49:26Z,3939383315,152,,3939383311,13,,3939383317,265,,3939383313,56,Left,3939383347,233,149,3939383319,286,,,,,,,,7alrgsdv6ycykqgigqizax39x,M. Léger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490091895,150,1,1,17,46,9s9jvki6htleffykj88qcpwpy,1,29.2,3.5,2022-12-10T13:48:54.782Z,2022-12-10T13:48:57Z,3939383497,140,33.4,3939383493,152,,3939383499,141,11.6,3939383501,212,7.1,3939383495,56,Back,3939383503,213,0.9,3939383491,5,,,,,8ra0s724ht9u3luvku2ytnrze,F. Bogi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490091907,151,1,1,17,48,9s9jvki6htleffykj88qcpwpy,1,34.2,12,2022-12-10T13:48:56.942Z,2022-12-10T13:48:58Z,3939383565,140,35.6,3939383563,56,Back,3939383571,213,4.9,3939383567,141,2.8,3939383569,212,6.4,,,,,,,,,,2cp4j91pqwjvy7as74ckhc4wl,L. Cance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490091917,152,1,1,17,50,9s9jvki6htleffykj88qcpwpy,1,35.4,2.6,2022-12-10T13:48:58.525Z,2022-12-10T13:49:01Z,3939383653,213,2.8,3939383641,56,Back,3939383645,141,6.5,3939383649,212,7.3,3939383643,140,28.9,,,,,,,,,,1fcucvr07kupgc9ivux6cf76c,Y. Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490091945,153,1,1,17,52,9s9jvki6htleffykj88qcpwpy,1,27.9,8.3,2022-12-10T13:49:01.133Z,2022-12-10T13:49:07Z,3939383827,213,1.7,3939383823,141,37.9,3939383825,212,20.2,3939383821,140,26.1,3939383819,56,Back,,,,,,,,,,8ra0s724ht9u3luvku2ytnrze,F. Bogi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490091979,154,1,1,17,59,9s9jvki6htleffykj88qcpwpy,1,44.9,70,2022-12-10T13:49:07.773Z,2022-12-10T13:49:12Z,3939383999,213,1.6,3939383997,212,13.0,3939383993,140,44.7,3939383991,56,Back,3939383995,141,89.1,,,,,,,,,,50k8dmb17hvqbq37ae3p90aju,S. Champagnac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490091995,155,1,1,18,3,9s9jvki6htleffykj88qcpwpy,1,56.7,72.3,2022-12-10T13:49:12.222Z,2022-12-10T13:49:14Z,3939384111,140,66.3,3939384109,56,Center,3939384115,212,10.8,3939384113,141,66.7,3939384117,213,5.9,,,,,,,,,,5es3kc7x38rotmzzcs46kb3hm,É. Sévenne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490091999,156,1,1,18,6,9s9jvki6htleffykj88qcpwpy,0,70.7,65.2,2022-12-10T13:49:14.829Z,2022-12-10T13:49:15Z,3939384135,56,Center,3939384143,213,6.0,3939384141,212,4.8,3939384137,140,75.0,3939384139,141,63.0,,,,,,,,,,2cp4j91pqwjvy7as74ckhc4wl,L. Cance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490092003,127,8,1,18,7,drnln5nhp7dqype6j3upkoiqp,1,26.6,31.8,2022-12-10T13:49:15.800Z,2022-12-10T13:49:15Z,3939384155,56,Back,,,,,,,,,,,,,,,,,,,,,,7gisthugglsa8l3wah7gw2klx,H. Mansuy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490092009,128,49,1,18,8,drnln5nhp7dqype6j3upkoiqp,1,26.6,31.8,2022-12-10T13:49:16.632Z,2022-12-10T13:49:16Z,,,,,,,,,,,,,,,,,,,,,,,,,7gisthugglsa8l3wah7gw2klx,H. Mansuy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490092025,129,1,1,18,8,drnln5nhp7dqype6j3upkoiqp,1,24.4,31.8,2022-12-10T13:49:17.208Z,2022-12-10T13:49:18Z,3939384245,140,30.9,3939384251,213,0,3939384243,56,Back,3939384247,141,31.8,3939384249,212,6.8,,,,,,,,,,7gisthugglsa8l3wah7gw2klx,H. Mansuy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490092035,130,1,1,18,9,drnln5nhp7dqype6j3upkoiqp,1,30.9,31.8,2022-12-10T13:49:17.944Z,2022-12-10T13:49:18Z,3939384295,212,10.9,3939384291,140,21.2,3939384293,141,26.1,3939384289,56,Back,3939384297,213,3.5,,,,,,,,,,1eo54huy053pgofiws2n36s16,N. Richard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490092103,131,1,1,18,10,drnln5nhp7dqype6j3upkoiqp,1,21.2,26.1,2022-12-10T13:49:18.888Z,2022-12-10T13:49:26Z,3939384691,213,2.4,3939384685,140,6.8,3939384689,212,20.5,3939384683,56,Back,3939384687,141,46.4,,,,,,,,,,5d6w6h4s9rfioy07y1rqrmgyy,G. Kazadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490092141,132,1,1,18,17,drnln5nhp7dqype6j3upkoiqp,1,7.8,32.1,2022-12-10T13:49:25.945Z,2022-12-10T13:49:30Z,3939384919,140,25.0,3939384915,155,,3939384921,141,2.2,3939384925,213,5.4,3939384917,56,Back,3939384923,212,27.2,,,,,,,3h1cw632st7suexo3fo6aremt,C. Perrault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490092145,133,61,1,18,22,drnln5nhp7dqype6j3upkoiqp,0,25,2.2,2022-12-10T13:49:30.714Z,2022-12-10T13:49:37Z,3939384941,56,Back,,,,,,,,,,,,,,,,,,,,,,1eo54huy053pgofiws2n36s16,N. Richard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490092149,134,5,1,18,23,drnln5nhp7dqype6j3upkoiqp,0,31.8,-2,2022-12-10T13:49:31.534Z,2022-12-10T13:49:56Z,3939384943,56,Back,3939384945,347,,3939384953,233,157,,,,,,,,,,,,,,,,1eo54huy053pgofiws2n36s16,N. Richard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490092139,157,5,1,18,23,9s9jvki6htleffykj88qcpwpy,1,68.2,102,2022-12-10T13:49:31.534Z,2022-12-10T13:49:54Z,3939384911,56,Left,3939384913,347,,3939384949,233,134,,,,,,,,,,,,,,,,ewogcy2itdu7e8vujgkitc0h6,I. Barrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490092177,158,1,1,18,30,9s9jvki6htleffykj88qcpwpy,1,66.1,100,2022-12-10T13:49:38.909Z,2022-12-10T13:49:41Z,3939385119,212,11.1,3939385121,213,5.3,3939385117,141,88.3,3939385113,56,Left,3939385111,107,,3939385115,140,71.9,,,,,,,5orsug2d4b7zzjat6eh9ks2qd,C. Bornes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490092183,159,1,1,18,32,9s9jvki6htleffykj88qcpwpy,1,71.9,88.3,2022-12-10T13:49:40.894Z,2022-12-10T13:49:41Z,3939385141,141,83.2,3939385145,213,5.6,3939385139,140,76.2,3939385143,212,5.7,3939385137,56,Left,,,,,,,,,,2cp4j91pqwjvy7as74ckhc4wl,L. Cance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490092195,160,1,1,18,33,9s9jvki6htleffykj88qcpwpy,1,76.2,83.2,2022-12-10T13:49:41.805Z,2022-12-10T13:49:44Z,3939385191,141,80.2,3939385195,213,3.5,3939385189,140,71.4,3939385193,212,5.4,3939385187,56,Left,,,,,,,,,,56n1erg5gb7fq7ab8hz42bug9,A. Lamontagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490092209,161,1,1,18,36,9s9jvki6htleffykj88qcpwpy,1,71.1,75.7,2022-12-10T13:49:44.319Z,2022-12-10T13:49:47Z,3939385307,141,73.5,3939385301,155,,3939385305,140,88.4,3939385309,212,18.2,3939385311,213,6.2,3939385303,56,Center,,,,,,,2cp4j91pqwjvy7as74ckhc4wl,L. Cance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490092211,162,61,1,18,39,9s9jvki6htleffykj88qcpwpy,0,88.3,74.2,2022-12-10T13:49:47.646Z,2022-12-10T13:49:48Z,3939385315,56,Center,,,,,,,,,,,,,,,,,,,,,,ewogcy2itdu7e8vujgkitc0h6,I. Barrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490092219,135,49,1,18,41,drnln5nhp7dqype6j3upkoiqp,1,11.4,28.6,2022-12-10T13:49:50.120Z,2022-12-10T13:49:50Z,,,,,,,,,,,,,,,,,,,,,,,,,2k7qjez21ghq91378ecc585w5,L. Teinturier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490092221,136,1,1,18,42,drnln5nhp7dqype6j3upkoiqp,0,11.4,28.6,2022-12-10T13:49:50.312Z,2022-12-10T13:49:50Z,3939385363,140,12.3,3939385369,213,0.3,3939385365,141,29.1,3939385361,56,Back,3939385367,212,1.0,3939385371,1,,3939385359,157,,,,,2k7qjez21ghq91378ecc585w5,L. Teinturier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490092245,137,1,1,18,43,drnln5nhp7dqype6j3upkoiqp,0,32,31,2022-12-10T13:49:52.120Z,2022-12-10T13:50:54Z,3939385469,140,38.8,3939385475,213,1.3,3939385467,56,Back,3939385471,141,67.3,3939385473,212,25.7,,,,,,,,,,jbxmumw5e6sad0zo1hljqnl5,S. Cambot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490092231,163,61,1,18,45,9s9jvki6htleffykj88qcpwpy,1,74.3,69.4,2022-12-10T13:49:53.597Z,2022-12-10T13:49:56Z,3939385423,56,Center,,,,,,,,,,,,,,,,,,,,,,56n1erg5gb7fq7ab8hz42bug9,A. Lamontagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490092249,138,3,1,18,47,drnln5nhp7dqype6j3upkoiqp,0,53.7,68.4,2022-12-10T13:49:56.120Z,2022-12-10T13:49:59Z,3939385493,56,Center,3939385543,233,164,3939385495,286,,,,,,,,,,,,,,,,,7alrgsdv6ycykqgigqizax39x,M. Léger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490092263,164,7,1,18,47,9s9jvki6htleffykj88qcpwpy,0,46.3,31.6,2022-12-10T13:49:56.121Z,2022-12-10T13:49:58Z,3939385539,233,138,3939385537,285,,3939385535,56,Back,,,,,,,,,,,,,,,,1fcucvr07kupgc9ivux6cf76c,Y. Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490092277,139,1,1,18,52,drnln5nhp7dqype6j3upkoiqp,0,63,67.8,2022-12-10T13:50:00.663Z,2022-12-10T13:50:02Z,3939385635,140,90.6,3939385639,212,29.1,3939385641,213,6.2,3939385633,56,Center,3939385637,141,64.3,,,,,,,,,,7alrgsdv6ycykqgigqizax39x,M. Léger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490092295,165,49,1,18,55,9s9jvki6htleffykj88qcpwpy,1,10.1,31.8,2022-12-10T13:50:03.917Z,2022-12-10T13:50:04Z,,,,,,,,,,,,,,,,,,,,,,,,,dtl2shnzdg739pkag6fplb42y,M. Sieber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490092327,166,1,1,18,56,9s9jvki6htleffykj88qcpwpy,1,12.6,35.1,2022-12-10T13:50:04.925Z,2022-12-10T13:50:08Z,3939385881,140,20.6,3939385879,56,Back,3939385885,212,21.4,3939385887,213,1.2,3939385883,141,64.0,,,,,,,,,,dtl2shnzdg739pkag6fplb42y,M. Sieber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490092365,167,1,1,18,59,9s9jvki6htleffykj88qcpwpy,1,24.7,73.5,2022-12-10T13:50:08.237Z,2022-12-10T13:50:11Z,3939386041,56,Back,3939386045,141,94.5,3939386049,213,1.0,3939386043,140,33.9,3939386047,212,17.2,,,,,,,,,,5es3kc7x38rotmzzcs46kb3hm,É. Sévenne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490092373,168,1,1,19,3,9s9jvki6htleffykj88qcpwpy,1,31,88.4,2022-12-10T13:50:11.630Z,2022-12-10T13:50:13Z,3939386083,141,71.2,3939386087,213,4.2,3939386085,212,13.7,3939386081,140,24.2,3939386079,56,Back,,,,,,,,,,5orsug2d4b7zzjat6eh9ks2qd,C. Bornes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490092403,169,1,1,19,5,9s9jvki6htleffykj88qcpwpy,1,25.6,67,2022-12-10T13:50:13.470Z,2022-12-10T13:50:19Z,3939386261,213,4.6,3939386257,141,32.5,3939386255,140,24.1,3939386259,212,23.5,3939386253,56,Back,,,,,,,,,,5es3kc7x38rotmzzcs46kb3hm,É. Sévenne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490092423,170,1,1,19,10,9s9jvki6htleffykj88qcpwpy,1,37.3,23.7,2022-12-10T13:50:18.958Z,2022-12-10T13:50:24Z,3939386367,141,44.8,3939386371,213,0.7,3939386363,56,Center,3939386369,212,22.9,3939386365,140,54.3,,,,,,,,,,8ra0s724ht9u3luvku2ytnrze,F. Bogi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
