id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2545932931,1,34,16,0,0,czkf5t3ai00ghwbga03i5aqxw,1,0,0,2023-05-08T16:20:44.596Z,2023-05-08T17:23:23Z,4262750255,130,8,4262750257,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4262750251,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4262750253,59,"30, 2, 8, 7, 4, 3, 16, 13, 10, 11, 23, 9, 14, 15, 17, 18, 19, 21, 22, 40",4262750249,30,"8adttli9ehdhi2216vpipzkr9, 7yld2a7aw6d3lmmwpu1wovxsl, 96uzhuuez4q5pgxb566ryk53p, 6736te1pno19jo5i82obbns2d, a97r48wblkhztm400rnvciok5, 23p0dby12ymf55wwi0xz2fnx1, 1m0qpbce7dob7mdbo7titbqp5, 6051gs5j7d6zss35h2twoqnd, f3gxyvlnuwl9wglyroa6q2mll, b9tsqyrv0xp0tt5nzwrmy9gb9, 4oxlpwcwpa44hstpm70iep0id, 6u3k1pcpowzvy9qrngb3j3a39, 71ewtolv8guf3m6sh01pf1nmx, 5t5ib5l818gj98xrztrj0kbca, eybt8xfc15yw9kwnbvm64zend, 15mg49mqn215ce4ojukev0o2x, 5k7sf8hvml6cf6f29g9393v11, 7pk2vyumro8ku45aar5dw7dw4, aw75jdzi3u012jkwj7t0eln2s, 5xkkb1l7y84mwfjsytlqoep04",4262750261,197,5157,4262750263,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4262750259,194,6736te1pno19jo5i82obbns2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545936833,1,34,16,0,0,bqtquhot4yruw677rkc607lk6,1,0,0,2023-05-08T16:30:01.901Z,2023-05-08T17:03:12Z,4262772171,30,"cj7aybqox4kzoicnzea7b64t1, ah01wimesmr2z3ngqdeme6k15, 7e6fwgkn6qykqzldw1i1e4bf9, 8aj9c2doiu9g4hd573mq0mms5, 4r8xqhcqxugg2wk1g2n4x1at, cq3y184r3wicnhyzbfr2slv4l, a0dcnofzjvroty4idvyxfaggl, 9469qatlpe6rdqko8c6ha4out, 91suopiz6irxqevhzv8lx76ne, b6uj13lah92mxcmbs45ujr9p1, 3aoh34sqan7y34c2qa1d6xkyy, lh30ckelpek3u7jbzotxuvze, cm6h40v4lws2jjbslwjjlvd1x, 51ueifp5nxythezmo0e7jiwwk, 4naiwvedctzccxar76woznfqi, r0buw94enqicur1escb750r8, 28237r26dj8uck2dsnecsrlnu, 78ev8z8b1houtb722o2f9okwl, bi8ahffozsvj2jwiakg7lidjo",4262772173,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",4262772177,130,4,4262772175,59,"1, 2, 3, 23, 39, 6, 29, 22, 9, 11, 14, 13, 21, 25, 26, 12, 28, 30, 27",4262772185,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4262772183,197,14830,4262772181,194,cj7aybqox4kzoicnzea7b64t1,4262772179,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545954451,2,32,1,0,0,czkf5t3ai00ghwbga03i5aqxw,1,0,0,2023-05-08T17:10:33.603Z,2023-05-10T05:03:57Z,4262871555,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545954445,2,32,1,0,0,bqtquhot4yruw677rkc607lk6,1,0,0,2023-05-08T17:10:33.603Z,2023-05-08T17:10:33Z,4262871523,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545954501,3,1,1,0,1,bqtquhot4yruw677rkc607lk6,1,50,50,2023-05-08T17:10:34.703Z,2023-05-13T09:24:52Z,4262871825,279,S,4262871815,56,Back,4262871823,213,2.7,4262871817,140,47.0,4262871821,212,3.5,4262871819,141,52.2,,,,,,,b6uj13lah92mxcmbs45ujr9p1,S. Skrabb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545954525,4,1,1,0,3,bqtquhot4yruw677rkc607lk6,0,53,42.5,2023-05-08T17:10:37.016Z,2023-05-13T09:30:46Z,4262871939,141,70.3,4262871943,213,0.7,4262871941,212,30.8,4262871935,56,Center,4262871937,140,76.2,4262871933,155,,,,,,,,a0dcnofzjvroty4idvyxfaggl,Romário,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545954517,3,1,1,0,5,czkf5t3ai00ghwbga03i5aqxw,0,23.8,31.2,2023-05-08T17:10:39.535Z,2023-05-08T17:10:40Z,4262871885,56,Back,4262871889,141,24.7,4262871887,140,35.4,4262871891,212,13.0,4262871893,213,5.9,4262871883,3,,,,,,,,7yld2a7aw6d3lmmwpu1wovxsl,P. Johansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545954577,5,1,1,0,9,bqtquhot4yruw677rkc607lk6,0,67.3,75.4,2023-05-08T17:10:42.775Z,2023-05-08T17:14:42Z,4262872201,140,73.9,4262872203,141,100.0,4262872205,212,19.0,4262872207,213,1.2,4262890233,155,,4262872199,56,Left,,,,,,,9469qatlpe6rdqko8c6ha4out,N. Girmai Netabay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545954587,4,5,1,0,10,czkf5t3ai00ghwbga03i5aqxw,1,26.8,-1.4,2023-05-08T17:10:44.121Z,2023-05-08T17:12:39Z,4262872255,56,Back,4262872259,233,6,4262872257,347,,,,,,,,,,,,,,,,,7yld2a7aw6d3lmmwpu1wovxsl,P. Johansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545954581,6,5,1,0,10,bqtquhot4yruw677rkc607lk6,0,73.2,101.4,2023-05-08T17:10:44.121Z,2023-05-08T17:10:46Z,4262872289,233,4,4262872223,56,Left,4262872225,347,,,,,,,,,,,,,,,,,9469qatlpe6rdqko8c6ha4out,N. Girmai Netabay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
