id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,keyPass,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/16/value
2543560585,7,1,1,0,15,ac8jow4mdkvnsv5s0och4qqm,0,65.1,53.8,2023-05-04T17:01:10.675Z,2023-05-04T17:04:06Z,4250123145,212,2.7,4250127717,233,7,4250123141,140,62.5,4250123147,213,3.0,4250127721,286,,4250123143,141,54.2,4250127715,236,,4250123139,56,Center,9vyizhfym4y8vc07xrvba7skq,O. Pettersson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543560597,7,74,1,0,15,durq4oppf7c08tnbzrlebt0uz,1,40.1,44.8,2023-05-04T17:01:10.676Z,2023-05-04T17:59:53Z,4250123211,56,Back,4250127723,233,7,4250127707,285,,,,,,,,,,,,,,,,,30117qloj2vhnxq4djfktp7u1,A. Zeljkovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543560609,8,1,1,0,19,durq4oppf7c08tnbzrlebt0uz,1,30,64.5,2023-05-04T17:01:14.793Z,2023-05-04T17:01:17Z,4250123289,212,28.9,4250123283,56,Left,4250123287,141,91.5,4250123285,140,51.2,4250123291,213,0.7,,,,,,,,,,1o38o018n6lidbvrmxotyjgx6,Bernardo Vilar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543560621,9,1,1,0,22,durq4oppf7c08tnbzrlebt0uz,1,54.1,79.6,2023-05-04T17:01:17.209Z,2023-05-04T17:01:20Z,4250123357,213,3.7,4250123355,212,28.2,4250123353,141,57.3,4250123351,140,31.4,4250123349,56,Back,,,,,,,,,,5gzobg231vp6fnjrrh6k49qz9,G. Engvall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543560629,10,1,1,0,25,durq4oppf7c08tnbzrlebt0uz,1,27.8,49.4,2023-05-04T17:01:20.456Z,2023-05-04T17:01:24Z,4250123395,140,38.7,4250123401,213,5.5,4250123397,141,31.9,4250123393,56,Back,4250123399,212,16.5,,,,,,,,,,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543560631,11,1,1,0,28,durq4oppf7c08tnbzrlebt0uz,1,35.3,30.1,2023-05-04T17:01:24.056Z,2023-05-04T17:59:10Z,4250123413,212,6.2,4250123409,140,39.9,4250123415,213,0.7,4250123411,141,35.7,4250123407,56,Back,,,,,,,,,,1olk78ihxbzyq1kxcgdp78woa,C. Vindehall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543560637,12,1,1,0,29,durq4oppf7c08tnbzrlebt0uz,0,36.8,33.6,2023-05-04T17:01:24.825Z,2023-05-05T14:26:44Z,4250123445,212,1.4,4250123455,233,8,4250123441,140,37.0,4250123459,286,,4250123447,213,4.9,4250123443,141,31.6,4250123453,236,,4250123439,56,Back,6vy0wrnn1jz4tjp9ofxr9qesq,Wenderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543560633,8,74,1,0,29,ac8jow4mdkvnsv5s0och4qqm,1,61.4,65.5,2023-05-04T17:01:24.826Z,2023-05-04T17:59:28Z,4250123419,56,Center,4250123421,285,,4250123467,233,12,,,,,,,,,,,,,,,,48ffxxjaqagvfy72i4qvuvdnt,N. Vasić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543560643,9,49,1,0,30,ac8jow4mdkvnsv5s0och4qqm,1,57.7,78.8,2023-05-04T17:01:25.900Z,2023-05-05T14:26:51Z,,,,,,,,,,,,,,,,,,,,,,,,,e1ogqatdx34wgtmvvq28ft39x,T. Waker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543560647,10,1,1,0,31,ac8jow4mdkvnsv5s0och4qqm,1,57.7,78.8,2023-05-04T17:01:26.919Z,2023-05-04T17:01:28Z,4250123499,141,67.0,4250123495,56,Center,4250123503,213,4.3,4250123501,212,8.7,4250123497,140,54.5,,,,,,,,,,e1ogqatdx34wgtmvvq28ft39x,T. Waker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543560659,11,1,1,0,32,ac8jow4mdkvnsv5s0och4qqm,1,54.5,67.5,2023-05-04T17:01:27.132Z,2023-05-05T14:27:06Z,4250123593,1,,4250123589,212,32.9,4250123585,140,29.5,4250123591,213,2.5,4250123587,141,96.6,4250123583,56,Back,,,,,,,1zy10ymkyg5dz4edlg8pdcxcl,G. Sandberg Magnusson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543560663,12,61,1,0,37,ac8jow4mdkvnsv5s0och4qqm,0,28.5,96.6,2023-05-04T17:01:32.612Z,2023-05-04T17:05:25Z,4250123611,56,Back,,,,,,,,,,,,,,,,,,,,,,btkupfjt9isuywcwqcbl1pgid,A. Calisir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543560685,13,5,1,0,38,durq4oppf7c08tnbzrlebt0uz,1,72.2,-2,2023-05-04T17:01:33.107Z,2023-05-05T14:27:14Z,4250123719,233,13,4250123711,347,,4250123709,56,Right,,,,,,,,,,,,,,,,5gzobg231vp6fnjrrh6k49qz9,G. Engvall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543560667,13,5,1,0,38,ac8jow4mdkvnsv5s0och4qqm,0,27.8,102,2023-05-04T17:01:33.107Z,2023-05-04T17:01:36Z,4250123725,233,13,4250123627,347,,4250123625,56,Back,,,,,,,,,,,,,,,,btkupfjt9isuywcwqcbl1pgid,A. Calisir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543560701,14,1,1,0,45,durq4oppf7c08tnbzrlebt0uz,1,71.7,0,2023-05-04T17:01:40.729Z,2023-05-04T17:01:43Z,4250123813,213,2.8,4250123805,56,Right,4250123809,141,5.2,4250123811,212,16.3,4250123807,140,56.9,4250123803,107,,,,,,,,2s011oynto4q5ta4nwws4spn9,Netinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543560709,15,1,1,0,48,durq4oppf7c08tnbzrlebt0uz,1,54.6,10.6,2023-05-04T17:01:43.441Z,2023-05-04T17:01:46Z,4250123847,140,39.3,4250123853,213,2.3,4250123845,56,Back,4250123851,212,23.7,4250123849,141,36.3,,,,,,,,,,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543560717,16,1,1,0,51,durq4oppf7c08tnbzrlebt0uz,1,43.4,34,2023-05-04T17:01:46.344Z,2023-05-04T17:01:49Z,4250123899,56,Right,4250123901,140,53.9,4250123907,213,5.2,4250123903,141,4.4,4250123905,212,22.9,,,,,,,,,,1o38o018n6lidbvrmxotyjgx6,Bernardo Vilar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543560731,17,1,1,0,54,durq4oppf7c08tnbzrlebt0uz,1,56.5,2,2023-05-04T17:01:49.296Z,2023-05-04T17:01:52Z,4250123979,212,20.6,4250123975,140,38.7,4250123981,213,2.7,4250123977,141,14.6,4250123973,56,Back,,,,,,,,,,2s011oynto4q5ta4nwws4spn9,Netinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543560741,18,1,1,0,57,durq4oppf7c08tnbzrlebt0uz,1,37.1,21.9,2023-05-04T17:01:52.121Z,2023-05-04T17:01:54Z,4250124033,213,2.1,4250124029,141,35.4,4250124025,56,Back,4250124027,140,31.6,4250124031,212,10.8,,,,,,,,,,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543560747,19,1,1,0,59,durq4oppf7c08tnbzrlebt0uz,1,31.3,35.8,2023-05-04T17:01:54.080Z,2023-05-04T17:01:56Z,4250124073,140,30.6,4250124077,212,20.6,4250124075,141,66.1,4250124079,213,1.6,4250124071,56,Back,,,,,,,,,,1o38o018n6lidbvrmxotyjgx6,Bernardo Vilar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543560759,20,1,1,1,1,durq4oppf7c08tnbzrlebt0uz,1,30.9,66.1,2023-05-04T17:01:56.553Z,2023-05-04T17:01:59Z,4250124137,212,16.6,4250124133,140,37.0,4250124135,141,88.6,4250124139,213,1.2,4250124131,56,Back,,,,,,,,,,8ebx705t6jvq53z6tjk0ke1d6,E. Grozdanic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543560765,21,1,1,1,4,durq4oppf7c08tnbzrlebt0uz,1,38.6,92.9,2023-05-04T17:01:59.577Z,2023-05-04T17:02:02Z,4250124161,141,83.8,4250124165,213,6.0,4250124159,140,55.8,4250124163,212,19.1,4250124157,56,Left,,,,,,,,,,2rvopmj69lbwtn0eevmn8cn9x,O. Johansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543560789,22,1,1,1,7,durq4oppf7c08tnbzrlebt0uz,1,57,85.7,2023-05-04T17:02:02.273Z,2023-05-04T17:05:48Z,4250124317,56,Left,4250124323,212,15.4,4250124321,141,80.9,4250124319,140,71.3,4250124325,213,6.1,,,,,,,,,,5gzobg231vp6fnjrrh6k49qz9,G. Engvall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543560823,23,1,1,1,10,durq4oppf7c08tnbzrlebt0uz,1,80.3,75.3,2023-05-04T17:02:05.577Z,2023-05-05T14:27:45Z,4250124535,1,,4250124527,140,96.1,4250124531,212,43.0,4250124533,213,5.1,4250124529,141,17.0,4250124525,56,Right,,,,,,,2rvopmj69lbwtn0eevmn8cn9x,O. Johansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543560847,24,1,1,1,16,durq4oppf7c08tnbzrlebt0uz,1,93.1,10.9,2023-05-04T17:02:11.865Z,2023-05-04T17:06:28Z,4250124633,212,8.3,4250124629,140,85.2,4250124635,213,3.1,4250124631,141,11.4,4250124627,56,Right,,,,,,,,,,cpamr0c0qq5lf5u6de1cbvgx6,E. Bećirović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543560851,25,1,1,1,20,durq4oppf7c08tnbzrlebt0uz,0,91.2,9.8,2023-05-04T17:02:15.873Z,2023-05-05T14:32:45Z,4250124655,56,Right,4250124657,140,92.6,4250124653,155,,4250124659,141,17.1,4250124651,2,,4250124661,212,5.2,4251709883,20,,4250124663,213,1.3,2s011oynto4q5ta4nwws4spn9,Netinho,4251709881,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543560865,14,12,1,1,22,ac8jow4mdkvnsv5s0och4qqm,1,6.8,58.2,2023-05-04T17:02:18Z,2023-05-05T14:32:59Z,4250124739,141,66.0,4250124753,15,,4250124735,56,Back,4250124743,213,0.4,4250124741,212,14.8,4250124737,140,20.0,,,,,,,950x9v0qx1pqgkc67e6hnbpt6,A. Abrahamsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543560875,15,1,1,1,23,ac8jow4mdkvnsv5s0och4qqm,1,20,66,2023-05-04T17:02:18.757Z,2023-05-05T14:33:06Z,4250124793,56,Back,4250124797,141,68.2,4250124801,213,2.9,4250124791,3,,4250124799,212,7.2,4250124809,156,,4250124795,140,13.3,,,,48ffxxjaqagvfy72i4qvuvdnt,N. Vasić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543560879,16,49,1,1,26,ac8jow4mdkvnsv5s0och4qqm,1,13.3,68.2,2023-05-04T17:02:21.071Z,2023-05-05T14:33:09Z,,,,,,,,,,,,,,,,,,,,,,,,,eq9x5pboy1dehdauroonsw3c9,S. Leach Holm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543560885,17,1,1,1,27,ac8jow4mdkvnsv5s0och4qqm,0,13.3,68.2,2023-05-04T17:02:22.477Z,2023-05-05T14:33:13Z,4250124855,213,6.1,4250124845,157,,4250124851,141,54.8,4250124849,140,61.5,4250124853,212,51.4,4250124857,1,,4250124847,56,Center,,,,eq9x5pboy1dehdauroonsw3c9,S. Leach Holm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543562475,78,49,1,1,30,durq4oppf7c08tnbzrlebt0uz,1,33.3,44.3,2023-05-04T17:02:25.985Z,2023-05-04T17:07:26Z,,,,,,,,,,,,,,,,,,,,,,,,,1o38o018n6lidbvrmxotyjgx6,Bernardo Vilar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543560899,26,1,1,1,31,durq4oppf7c08tnbzrlebt0uz,1,35.4,39.5,2023-05-04T17:02:26.624Z,2023-05-04T17:02:29Z,4250124921,212,11.9,4250124919,141,43.4,4250124915,56,Back,4250124923,213,2.9,4250124917,140,24.4,4250124913,3,,,,,,,,1o38o018n6lidbvrmxotyjgx6,Bernardo Vilar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543560915,27,1,1,1,34,durq4oppf7c08tnbzrlebt0uz,1,24.4,43.4,2023-05-04T17:02:29.217Z,2023-05-04T17:02:31Z,4250125027,213,0.5,4250125025,212,6.4,4250125023,141,47.9,4250125019,56,Back,4250125021,140,29.7,,,,,,,,,,4ilvnv8fsq1smurtjl81od7th,J. Rasheed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543560939,28,1,1,1,37,durq4oppf7c08tnbzrlebt0uz,1,30.3,47.9,2023-05-04T17:02:32.824Z,2023-05-04T17:02:37Z,4250125151,213,5.4,4250125149,212,12.1,4250125145,140,37.6,4250125147,141,34.2,4250125143,56,Back,,,,,,,,,,1o38o018n6lidbvrmxotyjgx6,Bernardo Vilar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543560945,29,1,1,1,42,durq4oppf7c08tnbzrlebt0uz,1,35.6,33.6,2023-05-04T17:02:37.409Z,2023-05-04T17:02:39Z,4250125179,141,49.1,4250125183,213,2.1,4250125175,56,Back,4250125181,212,12.4,4250125177,140,29.3,,,,,,,,,,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543560957,30,1,1,1,44,durq4oppf7c08tnbzrlebt0uz,1,28.3,52.5,2023-05-04T17:02:39.345Z,2023-05-04T17:02:41Z,4250125239,56,Back,4250125241,140,30.9,4250125243,141,64.9,4250125247,213,1.3,4250125245,212,8.9,,,,,,,,,,1o38o018n6lidbvrmxotyjgx6,Bernardo Vilar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543560989,31,1,1,1,46,durq4oppf7c08tnbzrlebt0uz,1,31.6,67.8,2023-05-04T17:02:41.760Z,2023-05-04T17:02:47Z,4250125403,212,51.5,4250125407,1,,4250125397,56,Left,4250125405,213,0.4,4250125401,141,95.1,4250125399,140,77.3,,,,,,,8ebx705t6jvq53z6tjk0ke1d6,E. Grozdanic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543860433,884,3,1,1,51,durq4oppf7c08tnbzrlebt0uz,0,75.3,97.1,2023-05-04T17:02:47.042Z,2023-05-05T14:34:15Z,4251711671,286,,4251711675,467,950x9v0qx1pqgkc67e6hnbpt6,4251711673,465,,4251711669,56,Left,,,,,,,,,,,,,5gzobg231vp6fnjrrh6k49qz9,G. Engvall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543560991,32,4,1,1,52,durq4oppf7c08tnbzrlebt0uz,1,76.6,95,2023-05-04T17:02:47.432Z,2023-05-04T17:07:58Z,4250125619,286,,4250125639,233,18,4250125613,13,,4250125617,152,,4250125411,56,Left,4250135137,295,,,,,,,,5gzobg231vp6fnjrrh6k49qz9,G. Engvall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543561003,18,4,1,1,52,ac8jow4mdkvnsv5s0och4qqm,0,23.4,5,2023-05-04T17:02:47.433Z,2023-05-04T17:07:55Z,4250125643,233,32,4250125477,13,,4250125485,285,,4250125481,56,Back,4250135079,295,,4250125483,152,,,,,,,,950x9v0qx1pqgkc67e6hnbpt6,A. Abrahamsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543561231,33,1,1,2,39,durq4oppf7c08tnbzrlebt0uz,0,77.4,93.9,2023-05-04T17:03:34.448Z,2023-05-05T14:34:30Z,4250126877,2,,4250126879,5,,4250126893,213,5.1,4250126889,141,47.0,4251711925,20,,4250126885,56,Center,4250126881,155,,4250126891,212,34.3,2rvopmj69lbwtn0eevmn8cn9x,O. Johansson,4250126895,1,4251711923,223,4250126887,140,89.3,4250126883,152,,,,,,,,,,,,,,,,,,,,,,
2543561249,19,12,1,2,42,ac8jow4mdkvnsv5s0och4qqm,1,2.7,66.8,2023-05-04T17:03:37.710Z,2023-05-05T14:34:37Z,4250126997,213,5.4,4250126993,212,31.8,4250126989,141,30.1,4250126987,140,21.4,4250126985,56,Back,,,,,,,,,,btkupfjt9isuywcwqcbl1pgid,A. Calisir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543563197,59,49,1,2,46,ac8jow4mdkvnsv5s0och4qqm,1,24.8,20,2023-05-04T17:03:41.751Z,2023-05-04T17:09:57Z,,,,,,,,,,,,,,,,,,,,,,,,,9vyizhfym4y8vc07xrvba7skq,O. Pettersson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543561291,21,1,1,2,49,ac8jow4mdkvnsv5s0och4qqm,0,24.5,16.7,2023-05-04T17:03:44.262Z,2023-05-05T14:34:55Z,4250127193,213,0.4,4250127189,141,43.4,4251712385,157,,4250127185,56,Center,4250127191,212,47.3,4250127195,1,,4250127187,140,66.1,,,,9vyizhfym4y8vc07xrvba7skq,O. Pettersson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543561297,35,49,1,2,53,durq4oppf7c08tnbzrlebt0uz,1,32.4,60.2,2023-05-04T17:03:48.561Z,2023-05-04T17:09:11Z,,,,,,,,,,,,,,,,,,,,,,,,,1olk78ihxbzyq1kxcgdp78woa,C. Vindehall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
