id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/17/value,qualifier/16/value
2526392923,1,34,16,0,0,bqtquhot4yruw677rkc607lk6,1,0,0,2023-04-01T12:09:50.311Z,2023-04-01T12:15:49Z,4151802053,30,"cj7aybqox4kzoicnzea7b64t1, ah01wimesmr2z3ngqdeme6k15, 7e6fwgkn6qykqzldw1i1e4bf9, 86fokf6u54eq39xx5r5smyqui, 4r8xqhcqxugg2wk1g2n4x1at, cq3y184r3wicnhyzbfr2slv4l, a0dcnofzjvroty4idvyxfaggl, 9469qatlpe6rdqko8c6ha4out, 91suopiz6irxqevhzv8lx76ne, b6uj13lah92mxcmbs45ujr9p1, 3aoh34sqan7y34c2qa1d6xkyy, cm6h40v4lws2jjbslwjjlvd1x, bm2irsmnu6xonzgwb9zli6ajt, rxypx04u4hxdd5dfwoazp2xg, ersburboye1ic6pxc36ytm4et, 4naiwvedctzccxar76woznfqi, 28237r26dj8uck2dsnecsrlnu, 78ev8z8b1houtb722o2f9okwl, 40do9cllxtllu7xafttmno3dg",4151802069,197,5894,4151802065,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4151802067,194,cj7aybqox4kzoicnzea7b64t1,4151802063,130,4,4151802071,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4151802059,59,"1, 2, 3, 17, 39, 6, 29, 22, 9, 11, 14, 21, 7, 18, 19, 26, 28, 30, 16",4151802055,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526394859,1,34,16,0,0,93ohqui2qgqm8408viwmm1ken,1,0,0,2023-04-01T12:11:42.038Z,2023-04-01T13:08:15Z,4151811717,59,"27, 22, 11, 25, 19, 2, 31, 8, 9, 10, 21, 5, 6, 13, 15, 20, 24, 30, 36, 38",4151811713,30,"2e1hb1s2jhbpag0wk814qgqmt, dvi2tleym136aqpvwfi4lustm, 144jdrezcfwd4uh3sk7zhtizu, carpl05zgalgbsd6gnk3akc89, 7ujr3n286xjhtwsrckvkbldxx, 4h6t59bj1n3ci5ti1g7tsimz9, elwm97xvha0y0t8yqx5sur9ck, 2e1l4p2kxtk1hd4yeuetyua51, 90eoelhr2oxpg3ejr2whwwu6t, 62w849kqrnjm00xr12suencgl, a19tsu5agpdwugg5fsijzzxsl, aa6awfy4ioanjg9raw55t072t, duhvdeeqlyxgt2qve8fjgrpat, 70uwtz6q782qjf2mqpdlqpbkl, 5ocn8a1on2u9o9giyulgqtvxl, 5occq5bmrhcs8rtxwsdi18bf9, 9mjzy2s8qv0a5qw9pyhs112ol, dsw7clrtv93nkdnppqhfm1n9, 1meafg8cs0tnmmm6ep0563alm, 7hugqbtot3c8fmxtfqld9l15g",4151811723,194,62w849kqrnjm00xr12suencgl,4151811727,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4151811719,130,13,4151811721,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4151811725,197,2216,4151811715,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526434825,2,32,1,0,0,93ohqui2qgqm8408viwmm1ken,1,0,0,2023-04-01T13:03:45.065Z,2023-04-01T13:03:47Z,4152016183,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526434817,2,32,1,0,0,bqtquhot4yruw677rkc607lk6,1,0,0,2023-04-01T13:03:45.065Z,2023-04-01T13:03:45Z,4152016153,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526434871,3,1,1,0,0,bqtquhot4yruw677rkc607lk6,1,50.4,50.1,2023-04-01T13:03:45.165Z,2023-04-01T14:02:24Z,4152016391,56,Back,4152016401,213,3.0,4152016399,212,5.7,4152016395,140,45.0,4152016403,279,S,4152016397,141,51.5,,,,,,,b6uj13lah92mxcmbs45ujr9p1,S. Skrabb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526434905,4,1,1,0,3,bqtquhot4yruw677rkc607lk6,0,49,48.5,2023-04-01T13:03:48.102Z,2023-04-01T13:09:01Z,4152016585,141,14.0,4152016591,1,,4152016589,213,5.8,4152016579,155,,4152016587,212,51.0,4152016581,56,Right,4152016583,140,92.1,,,,a0dcnofzjvroty4idvyxfaggl,Romário,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526434911,3,61,1,0,7,93ohqui2qgqm8408viwmm1ken,0,11.9,83.9,2023-04-01T13:03:52.218Z,2023-04-01T13:59:28Z,4152016633,56,Back,,,,,,,,,,,,,,,,,,,,,,a19tsu5agpdwugg5fsijzzxsl,S. Vecchia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526434969,5,1,1,0,10,bqtquhot4yruw677rkc607lk6,0,91.5,20.4,2023-04-01T13:03:55.253Z,2023-04-01T13:11:09Z,4152016917,140,85.8,4152016921,212,11.7,4152016923,213,2.1,4152016919,141,35.2,4152016915,56,Center,,,,,,,,,,ah01wimesmr2z3ngqdeme6k15,A. Lindahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526435045,4,4,1,0,14,93ohqui2qgqm8408viwmm1ken,1,15.4,66.6,2023-04-01T13:03:59.415Z,2023-04-01T13:59:53Z,4152017327,233,6,4152017297,13,,4152055343,295,,4152017301,152,,4152017299,56,Back,4152017305,285,,,,,,,,62w849kqrnjm00xr12suencgl,A. Christiansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526435029,6,4,1,0,14,bqtquhot4yruw677rkc607lk6,0,84.6,33.4,2023-04-01T13:03:59.416Z,2023-04-01T13:11:56Z,4152017219,286,,4152017213,56,Center,4152017211,13,,4152017365,233,4,4152017215,152,,4152053395,295,,,,,,,,9469qatlpe6rdqko8c6ha4out,N. Girmai Netabay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
