id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2543021063,1,34,16,0,0,czkf5t3ai00ghwbga03i5aqxw,1,0,0,2023-05-03T16:06:31.942Z,2023-05-03T17:34:22Z,4247199223,59,"30, 2, 8, 13, 4, 3, 11, 7, 10, 15, 23, 9, 14, 16, 17, 18, 19, 21, 22, 40",4247199221,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4247199219,30,"8adttli9ehdhi2216vpipzkr9, 7yld2a7aw6d3lmmwpu1wovxsl, 96uzhuuez4q5pgxb566ryk53p, 6051gs5j7d6zss35h2twoqnd, a97r48wblkhztm400rnvciok5, 23p0dby12ymf55wwi0xz2fnx1, b9tsqyrv0xp0tt5nzwrmy9gb9, 6736te1pno19jo5i82obbns2d, f3gxyvlnuwl9wglyroa6q2mll, 5t5ib5l818gj98xrztrj0kbca, 4oxlpwcwpa44hstpm70iep0id, 6u3k1pcpowzvy9qrngb3j3a39, 71ewtolv8guf3m6sh01pf1nmx, 1m0qpbce7dob7mdbo7titbqp5, eybt8xfc15yw9kwnbvm64zend, 15mg49mqn215ce4ojukev0o2x, 5k7sf8hvml6cf6f29g9393v11, 7pk2vyumro8ku45aar5dw7dw4, aw75jdzi3u012jkwj7t0eln2s, 5xkkb1l7y84mwfjsytlqoep04",4247199229,194,6736te1pno19jo5i82obbns2d,4247199231,197,5157,4247199233,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4247199227,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4247199225,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543022119,1,34,16,0,0,9zqn9ugvg64it0lr5z8cq4g9v,1,0,0,2023-05-03T16:08:34.557Z,2023-05-03T16:48:40Z,4247205157,197,4756,4247205155,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4247205159,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4247337697,194,35gounciadqplhg50z8pgno5,4247205149,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4247205151,59,"26, 12, 25, 11, 13, 5, 18, 27, 7, 19, 24, 1, 9, 15, 16, 21, 23, 40, 38, 35",4247205153,130,4,4247205147,30,"eydu7p01ud08kscyaav4aaok5, ena92ro3qpi2wgbzznu4xc4fe, 15nsr315qb7jhyeik47x9wrxm, 35gounciadqplhg50z8pgno5, 6lykrd3hzedl7xljr167gow5x, 8unnvgvft6knxupbp9oxh621h, bar5tlyxm2vim2ewqauywgb85, 87cds2pw8n5bacxfbits3kk5w, de2unef3dan4fnahz184pyqz8, 5rbr8z5frgawr2ykcmcxbbluy, 5xbrybr5fxvg6br9b6tq4a4fd, 620zi46ifanq9e9j7qaluzqvp, enrm3rj4awqw0i9r0zi3if4yd, dxnnlilj6cj5iyqhuvlfpiymt, 780mdhlnrheqczv6o7p5l8hzo, 88mmoskb8jyiyqyfvxvz0qmwa, ay86n2sd0odbxluws2jyx4zkk, 9pr02xl5zkizsdlw8ln1o3axg, c3mf113babl3u4iqq9mb2gmxg, 7sez5w47trh4xnngir0epzl04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543048971,2,32,1,0,0,9zqn9ugvg64it0lr5z8cq4g9v,1,0,0,2023-05-03T17:00:30.053Z,2023-05-04T13:33:26Z,4247355793,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543048967,2,32,1,0,0,czkf5t3ai00ghwbga03i5aqxw,1,0,0,2023-05-03T17:00:30.053Z,2023-05-03T17:00:30Z,4247355775,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543048979,3,1,1,0,0,czkf5t3ai00ghwbga03i5aqxw,1,50.1,50.3,2023-05-03T17:00:30.153Z,2023-05-03T17:00:49Z,4247355829,213,3.3,4247355831,279,S,4247355827,212,19.6,4247355825,141,47.0,4247355821,56,Back,4247355823,140,31.6,,,,,,,b9tsqyrv0xp0tt5nzwrmy9gb9,O. Berg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543048989,4,1,1,0,3,czkf5t3ai00ghwbga03i5aqxw,1,31.6,47,2023-05-03T17:00:33.186Z,2023-05-03T17:00:36Z,4247355897,1,,4247355895,213,0.6,4247355885,155,,4247355887,56,Left,4247355893,212,49.7,4247355889,140,70.1,4247355891,141,89.4,,,,a97r48wblkhztm400rnvciok5,J. Löfgren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543048997,5,1,1,0,6,czkf5t3ai00ghwbga03i5aqxw,1,70.1,89.4,2023-05-03T17:00:36.513Z,2023-05-03T17:03:12Z,4247355935,212,5.5,4247355937,213,2.9,4247355931,140,65.0,4247355929,56,Left,4247355933,141,91.4,4247362213,156,,,,,,,,4oxlpwcwpa44hstpm70iep0id,G. Wikheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543049015,6,1,1,0,7,czkf5t3ai00ghwbga03i5aqxw,0,65,91.4,2023-05-03T17:00:37.905Z,2023-05-03T17:00:39Z,4247356013,212,25.9,4247356007,56,Left,4247356005,155,,4247356011,141,80.3,4247356015,213,6.0,4247356009,140,88.6,,,,,,,6736te1pno19jo5i82obbns2d,M. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543049019,3,49,1,0,10,9zqn9ugvg64it0lr5z8cq4g9v,1,8.8,16.1,2023-05-03T17:00:40.136Z,2023-05-03T17:00:40Z,,,,,,,,,,,,,,,,,,,,,,,,,6lykrd3hzedl7xljr167gow5x,S. Sandberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543049027,4,12,1,0,10,9zqn9ugvg64it0lr5z8cq4g9v,1,8.8,16.1,2023-05-03T17:00:40.663Z,2023-05-03T17:00:42Z,4247356059,213,4.6,4247356057,212,12.2,4247356069,167,,4247356055,141,0.0,4247356053,140,7.1,4247356051,56,Back,,,,,,,6lykrd3hzedl7xljr167gow5x,S. Sandberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543049033,5,5,1,0,11,9zqn9ugvg64it0lr5z8cq4g9v,0,8,-1.6,2023-05-03T17:00:41.598Z,2023-05-03T17:00:43Z,4247356115,233,7,4247356067,347,,4247356065,56,Back,,,,,,,,,,,,,,,,6lykrd3hzedl7xljr167gow5x,S. Sandberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543049037,7,5,1,0,11,czkf5t3ai00ghwbga03i5aqxw,1,92,101.6,2023-05-03T17:00:41.598Z,2023-05-03T19:16:32Z,4247356093,233,5,4247356089,347,,4247356087,56,Left,,,,,,,,,,,,,,,,6736te1pno19jo5i82obbns2d,M. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543049111,8,1,1,0,21,czkf5t3ai00ghwbga03i5aqxw,1,91.2,100,2023-05-03T17:00:51.731Z,2023-05-03T17:00:53Z,4247356503,213,5.0,4247356501,212,10.6,4247356493,107,,4247356495,56,Left,4247356497,140,94.0,4247356499,141,86.6,,,,,,,96uzhuuez4q5pgxb566ryk53p,E. Andersson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543049119,9,1,1,0,23,czkf5t3ai00ghwbga03i5aqxw,1,94,86.6,2023-05-03T17:00:53.105Z,2023-05-03T17:00:54Z,4247356529,213,2.0,4247356525,141,96.2,4247356527,212,7.3,4247356523,140,90.8,4247356541,156,,4247356521,56,Left,,,,,,,f3gxyvlnuwl9wglyroa6q2mll,J. Asoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543049135,10,1,1,0,24,czkf5t3ai00ghwbga03i5aqxw,1,90.8,96.2,2023-05-03T17:00:54.417Z,2023-05-03T17:00:56Z,4247356625,213,4.9,4247356617,56,Left,4247356623,212,7.2,4247356619,140,92.2,4247356621,141,85.9,,,,,,,,,,96uzhuuez4q5pgxb566ryk53p,E. Andersson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543049147,11,1,1,0,26,czkf5t3ai00ghwbga03i5aqxw,1,92.2,85.9,2023-05-03T17:00:56.113Z,2023-05-03T17:00:57Z,4247356691,212,11.8,4247356689,141,89.7,4247356693,213,2.9,4247356687,140,81.2,4247356685,56,Left,,,,,,,,,,f3gxyvlnuwl9wglyroa6q2mll,J. Asoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543049179,12,1,1,0,27,czkf5t3ai00ghwbga03i5aqxw,1,85.1,87.4,2023-05-03T17:00:57.585Z,2023-05-03T17:01:01Z,4247356845,213,0.4,4247356837,56,Left,4247356843,212,6.9,4247356841,141,91.8,4247356839,140,91.0,,,,,,,,,,6736te1pno19jo5i82obbns2d,M. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543049183,13,1,1,0,31,czkf5t3ai00ghwbga03i5aqxw,1,78.4,87.7,2023-05-03T17:01:01.313Z,2023-05-03T17:01:02Z,4247356869,56,Left,4247356875,212,8.8,4247356877,213,3.0,4247356873,141,88.9,4247356871,140,70.1,,,,,,,,,,f3gxyvlnuwl9wglyroa6q2mll,J. Asoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543049197,14,1,1,0,32,czkf5t3ai00ghwbga03i5aqxw,1,70.1,88.9,2023-05-03T17:01:02.385Z,2023-05-03T17:01:04Z,4247356927,56,Left,4247356935,213,6.2,4247356931,141,87.8,4247356929,140,83.3,4247356933,212,13.9,,,,,,,,,,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543049205,15,1,1,0,34,czkf5t3ai00ghwbga03i5aqxw,1,83.3,87.8,2023-05-03T17:01:04.065Z,2023-05-03T17:04:21Z,4247356979,213,3.6,4247356977,212,10.2,4247356975,141,81.4,4247356973,140,74.5,4247356971,56,Left,4247365687,156,,,,,,,,4oxlpwcwpa44hstpm70iep0id,G. Wikheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543049217,16,1,1,0,34,czkf5t3ai00ghwbga03i5aqxw,1,74.5,81.4,2023-05-03T17:01:04.881Z,2023-05-03T17:01:07Z,4247357075,213,0.1,4247357069,140,94.6,4247357071,141,84.7,4247357067,56,Left,4247357073,212,21.2,,,,,,,,,,f3gxyvlnuwl9wglyroa6q2mll,J. Asoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543049223,17,1,1,0,36,czkf5t3ai00ghwbga03i5aqxw,0,95,84.8,2023-05-03T17:01:06.961Z,2023-05-03T17:01:07Z,4247357119,140,91.0,4247357123,212,14.6,4247357121,141,64.2,4247357125,213,4.4,4247357117,56,Center,,,,,,,,,,4oxlpwcwpa44hstpm70iep0id,G. Wikheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543049239,7,49,1,0,37,9zqn9ugvg64it0lr5z8cq4g9v,1,11.7,33.6,2023-05-03T17:01:07.222Z,2023-05-03T17:05:00Z,,,,,,,,,,,,,,,,,,,,,,,,,35gounciadqplhg50z8pgno5,Samuel Gustafson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543049235,6,1,1,0,37,9zqn9ugvg64it0lr5z8cq4g9v,1,11.7,33.9,2023-05-03T17:01:08.038Z,2023-05-03T17:01:09Z,4247357201,212,14.0,4247357199,141,14.4,4247357193,56,Back,4247357195,140,7.4,4247357205,213,4.4,,,,,,,,,,35gounciadqplhg50z8pgno5,Samuel Gustafson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543049255,8,1,1,0,39,9zqn9ugvg64it0lr5z8cq4g9v,1,7.4,14.4,2023-05-03T17:01:09.302Z,2023-05-03T17:01:11Z,4247357291,213,1.9,4247357289,212,9.1,4247357283,56,Back,4247357285,140,4.6,4247357287,141,27.1,,,,,,,,,,5rbr8z5frgawr2ykcmcxbbluy,O. Uddenäs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543049277,9,1,1,0,40,9zqn9ugvg64it0lr5z8cq4g9v,0,4.6,27.1,2023-05-03T17:01:10.999Z,2023-05-03T17:01:14Z,4247357421,212,52.6,4247357423,213,0.1,4247357413,157,,4247357415,56,Center,4247357417,140,54.5,4247357425,1,,4247357419,141,34.6,,,,ena92ro3qpi2wgbzznu4xc4fe,V. Lunddal Friðriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543049289,18,1,1,0,44,czkf5t3ai00ghwbga03i5aqxw,0,46.3,66.6,2023-05-03T17:01:14.113Z,2023-05-03T17:01:15Z,4247357489,212,12.7,4247357485,140,54.3,4247357487,141,52.5,4247357491,213,5.4,4247357483,56,Center,4247357481,3,,,,,,,,a97r48wblkhztm400rnvciok5,J. Löfgren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543049325,10,1,1,0,45,9zqn9ugvg64it0lr5z8cq4g9v,0,44.7,46.1,2023-05-03T17:01:15.526Z,2023-05-03T17:05:44Z,4247357677,212,11.9,4247357675,141,40.0,4247357673,140,55.3,4247357679,213,5.9,4247357671,56,Center,,,,,,,,,,5xbrybr5fxvg6br9b6tq4a4fd,L. Olden Larsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543049315,19,8,1,0,47,czkf5t3ai00ghwbga03i5aqxw,1,42.9,67.3,2023-05-03T17:01:17.297Z,2023-05-04T13:45:00Z,4247357629,56,Back,4249727255,383,,,,,,,,,,,,,,,,,,,,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543049321,20,49,1,0,48,czkf5t3ai00ghwbga03i5aqxw,1,42.1,66.1,2023-05-03T17:01:18.113Z,2023-05-03T17:01:18Z,,,,,,,,,,,,,,,,,,,,,,,,,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543049361,21,1,1,0,48,czkf5t3ai00ghwbga03i5aqxw,1,40.8,62.7,2023-05-03T17:01:18.656Z,2023-05-03T17:01:22Z,4247357821,140,39.7,4247357823,141,25.2,4247357819,56,Back,4247357825,212,25.5,4247357827,213,4.7,,,,,,,,,,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543049363,22,1,1,0,51,czkf5t3ai00ghwbga03i5aqxw,1,39.8,19.8,2023-05-03T17:01:22.001Z,2023-05-03T17:01:23Z,4247357837,140,43.5,4247357835,56,Back,4247357841,212,8.7,4247357839,141,31.3,4247357843,213,1.1,,,,,,,,,,7yld2a7aw6d3lmmwpu1wovxsl,P. Johansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543049387,23,1,1,0,53,czkf5t3ai00ghwbga03i5aqxw,1,43.5,31.3,2023-05-03T17:01:23.264Z,2023-05-03T17:01:27Z,4247358029,213,4.2,4247358019,56,Back,4247358025,141,17.7,4247358027,212,10.6,4247358023,140,38.5,,,,,,,,,,6051gs5j7d6zss35h2twoqnd,H. Finndell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543049423,24,1,1,0,57,czkf5t3ai00ghwbga03i5aqxw,1,39.4,15.6,2023-05-03T17:01:27.105Z,2023-05-03T17:01:30Z,4247358199,56,Back,4247358209,213,5.2,4247358205,141,4.0,4247358207,212,9.0,4247358201,140,43.5,,,,,,,,,,7yld2a7aw6d3lmmwpu1wovxsl,P. Johansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543049433,25,1,1,1,0,czkf5t3ai00ghwbga03i5aqxw,1,43.5,5,2023-05-03T17:01:30.464Z,2023-05-03T17:01:32Z,4247358245,56,Back,4247358253,213,1.0,4247358247,140,48.1,4247358251,212,8.5,4247358249,141,15.3,,,,,,,,,,5t5ib5l818gj98xrztrj0kbca,O. Fallenius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543049449,26,1,1,1,1,czkf5t3ai00ghwbga03i5aqxw,1,48.1,15.3,2023-05-03T17:01:31.889Z,2023-05-03T17:01:33Z,4247358349,56,Right,4247358357,213,5.7,4247358355,212,13.0,4247358353,141,4.1,4247358351,140,58.1,,,,,,,,,,6051gs5j7d6zss35h2twoqnd,H. Finndell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
