id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/8/value,keyPass,qualifier/12/value,qualifier/13/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,assist
2527423093,1,34,16,0,0,4jg5vd59i24chckyua90dr1lg,1,0,0,2023-04-02T12:13:54.557Z,2023-04-02T12:57:00Z,4157279639,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4157279629,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4157279631,59,"30, 13, 21, 18, 2, 6, 19, 8, 20, 22, 7, 28, 4, 5, 14, 16, 23, 27, 31, 35",4157279635,130,4,4157279641,194,9z8zmq5mh3nzaxtvpf5ox3snp,4157279645,197,5798,4157279649,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4157279627,30,"4mnn3qqpodu948yni3okjj7qh, dcewpavwmjbplo5fahrzfxega, cdlngd5oc988etq8dp8bh4s7p, 3xrja99d4b0jewfjzelq4rspg, 85jw7q58nuiekjl7snvmkjyp6, 9z8zmq5mh3nzaxtvpf5ox3snp, 546vmchsyl1wt10pr13r5oup6, bhaqw4112j43c753dlxhy61ud, 21ht7s882is4sisnr8dpf61yi, 72eskzopskdqlizss1nhznuqy, 94v0gyaccr498bwf5enqyhox6, 9nafz0c0x2qvmo5ldm0djmcq1, 520dbk81emwb7u262qivg8wyd, 9sgtxk82p3wstmmncfw7n5fu2, 27a8ay3weff9zyxw7usa54cet, gkyakbpfwhi9ura3y4zz0tuc, 7i8utv6wtfvi4cm30trc13f8p, 16yubrg729egk45a0g71aog7o, 7ckkvggtampx9s3nklr1u62vo, au9h3i90r6jzx2meizig72ve2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527440295,1,34,16,0,0,7hlumphk42363z3i2nry2wrzj,1,0,0,2023-04-02T12:27:32.649Z,2023-04-02T13:00:01Z,4157370953,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4157370955,59,"1, 20, 3, 9, 4, 2, 19, 7, 5, 10, 8, 24, 45, 14, 21, 22, 23, 28, 32, 40",4157370951,30,"dzdryjruyr4lpu3t7d5pgpn11, dlxtfrt1ioz51rwnizwz5657t, 2lafgzvhv0er31i6c2nb6xqfo, 9d08simhpio6vi217mqtro6ad, 5vholxar2s1konelieg8wjv85, 6f45blx9waafcnjbq3fr1efv9, 7qgiqoaaarr6c2bs4yffqwju2, 5e2tf15sp7zo70njveqg1b2z9, 8ntq70sdmvbmmvchvu5jd6ndh, e3n8xatusmgu7ttqpfdjanp3p, 5mb3g5nufbwhw09w3wgm6glwp, 7e058o66inex7g90wrwaeauw9, 3fq2fvvmb2c5ybuz7ocmvzfxm, 3hn1o03lxsjzju3uorl6rnpxw, 5jv0xmo83g4lbzo8nodqbh46i, 60gs7lod7de72ypcs6qfup8q2, 3h50mcu2jfrtj7noz1io0v3rp, f01ppm88j40lvhe0i6xksw0es, 43tfpd1zge7whbwd5xchiu06i, 3qlfkqrawehngfhe1zmy1a61g",4157370973,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4157370957,130,8,4157370969,197,8325,4157370965,194,8ntq70sdmvbmmvchvu5jd6ndh,4157370961,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527476231,2,32,1,0,0,4jg5vd59i24chckyua90dr1lg,1,0,0,2023-04-02T13:01:16.144Z,2023-04-02T13:01:16Z,4157559775,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527476247,2,32,1,0,0,7hlumphk42363z3i2nry2wrzj,1,0,0,2023-04-02T13:01:16.144Z,2023-04-02T13:01:17Z,4157559885,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527476267,3,1,1,0,0,4jg5vd59i24chckyua90dr1lg,1,49.9,49.7,2023-04-02T13:01:16.244Z,2023-04-02T13:01:18Z,4157560009,213,3.3,4157560003,140,38.8,4157560005,141,47.3,4157560007,212,11.8,4157560001,56,Back,4157560043,279,S,,,,,,,21ht7s882is4sisnr8dpf61yi,J. Persson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527476317,4,1,1,0,2,4jg5vd59i24chckyua90dr1lg,1,39.8,47.2,2023-04-02T13:01:18.395Z,2023-04-02T13:01:20Z,4157560267,140,31.8,4157560271,212,13.2,4157560273,213,2.3,4157560263,56,Back,4157560269,141,62.1,,,,,,,,,,3xrja99d4b0jewfjzelq4rspg,A. Wikman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527476381,5,1,1,0,4,4jg5vd59i24chckyua90dr1lg,0,32.1,60.9,2023-04-02T13:01:20.507Z,2023-04-02T13:06:24Z,4157560563,213,0.4,4157560565,1,,4157560561,212,48.9,4157560557,140,75.2,4157560555,56,Left,4157560553,155,,4157560559,141,88.0,,,,9z8zmq5mh3nzaxtvpf5ox3snp,M. Mathisen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527476401,3,12,1,0,7,7hlumphk42363z3i2nry2wrzj,1,25.4,12,2023-04-02T13:01:24.105Z,2023-04-02T13:06:39Z,4157597833,140,27.8,4157597837,212,8.2,4157597835,141,0.5,4157560675,56,Back,4157597839,213,5.0,4157598017,15,,,,,,,,dlxtfrt1ioz51rwnizwz5657t,D. Eid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527476449,4,5,1,0,9,7hlumphk42363z3i2nry2wrzj,0,27.6,-1.6,2023-04-02T13:01:25.365Z,2023-04-02T13:01:27Z,4157560881,56,Back,4157561071,233,6,4157560883,347,,,,,,,,,,,,,,,,,dlxtfrt1ioz51rwnizwz5657t,D. Eid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527476443,6,5,1,0,9,4jg5vd59i24chckyua90dr1lg,1,72.4,101.6,2023-04-02T13:01:25.365Z,2023-04-02T13:26:23Z,4157560867,347,,4157560865,56,Left,4157561039,233,4,,,,,,,,,,,,,,,,9z8zmq5mh3nzaxtvpf5ox3snp,M. Mathisen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
