id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,keyPass,qualifier/10/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2535210979,4,1,1,0,37,4mo3tith28qu9za01e8siplsn,0,30.6,70.3,2023-04-17T17:01:16.940Z,2023-04-17T17:01:21Z,4198645019,141,85.0,4198645011,155,,4198645025,1,,4198645009,5,,4198645023,213,0.1,4198645017,140,100.0,4198645013,241,,4198645021,212,75.3,1wg15zg0fffyoag6owdh35vkk,V. Rönnberg,4198645015,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535210981,5,5,1,0,41,4mo3tith28qu9za01e8siplsn,0,101.1,81.8,2023-04-17T17:01:20.668Z,2023-04-17T17:38:14Z,4198645029,56,Left,4198645041,233,8,4198645031,346,,,,,,,,,,,,,,,,,1wg15zg0fffyoag6owdh35vkk,V. Rönnberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535210977,8,5,1,0,41,4jg5vd59i24chckyua90dr1lg,1,-1.1,18.2,2023-04-17T17:01:20.668Z,2023-04-17T17:01:22Z,4198645007,346,,4198645037,233,5,4198645005,56,Back,,,,,,,,,,,,,,,,520dbk81emwb7u262qivg8wyd,Kristopher Da Graca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535211009,9,1,1,0,58,4jg5vd59i24chckyua90dr1lg,1,4.4,47.8,2023-04-17T17:01:37.883Z,2023-04-17T17:01:38Z,4198645161,124,,4198645169,212,13.7,4198645171,213,1.6,4198645167,141,67.9,4198645175,237,,4198645163,56,Back,4198645165,140,4.1,,,,4mnn3qqpodu948yni3okjj7qh,J. Tånnander,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535211015,10,1,1,0,59,4jg5vd59i24chckyua90dr1lg,1,4.1,67.9,2023-04-17T17:01:38.746Z,2023-04-17T17:01:40Z,4198645179,56,Back,4198645187,213,1.2,4198645185,212,16.9,4198645183,141,90.8,4198645181,140,10.4,,,,,,,,,,9z8zmq5mh3nzaxtvpf5ox3snp,M. Mathisen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535211021,11,1,1,1,0,4jg5vd59i24chckyua90dr1lg,0,10.9,91.5,2023-04-17T17:01:40.155Z,2023-04-17T17:01:41Z,4198645215,213,0.1,4198645207,56,Back,4198645211,141,95.1,4198645213,212,20.1,4198645209,140,29.9,,,,,,,,,,cdlngd5oc988etq8dp8bh4s7p,D. Widgren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535211033,6,8,1,1,2,4mo3tith28qu9za01e8siplsn,1,74.3,7.1,2023-04-17T17:01:41.771Z,2023-04-19T13:27:57Z,4198645269,56,Right,4202335781,385,,,,,,,,,,,,,,,,,,,,142z7063thl0i1suzjq7kzr9x,O. Silverholt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535211041,7,5,1,1,4,4mo3tith28qu9za01e8siplsn,0,72,-1.5,2023-04-17T17:01:43.643Z,2023-04-17T17:38:15Z,4198645289,56,Right,4198645291,347,,4198645299,233,12,,,,,,,,,,,,,,,,142z7063thl0i1suzjq7kzr9x,O. Silverholt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535211029,12,5,1,1,4,4jg5vd59i24chckyua90dr1lg,1,28,101.5,2023-04-17T17:01:43.643Z,2023-04-17T17:01:49Z,4198645249,347,,4198645247,56,Back,4198645293,233,7,,,,,,,,,,,,,,,,cdlngd5oc988etq8dp8bh4s7p,D. Widgren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535211043,13,1,1,1,7,4jg5vd59i24chckyua90dr1lg,1,28.6,100,2023-04-17T17:01:46.683Z,2023-04-17T17:01:50Z,4198645307,140,11.0,4198645309,141,83.8,4198645311,212,21.9,4198645305,56,Back,4198645315,1,,4198645313,213,3.7,4198645303,107,,,,,cdlngd5oc988etq8dp8bh4s7p,D. Widgren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535211047,14,1,1,1,10,4jg5vd59i24chckyua90dr1lg,1,7.8,77.2,2023-04-17T17:01:50.475Z,2023-04-17T17:01:51Z,4198645333,56,Back,4198645341,212,15.1,4198645339,141,96.6,4198645343,213,1.1,4198645337,140,14.8,,,,,,,,,,9z8zmq5mh3nzaxtvpf5ox3snp,M. Mathisen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535211061,15,1,1,1,12,4jg5vd59i24chckyua90dr1lg,1,14.8,96.6,2023-04-17T17:01:51.707Z,2023-04-17T17:01:55Z,4198645387,213,4.9,4198645379,56,Back,4198645385,212,10.3,4198645383,141,81.8,4198645381,140,16.7,,,,,,,,,,cdlngd5oc988etq8dp8bh4s7p,D. Widgren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535211067,16,1,1,1,15,4jg5vd59i24chckyua90dr1lg,1,23.8,92,2023-04-17T17:01:55.099Z,2023-04-17T17:01:56Z,4198645427,141,80.0,4198645429,212,12.6,4198645431,213,5.6,4198645425,140,32.9,4198645423,56,Back,,,,,,,,,,9sgtxk82p3wstmmncfw7n5fu2,J. Roche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535211073,17,1,1,1,17,4jg5vd59i24chckyua90dr1lg,0,33.2,80.3,2023-04-17T17:01:56.620Z,2023-04-17T17:01:58Z,4198645453,56,Back,4198645451,168,,4198645459,212,14.5,4198645457,141,65.7,4198645461,213,5.5,4198645455,140,43.3,,,,,,,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535211089,8,1,1,1,19,4mo3tith28qu9za01e8siplsn,0,60.4,31,2023-04-17T17:01:58.891Z,2023-04-19T13:28:44Z,4198645555,1,,4198645547,140,86.2,4198645545,56,Right,4198645543,157,,4198645551,212,34.8,4198645549,141,0.0,4198645553,213,5.6,,,,1wg15zg0fffyoag6owdh35vkk,V. Rönnberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535211091,9,5,1,1,21,4mo3tith28qu9za01e8siplsn,0,77.8,-1.4,2023-04-17T17:02:00.653Z,2023-04-17T17:38:15Z,4198645557,56,Right,4198645559,347,,4198645567,233,18,,,,,,,,,,,,,,,,1wg15zg0fffyoag6owdh35vkk,V. Rönnberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535211079,18,5,1,1,21,4jg5vd59i24chckyua90dr1lg,1,22.2,101.4,2023-04-17T17:02:00.653Z,2023-04-17T17:02:03Z,4198645563,233,9,4198645481,347,,4198645479,56,Back,,,,,,,,,,,,,,,,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535211111,19,1,1,1,29,4jg5vd59i24chckyua90dr1lg,1,31.6,100,2023-04-17T17:02:09.117Z,2023-04-17T17:02:11Z,4198645667,140,38.3,4198645671,212,14.7,4198645669,141,83.0,4198645673,213,5.2,4198645665,56,Back,4198645663,107,,,,,,,,cdlngd5oc988etq8dp8bh4s7p,D. Widgren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535211119,20,1,1,1,31,4jg5vd59i24chckyua90dr1lg,1,37.7,85.4,2023-04-17T17:02:11.387Z,2023-04-17T17:02:13Z,4198645715,56,Back,4198645721,212,7.4,4198645723,213,1.2,4198645717,140,40.4,4198645719,141,95.4,,,,,,,,,,bhaqw4112j43c753dlxhy61ud,D. Stensson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535211125,21,1,1,1,33,4jg5vd59i24chckyua90dr1lg,1,39.6,95,2023-04-17T17:02:12.971Z,2023-04-17T17:02:15Z,4198645741,140,30.1,4198645743,141,95.7,4198645745,212,10.0,4198645739,56,Back,4198645747,213,3.1,,,,,,,,,,546vmchsyl1wt10pr13r5oup6,M. Heier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535211133,22,1,1,1,35,4jg5vd59i24chckyua90dr1lg,1,29.7,95.7,2023-04-17T17:02:14.907Z,2023-04-17T17:07:25Z,4198645779,56,Back,4198645787,213,3.5,4198645785,212,20.0,4198645783,141,85.4,4198645781,140,11.9,,,,,,,,,,cdlngd5oc988etq8dp8bh4s7p,D. Widgren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535211145,23,1,1,1,36,4jg5vd59i24chckyua90dr1lg,0,11.4,86.3,2023-04-17T17:02:16.260Z,2023-04-17T17:08:10Z,4198645827,56,Back,4198645833,212,6.4,4198645835,213,0.0,4198645829,140,17.5,4198645831,141,86.6,4198645825,157,,4198645837,1,,,,,9z8zmq5mh3nzaxtvpf5ox3snp,M. Mathisen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535212005,45,61,1,1,37,4mo3tith28qu9za01e8siplsn,1,84.2,11.8,2023-04-17T17:02:16.526Z,2023-04-17T17:08:18Z,4198651209,56,Right,,,,,,,,,,,,,,,,,,,,,,2097lnalyp5iq6vxvmbsnbhuc,O. Alfonsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535211149,10,5,1,1,40,4mo3tith28qu9za01e8siplsn,0,48.2,-1.2,2023-04-17T17:02:19.748Z,2023-04-17T17:38:15Z,4198645845,347,,4198645843,56,Back,4198645849,233,24,,,,,,,,,,,,,,,,142z7063thl0i1suzjq7kzr9x,O. Silverholt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535211147,24,5,1,1,40,4jg5vd59i24chckyua90dr1lg,1,51.8,101.2,2023-04-17T17:02:19.748Z,2023-04-17T17:02:31Z,4198645841,347,,4198645839,56,Left,4198645869,233,10,,,,,,,,,,,,,,,,9z8zmq5mh3nzaxtvpf5ox3snp,M. Mathisen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535211167,25,1,1,1,57,4jg5vd59i24chckyua90dr1lg,1,47.3,100,2023-04-17T17:02:36.811Z,2023-04-17T17:02:38Z,4198645993,140,37.7,4198645995,141,90.2,4198645989,107,,4198645991,56,Back,4198645999,213,3.8,4198645997,212,12.7,,,,,,,cdlngd5oc988etq8dp8bh4s7p,D. Widgren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535211171,26,1,1,1,58,4jg5vd59i24chckyua90dr1lg,1,37.7,90.2,2023-04-17T17:02:37.835Z,2023-04-17T17:02:39Z,4198646023,213,4.5,4198646017,140,33.6,4198646015,56,Back,4198646021,212,21.8,4198646019,141,58.7,,,,,,,,,,9z8zmq5mh3nzaxtvpf5ox3snp,M. Mathisen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535211173,27,1,1,1,59,4jg5vd59i24chckyua90dr1lg,1,33.6,58.7,2023-04-17T17:02:39.516Z,2023-04-17T17:02:40Z,4198646035,213,0.9,4198646029,140,38.5,4198646027,56,Back,4198646033,212,8.6,4198646031,141,68.8,,,,,,,,,,85jw7q58nuiekjl7snvmkjyp6,P. Nwadike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535211175,28,1,1,2,0,4jg5vd59i24chckyua90dr1lg,1,38.5,68.8,2023-04-17T17:02:40.314Z,2023-04-17T17:02:42Z,4198646053,141,58.1,4198646049,56,Back,4198646051,140,46.0,4198646057,213,5.5,4198646055,212,10.7,,,,,,,,,,9sgtxk82p3wstmmncfw7n5fu2,J. Roche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535211177,29,1,1,2,2,4jg5vd59i24chckyua90dr1lg,1,43.4,62.9,2023-04-17T17:02:42.059Z,2023-04-17T17:02:44Z,4198646065,56,Back,4198646073,213,3.6,4198646071,212,13.1,4198646067,140,32.4,4198646069,141,53.7,,,,,,,,,,bhaqw4112j43c753dlxhy61ud,D. Stensson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535211281,42,43,1,2,3,4jg5vd59i24chckyua90dr1lg,1,0,0,2023-04-17T17:02:43.282Z,2023-04-17T17:08:36Z,4198651617,144,1,4198646641,141,1.1,4198646645,213,6.2,4198646639,140,73.8,4198646637,56,Right,4198646643,212,2.6,4198646651,233,16,,,,27a8ay3weff9zyxw7usa54cet,A. Bjarnason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535211183,30,1,1,2,5,4jg5vd59i24chckyua90dr1lg,0,31.3,52.1,2023-04-17T17:02:44.621Z,2023-04-17T17:03:15Z,4198646119,141,5.3,4198646125,1,,4198646113,155,,4198646115,56,Right,4198646121,212,65.7,4198646123,213,5.8,4198646117,140,86.0,,,,85jw7q58nuiekjl7snvmkjyp6,P. Nwadike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535211185,11,49,1,2,11,4mo3tith28qu9za01e8siplsn,1,15.4,91.7,2023-04-17T17:02:51.467Z,2023-04-17T17:02:51Z,,,,,,,,,,,,,,,,,,,,,,,,,1wg15zg0fffyoag6owdh35vkk,V. Rönnberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535211191,12,1,1,2,12,4mo3tith28qu9za01e8siplsn,0,15.4,91.7,2023-04-17T17:02:51.804Z,2023-04-17T17:02:52Z,4198646145,140,33.5,4198646151,213,6.3,4198646143,56,Back,4198646147,141,90.9,4198646149,212,19.0,4198646141,157,,4198646153,1,,,,,1wg15zg0fffyoag6owdh35vkk,V. Rönnberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535212147,89,8,1,2,12,4jg5vd59i24chckyua90dr1lg,1,62.8,9.7,2023-04-17T17:02:52.311Z,2023-04-19T13:29:44Z,4202339863,383,,4198652307,56,Right,,,,,,,,,,,,,,,,,,,bhaqw4112j43c753dlxhy61ud,D. Stensson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535211199,31,49,1,2,13,4jg5vd59i24chckyua90dr1lg,1,70.1,9.5,2023-04-17T17:02:53.468Z,2023-04-19T13:31:20Z,,,,,,,,,,,,,,,,,,,,,,,,,bhaqw4112j43c753dlxhy61ud,D. Stensson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535211205,32,1,1,2,14,4jg5vd59i24chckyua90dr1lg,1,71.3,7.3,2023-04-17T17:02:53.659Z,2023-04-19T13:31:24Z,4198646205,212,9.2,4198646199,56,Right,4198646207,213,3.2,4198646201,140,62.6,4198646203,141,6.2,,,,,,,,,,bhaqw4112j43c753dlxhy61ud,D. Stensson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535211209,33,1,1,2,15,4jg5vd59i24chckyua90dr1lg,1,61.7,6.2,2023-04-17T17:02:54.619Z,2023-04-19T13:31:26Z,4198646213,140,66.8,4198646215,141,13.8,4198646211,56,Right,4198646219,213,0.8,4198646217,212,7.4,,,,,,,,,,520dbk81emwb7u262qivg8wyd,Kristopher Da Graca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535906117,1057,1,1,2,16,4jg5vd59i24chckyua90dr1lg,1,68.5,14.1,2023-04-17T17:02:56.444Z,2023-04-19T13:31:17Z,4202342107,213,4.9,4202342099,56,Right,4202342105,212,7.8,4202342103,141,2.9,4202342101,140,70.1,,,,,,,,,,27a8ay3weff9zyxw7usa54cet,A. Bjarnason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535906213,1058,1,1,2,17,4jg5vd59i24chckyua90dr1lg,1,70.1,2.9,2023-04-17T17:02:56.942Z,2023-04-19T13:31:34Z,4202342675,213,1.9,4202342669,140,67.7,4202342671,141,13.6,4202342673,212,7.7,4202342667,56,Right,,,,,,,,,,bhaqw4112j43c753dlxhy61ud,D. Stensson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535211215,34,1,1,2,18,4jg5vd59i24chckyua90dr1lg,0,68.2,17.2,2023-04-17T17:02:58.435Z,2023-04-19T13:31:36Z,4198646255,213,1.0,4198646247,56,Right,4198653537,233,56,4198646249,140,68.8,4198646253,212,1.3,4198653535,236,,4198653541,286,,4198646251,141,18.8,27a8ay3weff9zyxw7usa54cet,A. Bjarnason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535212335,56,74,1,2,18,4mo3tith28qu9za01e8siplsn,1,33.8,76.3,2023-04-17T17:02:58.436Z,2023-04-19T13:31:40Z,4198653531,56,Back,4198653533,285,,4198653543,233,34,,,,,,,,,,,,,,,,174tz9lh744fhcxzabu00746h,L. Le Roux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535211219,13,1,1,2,19,4mo3tith28qu9za01e8siplsn,1,27.6,90.7,2023-04-17T17:02:59.132Z,2023-04-17T17:11:01Z,4198653925,140,38.2,4198653931,213,0.1,4198653927,141,92.1,4198646261,56,Back,4198653929,212,11.2,,,,,,,,,,1wg15zg0fffyoag6owdh35vkk,V. Rönnberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535211225,14,49,1,2,20,4mo3tith28qu9za01e8siplsn,1,38.5,75.7,2023-04-17T17:03:00.331Z,2023-04-17T17:03:00Z,,,,,,,,,,,,,,,,,,,,,,,,,1b0rwzo6ph64v5c00yajvgjmy,Eliton Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535211227,15,1,1,2,21,4mo3tith28qu9za01e8siplsn,1,38.5,75.7,2023-04-17T17:03:00.712Z,2023-04-17T17:12:34Z,4198646287,141,75.7,4198646285,140,44.1,4198646291,213,0,4198646283,56,Back,4198646289,212,5.9,,,,,,,,,,1b0rwzo6ph64v5c00yajvgjmy,Eliton Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535212689,71,61,1,2,21,4mo3tith28qu9za01e8siplsn,0,44.3,84.5,2023-04-17T17:03:00.983Z,2023-04-17T17:14:55Z,4198655775,56,Back,,,,,,,,,,,,,,,,,,,,,,2097lnalyp5iq6vxvmbsnbhuc,O. Alfonsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
