id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,keyPass,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/16/value,qualifier/15/value
2545948831,5,5,1,0,9,7hlumphk42363z3i2nry2wrzj,1,-1,45.1,2023-05-08T17:00:45.984Z,2023-05-08T17:59:38Z,4262840147,346,,4262866465,233,6,4262840145,56,Back,,,,,,,,,,,,,,,,7e058o66inex7g90wrwaeauw9,A. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545948857,6,5,1,0,9,46yo78zak2j7kaxc5ak1fnm60,0,101,54.9,2023-05-08T17:00:45.984Z,2023-05-08T17:09:22Z,4262840289,56,Center,4262840291,346,,4262866483,233,5,,,,,,,,,,,,,,,,991l8wbi9cfhm2pmyid7cle22,D. Campos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545949001,6,1,1,0,32,7hlumphk42363z3i2nry2wrzj,0,4.7,42.1,2023-05-08T17:01:09.385Z,2023-05-08T17:01:13Z,4262841019,140,63.9,4262841021,141,0.0,4262841017,56,Right,4262841013,124,,4262841015,155,,4262841025,213,5.8,4262841027,1,,4262841029,74,,dzdryjruyr4lpu3t7d5pgpn11,O. Jansson,4262841023,212,,,,,,,,,68.9,,,,,,,,,,,,,,,,,,,,,
2545949005,7,5,1,0,36,7hlumphk42363z3i2nry2wrzj,0,66.2,-1.6,2023-05-08T17:01:12.895Z,2023-05-08T17:01:16Z,4262841043,347,,4262841041,56,Right,4262841169,233,8,,,,,,,,,,,,,,,,dzdryjruyr4lpu3t7d5pgpn11,O. Jansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545949019,8,5,1,0,36,46yo78zak2j7kaxc5ak1fnm60,1,33.8,101.6,2023-05-08T17:01:12.895Z,2023-05-08T17:59:39Z,4262841149,233,7,4262841131,56,Back,4262841133,347,,,,,,,,,,,,,,,,,au1328z9bxkwrtv9y2dczkwk5,D. Vukojević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545949093,9,1,1,0,49,46yo78zak2j7kaxc5ak1fnm60,1,37.4,100,2023-05-08T17:01:25.717Z,2023-05-08T17:01:27Z,4262841519,140,32.9,4262841517,56,Back,4262841521,141,79.1,4262841515,107,,4262841525,213,4.4,4262841523,212,16.2,,,,,,,613kkjtvfyf7mbvrqt9pcizmd,J. Gyau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545949125,10,1,1,0,51,46yo78zak2j7kaxc5ak1fnm60,1,33,80.6,2023-05-08T17:01:27.605Z,2023-05-08T17:01:29Z,4262841599,212,9.6,4262841593,56,Back,4262841597,141,92.4,4262841595,140,38.0,4262841601,213,1.0,,,,,,,,,,bd52544djk7t61roc813rewdm,D. Pavlović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545949139,11,1,1,0,52,46yo78zak2j7kaxc5ak1fnm60,0,53.3,92.6,2023-05-08T17:01:29.337Z,2023-05-08T17:01:30Z,4262841695,213,5.9,4262841669,56,Left,4262841675,140,60.9,4262841687,212,8.7,4262841681,141,87.5,,,,,,,,,,613kkjtvfyf7mbvrqt9pcizmd,J. Gyau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545949147,8,8,1,0,54,7hlumphk42363z3i2nry2wrzj,1,39.6,13.2,2023-05-08T17:01:30.553Z,2023-05-11T18:40:35Z,4268847611,383,,4262841741,56,Back,,,,,,,,,,,,,,,,,,,dlxtfrt1ioz51rwnizwz5657t,D. Eid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545949173,9,49,1,0,54,7hlumphk42363z3i2nry2wrzj,1,43.1,3.4,2023-05-08T17:01:30.793Z,2023-05-08T17:01:40Z,,,,,,,,,,,,,,,,,,,,,,,,,e3n8xatusmgu7ttqpfdjanp3p,V. Hammershøy-Mistrati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545949179,10,1,1,0,56,7hlumphk42363z3i2nry2wrzj,0,43.2,3.4,2023-05-08T17:01:32.805Z,2023-05-08T17:01:36Z,4262841901,56,Back,4262841949,286,,4262841943,236,,4262841905,141,2.9,4262841903,140,45.9,4262841907,212,2.9,4262841909,213,6.2,4262841945,233,12,e3n8xatusmgu7ttqpfdjanp3p,V. Hammershøy-Mistrati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545949161,12,74,1,0,56,46yo78zak2j7kaxc5ak1fnm60,1,57.7,99,2023-05-08T17:01:32.806Z,2023-05-08T17:01:36Z,4262841803,56,Left,4262841959,233,10,4262841805,285,,,,,,,,,,,,,,,,,991l8wbi9cfhm2pmyid7cle22,D. Campos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545949199,11,5,1,0,59,7hlumphk42363z3i2nry2wrzj,1,47.5,-1.6,2023-05-08T17:01:35.586Z,2023-05-08T17:09:58Z,4262842017,56,Back,4262842019,347,,4262869125,233,13,,,,,,,,,,,,,,,,e3n8xatusmgu7ttqpfdjanp3p,V. Hammershøy-Mistrati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545949201,13,5,1,0,59,46yo78zak2j7kaxc5ak1fnm60,0,52.5,101.6,2023-05-08T17:01:35.586Z,2023-05-08T17:59:39Z,4262869173,233,11,4262842031,347,,4262842025,56,Left,,,,,,,,,,,,,,,,991l8wbi9cfhm2pmyid7cle22,D. Campos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545949261,12,1,1,1,7,7hlumphk42363z3i2nry2wrzj,0,50.7,0,2023-05-08T17:01:44.428Z,2023-05-08T17:01:48Z,4262842349,213,0.2,4262842347,212,32.3,4262842343,140,80.9,4262842345,141,8.0,4262842351,1,,4262842341,56,Right,4262842339,107,,,,,dlxtfrt1ioz51rwnizwz5657t,D. Eid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545949277,14,44,1,1,11,46yo78zak2j7kaxc5ak1fnm60,1,22.2,90.2,2023-05-08T17:01:47.800Z,2023-05-08T17:01:57Z,4262842477,233,13,4262842443,285,,4262842441,56,Back,,,,,,,,,,,,,,,,2iq4fns3hb778wgkmsa2c9zze,S. Korač,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545949263,13,44,1,1,11,7hlumphk42363z3i2nry2wrzj,0,77.8,9.8,2023-05-08T17:01:47.801Z,2023-05-08T17:01:51Z,4262842495,233,14,4262842355,56,Right,4262842357,286,,,,,,,,,,,,,,,,,7qgiqoaaarr6c2bs4yffqwju2,V. Lind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545949291,15,1,1,1,11,46yo78zak2j7kaxc5ak1fnm60,0,25.4,88.4,2023-05-08T17:01:48.103Z,2023-05-08T17:58:14Z,4262842533,213,1.1,4262842527,140,29.8,4262842529,141,100.0,4262842523,3,,4262842525,56,Back,4262842531,212,10.3,,,,,,,2iq4fns3hb778wgkmsa2c9zze,S. Korač,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545949271,14,5,1,1,13,7hlumphk42363z3i2nry2wrzj,1,74.7,-1.8,2023-05-08T17:01:49.840Z,2023-05-08T17:10:35Z,4262842593,233,16,4262842399,347,,4262842397,56,Right,,,,,,,,,,,,,,,,7qgiqoaaarr6c2bs4yffqwju2,V. Lind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545949293,16,5,1,1,13,46yo78zak2j7kaxc5ak1fnm60,0,25.3,101.8,2023-05-08T17:01:49.840Z,2023-05-08T17:59:39Z,4262842621,233,14,4262842539,347,,4262842537,56,Back,,,,,,,,,,,,,,,,6co35kabo4cg0o796clfc9z6y,K. Mammar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545949377,15,1,1,1,25,7hlumphk42363z3i2nry2wrzj,0,75.2,0,2023-05-08T17:02:01.785Z,2023-05-08T17:02:03Z,4262843093,213,0.6,4262843085,56,Right,4262843091,212,15.1,4262843087,140,86.7,4262843089,141,11.7,4262843083,107,,,,,,,,dlxtfrt1ioz51rwnizwz5657t,D. Eid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545949401,17,8,1,1,27,46yo78zak2j7kaxc5ak1fnm60,1,11.4,82.8,2023-05-08T17:02:03.798Z,2023-05-11T18:41:09Z,4268848287,385,,4262843201,56,Back,,,,,,,,,,,,,,,,,,,bd52544djk7t61roc813rewdm,D. Pavlović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545949397,16,2,1,1,28,7hlumphk42363z3i2nry2wrzj,1,87.5,10.2,2023-05-08T17:02:04.505Z,2023-05-11T18:41:32Z,4268848711,386,,4262885277,7,e3n8xatusmgu7ttqpfdjanp3p,4262885279,2,,4268848709,225,,4268848713,20,,4262843181,141,19.6,4262843179,140,92.6,4262843177,56,Right,7qgiqoaaarr6c2bs4yffqwju2,V. Lind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545949431,18,55,1,1,28,46yo78zak2j7kaxc5ak1fnm60,1,3.9,67,2023-05-08T17:02:04.506Z,2023-05-08T17:59:56Z,,,,,,,,,,,,,,,,,,,,,,,,,2iq4fns3hb778wgkmsa2c9zze,S. Korač,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545949533,19,43,1,1,40,46yo78zak2j7kaxc5ak1fnm60,1,0,0,2023-05-08T17:02:17Z,2023-05-08T17:13:57Z,4262843919,56,Back,4262843921,152,0,4262843917,13,0,4262843943,233,17,4262886875,144,4,4262843925,285,0,4262843923,265,0,,,,2iq4fns3hb778wgkmsa2c9zze,S. Korač,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545949493,17,43,1,1,40,7hlumphk42363z3i2nry2wrzj,1,0,0,2023-05-08T17:02:17.001Z,2023-05-08T17:13:59Z,4262886983,144,4,4262843691,152,0,4262843685,13,0,4262843693,286,0,4262843689,56,Center,4262843687,294,0,,,,,,,e3n8xatusmgu7ttqpfdjanp3p,V. Hammershøy-Mistrati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545949561,20,1,1,1,46,46yo78zak2j7kaxc5ak1fnm60,1,7,70.5,2023-05-08T17:02:23.366Z,2023-05-08T17:14:01Z,4262844079,189,,4262844051,140,20.0,4262844057,213,5.1,4262887121,241,,4262844059,1,,4262844045,5,,4262844053,141,20.3,4262844055,212,36.8,2iq4fns3hb778wgkmsa2c9zze,S. Korač,4262844049,56,,,,,,,,,Back,,,,,,,,,,,,,,,,,,,,,
2545949573,21,1,1,1,50,46yo78zak2j7kaxc5ak1fnm60,1,20.3,14.9,2023-05-08T17:02:26.614Z,2023-05-08T17:02:27Z,4262844129,56,Back,4262844137,213,2.2,4262844133,141,27.9,4262844135,212,10.8,4262844131,140,14.4,,,,,,,,,,c8rh8b925j9iq99ri9z4jqfx0,O. Wallin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545949583,22,1,1,1,51,46yo78zak2j7kaxc5ak1fnm60,1,14.4,28,2023-05-08T17:02:27.638Z,2023-05-08T17:02:29Z,4262844167,212,15.6,4262844169,213,5.4,4262844163,140,24.2,4262844161,56,Back,4262844165,141,10.7,,,,,,,,,,2iq4fns3hb778wgkmsa2c9zze,S. Korač,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545949597,23,1,1,1,52,46yo78zak2j7kaxc5ak1fnm60,1,25,10.3,2023-05-08T17:02:28.902Z,2023-05-08T17:02:32Z,4262844255,56,Center,4262844265,1,,4262844263,213,0.3,4262844259,141,34.5,4262844253,155,,4262844257,140,69.7,4262844261,212,49.7,,,,c8rh8b925j9iq99ri9z4jqfx0,O. Wallin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545949603,24,44,1,1,55,46yo78zak2j7kaxc5ak1fnm60,1,69.6,35,2023-05-08T17:02:31.592Z,2023-05-08T17:02:33Z,4262844311,233,18,4262844295,56,Center,4262844297,286,,,,,,,,,,,,,,,,,au1328z9bxkwrtv9y2dczkwk5,D. Vukojević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545949595,18,44,1,1,55,7hlumphk42363z3i2nry2wrzj,0,30.4,65,2023-05-08T17:02:31.593Z,2023-05-08T17:02:33Z,4262844317,233,24,4262844251,285,,4262844249,56,Back,,,,,,,,,,,,,,,,7e058o66inex7g90wrwaeauw9,A. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545949611,25,1,1,1,56,46yo78zak2j7kaxc5ak1fnm60,0,69.7,34.5,2023-05-08T17:02:32.566Z,2023-05-08T17:02:33Z,4262844331,212,19.1,4262844325,56,Center,4262844327,140,72.6,4262844329,141,62.3,4262844323,3,,4262844333,213,1.4,,,,,,,au1328z9bxkwrtv9y2dczkwk5,D. Vukojević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545949609,19,49,1,1,57,7hlumphk42363z3i2nry2wrzj,1,27.6,38.9,2023-05-08T17:02:33.434Z,2023-05-08T17:02:33Z,,,,,,,,,,,,,,,,,,,,,,,,,dlxtfrt1ioz51rwnizwz5657t,D. Eid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545949655,20,1,1,1,57,7hlumphk42363z3i2nry2wrzj,1,27.6,38.9,2023-05-08T17:02:33.769Z,2023-05-08T17:02:42Z,4262844639,213,2.9,4262844633,140,7.2,4262844637,212,21.9,4262844635,141,45.7,4262844631,56,Back,,,,,,,,,,dlxtfrt1ioz51rwnizwz5657t,D. Eid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545949691,21,1,1,2,5,7hlumphk42363z3i2nry2wrzj,0,7.1,34.3,2023-05-08T17:02:41.865Z,2023-05-08T17:02:46Z,4262844831,141,7.7,4262844835,213,5.9,4262844825,155,,4262844829,140,46.4,4262844827,56,Back,4262844837,1,,4262844833,212,45.1,,,,dzdryjruyr4lpu3t7d5pgpn11,O. Jansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545949719,26,44,1,2,8,46yo78zak2j7kaxc5ak1fnm60,1,50.2,89.3,2023-05-08T17:02:45.400Z,2023-05-08T17:02:49Z,4262845021,286,,4262845017,233,22,4262844997,56,Left,,,,,,,,,,,,,,,,6co35kabo4cg0o796clfc9z6y,K. Mammar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545949695,22,44,1,2,8,7hlumphk42363z3i2nry2wrzj,0,49.8,10.7,2023-05-08T17:02:45.401Z,2023-05-08T17:58:59Z,4262844855,56,Back,4262845025,233,26,4262844857,285,,,,,,,,,,,,,,,,,7qgiqoaaarr6c2bs4yffqwju2,V. Lind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545949729,27,1,1,2,9,46yo78zak2j7kaxc5ak1fnm60,1,46.7,86.3,2023-05-08T17:02:45.434Z,2023-05-08T17:59:27Z,4262845051,212,14.9,4262845047,140,60.9,4262845049,141,86.5,4262845043,3,,4262845053,213,0.0,4262845045,56,Left,,,,,,,6co35kabo4cg0o796clfc9z6y,K. Mammar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545949735,28,49,1,2,14,46yo78zak2j7kaxc5ak1fnm60,1,61.4,88.9,2023-05-08T17:02:50.502Z,2023-05-08T17:02:51Z,,,,,,,,,,,,,,,,,,,,,,,,,991l8wbi9cfhm2pmyid7cle22,D. Campos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545949753,29,1,1,2,14,46yo78zak2j7kaxc5ak1fnm60,1,61.4,88.9,2023-05-08T17:02:50.742Z,2023-05-08T17:02:52Z,4262845193,213,5.3,4262845185,56,Center,4262845189,141,60.5,4262845187,140,73.8,4262845191,212,23.3,,,,,,,,,,991l8wbi9cfhm2pmyid7cle22,D. Campos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545949775,30,1,1,2,16,46yo78zak2j7kaxc5ak1fnm60,1,73.6,56,2023-05-08T17:02:52.710Z,2023-05-08T17:02:54Z,4262845317,212,32.9,4262845313,140,86.8,4262845319,213,5.1,4262845321,1,,4262845315,141,12.2,4262845311,56,Right,,,,,,,bd52544djk7t61roc813rewdm,D. Pavlović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545949787,31,1,1,2,18,46yo78zak2j7kaxc5ak1fnm60,0,88.3,9.7,2023-05-08T17:02:54.741Z,2023-05-11T18:42:08Z,4262845391,141,51.3,4262845385,155,,4268849435,20,,4262845393,212,29.1,4262845395,213,1.3,4268849433,224,,4262845383,2,,4262845387,56,Center,eekz2ott1frktykurkd5tmy2,E. Bouzaiene,4262845389,140,,,,,,,,,94.8,,,,,,,,,,,,,,,,,,,,,
2545949793,23,12,1,2,19,7hlumphk42363z3i2nry2wrzj,1,6.2,44.3,2023-05-08T17:02:56.217Z,2023-05-08T17:02:57Z,4262845427,141,26.1,4262845429,212,13.4,4262845423,56,Back,4262845433,15,,4262845431,213,5.1,4262845425,140,11.0,,,,,,,5jv0xmo83g4lbzo8nodqbh46i,J. Ceesay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545949823,32,1,1,2,24,46yo78zak2j7kaxc5ak1fnm60,0,95.9,73.5,2023-05-08T17:03:00.901Z,2023-05-08T17:13:04Z,4262845615,212,4.9,4262845609,56,Center,4262845611,140,97.9,4262845617,213,5.2,4262845613,141,67.0,,,,,,,,,,613kkjtvfyf7mbvrqt9pcizmd,J. Gyau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545949831,24,61,1,2,24,7hlumphk42363z3i2nry2wrzj,1,4.2,29.4,2023-05-08T17:03:01.001Z,2023-05-08T17:03:24Z,4262845665,56,Back,,,,,,,,,,,,,,,,,,,,,,dlxtfrt1ioz51rwnizwz5657t,D. Eid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545949845,25,6,1,2,27,7hlumphk42363z3i2nry2wrzj,0,4,30,2023-05-08T17:03:04.137Z,2023-05-11T18:42:28Z,4262845945,233,33,4262845759,73,,4262845757,56,Back,,,,,,,,,,,,,,,,dlxtfrt1ioz51rwnizwz5657t,D. Eid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545949863,33,6,1,2,27,46yo78zak2j7kaxc5ak1fnm60,1,96,70,2023-05-08T17:03:04.137Z,2023-05-08T17:57:59Z,4262845867,233,25,4262845863,73,,4262845861,56,Center,,,,,,,,,,,,,,,,613kkjtvfyf7mbvrqt9pcizmd,J. Gyau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545950079,34,1,1,2,52,46yo78zak2j7kaxc5ak1fnm60,1,99.5,99.5,2023-05-08T17:03:29.206Z,2023-05-08T17:03:40Z,4262847019,140,92.6,4262847021,141,73.5,4262847017,56,Center,4262847025,213,4.3,4262847011,6,,4262847023,212,19.1,,,,,,,991l8wbi9cfhm2pmyid7cle22,D. Campos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
