id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/13/value,qualifier/12/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2547789963,9,1,1,0,16,46yo78zak2j7kaxc5ak1fnm60,1,55.8,15.9,2023-05-13T13:00:50.300Z,2023-05-13T13:00:53Z,4272674537,56,Right,4272674549,213,5.9,4272674545,141,5.8,4272674541,140,71.7,4272674547,212,18.1,,,,,,,,,,c8rh8b925j9iq99ri9z4jqfx0,O. Wallin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547789991,10,1,1,0,18,46yo78zak2j7kaxc5ak1fnm60,1,72.3,6.2,2023-05-13T13:00:53.133Z,2023-05-13T13:00:56Z,4272674693,56,Right,4272674691,155,,4272674697,141,17.7,4272674695,140,95.5,4272674701,213,0.3,4272674699,212,25.6,,,,,,,bd52544djk7t61roc813rewdm,D. Pavlović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547790009,11,1,1,0,21,46yo78zak2j7kaxc5ak1fnm60,1,97.8,23.9,2023-05-13T13:00:56.092Z,2023-05-13T13:05:36Z,4272674815,140,93.1,4272674813,56,Center,4272674817,141,38.5,4272675243,210,13,4272675625,195,,4272674819,212,11.1,4272675245,154,,4272674821,213,2.0,eekz2ott1frktykurkd5tmy2,E. Bouzaiene,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547790011,12,13,1,0,22,46yo78zak2j7kaxc5ak1fnm60,1,93,43.9,2023-05-13T13:00:56.837Z,2023-05-13T13:05:36Z,4272675251,154,,4272675253,55,11,4272675059,20,,4272674827,22,,4272675265,231,46.0,4272674831,56,Center,4272691127,328,,4272675257,102,45.9,au1328z9bxkwrtv9y2dczkwk5,D. Vukojević,,4272675247,74,4272675249,29,4272675263,230,98.4,4272675259,103,76.4,4272675261,214,4272691123,17,,,,,,,,,,,,,,,,,,,,,,,
2547790013,3,5,1,0,25,9zqn9ugvg64it0lr5z8cq4g9v,1,-1.6,54.2,2023-05-13T13:00:59.747Z,2023-05-13T13:01:00Z,4272674843,346,,4272674841,56,Back,4272674923,233,13,,,,,,,,,,,,,,,,8unnvgvft6knxupbp9oxh621h,E. Hovland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547790017,13,5,1,0,25,46yo78zak2j7kaxc5ak1fnm60,0,101.6,45.8,2023-05-13T13:00:59.747Z,2023-05-13T13:13:40Z,4272674851,346,,4272674939,233,3,4272674849,56,Center,,,,,,,,,,,,,,,,au1328z9bxkwrtv9y2dczkwk5,D. Vukojević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547790211,4,1,1,0,44,9zqn9ugvg64it0lr5z8cq4g9v,1,4.5,41.6,2023-05-13T13:01:18.897Z,2023-05-13T13:01:25Z,4272676027,141,11.7,4272676021,124,,4272676023,56,Back,4272676025,140,8.7,4272676037,237,,4272676031,213,4.9,4272676331,189,,4272676029,212,20.8,eydu7p01ud08kscyaav4aaok5,P. Abrahamsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547790227,5,1,1,0,45,9zqn9ugvg64it0lr5z8cq4g9v,1,9,11.9,2023-05-13T13:01:19.953Z,2023-05-13T13:01:21Z,4272676121,141,32.4,4272676123,212,16.6,4272676125,213,1.0,4272676119,140,17.5,4272676117,56,Back,,,,,,,,,,ena92ro3qpi2wgbzznu4xc4fe,V. Lunddal Friðriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547790233,6,1,1,0,47,9zqn9ugvg64it0lr5z8cq4g9v,0,17.5,32.4,2023-05-13T13:01:21.217Z,2023-05-13T13:10:38Z,4272676145,212,22.7,4272676143,141,4.1,4272676147,213,5.3,4272676141,140,28.9,4272676139,56,Back,4272676137,155,,,,,,,,35gounciadqplhg50z8pgno5,Samuel Gustafson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547790243,14,8,1,0,48,46yo78zak2j7kaxc5ak1fnm60,1,66,90.2,2023-05-13T13:01:22.364Z,2023-05-13T13:01:23Z,4272676191,56,Left,4272676229,15,,,,,,,,,,,,,,,,,,,,6co35kabo4cg0o796clfc9z6y,K. Mammar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547790249,7,5,1,0,49,9zqn9ugvg64it0lr5z8cq4g9v,1,28.7,-1,2023-05-13T13:01:23.242Z,2023-05-13T13:06:29Z,4272676241,347,,4272676239,56,Back,4272676291,233,15,,,,,,,,,,,,,,,,87cds2pw8n5bacxfbits3kk5w,R. Amané,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547790251,15,5,1,0,49,46yo78zak2j7kaxc5ak1fnm60,0,71.3,101,2023-05-13T13:01:23.242Z,2023-05-13T13:13:40Z,4272676247,347,,4272676323,233,7,4272676245,56,Left,,,,,,,,,,,,,,,,6co35kabo4cg0o796clfc9z6y,K. Mammar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547790299,8,1,1,0,50,9zqn9ugvg64it0lr5z8cq4g9v,0,34.8,0,2023-05-13T13:01:24.730Z,2023-05-13T13:06:49Z,4272676537,56,Right,4272676535,107,,4272676545,213,0.2,4272676541,141,8.3,4272676547,1,,4272676543,212,27.0,4272676539,140,59.8,,,,ena92ro3qpi2wgbzznu4xc4fe,V. Lunddal Friðriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547794059,79,61,1,0,51,9zqn9ugvg64it0lr5z8cq4g9v,0,76.1,6,2023-05-13T13:01:25.380Z,2023-05-13T13:07:04Z,4272698979,56,Right,,,,,,,,,,,,,,,,,,,,,,619vlbweueymdkq1vu3jm2mwa,I. Sadiq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547790307,16,49,1,0,52,46yo78zak2j7kaxc5ak1fnm60,1,31.8,77.6,2023-05-13T13:01:26.604Z,2023-05-13T13:07:36Z,,,,,,,,,,,,,,,,,,,,,,,,,6co35kabo4cg0o796clfc9z6y,K. Mammar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547790345,17,50,1,0,52,46yo78zak2j7kaxc5ak1fnm60,1,28.6,78.6,2023-05-13T13:01:26.887Z,2023-05-13T13:08:07Z,4272703597,233,84,4272676837,56,Back,4272702211,285,,,,,,,,,,,,,,,,,6co35kabo4cg0o796clfc9z6y,K. Mammar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547794537,84,7,1,0,52,9zqn9ugvg64it0lr5z8cq4g9v,1,71.4,21.4,2023-05-13T13:01:26.888Z,2023-05-13T13:08:09Z,4272703467,56,Center,4272703469,286,,4272703579,233,17,,,,,,,,,,,,,,,,de2unef3dan4fnahz184pyqz8,B. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547795637,101,49,1,0,55,9zqn9ugvg64it0lr5z8cq4g9v,1,61.7,11.8,2023-05-13T13:01:29.500Z,2023-05-13T13:08:41Z,,,,,,,,,,,,,,,,,,,,,,,,,bar5tlyxm2vim2ewqauywgb85,M. Rygaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547790365,9,1,1,0,58,9zqn9ugvg64it0lr5z8cq4g9v,1,57.5,15.5,2023-05-13T13:01:32.305Z,2023-05-13T13:01:34Z,4272676943,141,32.2,4272676947,213,1.9,4272676941,140,53.2,4272676939,56,Center,4272676945,212,12.2,,,,,,,,,,bar5tlyxm2vim2ewqauywgb85,M. Rygaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547790409,10,1,1,0,59,9zqn9ugvg64it0lr5z8cq4g9v,1,53.2,32.2,2023-05-13T13:01:34.001Z,2023-05-13T13:01:38Z,4272677165,213,1.5,4272677161,141,90.8,4272677159,140,55.7,4272677163,212,39.9,4272677157,56,Left,4272677169,1,,,,,,,,35gounciadqplhg50z8pgno5,Samuel Gustafson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547790441,11,1,1,1,4,9zqn9ugvg64it0lr5z8cq4g9v,1,55.7,90.8,2023-05-13T13:01:38.320Z,2023-05-13T13:01:40Z,4272677319,141,83.5,4272677315,56,Back,4272677317,140,46.1,4272677321,212,11.2,4272677323,213,3.6,,,,,,,,,,15nsr315qb7jhyeik47x9wrxm,K. Lund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547790451,12,1,1,1,6,9zqn9ugvg64it0lr5z8cq4g9v,1,46.2,83.3,2023-05-13T13:01:40.641Z,2023-05-13T13:01:42Z,4272677349,140,58.8,4272677355,213,0.5,4272677347,56,Left,4272677351,141,94.5,4272677353,212,15.3,,,,,,,,,,8unnvgvft6knxupbp9oxh621h,E. Hovland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547790501,13,1,1,1,7,9zqn9ugvg64it0lr5z8cq4g9v,1,58.8,94.5,2023-05-13T13:01:42.097Z,2023-05-13T13:01:47Z,4272677655,141,88.4,4272677657,212,8.8,4272677651,56,Left,4272677653,140,66.2,4272677659,213,5.8,,,,,,,,,,15nsr315qb7jhyeik47x9wrxm,K. Lund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547790505,14,4,1,1,11,9zqn9ugvg64it0lr5z8cq4g9v,1,67.3,86.6,2023-05-13T13:01:45.563Z,2023-05-13T13:09:24Z,4272677675,265,,4272677673,152,,4272677671,56,Left,4272677677,286,,4272677669,13,,4272677679,233,18,,,,,,,87cds2pw8n5bacxfbits3kk5w,R. Amané,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547790493,18,4,1,1,11,46yo78zak2j7kaxc5ak1fnm60,0,32.7,13.4,2023-05-13T13:01:45.564Z,2023-05-13T13:01:48Z,4272677599,265,,4272677601,285,,4272677695,233,14,4272677595,56,Back,4272677593,13,,4272677597,152,,,,,,,,bd52544djk7t61roc813rewdm,D. Pavlović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547790749,15,1,1,1,40,9zqn9ugvg64it0lr5z8cq4g9v,0,68.6,82.1,2023-05-13T13:02:15.073Z,2023-05-13T13:02:16Z,4272679015,212,22.8,4272679017,213,5.6,4272679013,141,60.9,4272679011,140,85.4,4272679009,56,Center,4272679001,2,,4272679007,152,,4272679003,5,,bar5tlyxm2vim2ewqauywgb85,M. Rygaard,,4272679005,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547790783,19,12,1,1,45,46yo78zak2j7kaxc5ak1fnm60,1,13.5,34.7,2023-05-13T13:02:19.581Z,2023-05-13T13:09:52Z,4272679231,213,1.1,4272679229,212,25.6,4272679223,56,Back,4272679227,141,69.0,4272679225,140,23.6,4272679251,15,,,,,,,,eekz2ott1frktykurkd5tmy2,E. Bouzaiene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547790787,16,1,1,1,45,9zqn9ugvg64it0lr5z8cq4g9v,1,73.9,31.3,2023-05-13T13:02:19.745Z,2023-05-13T13:02:21Z,4272679257,56,Center,4272679265,213,2.9,4272679263,212,8.7,4272679259,140,65.9,4272679261,141,34.8,,,,,,,,,,619vlbweueymdkq1vu3jm2mwa,I. Sadiq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547790803,17,1,1,1,46,9zqn9ugvg64it0lr5z8cq4g9v,1,65.2,36,2023-05-13T13:02:20.993Z,2023-05-13T13:02:23Z,4272679383,213,1.9,4272679381,212,26.0,4272679379,141,72.6,4272679377,140,58.0,4272679375,56,Center,,,,,,,,,,15nsr315qb7jhyeik47x9wrxm,K. Lund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547790841,18,1,1,1,49,9zqn9ugvg64it0lr5z8cq4g9v,1,58,72.6,2023-05-13T13:02:23.233Z,2023-05-13T13:02:27Z,4272679617,56,Left,4272679619,140,66.5,4272679625,213,0.7,4272679623,212,11.9,4272679621,141,84.1,,,,,,,,,,bar5tlyxm2vim2ewqauywgb85,M. Rygaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547790937,19,1,1,1,50,9zqn9ugvg64it0lr5z8cq4g9v,1,68,83.3,2023-05-13T13:02:24.361Z,2023-05-13T13:03:55Z,4272680209,212,34.4,4272680205,140,90.7,4272680207,141,46.9,4272682639,22,,4272680211,213,5.5,4272680213,1,,4272682635,210,16,4272680203,56,Center,35gounciadqplhg50z8pgno5,Samuel Gustafson,,4272680201,155,4272680199,2,4272682637,154,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
2547791179,20,16,1,1,52,9zqn9ugvg64it0lr5z8cq4g9v,1,90.2,46.4,2023-05-13T13:02:26.227Z,2023-05-13T13:03:52Z,4272682105,102,46.9,4272682119,230,98.4,4272682095,80,,4272681597,56,Center,4272681669,374,2023-05-13 14:02:25.592,4272681673,375,01:51.393,4272682101,55,19,4272682109,214,,de2unef3dan4fnahz184pyqz8,B. Traoré,,4272681591,22,4272682099,154,4272682097,29,,4272682107,103,1.9,4272682113,328,4272681595,17,,4272682123,231,50.4,4272681665,20,,,,,,,,,,,,,,,,,
2547791297,20,1,1,2,43,46yo78zak2j7kaxc5ak1fnm60,1,49.3,48.4,2023-05-13T13:03:17.612Z,2023-05-13T13:03:19Z,4272682373,279,G,4272682371,213,2.6,4272682369,212,25.5,4272682367,141,66.1,4272682363,56,Back,4272682365,140,27.9,,,,,,,991l8wbi9cfhm2pmyid7cle22,D. Campos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547791299,21,43,1,2,44,46yo78zak2j7kaxc5ak1fnm60,1,0,0,2023-05-13T13:03:19.052Z,2023-05-13T13:03:26Z,4272682377,56,Back,4272682829,144,50,4272682379,285,0,,,,,,,,,,,,,,,,6co35kabo4cg0o796clfc9z6y,K. Mammar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547791331,22,1,1,2,46,46yo78zak2j7kaxc5ak1fnm60,1,30.9,71.7,2023-05-13T13:03:20.524Z,2023-05-13T13:03:22Z,4272682575,212,55.8,4272682569,56,Center,4272682571,140,73.9,4272682573,141,23.4,4272682577,213,5.7,4272682579,1,,4272682567,155,,,,,6co35kabo4cg0o796clfc9z6y,K. Mammar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547791337,23,44,1,2,48,46yo78zak2j7kaxc5ak1fnm60,1,75.5,26.2,2023-05-13T13:03:22.573Z,2023-05-13T13:03:25Z,4272682609,286,,4272682687,233,21,4272682607,56,Center,,,,,,,,,,,,,,,,emu9b7x0mtz4rp5p1fvd9wm39,R. Örqvist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547791345,21,44,1,2,48,9zqn9ugvg64it0lr5z8cq4g9v,0,24.5,73.8,2023-05-13T13:03:22.574Z,2023-05-13T13:03:25Z,4272682633,285,,4272682631,56,Back,4272682701,233,23,,,,,,,,,,,,,,,,8unnvgvft6knxupbp9oxh621h,E. Hovland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547791361,24,1,1,2,48,46yo78zak2j7kaxc5ak1fnm60,0,75.1,24,2023-05-13T13:03:23.149Z,2023-05-13T13:03:25Z,4272682729,141,27.9,4272682731,212,27.6,4272682733,213,0.1,4272682725,56,Center,4272682723,3,,4272682727,140,100.0,,,,,,,emu9b7x0mtz4rp5p1fvd9wm39,R. Örqvist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547791369,22,5,1,2,50,9zqn9ugvg64it0lr5z8cq4g9v,1,-1.1,75.8,2023-05-13T13:03:24.297Z,2023-05-13T13:13:41Z,4272682765,346,,4272682783,233,25,4272682763,56,Back,,,,,,,,,,,,,,,,8unnvgvft6knxupbp9oxh621h,E. Hovland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547791363,25,5,1,2,50,46yo78zak2j7kaxc5ak1fnm60,0,101.1,24.2,2023-05-13T13:03:24.297Z,2023-05-13T13:03:27Z,4272682739,346,,4272682843,233,22,4272682737,56,Center,,,,,,,,,,,,,,,,emu9b7x0mtz4rp5p1fvd9wm39,R. Örqvist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547791459,23,1,1,2,56,9zqn9ugvg64it0lr5z8cq4g9v,1,5.2,54.8,2023-05-13T13:03:30.576Z,2023-05-13T13:03:32Z,4272683257,212,25.7,4272683251,140,11.2,4272683269,237,,4272683243,124,,4272683247,56,Back,4272683255,141,18.2,4272683261,213,5.0,,,,eydu7p01ud08kscyaav4aaok5,P. Abrahamsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547791461,24,1,1,2,58,9zqn9ugvg64it0lr5z8cq4g9v,0,11.1,17.9,2023-05-13T13:03:32.721Z,2023-05-13T13:03:53Z,4272683275,56,Back,4272684727,286,,4272683281,141,16.7,4272683279,140,12.8,4272683273,157,,4272683293,1,,4272684723,233,26,4272684721,236,,ena92ro3qpi2wgbzznu4xc4fe,V. Lunddal Friðriksson,,4272683289,213,4272683285,212,,,,,,,,,,,,,,,,,5.9,2.0,,,,,,,,,,,,,,,
2547791543,26,74,1,2,58,46yo78zak2j7kaxc5ak1fnm60,1,80.4,92.6,2023-05-13T13:03:32.722Z,2023-05-13T13:42:39Z,4272683731,285,,4272684737,233,24,4272683729,56,Left,,,,,,,,,,,,,,,,613kkjtvfyf7mbvrqt9pcizmd,J. Gyau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547791479,25,5,1,3,4,9zqn9ugvg64it0lr5z8cq4g9v,1,21.2,-1.6,2023-05-13T13:03:38.323Z,2023-05-13T13:04:07Z,4272685531,233,27,4272683367,56,Back,4272683369,347,,,,,,,,,,,,,,,,,ena92ro3qpi2wgbzznu4xc4fe,V. Lunddal Friðriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547791573,27,5,1,3,4,46yo78zak2j7kaxc5ak1fnm60,0,78.8,101.6,2023-05-13T13:03:38.323Z,2023-05-13T13:13:41Z,4272685547,233,25,4272683877,347,,4272683875,56,Left,,,,,,,,,,,,,,,,6co35kabo4cg0o796clfc9z6y,K. Mammar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
